name,nomenclature,source_db_name,normalized_gene_id,aliases
TNFRSF21,Gene Symbol,Ensembl,hgnc:13469,ensembl:ENSG00000146072|hgnc:13469|TNF receptor superfamily member 21
FGB,Gene Symbol,GO,hgnc:3662,FIBRINOGEN BETA CHAIN
ENSEMBL:ENSG00000141127,Ensembl Gene ID,RussLampel,hgnc:9467,PHOSPHORIBOSYL PYROPHOSPHATE SYNTHETASE-ASSOCIATED PROTEIN 2 (PRPP SYNTHETASE-ASSOCIATED PROTEIN 2) (41 KDA PHOSPHORIBOSYPYROPHOSPHATE SYNTHETASE-ASSOCIATED PROTEIN) (PAP41)|PRPSAP2
CCNA2,Gene Name,NCI,hgnc:1578,
WEE1,Gene Name,DTC,hgnc:12761,
UNIPROT:P00915,UniProtKB ID,TdgClinicalTrial,hgnc:1368,CA1
IUPHAR.RECEPTOR:1816,GuideToPharmacology ID,GuideToPharmacology,hgnc:7381,HGNC:7381|MACROPHAGE STIMULATING 1 RECEPTOR|MST1R|REFSEQ:NM_001244937|REFSEQ:NP_002438|UNIPROT:Q04912
SLIT3,Gene Name,HingoraniCasas,hgnc:11087,ENSEMBL:ENSG00000184347|SLIT3
SLAMF6,Gene Name,HingoraniCasas,hgnc:21392,ENSEMBL:ENSG00000162739|SLAMF6
IUPHAR.RECEPTOR:2572,GuideToPharmacology ID,GuideToPharmacology,hgnc:30224,HGNC:30224|REFSEQ:NM_001253815|REFSEQ:NM_001253816|REFSEQ:NM_024531|REFSEQ:NP_001240744|REFSEQ:NP_001240745|REFSEQ:NP_078807|SLC52A2|SOLUTE CARRIER FAMILY 52 MEMBER 2|UNIPROT:Q9HAB3
SPATA2,Gene Symbol,CIViC,hgnc:14681,CIVIC.GID:7784|NCBI.GENE:9825|PD1|PPP1R145|SPERMATOGENESIS ASSOCIATED 2|TAMO
HSPD1,Gene Name,HingoraniCasas,hgnc:5261,ENSEMBL:ENSG00000144381|HSPD1
MAP2K1,Gene Symbol,MyCancerGenome,hgnc:6840,MAP2K1|MEK|NCBIGENE:5604
CDK11B,Gene Symbol,Ensembl,hgnc:1729,cyclin dependent kinase 11B|ensembl:ENSG00000248333|hgnc:1729
MATK,Gene Name,DrugBank,hgnc:6906,HGNC:6906|MATK|MATK_HUMAN|UNIPROT:P42679
OR2AG2,Gene Symbol,dGene,hgnc:15143,NCBIGENE:338755|OR11-76|OR2AG2P
SLC4A11,Gene Symbol,Pharos,hgnc:16438,SODIUM BICARBONATE TRANSPORTER-LIKE PROTEIN 11|UNIPROT:Q8NBS3
ADCY1,Gene Name,HingoraniCasas,hgnc:232,ADCY1|ENSEMBL:ENSG00000164742
TRX-CAT1-2,Gene Symbol,NCBI,hgnc:12318,hgnc:12318|ncbigene:7210|omim:180621|RNTMI1|RNTMI2|RNTMT1|TRM1|TRM2|TRMI2|tRNA-iMet (anticodon CAT) 1-2|TRNAM1|TRNAMI2|TRX-CAT1-3
PLAAT1,Gene Symbol,Ensembl,hgnc:14922,ensembl:ENSG00000127252|hgnc:14922|phospholipase A and acyltransferase 1
PRSS41,Gene Symbol,NCBI,hgnc:30715,ensembl:ENSG00000215148|hgnc:30715|ncbigene:360226|serine protease 41|TESSP1
PDCD1,Gene Symbol,CIViC,hgnc:8760,ADMIO4|AIMTBS|CD279|CIVIC.GID:4152|HPD-1|HPD-L|HSLE1|NCBI.GENE:5133|PD-1|PD1|PROGRAMMED CELL DEATH 1|SLEB2
WDR1,Gene Symbol,NCBI,hgnc:12754,AIP1|ensembl:ENSG00000071127|HEL-S-52|hgnc:12754|ncbigene:9948|NORI-1|omim:604734|PFITS|WD repeat domain 1
IUPHAR.RECEPTOR:3094,GuideToPharmacology ID,GuideToPharmacology,hgnc:5211,HGNC:5211|HSD17B2|HYDROXYSTEROID 17-BETA DEHYDROGENASE 2|REFSEQ:NM_002153|REFSEQ:NP_002144|UNIPROT:P37059
UNIPROT:O43613,UniProtKB ID,TdgClinicalTrial,hgnc:4848,HCRTR1
RPL10L,Gene Symbol,NCBI,hgnc:17976,ensembl:ENSG00000165496|hgnc:17976|LOC116384|ncbigene:140801|omim:619655|ribosomal protein L10 like|RPL10_5_1358|SPGF63
SLC36A1,Gene Name,DrugBank,hgnc:18761,AF516142|GENBANK:31324239|HGNC:18761|IUPHAR.RECEPTOR:1161|S36A1_HUMAN|SLC36A1|UNIPROT:Q7Z2H8
AGTR2,Gene Name,DrugBank,hgnc:338,AGTR2|AGTR2_HUMAN|HGNC:338|IUPHAR.RECEPTOR:35|U20860|UNIPROT:P50052
INTERLEUKIN-15,Gene Name,TTD,hgnc:5977,IL15|TTD.TARGET:T32240
IUPHAR.RECEPTOR:2183,GuideToPharmacology ID,GuideToPharmacology,hgnc:23326,HGNC:23326|PX DOMAIN CONTAINING SERINE/THREONINE KINASE LIKE|PXK|REFSEQ:NM_017771|REFSEQ:NP_060241|UNIPROT:Q7Z7A4
RIOK1,Gene Symbol,IDG,hgnc:18656,
UMODL1,Gene Symbol,HGNC,hgnc:12560,ccds:CCDS42935|ccds:CCDS42936|ccds:CCDS56214|ccds:CCDS56215|ensembl:ENSG00000177398|hgnc:12560|ncbigene:89766|omim:613859|orphanet:471294|pubmed:16026467|refseq:NM_001004416|ucsc:uc002zag.1|uniprot:Q5DID0|uromodulin like 1|vega:OTTHUMG00000086788
ADRB2,Gene Name,DrugBank,hgnc:286,ADRB2|ADRB2_HUMAN|GENBANK:29371|HGNC:286|IUPHAR.RECEPTOR:29|UNIPROT:P07550|Y00106
IGLV3-27,Gene Symbol,Ensembl,hgnc:5910,ensembl:ENSG00000211658|hgnc:5910|immunoglobulin lambda variable 3-27
TR4,NCBI Gene Name,BaderLab,hgnc:7972,
KLK4,Gene Symbol,HGNC,hgnc:6365,ccds:CCDS12809|EMSP|EMSP1|ena.embl:AF113141|ensembl:ENSG00000167749|hgnc:6365|kallikrein related peptidase 4|KLK-L1|merops:S01.251|ncbigene:9622|omim:603767|orphanet:139168|PRSS17|PSTS|pubmed:10077646|pubmed:10438493|pubmed:10863090|pubmed:16800724|pubmed:9465170|refseq:NM_004917|ucsc:uc002pua.1|uniprot:Q9Y5K2|vega:OTTHUMG00000182964
ADAM10,Gene Name,DrugBank,hgnc:188,ADA10_HUMAN|ADAM10|AF009615|HGNC:188|IUPHAR.RECEPTOR:1658|UNIPROT:O14672
UNIPROT:Q8NGC7,UniProtKB ID,HopkinsGroom,hgnc:15349,ENSEMBL:ENSG00000176219|NCBIGENE:122748|O11H6_HUMAN|OLFACTORY RECEPTOR 11H6|OR11H6
ABCD1,Gene Symbol,HumanProteinAtlas,hgnc:61,ADRENOLEUKODYSTROPHY|ALD|ALDP|AMN|ATP BINDING CASSETTE SUBFAMILY D MEMBER 1|ENSEMBL:ENSG00000101986|UNIPROT:P33897
HOXB2,Gene Symbol,Ensembl,hgnc:5113,ensembl:ENSG00000173917|hgnc:5113|homeobox B2
MAGEB18,Gene Symbol,Pharos,hgnc:28515,MELANOMA-ASSOCIATED ANTIGEN B18|UNIPROT:Q96M61
CLIC2,Gene Symbol,Ensembl,hgnc:2063,chloride intracellular channel 2|ensembl:ENSG00000155962|hgnc:2063
SLC16A4,Gene Symbol,NCBI,hgnc:10925,ensembl:ENSG00000168679|hgnc:10925|MCT4|MCT5|ncbigene:9122|omim:603878|solute carrier family 16 member 4
C4BPA,Gene Name,DrugBank,hgnc:1325,C4BPA|C4BPA_HUMAN|HGNC:1325|UNIPROT:P04003
STIP1,Gene Symbol,NCBI,hgnc:11387,ensembl:ENSG00000168439|HEL-S-94n|hgnc:11387|HOP|IEF-SSP-3521|ncbigene:10963|omim:605063|P60|STI1|STI1L|stress induced phosphoprotein 1
CUL1,Gene Symbol,NCBI,hgnc:2551,cullin 1|ensembl:ENSG00000055130|hgnc:2551|ncbigene:8454|omim:603134
AWAT1,Gene Symbol,Ensembl,hgnc:23252,acyl-CoA wax alcohol acyltransferase 1|ensembl:ENSG00000204195|hgnc:23252
IUPHAR.RECEPTOR:140,GuideToPharmacology ID,GuideToPharmacology,hgnc:23693,<I>GPR160</I>|G PROTEIN-COUPLED RECEPTOR 160|GPR160|HGNC:23693|REFSEQ:NM_014373|REFSEQ:NP_055188|UNIPROT:Q9UJ42
FGF22,Gene Symbol,Ensembl,hgnc:3679,ensembl:ENSG00000070388|fibroblast growth factor 22|hgnc:3679
OR6W1P,Gene Symbol,Ensembl,hgnc:15091,ensembl:ENSG00000179420|hgnc:15091|olfactory receptor family 6 subfamily W member 1 pseudogene
UNIPROT:Q8WWY8,UniProtKB ID,HopkinsGroom,hgnc:18483,ENSEMBL:ENSG00000163898|LIPASE MEMBER H|LIPH|LIPH_HUMAN|NCBIGENE:200879
INTERLEUKIN 15 RECEPTOR ALPHA,Gene Name,TTD,hgnc:5978,IL15RA|TTD.TARGET:T48429
FDPS,Gene Symbol,Ensembl,hgnc:3631,ensembl:ENSG00000160752|farnesyl diphosphate synthase|hgnc:3631
PPCDC,Gene Symbol,Ensembl,hgnc:28107,ensembl:ENSG00000138621|hgnc:28107|phosphopantothenoylcysteine decarboxylase
TDP1,Gene Symbol,GO,hgnc:18884,TYROSYL-DNA PHOSPHODIESTERASE 1
RAD1,Gene Symbol,GO,hgnc:9806,CELL CYCLE CHECKPOINT PROTEIN RAD1|REC1
CARCINOEMBRYONIC ANTIGEN CGM1,Gene Name,TTD,hgnc:1815,CD66D|TTD.TARGET:T21890
DBH,Gene Symbol,Ensembl,hgnc:2689,dopamine beta-hydroxylase|ensembl:ENSG00000123454|hgnc:2689
PSEN2,Gene Symbol,NCBI,hgnc:9509,AD3L|AD4|CMD1V|ensembl:ENSG00000143801|hgnc:9509|ncbigene:5664|omim:600759|presenilin 2|PS2|STM2
GLDC,Gene Name,PharmGKB,hgnc:4313,PHARMGKB.GENE:PA28716
IRAK3,Gene Name,HingoraniCasas,hgnc:17020,ENSEMBL:ENSG00000090376|IRAK3
ELK1,Gene Symbol,HGNC,hgnc:3321,ccds:CCDS14283|ccds:CCDS59165|ena.embl:M25269|ensembl:ENSG00000126767|ETS transcription factor ELK1|hgnc:3321|ncbigene:2002|omim:311040|pubmed:2539641|refseq:NM_005229|ucsc:uc010nhv.5|uniprot:P19419|vega:OTTHUMG00000021452
WEE1,Gene Symbol,Ensembl,hgnc:12761,ensembl:ENSG00000166483|hgnc:12761|WEE1 G2 checkpoint kinase
IUPHAR.RECEPTOR:3301,GuideToPharmacology ID,GuideToPharmacology,hgnc:10875,HGNC:10875|SIALIC ACID BINDING IG LIKE LECTIN 6|SIGLEC6|UNIPROT:O43699
PPM1B,Gene Name,HingoraniCasas,hgnc:9276,ENSEMBL:ENSG00000138032|PPM1B
OR4F4,Gene Symbol,Pharos,hgnc:8301,OLFACTORY RECEPTOR 4F4|UNIPROT:Q96R69
MAP3K10,Gene Symbol,NCBI,hgnc:6849,ensembl:ENSG00000130758|hgnc:6849|MEKK10|mitogen-activated protein kinase kinase kinase 10|MLK2|MST|ncbigene:4294|omim:600137
OR4A21P,Gene Symbol,HGNC,hgnc:15158,ensembl:ENSG00000181943|hgnc:15158|hordedb:OR4A21P|ncbigene:81322|olfactory receptor family 4 subfamily A member 21 pseudogene|pseudogene.org:PGOHUM00000257881|refseq:NG_004238|vega:OTTHUMG00000167393
SLC22A24,Gene Name,HingoraniCasas,hgnc:28542,ENSEMBL:ENSG00000197658|SLC22A24
GCLM,Gene Symbol,Ensembl,hgnc:4312,ensembl:ENSG00000023909|glutamate-cysteine ligase modifier subunit|hgnc:4312
ADGRF4,Gene Symbol,IDG,hgnc:19011,
KCNA7,Gene Name,HingoraniCasas,hgnc:6226,ENSEMBL:ENSG00000104848|KCNA7
MRC1,Gene Symbol,Ensembl,hgnc:7228,ensembl:ENSG00000260314|hgnc:7228|mannose receptor C-type 1
DCLK1,Gene Name,DTC,hgnc:2700,
IUPHAR.RECEPTOR:1622,GuideToPharmacology ID,GuideToPharmacology,hgnc:1507,CASP6|CASPASE 6|HGNC:1507|REFSEQ:NM_001226|REFSEQ:NM_032992|REFSEQ:NP_001217|REFSEQ:NP_116787|UNIPROT:P55212
KIAA1804,Gene Symbol,dGene,hgnc:29798,DJ862P8.3|MLK4|NCBIGENE:84451|RP5-862P8.2
DBF4B,Gene Symbol,Pharos,hgnc:17883,PROTEIN DBF4 HOMOLOG B|UNIPROT:Q8NFT6
UBE2I,Gene Symbol,NCBI,hgnc:12485,C358B7.1|ensembl:ENSG00000103275|hgnc:12485|ncbigene:7329|omim:601661|P18|UBC9|ubiquitin conjugating enzyme E2 I
PAK4,Gene Symbol,NCBI,hgnc:16059,ensembl:ENSG00000130669|hgnc:16059|LOC113778|LOC115291|ncbigene:10298|omim:605451|p21 (RAC1) activated kinase 4
ABI1,Gene Symbol,Pharos,hgnc:11320,ABL INTERACTOR 1|UNIPROT:Q8IZP0
ENSEMBL:ENSG00000147471,Ensembl Gene ID,RussLampel,hgnc:9457,PROLINE SYNTHETASE CO-TRANSCRIBED BACTERIAL HOMOLOG PROTEIN|PROSC
IUPHAR.RECEPTOR:2057,GuideToPharmacology ID,GuideToPharmacology,hgnc:19295,HGNC:19295|LEMUR TYROSINE KINASE 3|LMTK3|REFSEQ:NM_001080434|REFSEQ:NP_001073903|UNIPROT:Q96Q04
NAGLU,Gene Symbol,Ensembl,hgnc:7632,ensembl:ENSG00000108784|hgnc:7632|N-acetyl-alpha-glucosaminidase
TSPAN16,Gene Name,PharmGKB,hgnc:30725,PHARMGKB.GENE:PA134989909
NR1H4,Gene Symbol,Ensembl,hgnc:7967,ensembl:ENSG00000012504|hgnc:7967|nuclear receptor subfamily 1 group H member 4
ENSEMBL:ENSG00000150471,Ensembl Gene ID,RussLampel,hgnc:20974,LATROPHILIN-3 PRECURSOR (CALCIUM-INDEPENDENT ALPHA-LATROTOXIN RECEPTOR 3) (LECTOMEDIN-3)|LPHN3
MAPK8,Gene Name,DTC,hgnc:6881,
IUPHAR.RECEPTOR:897,GuideToPharmacology ID,GuideToPharmacology,hgnc:11066,HGNC:11066|L-TYPE AMINO ACID TRANSPORTER 2|SLC7A8|SOLUTE CARRIER FAMILY 7 MEMBER 8|UNIPROT:Q9UHI5
NDUFAF3,Gene Symbol,NCBI,hgnc:29918,2P1|C3orf60|E3-3|ensembl:ENSG00000178057|hgnc:29918|MC1DN18|MGC10527|NADH:ubiquinone oxidoreductase complex assembly factor 3|ncbigene:25915|omim:612911
PSMD7,Gene Name,NCI,hgnc:9565,
AKT3,Gene Name,HingoraniCasas,hgnc:393,AKT3|ENSEMBL:ENSG00000117020
ENSEMBL:ENSG00000170929,Ensembl Gene ID,RussLampel,hgnc:8220,OLFACTORY RECEPTOR 1M1 (OLFACTORY RECEPTOR 19-6) (OR19-6)|OR1M1
B4GALT4,Gene Name,DrugBank,hgnc:927,AF038662|B4GALT4|B4GT4_HUMAN|GENBANK:3132900|HGNC:927|UNIPROT:O60513
ENSEMBL:ENSG00000119004,Ensembl Gene ID,RussLampel,hgnc:20576,"CYP20A1|CYTOCHROME P450, FAMILY 20, SUBFAMILY A, POLYPEPTIDE 1 ISOFORM 1|REFSEQ:NP_803882"
KLF14,Gene Symbol,NCBI,hgnc:23025,BTEB5|ensembl:ENSG00000266265|hgnc:23025|KLF transcription factor 14|ncbigene:136259|omim:609393
ACAD8,Gene Name,DrugBank,hgnc:87,ACAD8|ACAD8_HUMAN|AF126245|GENBANK:6465955|HGNC:87|UNIPROT:Q9UKU7
NDUFV3,Gene Symbol,Pharos,hgnc:7719,"NADH DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN 3, MITOCHONDRIAL|UNIPROT:P56181"
SLC15A2,Gene Symbol,HGNC,hgnc:10921,ccds:CCDS3007|ccds:CCDS54631|ena.embl:BC044572|ensembl:ENSG00000163406|hgnc:10921|ncbigene:6565|omim:602339|PEPT2|pubmed:7756356|refseq:NM_021082|solute carrier family 15 member 2|ucsc:uc003eep.3|uniprot:Q16348|vega:OTTHUMG00000159423
MMP27,Gene Name,DrugBank,hgnc:14250,AF195192|GENBANK:11066090|HGNC:14250|MMP27|MMP27_HUMAN|UNIPROT:Q9H306
OR13C5,Gene Symbol,NCBI,hgnc:15100,ensembl:ENSG00000277556|hgnc:15100|ncbigene:138799|olfactory receptor family 13 subfamily C member 5|OR13C5|OR9-11
HLA-B,Gene Name,NCI,hgnc:4932,
CD44,Gene Name,HingoraniCasas,hgnc:1681,CD44|ENSEMBL:ENSG00000026508
TAL1,Gene Symbol,CarisMolecularIntelligence,hgnc:11556,
GLNG,Gene Name,DrugBank,,GENBANK:728724|NTRC_SALTY|UNIPROT:P41789|X85104
INMT,Gene Symbol,NCBI,hgnc:6069,ensembl:ENSG00000241644|hgnc:6069|indolethylamine N-methyltransferase|INMT|ncbigene:11185|omim:604854|TEMT
OR11H2,Gene Symbol,Pharos,hgnc:14716,OLFACTORY RECEPTOR 11H2|UNIPROT:Q8NH07
MARK1,Gene Name,DTC,hgnc:6896,
ENSEMBL:ENSG00000197517,Ensembl Gene ID,RussLampel,,
CRHR2,Gene Symbol,GO,hgnc:2358,CORTICOTROPIN-RELEASING HORMONE RECEPTOR 2|CRF2R|CRH2R
ITGAX,Gene Name,HingoraniCasas,hgnc:6152,ENSEMBL:ENSG00000140678|ITGAX
CRLF2,Gene Symbol,CarisMolecularIntelligence,hgnc:14281,
PYGM,Gene Symbol,Pharos,hgnc:9726,"GLYCOGEN PHOSPHORYLASE, MUSCLE FORM|UNIPROT:P11217"
COIL,Gene Name,NCI,hgnc:2184,
PTDSS1,Gene Symbol,HGNC,hgnc:9587,ccds:CCDS6271|ena.embl:D14694|ensembl:ENSG00000156471|hgnc:9587|KIAA0024|ncbigene:9791|omim:612792|orphanet:391631|phosphatidylserine synthase 1|PSS1|PSSA|refseq:NM_001290225|ucsc:uc003yht.2|uniprot:P48651|vega:OTTHUMG00000164687
KIF5C,Gene Symbol,NCBI,hgnc:6325,CDCBM2|ensembl:ENSG00000168280|hgnc:6325|kinesin family member 5C|KINN|LOC727742|ncbigene:3800|NKHC|NKHC-2|NKHC2|omim:604593
DCUN1D1,Gene Symbol,Ensembl,hgnc:18184,defective in cullin neddylation 1 domain containing 1|ensembl:ENSG00000043093|hgnc:18184
CXCL6,Gene Symbol,NCBI,hgnc:10643,C-X-C motif chemokine ligand 6|CKA-3|ensembl:ENSG00000124875|GCP-2|GCP2|hgnc:10643|ncbigene:6372|omim:138965|SCYB6
MEF2B,Gene Symbol,HGNC,hgnc:39979,ccds:CCDS46024|ena.embl:X63380|ensembl:ENSG00000213999|hgnc:6995|myocyte enhancer factor 2B|ncbigene:100271849|omim:600661|pubmed:1516833|pubmed:8575763|refseq:NM_005919|RSRFR2|ucsc:uc002nlk.3|uniprot:Q02080|vega:OTTHUMG00000161595
CBLIF,Gene Symbol,Ensembl,hgnc:4268,cobalamin binding intrinsic factor|ensembl:ENSG00000134812|hgnc:4268
NAPSA,Gene Name,HingoraniCasas,hgnc:13395,ENSEMBL:ENSG00000131400|NAPSA
ALX4,Gene Symbol,HGNC,hgnc:450,ALX homeobox 4|ccds:CCDS31468|ena.embl:AF294629|ensembl:ENSG00000052850|FPP|hgnc:450|homeodb:8417|KIAA1788|ncbigene:60529|omim:605420|orphanet:119647|PFM|PFM2|pubmed:11017806|pubmed:8644736|refseq:NM_021926|ucsc:uc001myb.4|uniprot:Q9H161|vega:OTTHUMG00000166557
SERPINB11,Gene Symbol,Ensembl,hgnc:14221,ensembl:ENSG00000206072|hgnc:14221|serpin family B member 11
PCCB,Gene Symbol,HGNC,hgnc:8654,6.4.1.3|ccds:CCDS3089|ccds:CCDS54643|ensembl:ENSG00000114054|hgnc:8654|ncbigene:5096|omim:232050|orphanet:124117|propionyl-CoA carboxylase subunit beta|pubmed:2895916|refseq:NM_000532|ucsc:uc003eqy.3|uniprot:P05166|vega:OTTHUMG00000159792
IGF1R,Gene Symbol,Ensembl,hgnc:5465,ensembl:ENSG00000140443|hgnc:5465|insulin like growth factor 1 receptor
KLK9,Gene Symbol,NCBI,hgnc:6370,ensembl:ENSG00000213022|hgnc:6370|kallikrein related peptidase 9|KLK-L3|KLK9|KLKL3|LOC125870|ncbigene:284366|omim:605504
MGLL,Gene Symbol,HGNC,hgnc:17038,3.1.1.23|ccds:CCDS43148|ccds:CCDS46902|ccds:CCDS58852|ena.embl:BC000551|ensembl:ENSG00000074416|hgnc:17038|HU-K5|MAGL|merops:S33.979|MGL|monoglyceride lipase|ncbigene:11343|omim:609699|pubmed:9495531|refseq:NM_007283|ucsc:uc003ejx.4|uniprot:Q99685|vega:OTTHUMG00000159641
SLC24A1,Gene Symbol,HumanProteinAtlas,hgnc:10975,CSNB1D|ENSEMBL:ENSG00000074621|HST17412|KIAA0702|NCKX|NCKX1|RODX|SOLUTE CARRIER FAMILY 24 MEMBER 1|UNIPROT:O60721
PTS,Gene Symbol,HumanProteinAtlas,hgnc:9689,6-PYRUVOYLTETRAHYDROPTERIN SYNTHASE|ENSEMBL:ENSG00000150787|PTPS|UNIPROT:Q03393
AKR1A1,Gene Symbol,HGNC,hgnc:380,1.1.1.2|aldo-keto reductase family 1 member A1|ALR|ccds:CCDS523|DD3|ena.embl:J04794|ensembl:ENSG00000117448|hgnc:380|ncbigene:10327|omim:103830|pubmed:10393438|pubmed:2498333|refseq:NM_006066|ucsc:uc001cod.4|uniprot:P14550|vega:OTTHUMG00000007740
GAK,Gene Symbol,HGNC,hgnc:4113,ccds:CCDS3340|ccds:CCDS82902|cyclin G associated kinase|DNAJC26|ena.embl:D88435|ensembl:ENSG00000178950|hgnc:4113|ncbigene:2580|omim:602052|pubmed:9299234|refseq:NM_005255|ucsc:uc003gbm.6|uniprot:O14976|vega:OTTHUMG00000088301
MTMR12,Gene Symbol,Ensembl,hgnc:18191,ensembl:ENSG00000150712|hgnc:18191|myotubularin related protein 12
CALHM5,Gene Symbol,HGNC,hgnc:21568,C6orf188|calcium homeostasis modulator family member 5|ccds:CCDS5108|dJ493F7.3|ena.embl:BC032556|ensembl:ENSG00000178033|FAM26E|hgnc:21568|MGC45451|ncbigene:254228|pubmed:34089472|refseq:NM_153711|ucsc:uc003pwy.4|uniprot:Q8N5C1|vega:OTTHUMG00000015442
ADGRG2,Gene Symbol,GO,hgnc:4516,ADHESION G PROTEIN-COUPLED RECEPTOR G2|GPR64|HE6|TM7LN2
GATM,Gene Symbol,Ensembl,hgnc:4175,ensembl:ENSG00000171766|glycine amidinotransferase|hgnc:4175
IUPHAR.RECEPTOR:1418,GuideToPharmacology ID,GuideToPharmacology,hgnc:9033,HGNC:9033|PHOSPHOLIPASE A2 GROUP IID|PLA2G2D|SPLA<SUB>2</SUB>-2D|UNIPROT:Q9UNK4
G6PC2,Gene Symbol,NCBI,hgnc:28906,ensembl:ENSG00000152254|glucose-6-phosphatase catalytic subunit 2|hgnc:28906|IGRP|ncbigene:57818|omim:608058
CD247,Gene Symbol,NCBI,hgnc:1677,CD247 molecule|CD3-ZETA|CD3H|CD3Q|CD3Z|CD3ZETA|ensembl:ENSG00000198821|hgnc:1677|IMD25|ncbigene:919|omim:186780|T3Z|TCRZ
OR8B4,Gene Symbol,Ensembl,hgnc:8473,ensembl:ENSG00000280090|hgnc:8473|olfactory receptor family 8 subfamily B member 4
ZBP1,Gene Symbol,GO,hgnc:16176,C20ORF183|DLM1|Z-DNA-BINDING PROTEIN 1
TMEM219,Gene Symbol,GO,hgnc:25201,INSULIN-LIKE GROWTH FACTOR-BINDING PROTEIN 3 RECEPTOR
GPR32P1,Gene Symbol,HGNC,hgnc:4488,ena.embl:AF045765|ensembl:ENSG00000269565|GPR32 pseudogene 1|GPR32P|hgnc:4488|ncbigene:2855|pseudogene.org:PGOHUM00000295404|pubmed:9653656|refseq:NG_001131|uniprot:Q8NGA4|vega:OTTHUMG00000182880
DUSP9,Gene Symbol,NCBI,hgnc:3076,dual specificity phosphatase 9|ensembl:ENSG00000130829|hgnc:3076|MKP-4|MKP4|ncbigene:1852|omim:300134
UNIPROT:Q9NRG1,UniProtKB ID,HopkinsGroom,hgnc:23333,ENSEMBL:ENSG00000099256|NCBIGENE:56952|PHOSPHORIBOSYLTRANSFERASE DOMAIN-CONTAINING PROTEIN 1|PRDC1_HUMAN|PRTFDC1
CYTIDINE DEAMINASE,Gene Name,TTD,hgnc:1712,CDA|TTD.TARGET:T79027
EIF4A2,Gene Symbol,CarisMolecularIntelligence,hgnc:3284,
ERICH3,Gene Symbol,Ensembl,hgnc:25346,ensembl:ENSG00000178965|glutamate rich 3|hgnc:25346
WRN,Gene Name,NCI,hgnc:12791,
MFSD10,Gene Symbol,Pharos,hgnc:16894,MAJOR FACILITATOR SUPERFAMILY DOMAIN-CONTAINING PROTEIN 10|UNIPROT:Q14728
PZP,Gene Name,NCI,hgnc:9750,
TRDV2,Gene Symbol,HGNC,hgnc:12263,ena.embl:X15207|ensembl:ENSG00000211821|hDV102S1|hgnc:12263|imgt:TRDV2|MGC117421|ncbigene:28517|pubmed:2526321|refseq:NG_001332|T cell receptor delta variable 2|ucsc:uc001wdu.3|uniprot:A0JD36|vega:OTTHUMG00000170843
TRDN,Gene Symbol,HGNC,hgnc:12261,ccds:CCDS55053|ccds:CCDS59034|ccds:CCDS59035|ccds:CCDS75511|ccds:CCDS93997|ena.embl:U18985|ensembl:ENSG00000186439|hgnc:12261|ncbigene:10345|omim:603283|orphanet:304242|pubmed:7588753|refseq:NM_001251987|triadin|TRISK|ucsc:uc003pzj.2|uniprot:Q13061|vega:OTTHUMG00000015497
XKR3,Gene Symbol,HGNC,hgnc:28778,ccds:CCDS42975|ena.embl:AY989815|ensembl:ENSG00000172967|hgnc:28778|MGC57211|ncbigene:150165|omim:611674|pubmed:16431037|refseq:NM_175878|ucsc:uc002zlv.4|uniprot:Q5GH77|vega:OTTHUMG00000143726|XK related 3|XTES
USP50,Gene Symbol,Ensembl,hgnc:20079,ensembl:ENSG00000170236|hgnc:20079|ubiquitin specific peptidase 50
IUPHAR.RECEPTOR:1584,GuideToPharmacology ID,GuideToPharmacology,hgnc:9344,HGNC:9344|PRCP|PROLYLCARBOXYPEPTIDASE|REFSEQ:NM_005040|REFSEQ:NM_199418|REFSEQ:NP_005031|REFSEQ:NP_955450|UNIPROT:P42785
UNIPROT:O00270,UniProtKB ID,HopkinsGroom,hgnc:4486,"12-(S)-HYDROXY-5,8,10,14-EICOSATETRAENOIC ACID RECEPTOR|ENSEMBL:ENSG00000120436|GPR31|GPR31_HUMAN|NCBIGENE:2853"
STAT5A,Gene Symbol,FoundationOneGenes,hgnc:11366,
DXO,Gene Symbol,Pharos,hgnc:2992,DECAPPING AND EXORIBONUCLEASE PROTEIN|UNIPROT:O77932
MICAL1,Gene Symbol,Ensembl,hgnc:20619,"ensembl:ENSG00000135596|hgnc:20619|microtubule associated monooxygenase, calponin and LIM domain containing 1"
WARS1,Gene Symbol,HGNC,hgnc:12729,6.1.1.2|ccds:CCDS9960|ccds:CCDS9961|ena.embl:M61715|ensembl:ENSG00000140105|hgnc:12729|IFI53|IFP53|ncbigene:7453|omim:191050|pubmed:1537332|pubmed:1763065|refseq:NM_004184|tryptophanyl-tRNA synthetase 1|ucsc:uc001yhl.2|uniprot:P23381|vega:OTTHUMG00000171572|WARS
URS0002A4BA30_9606,Gene Symbol,GO,,HOMO SAPIENS (HUMAN) NOVEL TRANSCRIPT
AGA,Gene Symbol,Ensembl,hgnc:318,aspartylglucosaminidase|ensembl:ENSG00000038002|hgnc:318
APC,Gene Symbol,CarisMolecularIntelligence,hgnc:583,
PRKRA,Gene Symbol,Pharos,hgnc:9438,INTERFERON-INDUCIBLE DOUBLE-STRANDED RNA-DEPENDENT PROTEIN KINASE ACTIVATOR A|UNIPROT:O75569
