symbol_counts,percent_collision_symbol
2,84.8498845265589
3,10.946882217090069
4,2.2632794457274827
5,0.7390300230946882
6,0.6004618937644343
7,0.18475750577367206
8,0.09237875288683603
9,0.09237875288683603
10,0.09237875288683603
11,0.046189376443418015
