,collision,num_gene_records
525,FY,2
524,FUS1,2
521,FS,2
520,FRP,2
519,FRITZ,2
518,FRG,2
517,FRAG1,2
515,FPP,2
505,FIR,2
514,FP,2
513,FOP,2
511,FLJ37712,2
510,FLJ22167,2
509,FLJ20375,2
507,FLJ10052,2
506,FLIP,2
590,GS1,2
591,GS2,2
592,GST1,2
593,GSTAP2,2
687,HRMT1L3,2
686,HRG4,2
685,HREP,2
683,HPS2,2
682,HPS,2
681,HPIP,2
680,HPC2,2
676,HOX1D,2
674,HOS,2
673,HOPS,2
672,HOP,2
671,HOKPP,2
670,HNT,2
669,HNRPA3,2
668,HNRNP-G,2
667,HNPCC,2
666,HMAT1,2
688,HRS,2
690,HSD17,2
692,HSK1,2
706,ICLN,2
716,IL-20,2
715,IGSF13,2
712,IGFBP-3R,2
711,IGER,2
710,IFN-ALPHAI,2
709,IF,2
707,IDD,2
705,ICIS,2
693,HSPC105,2
704,ICE,2
703,IBP1,2
702,IBP,2
700,HZF2,2
698,HTR3,2
696,HSST2,2
694,HSPCA,2
665,HLP3,2
664,HLP2,2
661,HL-2,2
606,H3.1,2
618,HB6,2
616,HAS1,2
614,HAP2,2
613,HAP,2
612,HAI,2
611,HA-2,2
607,H3F3AP1,2
604,H2B.1,2
621,HBSCI,2
603,H2A/Q,2
602,H2A.B.1,2
601,H2A.1,2
600,H2-ALPHA,2
599,H2,2
596,GUP1,2
595,GUCY2B,2
619,HBK,2
623,HC3,2
660,HL,2
647,HGFL,2
659,HK4,2
657,HK1,2
656,HK,2
654,HIS,2
652,HI,2
651,HHM,2
650,HGRG8,2
646,HGF,2
625,HC8,2
645,HEPIS,2
643,HEN1,2
640,HCS,2
636,HCNP,2
634,HCG,2
633,HCCR-2,2
627,HCA3,2
1614,ZYG11,2
