primary_gene_symbol,HGNC_ID,ENSG_ID,NCBI_ID,gene_symbol
TUSC3,HGNC:30242,ENSG00000104723,GENE ID:7991,MagT2
TUSC3,HGNC:30242,ENSG00000104723,GENE ID:7991,N33
TUSC3,HGNC:30242,ENSG00000104723,GENE ID:7991,OST3A
TUSC3,HGNC:30242,ENSG00000104723,GENE ID:7991,SLC58A2
UBXN8,HGNC:30307,ENSG00000104691,GENE ID:7993,D8S2298E
UBXN8,HGNC:30307,ENSG00000104691,GENE ID:7993,REP8
UBXN8,HGNC:30307,ENSG00000104691,GENE ID:7993,UBXD6
KAT6A,HGNC:13013,ENSG00000083168,GENE ID:7994,ARTHS
KAT6A,HGNC:13013,ENSG00000083168,GENE ID:7994,MOZ
KAT6A,HGNC:13013,ENSG00000083168,GENE ID:7994,MRD32
KAT6A,HGNC:13013,ENSG00000083168,GENE ID:7994,MYST-3
KAT6A,HGNC:13013,ENSG00000083168,GENE ID:7994,MYST3
KAT6A,HGNC:13013,ENSG00000083168,GENE ID:7994,RUNXBP2
KAT6A,HGNC:13013,ENSG00000083168,GENE ID:7994,ZC2HC6A
KAT6A,HGNC:13013,ENSG00000083168,GENE ID:7994,ZNF220
PSCA,HGNC:9500,ENSG00000167653,GENE ID:8000,PRO232
PSCA,HGNC:9500,ENSG00000167653,GENE ID:8000,lncPSCA
GLRA3,HGNC:4328,ENSG00000145451,GENE ID:8001,
NR4A3,HGNC:7982,ENSG00000119508,GENE ID:8013,CHN
NR4A3,HGNC:7982,ENSG00000119508,GENE ID:8013,CSMF
NR4A3,HGNC:7982,ENSG00000119508,GENE ID:8013,MINOR
NR4A3,HGNC:7982,ENSG00000119508,GENE ID:8013,NOR1
BRD3,HGNC:1104,ENSG00000169925,GENE ID:8019,FSHRG2
BRD3,HGNC:1104,ENSG00000169925,GENE ID:8019,ORFX
BRD3,HGNC:1104,ENSG00000169925,GENE ID:8019,RING3L
NUP214,HGNC:8064,ENSG00000126883,GENE ID:8021,CAIN
NUP214,HGNC:8064,ENSG00000126883,GENE ID:8021,CAN
NUP214,HGNC:8064,ENSG00000126883,GENE ID:8021,IIAE9
LHX3,HGNC:6595,ENSG00000107187,GENE ID:8022,CPHD3
LHX3,HGNC:6595,ENSG00000107187,GENE ID:8022,LIM3
LHX3,HGNC:6595,ENSG00000107187,GENE ID:8022,M2-LHX3
STAM,HGNC:11357,ENSG00000136738,GENE ID:8027,STAM-1
STAM,HGNC:11357,ENSG00000136738,GENE ID:8027,STAM1
MLLT10,HGNC:16063,ENSG00000078403,GENE ID:8028,AF10
CUBN,HGNC:2548,ENSG00000107611,GENE ID:8029,IFCR
CUBN,HGNC:2548,ENSG00000107611,GENE ID:8029,IGS
CUBN,HGNC:2548,ENSG00000107611,GENE ID:8029,IGS1
CUBN,HGNC:2548,ENSG00000107611,GENE ID:8029,MGA1
CUBN,HGNC:2548,ENSG00000107611,GENE ID:8029,gp280
CCDC6,HGNC:18782,ENSG00000108091,GENE ID:8030,D10S170
CCDC6,HGNC:18782,ENSG00000108091,GENE ID:8030,H4
CCDC6,HGNC:18782,ENSG00000108091,GENE ID:8030,PTC
CCDC6,HGNC:18782,ENSG00000108091,GENE ID:8030,PTC1
CCDC6,HGNC:18782,ENSG00000108091,GENE ID:8030,TPC
CCDC6,HGNC:18782,ENSG00000108091,GENE ID:8030,TST1
NCOA4,HGNC:7671,ENSG00000266412,GENE ID:8031,ARA70
NCOA4,HGNC:7671,ENSG00000266412,GENE ID:8031,ELE1
NCOA4,HGNC:7671,ENSG00000266412,GENE ID:8031,PTC3
NCOA4,HGNC:7671,ENSG00000266412,GENE ID:8031,RFG
SLC25A16,HGNC:10986,ENSG00000122912,GENE ID:8034,D10S105E
SLC25A16,HGNC:10986,ENSG00000122912,GENE ID:8034,GDA
SLC25A16,HGNC:10986,ENSG00000122912,GENE ID:8034,GDC
SLC25A16,HGNC:10986,ENSG00000122912,GENE ID:8034,HGT.1
SLC25A16,HGNC:10986,ENSG00000122912,GENE ID:8034,ML7
SLC25A16,HGNC:10986,ENSG00000122912,GENE ID:8034,hGP
SLC25A16,HGNC:10986,ENSG00000122912,GENE ID:8034,hML7
SHOC2,HGNC:15454,ENSG00000108061,GENE ID:8036,NSLH1
SHOC2,HGNC:15454,ENSG00000108061,GENE ID:8036,SIAA0862
SHOC2,HGNC:15454,ENSG00000108061,GENE ID:8036,SOC2
SHOC2,HGNC:15454,ENSG00000108061,GENE ID:8036,SUR8
ADAM12,HGNC:190,ENSG00000148848,GENE ID:8038,ADAM12-OT1
ADAM12,HGNC:190,ENSG00000148848,GENE ID:8038,CAR10
ADAM12,HGNC:190,ENSG00000148848,GENE ID:8038,MCMP
ADAM12,HGNC:190,ENSG00000148848,GENE ID:8038,MCMPMltna
ADAM12,HGNC:190,ENSG00000148848,GENE ID:8038,MLTN
ADAM12,HGNC:190,ENSG00000148848,GENE ID:8038,MLTNA
RASSF7,HGNC:1166,ENSG00000099849,GENE ID:8045,C11orf13
RASSF7,HGNC:1166,ENSG00000099849,GENE ID:8045,CFAP88
RASSF7,HGNC:1166,ENSG00000099849,GENE ID:8045,FAP88
RASSF7,HGNC:1166,ENSG00000099849,GENE ID:8045,HRAS1
RASSF7,HGNC:1166,ENSG00000099849,GENE ID:8045,HRC1
CSRP3,HGNC:2472,ENSG00000129170,GENE ID:8048,CLP
CSRP3,HGNC:2472,ENSG00000129170,GENE ID:8048,CMD1M
CSRP3,HGNC:2472,ENSG00000129170,GENE ID:8048,CMH12
CSRP3,HGNC:2472,ENSG00000129170,GENE ID:8048,CRP3
CSRP3,HGNC:2472,ENSG00000129170,GENE ID:8048,LMO4
CSRP3,HGNC:2472,ENSG00000129170,GENE ID:8048,MLP
PDHX,HGNC:21350,ENSG00000110435,GENE ID:8050,DLDBP
PDHX,HGNC:21350,ENSG00000110435,GENE ID:8050,E3BP
PDHX,HGNC:21350,ENSG00000110435,GENE ID:8050,OPDX
PDHX,HGNC:21350,ENSG00000110435,GENE ID:8050,PDHXD
PDHX,HGNC:21350,ENSG00000110435,GENE ID:8050,PDX1
PDHX,HGNC:21350,ENSG00000110435,GENE ID:8050,proX
FOSL1,HGNC:13718,ENSG00000175592,GENE ID:8061,FRA
FOSL1,HGNC:13718,ENSG00000175592,GENE ID:8061,FRA1
FOSL1,HGNC:13718,ENSG00000175592,GENE ID:8061,fra-1
CUL5,HGNC:2556,ENSG00000166266,GENE ID:8065,CUL-5
CUL5,HGNC:2556,ENSG00000166266,GENE ID:8065,VACM-1
CUL5,HGNC:2556,ENSG00000166266,GENE ID:8065,VACM1
PTP4A2,HGNC:9635,ENSG00000184007,GENE ID:8073,HH13
PTP4A2,HGNC:9635,ENSG00000184007,GENE ID:8073,HH7-2
PTP4A2,HGNC:9635,ENSG00000184007,GENE ID:8073,HU-PP-1
PTP4A2,HGNC:9635,ENSG00000184007,GENE ID:8073,OV-1
PTP4A2,HGNC:9635,ENSG00000184007,GENE ID:8073,PRL-2
PTP4A2,HGNC:9635,ENSG00000184007,GENE ID:8073,PRL2
PTP4A2,HGNC:9635,ENSG00000184007,GENE ID:8073,PTP4A
PTP4A2,HGNC:9635,ENSG00000184007,GENE ID:8073,PTPCAAX2
PTP4A2,HGNC:9635,ENSG00000184007,GENE ID:8073,ptp-IV1a
PTP4A2,HGNC:9635,ENSG00000184007,GENE ID:8073,ptp-IV1b
FGF23,HGNC:3680,ENSG00000118972,GENE ID:8074,ADHR
FGF23,HGNC:3680,ENSG00000118972,GENE ID:8074,FGFN
FGF23,HGNC:3680,ENSG00000118972,GENE ID:8074,HFTC2
FGF23,HGNC:3680,ENSG00000118972,GENE ID:8074,HPDR2
FGF23,HGNC:3680,ENSG00000118972,GENE ID:8074,HYPF
FGF23,HGNC:3680,ENSG00000118972,GENE ID:8074,PHPTC
MFAP5,HGNC:29673,ENSG00000197614,GENE ID:8076,AAT9
MFAP5,HGNC:29673,ENSG00000197614,GENE ID:8076,MAGP-2
MFAP5,HGNC:29673,ENSG00000197614,GENE ID:8076,MAGP2
MFAP5,HGNC:29673,ENSG00000197614,GENE ID:8076,MFAP-5
MFAP5,HGNC:29673,ENSG00000197614,GENE ID:8076,MP25
USP5,HGNC:12628,ENSG00000111667,GENE ID:8078,ISOT
MLF2,HGNC:7126,ENSG00000089693,GENE ID:8079,NTN4
SSPN,HGNC:11322,ENSG00000123096,GENE ID:8082,DAGA5
SSPN,HGNC:11322,ENSG00000123096,GENE ID:8082,KRAG
SSPN,HGNC:11322,ENSG00000123096,GENE ID:8082,NSPN
SSPN,HGNC:11322,ENSG00000123096,GENE ID:8082,SPN1
SSPN,HGNC:11322,ENSG00000123096,GENE ID:8082,SPN2
KMT2D,HGNC:7133,ENSG00000167548,GENE ID:8085,AAD10
KMT2D,HGNC:7133,ENSG00000167548,GENE ID:8085,ALR
KMT2D,HGNC:7133,ENSG00000167548,GENE ID:8085,BCAHH
KMT2D,HGNC:7133,ENSG00000167548,GENE ID:8085,CAGL114
KMT2D,HGNC:7133,ENSG00000167548,GENE ID:8085,KABUK1
KMT2D,HGNC:7133,ENSG00000167548,GENE ID:8085,KMS
KMT2D,HGNC:7133,ENSG00000167548,GENE ID:8085,MLL2
KMT2D,HGNC:7133,ENSG00000167548,GENE ID:8085,MLL4
KMT2D,HGNC:7133,ENSG00000167548,GENE ID:8085,TNRC21
AAAS,HGNC:13666,ENSG00000094914,GENE ID:8086,AAA
AAAS,HGNC:13666,ENSG00000094914,GENE ID:8086,AAASb
AAAS,HGNC:13666,ENSG00000094914,GENE ID:8086,ADRACALA
AAAS,HGNC:13666,ENSG00000094914,GENE ID:8086,ADRACALIN
AAAS,HGNC:13666,ENSG00000094914,GENE ID:8086,ALADIN
AAAS,HGNC:13666,ENSG00000094914,GENE ID:8086,GL003
FXR1,HGNC:4023,ENSG00000114416,GENE ID:8087,CMYO9A
FXR1,HGNC:4023,ENSG00000114416,GENE ID:8087,CMYO9B
FXR1,HGNC:4023,ENSG00000114416,GENE ID:8087,CMYP9A
FXR1,HGNC:4023,ENSG00000114416,GENE ID:8087,CMYP9B
FXR1,HGNC:4023,ENSG00000114416,GENE ID:8087,FXR1P
FXR1,HGNC:4023,ENSG00000114416,GENE ID:8087,MYOPMIL
FXR1,HGNC:4023,ENSG00000114416,GENE ID:8087,MYORIBF
YEATS4,HGNC:24859,ENSG00000127337,GENE ID:8089,4930573H17Rik
YEATS4,HGNC:24859,ENSG00000127337,GENE ID:8089,B230215M10Rik
YEATS4,HGNC:24859,ENSG00000127337,GENE ID:8089,GAS41
YEATS4,HGNC:24859,ENSG00000127337,GENE ID:8089,NUBI-1
YEATS4,HGNC:24859,ENSG00000127337,GENE ID:8089,YAF9
HMGA2,HGNC:5009,ENSG00000149948,GENE ID:8091,BABL
HMGA2,HGNC:5009,ENSG00000149948,GENE ID:8091,HMGI-C
HMGA2,HGNC:5009,ENSG00000149948,GENE ID:8091,HMGIC
HMGA2,HGNC:5009,ENSG00000149948,GENE ID:8091,LIPO
HMGA2,HGNC:5009,ENSG00000149948,GENE ID:8091,SRS5
HMGA2,HGNC:5009,ENSG00000149948,GENE ID:8091,STQTL9
ALX1,HGNC:1494,ENSG00000180318,GENE ID:8092,CART1
ALX1,HGNC:1494,ENSG00000180318,GENE ID:8092,FND3
ALX1,HGNC:1494,ENSG00000180318,GENE ID:8092,HEL23
CDK2AP1,HGNC:14002,ENSG00000111328,GENE ID:8099,DOC1
CDK2AP1,HGNC:14002,ENSG00000111328,GENE ID:8099,DORC1
CDK2AP1,HGNC:14002,ENSG00000111328,GENE ID:8099,ST19
CDK2AP1,HGNC:14002,ENSG00000111328,GENE ID:8099,doc-1
CDK2AP1,HGNC:14002,ENSG00000111328,GENE ID:8099,p12DOC-1
IFT88,HGNC:20606,ENSG00000032742,GENE ID:8100,D13S1056E
IFT88,HGNC:20606,ENSG00000032742,GENE ID:8100,DAF19
IFT88,HGNC:20606,ENSG00000032742,GENE ID:8100,TG737
IFT88,HGNC:20606,ENSG00000032742,GENE ID:8100,TTC10
IFT88,HGNC:20606,ENSG00000032742,GENE ID:8100,hTg737
PABPN1,HGNC:8565,ENSG00000100836,GENE ID:8106,OPMD
PABPN1,HGNC:8565,ENSG00000100836,GENE ID:8106,PAB2
PABPN1,HGNC:8565,ENSG00000100836,GENE ID:8106,PABII
PABPN1,HGNC:8565,ENSG00000100836,GENE ID:8106,PABP-2
PABPN1,HGNC:8565,ENSG00000100836,GENE ID:8106,PABP2
DPF3,HGNC:17427,ENSG00000205683,GENE ID:8110,BAF45C
DPF3,HGNC:17427,ENSG00000205683,GENE ID:8110,CERD4
DPF3,HGNC:17427,ENSG00000205683,GENE ID:8110,SMARCG3
GPR68,HGNC:4519,ENSG00000119714,GENE ID:8111,AI2A6
GPR68,HGNC:4519,ENSG00000119714,GENE ID:8111,GPR12A
GPR68,HGNC:4519,ENSG00000119714,GENE ID:8111,OGR1
TCL1A,HGNC:11648,ENSG00000100721,GENE ID:8115,TCL1
AP3B2,HGNC:567,ENSG00000103723,GENE ID:8120,DEE48
AP3B2,HGNC:567,ENSG00000103723,GENE ID:8120,EIEE48
AP3B2,HGNC:567,ENSG00000103723,GENE ID:8120,NAPTB
PWAR5,HGNC:30090,ENSG00000279192,GENE ID:8123,D15S226E
PWAR5,HGNC:30090,ENSG00000279192,GENE ID:8123,PAR-5
PWAR5,HGNC:30090,ENSG00000279192,GENE ID:8123,PAR5
ANP32A,HGNC:13233,ENSG00000140350,GENE ID:8125,C15orf1
ANP32A,HGNC:13233,ENSG00000140350,GENE ID:8125,HPPCn
ANP32A,HGNC:13233,ENSG00000140350,GENE ID:8125,I1PP2A
ANP32A,HGNC:13233,ENSG00000140350,GENE ID:8125,LANP
ANP32A,HGNC:13233,ENSG00000140350,GENE ID:8125,MAPM
ANP32A,HGNC:13233,ENSG00000140350,GENE ID:8125,PHAP1
ANP32A,HGNC:13233,ENSG00000140350,GENE ID:8125,PHAPI
ANP32A,HGNC:13233,ENSG00000140350,GENE ID:8125,PP32
ST8SIA2,HGNC:10870,ENSG00000140557,GENE ID:8128,HsT19690
ST8SIA2,HGNC:10870,ENSG00000140557,GENE ID:8128,SIAT8-B
ST8SIA2,HGNC:10870,ENSG00000140557,GENE ID:8128,SIAT8B
ST8SIA2,HGNC:10870,ENSG00000140557,GENE ID:8128,ST8SIA-II
ST8SIA2,HGNC:10870,ENSG00000140557,GENE ID:8128,ST8SiaII
ST8SIA2,HGNC:10870,ENSG00000140557,GENE ID:8128,STX
NPRL3,HGNC:14124,ENSG00000103148,GENE ID:8131,C16orf35
NPRL3,HGNC:14124,ENSG00000103148,GENE ID:8131,CGTHBA
NPRL3,HGNC:14124,ENSG00000103148,GENE ID:8131,FFEVF3
NPRL3,HGNC:14124,ENSG00000103148,GENE ID:8131,HS-40
NPRL3,HGNC:14124,ENSG00000103148,GENE ID:8131,MARE
NPRL3,HGNC:14124,ENSG00000103148,GENE ID:8131,NPR3
NPRL3,HGNC:14124,ENSG00000103148,GENE ID:8131,RMD11
GAN,HGNC:4137,ENSG00000261609,GENE ID:8139,GAN1
GAN,HGNC:4137,ENSG00000261609,GENE ID:8139,GIG
GAN,HGNC:4137,ENSG00000261609,GENE ID:8139,KLHL16
SLC7A5,HGNC:11063,ENSG00000103257,GENE ID:8140,4F2LC
SLC7A5,HGNC:11063,ENSG00000103257,GENE ID:8140,CD98
SLC7A5,HGNC:11063,ENSG00000103257,GENE ID:8140,D16S469E
SLC7A5,HGNC:11063,ENSG00000103257,GENE ID:8140,E16
SLC7A5,HGNC:11063,ENSG00000103257,GENE ID:8140,LAT1
SLC7A5,HGNC:11063,ENSG00000103257,GENE ID:8140,MPE16
TAF15,HGNC:11547,ENSG00000270647,GENE ID:8148,Npl3
TAF15,HGNC:11547,ENSG00000270647,GENE ID:8148,RBP56
TAF15,HGNC:11547,ENSG00000270647,GENE ID:8148,TAF2N
TAF15,HGNC:11547,ENSG00000270647,GENE ID:8148,TAFII68
RND2,HGNC:18315,ENSG00000108830,GENE ID:8153,ARHN
RND2,HGNC:18315,ENSG00000108830,GENE ID:8153,RHO7
RND2,HGNC:18315,ENSG00000108830,GENE ID:8153,RhoN
COIL,HGNC:2184,ENSG00000121058,GENE ID:8161,CLN80
COIL,HGNC:2184,ENSG00000121058,GENE ID:8161,p80-coilin
CDR3,,,GENE ID:8163,
AKAP1,HGNC:367,ENSG00000121057,GENE ID:8165,AKAP
AKAP1,HGNC:367,ENSG00000121057,GENE ID:8165,AKAP121
AKAP1,HGNC:367,ENSG00000121057,GENE ID:8165,AKAP149
AKAP1,HGNC:367,ENSG00000121057,GENE ID:8165,AKAP84
AKAP1,HGNC:367,ENSG00000121057,GENE ID:8165,D-AKAP1
AKAP1,HGNC:367,ENSG00000121057,GENE ID:8165,PPP1R43
AKAP1,HGNC:367,ENSG00000121057,GENE ID:8165,PRKA1
AKAP1,HGNC:367,ENSG00000121057,GENE ID:8165,SAKAP84
AKAP1,HGNC:367,ENSG00000121057,GENE ID:8165,TDRD17
SLC14A2,HGNC:10919,ENSG00000132874,GENE ID:8170,HUT2
SLC14A2,HGNC:10919,ENSG00000132874,GENE ID:8170,UT-A2
SLC14A2,HGNC:10919,ENSG00000132874,GENE ID:8170,UT2
SLC14A2,HGNC:10919,ENSG00000132874,GENE ID:8170,UTA
SLC14A2,HGNC:10919,ENSG00000132874,GENE ID:8170,UTR
SLC14A2,HGNC:10919,ENSG00000132874,GENE ID:8170,hUT-A6
MADCAM1,HGNC:6765,ENSG00000099866,GENE ID:8174,MACAM1
SF3A2,HGNC:10766,ENSG00000104897,GENE ID:8175,PRP11
SF3A2,HGNC:10766,ENSG00000104897,GENE ID:8175,PRPF11
SF3A2,HGNC:10766,ENSG00000104897,GENE ID:8175,SAP62
SF3A2,HGNC:10766,ENSG00000104897,GENE ID:8175,SF3a66
LPSA,,,GENE ID:8177,D19S381E
ELL,HGNC:23114,ENSG00000105656,GENE ID:8178,C19orf17
ELL,HGNC:23114,ENSG00000105656,GENE ID:8178,ELL1
ELL,HGNC:23114,ENSG00000105656,GENE ID:8178,MEN
ELL,HGNC:23114,ENSG00000105656,GENE ID:8178,PPP1R68
ZNF239,HGNC:13031,ENSG00000196793,GENE ID:8187,HOK-2
ZNF239,HGNC:13031,ENSG00000196793,GENE ID:8187,MOK2
SYMPK,HGNC:22935,ENSG00000125755,GENE ID:8189,Pta1
SYMPK,HGNC:22935,ENSG00000125755,GENE ID:8189,SPK
SYMPK,HGNC:22935,ENSG00000125755,GENE ID:8189,SYM
MIA,HGNC:7076,ENSG00000261857,GENE ID:8190,CD-RAP
MIA,HGNC:7076,ENSG00000261857,GENE ID:8190,MIA1
CLPP,HGNC:2084,ENSG00000125656,GENE ID:8192,DFNB81
CLPP,HGNC:2084,ENSG00000125656,GENE ID:8192,PRLTS3
DPF1,HGNC:20225,ENSG00000011332,GENE ID:8193,BAF45b
DPF1,HGNC:20225,ENSG00000011332,GENE ID:8193,NEUD4
DPF1,HGNC:20225,ENSG00000011332,GENE ID:8193,SMARCG1
DPF1,HGNC:20225,ENSG00000011332,GENE ID:8193,neuro-d4
MKKS,HGNC:7108,ENSG00000125863,GENE ID:8195,BBS6
MKKS,HGNC:7108,ENSG00000125863,GENE ID:8195,HMCS
MKKS,HGNC:7108,ENSG00000125863,GENE ID:8195,KMS
MKKS,HGNC:7108,ENSG00000125863,GENE ID:8195,MKS
GDF5,HGNC:4220,ENSG00000125965,GENE ID:8200,BDA1C
GDF5,HGNC:4220,ENSG00000125965,GENE ID:8200,BMP-14
GDF5,HGNC:4220,ENSG00000125965,GENE ID:8200,BMP14
GDF5,HGNC:4220,ENSG00000125965,GENE ID:8200,CDMP1
GDF5,HGNC:4220,ENSG00000125965,GENE ID:8200,DUPANS
GDF5,HGNC:4220,ENSG00000125965,GENE ID:8200,LAP-4
GDF5,HGNC:4220,ENSG00000125965,GENE ID:8200,LAP4
GDF5,HGNC:4220,ENSG00000125965,GENE ID:8200,OS5
GDF5,HGNC:4220,ENSG00000125965,GENE ID:8200,SYM1B
GDF5,HGNC:4220,ENSG00000125965,GENE ID:8200,SYNS2
NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,ACTR
NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,AIB-1
NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,AIB1
NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,CAGH16
NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,CTG26
NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,KAT13B
NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,RAC3
NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,SRC-3
NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,SRC3
NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,TNRC14
NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,TNRC16
NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,TRAM-1
NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,bHLHe42
NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,pCIP
NRIP1,HGNC:8001,ENSG00000180530,GENE ID:8204,CAKUT3
NRIP1,HGNC:8001,ENSG00000180530,GENE ID:8204,RIP140
CHAF1B,HGNC:1911,ENSG00000159259,GENE ID:8208,CAF-1
CHAF1B,HGNC:1911,ENSG00000159259,GENE ID:8208,CAF-IP60
CHAF1B,HGNC:1911,ENSG00000159259,GENE ID:8208,CAF1
CHAF1B,HGNC:1911,ENSG00000159259,GENE ID:8208,CAF1A
CHAF1B,HGNC:1911,ENSG00000159259,GENE ID:8208,CAF1P60
CHAF1B,HGNC:1911,ENSG00000159259,GENE ID:8208,MPHOSPH7
CHAF1B,HGNC:1911,ENSG00000159259,GENE ID:8208,MPP7
GATD3,HGNC:1273,ENSG00000160221,GENE ID:8209,C21orf33
GATD3,HGNC:1273,ENSG00000160221,GENE ID:8209,ES1
GATD3,HGNC:1273,ENSG00000160221,GENE ID:8209,GATD3A
GATD3,HGNC:1273,ENSG00000160221,GENE ID:8209,GATD3B
GATD3,HGNC:1273,ENSG00000160221,GENE ID:8209,GT335
GATD3,HGNC:1273,ENSG00000160221,GENE ID:8209,HES1
GATD3,HGNC:1273,ENSG00000160221,GENE ID:8209,KNPH
GATD3,HGNC:1273,ENSG00000160221,GENE ID:8209,KNPI
DGCR6,HGNC:2846,ENSG00000183628,GENE ID:8214,
DVL1P1,HGNC:3085,,GENE ID:8215,DSH
DVL1P1,HGNC:3085,,GENE ID:8215,DVL
DVL1P1,HGNC:3085,,GENE ID:8215,DVL-22
DVL1P1,HGNC:3085,,GENE ID:8215,DVL1
DVL1P1,HGNC:3085,,GENE ID:8215,DVL1L1
DVL1P1,HGNC:3085,,GENE ID:8215,DVL4
LZTR1,HGNC:6742,ENSG00000099949,GENE ID:8216,BTBD29
LZTR1,HGNC:6742,ENSG00000099949,GENE ID:8216,LZTR-1
LZTR1,HGNC:6742,ENSG00000099949,GENE ID:8216,NS10
LZTR1,HGNC:6742,ENSG00000099949,GENE ID:8216,NS2
LZTR1,HGNC:6742,ENSG00000099949,GENE ID:8216,SWNTS2
IGLJ,,,GENE ID:8217,IGLJ@
CLTCL1,HGNC:2093,ENSG00000070371,GENE ID:8218,CHC22
CLTCL1,HGNC:2093,ENSG00000070371,GENE ID:8218,CLH22
CLTCL1,HGNC:2093,ENSG00000070371,GENE ID:8218,CLTCL
CLTCL1,HGNC:2093,ENSG00000070371,GENE ID:8218,CLTD
ESS2,HGNC:16817,ENSG00000100056,GENE ID:8220,DGCR13
ESS2,HGNC:16817,ENSG00000100056,GENE ID:8220,DGCR14
ESS2,HGNC:16817,ENSG00000100056,GENE ID:8220,DGS-H
ESS2,HGNC:16817,ENSG00000100056,GENE ID:8220,DGS-I
ESS2,HGNC:16817,ENSG00000100056,GENE ID:8220,DGSH
ESS2,HGNC:16817,ENSG00000100056,GENE ID:8220,DGSI
ESS2,HGNC:16817,ENSG00000100056,GENE ID:8220,ES2
ESS2,HGNC:16817,ENSG00000100056,GENE ID:8220,ESS-2
ESS2,HGNC:16817,ENSG00000100056,GENE ID:8220,Es2el
ESS2,HGNC:16817,ENSG00000100056,GENE ID:8220,bis1
SYN3,HGNC:11496,ENSG00000185666,GENE ID:8224,
GTPBP6,HGNC:30189,ENSG00000292358,GENE ID:8225,PGPL
PUDP,HGNC:16818,ENSG00000130021,GENE ID:8226,DXF68S1E
PUDP,HGNC:16818,ENSG00000130021,GENE ID:8226,FAM16AX
PUDP,HGNC:16818,ENSG00000130021,GENE ID:8226,GS1
PUDP,HGNC:16818,ENSG00000130021,GENE ID:8226,HDHD1
PUDP,HGNC:16818,ENSG00000130021,GENE ID:8226,HDHD1A
AKAP17A,HGNC:18783,ENSG00000292343,GENE ID:8227,721P
AKAP17A,HGNC:18783,ENSG00000292343,GENE ID:8227,AKAP-17A
AKAP17A,HGNC:18783,ENSG00000292343,GENE ID:8227,CCDC133
AKAP17A,HGNC:18783,ENSG00000292343,GENE ID:8227,CXYorf3
AKAP17A,HGNC:18783,ENSG00000292343,GENE ID:8227,DXYS155E
AKAP17A,HGNC:18783,ENSG00000292343,GENE ID:8227,PRKA17A
AKAP17A,HGNC:18783,ENSG00000292343,GENE ID:8227,SFRS17A
AKAP17A,HGNC:18783,ENSG00000292343,GENE ID:8227,XE7
AKAP17A,HGNC:18783,ENSG00000292343,GENE ID:8227,XE7Y
PNPLA4,HGNC:24887,ENSG00000006757,GENE ID:8228,DXS1283E
PNPLA4,HGNC:24887,ENSG00000006757,GENE ID:8228,GS2
PNPLA4,HGNC:24887,ENSG00000006757,GENE ID:8228,iPLA2eta
ZRSR2,HGNC:23019,ENSG00000169249,GENE ID:8233,OFD21
ZRSR2,HGNC:23019,ENSG00000169249,GENE ID:8233,U2AF1-RS2
ZRSR2,HGNC:23019,ENSG00000169249,GENE ID:8233,U2AF1L2
ZRSR2,HGNC:23019,ENSG00000169249,GENE ID:8233,U2AF1RS2
ZRSR2,HGNC:23019,ENSG00000169249,GENE ID:8233,URP
ZRSR2,HGNC:23019,ENSG00000169249,GENE ID:8233,ZC3H22
USP11,HGNC:12609,ENSG00000102226,GENE ID:8237,UHX1
USP9X,HGNC:12632,ENSG00000124486,GENE ID:8239,DFFRX
USP9X,HGNC:12632,ENSG00000124486,GENE ID:8239,FAF
USP9X,HGNC:12632,ENSG00000124486,GENE ID:8239,FAF-X
USP9X,HGNC:12632,ENSG00000124486,GENE ID:8239,FAM
USP9X,HGNC:12632,ENSG00000124486,GENE ID:8239,MRX99
USP9X,HGNC:12632,ENSG00000124486,GENE ID:8239,MRXS99F
USP9X,HGNC:12632,ENSG00000124486,GENE ID:8239,XLID99
USP9X,HGNC:12632,ENSG00000124486,GENE ID:8239,hFAM
RBM10,HGNC:9896,ENSG00000182872,GENE ID:8241,DXS8237E
RBM10,HGNC:9896,ENSG00000182872,GENE ID:8241,GPATC9
RBM10,HGNC:9896,ENSG00000182872,GENE ID:8241,GPATCH9
RBM10,HGNC:9896,ENSG00000182872,GENE ID:8241,MINAS-60
RBM10,HGNC:9896,ENSG00000182872,GENE ID:8241,S1-1
RBM10,HGNC:9896,ENSG00000182872,GENE ID:8241,TARPS
RBM10,HGNC:9896,ENSG00000182872,GENE ID:8241,ZRANB5
KDM5C,HGNC:11114,ENSG00000126012,GENE ID:8242,DXS1272E
KDM5C,HGNC:11114,ENSG00000126012,GENE ID:8242,JARID1C
KDM5C,HGNC:11114,ENSG00000126012,GENE ID:8242,MRX13
KDM5C,HGNC:11114,ENSG00000126012,GENE ID:8242,MRXJ
