primary_gene_symbol,HGNC_ID,ENSG_ID,NCBI_ID,gene_symbol
TRI-GAT1-3,HGNC:34996,,GENE ID:100189427,TRI-GAT1-3
TRR-ACG2-4,HGNC:34997,,GENE ID:100189428,TRR-ACG2-4
TRL-AAG6-1,HGNC:34998,,GENE ID:100189429,TRL-AAG6-1
TRS-TGA3-1,HGNC:34999,,GENE ID:100189430,TRS-TGA3-1
TRD-GTC8-1,HGNC:35000,,GENE ID:100189431,TRD-GTC8-1
TRS-AGA5-1,HGNC:35001,,GENE ID:100189432,TRS-AGA5-1
TRT-AGT3-1,HGNC:35003,,GENE ID:100189433,TRT-AGT3-1
TRA-AGC22-1,HGNC:35004,,GENE ID:100189434,TRA-AGC22-1
TRC-GCA14-1,HGNC:35005,,GENE ID:100189435,TRC-GCA14-1
TRW-CCA3-1,HGNC:35006,,GENE ID:100189436,TRW-CCA3-1
TRY-GTA5-1,HGNC:35007,,GENE ID:100189437,TRY-GTA5-1
TRT-AGT5-1,HGNC:35008,,GENE ID:100189438,TRT-AGT5-1
TRK-CTT13-1,HGNC:35009,,GENE ID:100189439,TRK-CTT13-1
TRE-CTC12-1,HGNC:35010,,GENE ID:100189440,TRE-CTC12-1
TRL-TAG4-1,HGNC:35011,,GENE ID:100189441,TRL-TAG4-1
TRSUP-CTA2-1,HGNC:35012,,GENE ID:100189442,TRSUP-CTA2-1
TRR-CCT7-1,HGNC:35013,,GENE ID:100189443,TRR-CCT7-1
TRQ-TTG7-1,HGNC:35014,,GENE ID:100189444,TRQ-TTG7-1
NMTRQ-TTG7-1,HGNC:35015,,GENE ID:100189445,NMTRQ-TTG7-1
TRF-GAA8-1,HGNC:35016,,GENE ID:100189446,TRF-GAA8-1
TRC-GCA25-1,HGNC:35017,,GENE ID:100189447,TRC-GCA25-1
NMTRQ-TTG8-1,HGNC:35018,,GENE ID:100189448,NMTRQ-TTG8-1
TRR-CCT6-2,HGNC:35019,,GENE ID:100189449,TRR-CCT6-2
TRE-CTC14-1,HGNC:35020,,GENE ID:100189450,TRE-CTC14-1
NMTRQ-TTG9-1,HGNC:35022,,GENE ID:100189451,NMTRQ-TTG9-1
TRQ-CTG11-1,HGNC:35023,,GENE ID:100189452,TRQ-CTG11-1
TRSUP-TTA3-1,HGNC:35024,,GENE ID:100189453,TRSUP-TTA3-1
TRE-TTC10-1,HGNC:35025,,GENE ID:100189454,TRE-TTC10-1
TRP-GGG1-1,HGNC:35026,,GENE ID:100189455,TRP-GGG1-1
NMTRL-TAA6-1,HGNC:35027,,GENE ID:100189456,NMTRL-TAA6-1
TRE-TTC7-1,HGNC:35028,,GENE ID:100189457,TRE-TTC7-1
TRG-CCC7-1,HGNC:35030,,GENE ID:100189458,TRG-CCC7-1
TRE-CTC13-1,HGNC:35031,,GENE ID:100189459,TRE-CTC13-1
TRG-TCC5-1,HGNC:35032,,GENE ID:100189460,TRG-TCC5-1
NMTRQ-CTG1-1,HGNC:35033,,GENE ID:100189461,NMTRQ-CTG1-1
TRI-AAT10-1,HGNC:35034,,GENE ID:100189462,TRI-AAT10-1
NMTRP-TGG1-1,HGNC:35035,,GENE ID:100189463,NMTRP-TGG1-1
TRK-CTT12-1,HGNC:35036,,GENE ID:100189464,TRK-CTT12-1
TRE-TTC6-1,HGNC:35037,,GENE ID:100189465,TRE-TTC6-1
NMTRL-TAA5-1,HGNC:35038,,GENE ID:100189466,NMTRL-TAA5-1
TRK-CTT14-1,HGNC:35039,,GENE ID:100189467,TRK-CTT14-1
TRA-AGC23-1,HGNC:35040,,GENE ID:100189468,TRA-AGC23-1
TRA-TGC10-1,HGNC:35041,,GENE ID:100189469,TRA-TGC10-1
TRSUP-CTA3-1,HGNC:35043,,GENE ID:100189470,TRSUP-CTA3-1
TRF-GAA12-1,HGNC:35044,,GENE ID:100189471,TRF-GAA12-1
TRF-GAA11-1,HGNC:35045,,GENE ID:100189472,TRF-GAA11-1
TRQ-TTG5-1,HGNC:35046,,GENE ID:100189473,TRQ-TTG5-1
TRI-AAT11-1,HGNC:35047,,GENE ID:100189474,TRI-AAT11-1
NMTRQ-TTG1-1,HGNC:35048,,GENE ID:100189475,NMTRQ-TTG1-1
TRP-AGG6-1,HGNC:35049,,GENE ID:100189476,TRP-AGG6-1
TRV-CAC14-1,HGNC:35050,,GENE ID:100189477,TRV-CAC14-1
NMTRQ-TTG12-1,HGNC:35051,ENSG00000242752,GENE ID:100189478,NMTRQ-TTG12-1
TRV-CAC11-2,HGNC:35052,,GENE ID:100189479,TRV-CAC11-2
TRK-TTT10-1,HGNC:35053,,GENE ID:100189480,TRK-TTT10-1
TRI-AAT12-1,HGNC:35054,,GENE ID:100189481,TRI-AAT12-1
TRP-AGG5-1,HGNC:35055,,GENE ID:100189482,TRP-AGG5-1
TRP-TGG4-1,HGNC:35056,,GENE ID:100189483,TRP-TGG4-1
TRE-TTC15-1,HGNC:35057,,GENE ID:100189484,TRE-TTC15-1
TRE-TTC14-1,HGNC:35058,,GENE ID:100189485,TRE-TTC14-1
TRV-CAC11-1,HGNC:38578,,GENE ID:100189486,TRV-CAC11-1
TRS-AGA7-1,HGNC:35060,,GENE ID:100189487,TRS-AGA7-1
TRE-CTC11-1,HGNC:35061,,GENE ID:100189488,TRE-CTC11-1
NMTRQ-TTG4-1,HGNC:35062,,GENE ID:100189489,NMTRQ-TTG4-1
TRN-GTT23-1,HGNC:35064,,GENE ID:100189490,TRN-GTT23-1
TRE-CTC7-1,HGNC:35065,,GENE ID:100189491,TRE-CTC7-1
TRE-CTC18-1,HGNC:35067,,GENE ID:100189492,TRE-CTC18-1
TRL-AAG7-1,HGNC:35068,,GENE ID:100189493,TRL-AAG7-1
TRE-CTC9-1,HGNC:35069,,GENE ID:100189494,TRE-CTC9-1
TRD-GTC10-1,HGNC:35070,,GENE ID:100189495,TRD-GTC10-1
TRY-GTA12-1,HGNC:35071,,GENE ID:100189496,TRY-GTA12-1
TRF-GAA10-1,HGNC:35072,,GENE ID:100189497,TRF-GAA10-1
TRL-CAA7-1,HGNC:35074,,GENE ID:100189499,TRL-CAA7-1
TRV-CAC13-1,HGNC:35075,,GENE ID:100189500,TRV-CAC13-1
NMTRQ-TTG11-1,HGNC:35076,,GENE ID:100189501,NMTRQ-TTG11-1
TRR-CCT8-1,HGNC:35077,,GENE ID:100189502,TRR-CCT8-1
TRQ-CTG16-1,HGNC:35078,,GENE ID:100189503,TRQ-CTG16-1
TRK-TTT15-1,HGNC:35079,,GENE ID:100189504,TRK-TTT15-1
TRQ-TTG8-1,HGNC:35080,,GENE ID:100189505,TRQ-TTG8-1
TRE-CTC4-1,HGNC:35081,,GENE ID:100189506,TRE-CTC4-1
TRY-GTA11-1,HGNC:35082,,GENE ID:100189507,TRY-GTA11-1
TRC-ACA1-1,HGNC:35083,,GENE ID:100189508,TRC-ACA1-1
TRQ-TTG9-1,HGNC:35084,,GENE ID:100189509,TRQ-TTG9-1
NMTRQ-TTG6-1,HGNC:35085,,GENE ID:100189510,NMTRQ-TTG6-1
TRG-TCC6-1,HGNC:35086,,GENE ID:100189511,TRG-TCC6-1
NMTRS-TGA3-1,HGNC:35087,ENSG00000241225,GENE ID:100189512,NMTRS-TGA3-1
NMTRV-TAC1-1,HGNC:35088,,GENE ID:100189513,NMTRV-TAC1-1
TRK-TTT14-1,HGNC:35089,,GENE ID:100189514,TRK-TTT14-1
TRP-TGG5-1,HGNC:35090,,GENE ID:100189515,TRP-TGG5-1
NMTRQ-TTG2-1,HGNC:35091,,GENE ID:100189516,NMTRQ-TTG2-1
TRE-TTC9-1,HGNC:35093,,GENE ID:100189518,TRE-TTC9-1
TRK-TTT17-1,HGNC:35094,,GENE ID:100189519,TRK-TTT17-1
NMTRL-TAA3-1,HGNC:35095,,GENE ID:100189520,NMTRL-TAA3-1
NMTRL-TAA2-1,HGNC:35097,,GENE ID:100189522,NMTRL-TAA2-1
TRQ-CTG14-1,HGNC:38574,,GENE ID:100189523,TRQ-CTG14-1
NMTRQ-TTG10-1,HGNC:35099,,GENE ID:100189524,NMTRQ-TTG10-1
NMTRS-TGA2-1,HGNC:35100,,GENE ID:100189525,NMTRS-TGA2-1
TRS-ACT1-1,HGNC:35102,,GENE ID:100189526,TRS-ACT1-1
TRE-CTC15-1,HGNC:35104,,GENE ID:100189527,TRE-CTC15-1
TRE-CTC16-1,HGNC:35105,,GENE ID:100189528,TRE-CTC16-1
TRA-TGC9-1,HGNC:35106,,GENE ID:100189529,TRA-TGC9-1
TRP-AGG4-1,HGNC:35107,,GENE ID:100189530,TRP-AGG4-1
TRQ-CTG9-1,HGNC:35108,,GENE ID:100189531,TRQ-CTG9-1
TRE-CTC10-1,HGNC:35109,,GENE ID:100189532,TRE-CTC10-1
TRF-GAA9-1,HGNC:35110,,GENE ID:100189533,TRF-GAA9-1
TRN-GTT22-1,HGNC:35111,,GENE ID:100189534,TRN-GTT22-1
NMTRQ-TTG13-1,HGNC:35112,,GENE ID:100189535,NMTRQ-TTG13-1
TRK-CTT16-1,HGNC:35113,,GENE ID:100189536,TRK-CTT16-1
TRR-CCT9-1,HGNC:35114,,GENE ID:100189537,TRR-CCT9-1
TRQ-CTG13-1,HGNC:35115,,GENE ID:100189538,TRQ-CTG13-1
TRK-TTT13-1,HGNC:35116,,GENE ID:100189539,TRK-TTT13-1
NMTRQ-TTG15-1,HGNC:35117,,GENE ID:100189540,NMTRQ-TTG15-1
TRV-CAC1-4,HGNC:34541,,GENE ID:100189541,TRV-CAC1-4
DCTN1-AS1,HGNC:44151,ENSG00000237737,GENE ID:100189589,DCTN1-AS1
LDHAP2,HGNC:6537,,GENE ID:100190799,LDHAP2
LDHAP7,HGNC:23144,,GENE ID:100190800,LDHAP7
EIF4EBP2P2,HGNC:49317,,GENE ID:100190923,EIF4EBP2P2
EIF4EBP2P3,HGNC:49318,,GENE ID:100190924,EIF4EBP2P3
RAMP2-AS1,HGNC:44358,ENSG00000197291,GENE ID:100190938,RAMP2-AS1
TPT1-AS1,HGNC:43686,,GENE ID:100190939,TPT1-AS1
LINC02418,HGNC:53348,ENSG00000214039,GENE ID:100190940,LINC02418
SUPT4H1P1,HGNC:33981,,GENE ID:100190947,SUPT4H1P1
C5orf52,HGNC:35121,ENSG00000187658,GENE ID:100190949,C5orf52
NDUFB1P1,HGNC:30893,,GENE ID:100190952,NDUFB1P1
EXOSC3P2,HGNC:33990,,GENE ID:100190954,EXOSC3P2
FAM32DP,HGNC:34240,,GENE ID:100190955,FAM32DP
FAM32EP,HGNC:34241,,GENE ID:100190956,FAM32EP
FDPSP10,HGNC:39087,,GENE ID:100190987,FDPSP10
RPL36AP33,HGNC:36475,,GENE ID:100191039,RPL36AP33
C2CD4D,HGNC:37210,ENSG00000225556,GENE ID:100191040,C2CD4D
SNAR-A14,HGNC:34338,,GENE ID:100191063,SNAR-A14
PPIAP30,HGNC:44878,ENSG00000206448,GENE ID:100192204,PPIAP30
ZFHX4-AS1,HGNC:44165,ENSG00000253661,GENE ID:100192378,ZFHX4-AS1
PP12613,,ENSG00000226757,GENE ID:100192379,PP12613
FLJ16779,,ENSG00000275620,GENE ID:100192386,FLJ16779
ANAPC13P1,HGNC:56948,,GENE ID:100192388,ANAPC13P1
LINC01634,HGNC:52421,ENSG00000235295,GENE ID:100192420,LINC01634
BCAP31P1,HGNC:51323,ENSG00000261217,GENE ID:100194425,BCAP31P1
BCAP31P2,HGNC:51324,ENSG00000260047,GENE ID:100194426,BCAP31P2
MANCR,HGNC:44678,ENSG00000231298,GENE ID:100216001,MANCR
RPS24P8,HGNC:37016,,GENE ID:100216336,RPS24P8
RPS24P13,HGNC:36805,,GENE ID:100216338,RPS24P13
RPS24P6,HGNC:36240,ENSG00000233158,GENE ID:100216339,RPS24P6
RPS24P16,HGNC:35542,,GENE ID:100216340,RPS24P16
RPS24P17,HGNC:36348,ENSG00000243988,GENE ID:100216341,RPS24P17
RPS24P7,HGNC:35737,,GENE ID:100216342,RPS24P7
MMADHCP2,HGNC:54997,,GENE ID:100216355,MMADHCP2
MMADHCP1,HGNC:54996,,GENE ID:100216356,MMADHCP1
DNM1P43,HGNC:35193,,GENE ID:100216466,DNM1P43
FAR2P2,HGNC:49279,ENSG00000290596,GENE ID:100216479,FAR2P2
AKIRIN2P1,HGNC:50796,,GENE ID:100216487,AKIRIN2P1
DNM1P24,HGNC:35171,,GENE ID:100216505,DNM1P24
DNM1P25,HGNC:35172,,GENE ID:100216506,DNM1P25
DNM1P26,HGNC:35173,,GENE ID:100216507,DNM1P26
DNM1P27,HGNC:35174,,GENE ID:100216514,DNM1P27
DNM1P36,HGNC:35186,,GENE ID:100216515,DNM1P36
DNM1P37,HGNC:35187,,GENE ID:100216516,DNM1P37
DNM1P38,HGNC:35188,,GENE ID:100216517,DNM1P38
DNM1P45,HGNC:35195,,GENE ID:100216542,DNM1P45
DNM1P47,HGNC:35200,,GENE ID:100216544,DNM1P47
KMT2E-AS1,HGNC:40845,ENSG00000239569,GENE ID:100216545,KMT2E-AS1
LINC01004,HGNC:48961,,GENE ID:100216546,LINC01004
HIKESHIP1,HGNC:54901,,GENE ID:100217367,HIKESHIP1
HINT1P2,HGNC:38049,,GENE ID:100233146,HINT1P2
TMX2P1,HGNC:49916,,GENE ID:100233198,TMX2P1
PCED1B-AS1,HGNC:44166,ENSG00000247774,GENE ID:100233209,PCED1B-AS1
GAPDHP42,HGNC:37799,,GENE ID:100240707,GAPDHP42
GAPDHP43,HGNC:37800,,GENE ID:100240708,GAPDHP43
GAPDHP44,HGNC:37801,,GENE ID:100240709,GAPDHP44
GAPDHP45,HGNC:37802,,GENE ID:100240710,GAPDHP45
GAPDHP46,HGNC:37804,ENSG00000224678,GENE ID:100240711,GAPDHP46
GAPDHP47,HGNC:37803,ENSG00000243033,GENE ID:100240712,GAPDHP47
GAPDHP48,HGNC:37805,,GENE ID:100240713,GAPDHP48
RPL26L1-AS1,HGNC:55914,ENSG00000204758,GENE ID:100268168,RPL26L1-AS1
NIFKP3,HGNC:44951,ENSG00000256331,GENE ID:100270648,NIFKP3
FABP5P12,HGNC:31067,,GENE ID:100270673,FABP5P12
LINC01432,HGNC:50745,ENSG00000234435,GENE ID:100270679,LINC01432
CASC11,HGNC:48939,ENSG00000249375,GENE ID:100270680,CASC11
FTH1P27,HGNC:39091,,GENE ID:100270709,FTH1P27
LARRPM,HGNC:56664,,GENE ID:100270746,LARRPM
RPL21P112,HGNC:36526,ENSG00000237924,GENE ID:100270753,RPL21P112
RPL7AP72,HGNC:36442,ENSG00000235735,GENE ID:100270754,RPL7AP72
RPSAP63,HGNC:35581,ENSG00000233260,GENE ID:100270755,RPSAP63
GNL2P1,HGNC:50779,ENSG00000223893,GENE ID:100270790,GNL2P1
LCDR,HGNC:44308,ENSG00000273148,GENE ID:100270804,LCDR
RPL7P11,HGNC:35667,ENSG00000234619,GENE ID:100270823,RPL7P11
RPL9P12,HGNC:36728,ENSG00000236004,GENE ID:100270825,RPL9P12
RPS2P13,HGNC:36021,ENSG00000235673,GENE ID:100270826,RPS2P13
RPS2P14,HGNC:36389,ENSG00000232450,GENE ID:100270827,RPS2P14
RPL37P9,HGNC:35688,ENSG00000227950,GENE ID:100270828,RPL37P9
RPL39P12,HGNC:36166,,GENE ID:100270829,RPL39P12
RPL5P9,HGNC:36557,ENSG00000236330,GENE ID:100270832,RPL5P9
RPL5P12,HGNC:36221,ENSG00000242697,GENE ID:100270833,RPL5P12
RPL5P13,HGNC:37023,ENSG00000242134,GENE ID:100270834,RPL5P13
RPL5P14,HGNC:35924,ENSG00000243914,GENE ID:100270835,RPL5P14
RPL5P15,HGNC:36769,,GENE ID:100270836,RPL5P15
RPL5P16,HGNC:36009,ENSG00000240411,GENE ID:100270837,RPL5P16
RPL5P21,HGNC:37029,ENSG00000218689,GENE ID:100270838,RPL5P21
RPL5P17,HGNC:36605,ENSG00000243859,GENE ID:100270839,RPL5P17
RPL5P23,HGNC:36553,ENSG00000240395,GENE ID:100270840,RPL5P23
RPL5P24,HGNC:35828,ENSG00000244052,GENE ID:100270841,RPL5P24
RPL6P15,HGNC:36903,ENSG00000240611,GENE ID:100270843,RPL6P15
RPL6P5,HGNC:36199,ENSG00000214064,GENE ID:100270844,RPL6P5
RPL6P6,HGNC:36673,ENSG00000231063,GENE ID:100270845,RPL6P6
RPL6P21,HGNC:35994,ENSG00000223445,GENE ID:100270846,RPL6P21
RPL6P9,HGNC:36484,,GENE ID:100270847,RPL6P9
RPL6P7,HGNC:35801,ENSG00000239212,GENE ID:100270848,RPL6P7
RPL7P15,HGNC:36740,,GENE ID:100270850,RPL7P15
RPL7P17,HGNC:36116,ENSG00000214062,GENE ID:100270851,RPL7P17
RPL7P18,HGNC:36949,ENSG00000243806,GENE ID:100270852,RPL7P18
RPL7P19,HGNC:36268,ENSG00000241458,GENE ID:100270853,RPL7P19
RPL8P3,HGNC:36407,ENSG00000240950,GENE ID:100270854,RPL8P3
RPL9P10,HGNC:35686,ENSG00000232166,GENE ID:100270855,RPL9P10
RPL9P13,HGNC:36558,ENSG00000228374,GENE ID:100270856,RPL9P13
RPL9P15,HGNC:35539,ENSG00000240601,GENE ID:100270857,RPL9P15
RPS2P15,HGNC:36468,ENSG00000235440,GENE ID:100270858,RPS2P15
RPS2P19,HGNC:35786,ENSG00000244249,GENE ID:100270859,RPS2P19
RPS2P16,HGNC:36865,ENSG00000230799,GENE ID:100270860,RPS2P16
RPS2P22,HGNC:35506,,GENE ID:100270861,RPS2P22
RPS3P4,HGNC:36616,ENSG00000220472,GENE ID:100270862,RPS3P4
RPS6P2,HGNC:36446,,GENE ID:100270864,RPS6P2
RPS6P10,HGNC:36730,ENSG00000232176,GENE ID:100270865,RPS6P10
RPS6P11,HGNC:36270,ENSG00000225893,GENE ID:100270866,RPS6P11
RPS6P12,HGNC:36375,ENSG00000233309,GENE ID:100270867,RPS6P12
RPS7P2,HGNC:36079,,GENE ID:100270868,RPS7P2
RPS7P6,HGNC:36334,ENSG00000215278,GENE ID:100270869,RPS7P6
RPS7P7,HGNC:35690,ENSG00000240167,GENE ID:100270870,RPS7P7
RPS8P6,HGNC:36947,ENSG00000231660,GENE ID:100270871,RPS8P6
RPSAP16,HGNC:35478,ENSG00000235145,GENE ID:100270872,RPSAP16
RPSAP17,HGNC:35707,ENSG00000226855,GENE ID:100270873,RPSAP17
RPSAP22,HGNC:36435,ENSG00000229648,GENE ID:100270874,RPSAP22
RPSAP23,HGNC:36742,ENSG00000230391,GENE ID:100270875,RPSAP23
RPSAP34,HGNC:36643,ENSG00000239939,GENE ID:100270876,RPSAP34
RPL21P21,HGNC:35728,ENSG00000224340,GENE ID:100270877,RPL21P21
RPL21P22,HGNC:36550,,GENE ID:100270878,RPL21P22
RPL21P23,HGNC:36205,ENSG00000236776,GENE ID:100270879,RPL21P23
RPL21P24,HGNC:35702,ENSG00000229554,GENE ID:100270880,RPL21P24
RPL21P25,HGNC:36785,ENSG00000232514,GENE ID:100270881,RPL21P25
RPL21P26,HGNC:35910,ENSG00000232918,GENE ID:100270882,RPL21P26
RPL26P7,HGNC:37030,,GENE ID:100270883,RPL26P7
RPL26P8,HGNC:36192,ENSG00000227312,GENE ID:100270884,RPL26P8
RPL26P9,HGNC:36180,ENSG00000226128,GENE ID:100270885,RPL26P9
RPL26P10,HGNC:36323,ENSG00000226984,GENE ID:100270886,RPL26P10
RPL31P12,HGNC:35546,ENSG00000227207,GENE ID:100270887,RPL31P12
RPL32P6,HGNC:36655,ENSG00000224064,GENE ID:100270888,RPL32P6
RPL34P4,HGNC:36665,ENSG00000225854,GENE ID:100270889,RPL34P4
RPL37P7,HGNC:36499,ENSG00000229687,GENE ID:100270890,RPL37P7
RPL39P6,HGNC:35803,,GENE ID:100270891,RPL39P6
RPL39P7,HGNC:36651,,GENE ID:100270892,RPL39P7
RPL39P8,HGNC:36329,,GENE ID:100270893,RPL39P8
RPL39P9,HGNC:35580,,GENE ID:100270894,RPL39P9
RPL7AP15,HGNC:36873,ENSG00000236806,GENE ID:100270895,RPL7AP15
RPL7AP16,HGNC:35898,ENSG00000234329,GENE ID:100270896,RPL7AP16
RPL7AP17,HGNC:36501,ENSG00000213421,GENE ID:100270897,RPL7AP17
RPS11P3,HGNC:35870,,GENE ID:100270898,RPS11P3
RPS20P5,HGNC:36367,,GENE ID:100270899,RPS20P5
RPS20P6,HGNC:35629,ENSG00000228399,GENE ID:100270900,RPS20P6
RPS20P7,HGNC:35911,,GENE ID:100270901,RPS20P7
RPS26P14,HGNC:36992,,GENE ID:100270902,RPS26P14
RPS29P6,HGNC:35718,ENSG00000230451,GENE ID:100270903,RPS29P6
RPS3AP11,HGNC:36825,ENSG00000230116,GENE ID:100270904,RPS3AP11
RPS3AP12,HGNC:35527,ENSG00000236804,GENE ID:100270905,RPS3AP12
RPL5P19,HGNC:36604,ENSG00000220553,GENE ID:100270906,RPL5P19
RPL6P12,HGNC:35681,ENSG00000214671,GENE ID:100270907,RPL6P12
RPL7P30,HGNC:36151,ENSG00000227982,GENE ID:100270908,RPL7P30
RPL7P31,HGNC:36988,,GENE ID:100270909,RPL7P31
RPS2P23,HGNC:35760,ENSG00000205644,GENE ID:100270910,RPS2P23
RPS2P30,HGNC:36987,ENSG00000225286,GENE ID:100270911,RPS2P30
RPS2P24,HGNC:35887,ENSG00000244019,GENE ID:100270912,RPS2P24
RPS2P25,HGNC:36410,,GENE ID:100270913,RPS2P25
RPS7P12,HGNC:36147,ENSG00000237432,GENE ID:100270914,RPS7P12
RPSAP37,HGNC:35844,,GENE ID:100270915,RPSAP37
RPSAP35,HGNC:36447,ENSG00000237684,GENE ID:100270916,RPSAP35
RPSAP40,HGNC:36828,ENSG00000231368,GENE ID:100270917,RPSAP40
RPSAP41,HGNC:36663,,GENE ID:100270918,RPSAP41
RPSAP42,HGNC:36265,ENSG00000219463,GENE ID:100270919,RPSAP42
RPL12P15,HGNC:36619,,GENE ID:100270920,RPL12P15
RPL12P21,HGNC:36845,,GENE ID:100270921,RPL12P21
RPL12P22,HGNC:35762,ENSG00000253109,GENE ID:100270922,RPL12P22
RPL12P20,HGNC:36968,ENSG00000239627,GENE ID:100270923,RPL12P20
RPL12P24,HGNC:35952,ENSG00000243601,GENE ID:100270924,RPL12P24
RPL12P23,HGNC:36408,ENSG00000218716,GENE ID:100270925,RPL12P23
RPL12P25,HGNC:37008,ENSG00000293144,GENE ID:100270926,RPL12P25
RPL13P9,HGNC:36587,,GENE ID:100270927,RPL13P9
RPL13P8,HGNC:35513,ENSG00000241634,GENE ID:100270928,RPL13P8
RPL14P2,HGNC:35962,ENSG00000225662,GENE ID:100270930,RPL14P2
RPL15P6,HGNC:36185,,GENE ID:100270933,RPL15P6
RPL15P8,HGNC:36390,,GENE ID:100270934,RPL15P8
RPL15P9,HGNC:36466,ENSG00000216917,GENE ID:100270935,RPL15P9
RPL17P10,HGNC:35838,,GENE ID:100270936,RPL17P10
RPL17P11,HGNC:36509,ENSG00000233445,GENE ID:100270937,RPL17P11
RPL17P12,HGNC:36779,ENSG00000230559,GENE ID:100270938,RPL17P12
RPL17P13,HGNC:36378,ENSG00000223604,GENE ID:100270939,RPL17P13
RPL17P28,HGNC:36055,ENSG00000229677,GENE ID:100270940,RPL17P28
RPL17P14,HGNC:35806,ENSG00000226297,GENE ID:100270941,RPL17P14
RPL17P32,HGNC:36492,ENSG00000243171,GENE ID:100270942,RPL17P32
RPL17P17,HGNC:35515,ENSG00000223409,GENE ID:100270943,RPL17P17
RPL18P5,HGNC:36425,ENSG00000224469,GENE ID:100270944,RPL18P5
RPL18P7,HGNC:35936,,GENE ID:100270945,RPL18P7
RPL19P6,HGNC:36795,ENSG00000233597,GENE ID:100270946,RPL19P6
RPL19P10,HGNC:36534,,GENE ID:100270948,RPL19P10
RPL19P11,HGNC:36953,ENSG00000241668,GENE ID:100270950,RPL19P11
RPL19P14,HGNC:35684,ENSG00000240870,GENE ID:100270951,RPL19P14
RPL21P27,HGNC:36371,ENSG00000225272,GENE ID:100270952,RPL21P27
RPL21P33,HGNC:36686,ENSG00000237024,GENE ID:100270953,RPL21P33
RPL21P34,HGNC:36529,ENSG00000238180,GENE ID:100270954,RPL21P34
RPL21P35,HGNC:36900,ENSG00000231494,GENE ID:100270955,RPL21P35
RPL21P36,HGNC:36128,ENSG00000233752,GENE ID:100270956,RPL21P36
RPL22P8,HGNC:36782,,GENE ID:100270957,RPL22P8
RPL22P16,HGNC:36536,ENSG00000213935,GENE ID:100270959,RPL22P16
RPL22P14,HGNC:35990,,GENE ID:100270960,RPL22P14
RPL23P4,HGNC:36678,ENSG00000223903,GENE ID:100270961,RPL23P4
RPL23P10,HGNC:36177,ENSG00000244708,GENE ID:100270962,RPL23P10
RPL24P7,HGNC:36862,ENSG00000215016,GENE ID:100270963,RPL24P7
RPL24P8,HGNC:36409,ENSG00000236801,GENE ID:100270964,RPL24P8
RPL26P15,HGNC:35512,,GENE ID:100270965,RPL26P15
RPL26P25,HGNC:36383,ENSG00000243503,GENE ID:100270966,RPL26P25
RPL26P26,HGNC:35693,ENSG00000242595,GENE ID:100270967,RPL26P26
RPL26P18,HGNC:36579,ENSG00000253155,GENE ID:100270968,RPL26P18
RPL27P5,HGNC:36120,ENSG00000232403,GENE ID:100270969,RPL27P5
RPL27P9,HGNC:36874,ENSG00000236722,GENE ID:100270970,RPL27P9
RPL28P2,HGNC:36234,ENSG00000237641,GENE ID:100270971,RPL28P2
RPL29P7,HGNC:36859,,GENE ID:100270972,RPL29P7
RPL29P14,HGNC:36687,,GENE ID:100270974,RPL29P14
RPL30P1,HGNC:36642,ENSG00000225713,GENE ID:100270975,RPL30P1
RPL30P2,HGNC:35642,,GENE ID:100270976,RPL30P2
RPL30P3,HGNC:36380,ENSG00000223640,GENE ID:100270977,RPL30P3
RPL30P5,HGNC:36302,ENSG00000239525,GENE ID:100270978,RPL30P5
RPL30P7,HGNC:36402,,GENE ID:100270979,RPL30P7
RPL30P6,HGNC:37015,ENSG00000242936,GENE ID:100270980,RPL30P6
RPL30P9,HGNC:35763,ENSG00000242709,GENE ID:100270981,RPL30P9
RPL30P10,HGNC:36822,ENSG00000243050,GENE ID:100270982,RPL30P10
RPL31P13,HGNC:35598,ENSG00000228646,GENE ID:100270983,RPL31P13
RPL31P15,HGNC:36339,ENSG00000232430,GENE ID:100270984,RPL31P15
RPL31P19,HGNC:35589,ENSG00000227309,GENE ID:100270985,RPL31P19
RPL31P20,HGNC:36303,ENSG00000229756,GENE ID:100270986,RPL31P20
RPL31P25,HGNC:36698,ENSG00000242768,GENE ID:100270987,RPL31P25
RPL31P21,HGNC:36245,ENSG00000241400,GENE ID:100270988,RPL31P21
RPL31P22,HGNC:36430,ENSG00000227433,GENE ID:100270989,RPL31P22
RPL31P29,HGNC:36647,ENSG00000231316,GENE ID:100270990,RPL31P29
RPL32P8,HGNC:36414,,GENE ID:100270991,RPL32P8
RPL32P9,HGNC:35481,,GENE ID:100270992,RPL32P9
RPL32P13,HGNC:35950,ENSG00000241002,GENE ID:100270993,RPL32P13
RPL32P14,HGNC:37038,ENSG00000242654,GENE ID:100270994,RPL32P14
RPL34P5,HGNC:36527,ENSG00000231416,GENE ID:100270995,RPL34P5
RPL34P12,HGNC:35845,ENSG00000244083,GENE ID:100270996,RPL34P12
RPL34P13,HGNC:36398,ENSG00000241179,GENE ID:100270997,RPL34P13
RPL34P6,HGNC:35810,ENSG00000231333,GENE ID:100270998,RPL34P6
RPL34P8,HGNC:36963,ENSG00000237583,GENE ID:100270999,RPL34P8
RPL34P15,HGNC:35965,,GENE ID:100271000,RPL34P15
RPL34P17,HGNC:36636,ENSG00000240534,GENE ID:100271001,RPL34P17
