,HGNC_ID,gene_symbol,alias_symbol,NCBI_ID,ENSG_ID
20504,HGNC:23093,SLC16A11,FLJ90193,GENE ID:162515,ENSG00000174326
20505,HGNC:23093,SLC16A11,MCT11,GENE ID:162515,ENSG00000174326
20506,HGNC:23094,SLC16A12,MCT12,GENE ID:387700,ENSG00000152779
20507,HGNC:23094,SLC16A12,CRT2,GENE ID:387700,ENSG00000152779
20508,HGNC:23095,SLC22A17,BOCT,GENE ID:51310,ENSG00000092096
20509,HGNC:23095,SLC22A17,BOIT,GENE ID:51310,ENSG00000092096
20510,HGNC:23095,SLC22A17,NGALR,GENE ID:51310,ENSG00000092096
20511,HGNC:23096,SLC29A3,ENT3,GENE ID:55315,ENSG00000198246
20512,HGNC:23096,SLC29A3,FLJ11160,GENE ID:55315,ENSG00000198246
20513,HGNC:23096,SLC29A3,hENT3,GENE ID:55315,ENSG00000198246
20514,HGNC:23097,SLC29A4,FLJ34923,GENE ID:222962,ENSG00000164638
20515,HGNC:23097,SLC29A4,ENT4,GENE ID:222962,ENSG00000164638
