symbol_counts,percent_collision_symbol
2,70.85744345081537
3,9.784324039978959
4,2.1041557075223567
5,0.8942661756970015
6,0.47343503419253025
7,0.21041557075223566
9,0.052603892688058915
10,0.052603892688058915
