,primary_gene_symbol,alias_symbol,HGNC_ID,ENSG_ID,NCBI_ID
0,5S_rRNA,,set(),"{'ENSG00000265816', 'ENSG00000273928', 'ENSG00000266035', 'ENSG00000285674', 'ENSG00000285776', 'ENSG00000275999', 'ENSG00000277488', 'ENSG00000266615', 'ENSG00000277584', 'ENSG00000285912', 'ENSG00000285609', 'ENSG00000266726', 'ENSG00000277411', 'ENSG00000266653', 'ENSG00000263418', 'ENSG00000276861', 'ENSG00000277395', 'ENSG00000275780', 'ENSG00000288601', 'ENSG00000285626', 'ENSG00000278457', 'ENSG00000283454', 'ENSG00000278779'}",set()
1,5_8S_rRNA,,set(),"{'ENSG00000283568', 'ENSG00000275757', 'ENSG00000278294', 'ENSG00000276871', 'ENSG00000277739', 'ENSG00000273730', 'ENSG00000275877', 'ENSG00000283291', 'ENSG00000283274'}","{'GENE ID:124907577', 'GENE ID:124908372', 'GENE ID:124908512', 'GENE ID:124907136', 'GENE ID:124907120', 'GENE ID:124907477', 'GENE ID:124908240', 'GENE ID:124907248', 'GENE ID:124907485', 'GENE ID:124908388', 'GENE ID:124908239', 'GENE ID:124907121', 'GENE ID:124907573', 'GENE ID:124907238', 'GENE ID:124907481', 'GENE ID:124907140', 'GENE ID:124907713', 'GENE ID:124908392', 'GENE ID:124908370', 'GENE ID:124907269', 'GENE ID:124907673', 'GENE ID:124908310', 'GENE ID:124907138', 'GENE ID:124907126', 'GENE ID:124907291', 'GENE ID:124907662', 'GENE ID:124907709', 'GENE ID:124908519', 'GENE ID:124908527', 'GENE ID:124908389', 'GENE ID:124908517', 'GENE ID:124907151', 'GENE ID:124908327', 'GENE ID:124907328', 'GENE ID:124907131', 'GENE ID:124908369', 'GENE ID:124908257', 'GENE ID:124907124', 'GENE ID:124907719', 'GENE ID:124908245', 'GENE ID:124907584', 'GENE ID:124907205', 'GENE ID:124907633', 'GENE ID:124907479', 'GENE ID:124907714', 'GENE ID:124907476', 'GENE ID:124907194', 'GENE ID:124908382', 'GENE ID:124907596', 'GENE ID:124908514', 'GENE ID:124908391', 'GENE ID:124907148', 'GENE ID:124908289', 'GENE ID:124907591', 'GENE ID:124907440', 'GENE ID:124908513', 'GENE ID:124907152', 'GENE ID:124907710', 'GENE ID:124908381', 'GENE ID:124908390', 'GENE ID:124907133', 'GENE ID:124908516', 'GENE ID:124908386', 'GENE ID:124908300', 'GENE ID:124907145', 'GENE ID:124907705', 'GENE ID:124907717', 'GENE ID:124907327', 'GENE ID:124907483', 'GENE ID:124907142', 'GENE ID:124907611', 'GENE ID:124908347', 'GENE ID:124907340', 'GENE ID:124908379', 'GENE ID:124907116', 'GENE ID:124907143', 'GENE ID:124907439', 'GENE ID:124908524', 'GENE ID:124907329', 'GENE ID:124907135', 'GENE ID:124908518', 'GENE ID:124907684', 'GENE ID:124907600', 'GENE ID:124908247', 'GENE ID:124908246', 'GENE ID:124908244', 'GENE ID:124907588', 'GENE ID:124908238', 'GENE ID:124907622', 'GENE ID:124907458', 'GENE ID:124907581', 'GENE ID:124907115', 'GENE ID:124907335', 'GENE ID:124908248', 'GENE ID:124907134', 'GENE ID:124907183', 'GENE ID:124907129', 'GENE ID:124907337', 'GENE ID:124908504', 'GENE ID:124907336', 'GENE ID:124907592', 'GENE ID:124907339', 'GENE ID:124907146', 'GENE ID:124907478', 'GENE ID:124908375', 'GENE ID:124907598', 'GENE ID:124907119', 'GENE ID:124907330', 'GENE ID:124907467', 'GENE ID:124908378', 'GENE ID:124908383', 'GENE ID:124908278', 'GENE ID:124907585', 'GENE ID:124907114', 'GENE ID:124907716', 'GENE ID:124907153', 'GENE ID:124907127', 'GENE ID:124907172', 'GENE ID:124907644', 'GENE ID:124908376', 'GENE ID:124907216', 'GENE ID:124908242', 'GENE ID:124907575', 'GENE ID:124908249', 'GENE ID:124907227', 'GENE ID:124908358', 'GENE ID:124908336', 'GENE ID:124908515', 'GENE ID:124908385', 'GENE ID:124907720', 'GENE ID:124907280', 'GENE ID:124907589', 'GENE ID:124907141', 'GENE ID:124908250', 'GENE ID:124907450', 'GENE ID:124907578', 'GENE ID:124907590', 'GENE ID:124907125', 'GENE ID:124907302', 'GENE ID:124908525', 'GENE ID:124908380', 'GENE ID:124908474', 'GENE ID:124908494', 'GENE ID:124907130', 'GENE ID:124907150', 'GENE ID:124907333', 'GENE ID:124908523', 'GENE ID:124907137', 'GENE ID:124907718', 'GENE ID:124907711', 'GENE ID:124908237', 'GENE ID:124907721', 'GENE ID:124907128', 'GENE ID:124907155', 'GENE ID:124907595', 'GENE ID:124907324', 'GENE ID:124907258', 'GENE ID:124907118', 'GENE ID:124908387', 'GENE ID:124907132', 'GENE ID:124907144', 'GENE ID:124907341', 'GENE ID:124907123', 'GENE ID:124907572', 'GENE ID:124908373', 'GENE ID:124907593', 'GENE ID:124907480', 'GENE ID:124907313', 'GENE ID:124907655', 'GENE ID:124908371', 'GENE ID:124908521', 'GENE ID:124908268', 'GENE ID:124907154', 'GENE ID:124907694', 'GENE ID:124907715', 'GENE ID:124907580', 'GENE ID:124907342', 'GENE ID:124907597', 'GENE ID:124908374', 'GENE ID:124907482', 'GENE ID:124907332', 'GENE ID:124908522', 'GENE ID:124907586', 'GENE ID:124907343', 'GENE ID:124907587', 'GENE ID:124908520', 'GENE ID:124907139', 'GENE ID:124908393', 'GENE ID:124907160', 'GENE ID:124907484', 'GENE ID:124908377', 'GENE ID:124907117', 'GENE ID:124908241', 'GENE ID:124907149', 'GENE ID:124907574', 'GENE ID:124908384', 'GENE ID:124907334', 'GENE ID:124907331', 'GENE ID:124907475', 'GENE ID:124907594', 'GENE ID:124907147', 'GENE ID:124907338', 'GENE ID:124907576', 'GENE ID:124908316', 'GENE ID:124907122', 'GENE ID:124908368', 'GENE ID:124907579', 'GENE ID:124907156', 'GENE ID:124908243', 'GENE ID:124907712'}"
2,7SK,,set(),"{'ENSG00000264415', 'ENSG00000273591', 'ENSG00000266263', 'ENSG00000274262', 'ENSG00000274303', 'ENSG00000271394', 'ENSG00000265633', 'ENSG00000202198', 'ENSG00000265255', 'ENSG00000291974', 'ENSG00000276626', 'ENSG00000265903', 'ENSG00000277313', 'ENSG00000275933'}",set()
3,A-GAMMA3'E,A-gamma-e,set(),set(),{'GENE ID:109951028'}
4,A1BG,A1B,{'HGNC:5'},{'ENSG00000121410'},{'GENE ID:1'}
5,A1BG,ABG,{'HGNC:5'},{'ENSG00000121410'},{'GENE ID:1'}
6,A1BG,GAB,{'HGNC:5'},{'ENSG00000121410'},{'GENE ID:1'}
7,A1BG,HYST2477,{'HGNC:5'},{'ENSG00000121410'},{'GENE ID:1'}
8,A1BG,,{'HGNC:5'},{'ENSG00000121410'},{'GENE ID:1'}
9,A1BG-AS1,A1BG-AS,{'HGNC:37133'},{'ENSG00000268895'},{'GENE ID:503538'}
10,A1BG-AS1,A1BGAS,{'HGNC:37133'},{'ENSG00000268895'},{'GENE ID:503538'}
11,A1BG-AS1,FLJ23569,{'HGNC:37133'},{'ENSG00000268895'},{'GENE ID:503538'}
12,A1BG-AS1,NCRNA00181,{'HGNC:37133'},{'ENSG00000268895'},{'GENE ID:503538'}
13,A1CF,ACF,{'HGNC:24086'},{'ENSG00000148584'},{'GENE ID:29974'}
14,A1CF,ACF64,{'HGNC:24086'},{'ENSG00000148584'},{'GENE ID:29974'}
15,A1CF,ACF65,{'HGNC:24086'},{'ENSG00000148584'},{'GENE ID:29974'}
16,A1CF,APOBEC1CF,{'HGNC:24086'},{'ENSG00000148584'},{'GENE ID:29974'}
17,A1CF,ASP,{'HGNC:24086'},{'ENSG00000148584'},{'GENE ID:29974'}
18,A2M,A2MD,{'HGNC:7'},{'ENSG00000175899'},{'GENE ID:2'}
19,A2M,CPAMD5,{'HGNC:7'},{'ENSG00000175899'},{'GENE ID:2'}
20,A2M,FWP007,{'HGNC:7'},{'ENSG00000175899'},{'GENE ID:2'}
21,A2M,S863-7,{'HGNC:7'},{'ENSG00000175899'},{'GENE ID:2'}
22,A2M-AS1,,{'HGNC:27057'},{'ENSG00000245105'},{'GENE ID:144571'}
23,A2ML1,CPAMD9,{'HGNC:23336'},{'ENSG00000166535'},{'GENE ID:144568'}
24,A2ML1,FLJ25179,{'HGNC:23336'},{'ENSG00000166535'},{'GENE ID:144568'}
25,A2ML1,OMS,{'HGNC:23336'},{'ENSG00000166535'},{'GENE ID:144568'}
26,A2ML1,P170,{'HGNC:23336'},{'ENSG00000166535'},{'GENE ID:144568'}
27,A2ML1,p170,{'HGNC:23336'},{'ENSG00000166535'},{'GENE ID:144568'}
28,A2ML1-AS1,,{'HGNC:41022'},{'ENSG00000256661'},{'GENE ID:100874108'}
29,A2ML1-AS2,,{'HGNC:41523'},{'ENSG00000256904'},{'GENE ID:106478979'}
30,A2MP1,A2MP,{'HGNC:8'},"{'ENSG00000291190', 'ENSG00000256069'}","{'GENE ID:3', 'GENE ID:124903067'}"
31,A2MP1,,{'HGNC:8'},{'ENSG00000256069'},{'GENE ID:3'}
32,A3GALT2,A3GALT2P,{'HGNC:30005'},{'ENSG00000184389'},{'GENE ID:127550'}
33,A3GALT2,IGB3S,{'HGNC:30005'},{'ENSG00000184389'},{'GENE ID:127550'}
34,A3GALT2,IGBS3S,{'HGNC:30005'},{'ENSG00000184389'},{'GENE ID:127550'}
35,A4GALT,A14GALT,{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'}
36,A4GALT,A4GALT1,{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'}
37,A4GALT,GB3S,{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'}
38,A4GALT,Gb3S,{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'}
39,A4GALT,P(K),{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'}
40,A4GALT,P(k),{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'}
41,A4GALT,P1,{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'}
42,A4GALT,P1PK,{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'}
43,A4GALT,PK,{'HGNC:18149'},{'ENSG00000128274'},{'GENE ID:53947'}
44,A4GNT,ALPHA4GNT,{'HGNC:17968'},{'ENSG00000118017'},{'GENE ID:51146'}
45,A4GNT,alpha4GnT,{'HGNC:17968'},{'ENSG00000118017'},{'GENE ID:51146'}
46,AA06,AA02,set(),{'ENSG00000265544'},{'GENE ID:100506677'}
47,AA06,AA04,set(),{'ENSG00000265544'},{'GENE ID:100506677'}
48,AA06,AA05,set(),{'ENSG00000265544'},{'GENE ID:100506677'}
49,AAAS,AAA,{'HGNC:13666'},{'ENSG00000094914'},{'GENE ID:8086'}
50,AAAS,AAASb,{'HGNC:13666'},{'ENSG00000094914'},{'GENE ID:8086'}
51,AAAS,ADRACALA,{'HGNC:13666'},{'ENSG00000094914'},{'GENE ID:8086'}
52,AAAS,ADRACALIN,{'HGNC:13666'},{'ENSG00000094914'},{'GENE ID:8086'}
53,AAAS,ALADIN,{'HGNC:13666'},{'ENSG00000094914'},{'GENE ID:8086'}
54,AAAS,GL003,{'HGNC:13666'},{'ENSG00000094914'},{'GENE ID:8086'}
55,AAAS,,{'HGNC:13666'},"{'ENSG00000094914', 'ENSG00000291836'}",{'GENE ID:8086'}
56,AACS,ACSF1,{'HGNC:21298'},{'ENSG00000081760'},{'GENE ID:65985'}
57,AACS,FLJ12389,{'HGNC:21298'},{'ENSG00000081760'},{'GENE ID:65985'}
58,AACS,SUR-5,{'HGNC:21298'},{'ENSG00000081760'},{'GENE ID:65985'}
59,AACSP1,AACSL,{'HGNC:18226'},"{'ENSG00000291019', 'ENSG00000250420'}",{'GENE ID:729522'}
60,AACSP1,,{'HGNC:18226'},{'ENSG00000250420'},{'GENE ID:729522'}
61,AADAC,CES5A1,{'HGNC:17'},{'ENSG00000114771'},{'GENE ID:13'}
62,AADAC,DAC,{'HGNC:17'},{'ENSG00000114771'},{'GENE ID:13'}
63,AADACL2,MGC72001,{'HGNC:24427'},"{'ENSG00000197953', 'ENSG00000261846'}",{'GENE ID:344752'}
64,AADACL2,,{'HGNC:24427'},{'ENSG00000197953'},{'GENE ID:344752'}
65,AADACL2-AS1,,{'HGNC:50301'},"{'ENSG00000242908', 'ENSG00000262466'}",{'GENE ID:101928142'}
66,AADACL3,OTTHUMG00000001887,{'HGNC:32037'},{'ENSG00000188984'},{'GENE ID:126767'}
67,AADACL3,,{'HGNC:32037'},{'ENSG00000188984'},{'GENE ID:126767'}
68,AADACL4,OTTHUMG00000001889,{'HGNC:32038'},{'ENSG00000204518'},{'GENE ID:343066'}
69,AADACL4,,{'HGNC:32038'},{'ENSG00000204518'},{'GENE ID:343066'}
70,AADACP1,,{'HGNC:50305'},"{'ENSG00000240602', 'ENSG00000291076'}",{'GENE ID:201651'}
71,AADAT,KAT2,{'HGNC:17929'},{'ENSG00000109576'},{'GENE ID:51166'}
72,AADAT,KATII,{'HGNC:17929'},{'ENSG00000109576'},{'GENE ID:51166'}
73,AADAT,KYAT2,{'HGNC:17929'},{'ENSG00000109576'},{'GENE ID:51166'}
74,AAGAB,FLJ11506,{'HGNC:25662'},{'ENSG00000103591'},{'GENE ID:79719'}
75,AAGAB,KPPP1,{'HGNC:25662'},{'ENSG00000103591'},{'GENE ID:79719'}
76,AAGAB,P34,{'HGNC:25662'},{'ENSG00000103591'},{'GENE ID:79719'}
77,AAGAB,PPKP1,{'HGNC:25662'},{'ENSG00000103591'},{'GENE ID:79719'}
78,AAGAB,PPKP1A,{'HGNC:25662'},{'ENSG00000103591'},{'GENE ID:79719'}
79,AAGAB,p34,{'HGNC:25662'},{'ENSG00000103591'},{'GENE ID:79719'}
80,AAK1,DKFZP686K16132,{'HGNC:19679'},{'ENSG00000115977'},{'GENE ID:22848'}
81,AAK1,DKFZp686K16132,{'HGNC:19679'},{'ENSG00000115977'},{'GENE ID:22848'}
82,AAK1,KIAA1048,{'HGNC:19679'},{'ENSG00000115977'},{'GENE ID:22848'}
83,AAK1,,{'HGNC:19679'},{'ENSG00000115977'},{'GENE ID:22848'}
84,AAMDC,C11ORF67,{'HGNC:30205'},{'ENSG00000087884'},{'GENE ID:28971'}
85,AAMDC,C11orf67,{'HGNC:30205'},{'ENSG00000087884'},{'GENE ID:28971'}
86,AAMDC,CK067,{'HGNC:30205'},{'ENSG00000087884'},{'GENE ID:28971'}
87,AAMDC,FLJ21035,{'HGNC:30205'},{'ENSG00000087884'},{'GENE ID:28971'}
88,AAMDC,PTD015,{'HGNC:30205'},{'ENSG00000087884'},{'GENE ID:28971'}
89,AAMP,,{'HGNC:18'},{'ENSG00000127837'},{'GENE ID:14'}
90,AANAT,DSPS,{'HGNC:19'},{'ENSG00000129673'},{'GENE ID:15'}
91,AANAT,SNAT,{'HGNC:19'},{'ENSG00000129673'},{'GENE ID:15'}
92,AAR2,BA234K24.2,{'HGNC:15886'},{'ENSG00000131043'},{'GENE ID:25980'}
93,AAR2,C20ORF4,{'HGNC:15886'},{'ENSG00000131043'},{'GENE ID:25980'}
94,AAR2,C20orf4,{'HGNC:15886'},{'ENSG00000131043'},{'GENE ID:25980'}
95,AAR2,CGI-23,{'HGNC:15886'},{'ENSG00000131043'},{'GENE ID:25980'}
96,AAR2,bA234K24.2,{'HGNC:15886'},{'ENSG00000131043'},{'GENE ID:25980'}
97,AARD,C8ORF85,{'HGNC:33842'},{'ENSG00000205002'},{'GENE ID:441376'}
98,AARD,C8orf85,{'HGNC:33842'},{'ENSG00000205002'},{'GENE ID:441376'}
99,AARD,LOC441376,{'HGNC:33842'},{'ENSG00000205002'},{'GENE ID:441376'}
100,AARS1,AARS,{'HGNC:20'},{'ENSG00000090861'},{'GENE ID:16'}
101,AARS1,ALARS,{'HGNC:20'},{'ENSG00000090861'},{'GENE ID:16'}
102,AARS1,AlaRS,{'HGNC:20'},{'ENSG00000090861'},{'GENE ID:16'}
103,AARS1,CMT2N,{'HGNC:20'},{'ENSG00000090861'},{'GENE ID:16'}
104,AARS1,DEE29,{'HGNC:20'},{'ENSG00000090861'},{'GENE ID:16'}
105,AARS1,EIEE29,{'HGNC:20'},{'ENSG00000090861'},{'GENE ID:16'}
106,AARS1,HDLS2,{'HGNC:20'},{'ENSG00000090861'},{'GENE ID:16'}
107,AARS1,TTD8,{'HGNC:20'},{'ENSG00000090861'},{'GENE ID:16'}
108,AARS1P1,AARSP1,{'HGNC:49894'},{'ENSG00000249038'},{'GENE ID:106480683'}
109,AARS1P1,,{'HGNC:49894'},{'ENSG00000249038'},{'GENE ID:106480683'}
110,AARS2,AARSL,{'HGNC:21022'},{'ENSG00000124608'},{'GENE ID:57505'}
111,AARS2,BA444E17.1,{'HGNC:21022'},{'ENSG00000124608'},{'GENE ID:57505'}
112,AARS2,COXPD8,{'HGNC:21022'},{'ENSG00000124608'},{'GENE ID:57505'}
113,AARS2,KIAA1270,{'HGNC:21022'},{'ENSG00000124608'},{'GENE ID:57505'}
114,AARS2,LKENP,{'HGNC:21022'},{'ENSG00000124608'},{'GENE ID:57505'}
115,AARS2,MT-ALARS,{'HGNC:21022'},{'ENSG00000124608'},{'GENE ID:57505'}
116,AARS2,MTALARS,{'HGNC:21022'},{'ENSG00000124608'},{'GENE ID:57505'}
117,AARS2,bA444E17.1,{'HGNC:21022'},{'ENSG00000124608'},{'GENE ID:57505'}
118,AARSD1,ALAXP,{'HGNC:28417'},{'ENSG00000266967'},{'GENE ID:80755'}
119,AARSD1,AlaXp,{'HGNC:28417'},{'ENSG00000266967'},{'GENE ID:80755'}
120,AARSD1,MGC2744,{'HGNC:28417'},{'ENSG00000266967'},{'GENE ID:80755'}
121,AARSD1P1,,{'HGNC:54994'},{'ENSG00000234969'},{'GENE ID:117981788'}
122,AASDH,ACSF4,{'HGNC:23993'},{'ENSG00000157426'},{'GENE ID:132949'}
123,AASDH,LYS2,{'HGNC:23993'},{'ENSG00000157426'},{'GENE ID:132949'}
124,AASDH,NRPS1098,{'HGNC:23993'},{'ENSG00000157426'},{'GENE ID:132949'}
125,AASDH,NRPS998,{'HGNC:23993'},{'ENSG00000157426'},{'GENE ID:132949'}
126,AASDHPPT,AASD-PPT,{'HGNC:14235'},{'ENSG00000149313'},{'GENE ID:60496'}
127,AASDHPPT,ACPS,{'HGNC:14235'},{'ENSG00000149313'},{'GENE ID:60496'}
128,AASDHPPT,CGI-80,{'HGNC:14235'},{'ENSG00000149313'},{'GENE ID:60496'}
129,AASDHPPT,LYS2,{'HGNC:14235'},{'ENSG00000149313'},{'GENE ID:60496'}
130,AASDHPPT,LYS5,{'HGNC:14235'},{'ENSG00000149313'},{'GENE ID:60496'}
131,AASDHPPT-AS1,,{'HGNC:58262'},{'ENSG00000254433'},{'GENE ID:139355254'}
132,AASS,LKR/SDH,{'HGNC:17366'},{'ENSG00000008311'},{'GENE ID:10157'}
133,AASS,LKRSDH,{'HGNC:17366'},{'ENSG00000008311'},{'GENE ID:10157'}
134,AASS,LORSDH,{'HGNC:17366'},{'ENSG00000008311'},{'GENE ID:10157'}
135,AATBC,,{'HGNC:51526'},{'ENSG00000215458'},{'GENE ID:284837'}
136,AATF,BFR2,{'HGNC:19235'},"{'ENSG00000275700', 'ENSG00000276072'}",{'GENE ID:26574'}
137,AATF,CHE-1,{'HGNC:19235'},"{'ENSG00000275700', 'ENSG00000276072'}",{'GENE ID:26574'}
138,AATF,CHE1,{'HGNC:19235'},"{'ENSG00000275700', 'ENSG00000276072'}",{'GENE ID:26574'}
139,AATF,DED,{'HGNC:19235'},"{'ENSG00000275700', 'ENSG00000276072'}",{'GENE ID:26574'}
140,AATK,AATYK,{'HGNC:21'},{'ENSG00000181409'},{'GENE ID:9625'}
141,AATK,AATYK1,{'HGNC:21'},{'ENSG00000181409'},{'GENE ID:9625'}
142,AATK,KIAA0641,{'HGNC:21'},{'ENSG00000181409'},{'GENE ID:9625'}
143,AATK,LMR1,{'HGNC:21'},{'ENSG00000181409'},{'GENE ID:9625'}
144,AATK,LMTK1,{'HGNC:21'},{'ENSG00000181409'},{'GENE ID:9625'}
145,AATK,PPP1R77,{'HGNC:21'},{'ENSG00000181409'},{'GENE ID:9625'}
146,AATK,p35BP,{'HGNC:21'},{'ENSG00000181409'},{'GENE ID:9625'}
147,AAVS1,AAV,{'HGNC:22'},set(),{'GENE ID:17'}
148,ABALON,INXS,{'HGNC:49667'},{'ENSG00000281376'},{'GENE ID:103021294'}
149,ABAT,GABA-AT,{'HGNC:23'},{'ENSG00000183044'},{'GENE ID:18'}
150,ABAT,GABA-T,{'HGNC:23'},{'ENSG00000183044'},{'GENE ID:18'}
151,ABAT,GABAT,{'HGNC:23'},{'ENSG00000183044'},{'GENE ID:18'}
152,ABAT,NPD009,{'HGNC:23'},{'ENSG00000183044'},{'GENE ID:18'}
153,ABCA1,ABC-1,{'HGNC:29'},{'ENSG00000165029'},{'GENE ID:19'}
154,ABCA1,ABC1,{'HGNC:29'},{'ENSG00000165029'},{'GENE ID:19'}
155,ABCA1,CERP,{'HGNC:29'},{'ENSG00000165029'},{'GENE ID:19'}
156,ABCA1,HDLCQTL13,{'HGNC:29'},{'ENSG00000165029'},{'GENE ID:19'}
157,ABCA1,HDLDT1,{'HGNC:29'},{'ENSG00000165029'},{'GENE ID:19'}
158,ABCA1,HPALP1,{'HGNC:29'},{'ENSG00000165029'},{'GENE ID:19'}
159,ABCA1,TGD,{'HGNC:29'},{'ENSG00000165029'},{'GENE ID:19'}
160,ABCA10,EST698739,{'HGNC:30'},{'ENSG00000154263'},{'GENE ID:10349'}
161,ABCA11P,ABCA11,{'HGNC:31'},"{'ENSG00000251595', 'ENSG00000293360'}",{'GENE ID:79963'}
162,ABCA11P,EST1133530,{'HGNC:31'},"{'ENSG00000251595', 'ENSG00000293360'}",{'GENE ID:79963'}
163,ABCA11P,FLJ14297,{'HGNC:31'},{'ENSG00000251595'},{'GENE ID:79963'}
164,ABCA12,ARCI4A,{'HGNC:14637'},{'ENSG00000144452'},{'GENE ID:26154'}
165,ABCA12,ARCI4B,{'HGNC:14637'},{'ENSG00000144452'},{'GENE ID:26154'}
166,ABCA12,DKFZP434G232,{'HGNC:14637'},{'ENSG00000144452'},{'GENE ID:26154'}
167,ABCA12,ICR2B,{'HGNC:14637'},{'ENSG00000144452'},{'GENE ID:26154'}
168,ABCA12,LI2,{'HGNC:14637'},{'ENSG00000144452'},{'GENE ID:26154'}
169,ABCA13,FLJ33876,{'HGNC:14638'},{'ENSG00000179869'},{'GENE ID:154664'}
170,ABCA13,FLJ33951,{'HGNC:14638'},{'ENSG00000179869'},{'GENE ID:154664'}
171,ABCA13,,{'HGNC:14638'},{'ENSG00000179869'},{'GENE ID:154664'}
172,ABCA15P,CRYM-AS1,{'HGNC:34405'},"{'ENSG00000189149', 'ENSG00000293411'}",{'GENE ID:400508'}
173,ABCA15P,FLJ41766,{'HGNC:34405'},{'ENSG00000189149'},{'GENE ID:400508'}
174,ABCA15P,NCRNA00169,{'HGNC:34405'},"{'ENSG00000189149', 'ENSG00000293411'}",{'GENE ID:400508'}
175,ABCA17P,ABCA17,{'HGNC:32972'},{'ENSG00000293423'},{'GENE ID:650655'}
176,ABCA17P,,{'HGNC:32972'},"{'ENSG00000238098', 'ENSG00000293423'}",{'GENE ID:650655'}
177,ABCA2,ABC2,{'HGNC:32'},{'ENSG00000107331'},{'GENE ID:20'}
178,ABCA2,IDPOGSA,{'HGNC:32'},{'ENSG00000107331'},{'GENE ID:20'}
179,ABCA2,,{'HGNC:32'},{'ENSG00000107331'},{'GENE ID:20'}
180,ABCA3,ABC-C,{'HGNC:33'},{'ENSG00000167972'},{'GENE ID:21'}
181,ABCA3,ABC3,{'HGNC:33'},{'ENSG00000167972'},{'GENE ID:21'}
182,ABCA3,EST111653,{'HGNC:33'},{'ENSG00000167972'},{'GENE ID:21'}
183,ABCA3,LBM180,{'HGNC:33'},{'ENSG00000167972'},{'GENE ID:21'}
184,ABCA3,SMDP3,{'HGNC:33'},{'ENSG00000167972'},{'GENE ID:21'}
185,ABCA3P1,,{'HGNC:55707'},{'ENSG00000257408'},{'GENE ID:342293'}
186,ABCA4,ABC10,{'HGNC:34'},{'ENSG00000198691'},{'GENE ID:24'}
187,ABCA4,ABCR,{'HGNC:34'},{'ENSG00000198691'},{'GENE ID:24'}
188,ABCA4,ARMD2,{'HGNC:34'},{'ENSG00000198691'},{'GENE ID:24'}
189,ABCA4,CORD3,{'HGNC:34'},{'ENSG00000198691'},{'GENE ID:24'}
190,ABCA4,FFM,{'HGNC:34'},{'ENSG00000198691'},{'GENE ID:24'}
191,ABCA4,RMP,{'HGNC:34'},{'ENSG00000198691'},{'GENE ID:24'}
192,ABCA4,RP19,{'HGNC:34'},{'ENSG00000198691'},{'GENE ID:24'}
193,ABCA4,STGD,{'HGNC:34'},{'ENSG00000198691'},{'GENE ID:24'}
194,ABCA4,STGD1,{'HGNC:34'},{'ENSG00000198691'},{'GENE ID:24'}
195,ABCA5,ABC13,{'HGNC:35'},{'ENSG00000154265'},{'GENE ID:23461'}
196,ABCA5,DEL17q24,{'HGNC:35'},{'ENSG00000154265'},{'GENE ID:23461'}
197,ABCA5,EST90625,{'HGNC:35'},{'ENSG00000154265'},{'GENE ID:23461'}
198,ABCA5,HTC3,{'HGNC:35'},{'ENSG00000154265'},{'GENE ID:23461'}
199,ABCA5,HTGH,{'HGNC:35'},{'ENSG00000154265'},{'GENE ID:23461'}
200,ABCA6,EST155051,{'HGNC:36'},{'ENSG00000154262'},{'GENE ID:23460'}
201,ABCA7,ABCA-SSN,{'HGNC:37'},{'ENSG00000064687'},{'GENE ID:10347'}
202,ABCA7,ABCX,{'HGNC:37'},{'ENSG00000064687'},{'GENE ID:10347'}
203,ABCA7,AD9,{'HGNC:37'},{'ENSG00000064687'},{'GENE ID:10347'}
204,ABCA8,KIAA0822,{'HGNC:38'},{'ENSG00000141338'},{'GENE ID:10351'}
205,ABCA8,,{'HGNC:38'},{'ENSG00000141338'},{'GENE ID:10351'}
206,ABCA9,EST640918,{'HGNC:39'},{'ENSG00000154258'},{'GENE ID:10350'}
207,ABCA9-AS1,,{'HGNC:39983'},{'ENSG00000231749'},{'GENE ID:104355297'}
208,ABCB1,ABC20,{'HGNC:40'},{'ENSG00000085563'},{'GENE ID:5243'}
209,ABCB1,CD243,{'HGNC:40'},{'ENSG00000085563'},{'GENE ID:5243'}
210,ABCB1,CLCS,{'HGNC:40'},{'ENSG00000085563'},{'GENE ID:5243'}
211,ABCB1,ENPAT,{'HGNC:40'},{'ENSG00000085563'},{'GENE ID:5243'}
212,ABCB1,GP170,{'HGNC:40'},{'ENSG00000085563'},{'GENE ID:5243'}
213,ABCB1,MDR1,{'HGNC:40'},{'ENSG00000085563'},{'GENE ID:5243'}
214,ABCB1,P-170,{'HGNC:40'},{'ENSG00000085563'},{'GENE ID:5243'}
215,ABCB1,P-GP,{'HGNC:40'},{'ENSG00000085563'},{'GENE ID:5243'}
216,ABCB1,P-gp,{'HGNC:40'},{'ENSG00000085563'},{'GENE ID:5243'}
217,ABCB1,PGY1,{'HGNC:40'},{'ENSG00000085563'},{'GENE ID:5243'}
218,ABCB1,p-170,{'HGNC:40'},{'ENSG00000085563'},{'GENE ID:5243'}
219,ABCB10,EST20237,{'HGNC:41'},{'ENSG00000135776'},{'GENE ID:23456'}
220,ABCB10,M-ABC2,{'HGNC:41'},{'ENSG00000135776'},{'GENE ID:23456'}
221,ABCB10,MTABC2,{'HGNC:41'},{'ENSG00000135776'},{'GENE ID:23456'}
222,ABCB10P1,ABCB10P,{'HGNC:14114'},"{'ENSG00000274099', 'ENSG00000281173', 'ENSG00000280461'}",{'GENE ID:56476'}
