,primary_gene_symbol,alias_symbol,HGNC_ID,ENSG_ID,NCBI_ID
45716,KLHL23,FLJ37812,{'HGNC:27506'},{'ENSG00000213160'},"{'GENE ID:100526832', 'GENE ID:151230'}"
45717,KLHL23,MGC22679,{'HGNC:27506'},{'ENSG00000213160'},"{'GENE ID:100526832', 'GENE ID:151230'}"
45718,KLHL23,MGC2610,{'HGNC:27506'},{'ENSG00000213160'},"{'GENE ID:100526832', 'GENE ID:151230'}"
45719,KLHL24,CMH29,{'HGNC:25947'},{'ENSG00000114796'},{'GENE ID:54800'}
45720,KLHL24,DRE1,{'HGNC:25947'},{'ENSG00000114796'},{'GENE ID:54800'}
45721,KLHL24,EBS6,{'HGNC:25947'},{'ENSG00000114796'},{'GENE ID:54800'}
45722,KLHL24,EBSSH,{'HGNC:25947'},{'ENSG00000114796'},{'GENE ID:54800'}
45723,KLHL24,FLJ20059,{'HGNC:25947'},{'ENSG00000114796'},{'GENE ID:54800'}
45724,KLHL24,KRIP6,{'HGNC:25947'},{'ENSG00000114796'},{'GENE ID:54800'}
45725,KLHL25,ENC-2,{'HGNC:25732'},{'ENSG00000183655'},{'GENE ID:64410'}
45726,KLHL25,ENC2,{'HGNC:25732'},{'ENSG00000183655'},{'GENE ID:64410'}
45727,KLHL25,FLJ12587,{'HGNC:25732'},{'ENSG00000183655'},{'GENE ID:64410'}
45728,KLHL25P1,,{'HGNC:56403'},{'ENSG00000224618'},{'GENE ID:127379729'}
45729,KLHL26,,{'HGNC:25623'},{'ENSG00000167487'},{'GENE ID:55295'}
45730,KLHL28,BTBD5,{'HGNC:19741'},{'ENSG00000179454'},{'GENE ID:54813'}
45731,KLHL28,FLJ20081,{'HGNC:19741'},{'ENSG00000179454'},{'GENE ID:54813'}
45732,KLHL29,KBTBD9,{'HGNC:29404'},{'ENSG00000119771'},{'GENE ID:114818'}
45733,KLHL29,KIAA1921,{'HGNC:29404'},{'ENSG00000119771'},{'GENE ID:114818'}
45734,KLHL2P1,MAVP1,{'HGNC:44046'},{'ENSG00000250412'},{'GENE ID:729249'}
45735,KLHL3,KIAA1129,{'HGNC:6354'},{'ENSG00000146021'},{'GENE ID:26249'}
45736,KLHL3,PHA2D,{'HGNC:6354'},{'ENSG00000146021'},{'GENE ID:26249'}
45737,KLHL30,FLJ43374,{'HGNC:24770'},{'ENSG00000168427'},{'GENE ID:377007'}
45738,KLHL30,,{'HGNC:24770'},{'ENSG00000168427'},{'GENE ID:377007'}
45739,KLHL30-AS1,C2ORF19,{'HGNC:31018'},{'ENSG00000279484'},set()
45740,KLHL30-AS1,C2orf19,{'HGNC:31018'},set(),{'GENE ID:394261'}
45741,KLHL30-AS1,,{'HGNC:31018'},{'ENSG00000279484'},{'GENE ID:394261'}
45742,KLHL31,BA345L23.2,{'HGNC:21353'},{'ENSG00000124743'},{'GENE ID:401265'}
45743,KLHL31,BKLHD6,{'HGNC:21353'},{'ENSG00000124743'},{'GENE ID:401265'}
45744,KLHL31,KBTBD1,{'HGNC:21353'},{'ENSG00000124743'},{'GENE ID:401265'}
45745,KLHL31,KLHL,{'HGNC:21353'},{'ENSG00000124743'},{'GENE ID:401265'}
45746,KLHL31,bA345L23.2,{'HGNC:21353'},{'ENSG00000124743'},{'GENE ID:401265'}
45747,KLHL32,BKLHD5,{'HGNC:21221'},{'ENSG00000186231'},{'GENE ID:114792'}
45748,KLHL32,KIAA1900,{'HGNC:21221'},{'ENSG00000186231'},{'GENE ID:114792'}
45749,KLHL32,UG0030H05,{'HGNC:21221'},{'ENSG00000186231'},{'GENE ID:114792'}
45750,KLHL32,dJ21F7.1,{'HGNC:21221'},{'ENSG00000186231'},{'GENE ID:114792'}
45751,KLHL32,,{'HGNC:21221'},{'ENSG00000186231'},{'GENE ID:114792'}
45752,KLHL33,,{'HGNC:31952'},"{'ENSG00000291793', 'ENSG00000185271'}",{'GENE ID:123103'}
45753,KLHL34,FLJ34960,{'HGNC:26634'},{'ENSG00000185915'},{'GENE ID:257240'}
45754,KLHL34,RP11-450P7.3,{'HGNC:26634'},{'ENSG00000185915'},{'GENE ID:257240'}
45755,KLHL34,,{'HGNC:26634'},{'ENSG00000185915'},{'GENE ID:257240'}
45756,KLHL35,FLJ33790,{'HGNC:26597'},{'ENSG00000149243'},{'GENE ID:283212'}
45757,KLHL35,,{'HGNC:26597'},{'ENSG00000149243'},{'GENE ID:283212'}
45758,KLHL36,C16ORF44,{'HGNC:17844'},{'ENSG00000135686'},{'GENE ID:79786'}
45759,KLHL36,C16orf44,{'HGNC:17844'},{'ENSG00000135686'},{'GENE ID:79786'}
45760,KLHL36,FLJ12543,{'HGNC:17844'},{'ENSG00000135686'},{'GENE ID:79786'}
45761,KLHL38,C8ORFK36,{'HGNC:34435'},{'ENSG00000175946'},{'GENE ID:340359'}
45762,KLHL4,DKELCHL,{'HGNC:6355'},{'ENSG00000102271'},{'GENE ID:56062'}
45763,KLHL4,KHL4,{'HGNC:6355'},{'ENSG00000102271'},{'GENE ID:56062'}
45764,KLHL4,KIAA1687,{'HGNC:6355'},{'ENSG00000102271'},{'GENE ID:56062'}
45765,KLHL40,KBTBD5,{'HGNC:30372'},{'ENSG00000157119'},{'GENE ID:131377'}
45766,KLHL40,NEM8,{'HGNC:30372'},{'ENSG00000157119'},{'GENE ID:131377'}
45767,KLHL40,SRYP,{'HGNC:30372'},{'ENSG00000157119'},{'GENE ID:131377'}
45768,KLHL40,SYRP,{'HGNC:30372'},{'ENSG00000157119'},{'GENE ID:131377'}
45769,KLHL41,KBTBD10,{'HGNC:16905'},{'ENSG00000239474'},{'GENE ID:10324'}
45770,KLHL41,KRP1,{'HGNC:16905'},{'ENSG00000239474'},{'GENE ID:10324'}
45771,KLHL41,Krp1,{'HGNC:16905'},{'ENSG00000239474'},{'GENE ID:10324'}
45772,KLHL41,SARCOSIN,{'HGNC:16905'},{'ENSG00000239474'},{'GENE ID:10324'}
45773,KLHL42,CTB9,{'HGNC:29252'},{'ENSG00000087448'},{'GENE ID:57542'}
45774,KLHL42,Ctb9,{'HGNC:29252'},{'ENSG00000087448'},{'GENE ID:57542'}
45775,KLHL42,KIAA1340,{'HGNC:29252'},{'ENSG00000087448'},{'GENE ID:57542'}
45776,KLHL42,KLHDC5,{'HGNC:29252'},{'ENSG00000087448'},{'GENE ID:57542'}
45777,KLHL5,,{'HGNC:6356'},{'ENSG00000109790'},{'GENE ID:51088'}
45778,KLHL5P1,,{'HGNC:56977'},"{'ENSG00000225282', 'ENSG00000281900'}",{'GENE ID:100129358'}
45779,KLHL6,FLJ00029,{'HGNC:18653'},{'ENSG00000172578'},{'GENE ID:89857'}
45780,KLHL6,,{'HGNC:18653'},{'ENSG00000172578'},{'GENE ID:89857'}
45781,KLHL6-AS1,,{'HGNC:40850'},{'ENSG00000242522'},{'GENE ID:100874019'}
45782,KLHL7,CISS3,{'HGNC:15646'},{'ENSG00000122550'},{'GENE ID:55975'}
45783,KLHL7,KLHL6,{'HGNC:15646'},{'ENSG00000122550'},{'GENE ID:55975'}
45784,KLHL7,PERCHING,{'HGNC:15646'},{'ENSG00000122550'},{'GENE ID:55975'}
45785,KLHL7,RP42,{'HGNC:15646'},{'ENSG00000122550'},{'GENE ID:55975'}
45786,KLHL7,SBBI26,{'HGNC:15646'},{'ENSG00000122550'},{'GENE ID:55975'}
45787,KLHL7-DT,KLHL7-AS1,{'HGNC:43431'},{'ENSG00000230658'},{'GENE ID:100775104'}
45788,KLHL7-DT,PLATAK,{'HGNC:43431'},{'ENSG00000230658'},{'GENE ID:100775104'}
45789,KLHL8,KIAA1378,{'HGNC:18644'},{'ENSG00000145332'},{'GENE ID:57563'}
45790,KLHL8,,{'HGNC:18644'},{'ENSG00000145332'},{'GENE ID:57563'}
45791,KLHL9,FLJ13568,{'HGNC:18732'},{'ENSG00000198642'},{'GENE ID:55958'}
45792,KLHL9,KIAA1354,{'HGNC:18732'},{'ENSG00000198642'},{'GENE ID:55958'}
45793,KLHL9,,{'HGNC:18732'},{'ENSG00000198642'},{'GENE ID:55958'}
45794,KLK1,KLK6,{'HGNC:6357'},{'ENSG00000167748'},{'GENE ID:3816'}
45795,KLK1,KLKR,{'HGNC:6357'},{'ENSG00000167748'},{'GENE ID:3816'}
45796,KLK1,Klk6,{'HGNC:6357'},{'ENSG00000167748'},{'GENE ID:3816'}
45797,KLK1,hK1,{'HGNC:6357'},{'ENSG00000167748'},{'GENE ID:3816'}
45798,KLK10,NES1,{'HGNC:6358'},{'ENSG00000129451'},{'GENE ID:5655'}
45799,KLK10,PRSSL1,{'HGNC:6358'},{'ENSG00000129451'},{'GENE ID:5655'}
45800,KLK11,IEKD,{'HGNC:6359'},{'ENSG00000167757'},{'GENE ID:11012'}
45801,KLK11,PRSS20,{'HGNC:6359'},{'ENSG00000167757'},{'GENE ID:11012'}
45802,KLK11,TLSP,{'HGNC:6359'},{'ENSG00000167757'},{'GENE ID:11012'}
45803,KLK12,KLK-L5,{'HGNC:6360'},{'ENSG00000186474'},{'GENE ID:43849'}
45804,KLK12,KLKL5,{'HGNC:6360'},{'ENSG00000186474'},{'GENE ID:43849'}
45805,KLK13,KLK-L4,{'HGNC:6361'},{'ENSG00000167759'},{'GENE ID:26085'}
45806,KLK13,KLKL4,{'HGNC:6361'},{'ENSG00000167759'},{'GENE ID:26085'}
45807,KLK14,KLK-L6,{'HGNC:6362'},{'ENSG00000129437'},{'GENE ID:43847'}
45808,KLK15,ACO,{'HGNC:20453'},{'ENSG00000174562'},{'GENE ID:55554'}
45809,KLK15,HSRNASPH,{'HGNC:20453'},{'ENSG00000174562'},{'GENE ID:55554'}
45810,KLK15,PROSTINOGEN,{'HGNC:20453'},{'ENSG00000174562'},{'GENE ID:55554'}
45811,KLK15,prostinogen,{'HGNC:20453'},{'ENSG00000174562'},{'GENE ID:55554'}
45812,KLK2,KLK2A2,{'HGNC:6363'},{'ENSG00000167751'},{'GENE ID:3817'}
45813,KLK2,hGK-1,{'HGNC:6363'},{'ENSG00000167751'},{'GENE ID:3817'}
45814,KLK2,hK2,{'HGNC:6363'},{'ENSG00000167751'},{'GENE ID:3817'}
45815,KLK2,,{'HGNC:6363'},{'ENSG00000167751'},{'GENE ID:3817'}
45816,KLK3,APS,{'HGNC:6364'},{'ENSG00000142515'},{'GENE ID:354'}
45817,KLK3,KLK2A1,{'HGNC:6364'},{'ENSG00000142515'},{'GENE ID:354'}
45818,KLK3,PSA,{'HGNC:6364'},{'ENSG00000142515'},{'GENE ID:354'}
45819,KLK3,hK3,{'HGNC:6364'},{'ENSG00000142515'},{'GENE ID:354'}
45820,KLK4,AI2A1,{'HGNC:6365'},{'ENSG00000167749'},{'GENE ID:9622'}
45821,KLK4,ARM1,{'HGNC:6365'},{'ENSG00000167749'},{'GENE ID:9622'}
45822,KLK4,EMSP,{'HGNC:6365'},{'ENSG00000167749'},{'GENE ID:9622'}
45823,KLK4,EMSP1,{'HGNC:6365'},{'ENSG00000167749'},{'GENE ID:9622'}
45824,KLK4,KLK-L1,{'HGNC:6365'},{'ENSG00000167749'},{'GENE ID:9622'}
45825,KLK4,PRSS17,{'HGNC:6365'},{'ENSG00000167749'},{'GENE ID:9622'}
45826,KLK4,PSTS,{'HGNC:6365'},{'ENSG00000167749'},{'GENE ID:9622'}
45827,KLK4,kallikrein,{'HGNC:6365'},{'ENSG00000167749'},{'GENE ID:9622'}
45828,KLK5,KLK-L2,{'HGNC:6366'},{'ENSG00000167754'},{'GENE ID:25818'}
45829,KLK5,KLKL2,{'HGNC:6366'},{'ENSG00000167754'},{'GENE ID:25818'}
45830,KLK5,SCTE,{'HGNC:6366'},{'ENSG00000167754'},{'GENE ID:25818'}
45831,KLK6,BSSP,{'HGNC:6367'},{'ENSG00000167755'},{'GENE ID:5653'}
45832,KLK6,Bssp,{'HGNC:6367'},{'ENSG00000167755'},{'GENE ID:5653'}
45833,KLK6,KLK7,{'HGNC:6367'},{'ENSG00000167755'},{'GENE ID:5653'}
45834,KLK6,Klk7,{'HGNC:6367'},{'ENSG00000167755'},{'GENE ID:5653'}
45835,KLK6,NEUROSIN,{'HGNC:6367'},{'ENSG00000167755'},{'GENE ID:5653'}
45836,KLK6,PRSS18,{'HGNC:6367'},{'ENSG00000167755'},{'GENE ID:5653'}
45837,KLK6,PRSS9,{'HGNC:6367'},{'ENSG00000167755'},{'GENE ID:5653'}
45838,KLK6,SP59,{'HGNC:6367'},{'ENSG00000167755'},{'GENE ID:5653'}
45839,KLK6,hK6,{'HGNC:6367'},{'ENSG00000167755'},{'GENE ID:5653'}
45840,KLK6,neurosin,{'HGNC:6367'},{'ENSG00000167755'},{'GENE ID:5653'}
45841,KLK7,PRSS6,{'HGNC:6368'},{'ENSG00000169035'},{'GENE ID:5650'}
45842,KLK7,SCCE,{'HGNC:6368'},{'ENSG00000169035'},{'GENE ID:5650'}
45843,KLK7,hK7,{'HGNC:6368'},{'ENSG00000169035'},{'GENE ID:5650'}
45844,KLK8,HNP,{'HGNC:6369'},{'ENSG00000129455'},{'GENE ID:11202'}
45845,KLK8,NEUROPSIN,{'HGNC:6369'},{'ENSG00000129455'},{'GENE ID:11202'}
45846,KLK8,NP,{'HGNC:6369'},{'ENSG00000129455'},{'GENE ID:11202'}
45847,KLK8,NRPN,{'HGNC:6369'},{'ENSG00000129455'},{'GENE ID:11202'}
45848,KLK8,OVASIN,{'HGNC:6369'},{'ENSG00000129455'},{'GENE ID:11202'}
45849,KLK8,PRSS19,{'HGNC:6369'},{'ENSG00000129455'},{'GENE ID:11202'}
45850,KLK8,TADG14,{'HGNC:6369'},{'ENSG00000129455'},{'GENE ID:11202'}
45851,KLK8,neuropsin,{'HGNC:6369'},{'ENSG00000129455'},{'GENE ID:11202'}
45852,KLK8,ovasin,{'HGNC:6369'},{'ENSG00000129455'},{'GENE ID:11202'}
45853,KLK9,KLK-L3,{'HGNC:6370'},{'ENSG00000213022'},{'GENE ID:284366'}
45854,KLK9,KLKL3,{'HGNC:6370'},{'ENSG00000213022'},{'GENE ID:284366'}
45855,KLKB1,KLK3,{'HGNC:6371'},{'ENSG00000164344'},{'GENE ID:3818'}
45856,KLKB1,PKK,{'HGNC:6371'},{'ENSG00000164344'},{'GENE ID:3818'}
45857,KLKB1,PKKD,{'HGNC:6371'},{'ENSG00000164344'},{'GENE ID:3818'}
45858,KLKB1,PPK,{'HGNC:6371'},{'ENSG00000164344'},{'GENE ID:3818'}
45859,KLKB1,,{'HGNC:6371'},{'ENSG00000164344'},{'GENE ID:3818'}
45860,KLKP1,KARMA,{'HGNC:21260'},{'ENSG00000290915'},{'GENE ID:606293'}
45861,KLKP1,KLK31P,{'HGNC:21260'},"{'ENSG00000197588', 'ENSG00000290915'}",{'GENE ID:606293'}
45862,KLKP1,KRSP1,{'HGNC:21260'},{'ENSG00000290915'},{'GENE ID:606293'}
45863,KLKP1,PSIKLK1,{'HGNC:21260'},{'ENSG00000197588'},set()
45864,KLKP1,PsiKLK1,{'HGNC:21260'},"{'ENSG00000197588', 'ENSG00000290915'}",{'GENE ID:606293'}
45865,KLKP1,YKLK1,{'HGNC:21260'},"{'ENSG00000197588', 'ENSG00000290915'}",{'GENE ID:606293'}
45866,KLLN,CWS4,{'HGNC:37212'},{'ENSG00000227268'},{'GENE ID:100144748'}
45867,KLLN,KILLIN,{'HGNC:37212'},"{'ENSG00000227268', 'ENSG00000283059'}",{'GENE ID:100144748'}
45868,KLLN,killin,{'HGNC:37212'},{'ENSG00000227268'},{'GENE ID:100144748'}
45869,KLRA1P,KLRA1,{'HGNC:6372'},{'ENSG00000256667'},{'GENE ID:10748'}
45870,KLRA1P,KLRAP1,{'HGNC:6372'},{'ENSG00000256667'},{'GENE ID:10748'}
45871,KLRA1P,LY49,{'HGNC:6372'},{'ENSG00000256667'},set()
45872,KLRA1P,LY49L,{'HGNC:6372'},{'ENSG00000256667'},{'GENE ID:10748'}
45873,KLRA1P,Ly-49L,{'HGNC:6372'},set(),{'GENE ID:10748'}
45874,KLRA1P,Ly49,{'HGNC:6372'},{'ENSG00000256667'},{'GENE ID:10748'}
45875,KLRB1,CD161,{'HGNC:6373'},{'ENSG00000111796'},{'GENE ID:3820'}
45876,KLRB1,CLEC5B,{'HGNC:6373'},{'ENSG00000111796'},{'GENE ID:3820'}
45877,KLRB1,HNKR-P1A,{'HGNC:6373'},{'ENSG00000111796'},{'GENE ID:3820'}
45878,KLRB1,NKR,{'HGNC:6373'},{'ENSG00000111796'},{'GENE ID:3820'}
45879,KLRB1,NKR-P1,{'HGNC:6373'},{'ENSG00000111796'},{'GENE ID:3820'}
45880,KLRB1,NKR-P1A,{'HGNC:6373'},{'ENSG00000111796'},{'GENE ID:3820'}
45881,KLRB1,NKRP1A,{'HGNC:6373'},{'ENSG00000111796'},{'GENE ID:3820'}
45882,KLRB1,hNKR-P1A,{'HGNC:6373'},{'ENSG00000111796'},{'GENE ID:3820'}
45883,KLRC1,CD159A,{'HGNC:6374'},{'ENSG00000134545'},{'GENE ID:3821'}
45884,KLRC1,CD159a,{'HGNC:6374'},{'ENSG00000134545'},{'GENE ID:3821'}
45885,KLRC1,NKG2,{'HGNC:6374'},{'ENSG00000134545'},{'GENE ID:3821'}
45886,KLRC1,NKG2-A,{'HGNC:6374'},{'ENSG00000134545'},{'GENE ID:3821'}
45887,KLRC1,NKG2-B,{'HGNC:6374'},{'ENSG00000134545'},{'GENE ID:3821'}
45888,KLRC1,NKG2A,{'HGNC:6374'},{'ENSG00000134545'},{'GENE ID:3821'}
45889,KLRC2,CD159C,{'HGNC:6375'},{'ENSG00000205809'},{'GENE ID:3822'}
45890,KLRC2,CD159c,{'HGNC:6375'},{'ENSG00000205809'},{'GENE ID:3822'}
45891,KLRC2,NKG2-C,{'HGNC:6375'},{'ENSG00000205809'},{'GENE ID:3822'}
45892,KLRC2,NKG2C,{'HGNC:6375'},{'ENSG00000205809'},{'GENE ID:3822'}
45893,KLRC3,NKG2-E,{'HGNC:6376'},{'ENSG00000205810'},{'GENE ID:3823'}
45894,KLRC3,NKG2E,{'HGNC:6376'},{'ENSG00000205810'},{'GENE ID:3823'}
45895,KLRC4,NKG2-F,{'HGNC:6377'},{'ENSG00000183542'},{'GENE ID:8302'}
45896,KLRC4,NKG2F,{'HGNC:6377'},{'ENSG00000183542'},{'GENE ID:8302'}
45897,KLRC4-KLRK1,,{'HGNC:48357'},{'ENSG00000255819'},{'GENE ID:100528032'}
45898,KLRD1,CD94,{'HGNC:6378'},{'ENSG00000134539'},{'GENE ID:3824'}
45899,KLRD1,,{'HGNC:6378'},{'ENSG00000134539'},{'GENE ID:3824'}
45900,KLRF1,CLEC5C,{'HGNC:13342'},{'ENSG00000150045'},{'GENE ID:51348'}
45901,KLRF1,NKP80,{'HGNC:13342'},{'ENSG00000150045'},{'GENE ID:51348'}
45902,KLRF1,NKp80,{'HGNC:13342'},{'ENSG00000150045'},{'GENE ID:51348'}
45903,KLRF2,NKP65,{'HGNC:37646'},{'ENSG00000256797'},{'GENE ID:100431172'}
45904,KLRF2,NKp65,{'HGNC:37646'},{'ENSG00000256797'},{'GENE ID:100431172'}
45905,KLRG1,2F1,{'HGNC:6380'},{'ENSG00000139187'},{'GENE ID:10219'}
45906,KLRG1,CLEC15A,{'HGNC:6380'},{'ENSG00000139187'},{'GENE ID:10219'}
45907,KLRG1,MAFA,{'HGNC:6380'},{'ENSG00000139187'},{'GENE ID:10219'}
45908,KLRG1,MAFA-2F1,{'HGNC:6380'},{'ENSG00000139187'},{'GENE ID:10219'}
45909,KLRG1,MAFA-L,{'HGNC:6380'},{'ENSG00000139187'},{'GENE ID:10219'}
45910,KLRG1,MAFA-LIKE,{'HGNC:6380'},{'ENSG00000139187'},{'GENE ID:10219'}
45911,KLRG2,CLEC15B,{'HGNC:24778'},{'ENSG00000188883'},{'GENE ID:346689'}
45912,KLRG2,FLJ44186,{'HGNC:24778'},{'ENSG00000188883'},{'GENE ID:346689'}
45913,KLRK1,CD314,{'HGNC:18788'},{'ENSG00000213809'},"{'GENE ID:22914', 'GENE ID:100528032'}"
45914,KLRK1,D12S2489E,{'HGNC:18788'},{'ENSG00000213809'},"{'GENE ID:22914', 'GENE ID:100528032'}"
45915,KLRK1,KLR,{'HGNC:18788'},{'ENSG00000213809'},"{'GENE ID:22914', 'GENE ID:100528032'}"
45916,KLRK1,NKG2-D,{'HGNC:18788'},{'ENSG00000213809'},"{'GENE ID:22914', 'GENE ID:100528032'}"
45917,KLRK1,NKG2D,{'HGNC:18788'},{'ENSG00000213809'},"{'GENE ID:22914', 'GENE ID:100528032'}"
45918,KLRK1-AS1,LOC101928100,{'HGNC:54868'},{'ENSG00000245648'},{'GENE ID:101928100'}
45919,KLRK1-AS1,TP53LC04,{'HGNC:54868'},{'ENSG00000245648'},{'GENE ID:101928100'}
45920,KMO,dJ317G22.1,{'HGNC:6381'},{'ENSG00000117009'},{'GENE ID:8564'}
45921,KMO,,{'HGNC:6381'},{'ENSG00000117009'},{'GENE ID:8564'}
45922,KMT2A,ALL-1,{'HGNC:7132'},{'ENSG00000118058'},{'GENE ID:4297'}
45923,KMT2A,ALL1,{'HGNC:7132'},{'ENSG00000118058'},{'GENE ID:4297'}
45924,KMT2A,CXXC7,{'HGNC:7132'},{'ENSG00000118058'},{'GENE ID:4297'}
45925,KMT2A,GAS7,{'HGNC:7132'},{'ENSG00000118058'},{'GENE ID:4297'}
45926,KMT2A,HRX,{'HGNC:7132'},{'ENSG00000118058'},{'GENE ID:4297'}
45927,KMT2A,HTRX,{'HGNC:7132'},{'ENSG00000118058'},{'GENE ID:4297'}
45928,KMT2A,HTRX1,{'HGNC:7132'},{'ENSG00000118058'},{'GENE ID:4297'}
45929,KMT2A,MLL,{'HGNC:7132'},{'ENSG00000118058'},{'GENE ID:4297'}
45930,KMT2A,MLL1,{'HGNC:7132'},{'ENSG00000118058'},{'GENE ID:4297'}
45931,KMT2A,MLL1A,{'HGNC:7132'},{'ENSG00000118058'},{'GENE ID:4297'}
45932,KMT2A,TRX1,{'HGNC:7132'},{'ENSG00000118058'},{'GENE ID:4297'}
45933,KMT2A,WDSTS,{'HGNC:7132'},{'ENSG00000118058'},{'GENE ID:4297'}
45934,KMT2B,CXXC10,{'HGNC:15840'},{'ENSG00000272333'},{'GENE ID:9757'}
45935,KMT2B,DYT28,{'HGNC:15840'},{'ENSG00000272333'},{'GENE ID:9757'}
45936,KMT2B,HRX2,{'HGNC:15840'},{'ENSG00000272333'},{'GENE ID:9757'}
45937,KMT2B,KIAA0304,{'HGNC:15840'},{'ENSG00000272333'},{'GENE ID:9757'}
45938,KMT2B,MLL1B,{'HGNC:15840'},{'ENSG00000272333'},{'GENE ID:9757'}
45939,KMT2B,MLL2,{'HGNC:15840'},{'ENSG00000272333'},{'GENE ID:9757'}
45940,KMT2B,MLL4,{'HGNC:15840'},{'ENSG00000272333'},{'GENE ID:9757'}
45941,KMT2B,MRD68,{'HGNC:15840'},{'ENSG00000272333'},{'GENE ID:9757'}
45942,KMT2B,TRX2,{'HGNC:15840'},{'ENSG00000272333'},{'GENE ID:9757'}
45943,KMT2B,WBP-7,{'HGNC:15840'},{'ENSG00000272333'},{'GENE ID:9757'}
45944,KMT2B,WBP7,{'HGNC:15840'},{'ENSG00000272333'},{'GENE ID:9757'}
45945,KMT2C,HALR,{'HGNC:13726'},{'ENSG00000055609'},{'GENE ID:58508'}
45946,KMT2C,KIAA1506,{'HGNC:13726'},{'ENSG00000055609'},{'GENE ID:58508'}
45947,KMT2C,KLEFS2,{'HGNC:13726'},{'ENSG00000055609'},{'GENE ID:58508'}
45948,KMT2C,MLL3,{'HGNC:13726'},{'ENSG00000055609'},{'GENE ID:58508'}
45949,KMT2CP1,,{'HGNC:56179'},"{'ENSG00000305955', 'ENSG00000278273'}",{'GENE ID:101927429'}
45950,KMT2CP2,,{'HGNC:56180'},{'ENSG00000276756'},{'GENE ID:125177371'}
45951,KMT2CP3,,{'HGNC:56181'},{'ENSG00000274927'},{'GENE ID:125177372'}
45952,KMT2CP4,,{'HGNC:56182'},{'ENSG00000283132'},{'GENE ID:101927050'}
45953,KMT2CP5,,{'HGNC:56183'},{'ENSG00000230572'},{'GENE ID:107985798'}
45954,KMT2D,AAD10,{'HGNC:7133'},{'ENSG00000167548'},{'GENE ID:8085'}
45955,KMT2D,ALR,{'HGNC:7133'},{'ENSG00000167548'},{'GENE ID:8085'}
45956,KMT2D,BCAHH,{'HGNC:7133'},{'ENSG00000167548'},{'GENE ID:8085'}
45957,KMT2D,CAGL114,{'HGNC:7133'},{'ENSG00000167548'},{'GENE ID:8085'}
45958,KMT2D,KABUK1,{'HGNC:7133'},{'ENSG00000167548'},{'GENE ID:8085'}
45959,KMT2D,KMS,{'HGNC:7133'},{'ENSG00000167548'},{'GENE ID:8085'}
45960,KMT2D,MLL2,{'HGNC:7133'},{'ENSG00000167548'},{'GENE ID:8085'}
45961,KMT2D,MLL4,{'HGNC:7133'},{'ENSG00000167548'},{'GENE ID:8085'}
45962,KMT2D,TNRC21,{'HGNC:7133'},{'ENSG00000167548'},{'GENE ID:8085'}
45963,KMT2E,HDCMC04P,{'HGNC:18541'},{'ENSG00000005483'},{'GENE ID:55904'}
45964,KMT2E,MLL5,{'HGNC:18541'},{'ENSG00000005483'},{'GENE ID:55904'}
45965,KMT2E,NKp44L,{'HGNC:18541'},{'ENSG00000005483'},{'GENE ID:55904'}
45966,KMT2E,ODLURO,{'HGNC:18541'},{'ENSG00000005483'},{'GENE ID:55904'}
45967,KMT2E,SETD5B,{'HGNC:18541'},{'ENSG00000005483'},{'GENE ID:55904'}
45968,KMT2E-AS1,LHFPL3-AS2,{'HGNC:40845'},{'ENSG00000239569'},{'GENE ID:100216545'}
45969,KMT2E-AS1,LINC01004,{'HGNC:40845'},{'ENSG00000239569'},{'GENE ID:100216545'}
45970,KMT2E-AS1,LOC100216545,{'HGNC:40845'},{'ENSG00000239569'},"{'GENE ID:723809', 'GENE ID:100216545'}"
45971,KMT2E-AS1,RP11-325F22.5.1,{'HGNC:40845'},{'ENSG00000239569'},{'GENE ID:100216545'}
45972,KMT2E-AS1,lncPENG,{'HGNC:40845'},{'ENSG00000239569'},{'GENE ID:100216545'}
45973,KMT5A,PR-SET7,{'HGNC:29489'},{'ENSG00000183955'},{'GENE ID:387893'}
45974,KMT5A,PR-Set7,{'HGNC:29489'},{'ENSG00000183955'},{'GENE ID:387893'}
45975,KMT5A,PR/SET07,{'HGNC:29489'},{'ENSG00000183955'},{'GENE ID:387893'}
45976,KMT5A,SET07,{'HGNC:29489'},{'ENSG00000183955'},{'GENE ID:387893'}
45977,KMT5A,SET8,{'HGNC:29489'},{'ENSG00000183955'},{'GENE ID:387893'}
45978,KMT5A,SETD8,{'HGNC:29489'},{'ENSG00000183955'},{'GENE ID:387893'}
45979,KMT5AP1,SET07P,{'HGNC:30088'},"{'ENSG00000279730', 'ENSG00000280895'}",set()
45980,KMT5AP1,SET07p,{'HGNC:30088'},{'ENSG00000279730'},{'GENE ID:57108'}
45981,KMT5AP1,SET7,{'HGNC:30088'},set(),{'GENE ID:57108'}
45982,KMT5AP1,SETD8P1,{'HGNC:30088'},"{'ENSG00000279730', 'ENSG00000280895'}",{'GENE ID:57108'}
45983,KMT5AP2,,{'HGNC:54727'},{'ENSG00000232531'},{'GENE ID:100421788'}
45984,KMT5AP3,,{'HGNC:54728'},{'ENSG00000242583'},{'GENE ID:100421819'}
45985,KMT5B,CGI-85,{'HGNC:24283'},{'ENSG00000110066'},{'GENE ID:51111'}
45986,KMT5B,CGI85,{'HGNC:24283'},{'ENSG00000110066'},{'GENE ID:51111'}
45987,KMT5B,MRD51,{'HGNC:24283'},{'ENSG00000110066'},{'GENE ID:51111'}
