,ENSG_ID,NCBI_ID,HGNC_ID,alias_symbol,gene_symbol
34839,ENSG00000260230,23732,1362,CG-6,FRRS1L
34841,ENSG00000178814,26873,8149,5-OPASE,OPLAH
34842,ENSG00000178814,26873,8149,OPLA,OPLAH
34844,ENSG00000164867,4846,7876,ECNOS,NOS3
34845,ENSG00000164867,4846,7876,ENOS,NOS3
34846,ENSG00000096872,80173,21424,CCDC2,IFT74
34847,ENSG00000096872,80173,21424,CMG-1,IFT74
34848,ENSG00000096872,80173,21424,CMG1,IFT74
34849,ENSG00000096872,80173,21424,FLJ22621,IFT74
34871,ENSG00000103356,124454,29419,KIAA1970,EARS2
34872,ENSG00000103356,124454,29419,MSE1,EARS2
34873,ENSG00000103356,124454,29419,MTGLNRS,EARS2
34875,ENSG00000275565,240,435,5-LOX,ALOX5
34887,ENSG00000277377,5265,8941,A1A,SERPINA1
34888,ENSG00000277377,5265,8941,A1AT,SERPINA1
34889,ENSG00000277377,5265,8941,AAT,SERPINA1
34890,ENSG00000277377,5265,8941,ALPHA-1-ANTITRYPSIN,SERPINA1
34891,ENSG00000277377,5265,8941,ALPHA1AT,SERPINA1
34892,ENSG00000277377,5265,8941,PI,SERPINA1
34893,ENSG00000277377,5265,8941,PI1,SERPINA1
34897,ENSG00000182931,280664,20479,WAP12,WFDC10B
34899,ENSG00000233057,,3197,EEF1AL12,EEF1A1P14
34900,ENSG00000143167,10223,4445,A33,GPA33
34901,ENSG00000185798,348793,28786,MGC12928,WDR53
34902,ENSG00000185798,348793,28786,MGC64882,WDR53
34903,ENSG00000284193,100302168,35322,HSA-MIR-1257,MIR1257
34904,ENSG00000284193,100302168,35322,MIRN1257,MIR1257
34906,ENSG00000265306,100422838,38250,HSA-MIR-3195,MIR3195
34907,ENSG00000130699,6874,11537,TAF2C,TAF4
34908,ENSG00000130699,6874,11537,TAF2C1,TAF4
34909,ENSG00000130699,6874,11537,TAF4A,TAF4
34910,ENSG00000130699,6874,11537,TAFII130,TAF4
34911,ENSG00000130699,6874,11537,TAFII135,TAF4
34913,ENSG00000138131,84171,17171,FLJ21889,LOXL4
34914,ENSG00000138131,84171,17171,LOXC,LOXL4
34921,ENSG00000204978,100170765,34497,C19ORF69,ERICH4
34922,ENSG00000204978,100170765,34497,LOC100170765,ERICH4
34925,ENSG00000141664,54877,22916,C18ORF49,ZCCHC2
34926,ENSG00000141664,54877,22916,FLJ20222,ZCCHC2
34927,ENSG00000141664,54877,22916,FLJ20281,ZCCHC2
34928,ENSG00000141664,54877,22916,KIAA1744,ZCCHC2
34930,ENSG00000277888,102465509,50026,HSA-MIR-6846,MIR6846
34931,ENSG00000284200,102465510,50022,HSA-MIR-6847,MIR6847
34932,ENSG00000105366,27181,10877,MGC59785,SIGLEC8
34933,ENSG00000105366,27181,10877,SAF2,SIGLEC8
34934,ENSG00000105366,27181,10877,SIGLEC-8,SIGLEC8
34935,ENSG00000105366,27181,10877,SIGLEC8L,SIGLEC8
34936,ENSG00000179091,1537,2579,UQCR4,CYC1
34938,ENSG00000188001,285386,24759,FAM79B,TPRG1
34939,ENSG00000188001,285386,24759,FLJ41238,TPRG1
34940,ENSG00000188001,285386,24759,FLJ43694,TPRG1
34944,ENSG00000111790,26127,23098,DKFZP564O1863,FGFR1OP2
34945,ENSG00000143184,6375,10645,ATAC,XCL1
34946,ENSG00000143184,6375,10645,LPTN,XCL1
34947,ENSG00000143184,6375,10645,LTN,XCL1
34948,ENSG00000143184,6375,10645,SCM-1,XCL1
34949,ENSG00000143184,6375,10645,SCM-1A,XCL1
34950,ENSG00000143184,6375,10645,SCYC1,XCL1
34951,ENSG00000274821,390502,8985,ARGS,SERPINA2
34952,ENSG00000274821,390502,8985,ATR,SERPINA2
34953,ENSG00000274821,390502,8985,PIL,SERPINA2
34954,ENSG00000274821,390502,8985,SERPINA2P,SERPINA2
34956,ENSG00000284415,100302133,35280,HSA-MIR-1287,MIR1287
34957,ENSG00000284415,100302133,35280,MIRN1287,MIR1287
34958,ENSG00000264610,100616482,41802,HSA-MIR-4685,MIR4685
34959,ENSG00000225768,101927523,54097,BCRT1,LINC02620
34962,ENSG00000156395,22986,16699,KIAA1059,SORCS3
34963,ENSG00000156395,22986,16699,SORCS,SORCS3
34964,ENSG00000274684,57407,24987,FLJ25918,NMRAL1
34965,ENSG00000274684,57407,24987,HSCARG,NMRAL1
34966,ENSG00000274684,57407,24987,SDR48A1,NMRAL1
34968,ENSG00000179526,81858,25321,DKFZP434N1923,SHARPIN
34969,ENSG00000179526,81858,25321,SIPL1,SHARPIN
34977,ENSG00000124143,343578,16226,C20ORF95,ARHGAP40
34978,ENSG00000124143,343578,16226,DJ1100H13.4,ARHGAP40
34979,ENSG00000133789,23075,17070,KIAA0640,SWAP70
34980,ENSG00000133789,23075,17070,SWAP-70,SWAP70
34981,ENSG00000143228,83540,14621,CDCA1,NUF2
34982,ENSG00000143228,83540,14621,CT106,NUF2
34983,ENSG00000143228,83540,14621,NUF2R,NUF2
34985,ENSG00000103353,56061,30565,FLJ38870,UBFD1
34986,ENSG00000103353,56061,30565,FLJ42145,UBFD1
34987,ENSG00000103353,56061,30565,UBPH,UBFD1
34989,ENSG00000197771,79892,25782,C10ORF119,MCMBP
34990,ENSG00000197771,79892,25782,FLJ13081,MCMBP
34991,ENSG00000197771,79892,25782,MCM-BP,MCMBP
34993,ENSG00000158901,90199,16163,C20ORF170,WFDC8
34994,ENSG00000158901,90199,16163,DJ461P17.1,WFDC8
34995,ENSG00000158901,90199,16163,WAP8,WFDC8
34996,ENSG00000254521,89858,15482,S2V,SIGLEC12
34997,ENSG00000254521,89858,15482,SIGLEC-12,SIGLEC12
34998,ENSG00000254521,89858,15482,SIGLEC-L1,SIGLEC12
34999,ENSG00000254521,89858,15482,SIGLEC-XII,SIGLEC12
35000,ENSG00000254521,89858,15482,SIGLECL1,SIGLEC12
35001,ENSG00000254521,89858,15482,SLG,SIGLEC12
35010,ENSG00000173208,225,66,ALDL1,ABCD2
35011,ENSG00000173208,225,66,ALDR,ABCD2
35012,ENSG00000173208,225,66,ALDRP,ABCD2
35015,ENSG00000226564,,37639,FTHL20,FTH1P20
35017,ENSG00000136732,2995,4704,CD236,GYPC
35018,ENSG00000136732,2995,4704,CD236R,GYPC
35019,ENSG00000136732,2995,4704,GE,GYPC
35020,ENSG00000136732,2995,4704,GPC,GYPC
35021,ENSG00000136732,2995,4704,GPD,GYPC
35022,ENSG00000136732,2995,4704,GYPD,GYPC
35030,ENSG00000181092,9370,13633,ACDC,ADIPOQ
35031,ENSG00000181092,9370,13633,ACRP30,ADIPOQ
35032,ENSG00000181092,9370,13633,ADIPONECTIN,ADIPOQ
35033,ENSG00000181092,9370,13633,APM1,ADIPOQ
35034,ENSG00000181092,9370,13633,GBP28,ADIPOQ
35035,ENSG00000269096,441519,33268,CT45-3,CT45A3
35036,ENSG00000269096,441519,33268,CT45-4,CT45A3
35037,ENSG00000269096,441519,33268,CT45.3,CT45A3
35038,ENSG00000269096,441519,33268,CT45.4,CT45A3
35039,ENSG00000269096,441519,33268,CT45A4,CT45A3
35045,ENSG00000166819,5346,9076,PLIN,PLIN1
35046,ENSG00000124155,51604,14938,PIG-T,PIGT
35049,ENSG00000174038,138724,31418,C9ORF131,SPATA31G1
35050,ENSG00000174038,138724,31418,MGC41945,SPATA31G1
35051,ENSG00000105492,946,10875,CD327,SIGLEC6
35052,ENSG00000105492,946,10875,CD33L,SIGLEC6
35053,ENSG00000105492,946,10875,CD33L1,SIGLEC6
35054,ENSG00000105492,946,10875,OB-BP1,SIGLEC6
35055,ENSG00000105492,946,10875,SIGLEC-6,SIGLEC6
35056,ENSG00000127337,8089,24859,GAS41,YEATS4
35057,ENSG00000127337,8089,24859,NUBI-1,YEATS4
35058,ENSG00000127337,8089,24859,YAF9,YEATS4
35060,ENSG00000278289,541465,33271,CT45-6,CT45A6
35061,ENSG00000278289,541465,33271,CT45.6,CT45A6
35062,ENSG00000004779,4706,7694,ACP,NDUFAB1
35063,ENSG00000004779,4706,7694,ACP1,NDUFAB1
35064,ENSG00000004779,4706,7694,FASN2A,NDUFAB1
35065,ENSG00000004779,4706,7694,SDAP,NDUFAB1
35067,ENSG00000127249,84239,25422,DKFZP761I1011,ATP13A4
35068,ENSG00000127249,84239,25422,FLJ37958,ATP13A4
35069,ENSG00000179698,340390,26959,KIAA1875,WDR97
35074,ENSG00000271449,728911,28400,CT45-2,CT45A2
35075,ENSG00000271449,728911,28400,CT45.2,CT45A2
35076,ENSG00000236396,646000,31043,AMAC1L1,SLC35G4
35077,ENSG00000236396,646000,31043,SLC35G4P,SLC35G4
35081,ENSG00000265370,100616322,41788,HSA-MIR-4682,MIR4682
35084,ENSG00000283492,102465690,50190,HSA-MIR-7153,MIR7153
35090,ENSG00000292378,55783,25635,AFT,CMTR2
35091,ENSG00000292378,55783,25635,FLJ11171,CMTR2
35092,ENSG00000292378,55783,25635,FTSJD1,CMTR2
35093,ENSG00000292378,55783,25635,MTR2,CMTR2
35096,ENSG00000255112,57132,24287,C18ORF2,CHMP1B
35097,ENSG00000255112,57132,24287,CHMP1.5,CHMP1B
35098,ENSG00000255112,57132,24287,VPS46B,CHMP1B
35099,ENSG00000107798,3988,6617,CESD,LIPA
35100,ENSG00000107798,3988,6617,LAL,LIPA
35101,ENSG00000165283,30968,14559,HSPC108,STOML2
35102,ENSG00000165283,30968,14559,SLP-2,STOML2
35103,ENSG00000282830,794,1435,CAL2,CALB2
35106,ENSG00000179981,10194,10669,NY-CO-33,TSHZ1
35107,ENSG00000179981,10194,10669,SDCCAG33,TSHZ1
35108,ENSG00000179981,10194,10669,TSH1,TSHZ1
35109,ENSG00000166821,8800,8852,MGC119947,PEX11A
35110,ENSG00000166821,8800,8852,MGC138534,PEX11A
35112,ENSG00000166821,8800,8852,PEX11ALPHA,PEX11A
35113,ENSG00000166821,8800,8852,PMP28,PEX11A
35117,ENSG00000166847,84516,24594,MGC3248,DCTN5
35118,ENSG00000166847,84516,24594,P25,DCTN5
35125,ENSG00000168530,4632,7582,MLC-1,MYL1
35126,ENSG00000168530,4632,7582,MLC1,MYL1
35127,ENSG00000168530,4632,7582,MLC1/3,MYL1
35128,ENSG00000168530,4632,7582,MLC1F,MYL1
35129,ENSG00000168530,4632,7582,MLC3F,MYL1
35132,ENSG00000207633,574508,32140,HSA-MIR-505,MIR505
35133,ENSG00000207633,574508,32140,MIRN505,MIR505
35135,ENSG00000203933,347487,33743,RP11-35F15.2,CXORF66
35136,ENSG00000203933,347487,33743,SGPX,CXORF66
35141,ENSG00000252568,,34124,U7.28,RNU7-28P
35142,ENSG00000141644,4152,6916,CXXC3,MBD1
35143,ENSG00000141644,4152,6916,PCM1,MBD1
35144,ENSG00000109814,7358,12525,GDH,UGDH
35145,ENSG00000109814,7358,12525,UDP-GLCDH,UGDH
35146,ENSG00000109814,7358,12525,UDPGDH,UGDH
35147,ENSG00000109814,7358,12525,UGD,UGDH
35151,ENSG00000208013,724022,32908,HSA-MIR-652,MIR652
35152,ENSG00000208013,724022,32908,MIRN652,MIR652
35153,ENSG00000265584,100616491,41630,HSA-MIR-3978,MIR3978
35155,ENSG00000208883,692226,32759,U96B,SNORD96B
35162,ENSG00000235173,51236,24161,BRP16,HGH1
35163,ENSG00000235173,51236,24161,C8ORF30A,HGH1
35164,ENSG00000235173,51236,24161,C8ORF30B,HGH1
35165,ENSG00000235173,51236,24161,FAM203A,HGH1
35166,ENSG00000235173,51236,24161,FAM203B,HGH1
35167,ENSG00000235173,51236,24161,FLJ40907,HGH1
35168,ENSG00000235173,51236,24161,LOC51236,HGH1
35170,ENSG00000187808,347454,32960,ANKRD58,SOWAHD
35172,ENSG00000148926,133,259,AM,ADM
35174,ENSG00000283665,100616279,41672,HSA-MIR-3974,MIR3974
35176,ENSG00000198918,6170,10350,EL39,RPL39
35177,ENSG00000198918,6170,10350,L39,RPL39
35178,ENSG00000198918,6170,10350,RPL39P42,RPL39
35184,ENSG00000272435,,43257,RN5S357,RNA5SP357
35186,ENSG00000252364,,43260,RN5S360,RNA5SP360
35188,ENSG00000251781,,43256,RN5S356,RNA5SP356
35189,ENSG00000199843,,43258,RN5S358,RNA5SP358
35190,ENSG00000201708,,43259,RN5S359,RNA5SP359
35192,ENSG00000221604,100302220,35286,HSA-MIR-1293,MIR1293
35193,ENSG00000221604,100302220,35286,MIRN1293,MIR1293
35198,ENSG00000133937,145258,4612,GSC1,GSC
35201,ENSG00000206622,26779,10226,RNU69,SNORA69
35202,ENSG00000206622,26779,10226,U69,SNORA69
35204,ENSG00000125352,7737,12974,CWC24,RNF113A
35205,ENSG00000125352,7737,12974,RNF113,RNF113A
35206,ENSG00000125352,7737,12974,ZNF183,RNF113A
35215,ENSG00000125356,4694,7683,CI-MWFE,NDUFA1
35216,ENSG00000125356,4694,7683,MWFE,NDUFA1
35217,ENSG00000284360,102465133,49931,HSA-MIR-6125,MIR6125
35227,ENSG00000278108,102466193,50160,HSA-MIR-6757,MIR6757
35232,ENSG00000255569,,12101,TCRAV1S1,TRAV1-1
35233,ENSG00000255569,,12101,TCRAV7S1,TRAV1-1
35234,ENSG00000255569,,12101,TRAV11,TRAV1-1
35237,ENSG00000264405,100500903,38884,HSA-MIR-3913-1,MIR3913-1
35239,ENSG00000206650,100379132,34359,U70G,SNORA70G
35240,ENSG00000201942,,43263,RN5S363,RNA5SP363
35241,ENSG00000227473,,31931,TSSK5P1,TSSK5P
35242,ENSG00000227473,,31931,TSSK5P2,TSSK5P
35243,ENSG00000227473,,31931,TSSKPS1,TSSK5P
35245,ENSG00000283677,100500868,38953,HSA-MIR-3913-2,MIR3913-2
35246,ENSG00000252770,,34100,RNU7-132P,RNU7-4P
35247,ENSG00000252770,,34100,U7.4,RNU7-4P
35249,ENSG00000207763,693202,32873,HSA-MIR-617,MIR617
35250,ENSG00000207763,693202,32873,MIRN617,MIR617
35251,ENSG00000208022,693203,32874,HSA-MIR-618,MIR618
35252,ENSG00000208022,693203,32874,MIRN618,MIR618
35253,ENSG00000265227,100616133,41636,HSA-MIR-4699,MIR4699
35254,ENSG00000199172,442903,31772,HSA-MIR-331,MIR331
35255,ENSG00000199172,442903,31772,MIRN331,MIR331
35256,ENSG00000255664,,23178,ARL6IPP1,ARL6IP1P1
35264,ENSG00000266099,100847031,43521,HSA-MIR-5700,MIR5700
35266,ENSG00000164938,94241,18022,DKFZP434M1317,TP53INP1
35267,ENSG00000164938,94241,18022,FLJ22139,TP53INP1
35268,ENSG00000164938,94241,18022,P53DINP1,TP53INP1
35269,ENSG00000164938,94241,18022,SIP,TP53INP1
35270,ENSG00000164938,94241,18022,TEAP,TP53INP1
35271,ENSG00000164938,94241,18022,TP53INP1A,TP53INP1
35272,ENSG00000164938,94241,18022,TP53INP1B,TP53INP1
35273,ENSG00000265861,100616287,41693,HSA-MIR-4495,MIR4495
35274,ENSG00000186471,158798,24061,AKAP28,AKAP14
35281,ENSG00000166851,5347,9077,PLK,PLK1
35283,ENSG00000211778,,12140,TCRAV20S1,TRAV4
35284,ENSG00000211778,,12140,TCRAV4S1,TRAV4
35285,ENSG00000252366,,43267,RN5S367,RNA5SP367
35286,ENSG00000153107,64682,19988,APC1,ANAPC1
35287,ENSG00000153107,64682,19988,MCPR,ANAPC1
35288,ENSG00000153107,64682,19988,TSG24,ANAPC1
35289,ENSG00000265917,100500802,38886,HSA-MIR-3685,MIR3685
35297,ENSG00000268267,,15619,SIGLECP13,SIGLEC29P
35299,ENSG00000129473,599,995,BCL-W,BCL2L2
35300,ENSG00000129473,599,995,KIAA0271,BCL2L2
35301,ENSG00000129473,599,995,PPP1R51,BCL2L2
35302,ENSG00000105497,7728,12964,OTK18,ZNF175
35304,ENSG00000223046,,43269,RN5S369,RNA5SP369
35305,ENSG00000283818,102465834,50044,HSA-MIR-7844,MIR7844
35307,ENSG00000283476,100302182,35357,HSA-MIR-1279,MIR1279
35308,ENSG00000283476,100302182,35357,MIRN1279,MIR1279
35310,ENSG00000263890,100422924,38256,HSA-MIR-4303,MIR4303
35313,ENSG00000201168,,43268,RN5S368,RNA5SP368
35319,ENSG00000264037,100616309,41752,HSA-MIR-4472-2,MIR4472-2
35322,ENSG00000283507,100302227,35293,HSA-MIR-1302-1,MIR1302-1
35323,ENSG00000283507,100302227,35293,MIRN1302-1,MIR1302-1
35326,ENSG00000222302,,43271,RN5S371,RNA5SP371
35327,ENSG00000207967,693205,32876,HSA-MIR-620,MIR620
35328,ENSG00000207967,693205,32876,MIRN620,MIR620
35333,ENSG00000199809,,43274,RN5S374,RNA5SP374
35335,ENSG00000213199,9311,101,ACCN3,ASIC3
35336,ENSG00000213199,9311,101,DRASIC,ASIC3
35337,ENSG00000213199,9311,101,TNAC1,ASIC3
35338,ENSG00000119977,26123,24519,C10ORF61,TCTN3
35339,ENSG00000119977,26123,24519,DKFZP564D116,TCTN3
35340,ENSG00000119977,26123,24519,JBTS18,TCTN3
35341,ENSG00000119977,26123,24519,TECT3,TCTN3
35342,ENSG00000212138,,43272,RN5S372,RNA5SP372
35343,ENSG00000212251,,43276,RN5S376,RNA5SP376
35344,ENSG00000258452,,20016,HMGN2L2,HMGN2P2
35347,ENSG00000265635,100500817,38951,HSA-MIR-3612,MIR3612
35351,ENSG00000264295,100500843,38895,HSA-MIR-3922,MIR3922
35354,ENSG00000165409,7253,12373,LGR3,TSHR
35357,ENSG00000269959,102238594,49383,LINC01129,SPACA6-AS1
35358,ENSG00000269959,102238594,49383,SPACA6P-AS,SPACA6-AS1
35360,ENSG00000207550,407056,31651,HSA-MIR-99B,MIR99B
35361,ENSG00000207550,407056,31651,MIRN99B,MIR99B
35362,ENSG00000198972,406887,31482,HSA-LET-7E,MIRLET7E
35363,ENSG00000198972,406887,31482,MIRNLET7E,MIRLET7E
35364,ENSG00000208008,406910,31505,HSA-MIR-125A,MIR125A
35365,ENSG00000208008,406910,31505,MIRN125A,MIR125A
35366,ENSG00000175073,80124,30897,DUBA3,VCPIP1
35367,ENSG00000175073,80124,30897,FLJ23132,VCPIP1
35368,ENSG00000175073,80124,30897,KIAA1850,VCPIP1
35369,ENSG00000175073,80124,30897,VCIP135,VCPIP1
35370,ENSG00000105509,3036,4818,HAS,HAS1
35372,ENSG00000283813,100616263,41628,HSA-MIR-4485,MIR4485
35373,ENSG00000110315,50862,21159,ZFP26,RNF141
35374,ENSG00000110315,50862,21159,ZNF230,RNF141
35375,ENSG00000101882,79576,29873,FLJ22626,NKAP
35382,ENSG00000104205,23678,10812,SGK2,SGK3
35383,ENSG00000104205,23678,10812,SGKL,SGK3
35385,ENSG00000005238,80256,25666,BA182N22.6,ATOSB
35386,ENSG00000005238,80256,25666,FAM214B,ATOSB
35387,ENSG00000005238,80256,25666,FLJ11560,ATOSB
35388,ENSG00000005238,80256,25666,KIAA1539,ATOSB
35390,ENSG00000205835,647309,40049,GEMC1,GMNC
35391,ENSG00000171049,2358,3827,ALX,FPR2
35392,ENSG00000171049,2358,3827,ALXR,FPR2
35393,ENSG00000171049,2358,3827,FMLP-R-II,FPR2
35394,ENSG00000171049,2358,3827,FMLPX,FPR2
35395,ENSG00000171049,2358,3827,FPR2A,FPR2
35396,ENSG00000171049,2358,3827,FPRH2,FPR2
35397,ENSG00000171049,2358,3827,FPRL1,FPR2
35398,ENSG00000171049,2358,3827,HM63,FPR2
35399,ENSG00000171049,2358,3827,LXA4R,FPR2
35401,ENSG00000276639,102465691,49972,HSA-MIR-7154,MIR7154
35405,ENSG00000187474,2359,3828,FMLPY,FPR3
35406,ENSG00000187474,2359,3828,FPRH1,FPR3
35407,ENSG00000187474,2359,3828,FPRL2,FPR3
35408,ENSG00000187474,2359,3828,RMLP-R-I,FPR3
35409,ENSG00000116833,2494,7984,B1F2,NR5A2
35410,ENSG00000116833,2494,7984,FTF,NR5A2
35411,ENSG00000116833,2494,7984,FTZ-F1,NR5A2
35412,ENSG00000116833,2494,7984,FTZ-F1BETA,NR5A2
35413,ENSG00000116833,2494,7984,HB1F,NR5A2
35414,ENSG00000116833,2494,7984,HB1F-2,NR5A2
35415,ENSG00000116833,2494,7984,LRH-1,NR5A2
35416,ENSG00000116833,2494,7984,LRH1,NR5A2
35417,ENSG00000214097,255798,27407,C3ORF43,SMCO1
35418,ENSG00000214097,255798,27407,DKFZP313B0440,SMCO1
35419,ENSG00000214097,255798,27407,FLJ41923,SMCO1
35422,ENSG00000104967,4858,7887,ANOVA,NOVA2
35423,ENSG00000104967,4858,7887,NOVA-2,NOVA2
35424,ENSG00000104967,4858,7887,NOVA3,NOVA2
35425,ENSG00000100092,23616,10824,ARHGAP43,SH3BP1
35431,ENSG00000263972,100616251,41596,HSA-MIR-1587,MIR1587
35434,ENSG00000244405,2119,3494,ERM,ETV5
35436,ENSG00000163682,6133,10369,L9,RPL9
35437,ENSG00000163682,6133,10369,UL6,RPL9
35439,ENSG00000183337,54880,20893,FLJ20285,BCOR
35440,ENSG00000183337,54880,20893,KIAA1575,BCOR
35441,ENSG00000252591,,43368,RN5S468,RNA5SP468
35446,ENSG00000206053,90861,14137,C16ORF34,JPT2
35447,ENSG00000206053,90861,14137,FLJ13092,JPT2
35448,ENSG00000206053,90861,14137,HN1L,JPT2
35449,ENSG00000206053,90861,14137,KIAA1426,JPT2
35450,ENSG00000206053,90861,14137,L11,JPT2
35451,ENSG00000096996,3594,5971,CD212,IL12RB1
35452,ENSG00000096996,3594,5971,IL12RB,IL12RB1
35453,ENSG00000112584,84498,21109,CCPG,FAM120B
35454,ENSG00000112584,84498,21109,KIAA1838,FAM120B
35455,ENSG00000112584,84498,21109,PGCC1,FAM120B
35456,ENSG00000112584,84498,21109,SAN1,FAM120B
35457,ENSG00000137877,51332,15680,BSPECV,SPTBN5
35458,ENSG00000137877,51332,15680,HUBSPECV,SPTBN5
35459,ENSG00000137877,51332,15680,HUSPECV,SPTBN5
35460,ENSG00000119917,3437,5411,CIG-49,IFIT3
35461,ENSG00000119917,3437,5411,GARG-49,IFIT3
35462,ENSG00000119917,3437,5411,IFI60,IFIT3
35463,ENSG00000119917,3437,5411,IFIT4,IFIT3
35464,ENSG00000119917,3437,5411,IRG2,IFIT3
35465,ENSG00000119917,3437,5411,ISG60,IFIT3
35466,ENSG00000119917,3437,5411,RIG-G,IFIT3
35471,ENSG00000163082,130367,19953,FLJ39004,SGPP2
35472,ENSG00000163082,130367,19953,SPP2,SGPP2
35473,ENSG00000276336,8578,16820,KIAA0149,SCARF1
35474,ENSG00000276336,8578,16820,SREC,SCARF1
35475,ENSG00000276336,8578,16820,SREC1,SCARF1
35476,ENSG00000197444,55753,25590,FLJ10851,OGDHL
35478,ENSG00000000457,57147,19285,PACE-1,SCYL3
35479,ENSG00000000457,57147,19285,PACE1,SCYL3
35484,ENSG00000264638,100422869,38379,HSA-MIR-3152,MIR3152
35490,ENSG00000155875,158297,28566,C9ORF138,SAXO1
35491,ENSG00000155875,158297,28566,FAM154A,SAXO1
35492,ENSG00000155875,158297,28566,MGC35182,SAXO1
35493,ENSG00000196872,343990,33454,C2ORF55,CRACDL
35494,ENSG00000196872,343990,33454,KIAA1211L,CRACDL
35495,ENSG00000196872,343990,33454,MGC42367,CRACDL
35496,ENSG00000164885,1020,1774,PSSALRE,CDK5
35497,ENSG00000145331,93587,28403,MGC27034,TRMT10A
35498,ENSG00000145331,93587,28403,RG9MTD2,TRMT10A
35499,ENSG00000145331,93587,28403,TRM10,TRMT10A
35500,ENSG00000174928,285315,26434,AC3-33,C3ORF33
35501,ENSG00000174928,285315,26434,FLJ31139,C3ORF33
35502,ENSG00000236680,,9550,PSMC3P,PSMC3P1
35503,ENSG00000155876,10670,16963,FIP-1,RRAGA
35504,ENSG00000155876,10670,16963,RAGA,RRAGA
35505,ENSG00000178031,92949,14632,ADAMTSR1,ADAMTSL1
35506,ENSG00000178031,92949,14632,C9ORF94,ADAMTSL1
35507,ENSG00000178031,92949,14632,FLJ35283,ADAMTSL1
35508,ENSG00000121653,9479,6882,IB1,MAPK8IP1
35509,ENSG00000121653,9479,6882,JIP-1,MAPK8IP1
35510,ENSG00000121653,9479,6882,JIP1,MAPK8IP1
35511,ENSG00000121653,9479,6882,PRKM8IP,MAPK8IP1
35512,ENSG00000228670,,23100,NANOGP4,NANOGP2
35517,ENSG00000115183,85461,29364,KIAA1728,TANC1
35518,ENSG00000115183,85461,29364,ROLSB,TANC1
35520,ENSG00000265820,100423012,38364,HSA-MIR-3177,MIR3177
35524,ENSG00000258915,,51373,BHLHB9P1,GPRASP3P1
35528,ENSG00000162063,899,1591,FBX1,CCNF
35529,ENSG00000162063,899,1591,FBXO1,CCNF
35530,ENSG00000259167,,20024,NMNATP,NMNAT1P1
35534,ENSG00000165417,2957,4646,TFIIA,GTF2A1
35538,ENSG00000096060,2289,3721,FKBP51,FKBP5
35539,ENSG00000096060,2289,3721,FKBP54,FKBP5
35540,ENSG00000096060,2289,3721,P54,FKBP5
35541,ENSG00000096060,2289,3721,PPIASE,FKBP5
35542,ENSG00000096060,2289,3721,PTG-10,FKBP5
35547,ENSG00000292024,83902,18917,KAP17.1,KRTAP17-1
35550,ENSG00000292027,3883,6450,HA-3I,KRT33A
35551,ENSG00000292027,3883,6450,KRT1-3,KRT33A
35552,ENSG00000292027,3883,6450,KRTHA3A,KRT33A
35553,ENSG00000292028,3884,6451,HA-3II,KRT33B
35554,ENSG00000292028,3884,6451,KRTHA3B,KRT33B
35555,ENSG00000292029,3881,6448,HA-1,KRT31
35556,ENSG00000292029,3881,6448,KRTHA1,KRT31
35559,ENSG00000100097,3956,6561,GBP,LGALS1
35560,ENSG00000292031,,6457,HHAA,KRT41P
35561,ENSG00000292031,,6457,KRTHAP1,KRT41P
35562,ENSG00000292031,,6457,PHIHHAA,KRT41P
35564,ENSG00000292032,8688,6455,KRTHA7,KRT37
35566,ENSG00000292033,3885,6452,HA-4,KRT34
35567,ENSG00000292033,3885,6452,KRTHA4,KRT34
35568,ENSG00000292034,730755,18906,KAP2.3,KRTAP2-3
35570,ENSG00000292035,85294,18891,KAP2.4,KRTAP2-4
35572,ENSG00000292036,,18920,KAP2A,KRTAP2-5P
35573,ENSG00000292036,,18920,KRTAP2P1,KRTAP2-5P
35575,ENSG00000292038,653240,18911,KAP4.11,KRTAP4-11
35576,ENSG00000292038,653240,18911,KAP4.14,KRTAP4-11
35577,ENSG00000292038,653240,18911,KRTAP4-14,KRTAP4-11
35578,ENSG00000292039,83755,16776,KAP4.12,KRTAP4-12
35579,ENSG00000292040,85289,18899,KAP4.5,KRTAP4-5
35580,ENSG00000226389,,18978,MAPK6PS6,MAPK6P6
35581,ENSG00000216490,10437,5398,GILT,IFI30
35582,ENSG00000216490,10437,5398,IFI-30,IFI30
35583,ENSG00000216490,10437,5398,IP-30,IFI30
35584,ENSG00000216490,10437,5398,IP30,IFI30
35585,ENSG00000216490,10437,5398,MGC32056,IFI30
35586,ENSG00000292041,84616,16928,KAP4.13,KRTAP4-4
35587,ENSG00000292041,84616,16928,KAP4.4,KRTAP4-4
35588,ENSG00000292041,84616,16928,KRTAP4-13,KRTAP4-4
35590,ENSG00000292042,728224,17230,KAP4.8,KRTAP4-8
35591,ENSG00000292043,100505753,18916,KAP16.1,KRTAP16-1
35592,ENSG00000157064,23057,16789,C1ORF15,NMNAT2
35593,ENSG00000157064,23057,16789,KIAA0479,NMNAT2
35594,ENSG00000157064,23057,16789,PNAT2,NMNAT2
35595,ENSG00000292044,85291,18900,KAP4.2,KRTAP4-2
35596,ENSG00000198964,259230,29799,MGC17342,SGMS1
35597,ENSG00000198964,259230,29799,MOB,SGMS1
35598,ENSG00000198964,259230,29799,SMS1,SGMS1
35599,ENSG00000198964,259230,29799,TMEM23,SGMS1
