,ENSG_ID,NCBI_ID,HGNC_ID,alias_symbol,gene_symbol
58887,ENSG00000185909,200942,28557,MGC35097,KLHDC8B
58891,ENSG00000232530,110806283,53473,LNC-LIF-AS,LIF-AS1
58892,ENSG00000232530,110806283,53473,RP1-102K2.6,LIF-AS1
58893,ENSG00000260032,647979,44311,LINC00657,NORAD
58897,ENSG00000158941,57805,23360,DBC-1,CCAR2
58898,ENSG00000158941,57805,23360,DBC1,CCAR2
58899,ENSG00000158941,57805,23360,KIAA1967,CCAR2
58900,ENSG00000158941,57805,23360,NET35,CCAR2
58906,ENSG00000236980,646498,44666,C3ORF84,CIMIP7
58910,ENSG00000198787,,19587,OR4D12P,OR7E103P
58913,ENSG00000237396,,50656,LINC01384,LNCNEF
58914,ENSG00000237396,,50656,LNCRNA-NEF,LNCNEF
58921,ENSG00000188280,,52423,AC007731.1,FAM230G
58924,ENSG00000163646,7401,12605,RP61,CLRN1
58925,ENSG00000163646,7401,12605,USH3,CLRN1
58926,ENSG00000163646,7401,12605,USH3A,CLRN1
58930,ENSG00000132406,85013,28201,MGC13159,TMEM128
58931,ENSG00000244558,79015,49901,RP11-445H22.4,KCNK15-AS1
58933,ENSG00000263628,100422989,38245,HSA-MIR-3155,MIR3155A
58934,ENSG00000263628,100422989,38245,MIR3155,MIR3155A
58935,ENSG00000283634,100628560,50003,HSA-MIR-3155B,MIR3155B
58938,ENSG00000107719,27143,23530,KIAA1274,PALD1
58939,ENSG00000107719,27143,23530,PALD,PALD1
58940,ENSG00000168826,166793,19883,FLJ38559,ZBTB49
58941,ENSG00000168826,166793,19883,ZNF509,ZBTB49
58943,ENSG00000207736,724027,32913,HSA-MIR-657,MIR657
58944,ENSG00000207736,724027,32913,MIRN657,MIR657
58945,ENSG00000292158,6189,10421,ES1,RPS3A
58946,ENSG00000292158,6189,10421,MFTL,RPS3A
58947,ENSG00000292158,6189,10421,S3A,RPS3A
58948,ENSG00000211563,100422915,38234,HSA-MIR-3065,MIR3065
58949,ENSG00000283604,442906,31775,HSA-MIR-338,MIR338
58950,ENSG00000283604,442906,31775,MIRN338,MIR338
58951,ENSG00000221025,100302229,35316,HSA-MIR-1250,MIR1250
58952,ENSG00000221025,100302229,35316,MIRN1250,MIR1250
58955,ENSG00000167302,146705,26458,C17ORF56,TEPSIN
58956,ENSG00000167302,146705,26458,ENTHD2,TEPSIN
58957,ENSG00000167302,146705,26458,FLJ31528,TEPSIN
58960,ENSG00000266109,100616397,41740,HSA-MIR-4440,MIR4440
58962,ENSG00000264810,100616493,41728,HSA-MIR-4441,MIR4441
58967,ENSG00000265215,100423043,38291,HSA-MIR-4269,MIR4269
58969,ENSG00000264292,100616360,41881,HSA-MIR-2467,MIR2467
58973,ENSG00000172954,253558,26756,AGPAT8,LCLAT1
58974,ENSG00000172954,253558,26756,ALCAT1,LCLAT1
58975,ENSG00000172954,253558,26756,FLJ37965,LCLAT1
58976,ENSG00000172954,253558,26756,LPLAT6,LCLAT1
58977,ENSG00000172954,253558,26756,LYCAT,LCLAT1
58978,ENSG00000240303,84129,30211,FLJ12592,ACAD11
58979,ENSG00000130787,9026,18415,FLJ14000,HIP1R
58980,ENSG00000130787,9026,18415,HIP12,HIP1R
58981,ENSG00000130787,9026,18415,HIP3,HIP1R
58982,ENSG00000130787,9026,18415,ILWEQ,HIP1R
58983,ENSG00000130787,9026,18415,KIAA0655,HIP1R
58985,ENSG00000292162,114655,30357,RNU73B,SNORD73B
58986,ENSG00000292162,114655,30357,U73B,SNORD73B
58988,ENSG00000292165,152503,30418,DKFZP434D0215,SH3D19
58989,ENSG00000292165,152503,30418,EBP,SH3D19
58990,ENSG00000292165,152503,30418,EVE-1,SH3D19
58991,ENSG00000292165,152503,30418,EVE1,SH3D19
58992,ENSG00000292165,152503,30418,KRYN,SH3D19
58993,ENSG00000292165,152503,30418,SH3P19,SH3D19
59003,ENSG00000102409,56271,25475,BEXL1,BEX4
59004,ENSG00000102409,56271,25475,FLJ10097,BEX4
59012,ENSG00000047644,55841,29237,BM042,WWC3
59013,ENSG00000047644,55841,29237,KIAA1280,WWC3
59015,ENSG00000238417,,34159,U7.63,RNU7-63P
59016,ENSG00000168818,53407,15942,UFE1,STX18
59018,ENSG00000184857,25880,24530,C16ORF51,TMEM186
59019,ENSG00000184857,25880,24530,DKFZP564K2062,TMEM186
59022,ENSG00000142871,3491,2654,CYR61,CCN1
59023,ENSG00000142871,3491,2654,GIG1,CCN1
59024,ENSG00000142871,3491,2654,IGFBP10,CCN1
59025,ENSG00000292164,8944,10235,RNU73,SNORD73A
59026,ENSG00000292164,8944,10235,RNU73A,SNORD73A
59027,ENSG00000292164,8944,10235,U73A,SNORD73A
59028,ENSG00000131142,6370,10624,CKB15,CCL25
59029,ENSG00000131142,6370,10624,SCYA25,CCL25
59030,ENSG00000131142,6370,10624,TECK,CCL25
59032,ENSG00000153048,23589,17150,CRHSP-24,CARHSP1
59033,ENSG00000153048,23589,17150,CSDC1,CARHSP1
59039,ENSG00000100453,3002,4709,CCPI,GZMB
59040,ENSG00000100453,3002,4709,CGL-1,GZMB
59041,ENSG00000100453,3002,4709,CGL1,GZMB
59042,ENSG00000100453,3002,4709,CSP-B,GZMB
59043,ENSG00000100453,3002,4709,CSPB,GZMB
59044,ENSG00000100453,3002,4709,CTLA1,GZMB
59045,ENSG00000100453,3002,4709,CTSGL1,GZMB
59046,ENSG00000100453,3002,4709,HLP,GZMB
59047,ENSG00000100453,3002,4709,SECT,GZMB
59050,ENSG00000292166,345062,24635,ESSPL,PRSS48
59054,ENSG00000108479,2584,4118,GALK,GALK1
59056,ENSG00000164418,2898,4580,EAA4,GRIK2
59057,ENSG00000164418,2898,4580,GLUK2,GRIK2
59058,ENSG00000164418,2898,4580,GLUK6,GRIK2
59059,ENSG00000164418,2898,4580,GLUR-6,GRIK2
59060,ENSG00000164418,2898,4580,GLUR6,GRIK2
59061,ENSG00000164418,2898,4580,MRT6,GRIK2
59062,ENSG00000198488,192134,24141,B3GN-T6,B3GNT6
59063,ENSG00000225978,,33117,HAR1F,HAR1A
59064,ENSG00000225978,,33117,LINC00064,HAR1A
59065,ENSG00000225978,,33117,NCRNA00064,HAR1A
59073,ENSG00000188511,348645,28010,C22ORF34,MIR3667HG
59074,ENSG00000149260,726,1482,ADNIV,CAPN5
59075,ENSG00000149260,726,1482,HTRA3,CAPN5
59076,ENSG00000149260,726,1482,NCL-3,CAPN5
59077,ENSG00000149260,726,1482,VRNI,CAPN5
59080,ENSG00000130377,81616,24174,BGR,ACSBG2
59081,ENSG00000130377,81616,24174,DKFZP434K1635,ACSBG2
59082,ENSG00000130377,81616,24174,PRTD-NY3,ACSBG2
59092,ENSG00000143512,79802,25842,FLJ13840,HHIPL2
59093,ENSG00000143512,79802,25842,KIAA1822L,HHIPL2
59098,ENSG00000054654,23224,17084,DKFZP434H2235,SYNE2
59099,ENSG00000054654,23224,17084,KIAA1011,SYNE2
59100,ENSG00000054654,23224,17084,NESP2,SYNE2
59101,ENSG00000054654,23224,17084,NESPRIN-2,SYNE2
59102,ENSG00000054654,23224,17084,NUA,SYNE2
59103,ENSG00000054654,23224,17084,NUANCE,SYNE2
59104,ENSG00000054654,23224,17084,SYNE-2,SYNE2
59106,ENSG00000232593,102723508,49510,LINC01155,KANTR
59107,ENSG00000232593,102723508,49510,SPASM,KANTR
59111,ENSG00000275072,,32722,U50B,SNORD50B
59114,ENSG00000198738,,21400,BA33E24.4,SMIM11P1
59115,ENSG00000198738,,21400,C6ORF161,SMIM11P1
59116,ENSG00000198738,,21400,FAM165A,SMIM11P1
59122,ENSG00000124788,6310,10548,ATX1,ATXN1
59123,ENSG00000124788,6310,10548,D6S504E,ATXN1
59124,ENSG00000124788,6310,10548,SCA1,ATXN1
59126,ENSG00000264429,100422835,38237,HSA-MIR-3183,MIR3183
59130,ENSG00000205899,727857,35126,BHLHF42,BHLHA9
59137,ENSG00000143498,9015,11532,SL1,TAF1A
59138,ENSG00000143498,9015,11532,TAFI48,TAF1A
59146,ENSG00000281830,105377617,51591,TCONS_00007705,LINC01596
59152,ENSG00000095539,57715,10735,FLJ20590,SEMA4G
59153,ENSG00000095539,57715,10735,KIAA1619,SEMA4G
59161,ENSG00000003096,90293,22931,BKLHD2,KLHL13
59162,ENSG00000003096,90293,22931,FLJ10262,KLHL13
59163,ENSG00000003096,90293,22931,KIAA1309,KLHL13
59168,ENSG00000168824,27065,18790,D4S234E,NSG1
59169,ENSG00000168824,27065,18790,NEEP21,NSG1
59170,ENSG00000168824,27065,18790,P21,NSG1
59176,ENSG00000139722,79720,25754,FLJ12750,VPS37B
59177,ENSG00000129048,51554,1611,CCBP2,ACKR4
59178,ENSG00000129048,51554,1611,CCR11,ACKR4
59179,ENSG00000129048,51554,1611,CCRL1,ACKR4
59180,ENSG00000129048,51554,1611,CCX-CKR,ACKR4
59181,ENSG00000129048,51554,1611,PPR1,ACKR4
59182,ENSG00000129048,51554,1611,VSHK1,ACKR4
59198,ENSG00000226648,,40450,TOP1-AS1,PLCG1-AS1
59204,ENSG00000276489,102465977,50055,HSA-MIR-6829,MIR6829
59207,ENSG00000015592,81551,16078,RB3,STMN4
59217,ENSG00000154305,375056,24008,FLJ39207,MIA3
59218,ENSG00000154305,375056,24008,KIAA0268,MIA3
59219,ENSG00000154305,375056,24008,TANGO,MIA3
59220,ENSG00000154305,375056,24008,TANGO1,MIA3
59221,ENSG00000154305,375056,24008,UNQ6077,MIA3
59225,ENSG00000252174,,34114,RNU7-142P,RNU7-18P
59226,ENSG00000252174,,34114,U7.18,RNU7-18P
59228,ENSG00000265526,100422931,38276,HSA-MIR-4304,MIR4304
59230,ENSG00000088726,55287,25620,FLJ11036,TMEM40
59232,ENSG00000219627,,24390,HCP17,CYCSP17
59244,ENSG00000086504,10573,14484,BL28M,MRPL28
59245,ENSG00000086504,10573,14484,MAAT1,MRPL28
59246,ENSG00000086504,10573,14484,P15,MRPL28
59247,ENSG00000168566,154007,21368,C6ORF151,SNRNP48
59248,ENSG00000168566,154007,21368,DJ336K20B.1,SNRNP48
59249,ENSG00000168566,154007,21368,DJ512B11.2,SNRNP48
59250,ENSG00000168566,154007,21368,FLJ32234,SNRNP48
59251,ENSG00000167612,341405,13788,C12ORF7,ANKRD33
59252,ENSG00000167612,341405,13788,DKFZP686O1689,ANKRD33
59253,ENSG00000167612,341405,13788,PANKY,ANKRD33
59260,ENSG00000273619,128667224,56740,AL121832.2,RPS21-DT
59261,ENSG00000280513,101928971,50275,RP11-462G22.1,LINC01262
59262,ENSG00000280513,101928971,50275,TCONS_L2_00021807,LINC01262
59269,ENSG00000281610,,5255,HSPCAL2,HSP90AA4P
59289,ENSG00000225366,6998,11703,CR-3,CRIPTO3
59290,ENSG00000225366,6998,11703,CRIPTO-3,CRIPTO3
59291,ENSG00000225366,6998,11703,TDGF1P3,CRIPTO3
59292,ENSG00000225366,6998,11703,TDGF2,CRIPTO3
59293,ENSG00000225366,6998,11703,TDGF3,CRIPTO3
59295,ENSG00000135503,91,172,ACTRIB,ACVR1B
59296,ENSG00000135503,91,172,ACVRLK4,ACVR1B
59297,ENSG00000135503,91,172,ALK4,ACVR1B
59298,ENSG00000135503,91,172,SKR2,ACVR1B
59300,ENSG00000102145,2623,4170,ERYF1,GATA1
59301,ENSG00000102145,2623,4170,GATA-1,GATA1
59302,ENSG00000102145,2623,4170,GF1,GATA1
59303,ENSG00000102145,2623,4170,NF-E1,GATA1
59304,ENSG00000102145,2623,4170,NFE1,GATA1
59305,ENSG00000157404,3815,6342,C-KIT,KIT
59306,ENSG00000157404,3815,6342,CD117,KIT
59307,ENSG00000157404,3815,6342,PBT,KIT
59308,ENSG00000157404,3815,6342,SCFR,KIT
59315,ENSG00000168014,26005,24564,DKFZP586P0123,C2CD3
59322,ENSG00000201420,,43412,RN5S512,RNA5SP512
59325,ENSG00000204025,100329135,40593,TRPC5-AS1,TRPC5OS
59326,ENSG00000129925,58986,17205,M83,PGAP6
59327,ENSG00000129925,58986,17205,TMEM6,PGAP6
59328,ENSG00000129925,58986,17205,TMEM8,PGAP6
59329,ENSG00000129925,58986,17205,TMEM8A,PGAP6
59335,ENSG00000100385,3560,6009,CD122,IL2RB
59336,ENSG00000100385,3560,6009,IL15RB,IL2RB
59341,ENSG00000148795,1586,2593,CPT7,CYP17A1
59342,ENSG00000148795,1586,2593,CYP17,CYP17A1
59343,ENSG00000148795,1586,2593,P450C17,CYP17A1
59344,ENSG00000148795,1586,2593,S17AH,CYP17A1
59346,ENSG00000147162,8473,8127,FLJ23071,OGT
59347,ENSG00000147162,8473,8127,HRNT1,OGT
59348,ENSG00000147162,8473,8127,MGC22921,OGT
59349,ENSG00000147162,8473,8127,O-GLCNAC,OGT
59350,ENSG00000147162,8473,8127,OGT1,OGT
59360,ENSG00000292167,56979,13994,KMT8B,PRDM9
59361,ENSG00000292167,56979,13994,MEISETZ,PRDM9
59362,ENSG00000292167,56979,13994,MSBP3,PRDM9
59363,ENSG00000292167,56979,13994,PFM6,PRDM9
59364,ENSG00000292167,56979,13994,ZNF899,PRDM9
59372,ENSG00000167642,10653,11247,HAI-2,SPINT2
59373,ENSG00000167642,10653,11247,HAI2,SPINT2
59374,ENSG00000167642,10653,11247,KOP,SPINT2
59377,ENSG00000161835,160622,18707,GRASP,TAMALIN
59384,ENSG00000115504,23301,29144,KIAA0903,EHBP1
59385,ENSG00000115504,23301,29144,NACSIN,EHBP1
59388,ENSG00000259974,140828,16189,ALIEN,LINC00261
59389,ENSG00000259974,140828,16189,BA216C10.1,LINC00261
59390,ENSG00000259974,140828,16189,C20ORF56,LINC00261
59391,ENSG00000259974,140828,16189,DEANR1,LINC00261
59392,ENSG00000259974,140828,16189,FALCOR,LINC00261
59393,ENSG00000259974,140828,16189,HCCDR1,LINC00261
59394,ENSG00000259974,140828,16189,LCAL62,LINC00261
59395,ENSG00000259974,140828,16189,NCRNA00261,LINC00261
59396,ENSG00000259974,140828,16189,ONCO-LNCRNA-17,LINC00261
59397,ENSG00000259974,140828,16189,TCONS_00027846,LINC00261
59398,ENSG00000103202,4833,7852,NDPKD,NME4
59399,ENSG00000103202,4833,7852,NM23-H4,NME4
59400,ENSG00000103202,4833,7852,NM23H4,NME4
59403,ENSG00000166275,119032,23516,C10ORF32,BORCS7
59404,ENSG00000166275,119032,23516,FLJ40752,BORCS7
59409,ENSG00000072133,27330,10435,RSK4,RPS6KA6
59412,ENSG00000186063,64853,25761,C1ORF80,AIDA
59413,ENSG00000186063,64853,25761,FLJ12806,AIDA
59425,ENSG00000147588,5375,9117,FABP8,PMP2
59426,ENSG00000147588,5375,9117,M-FABP,PMP2
59427,ENSG00000147588,5375,9117,MP2,PMP2
59432,ENSG00000100426,9889,20721,KIAA0637,ZBED4
59436,ENSG00000270316,,49183,C10ORF32-ASMT,BORCS7-ASMT
59439,ENSG00000013288,23324,29623,EPMAN,MAN2B2
59440,ENSG00000013288,23324,29623,KIAA0935,MAN2B2
59442,ENSG00000182858,79087,19358,CDG1G,ALG12
59443,ENSG00000182858,79087,19358,ECM39,ALG12
59445,ENSG00000123358,3164,7980,GFRP1,NR4A1
59446,ENSG00000123358,3164,7980,HMR,NR4A1
59447,ENSG00000123358,3164,7980,N10,NR4A1
59448,ENSG00000123358,3164,7980,NAK-1,NR4A1
59449,ENSG00000123358,3164,7980,NGFIB,NR4A1
59450,ENSG00000123358,3164,7980,NUR77,NR4A1
59451,ENSG00000123358,3164,7980,TR3,NR4A1
59453,ENSG00000214435,57412,17452,CYT19,AS3MT
59459,ENSG00000205186,646480,3563,PERF,FABP9
59460,ENSG00000205186,646480,3563,PERF15,FABP9
59461,ENSG00000205186,646480,3563,T-FABP,FABP9
59465,ENSG00000170323,2167,3559,A-FABP,FABP4
59466,ENSG00000170323,2167,3559,AP2,FABP4
59469,ENSG00000167641,94274,14871,CPI-17,PPP1R14A
59470,ENSG00000167641,94274,14871,PPP1INL,PPP1R14A
59473,ENSG00000249853,222537,19419,3-OST-5,HS3ST5
59474,ENSG00000273954,404663,37171,CT49,LINC01194
59475,ENSG00000273954,404663,37171,TAG,LINC01194
59476,ENSG00000162819,148362,26512,C1ORF58,BROX
59477,ENSG00000162819,148362,26512,FLJ32421,BROX
59485,ENSG00000144713,6161,10336,EL32,RPL32
59486,ENSG00000144713,6161,10336,L32,RPL32
59488,ENSG00000158406,8365,4788,H4/H,H4C8
59489,ENSG00000158406,8365,4788,H4FH,H4C8
59490,ENSG00000158406,8365,4788,HIST1H4H,H4C8
59496,ENSG00000204618,80352,18064,FAP216,RNF39
59497,ENSG00000204618,80352,18064,HZFW1,RNF39
59498,ENSG00000204618,80352,18064,LIRF,RNF39
59502,ENSG00000237264,,3981,FTHL11,FTH1P11
59504,ENSG00000076685,22978,8022,CN-II,NT5C2
59505,ENSG00000076685,22978,8022,GMP,NT5C2
59506,ENSG00000076685,22978,8022,NT5B,NT5C2
59507,ENSG00000076685,22978,8022,PNT5,NT5C2
59508,ENSG00000076685,22978,8022,SPG45,NT5C2
59509,ENSG00000076685,22978,8022,SPG65,NT5C2
59511,ENSG00000106852,26468,21735,HLHX6,LHX6
59512,ENSG00000106852,26468,21735,LHX6.1,LHX6
59514,ENSG00000133731,3612,6050,IMPA,IMPA1
59515,ENSG00000204702,442185,8259,DJ80I19.2,OR2J1
59516,ENSG00000204702,442185,8259,HS6M1-4,OR2J1
59517,ENSG00000204702,442185,8259,OR2J1P,OR2J1
59518,ENSG00000204702,442185,8259,OR6-5,OR2J1
59519,ENSG00000221494,100302191,35355,HSA-MIR-548I-4,MIR548I4
59520,ENSG00000221494,100302191,35355,MIRN548I4,MIR548I4
59522,ENSG00000204688,26716,8252,OR2H6,OR2H1
59523,ENSG00000204688,26716,8252,OR2H8,OR2H1
59524,ENSG00000204688,26716,8252,OR6-2,OR2H1
59526,ENSG00000147010,30011,13867,CIN85,SH3KBP1
59535,ENSG00000167645,90522,30511,FINGER8,YIF1B
59536,ENSG00000266192,100422991,38258,HSA-MIR-1260B,MIR1260B
59537,ENSG00000204700,26707,8260,DJ80I19.4,OR2J2
59538,ENSG00000204700,26707,8260,HS6M1-6,OR2J2
59539,ENSG00000204700,26707,8260,OR6-8,OR2J2
59543,ENSG00000184164,79174,28150,MGC11256,CRELD2
59544,ENSG00000149231,79780,26282,FLJ23518,CCDC82
59545,ENSG00000207496,619563,32592,ACA7,SNORA7A
59547,ENSG00000107731,219699,12568,P53RDL1,UNC5B
59548,ENSG00000107731,219699,12568,UNC5H2,UNC5B
59549,ENSG00000204580,780,2730,CAK,DDR1
59550,ENSG00000204580,780,2730,CD167,DDR1
59551,ENSG00000204580,780,2730,EDDR1,DDR1
59552,ENSG00000204580,780,2730,NEP,DDR1
59553,ENSG00000204580,780,2730,NTRK4,DDR1
59554,ENSG00000204580,780,2730,PTK3A,DDR1
59555,ENSG00000204580,780,2730,RTK6,DDR1
59558,ENSG00000223891,100505783,48585,OSER1-AS1,OSER1-DT
59564,ENSG00000259884,115409980,54409,LNCMMPA,NR4A1AS
59565,ENSG00000259884,115409980,54409,NR4A1-AS1,NR4A1AS
59566,ENSG00000259884,115409980,54409,RP11-1100L3.8,NR4A1AS
59567,ENSG00000231934,,51597,LINC01598,FAM242A
59568,ENSG00000231934,,51597,TCONS_00028363,FAM242A
59571,ENSG00000242612,26063,2754,PDCR,DECR2
59572,ENSG00000242612,26063,2754,SDR17C1,DECR2
59574,ENSG00000198246,55315,23096,ENT3,SLC29A3
59575,ENSG00000198246,55315,23096,FLJ11160,SLC29A3
59576,ENSG00000198246,55315,23096,HENT3,SLC29A3
59580,ENSG00000136011,55576,18629,DKFZP434E0321,STAB2
59581,ENSG00000136011,55576,18629,FEEL-2,STAB2
59582,ENSG00000136011,55576,18629,FELL,STAB2
59583,ENSG00000136011,55576,18629,HARE,STAB2
59584,ENSG00000136011,55576,18629,SCARH1,STAB2
59585,ENSG00000136011,55576,18629,STAB-2,STAB2
59588,ENSG00000178988,114932,28796,MGC9651,MRFAP1L1
59589,ENSG00000186222,55330,24206,BCAS4L,BLOC1S4
59590,ENSG00000186222,55330,24206,CNO,BLOC1S4
59591,ENSG00000186222,55330,24206,FLJ11230,BLOC1S4
59596,ENSG00000164010,114625,15743,BTN5,ERMAP
59597,ENSG00000164010,114625,15743,RD,ERMAP
59598,ENSG00000164010,114625,15743,SC,ERMAP
59601,ENSG00000154153,54463,25964,FAM134B,RETREG1
59602,ENSG00000154153,54463,25964,FLJ20152,RETREG1
59603,ENSG00000154153,54463,25964,JK1,RETREG1
59604,ENSG00000077150,4791,7795,LYT-10,NFKB2
59605,ENSG00000077150,4791,7795,NF-KB2,NFKB2
59606,ENSG00000077150,4791,7795,P105,NFKB2
59607,ENSG00000077150,4791,7795,P49/P100,NFKB2
59608,ENSG00000077150,4791,7795,P52,NFKB2
59615,ENSG00000282891,6779,11369,STR,STATH
59616,ENSG00000243449,401115,34437,C4ORF48,NICOL1
59617,ENSG00000243449,401115,34437,NICOL,NICOL1
59622,ENSG00000137601,4750,7744,KIAA1901,NEK1
59623,ENSG00000137601,4750,7744,NY-REN-55,NEK1
59626,ENSG00000023318,23071,18311,KIAA0573,ERP44
59627,ENSG00000023318,23071,18311,PDIA10,ERP44
59628,ENSG00000023318,23071,18311,TXNDC4,ERP44
59631,ENSG00000225127,105372556,38166,NCRNA00237,LINC00237
59632,ENSG00000155980,3798,6323,D12S1889,KIF5A
59633,ENSG00000155980,3798,6323,MY050,KIF5A
59634,ENSG00000155980,3798,6323,NKHC,KIF5A
59635,ENSG00000155980,3798,6323,SPG10,KIF5A
59637,ENSG00000282967,3347,5284,HIS2,HTN3
59639,ENSG00000153933,8526,2852,DAGK6,DGKE
59640,ENSG00000153933,8526,2852,DGK,DGKE
59645,ENSG00000200411,,43246,RN5S346,RNA5SP346
59647,ENSG00000164011,51058,28028,ZFP691,ZNF691
59649,ENSG00000151715,120224,25194,BC016153,TMEM45B
59650,ENSG00000151715,120224,25194,FLJ40787,TMEM45B
59652,ENSG00000125144,4495,7399,MT1,MT1G
59653,ENSG00000125144,4495,7399,MT1K,MT1G
59662,ENSG00000186088,54103,28042,LOC54103,GSAP
59663,ENSG00000186088,54103,28042,PION,GSAP
59666,ENSG00000083312,3842,6401,IPO2,TNPO1
59667,ENSG00000083312,3842,6401,KPNB2,TNPO1
59668,ENSG00000083312,3842,6401,MIP,TNPO1
59669,ENSG00000083312,3842,6401,MIP1,TNPO1
59670,ENSG00000083312,3842,6401,TRN,TNPO1
59677,ENSG00000170325,56980,13995,KIAA1231,PRDM10
59678,ENSG00000170325,56980,13995,MGC131802,PRDM10
59679,ENSG00000170325,56980,13995,PFM7,PRDM10
59680,ENSG00000225099,,859,ATP6EP1,ATP6V1E1P1
59681,ENSG00000225099,,859,ATP6V1EP1,ATP6V1E1P1
59697,ENSG00000154309,84976,19711,DISPA,DISP1
59698,ENSG00000154309,84976,19711,DKFZP434I0428,DISP1
59699,ENSG00000154309,84976,19711,MGC13130,DISP1
59700,ENSG00000154309,84976,19711,MGC16796,DISP1
59705,ENSG00000104231,79752,25858,FLJ14007,ZFAND1
59706,ENSG00000121060,7706,12932,EFP,TRIM25
59707,ENSG00000121060,7706,12932,RNF147,TRIM25
59708,ENSG00000121060,7706,12932,ZNF147,TRIM25
59709,ENSG00000177410,441951,33101,C20ORF199,ZFAS1
59710,ENSG00000177410,441951,33101,HSUP1,ZFAS1
59711,ENSG00000177410,441951,33101,HSUP2,ZFAS1
59712,ENSG00000177410,441951,33101,NCRNA00275,ZFAS1
59713,ENSG00000177410,441951,33101,ZNFX1-AS1,ZFAS1
59717,ENSG00000056050,54969,26051,C4ORF27,HPF1
59718,ENSG00000056050,54969,26051,FLJ20534,HPF1
59721,ENSG00000157429,7567,12981,KOX12,ZNF19
59722,ENSG00000157429,7567,12981,MGC51021,ZNF19
59729,ENSG00000100425,23774,1102,BRL,BRD1
59730,ENSG00000100425,23774,1102,BRPF2,BRD1
59732,ENSG00000178243,157927,28581,C9ORF62,LINC02907
59733,ENSG00000178243,157927,28581,MGC35463,LINC02907
59734,ENSG00000258907,,20633,PSMB3P,PSMB3P1
59739,ENSG00000196422,9858,29089,KIAA0649,PPP1R26
59740,ENSG00000135437,5959,9940,HSD17B9,RDH5
59741,ENSG00000135437,5959,9940,RDH1,RDH5
59742,ENSG00000135437,5959,9940,SDR9C5,RDH5
59743,ENSG00000181381,91351,26429,FLJ31033,DDX60L
59744,ENSG00000160345,138162,28435,C9ORF116,PIERCE1
59745,ENSG00000160345,138162,28435,MGC29761,PIERCE1
59746,ENSG00000160345,138162,28435,RBEST47,PIERCE1
59751,ENSG00000229570,,4142,GAPDHL1,GAPDHP58
59752,ENSG00000229570,,4142,GAPDL1,GAPDHP58
59753,ENSG00000283090,,20230,CSN1S2A,CSN1S2AP
59754,ENSG00000203857,3283,5217,HSD3B,HSD3B1
59755,ENSG00000203857,3283,5217,HSDB3,HSD3B1
59756,ENSG00000203857,3283,5217,SDR11E1,HSD3B1
59758,ENSG00000135404,967,1692,AD1,CD63
59759,ENSG00000135404,967,1692,HOP-26,CD63
59760,ENSG00000135404,967,1692,ME491,CD63
59761,ENSG00000135404,967,1692,MLA1,CD63
59762,ENSG00000135404,967,1692,PLTGP40,CD63
59763,ENSG00000135404,967,1692,TSPAN30,CD63
59770,ENSG00000160349,3933,6525,MGC71975,LCN1
59771,ENSG00000160349,3933,6525,PMFA,LCN1
59772,ENSG00000160349,3933,6525,TLC,LCN1
59773,ENSG00000160349,3933,6525,TP,LCN1
59774,ENSG00000160349,3933,6525,VEGP,LCN1
59776,ENSG00000143067,90874,32034,MGC45731,ZNF697
59783,ENSG00000266107,100616196,41903,HSA-MIR-4525,MIR4525
59787,ENSG00000141579,79755,25843,FLJ13841,ZNF750
59788,ENSG00000141579,79755,25843,ZFP750,ZNF750
59792,ENSG00000140835,10164,1972,HEC-GLCNAC-6-ST,CHST4
59793,ENSG00000140835,10164,1972,LSST,CHST4
59797,ENSG00000128284,80833,14868,APOLIII,APOL3
59798,ENSG00000128284,80833,14868,CG12-1,APOL3
59802,ENSG00000167644,64073,16668,H2RSP,C19ORF33
59803,ENSG00000167644,64073,16668,IMUP,C19ORF33
59804,ENSG00000167644,64073,16668,IMUP-1,C19ORF33
59805,ENSG00000167644,64073,16668,IMUP-2,C19ORF33
59806,ENSG00000122136,29991,23380,HOBPIIA,OBP2A
59807,ENSG00000122136,29991,23380,LCN13,OBP2A
59808,ENSG00000122136,29991,23380,OBP,OBP2A
59812,ENSG00000065613,9748,11088,KIAA0204,SLK
59813,ENSG00000065613,9748,11088,SE20-9,SLK
59814,ENSG00000065613,9748,11088,STK2,SLK
59815,ENSG00000134193,83998,22977,GISP,REG4
59816,ENSG00000134193,83998,22977,REG-IV,REG4
59817,ENSG00000134193,83998,22977,RELP,REG4
59820,ENSG00000288547,80111,26170,FLJ22173,C3ORF36
59821,ENSG00000127947,5782,9645,PTP-PEST,PTPN12
59822,ENSG00000127947,5782,9645,PTPG1,PTPN12
59824,ENSG00000174951,2523,4012,H,FUT1
59825,ENSG00000174951,2523,4012,HSC,FUT1
59827,ENSG00000188315,375341,24771,FLJ43654,C3ORF62
59828,ENSG00000188315,375341,24771,MAPS,C3ORF62
59832,ENSG00000005882,5164,8810,PDHK2,PDK2
59834,ENSG00000140832,91862,30525,MRVLDC3,MARVELD3
59835,ENSG00000104907,55621,25980,FLJ20244,TRMT1
59836,ENSG00000104907,55621,25980,TRM1,TRMT1
59838,ENSG00000126883,8021,8064,CAIN,NUP214
59839,ENSG00000126883,8021,8064,CAN,NUP214
59840,ENSG00000126883,8021,8064,D9S46E,NUP214
59841,ENSG00000126883,8021,8064,N214,NUP214
