,collision,num_gene_records
1855,MIR-199-s,2
1856,MIR1,2
1861,MK2,2
1862,MK3,2
1863,MKPX,2
1864,MKS,2
1865,ML-1,2
1866,ML1,2
1868,MLC2B,2
1850,MIP1,2
1870,MLCK2,2
1871,MLD,2
1872,MLL2,2
1873,MLL4,2
1875,MLP1,2
1876,MLT,2
1877,MM1,2
1878,MMD1,2
1879,MMDS3,2
1851,MIP2,2
1849,MIP-5,2
1824,MELF2,2
1835,MIEF1-MP,2
1825,MEP,2
1826,MES,2
1827,METTL2,2
1828,MFT,2
1830,MGL,2
1831,MGR,2
1832,MHF1,2
1833,MIA1,2
1834,MIC1,2
1837,MIF2,2
1848,MIP-2A,2
1838,MIFR,2
1839,MIFR-1,2
1840,MIG12,2
1841,MIG2,2
1842,MIG6,2
1843,MIG7,2
1844,MIHC,2
1845,MIO,2
1847,MIP-1-beta,2
1766,MAD,2
1765,MACS,2
1764,MAC-1,2
1695,LCN5,2
1681,LAN,2
1685,LARP,2
1686,LASS1,2
1687,LAT,2
1688,LAT1,2
1690,LBP,2
1691,LBP/p40,2
1693,LCA10,2
1694,LCAD,2
1696,LD,2
1679,LAMB2,2
1698,LD78BETA,2
1699,LE,2
1700,LEU1,2
1702,LEURS,2
1703,LFA-1,2
1704,LGCR,2
1705,LGL2,2
1,12-LOX,2
1707,LGMD1E,2
1680,LAMP,2
1678,LAM,2
1763,M6A,2
1659,L23,2
1642,KV6.3,2
1643,L-UBC,2
1644,L1,2
1645,L10,2
1649,L13A,2
1650,L14,2
1652,L15mt,2
1657,L21,2
1658,L22,2
1660,L24,2
1677,LAK,2
1662,L30,2
1663,L31,2
1664,L32mt,2
1665,L4,2
1671,LACS2,2
1672,LAD,2
1673,LAG-1,2
1675,LAGE-2,2
1676,LAGE2B,2
1709,LH2,2
1710,LHR,2
1711,LHRHR,2
1750,LSH,2
1739,LPLAT,2
1740,LPP1,2
1741,LPP2,2
1742,LPSAT,2
1743,LQT5,2
1744,LRF,2
1745,LRH-1,2
1747,LRP/LR,2
1748,LRP9,2
1751,LST-1,2
1712,LIG2,2
1752,LST-3TM12,2
1754,LYP,2
1755,LYS2,2
1756,LYST2,2
1757,M-ABC2,2
1758,M-FABP,2
1760,M1,2
1761,M130,2
1762,M33,2
1738,LPH,2
1737,LPD,2
1736,LPCAT,2
1735,LPC1,2
1713,LIM1,2
1714,LIMS3L,2
1715,LIN10,2
1716,LINC00086,2
1717,LINC00087,2
1718,LINC00516,2
1719,LINC00846,2
1722,LIPA,2
1724,LKN-1,2
1725,LMN2,2
1726,LMNL1,2
1727,LNCR2,2
1728,LNMAT1,2
1729,LNP,2
1730,LONP,2
1731,LOR,2
1732,LOXL,2
1733,LP,2
1734,LPAP,2
1418,HNPCC,2
1417,HNP-1,2
1416,HNK1ST,2
1076,G15,2
1065,FRP-2,2
1066,FRP1,2
1067,FS,2
1069,FSP2,2
1070,FUS1,2
1072,FY,2
1073,G0S19-2,2
1074,G10,2
1075,G13,2
1077,G17,2
1062,FRAG1,2
1078,G18,2
1080,G3PP,2
1081,G6PT,2
1082,GA,2
1083,GAAP,2
1086,GAGE-7,2
1087,GAGE-7B,2
1089,GAGE-9,2
1090,GAGE2,2
1063,FRITZ,2
1061,FRA,2
1092,GAGE8,2
1047,FIX,2
1036,FEZ,2
1037,FGF-13,2
1038,FH,2
1040,FHL-1,2
1041,FIG,2
1042,FIH1,2
1044,FIP1,2
1045,FIP3,2
1046,FIR,2
1048,FJHN,2
1060,FPS,2
1050,FKBP51,2
1051,FLIP,2
1052,FMLP-R-II,2
1053,FMR1,2
1054,FMR2,2
1056,FOXD4L2,2
1057,FP,2
1058,FPRH1,2
1059,FPRH2,2
1091,GAGE7B,2
1093,GAGED2,2
1158,GLUT6,2
1139,GID2,2
1129,GE,2
1130,GEF,2
1131,GEF720,2
1132,GEMIN1,2
1133,GF1,2
1134,GFAT,2
1136,GGTA,2
1137,GGTA1P,2
1138,GH,2
1142,GIG18,2
1127,GDIL,2
1143,GIP,2
1144,GJA10,2
1145,GJA9,2
1146,GK1,2
1148,GLCT1,2
1149,GLK,2
1154,GLUR2,2
1155,GLUR3,2
1156,GLUR7,2
1128,GDN,2
1126,GDH2,2
1094,GAL7,2
1109,GCAP,2
1096,GAP,2
1097,GARI-L1,2
1098,GARP,2
1099,GARS,2
1102,GASP-1,2
1103,GAT2,2
1104,GAT3,2
1105,GATD6,2
1106,GBA,2
1110,GCAP-I,2
1124,GCS,2
1111,GCAP-II,2
1112,GCB,2
1113,GCD,2
1114,GCD10,2
1117,GCOM1,2
1119,GCP-1,2
1120,GCP-2,2
1122,GCP3,2
1123,GCR2,2
1035,FEVR,2
1034,FE,2
1033,FDH,2
966,ET,2
953,ERK4,2
954,ERP1,2
955,ERV1,2
956,ERVR,2
957,ERp60,2
959,ESA1,2
961,ESG1,2
963,ESP,2
965,EST,2
967,ETK,2
951,ERK,2
968,ETL1,2
969,EVA,2
970,EVR1,2
971,EWSR2,2
972,F10,2
974,F5F8D,2
975,FA,2
977,FAAP16,2
978,FACD,2
952,ERK3,2
950,ERIS,2
1032,FCT3A,2
936,EOS,2
927,ELK1,2
928,ELK2,2
929,ELOA3,2
930,ELOA3B,2
931,EMA,2
932,EMAP-2,2
933,EMAP2,2
934,EMC19,2
935,EMT,2
937,EP,2
949,ERG3,2
938,EP2,2
939,EPAC,2
940,EPF5,2
941,EPO,2
942,EPP,2
943,EPPK,2
944,EPR-1,2
947,ERG-1,2
948,ERG1,2
979,FACE,2
981,FAD1,2
983,FADS4,2
1019,FBS,2
1009,FB,2
1010,FBI1,2
1011,FBL3,2
1012,FBL4,2
1013,FBL5,2
1014,FBL6,2
1015,FBL7,2
1017,FBP2,2
1018,FBRNP,2
1020,FBW6,2
984,FAE,2
1021,FBX30,2
1022,FBXW6,2
1024,FCG1,2
1026,FCG3,2
1027,FCGR1,2
1028,FCGR2,2
1029,FCGR3,2
1030,FCR-10,2
1031,FCRIII,2
1008,FAT,2
1007,FAST,2
1006,FAPP2,2
1005,FAP,2
985,FAF,2
986,FALDH,2
987,FAM10A4,2
988,FAM18B2,2
989,FAM21A,2
990,FAM25A,2
991,FAM25B,2
992,FAM25C,2
993,FAM28A,2
994,FAM48B1,2
995,FAM75D3,2
996,FAM90A16P,2
997,FAM90A17P,2
998,FAM90A18P,2
999,FAM90A19P,2
1001,FAME2,2
1002,FAME3,2
1003,FAN,2
1004,FANCD,2
1157,GLUT10,2
1159,GLUT8,2
1415,HN3,2
1346,HED,2
1337,HCS,2
1338,HD1,2
1339,HD7,2
1340,HDGF-2,2
1341,HDGF2,2
1342,HDMX,2
1343,HE,2
1344,HE2,2
1345,HEATR8,2
1347,HEL-75,2
1332,HCNP,2
1348,HEL-S-284,2
1349,HEL2,2
1350,HEN1,2
1351,HEP,2
1352,HEPIS,2
1353,HEPTP,2
1354,HET,2
1355,HGF,2
1356,HGFL,2
1336,HCRN,2
1331,HCG,2
1360,HH,2
1317,HC6,2
1306,HBH,2
1307,HBII-52-46,2
1308,HBK,2
1309,HBLRR,2
1311,HBP-3,2
1312,HBP3,2
1313,HBSCI,2
1315,HC3,2
1316,HC5,2
1318,HC8,2
1330,HCF2,2
1319,HCA1,2
1321,HCA3,2
1322,HCAP,2
1324,HCC-4,2
1325,HCC1,2
1326,HCCA2,2
1327,HCCR-1,2
1328,HCCR-2,2
1329,HCDH,2
1359,HGRG8,2
1361,HH1,2
1160,GLUT9,2
1404,HLX1,2
1393,HLA-DPB1,2
1395,HLA-DR1B,2
1396,HLA-DRB,2
1397,HLA-HA2,2
1398,HLAL,2
1400,HLP2,2
1401,HLP3,2
1402,HLS,2
1403,HLS2,2
1405,HM1,2
1391,HL2,2
1406,HMAT1,2
1407,HMCS,2
1408,HMG-1,2
1409,HMGB1L1,2
1410,HML,2
1411,HMN5,2
1412,HMS,2
1413,HN1,2
1414,HN1L,2
1392,HLA-CDA12,2
1390,HL1,2
1362,HH13,2
1373,HIP3,2
1363,HHG,2
1364,HHL,2
1365,HHM,2
1366,HHS,2
1367,HI,2
1368,HIF-PH1,2
1369,HIFAL,2
1370,HIG1,2
1371,HIN1,2
1374,HIS,2
1388,HL-1,2
1376,HIST1H2BC,2
1377,HIST1H2BE,2
1378,HIST1H2BF,2
1379,HIST1H2BG,2
1380,HIST1H2BI,2
1381,HIST2H2BD,2
1385,HK4,2
1386,HKPX1,2
1387,HL,2
1305,HBGF-8,2
1304,HBD3,2
1303,HBAB,2
1197,GRO1,2
1188,GPRK7,2
1189,GPXL1,2
1190,GPXL2,2
1191,GR,2
1192,GR3,2
1193,GRF2,2
1194,GRINL1A,2
1195,GRIP1,2
1196,GRL,2
1199,GRTH,2
1186,GPR58,2
1200,GS,2
1201,GS1,2
1202,GS2,2
1203,GSE,2
1204,GST,2
1205,GST1,2
1207,GST3,2
1208,GSTAP2,2
1209,GT,2
1187,GPR89,2
1185,GPR136,2
1302,HBA,2
1172,GP110,2
1161,GLYT1,2
1162,GLYT2,2
1163,GM2AP,2
1164,GNPI,2
1165,GNT-IV,2
1167,GO,2
1169,GOT1,2
1170,GOT1B,2
1171,GP,2
1173,GP130,2
1184,GPIV,2
1174,GP150,2
1175,GP180,2
1176,GP40,2
1177,GPAT,2
1178,GPBP,2
1180,GPCR1,2
1181,GPCR21,2
1182,GPD,2
1183,GPHR,2
1211,GT334,2
1212,GTB,2
1213,GTF2IRD2A,2
1287,H9,2
1252,H2BFL,2
1253,H3,2
1254,H3.1,2
1259,H3C13,2
1260,H3C14,2
1261,H3C15,2
1268,H3F3AP1,2
1285,H5,2
1286,H7365,2
1288,HA2,2
1214,GTK,2
1289,HAF,2
1290,HAI,2
1292,HAP2,2
1295,HAS,2
1297,HB-1,2
1298,HB1,2
1299,HB2,2
1300,HB5,2
1301,HB6,2
1251,H2BFK,2
1250,H2BFH,2
1249,H2BFG,2
1248,H2BFA,2
1215,GUCA2,2
1216,GUCY2B,2
1217,GYPA,2
1218,Gal-NAc6S,2
1219,GalNAc-T5L,2
1220,Gx,2
1221,H-REV107,2
1223,H1RNA,2
1224,H2-ALPHA,2
1225,H2A,2
1227,H2A.2,2
1228,H2A.B.1,2
1229,H2A.Bbd,2
1230,H2A/q,2
1237,H2B/a,2
1238,H2B/g,2
1239,H2B/h,2
1240,H2B/k,2
1241,H2B/l,2
3411,tamo,2
