primary_gene_symbol,HGNC_ID,ENSG_ID,NCBI_ID,gene_symbol
MT-TF,HGNC:7481,ENSG00000210049,,MT-TF
MT-RNR1,HGNC:7470,ENSG00000211459,,MT-RNR1
MT-TV,HGNC:7500,ENSG00000210077,,MT-TV
MT-RNR2,HGNC:7471,ENSG00000210082,,MT-RNR2
MT-TL1,HGNC:7490,ENSG00000209082,,MT-TL1
MT-ND1,HGNC:7455,ENSG00000198888,GENE ID:4535,MT-ND1
MT-TI,HGNC:7488,ENSG00000210100,,MT-TI
MT-TQ,HGNC:7495,ENSG00000210107,,MT-TQ
MT-TM,HGNC:7492,ENSG00000210112,,MT-TM
MT-ND2,HGNC:7456,ENSG00000198763,GENE ID:4536,MT-ND2
MT-TW,HGNC:7501,ENSG00000210117,,MT-TW
MT-TA,HGNC:7475,ENSG00000210127,,MT-TA
MT-TN,HGNC:7493,ENSG00000210135,,MT-TN
MT-TC,HGNC:7477,ENSG00000210140,,MT-TC
MT-TY,HGNC:7502,ENSG00000210144,,MT-TY
MT-CO1,HGNC:7419,ENSG00000198804,GENE ID:4512,MT-CO1
MT-TS1,HGNC:7497,ENSG00000210151,GENE ID:113219467,MT-TS1
MT-TD,HGNC:7478,ENSG00000210154,,MT-TD
MT-CO2,HGNC:7421,ENSG00000198712,GENE ID:4513,MT-CO2
MT-TK,HGNC:7489,ENSG00000210156,,MT-TK
MT-ATP8,HGNC:7415,ENSG00000228253,GENE ID:4509,MT-ATP8
MT-ATP6,HGNC:7414,ENSG00000198899,GENE ID:4508,MT-ATP6
MT-CO3,HGNC:7422,ENSG00000198938,GENE ID:4514,MT-CO3
MT-TG,HGNC:7486,ENSG00000210164,,MT-TG
MT-ND3,HGNC:7458,ENSG00000198840,GENE ID:4537,MT-ND3
MT-TR,HGNC:7496,ENSG00000210174,,MT-TR
MT-ND4L,HGNC:7460,ENSG00000212907,GENE ID:4539,MT-ND4L
MT-ND4,HGNC:7459,ENSG00000198886,GENE ID:4538,MT-ND4
MT-TH,HGNC:7487,ENSG00000210176,,MT-TH
MT-TS2,HGNC:7498,ENSG00000210184,,MT-TS2
MT-TL2,HGNC:7491,ENSG00000210191,,MT-TL2
MT-ND5,HGNC:7461,ENSG00000198786,GENE ID:4540,MT-ND5
MT-ND6,HGNC:7462,ENSG00000198695,GENE ID:4541,MT-ND6
MT-TE,HGNC:7479,ENSG00000210194,,MT-TE
MT-CYB,HGNC:7427,ENSG00000198727,GENE ID:4519,MT-CYB
MT-TT,HGNC:7499,ENSG00000210195,,MT-TT
MT-TP,HGNC:7494,ENSG00000210196,,MT-TP
5S_rRNA,,ENSG00000278457,,5S_rRNA
5_8S_rRNA,,ENSG00000278294,GENE ID:124907156,5_8S_rRNA
5_8S_rRNA,,ENSG00000278294,GENE ID:124907485,5_8S_rRNA
5_8S_rRNA,,ENSG00000278294,GENE ID:124908250,5_8S_rRNA
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:100008587,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907114,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907115,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907116,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907117,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907118,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907119,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907120,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907121,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907122,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907123,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907124,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907125,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907126,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907127,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907128,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907129,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907130,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907131,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907132,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907133,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907134,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907135,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907136,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907137,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907138,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907139,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907140,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907141,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907142,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907143,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907144,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907145,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907146,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907147,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907148,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907149,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907150,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907151,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907152,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907153,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907154,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907155,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907160,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907172,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907183,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907194,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907205,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907216,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907227,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907238,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907248,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907258,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907269,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907280,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907291,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907302,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907313,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907324,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907327,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907328,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907329,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907330,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907331,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907332,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907333,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907334,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907335,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907336,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907337,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907338,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907339,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907340,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907341,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907342,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907343,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907439,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907440,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907450,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907458,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907467,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907475,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907476,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907477,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907478,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907479,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907480,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907481,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907482,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907483,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907484,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907572,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907573,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907574,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907575,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907576,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907577,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907578,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907579,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907580,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907581,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907584,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907585,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907586,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907587,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907588,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907589,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907590,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907591,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907592,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907593,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907594,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907595,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907596,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907597,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907598,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907600,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907611,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907622,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907633,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907644,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907655,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907662,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907673,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907684,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907694,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907705,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907709,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907710,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907711,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907712,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907713,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907714,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907715,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907716,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907717,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907718,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907719,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907720,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124907721,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908237,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908238,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908239,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908240,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908241,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908242,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908243,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908244,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908245,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908246,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908247,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908248,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908249,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908257,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908268,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908278,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908289,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908300,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908310,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908316,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908327,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908336,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908347,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908358,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908368,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908369,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908370,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908371,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908372,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908373,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908374,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908375,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908376,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908377,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908378,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908379,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908380,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908381,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908382,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908383,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908384,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908385,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908386,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908387,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908388,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908389,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908390,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908391,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908392,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908393,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908474,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908494,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908504,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908512,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908513,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908514,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908515,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908516,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908517,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908518,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908519,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908520,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908521,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908522,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908523,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908524,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908525,RNA5-8SN5
RNA5-8SN5,HGNC:53533,ENSG00000274917,GENE ID:124908527,RNA5-8SN5
5_8S_rRNA,,ENSG00000273730,GENE ID:124907114,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907115,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907116,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907117,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907118,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907119,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907120,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907121,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907122,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907123,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907124,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907125,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907126,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907127,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907128,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907129,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907130,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907131,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907132,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907133,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907134,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907135,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907136,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907137,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907138,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907139,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907140,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907141,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907142,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907143,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907144,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907145,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907146,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907147,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907148,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907149,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907150,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907151,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907152,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907153,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907154,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907155,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907160,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907172,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907183,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907194,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907205,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907216,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907227,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907238,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907248,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907258,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907269,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907280,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907291,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907302,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907313,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907324,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907327,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907328,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907329,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907330,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907331,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907332,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907333,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907334,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907335,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907336,5_8S_rRNA
5_8S_rRNA,,ENSG00000273730,GENE ID:124907337,5_8S_rRNA
