primary_gene_symbol,HGNC_ID,ENSG_ID,NCBI_ID,gene_symbol
GJD4,HGNC:23296,ENSG00000177291,GENE ID:219770,FLJ90023
FZD8,HGNC:4046,ENSG00000177283,GENE ID:8325,FZ-8
MIR4683,HGNC:41883,ENSG00000284265,GENE ID:100616500,HSA-MIR-4683
LINC02656,HGNC:54142,ENSG00000212743,,
P2RX3,HGNC:8534,ENSG00000109991,GENE ID:5024,P2X3
PRKCQ,HGNC:9410,ENSG00000065675,GENE ID:5588,
CEACAM6,HGNC:1818,ENSG00000086548,GENE ID:4680,CD66C
CEACAM6,HGNC:1818,ENSG00000086548,GENE ID:4680,NCA
CEACAM6,HGNC:1818,ENSG00000086548,GENE ID:4680,NCA-50/90
ADH1C,HGNC:251,ENSG00000248144,GENE ID:126,ADH3
BRICD5,HGNC:28309,ENSG00000182685,GENE ID:283870,C16ORF79
BRICD5,HGNC:28309,ENSG00000182685,GENE ID:283870,MGC21830
DGUOK,HGNC:2858,ENSG00000114956,GENE ID:1716,DGK
RPL35AP9,HGNC:35643,ENSG00000243675,,
GPR79,HGNC:4529,ENSG00000232374,,GPR79P
MIR3919,HGNC:38890,ENSG00000263634,GENE ID:100500803,HSA-MIR-3919
CEACAM3,HGNC:1815,ENSG00000170956,GENE ID:1084,CD66D
CEACAM3,HGNC:1815,ENSG00000170956,GENE ID:1084,CGM1
CEACAM3,HGNC:1815,ENSG00000170956,GENE ID:1084,CGM1A
RPS2P19,HGNC:35786,ENSG00000244249,,
C9orf78P1,HGNC:56567,ENSG00000243116,,
INPPL1,HGNC:6080,ENSG00000165458,GENE ID:3636,SHIP2
RNU2-31P,HGNC:48524,ENSG00000252763,,
TMEM9,HGNC:18823,ENSG00000116857,GENE ID:252839,TMEM9A
PGP,HGNC:8909,ENSG00000184207,GENE ID:283871,
FOXP1,HGNC:3823,ENSG00000114861,GENE ID:27086,12CC4
FOXP1,HGNC:3823,ENSG00000114861,GENE ID:27086,HFKH1B
FOXP1,HGNC:3823,ENSG00000114861,GENE ID:27086,HSPC215
FOXP1,HGNC:3823,ENSG00000114861,GENE ID:27086,QRF1
E4F1,HGNC:3121,ENSG00000167967,GENE ID:1877,E4F
ZNF252P-AS1,HGNC:27821,ENSG00000255559,GENE ID:286103,C8ORF77
BAALC-AS1,HGNC:50461,ENSG00000247081,GENE ID:105369147,FZD6-DT
BAALC-AS1,HGNC:50461,ENSG00000247081,GENE ID:105369147,LNCFZD6
MIR218-1,HGNC:31595,ENSG00000207732,GENE ID:407000,HSA-MIR-218-1
MIR218-1,HGNC:31595,ENSG00000207732,GENE ID:407000,MIRN218-1
HNRNPA1P52,HGNC:48782,ENSG00000269119,,
PACRGL,HGNC:28442,ENSG00000163138,GENE ID:133015,C4ORF28
PACRGL,HGNC:28442,ENSG00000163138,GENE ID:133015,MGC29898
LYPD4,HGNC:28659,ENSG00000273111,GENE ID:147719,MGC42718
RNA5SP97,HGNC:42895,ENSG00000201876,,RN5S97
GFPT1,HGNC:4241,ENSG00000198380,GENE ID:2673,GFA
GFPT1,HGNC:4241,ENSG00000198380,GENE ID:2673,GFAT
GFPT1,HGNC:4241,ENSG00000198380,GENE ID:2673,GFAT1
GFPT1,HGNC:4241,ENSG00000198380,GENE ID:2673,GFPT
ZNF252P,HGNC:13046,ENSG00000291080,GENE ID:286101,ZNF252
DMRTC2,HGNC:13911,ENSG00000142025,GENE ID:63946,
OR6C74,HGNC:31303,ENSG00000197706,GENE ID:254783,
ABCC9,HGNC:60,ENSG00000069431,GENE ID:10060,CMD1O
ABCC9,HGNC:60,ENSG00000069431,GENE ID:10060,SUR2
VPS13A-AS1,HGNC:44167,ENSG00000232998,,
RPS19,HGNC:10402,ENSG00000105372,GENE ID:6223,DBA
RPS19,HGNC:10402,ENSG00000105372,GENE ID:6223,ES19
RPS19,HGNC:10402,ENSG00000105372,GENE ID:6223,LOH19CR1
RPS19,HGNC:10402,ENSG00000105372,GENE ID:6223,S19
PAXBP1P1,HGNC:50352,ENSG00000233489,,
HTR5A,HGNC:5300,ENSG00000157219,GENE ID:3361,5-HT5A
DPP6,HGNC:3010,ENSG00000130226,GENE ID:1804,DPL1
DPP6,HGNC:3010,ENSG00000130226,GENE ID:1804,DPPX
LHX2-AS1,HGNC:56163,ENSG00000236668,GENE ID:100505588,
CTC1,HGNC:26169,ENSG00000178971,GENE ID:80169,AAF132
CTC1,HGNC:26169,ENSG00000178971,GENE ID:80169,C17ORF68
CTC1,HGNC:26169,ENSG00000178971,GENE ID:80169,FLJ22170
DNASE1L2,HGNC:2958,ENSG00000167968,GENE ID:1775,DNAS1L2
ADIRF,HGNC:24043,ENSG00000148671,GENE ID:10974,AFRO
ADIRF,HGNC:24043,ENSG00000148671,GENE ID:10974,APM2
ADIRF,HGNC:24043,ENSG00000148671,GENE ID:10974,C10ORF116
FAM242E,HGNC:53875,ENSG00000229697,,
CD44,HGNC:1681,ENSG00000026508,GENE ID:960,CD44R
CD44,HGNC:1681,ENSG00000026508,GENE ID:960,CDW44
CD44,HGNC:1681,ENSG00000026508,GENE ID:960,CSPG8
CD44,HGNC:1681,ENSG00000026508,GENE ID:960,ECM-III
CD44,HGNC:1681,ENSG00000026508,GENE ID:960,H-CAM
CD44,HGNC:1681,ENSG00000026508,GENE ID:960,HCELL
CD44,HGNC:1681,ENSG00000026508,GENE ID:960,HERMES-1
CD44,HGNC:1681,ENSG00000026508,GENE ID:960,HUTCH-1
CD44,HGNC:1681,ENSG00000026508,GENE ID:960,HUTCH-I
CD44,HGNC:1681,ENSG00000026508,GENE ID:960,IN
CD44,HGNC:1681,ENSG00000026508,GENE ID:960,MC56
CD44,HGNC:1681,ENSG00000026508,GENE ID:960,MDU2
CD44,HGNC:1681,ENSG00000026508,GENE ID:960,MDU3
CD44,HGNC:1681,ENSG00000026508,GENE ID:960,MIC4
CD44,HGNC:1681,ENSG00000026508,GENE ID:960,PGP-1
CD44,HGNC:1681,ENSG00000026508,GENE ID:960,PGP1
MIR6797,HGNC:50169,ENSG00000276926,GENE ID:102465478,HSA-MIR-6797
ERFL,HGNC:53894,ENSG00000268041,GENE ID:390937,ERFL1
RABAC1,HGNC:9794,ENSG00000105404,GENE ID:10567,PRA1
RABAC1,HGNC:9794,ENSG00000105404,GENE ID:10567,PRAF1
RABAC1,HGNC:9794,ENSG00000105404,GENE ID:10567,YIP3
BAALC-AS2,HGNC:28595,ENSG00000236939,,BAALCOS
BAALC-AS2,HGNC:28595,ENSG00000236939,,C8ORF56
BAALC-AS2,HGNC:28595,ENSG00000236939,,MGC39526
IGFN1,HGNC:24607,ENSG00000163395,GENE ID:91156,DKFZP434B1231
IGFN1,HGNC:24607,ENSG00000163395,GENE ID:91156,EEF1A2BP1
XKR4-AS1,HGNC:56156,ENSG00000254357,,
LINC01298,HGNC:32292,ENSG00000253351,GENE ID:619344,C8ORF69
UBE2R2-AS1,HGNC:49911,ENSG00000235481,,LINC01251
LINC00842,HGNC:44989,ENSG00000285294,GENE ID:643650,
RNU2-9P,HGNC:48502,ENSG00000222126,,
FAM245B,HGNC:54133,ENSG00000285662,GENE ID:1517,
FAM245B,HGNC:54133,ENSG00000285662,GENE ID:102724643,
KIF5C,HGNC:6325,ENSG00000168280,GENE ID:3800,NKHC2
ECI1,HGNC:2703,ENSG00000167969,GENE ID:1632,DCI
BMS1P1,,ENSG00000291069,GENE ID:399761,BMS1LP1
BMS1P1,,ENSG00000291069,GENE ID:399761,BMS1LP5
BMS1P1,,ENSG00000291069,GENE ID:399761,BMS1P5
ATP1A3,HGNC:801,ENSG00000105409,GENE ID:478,DYT12
HLA-T,HGNC:23478,ENSG00000224693,,HLA-16
TNF,HGNC:11892,ENSG00000230108,GENE ID:7124,DIF
TNF,HGNC:11892,ENSG00000230108,GENE ID:7124,TNF-ALPHA
TNF,HGNC:11892,ENSG00000230108,GENE ID:7124,TNFA
TNF,HGNC:11892,ENSG00000230108,GENE ID:7124,TNFSF2
VARS1,HGNC:12651,ENSG00000231945,GENE ID:7407,VARS
VARS1,HGNC:12651,ENSG00000231945,GENE ID:7407,VARS2
NEDD8P1,HGNC:54555,ENSG00000226970,,
SAMD13,HGNC:24582,ENSG00000203943,GENE ID:148418,
RNU6-429P,HGNC:47392,ENSG00000207312,,
HBEGF,HGNC:3059,ENSG00000113070,GENE ID:1839,DTR
HBEGF,HGNC:3059,ENSG00000113070,GENE ID:1839,DTS
HBEGF,HGNC:3059,ENSG00000113070,GENE ID:1839,HEGFL
EEF1AKMT2,HGNC:33787,ENSG00000203791,GENE ID:399818,C10ORF138
EEF1AKMT2,HGNC:33787,ENSG00000203791,GENE ID:399818,EFM4
EEF1AKMT2,HGNC:33787,ENSG00000203791,GENE ID:399818,METTL10
CHRFAM7A,HGNC:15781,ENSG00000166664,GENE ID:89832,CHRNA7-DR1
CHRFAM7A,HGNC:15781,ENSG00000166664,GENE ID:89832,D-10
NAMA,HGNC:42408,ENSG00000271086,GENE ID:100996569,
NAMA,HGNC:42408,ENSG00000271086,GENE ID:101928438,
MIR6499,HGNC:49962,ENSG00000276622,GENE ID:102465246,HSA-MIR-6499
SPARC,HGNC:11219,ENSG00000113140,GENE ID:6678,BM-40
SPARC,HGNC:11219,ENSG00000113140,GENE ID:6678,ON
SPARC,HGNC:11219,ENSG00000113140,GENE ID:6678,ONT
ECI1-AS1,HGNC:56088,ENSG00000261663,GENE ID:123706507,
RNPS1,HGNC:10080,ENSG00000205937,GENE ID:10921,
RNA5SP75,HGNC:42852,ENSG00000252650,,RN5S75
RPL13AP11,HGNC:36566,ENSG00000229657,,
TMEM81,HGNC:32349,ENSG00000174529,GENE ID:388730,HC3107
TMEM81,HGNC:32349,ENSG00000174529,GENE ID:388730,KVLA2788
TMEM81,HGNC:32349,ENSG00000174529,GENE ID:388730,MGC75217
TMEM81,HGNC:32349,ENSG00000174529,GENE ID:388730,UNQ2788
ELOCP3,HGNC:29457,ENSG00000229919,,DJ254P11.1
ELOCP3,HGNC:29457,ENSG00000229919,,TCEB1P3
Y_RNA,,ENSG00000200849,,
CUX2P1,HGNC:33694,ENSG00000272436,,
MTR,HGNC:7468,ENSG00000116984,GENE ID:4548,CBLG
EIF2AP4,HGNC:39498,ENSG00000227395,,
LINC02622,HGNC:54099,ENSG00000259267,,
CSNK2B,HGNC:2460,ENSG00000224774,GENE ID:1460,CKB1
CSNK2B,HGNC:2460,ENSG00000224774,GENE ID:1460,CKB2
SGPL1,HGNC:10817,ENSG00000166224,GENE ID:8879,SPL
RPL7AP62,HGNC:36890,ENSG00000213862,,
COX5AP2,HGNC:20005,ENSG00000258981,,
RAMAC,HGNC:31022,ENSG00000169612,GENE ID:83640,C15ORF18
RAMAC,HGNC:31022,ENSG00000169612,GENE ID:83640,FAM103A1
RAMAC,HGNC:31022,ENSG00000169612,GENE ID:83640,HST19360
RAMAC,HGNC:31022,ENSG00000169612,GENE ID:83640,MGC2560
RAMAC,HGNC:31022,ENSG00000169612,GENE ID:83640,RAM
RAMAC,HGNC:31022,ENSG00000169612,GENE ID:83640,RAMMET
PTGDR,HGNC:9591,ENSG00000168229,GENE ID:5729,DP
PTGDR,HGNC:9591,ENSG00000168229,GENE ID:5729,DP1
PTGDR,HGNC:9591,ENSG00000168229,GENE ID:5729,PTGDR1
C15orf40,HGNC:28443,ENSG00000169609,GENE ID:123207,MGC29937
PTGER2,HGNC:9594,ENSG00000125384,GENE ID:5732,EP2
LINC02315,HGNC:53234,ENSG00000251363,,
C6,HGNC:1339,ENSG00000039537,GENE ID:729,
RPS4XP1,HGNC:32444,ENSG00000214203,,RPS4P1
TCHP,HGNC:28135,ENSG00000139437,GENE ID:84260,MGC10854
TCHP,HGNC:28135,ENSG00000139437,GENE ID:84260,TPMS
TMEM72,HGNC:31658,ENSG00000187783,GENE ID:643236,BA285G1.3
TMEM72,HGNC:31658,ENSG00000187783,GENE ID:643236,C10ORF127
TMEM72,HGNC:31658,ENSG00000187783,GENE ID:643236,KSP37
RASSF4,HGNC:20793,ENSG00000107551,GENE ID:83937,AD037
RASSF4,HGNC:20793,ENSG00000107551,GENE ID:83937,MGC44914
BTBD1,HGNC:1120,ENSG00000064726,GENE ID:53339,
RNU6-1304P,HGNC:48267,ENSG00000223306,,
SRP9,HGNC:11304,ENSG00000143742,GENE ID:6726,
FLJ46284,,ENSG00000248858,GENE ID:441369,
NLRP1,HGNC:14374,ENSG00000091592,GENE ID:22861,CARD7
NLRP1,HGNC:14374,ENSG00000091592,GENE ID:22861,CLR17.1
NLRP1,HGNC:14374,ENSG00000091592,GENE ID:22861,DEFCAP
NLRP1,HGNC:14374,ENSG00000091592,GENE ID:22861,DKFZP586O1822
NLRP1,HGNC:14374,ENSG00000091592,GENE ID:22861,KIAA0926
NLRP1,HGNC:14374,ENSG00000091592,GENE ID:22861,NAC
NLRP1,HGNC:14374,ENSG00000091592,GENE ID:22861,NALP1
NLRP1,HGNC:14374,ENSG00000091592,GENE ID:22861,SLEV1
NLRP1,HGNC:14374,ENSG00000091592,GENE ID:22861,VAMAS1
LEFTY3P,HGNC:55878,ENSG00000234112,,LEFTY3
TMEM63A,HGNC:29118,ENSG00000196187,GENE ID:9725,KIAA0792
ANKRD13A,HGNC:21268,ENSG00000076513,GENE ID:88455,ANKRD13
ANKRD13A,HGNC:21268,ENSG00000076513,GENE ID:88455,NY-REN-25
LINC02833,HGNC:54367,ENSG00000258742,GENE ID:105370629,
HDGFL3,HGNC:24937,ENSG00000166503,GENE ID:50810,HDGFRP3
HDGFL3,HGNC:24937,ENSG00000166503,GENE ID:50810,HRP-3
HEATR5A-DT,HGNC:55552,ENSG00000250365,GENE ID:101927124,
LYPD6B,HGNC:27018,ENSG00000150556,GENE ID:130576,CT116
LYPD6B,HGNC:27018,ENSG00000150556,GENE ID:130576,LYPD7
DEPP1,HGNC:23355,ENSG00000165507,GENE ID:11067,C10ORF10
DEPP1,HGNC:23355,ENSG00000165507,GENE ID:11067,DEPP
DEPP1,HGNC:23355,ENSG00000165507,GENE ID:11067,FIG
DEPP1,HGNC:23355,ENSG00000165507,GENE ID:11067,FSEG
CHN2-AS1,HGNC:40149,ENSG00000235669,,
NANOGP4,HGNC:23102,ENSG00000237065,,NANOGP2
LRCH4,HGNC:6691,ENSG00000077454,GENE ID:4034,LRN
LRCH4,HGNC:6691,ENSG00000077454,GENE ID:4034,LRRN1
AJUBA-DT,HGNC:55449,ENSG00000258457,,
ZNF22,HGNC:13012,ENSG00000165512,GENE ID:7570,HKR-T1
ZNF22,HGNC:13012,ENSG00000165512,GENE ID:7570,KOX15
ZNF22,HGNC:13012,ENSG00000165512,GENE ID:7570,ZFP422
ZNF22,HGNC:13012,ENSG00000165512,GENE ID:7570,ZNF422
DUXAP4,HGNC:32183,ENSG00000270258,,
C7,HGNC:1346,ENSG00000112936,GENE ID:730,
CEP164P1,HGNC:44988,ENSG00000226937,,
RPS19P7,HGNC:35550,ENSG00000228462,,
RSU1P2,HGNC:44391,ENSG00000232554,,
ANKRD54P1,HGNC:39214,ENSG00000236442,,
MIR3156-1,HGNC:38241,ENSG00000263476,GENE ID:100422988,HSA-MIR-3156-1
NOTCH4,HGNC:7884,ENSG00000234876,GENE ID:4855,INT3
RNU6-1207P,HGNC:48170,ENSG00000207071,,
CUBNP2,HGNC:44984,ENSG00000234993,,
OR6D1P,HGNC:14849,ENSG00000224402,,
OR13A1,HGNC:14772,ENSG00000256574,GENE ID:79290,
SMAD3,HGNC:6769,ENSG00000166949,GENE ID:4088,HST17436
SMAD3,HGNC:6769,ENSG00000166949,GENE ID:4088,JV15-2
SMAD3,HGNC:6769,ENSG00000166949,GENE ID:4088,MADH3
ALOX5,HGNC:435,ENSG00000012779,GENE ID:240,5-LOX
CD79A,HGNC:1698,ENSG00000105369,GENE ID:973,IG-ALPHA
CD79A,HGNC:1698,ENSG00000105369,GENE ID:973,IGA
CD79A,HGNC:1698,ENSG00000105369,GENE ID:973,IGALPHA
CD79A,HGNC:1698,ENSG00000105369,GENE ID:973,MB-1
CD79A,HGNC:1698,ENSG00000105369,GENE ID:973,MB1
FBN2,HGNC:3604,ENSG00000138829,GENE ID:2201,CCA
FBN2,HGNC:3604,ENSG00000138829,GENE ID:2201,DA9
MAMDC2-AS1,HGNC:48719,ENSG00000204706,,
PRMT5-DT,HGNC:55482,ENSG00000257285,GENE ID:101926933,
FAM8A3P,HGNC:16374,ENSG00000224337,,
BCL2L12,HGNC:13787,ENSG00000126453,GENE ID:83596,
LEFTY1,HGNC:6552,ENSG00000243709,GENE ID:10637,LEFTB
LEFTY1,HGNC:6552,ENSG00000243709,GENE ID:10637,LEFTYB
LYPD6,HGNC:28751,ENSG00000187123,GENE ID:130574,MGC52057
IFT81,HGNC:14313,ENSG00000122970,GENE ID:28981,CDV-1R
IFT81,HGNC:14313,ENSG00000122970,GENE ID:28981,CDV1
IFT81,HGNC:14313,ENSG00000122970,GENE ID:28981,MGC4027
MIR6741,HGNC:50004,ENSG00000284519,GENE ID:102466270,HSA-MIR-6741
LEFTY2,HGNC:3122,ENSG00000143768,GENE ID:7044,EBAF
LEFTY2,HGNC:3122,ENSG00000143768,GENE ID:7044,LEFTA
LEFTY2,HGNC:3122,ENSG00000143768,GENE ID:7044,LEFTYA
LEFTY2,HGNC:3122,ENSG00000143768,GENE ID:7044,TGFB4
KCNIP4,HGNC:30083,ENSG00000185774,GENE ID:80333,CALP
KCNIP4,HGNC:30083,ENSG00000185774,GENE ID:80333,KCHIP4
KCNIP4,HGNC:30083,ENSG00000185774,GENE ID:80333,MGC44947
OR12D2,HGNC:8178,ENSG00000225247,GENE ID:26529,HS6M1-20
RPL15P4,HGNC:21663,ENSG00000231623,,EM:AC006046.2
RPL7AP7,HGNC:21395,ENSG00000227326,,DJ377H14.2
RPL7AP7,HGNC:21395,ENSG00000227326,,RPL7B
RNF5,HGNC:10068,ENSG00000227277,GENE ID:6048,G16
RNF5,HGNC:10068,ENSG00000227277,GENE ID:6048,NG2
RNF5,HGNC:10068,ENSG00000227277,GENE ID:6048,RING5
RNF5,HGNC:10068,ENSG00000227277,GENE ID:6048,RMA1
NDUFA3P3,HGNC:45052,ENSG00000213032,,
EPHX1,HGNC:3401,ENSG00000143819,GENE ID:2052,EPHX
SRPK2,HGNC:11306,ENSG00000135250,GENE ID:6733,SFRSK2
RPL17P13,HGNC:36378,ENSG00000223604,,
SMAD3-AS1,HGNC:56692,ENSG00000259202,GENE ID:128266842,AC012568.1
MMADHC,HGNC:25221,ENSG00000168288,GENE ID:27249,C2ORF25
MMADHC,HGNC:25221,ENSG00000168288,GENE ID:27249,CBLD
MMADHC,HGNC:25221,ENSG00000168288,GENE ID:27249,CL25022
FAM242D,HGNC:53874,ENSG00000231248,GENE ID:112488742,
CFAP95-DT,HGNC:48713,ENSG00000225626,,C9ORF135-AS1
CFAP95-DT,HGNC:48713,ENSG00000225626,,C9ORF135-DT
EPB42,HGNC:3381,ENSG00000166947,GENE ID:2038,MGC116735
EPB42,HGNC:3381,ENSG00000166947,GENE ID:2038,MGC116737
EPB42,HGNC:3381,ENSG00000166947,GENE ID:2038,PA
OR12D1,HGNC:8177,ENSG00000250294,GENE ID:26530,HS6M1-19
OR12D1,HGNC:8177,ENSG00000250294,GENE ID:26530,OR12D1P
HLA-DQA1,HGNC:4942,ENSG00000232062,GENE ID:3117,CELIAC1
HLA-DQA1,HGNC:4942,ENSG00000232062,GENE ID:3117,HLA-DQA
SNORA71,,ENSG00000201393,,
RNU6-441P,HGNC:47404,ENSG00000207275,,
RBM20,HGNC:27424,ENSG00000203867,GENE ID:282996,
IADEN,HGNC:56877,ENSG00000253507,,HIDEN
LINC02311,HGNC:53230,ENSG00000258718,,
AP1G2-AS1,HGNC:55442,ENSG00000258727,GENE ID:102724814,
ATE1OSP,HGNC:49496,ENSG00000226864,,ATE1-AS1
ATE1OSP,HGNC:49496,ENSG00000226864,,ENST00000437593
ZFHX2-AS1,HGNC:52658,ENSG00000157306,,LNCZFHX2
MSH5,HGNC:7328,ENSG00000237333,GENE ID:4439,G7
SELENOOLP,HGNC:53787,ENSG00000227932,,
SRM,HGNC:11296,ENSG00000116649,GENE ID:6723,SPS1
SRM,HGNC:11296,ENSG00000116649,GENE ID:6723,SRML1
TRIM8,HGNC:15579,ENSG00000171206,GENE ID:81603,GERP
TRIM8,HGNC:15579,ENSG00000171206,GENE ID:81603,RNF27
LINC03090,HGNC:56719,ENSG00000253355,,
FAM225B,HGNC:21865,ENSG00000225684,GENE ID:100128385,C9ORF110
FAM225B,HGNC:21865,ENSG00000225684,GENE ID:100128385,LINC00256B
FAM225B,HGNC:21865,ENSG00000225684,GENE ID:100128385,NCRNA00256B
LINC02846,HGNC:54381,ENSG00000260193,,
LINC03044,HGNC:56250,ENSG00000253395,,LNC524369
EXOSC10,HGNC:9138,ENSG00000171824,GENE ID:5394,P2
EXOSC10,HGNC:9138,ENSG00000171824,GENE ID:5394,P3
EXOSC10,HGNC:9138,ENSG00000171824,GENE ID:5394,P4
EXOSC10,HGNC:9138,ENSG00000171824,GENE ID:5394,PM-SCL
EXOSC10,HGNC:9138,ENSG00000171824,GENE ID:5394,PM/SCL-100
EXOSC10,HGNC:9138,ENSG00000171824,GENE ID:5394,PMSCL2
EXOSC10,HGNC:9138,ENSG00000171824,GENE ID:5394,RRP6
EXOSC10,HGNC:9138,ENSG00000171824,GENE ID:5394,RRP6P
LINC02304,HGNC:53223,ENSG00000259110,,
SYPL1,HGNC:11507,ENSG00000008282,GENE ID:6856,SYPL
DNASE2,HGNC:2960,ENSG00000105612,GENE ID:1777,DNL
DNASE2,HGNC:2960,ENSG00000105612,GENE ID:1777,DNL2
RNU6-601P,HGNC:47564,ENSG00000207270,,
LINC01818,HGNC:52623,ENSG00000230645,,
MIR7978,HGNC:50113,ENSG00000283281,GENE ID:102465859,HSA-MIR-7978
RPL31P25,HGNC:36698,ENSG00000242768,,
MTLN,HGNC:27339,ENSG00000175701,GENE ID:205251,LEMP
MTLN,HGNC:27339,ENSG00000175701,GENE ID:205251,LINC00116
MTLN,HGNC:27339,ENSG00000175701,GENE ID:205251,MOXI
MTLN,HGNC:27339,ENSG00000175701,GENE ID:205251,MPM
MTLN,HGNC:27339,ENSG00000175701,GENE ID:205251,NCRNA00116
MTLN,HGNC:27339,ENSG00000175701,GENE ID:205251,SMIM37
MTLN,HGNC:27339,ENSG00000175701,GENE ID:205251,TILR
KCNIP4-IT1,HGNC:29895,ENSG00000280650,GENE ID:359822,NCRNA00099
KCNIP4-IT1,HGNC:29895,ENSG00000280650,GENE ID:359822,UM9-5
RN7SL177P,HGNC:46193,ENSG00000242976,,
HOPX,HGNC:24961,ENSG00000171476,GENE ID:84525,HOP
HOPX,HGNC:24961,ENSG00000171476,GENE ID:84525,LAGY
HOPX,HGNC:24961,ENSG00000171476,GENE ID:84525,NECC1
HOPX,HGNC:24961,ENSG00000171476,GENE ID:84525,OB1
HOPX,HGNC:24961,ENSG00000171476,GENE ID:84525,SMAP31
GRIA1,HGNC:4571,ENSG00000155511,GENE ID:2890,GLUA1
GRIA1,HGNC:4571,ENSG00000155511,GENE ID:2890,GLUR1
GRIA1,HGNC:4571,ENSG00000155511,GENE ID:2890,GLURA
WDR5-DT,HGNC:55141,ENSG00000273249,,
LINC02319,HGNC:53238,ENSG00000258694,,
THNSL2,HGNC:25602,ENSG00000144115,GENE ID:55258,FLJ10916
THNSL2,HGNC:25602,ENSG00000144115,GENE ID:55258,SOFAT
THNSL2,HGNC:25602,ENSG00000144115,GENE ID:55258,TSH2
LINC00524,HGNC:20118,ENSG00000259023,,C14ORF71
CIAO2A,HGNC:26235,ENSG00000166797,GENE ID:84191,CIA2A
CIAO2A,HGNC:26235,ENSG00000166797,GENE ID:84191,FAM96A
CIAO2A,HGNC:26235,ENSG00000166797,GENE ID:84191,FLJ22875
B4GALT1-AS1,HGNC:49910,ENSG00000233554,GENE ID:101929639,
Y_RNA,,ENSG00000202357,,
UBR5-DT,HGNC:51661,ENSG00000246263,,UBR5-AS1
MIR7974,HGNC:49992,ENSG00000274713,GENE ID:102465856,HSA-MIR-7974
RN7SL833P,HGNC:46849,ENSG00000244080,,
ELOF1,HGNC:28691,ENSG00000130165,GENE ID:84337,ELF1
ELOF1,HGNC:28691,ENSG00000130165,GENE ID:84337,MGC4549
GUCY2C,HGNC:4688,ENSG00000070019,GENE ID:2984,GC-C
GUCY2C,HGNC:4688,ENSG00000070019,GENE ID:2984,GCC
GUCY2C,HGNC:4688,ENSG00000070019,GENE ID:2984,GUC2C
GUCY2C,HGNC:4688,ENSG00000070019,GENE ID:2984,HSER
GUCY2C,HGNC:4688,ENSG00000070019,GENE ID:2984,STAR
LINC03047,HGNC:56265,ENSG00000253633,,KB-1980E6.3
RAB18,HGNC:14244,ENSG00000099246,GENE ID:22931,
LNCOC1,HGNC:53947,ENSG00000253741,GENE ID:100288181,LNC-OC1
ALDH1A3,HGNC:409,ENSG00000184254,GENE ID:220,ALDH6
ALDH1A3,HGNC:409,ENSG00000184254,GENE ID:220,RALDH3
DIO3OS,HGNC:20348,ENSG00000258498,GENE ID:64150,C14ORF134
DIO3OS,HGNC:20348,ENSG00000258498,GENE ID:64150,DIO3-AS1
DIO3OS,HGNC:20348,ENSG00000258498,GENE ID:64150,NCRNA00041
Y_RNA,,ENSG00000252374,,
RPL6P21,HGNC:35994,ENSG00000223445,,
EEF1A1P26,HGNC:37899,ENSG00000233167,,
PMPCB,HGNC:9119,ENSG00000105819,GENE ID:9512,BETA-MPP
PMPCB,HGNC:9119,ENSG00000105819,GENE ID:9512,MAS1
PMPCB,HGNC:9119,ENSG00000105819,GENE ID:9512,MPPB
PMPCB,HGNC:9119,ENSG00000105819,GENE ID:9512,MPPP52
CRX,HGNC:2383,ENSG00000105392,GENE ID:1406,CORD2
CRX,HGNC:2383,ENSG00000105392,GENE ID:1406,CRD
CRX,HGNC:2383,ENSG00000105392,GENE ID:1406,LCA7
CRX,HGNC:2383,ENSG00000105392,GENE ID:1406,OTX3
RANP1,HGNC:21631,ENSG00000137321,,EM:AB014080.2
UBQLN1P1,HGNC:21633,ENSG00000230441,,UBQLN1P
TCF19,HGNC:11629,ENSG00000234674,GENE ID:6941,SC1
TMEM129,HGNC:25137,ENSG00000168936,GENE ID:92305,D4S2561E
LRRTM4,HGNC:19411,ENSG00000176204,GENE ID:80059,FLJ12568
TPRX1,HGNC:32174,ENSG00000178928,GENE ID:284355,FLJ40321
H2AJ,HGNC:14456,ENSG00000246705,GENE ID:55766,FLJ10903
H2AJ,HGNC:14456,ENSG00000246705,GENE ID:55766,H2AFJ
H2AJ,HGNC:14456,ENSG00000246705,GENE ID:55766,MGC921
MCPH1-DT,HGNC:55599,ENSG00000246089,GENE ID:100287015,
WBP11,HGNC:16461,ENSG00000084463,GENE ID:51729,BUG13
WBP11,HGNC:16461,ENSG00000084463,GENE ID:51729,NPWBP
WBP11,HGNC:16461,ENSG00000084463,GENE ID:51729,PPP1R165
WBP11,HGNC:16461,ENSG00000084463,GENE ID:51729,SIPP1
HTATSF1P1,HGNC:13959,ENSG00000234251,,DJ1033B10.6
HTATSF1P1,HGNC:13959,ENSG00000234251,,HTATSF1P
HTATSF1P1,HGNC:13959,ENSG00000234251,,TAT-SF1-L
LINC01623,HGNC:52050,ENSG00000229773,,
FCHO1,HGNC:29002,ENSG00000130475,GENE ID:23149,KIAA0290
RND3,HGNC:671,ENSG00000115963,GENE ID:390,ARHE
RND3,HGNC:671,ENSG00000115963,GENE ID:390,RHO8
RND3,HGNC:671,ENSG00000115963,GENE ID:390,RHOE
HCP5,HGNC:21659,ENSG00000230389,GENE ID:10866,D6S2650E
HCP5,HGNC:21659,ENSG00000230389,GENE ID:10866,P5-1
