,HGNC_ID,ENSG_ID,NCBI_ID,primary_gene_symbol,gene_symbol,captured,captured as:
29879,{'HGNC:21308'},{'ENSG00000012660'},{'GENE ID:60481'},ELOVL5,dJ483K16.1,T,Previous Symbol
29880,{'HGNC:15829'},{'ENSG00000170522'},{'GENE ID:79071'},ELOVL6,ELOVL6,T,Primary Gene Symbol
29881,{'HGNC:15829'},{'ENSG00000170522'},{'GENE ID:79071'},ELOVL6,FACE,F,
29882,{'HGNC:15829'},{'ENSG00000170522'},{'GENE ID:79071'},ELOVL6,FAE,F,
29883,{'HGNC:15829'},{'ENSG00000170522'},{'GENE ID:79071'},ELOVL6,FLJ23378,T,Clone Name Symbol
29884,{'HGNC:15829'},{'ENSG00000170522'},{'GENE ID:79071'},ELOVL6,LCE,F,
29885,{'HGNC:15829'},{'ENSG00000170522'},{'GENE ID:79071'},ELOVL6,MGC5487,T,Placeholder Symbol
29886,{'HGNC:15829'},{'ENSG00000170522'},{'GENE ID:79071'},ELOVL6,hELO2,F,
29887,{'HGNC:26292'},{'ENSG00000164181'},{'GENE ID:79993'},ELOVL7,ELOVL7,T,Primary Gene Symbol
29888,{'HGNC:26292'},{'ENSG00000164181'},{'GENE ID:79993'},ELOVL7,FLJ23563,T,Clone Name Symbol
29889,{'HGNC:5959'},{'ENSG00000070061'},{'GENE ID:8518'},ELP1,DYS,T,Previous Symbol
29890,{'HGNC:5959'},{'ENSG00000070061'},{'GENE ID:8518'},ELP1,ELP1,T,Primary Gene Symbol
29891,{'HGNC:5959'},{'ENSG00000070061'},{'GENE ID:8518'},ELP1,FD,F,
29892,{'HGNC:5959'},{'ENSG00000070061'},{'GENE ID:8518'},ELP1,IKAP,F,
29893,{'HGNC:5959'},{'ENSG00000070061'},{'GENE ID:8518'},ELP1,IKBKAP,T,"Previous Symbol, Ortholog Symbol, Withdrawn Ortholog Symbol"
29894,{'HGNC:5959'},{'ENSG00000070061'},{'GENE ID:8518'},ELP1,IKI3,T,Ortholog Symbol
29895,{'HGNC:5959'},{'ENSG00000070061'},{'GENE ID:8518'},ELP1,TOT1,F,
29896,{'HGNC:18248'},{'ENSG00000134759'},{'GENE ID:55250'},ELP2,ELP2,T,Primary Gene Symbol
29897,{'HGNC:18248'},{'ENSG00000134759'},{'GENE ID:55250'},ELP2,FLJ10879,T,Clone Name Symbol
29898,{'HGNC:18248'},{'ENSG00000134759'},{'GENE ID:55250'},ELP2,MRT58,T,Phenotype Symbol
29899,{'HGNC:18248'},{'ENSG00000134759'},{'GENE ID:55250'},ELP2,SHINC-2,F,
29900,{'HGNC:18248'},{'ENSG00000134759'},{'GENE ID:55250'},ELP2,STATIP1,T,Previous Symbol
29901,{'HGNC:18248'},{'ENSG00000134759'},{'GENE ID:55250'},ELP2,STIP,F,
29902,{'HGNC:18248'},{'ENSG00000134759'},{'GENE ID:55250'},ELP2,StIP,F,
29903,{'HGNC:20696'},{'ENSG00000134014'},{'GENE ID:55140'},ELP3,ELP3,T,Primary Gene Symbol
29904,{'HGNC:20696'},{'ENSG00000134014'},{'GENE ID:55140'},ELP3,FLJ10422,T,Clone Name Symbol
29905,{'HGNC:20696'},{'ENSG00000134014'},{'GENE ID:55140'},ELP3,KAT9,T,Gene Group Symbol
29906,{'HGNC:1171'},{'ENSG00000109911'},{'GENE ID:26610'},ELP4,AN,F,
29907,{'HGNC:1171'},{'ENSG00000109911'},{'GENE ID:26610'},ELP4,AN2,T,Phenotype Symbol
29908,{'HGNC:1171'},{'ENSG00000109911'},{'GENE ID:26610'},ELP4,C11ORF19,T,"Previous Symbol, Placeholder Symbol"
29909,{'HGNC:1171'},{'ENSG00000109911'},{'GENE ID:26610'},ELP4,C11orf19,T,"Previous Symbol, Placeholder Symbol"
29910,{'HGNC:1171'},{'ENSG00000109911'},{'GENE ID:26610'},ELP4,ELP4,T,Primary Gene Symbol
29911,{'HGNC:1171'},{'ENSG00000109911'},{'GENE ID:26610'},ELP4,PAX6NEB,F,
29912,{'HGNC:1171'},{'ENSG00000109911'},{'GENE ID:26610'},ELP4,PAXNEB,F,
29913,{'HGNC:1171'},{'ENSG00000109911'},{'GENE ID:26610'},ELP4,dJ68P15A.1,F,
29914,{'HGNC:1171'},{'ENSG00000109911'},{'GENE ID:26610'},ELP4,hELP4,T,Alternate Abbreviation Symbol
29915,{'HGNC:58222'},{'ENSG00000228061'},{'GENE ID:139355222'},ELP4-AS1,ELP4-AS1,T,Primary Gene Symbol
29916,{'HGNC:30617'},"{'ENSG00000170291', 'ENSG00000288485'}",{'GENE ID:23587'},ELP5,C17ORF81,T,"Previous Symbol, Placeholder Symbol"
29917,{'HGNC:30617'},{'ENSG00000170291'},{'GENE ID:23587'},ELP5,C17orf81,T,"Previous Symbol, Placeholder Symbol"
29918,{'HGNC:30617'},"{'ENSG00000170291', 'ENSG00000288485'}",{'GENE ID:23587'},ELP5,DERP6,F,
29919,{'HGNC:30617'},"{'ENSG00000170291', 'ENSG00000288485'}",{'GENE ID:23587'},ELP5,ELP5,T,Primary Gene Symbol
29920,{'HGNC:30617'},{'ENSG00000170291'},{'GENE ID:23587'},ELP5,HSPC002,F,
29921,{'HGNC:30617'},{'ENSG00000170291'},{'GENE ID:23587'},ELP5,MST071,F,
29922,{'HGNC:30617'},{'ENSG00000170291'},{'GENE ID:23587'},ELP5,MSTP071,F,
29923,{'HGNC:25976'},{'ENSG00000163832'},{'GENE ID:54859'},ELP6,C3ORF75,T,"Previous Symbol, Placeholder Symbol"
29924,{'HGNC:25976'},{'ENSG00000163832'},{'GENE ID:54859'},ELP6,C3orf75,T,"Previous Symbol, Placeholder Symbol"
29925,{'HGNC:25976'},{'ENSG00000163832'},{'GENE ID:54859'},ELP6,ELP6,T,Primary Gene Symbol
29926,{'HGNC:25976'},{'ENSG00000163832'},{'GENE ID:54859'},ELP6,FLJ20211,T,Clone Name Symbol
29927,{'HGNC:25976'},{'ENSG00000163832'},{'GENE ID:54859'},ELP6,TMEM103,T,Previous Symbol
29928,{'HGNC:14417'},{'ENSG00000169393'},{'GENE ID:64100'},ELSPBP1,E12,F,
29929,{'HGNC:14417'},{'ENSG00000169393'},{'GENE ID:64100'},ELSPBP1,EDDM12,F,
29930,{'HGNC:14417'},{'ENSG00000169393'},{'GENE ID:64100'},ELSPBP1,EL149,F,
29931,{'HGNC:14417'},{'ENSG00000169393'},{'GENE ID:64100'},ELSPBP1,ELSPBP1,T,Primary Gene Symbol
29932,{'HGNC:14417'},{'ENSG00000169393'},{'GENE ID:64100'},ELSPBP1,HE12,F,
29933,{'HGNC:30465'},{'ENSG00000170571'},{'GENE ID:133418'},EMB,EMB,T,Primary Gene Symbol
29934,{'HGNC:30465'},{'ENSG00000170571'},{'GENE ID:133418'},EMB,GP70,T,Withdrawn Ortholog Symbol
29935,{'HGNC:30465'},{'ENSG00000170571'},{'GENE ID:133418'},EMB,MGC71745,T,Placeholder Symbol
29936,{'HGNC:38661'},"{'ENSG00000231752', 'ENSG00000291141'}",{'GENE ID:647121'},EMBP1,EMBP1,T,Primary Gene Symbol
29937,{'HGNC:28957'},{'ENSG00000127463'},{'GENE ID:23065'},EMC1,CAVIPMR,T,Phenotype Symbol
29938,{'HGNC:28957'},{'ENSG00000127463'},{'GENE ID:23065'},EMC1,EMC1,T,Primary Gene Symbol
29939,{'HGNC:28957'},{'ENSG00000127463'},{'GENE ID:23065'},EMC1,KIAA0090,T,"Previous Symbol, Placeholder Symbol"
29940,{'HGNC:54050'},{'ENSG00000230424'},{'GENE ID:101927895'},EMC1-AS1,EMC1-AS1,T,Primary Gene Symbol
29941,{'HGNC:27609'},{'ENSG00000161671'},{'GENE ID:284361'},EMC10,C19ORF63,T,"Previous Symbol, Placeholder Symbol"
29942,{'HGNC:27609'},{'ENSG00000161671'},{'GENE ID:284361'},EMC10,C19orf63,T,"Previous Symbol, Placeholder Symbol"
29943,{'HGNC:27609'},{'ENSG00000161671'},{'GENE ID:284361'},EMC10,EMC10,T,Primary Gene Symbol
29944,{'HGNC:27609'},{'ENSG00000161671'},{'GENE ID:284361'},EMC10,HSM1,F,
29945,{'HGNC:27609'},{'ENSG00000161671'},{'GENE ID:284361'},EMC10,HSS1,F,
29946,{'HGNC:27609'},{'ENSG00000161671'},{'GENE ID:284361'},EMC10,INM02,F,
29947,{'HGNC:27609'},{'ENSG00000161671'},{'GENE ID:284361'},EMC10,NEDDFAS,T,Phenotype Symbol
29948,{'HGNC:28963'},{'ENSG00000104412'},{'GENE ID:9694'},EMC2,EMC2,T,Primary Gene Symbol
29949,{'HGNC:28963'},{'ENSG00000104412'},{'GENE ID:9694'},EMC2,KIAA0103,T,"Previous Symbol, Placeholder Symbol"
29950,{'HGNC:28963'},{'ENSG00000104412'},{'GENE ID:9694'},EMC2,TTC35,T,"Previous Symbol, Gene Group Symbol, Withdrawn Ortholog Symbol"
29951,{'HGNC:23999'},{'ENSG00000125037'},{'GENE ID:55831'},EMC3,EMC3,T,Primary Gene Symbol
29952,{'HGNC:23999'},{'ENSG00000125037'},{'GENE ID:55831'},EMC3,POB,T,Ortholog Symbol
29953,{'HGNC:23999'},{'ENSG00000125037'},{'GENE ID:55831'},EMC3,TMEM111,T,"Previous Symbol, Withdrawn Ortholog Symbol"
29954,{'HGNC:49223'},{'ENSG00000180385'},{'GENE ID:442075'},EMC3-AS1,EMC3-AS1,T,Primary Gene Symbol
29955,{'HGNC:28032'},{'ENSG00000128463'},{'GENE ID:51234'},EMC4,EMC4,T,Primary Gene Symbol
29956,{'HGNC:28032'},{'ENSG00000128463'},{'GENE ID:51234'},EMC4,FLJ90746,T,Clone Name Symbol
29957,{'HGNC:28032'},{'ENSG00000128463'},{'GENE ID:51234'},EMC4,MGC24415,T,Placeholder Symbol
29958,{'HGNC:28032'},{'ENSG00000128463'},{'GENE ID:51234'},EMC4,PIG17,F,
29959,{'HGNC:28032'},{'ENSG00000128463'},{'GENE ID:51234'},EMC4,TMEM85,T,"Previous Symbol, Withdrawn Ortholog Symbol"
29960,{'HGNC:28430'},{'ENSG00000127774'},{'GENE ID:83460'},EMC6,EMC6,T,Primary Gene Symbol
29961,{'HGNC:28430'},{'ENSG00000127774'},{'GENE ID:83460'},EMC6,MGC2963,T,Placeholder Symbol
29962,{'HGNC:28430'},{'ENSG00000127774'},{'GENE ID:83460'},EMC6,RAB5IFL,F,
29963,{'HGNC:28430'},{'ENSG00000127774'},{'GENE ID:83460'},EMC6,TMEM93,T,"Previous Symbol, Withdrawn Ortholog Symbol"
29964,{'HGNC:24301'},{'ENSG00000134153'},{'GENE ID:56851'},EMC7,C11ORF3,T,Placeholder Symbol
29965,{'HGNC:24301'},{'ENSG00000134153'},{'GENE ID:56851'},EMC7,C11orf3,T,Placeholder Symbol
29966,{'HGNC:24301'},{'ENSG00000134153'},{'GENE ID:56851'},EMC7,C15ORF24,T,"Previous Symbol, Placeholder Symbol"
29967,{'HGNC:24301'},{'ENSG00000134153'},{'GENE ID:56851'},EMC7,C15orf24,T,"Previous Symbol, Placeholder Symbol"
29968,{'HGNC:24301'},{'ENSG00000134153'},{'GENE ID:56851'},EMC7,EMC7,T,Primary Gene Symbol
29969,{'HGNC:24301'},{'ENSG00000134153'},{'GENE ID:56851'},EMC7,HT022,F,
29970,{'HGNC:24301'},{'ENSG00000134153'},{'GENE ID:56851'},EMC7,ORF1-FL1,F,
29971,{'HGNC:7864'},{'ENSG00000131148'},{'GENE ID:10328'},EMC8,C16ORF2,T,"Previous Symbol, Placeholder Symbol"
29972,{'HGNC:7864'},{'ENSG00000131148'},{'GENE ID:10328'},EMC8,C16ORF4,T,"Previous Symbol, Placeholder Symbol"
29973,{'HGNC:7864'},{'ENSG00000131148'},{'GENE ID:10328'},EMC8,C16orf2,T,"Previous Symbol, Placeholder Symbol"
29974,{'HGNC:7864'},{'ENSG00000131148'},{'GENE ID:10328'},EMC8,C16orf4,T,"Previous Symbol, Placeholder Symbol"
29975,{'HGNC:7864'},{'ENSG00000131148'},{'GENE ID:10328'},EMC8,COX4NB,T,"Previous Symbol, Withdrawn Ortholog Symbol"
29976,{'HGNC:7864'},{'ENSG00000131148'},{'GENE ID:10328'},EMC8,EMC8,T,Primary Gene Symbol
29977,{'HGNC:7864'},{'ENSG00000131148'},{'GENE ID:10328'},EMC8,FAM158B,T,Placeholder Symbol
29978,{'HGNC:7864'},{'ENSG00000131148'},{'GENE ID:10328'},EMC8,NOC4,T,Previous Symbol
29979,{'HGNC:20273'},"{'ENSG00000100908', 'ENSG00000285377'}",{'GENE ID:51016'},EMC9,C14ORF122,T,"Previous Symbol, Placeholder Symbol"
29980,{'HGNC:20273'},{'ENSG00000100908'},{'GENE ID:51016'},EMC9,C14orf122,T,"Previous Symbol, Placeholder Symbol"
29981,{'HGNC:20273'},"{'ENSG00000100908', 'ENSG00000285377'}",{'GENE ID:51016'},EMC9,CGI-112,F,
29982,{'HGNC:20273'},"{'ENSG00000100908', 'ENSG00000285377'}",{'GENE ID:51016'},EMC9,EMC9,T,Primary Gene Symbol
29983,{'HGNC:20273'},"{'ENSG00000100908', 'ENSG00000285377'}",{'GENE ID:51016'},EMC9,FAM158A,T,"Previous Symbol, Placeholder Symbol, Withdrawn Ortholog Symbol"
29984,{'HGNC:16041'},{'ENSG00000164035'},{'GENE ID:51705'},EMCN,EMCN,T,Primary Gene Symbol
29985,{'HGNC:16041'},{'ENSG00000164035'},{'GENE ID:51705'},EMCN,EMCN2,F,
29986,{'HGNC:16041'},{'ENSG00000164035'},{'GENE ID:51705'},EMCN,MUC14,T,Gene Group Symbol
29987,{'HGNC:3331'},{'ENSG00000102119'},{'GENE ID:2010'},EMD,EDMD,F,
29988,{'HGNC:3331'},{'ENSG00000102119'},{'GENE ID:2010'},EMD,EMD,T,Primary Gene Symbol
29989,{'HGNC:3331'},{'ENSG00000102119'},{'GENE ID:2010'},EMD,LEMD5,T,Gene Group Symbol
29990,{'HGNC:3331'},{'ENSG00000102119'},{'GENE ID:2010'},EMD,STA,F,
29991,{'HGNC:24965'},{'ENSG00000154920'},{'GENE ID:146956'},EME1,EME1,T,Primary Gene Symbol
29992,{'HGNC:24965'},{'ENSG00000154920'},{'GENE ID:146956'},EME1,FLJ31364,T,Clone Name Symbol
29993,{'HGNC:24965'},{'ENSG00000154920'},{'GENE ID:146956'},EME1,MMS4L,F,
29994,{'HGNC:24965'},{'ENSG00000154920'},{'GENE ID:146956'},EME1,SLX2A,F,
29995,{'HGNC:27289'},{'ENSG00000197774'},{'GENE ID:197342'},EME2,EME2,T,Primary Gene Symbol
29996,{'HGNC:27289'},{'ENSG00000197774'},{'GENE ID:197342'},EME2,FLJ00151,F,
29997,{'HGNC:27289'},{'ENSG00000197774'},{'GENE ID:197342'},EME2,SLX2B,F,
29998,{'HGNC:27289'},{'ENSG00000197774'},{'GENE ID:197342'},EME2,gs125,F,
29999,{'HGNC:16912'},{'ENSG00000126749'},{'GENE ID:10436'},EMG1,C2F,F,
30000,{'HGNC:16912'},{'ENSG00000126749'},{'GENE ID:10436'},EMG1,EMG1,T,Primary Gene Symbol
30001,{'HGNC:16912'},{'ENSG00000126749'},{'GENE ID:10436'},EMG1,GRCC2F,T,Withdrawn Ortholog Symbol
30002,{'HGNC:16912'},{'ENSG00000126749'},{'GENE ID:10436'},EMG1,Grcc2f,F,
30003,{'HGNC:16912'},{'ENSG00000126749'},{'GENE ID:10436'},EMG1,NEP1,F,
30004,{'HGNC:53656'},{'ENSG00000285103'},{'GENE ID:128385368'},EMICERI,EMICERI,T,Primary Gene Symbol
30005,{'HGNC:53656'},{'ENSG00000285103'},set(),EMICERI,TCONS_00015940,F,
30006,{'HGNC:18036'},{'ENSG00000186998'},{'GENE ID:129080'},EMID1,EMI5,F,
30007,{'HGNC:18036'},{'ENSG00000186998'},{'GENE ID:129080'},EMID1,EMID1,T,Primary Gene Symbol
30008,{'HGNC:18036'},{'ENSG00000186998'},{'GENE ID:129080'},EMID1,EMU1,T,"Withdrawn Ortholog Symbol, Alternate Abbreviation Symbol"
30009,{'HGNC:18036'},{'ENSG00000186998'},{'GENE ID:129080'},EMID1,HEMU1,F,
30010,{'HGNC:18036'},{'ENSG00000186998'},{'GENE ID:129080'},EMID1,hEmu1,T,Alternate Abbreviation Symbol
30011,{'HGNC:19880'},{'ENSG00000138080'},{'GENE ID:11117'},EMILIN1,ATBFS,T,Phenotype Symbol
30012,{'HGNC:19880'},{'ENSG00000138080'},{'GENE ID:11117'},EMILIN1,DKFZP586M121,T,"Previous Symbol, Placeholder Symbol"
30013,{'HGNC:19880'},{'ENSG00000138080'},{'GENE ID:11117'},EMILIN1,DKFZp586M121,T,"Previous Symbol, Placeholder Symbol"
30014,{'HGNC:19880'},{'ENSG00000138080'},{'GENE ID:11117'},EMILIN1,EMI,F,
30015,{'HGNC:19880'},{'ENSG00000138080'},{'GENE ID:11117'},EMILIN1,EMILIN,F,
30016,{'HGNC:19880'},{'ENSG00000138080'},{'GENE ID:11117'},EMILIN1,EMILIN1,T,Primary Gene Symbol
30017,{'HGNC:19880'},{'ENSG00000138080'},{'GENE ID:11117'},EMILIN1,GP115,F,
30018,{'HGNC:19880'},{'ENSG00000138080'},{'GENE ID:11117'},EMILIN1,HMN10,T,Phenotype Symbol
30019,{'HGNC:19880'},{'ENSG00000138080'},{'GENE ID:11117'},EMILIN1,HMND10,T,Phenotype Symbol
30020,{'HGNC:19880'},{'ENSG00000138080'},{'GENE ID:11117'},EMILIN1,gp115,F,
30021,{'HGNC:19881'},{'ENSG00000132205'},{'GENE ID:84034'},EMILIN2,EMILIN-2,T,Alternate Abbreviation Symbol
30022,{'HGNC:19881'},{'ENSG00000132205'},{'GENE ID:84034'},EMILIN2,EMILIN2,T,Primary Gene Symbol
30023,{'HGNC:19881'},{'ENSG00000132205'},{'GENE ID:84034'},EMILIN2,FLJ33200,T,Clone Name Symbol
30024,{'HGNC:19881'},{'ENSG00000132205'},{'GENE ID:84034'},EMILIN2,FOAP-10,F,
30025,{'HGNC:16123'},{'ENSG00000183798'},{'GENE ID:90187'},EMILIN3,C20ORF130,T,"Previous Symbol, Placeholder Symbol"
30026,{'HGNC:16123'},{'ENSG00000183798'},{'GENE ID:90187'},EMILIN3,C20orf130,T,"Previous Symbol, Placeholder Symbol"
30027,{'HGNC:16123'},{'ENSG00000183798'},{'GENE ID:90187'},EMILIN3,DJ620E11.4,F,
30028,{'HGNC:16123'},{'ENSG00000183798'},{'GENE ID:90187'},EMILIN3,EMILIN3,T,Primary Gene Symbol
30029,{'HGNC:16123'},{'ENSG00000183798'},{'GENE ID:90187'},EMILIN3,EMILIN5,T,"Previous Symbol, Withdrawn Ortholog Symbol"
30030,{'HGNC:16123'},{'ENSG00000183798'},{'GENE ID:90187'},EMILIN3,dJ620E11.4,F,
30031,{'HGNC:3330'},{'ENSG00000066629'},{'GENE ID:2009'},EML1,BH,T,Phenotype Symbol
30032,{'HGNC:3330'},{'ENSG00000066629'},{'GENE ID:2009'},EML1,ELP79,F,
30033,{'HGNC:3330'},{'ENSG00000066629'},{'GENE ID:2009'},EML1,EMAP,F,
30034,{'HGNC:3330'},{'ENSG00000066629'},{'GENE ID:2009'},EML1,EMAP-1,T,Alternate Abbreviation Symbol
30035,{'HGNC:3330'},{'ENSG00000066629'},{'GENE ID:2009'},EML1,EMAPL,T,Previous Symbol
30036,{'HGNC:3330'},{'ENSG00000066629'},{'GENE ID:2009'},EML1,EML1,T,Primary Gene Symbol
30037,{'HGNC:3330'},{'ENSG00000066629'},{'GENE ID:2009'},EML1,HUEMAP,F,
30038,{'HGNC:3330'},{'ENSG00000066629'},{'GENE ID:2009'},EML1,HuEMAP,T,Alternate Abbreviation Symbol
30039,{'HGNC:18035'},{'ENSG00000125746'},{'GENE ID:24139'},EML2,ELP70,F,
30040,{'HGNC:18035'},{'ENSG00000125746'},{'GENE ID:24139'},EML2,EMAP-2,T,Alternate Abbreviation Symbol
30041,{'HGNC:18035'},{'ENSG00000125746'},{'GENE ID:24139'},EML2,EMAP2,T,Alternate Abbreviation Symbol
30042,{'HGNC:18035'},{'ENSG00000125746'},{'GENE ID:24139'},EML2,EML2,T,Primary Gene Symbol
30043,{'HGNC:48331'},{'ENSG00000267757'},{'GENE ID:100287177'},EML2-AS1,C19ORF83,T,"Previous Symbol, Placeholder Symbol"
30044,{'HGNC:48331'},{'ENSG00000267757'},{'GENE ID:100287177'},EML2-AS1,C19orf83,T,"Previous Symbol, Placeholder Symbol"
30045,{'HGNC:48331'},{'ENSG00000267757'},{'GENE ID:100287177'},EML2-AS1,EML2-AS1,T,Primary Gene Symbol
30046,{'HGNC:26666'},{'ENSG00000149499'},{'GENE ID:256364'},EML3,ELP95,F,
30047,{'HGNC:26666'},{'ENSG00000149499'},{'GENE ID:256364'},EML3,EMAP3,T,Alternate Abbreviation Symbol
30048,{'HGNC:26666'},{'ENSG00000149499'},{'GENE ID:256364'},EML3,EMAP95,F,
30049,{'HGNC:26666'},{'ENSG00000149499'},{'GENE ID:256364'},EML3,EML3,T,Primary Gene Symbol
30050,{'HGNC:26666'},{'ENSG00000149499'},{'GENE ID:256364'},EML3,FLJ35827,T,Clone Name Symbol
30051,{'HGNC:1316'},{'ENSG00000143924'},{'GENE ID:27436'},EML4,C2ORF2,T,"Previous Symbol, Placeholder Symbol"
30052,{'HGNC:1316'},{'ENSG00000143924'},{'GENE ID:27436'},EML4,C2orf2,T,"Previous Symbol, Placeholder Symbol"
30053,{'HGNC:1316'},{'ENSG00000143924'},{'GENE ID:27436'},EML4,ELP120,F,
30054,{'HGNC:1316'},{'ENSG00000143924'},{'GENE ID:27436'},EML4,EMAP-4,T,Alternate Abbreviation Symbol
30055,{'HGNC:1316'},{'ENSG00000143924'},{'GENE ID:27436'},EML4,EMAPL4,T,Alternate Abbreviation Symbol
30056,{'HGNC:1316'},{'ENSG00000143924'},{'GENE ID:27436'},EML4,EML4,T,Primary Gene Symbol
30057,{'HGNC:1316'},{'ENSG00000143924'},{'GENE ID:27436'},EML4,ROPP120,F,
30058,{'HGNC:40112'},{'ENSG00000224875'},{'GENE ID:102723824'},EML4-AS1,EML4-AS1,T,Primary Gene Symbol
30059,{'HGNC:18197'},{'ENSG00000165521'},{'GENE ID:161436'},EML5,EMAP-2,F,
30060,{'HGNC:18197'},{'ENSG00000165521'},{'GENE ID:161436'},EML5,EMAP-5,T,Alternate Abbreviation Symbol
30061,{'HGNC:18197'},{'ENSG00000165521'},{'GENE ID:161436'},EML5,EML5,T,Primary Gene Symbol
30062,{'HGNC:18197'},{'ENSG00000165521'},{'GENE ID:161436'},EML5,FAP16,F,
30063,{'HGNC:18197'},{'ENSG00000165521'},{'GENE ID:161436'},EML5,HUEMAP-2,F,
30064,{'HGNC:18197'},{'ENSG00000165521'},{'GENE ID:161436'},EML5,HuEMAP-2,F,
30065,{'HGNC:35412'},{'ENSG00000214595'},{'GENE ID:400954'},EML6,EML6,T,Primary Gene Symbol
30066,{'HGNC:35412'},{'ENSG00000214595'},{'GENE ID:400954'},EML6,FLJ42562,T,Clone Name Symbol
30067,{'HGNC:41299'},{'ENSG00000231334'},{'GENE ID:105374667'},EML6-AS1,EML6-AS1,T,Primary Gene Symbol
30068,{'HGNC:3333'},{'ENSG00000134531'},{'GENE ID:2012'},EMP1,CL-20,F,
30069,{'HGNC:3333'},{'ENSG00000134531'},{'GENE ID:2012'},EMP1,EMP-1,T,Alternate Abbreviation Symbol
30070,{'HGNC:3333'},{'ENSG00000134531'},{'GENE ID:2012'},EMP1,EMP1,T,Primary Gene Symbol
30071,{'HGNC:3333'},{'ENSG00000134531'},{'GENE ID:2012'},EMP1,TMP,F,
30072,{'HGNC:3334'},{'ENSG00000213853'},{'GENE ID:2013'},EMP2,EMP2,T,Primary Gene Symbol
30073,{'HGNC:3334'},{'ENSG00000213853'},{'GENE ID:2013'},EMP2,XMP,F,
30074,{'HGNC:54651'},{'ENSG00000231655'},{'GENE ID:391359'},EMP2P1,EMP2P1,T,Primary Gene Symbol
30075,{'HGNC:3335'},{'ENSG00000142227'},{'GENE ID:2014'},EMP3,EMP3,T,Primary Gene Symbol
30076,{'HGNC:3335'},{'ENSG00000142227'},{'GENE ID:2014'},EMP3,YMP,F,
30077,{'HGNC:54408'},{'ENSG00000232445'},{'GENE ID:101927746'},EMSLR,BCCE4,F,
30078,{'HGNC:54408'},{'ENSG00000232445'},{'GENE ID:101927746'},EMSLR,EMS,F,
30079,{'HGNC:54408'},{'ENSG00000232445'},{'GENE ID:101927746'},EMSLR,EMSLR,T,Primary Gene Symbol
30080,{'HGNC:18071'},{'ENSG00000158636'},{'GENE ID:56946'},EMSY,C11ORF30,T,"Previous Symbol, Placeholder Symbol"
30081,{'HGNC:18071'},{'ENSG00000158636'},{'GENE ID:56946'},EMSY,C11orf30,T,"Previous Symbol, Placeholder Symbol"
30082,{'HGNC:18071'},{'ENSG00000158636'},{'GENE ID:56946'},EMSY,EMSY,T,Primary Gene Symbol
30083,{'HGNC:18071'},{'ENSG00000158636'},{'GENE ID:56946'},EMSY,GL002,F,
30084,{'HGNC:55507'},{'ENSG00000255135'},{'GENE ID:124902718'},EMSY-DT,EMSY-DT,T,Primary Gene Symbol
30085,{'HGNC:3340'},{'ENSG00000135638'},{'GENE ID:2016'},EMX1,EMX1,T,Primary Gene Symbol
30086,{'HGNC:3341'},{'ENSG00000170370'},{'GENE ID:2018'},EMX2,EMX2,T,Primary Gene Symbol
30087,{'HGNC:18511'},{'ENSG00000229847'},{'GENE ID:196047'},EMX2OS,EMX2-AS1,T,Alternate Abbreviation Symbol
30088,{'HGNC:18511'},{'ENSG00000229847'},{'GENE ID:196047'},EMX2OS,EMX2OS,T,Primary Gene Symbol
30089,{'HGNC:18511'},{'ENSG00000229847'},{'GENE ID:196047'},EMX2OS,NCRNA00045,F,
30090,{'HGNC:3342'},{'ENSG00000163064'},{'GENE ID:2019'},EN1,EN1,T,Primary Gene Symbol
30091,{'HGNC:3342'},{'ENSG00000163064'},{'GENE ID:2019'},EN1,ENDOVESLB,T,Phenotype Symbol
30092,{'HGNC:3343'},{'ENSG00000164778'},{'GENE ID:2020'},EN2,EN2,T,Primary Gene Symbol
30093,{'HGNC:55659'},{'ENSG00000236544'},{'GENE ID:121832807'},EN2-DT,EN2-DT,T,Primary Gene Symbol
30094,{'HGNC:18271'},{'ENSG00000154380'},{'GENE ID:55740'},ENAH,ENA,T,Alternate Abbreviation Symbol
30095,{'HGNC:18271'},{'ENSG00000154380'},{'GENE ID:55740'},ENAH,ENAH,T,Primary Gene Symbol
30096,{'HGNC:18271'},{'ENSG00000154380'},{'GENE ID:55740'},ENAH,FLJ10773,T,Clone Name Symbol
30097,{'HGNC:18271'},{'ENSG00000154380'},{'GENE ID:55740'},ENAH,MENA,T,Alternate Abbreviation Symbol
30098,{'HGNC:18271'},{'ENSG00000154380'},{'GENE ID:55740'},ENAH,NDPP1,T,Withdrawn Ortholog Symbol
30099,{'HGNC:56618'},{'ENSG00000214147'},{'GENE ID:100131685'},ENAHP1,ENAHP1,T,Primary Gene Symbol
30100,{'HGNC:3344'},{'ENSG00000132464'},{'GENE ID:10117'},ENAM,ADAI,F,
30101,{'HGNC:3344'},{'ENSG00000132464'},{'GENE ID:10117'},ENAM,AI1C,T,Phenotype Symbol
30102,{'HGNC:3344'},{'ENSG00000132464'},{'GENE ID:10117'},ENAM,AIH2,T,Previous Symbol
30103,{'HGNC:3344'},{'ENSG00000132464'},{'GENE ID:10117'},ENAM,ENAM,T,Primary Gene Symbol
30104,{'HGNC:3345'},{'ENSG00000171617'},{'GENE ID:8507'},ENC1,CCL28,F,
30105,{'HGNC:3345'},{'ENSG00000171617'},{'GENE ID:8507'},ENC1,ENC-1,T,Alternate Abbreviation Symbol
