,gene_symbol,alias_symbol,ENSG_ID,HGNC_ID,NCBI_ID,collision,source
1942,DEFB105A,"BD-5,DEFB-5,DEFB105",ENSG00000186562,18087.0,245908,DEFB-5,NCBI
1943,DEFB105B,"BD-5,DEFB-5",ENSG00000186599,29930.0,504180,DEFB-5,NCBI
1944,DEFB106A,"BD-6,DEFB-6,DEFB106",ENSG00000186579,18088.0,245909,DEFB-6,NCBI
1945,DEFB106B,"BD-6,DEFB-6",ENSG00000187082,28879.0,503841,DEFB-6,NCBI
1946,DEFB108A,"BD-8,DEFB-8,DEFB108,DEFB108B,DEFB108P1,DEFB8,hBD-8",,18089.0,503694,DEFB-8,NCBI
1947,DEFB108B,"DEFB-8,hBD-8",ENSG00000184276,29966.0,245911,DEFB-8,NCBI
1948,DEFB103A,"BD-3,DEFB-3,DEFB103,DEFB3,HBD3,HBP-3,HBP3",ENSG00000176797,15967.0,414325,DEFB103,NCBI
1949,DEFB103B,"BD-3,DEFB-3,DEFB103,DEFB3,HBD-3,HBD3,HBP-3,HBP3",ENSG00000177243,31702.0,55894,DEFB103,NCBI
1950,DEFB109A,"DEFB-9,DEFB109,DEFB109P1",,18090.0,245912,DEFB109,NCBI
1951,DEFB109C,DEFB109,ENSG00000205989,43844.0,100286963,DEFB109,NCBI
1952,DEFB109B,"DEF109P1B,DEFB109,DEFB109P1B,HBD9",ENSG00000206034,33469.0,641517,DEFB109,NCBI
1953,DEFB103A,"BD-3,DEFB-3,DEFB103,DEFB3,HBD3,HBP-3,HBP3",ENSG00000176797,15967.0,414325,DEFB3,NCBI
1954,DEFB103B,"BD-3,DEFB-3,DEFB103,DEFB3,HBD-3,HBD3,HBP-3,HBP3",ENSG00000177243,31702.0,55894,DEFB3,NCBI
1955,DEFB4A,"BD-2,DEFB-2,DEFB102,DEFB2,DEFB4,HBD-2,SAP1",ENSG00000171711,2767.0,1673,DEFB4,NCBI
1956,DEFB104A,"BD-4,DEFB-4,DEFB104,DEFB4,hBD-4",ENSG00000176782,18115.0,140596,DEFB4,NCBI
1957,YY1,"DELTA,GADEVS,INO80S,NF-E1,UCRBP,YIN-YANG-1",ENSG00000100811,12856.0,7528,DELTA,NCBI
1958,PSMB6,"DELTA,LMPY",ENSG00000142507,9543.0,5694,DELTA,NCBI
1959,DLL1,"DELTA1,DL1,Delta,NEDBAS",ENSG00000198719,2908.0,28514,DELTA,NCBI
1960,DLK1,"DLK,DLK-1,Delta1,FA1,PREF1,Pref-1,ZOG,pG2",ENSG00000185559,2907.0,8788,DELTA1,NCBI
1961,DLL1,"DELTA1,DL1,Delta,NEDBAS",ENSG00000198719,2908.0,28514,DELTA1,NCBI
1962,AMMEC,"CXDELq22.3,DELXq22.3",,,100499260,DELXQ22.3,NCBI
1963,COL4A6,"CXDELq22.3,DELXq22.3,DFNX6",ENSG00000197565,2208.0,1288,DELXQ22.3,NCBI
1964,GJB3,"CX31,DFNA2,DFNA2B,EKV,EKVP1",ENSG00000188910,4285.0,2707,DFNA2,NCBI
1965,KCNQ4,"DFNA2,DFNA2A,KV7.4",ENSG00000117013,6298.0,9132,DFNA2,NCBI
1966,GJB6,"CX30,DFNA3,DFNA3B,DFNB1B,ECTD2,ED2,EDH,HED,HED2",ENSG00000121742,4288.0,10804,DFNA3,NCBI
1967,GJB2,"BAPS,CX26,DFNA3,DFNA3A,DFNB1,DFNB1A,HID,KID,NSRD1,PPK",ENSG00000165474,4284.0,2706,DFNA3,NCBI
1968,POU4F3,"BRN3C,DFNA15,DFNA42,DFNA52",ENSG00000091010,9220.0,5459,DFNA52,NCBI
1969,DFNA42,DFNA52,,,347713,DFNA52,NCBI
1970,CLIC5,"DFNB102,DFNB103,MST130,MSTP130",ENSG00000112782,13517.0,53405,DFNB102,NCBI
1971,EPS8,DFNB102,ENSG00000151491,3420.0,2059,DFNB102,NCBI
1972,METTL13,"5630401D24Rik,CGI-01,DFNB26,DFNB26M,DFNM1,EEF1AKNMT,KIAA0859,feat",ENSG00000010165,24248.0,51603,DFNB26,NCBI
1973,GAB1,DFNB26,ENSG00000109458,4066.0,2549,DFNB26,NCBI
1974,ESRRB,"DFNB35,ERR beta-2,ERR2,ERRb,ERRbeta2,ESRL2,NR3B2",ENSG00000119715,3473.0,2103,DFNB35,NCBI
1975,CDC14A,"DFNB105,DFNB32,DFNB35,cdc14,hCDC14",ENSG00000079335,1718.0,8556,DFNB35,NCBI
1976,OTOF,"AUNB1,DFNB6,DFNB9,FER1L2,NSRD9",ENSG00000115155,8515.0,9381,DFNB6,NCBI
1977,TMIE,DFNB6,ENSG00000181585,30800.0,259236,DFNB6,NCBI
1978,DGKB,"DAGK2,DGK,DGK-BETA",ENSG00000136267,2850.0,1607,DGK,NCBI
1979,DGKE,"AHUS7,DAGK5,DAGK6,DGK,NPHS7",ENSG00000153933,2852.0,8526,DGK,NCBI
1980,DGUOK,"MTDPS3,NCPH,NCPH1,PEOB4,dGK",ENSG00000114956,2858.0,1716,DGK,NCBI
1981,FDFT1,"DGPT,ERG9,SQS,SQSD,SS",ENSG00000079459,3629.0,2222,DGPT,NCBI
1982,DPAGT1,"ALG7,CDG-Ij,CDG1J,CMS13,CMSTA2,D11S366,DGPT,DPAGT,DPAGT2,G1PT,GPT,UAGT,UGAT",ENSG00000172269,2995.0,1798,DGPT,NCBI
1983,DGCR,"CATCH22,DGS,VCF",,2844.0,1714,DGS,NCBI
1984,TBX1,"CAFS,CATCH22,CTHM,DGCR,DGS,DORV,TBX1C,TGA,VCF,VCFS",ENSG00000184058,11592.0,6899,DGS,NCBI
1985,DPYD,"DHP,DHPDHASE,DPD,DYPD",ENSG00000188641,3012.0,1806,DHP,NCBI
1986,DPYS,"DHP,DHPase",ENSG00000147647,3013.0,1807,DHP,NCBI
1987,PIEZO1,"DHS,ER,FAM38A,LMPH3,LMPHM6,Mib",ENSG00000103335,28993.0,9780,DHS,NCBI
1988,DHPS,"DHS,DS,MIG13,NEDSSWI",ENSG00000095059,2869.0,1725,DHS,NCBI
1989,DHX40P1,DHX40P,ENSG00000266992,20687.0,107133522,DHX40P,NCBI
1990,TBC1D3P1-DHX40P1,"DHX40P,DHX40P1,TBC1D3P1",ENSG00000267104,42362.0,653645,DHX40P,NCBI
1991,LIF,"CDF,DIA,HILDA,MLPLI",ENSG00000128342,6596.0,3976,DIA,NCBI
1992,DIAPH2,"DIA,DIA2,DRF2,POF,POF2,POF2A",ENSG00000147202,2877.0,1730,DIA,NCBI
1993,DIAPH1,"DFNA1,DIA1,DRF1,LFHL1,SCBMS,hDIA1,mDia1",ENSG00000131504,2876.0,1729,DIA1,NCBI
1994,CYB5R3,"B5R,DIA1",ENSG00000100243,2873.0,1727,DIA1,NCBI
1995,DIPK2A,"C3orf58,DIA1,GoPro49,HASF",ENSG00000181744,28490.0,205428,DIA1,NCBI
1996,DIAPH3,"AN,AUNA1,DIA2,DRF3,NSDAN,diap3,mDia2",ENSG00000139734,15480.0,81624,DIA2,NCBI
1997,DIAPH2,"DIA,DIA2,DRF2,POF,POF2,POF2A",ENSG00000147202,2877.0,1730,DIA2,NCBI
1998,SEPTIN1,"DIFF6,LARP,PNUTL3,SEP1,SEPT1,Septin-1",ENSG00000180096,2879.0,1731,DIFF6,NCBI
1999,SEPTIN2,"DIFF6,NEDD-5,NEDD5,Pnutl3,SEPT2,Septin-2,hNedd5",ENSG00000168385,7729.0,4735,DIFF6,NCBI
2000,DIMT1,"DIM1,DIMT1L,HSA9761,HUSSY5",ENSG00000086189,30217.0,27292,DIM1,NCBI
2001,TXNL4A,"BMKS,DIB1,DIM1,SNRNP15,TXNL4,U5-15kD",ENSG00000141759,30551.0,10907,DIM1,NCBI
2002,TSC22D3,"DIP,DSIPI,GILZ,TSC-22R",ENSG00000157514,3051.0,1831,DIP,NCBI
2003,NCKIPSD,"AF3P21,DIP,DIP1,ORF1,SPIN90,VIP54,WASLBP,WISH",ENSG00000213672,15486.0,51517,DIP,NCBI
2004,PIAS2,"ARIP3,DIP,MIZ1,PIASX,SIZ2,ZMIZ4",ENSG00000078043,17311.0,9063,DIP,NCBI
2005,GRAMD4,DIP,ENSG00000075240,29113.0,23151,DIP,NCBI
2006,NCKIPSD,"AF3P21,DIP,DIP1,ORF1,SPIN90,VIP54,WASLBP,WISH",ENSG00000213672,15486.0,51517,DIP1,NCBI
2007,CCNDBP1,"DIP1,GCIP,HHM",ENSG00000166946,1587.0,23582,DIP1,NCBI
2008,MIB1,"DIP-1,DIP1,LVNC7,MIB,ZZANK2,ZZZ6",ENSG00000101752,21086.0,57534,DIP1,NCBI
2009,WDR3,"DIP2,UTP12",ENSG00000065183,12755.0,10885,DIP2,NCBI
2010,DIP2A,"C21orf106,DIP2",ENSG00000160305,17217.0,23181,DIP2,NCBI
2011,NUDT4,"DIPP-2B,DIPP2,DIPP2alpha,DIPP2beta,HDCMB47P,NUDT4B",ENSG00000173598,8051.0,11163,DIPP-2B,NCBI
2012,NUDT4B,"DIPP-2B,NUDT4P1",ENSG00000177144,18012.0,440672,DIPP-2B,NCBI
2013,BCL2L10,"BCL-B,Boo,Diva,bcl2-L-10",ENSG00000137875,993.0,10017,DIVA,NCBI
2014,COL6A4P1,"COL6A4,COL6A4P,DIVA,DVWA,FAME3,VWA6",ENSG00000291281,33484.0,344875,DIVA,NCBI
2015,H2BC6,"H2B.h,H2B/h,H2BC10,H2BC4,H2BC7,H2BC8,H2BFH,HIST1H2BE,dJ221C16.8",ENSG00000274290,4753.0,8344,DJ221C16.8,NCBI
2016,H2BC8,"H2B.1A,H2B/a,H2BC10,H2BC4,H2BC6,H2BC7,H2BFA,HIST1H2BG,dJ221C16.8",ENSG00000273802,4746.0,8339,DJ221C16.8,NCBI
2017,SERHL,"BK126B4.1,BK126B4.2,HS126B42,dJ222E13.1",ENSG00000293485,14408.0,94009,DJ222E13.1,NCBI
2018,SERHL2,dJ222E13.1,ENSG00000183569,29446.0,253190,DJ222E13.1,NCBI
2019,MN1,"CEBALID,MGCR,MGCR1,MGCR1-PEN,dJ353E16.2",ENSG00000169184,7180.0,4330,DJ353E16.2,NCBI
2020,TTC28-AS1,"TTC28-AS,TTC28AS,dJ353E16.2",ENSG00000235954,29336.0,284900,DJ353E16.2,NCBI
2021,HMGN2P9,"HMG17L1,HMGN2L9,dJ388M5,dJ388M5.2",,4987.0,23605,DJ388M5,NCBI
2022,PNPLA5,"GS2L,dJ388M5,dJ388M5.4",ENSG00000100341,24888.0,150379,DJ388M5,NCBI
2023,CFTRP1,"C20orf189,dJ760C5.1",,16182.0,140871,DJ760C5.1,NCBI
2024,CFTR,"ABC35,ABCC7,CF,CFTR/MRP,MRP7,TNR-CFTR,dJ760C5.1",ENSG00000001626,1884.0,1080,DJ760C5.1,NCBI
2025,DOLK,"CDG1M,DK,DK1,SEC59,TMEM15",ENSG00000175283,23406.0,22845,DK1,NCBI
2026,IGHD5-12,"DK1,IGHD512",ENSG00000211921,5508.0,28491,DK1,NCBI
2027,DYNLL1,"DLC1,DLC8,DNCL1,DNCLC1,LC8,LC8a,PIN,hdlc1",ENSG00000088986,15476.0,8655,DLC1,NCBI
2028,DLEC1,"CFAP81,DLC-1,DLC1,F56,FAP81",ENSG00000008226,2899.0,9940,DLC1,NCBI
2029,DYNLL2,"DNCL1B,Dlc2,RSPH22",ENSG00000264364,24596.0,140735,DLC2,NCBI
2030,STARD13,"ARHGAP37,DLC2,GT650,LINC00464",ENSG00000133121,19164.0,90627,DLC2,NCBI
2031,FAM3A,"2.19,DLD,DXS560S,XAP-7",ENSG00000071889,13749.0,60343,DLD,NCBI
2032,LDHD,"DLACD,DLD",ENSG00000166816,19708.0,197257,DLD,NCBI
2033,DAPK3,"DLK,ZIP,ZIPK",ENSG00000167657,2676.0,1613,DLK,NCBI
2034,DLK1,"DLK,DLK-1,Delta1,FA1,PREF1,Pref-1,ZOG,pG2",ENSG00000185559,2907.0,8788,DLK,NCBI
2035,MAP3K12,"DLK,HP09298,MEKK12,MUK,ZPK,ZPKP1",ENSG00000139625,6851.0,7786,DLK,NCBI
2036,DNM1L,"DLP1,DRP1,DVLP,DYMPLE,EMPF,EMPF1,HDYNIV,OPA5",ENSG00000087470,2973.0,10059,DLP1,NCBI
2037,PDSS2,"C6orf210,COQ10D3,COQ1B,DLP1,bA59I9.3,hDLP1",ENSG00000164494,23041.0,57107,DLP1,NCBI
2038,DMPK,"DM,DM1,DM1PK,DMK,MDPK,MT-PK",ENSG00000104936,2933.0,1760,DM1,NCBI
2039,IGHD1-7,"DM1,IGHD17",ENSG00000237197,5486.0,28509,DM1,NCBI
2040,IGHD1-14,"DM2,IGHD114",ENSG00000227108,5483.0,28508,DM2,NCBI
2041,CNBP,"CNBP1,DM2,PROMM,RNF163,ZCCHC22,ZNF9",ENSG00000169714,13164.0,7555,DM2,NCBI
2042,DYM,"DMC,SMC",ENSG00000141627,21317.0,54808,DMC,NCBI
2043,CXCL17,"DMC,Dcip1,UNQ473,VCC-1,VCC1",ENSG00000189377,19232.0,284340,DMC,NCBI
2044,GNE,"DMRV,GLCNE,IBM2,NM,THC12,Uae1",ENSG00000159921,23657.0,10020,DMRV,NCBI
2045,SQSTM1,"A170,DMRV,EBIAP,FTDALS3,NADGP,OSIL,PDB3,ZIP3,p60,p62,p62B",ENSG00000161011,11280.0,8878,DMRV,NCBI
2046,DMRT1,"CT154,DMT1",ENSG00000137090,2934.0,1761,DMT1,NCBI
2047,CHMP2B,"ALS17,CHMP2.5,DMT1,FTDALS7,VPS2-2,VPS2B",ENSG00000083937,24537.0,25978,DMT1,NCBI
2048,SLC11A2,"AHMIO1,DCT1,DMT1,NRAMP2",ENSG00000110911,10908.0,4891,DMT1,NCBI
2049,DNAJC14,"DNAJ,DRIP78,HDJ3,LIP6",ENSG00000135392,24581.0,85406,DNAJ,NCBI
2050,DNAJB6,"DJ4,DnaJ,HHDJ1,HSJ-2,HSJ2,LGMD1D,LGMD1E,LGMDD1,MRJ,MSJ-1",ENSG00000105993,14888.0,10049,DNAJ,NCBI
2051,DNAJA2,"CPR3,DJ3,DJA2,DNAJ,DNJ3,HIRIP4,PRO3015,RDJ2",ENSG00000069345,14884.0,10294,DNAJ,NCBI
2052,APEH,"AARE,ACPH,APH,D3F15S2,D3S48E,DNF15S2,OPH",ENSG00000164062,586.0,327,DNF15S2,NCBI
2053,MST1,"D3F15S2,DNF15S2,HGFL,MSP,NF15S2",ENSG00000173531,7380.0,4485,DNF15S2,NCBI
2054,DNM1P37,"DNM1DN10-1,DNM1DN10@",,35187.0,100216516,DNM1DN10@,NCBI
2055,DNM1P38,"DNM1DN10-2,DNM1DN10@,DNM1DN11-8,DNM1DN11@,DNM1P42",,35188.0,100216517,DNM1DN10@,NCBI
2056,DNM1P41,"DNM1DN11-6,DNM1DN11.6,DNM1DN11@",,35191.0,440299,DNM1DN11@,NCBI
2057,DNM1P44,"DNM1DN11-13,DNM1DN11.13,DNM1DN11@",,35194.0,440303,DNM1DN11@,NCBI
2058,DNM1P36,"DNM1DN11-3,DNM1DN11@,DNM1DN8-3,DNM1DN8@,DNM1P39",,35186.0,100216515,DNM1DN11@,NCBI
2059,DNM1P40,"DNM1DN11-5,DNM1DN11.5,DNM1DN11@",,35190.0,400433,DNM1DN11@,NCBI
2060,DNM1P43,"DNM1DN11-10,DNM1DN11@",,35193.0,100216466,DNM1DN11@,NCBI
2061,DNM1P38,"DNM1DN10-2,DNM1DN10@,DNM1DN11-8,DNM1DN11@,DNM1P42",,35188.0,100216517,DNM1DN11@,NCBI
2062,DNM1P47,"DNM1DN14-3,DNM1DN14@",,35200.0,100216544,DNM1DN14@,NCBI
2063,DNM1P46,"C15orf51,DNM1DN14.2,DNM1DN14@",ENSG00000290767,35199.0,196968,DNM1DN14@,NCBI
2064,DNM1P24,"DNM1DN15-1,DNM1DN15@",,35171.0,100216505,DNM1DN15@,NCBI
2065,DNM1P25,"DNM1DN15-3,DNM1DN15@",,35172.0,100216506,DNM1DN15@,NCBI
2066,DNM1P27,"DNM1DN16-3,DNM1DN16@",,35174.0,100216514,DNM1DN16@,NCBI
2067,DNM1P26,"DNM1DN16-1,DNM1DN16@",,35173.0,100216507,DNM1DN16@,NCBI
2068,DNM1P30,"DNM1DN3-4,DNM1DN3.4,DNM1DN3@,DNM1DN4-3,DNM1DN4@",,35177.0,728388,DNM1DN3@,NCBI
2069,DNM1P29,"DNM1DN3-2,DNM1DN3.2,DNM1DN3@",ENSG00000274966,35176.0,100132204,DNM1DN3@,NCBI
2070,DNM1P28,"DNM1DN3-1,DNM1DN3-3,DNM1DN3.1,DNM1DN3.3,DNM1DN3@",,35175.0,100132031,DNM1DN3@,NCBI
2071,DNM1P31,"DNM1DN4-2,DNM1DN4.2,DNM1DN4@",,35178.0,644153,DNM1DN4@,NCBI
2072,DNM1P32,"DNM1DN4-5,DNM1DN4.5,DNM1DN4@",,35179.0,100132100,DNM1DN4@,NCBI
2073,DNM1P30,"DNM1DN3-4,DNM1DN3.4,DNM1DN3@,DNM1DN4-3,DNM1DN4@",,35177.0,728388,DNM1DN4@,NCBI
2074,DNM1P35,"DNM1DN8-2,DNM1DN8.2,DNM1DN8@,FKSG88",,35182.0,100128285,DNM1DN8@,NCBI
2075,DNM1P36,"DNM1DN11-3,DNM1DN11@,DNM1DN8-3,DNM1DN8@,DNM1P39",,35186.0,100216515,DNM1DN8@,NCBI
2076,DNM1P34,"DNM1DN8-1,DNM1DN8-5,DNM1DN8@",,35181.0,729809,DNM1DN8@,NCBI
2077,DNM1P49,DNM1DN8@,ENSG00000261820,47040.0,730058,DNM1DN8@,NCBI
2078,CDK2AP1,"DOC1,DORC1,ST19,doc-1,p12DOC-1",ENSG00000111328,14002.0,8099,DOC-1,NCBI
2079,FILIP1L,"DOC-1,DOC1,GIP130,GIP90",ENSG00000168386,24589.0,11259,DOC-1,NCBI
2080,CDK2AP1,"DOC1,DORC1,ST19,doc-1,p12DOC-1",ENSG00000111328,14002.0,8099,DOC1,NCBI
2081,FILIP1L,"DOC-1,DOC1,GIP130,GIP90",ENSG00000168386,24589.0,11259,DOC1,NCBI
2082,ANAPC10,"APC10,DOC1",ENSG00000164162,24077.0,10393,DOC1,NCBI
2083,DAB2,"DOC-2,DOC2",ENSG00000153071,2662.0,1601,DOC2,NCBI
2084,DOC2A,Doc2,ENSG00000149927,2985.0,8448,DOC2,NCBI
2085,OPRD1,"DOP,DOR,DOR1,OPRD",ENSG00000116329,8153.0,4985,DOR,NCBI
2086,TP53INP2,"C20orf110,DOR,PIG-U,PIGU,PINH,dJ1181N3.1",ENSG00000078804,16104.0,58476,DOR,NCBI
2087,COG8,"CDG2H,DOR1",ENSG00000213380,18623.0,84342,DOR1,NCBI
2088,OPRD1,"DOP,DOR,DOR1,OPRD",ENSG00000116329,8153.0,4985,DOR1,NCBI
2089,GDF1,"CERS1,CHTD6,DORV,DTGA3,LAG1,LASS1,RAI,UOG1",ENSG00000130283,4214.0,2657,DORV,NCBI
2090,TBX1,"CAFS,CATCH22,CTHM,DGCR,DGS,DORV,TBX1C,TGA,VCF,VCFS",ENSG00000184058,11592.0,6899,DORV,NCBI
2091,DSP,"DCWHKTA,DP",ENSG00000096696,3052.0,1832,DP,NCBI
2092,SRPRA,"DP,SRPR,Sralpha",ENSG00000182934,11307.0,6734,DP,NCBI
2093,PTGDR,"AS1,ASRT1,DP,DP1,PTGDR1",ENSG00000168229,9591.0,5729,DP,NCBI
2094,PTGDR,"AS1,ASRT1,DP,DP1,PTGDR1",ENSG00000168229,9591.0,5729,DP1,NCBI
2095,TFDP1,"DILC,DP1,DRTF1,Dp-1",ENSG00000198176,11749.0,7027,DP1,NCBI
2096,REEP5,"C5orf18,D5S346,DP1,POB16,TB2,YOP1,Yip2e",ENSG00000129625,30077.0,7905,DP1,NCBI
2097,PTGDR2,"CD294,CRTH2,DL1R,DP2,GPR44",ENSG00000183134,4502.0,11251,DP2,NCBI
2098,TFDP2,DP2,ENSG00000114126,11751.0,7029,DP2,NCBI
2099,APC,"BTPS2,DESMD,DP2,DP2.5,DP3,GS,PPP1R46",ENSG00000134982,583.0,324,DP2,NCBI
2100,JUP,"CTNNG,DP3,DPIII,PDGB,PG,PKGB",ENSG00000173801,6207.0,3728,DP3,NCBI
2101,APC,"BTPS2,DESMD,DP2,DP2.5,DP3,GS,PPP1R46",ENSG00000134982,583.0,324,DP3,NCBI
2102,KCNK1,"DPK,HOHO,K2P1,K2p1.1,KCNO1,TWIK-1,TWIK1",ENSG00000135750,6272.0,3775,DPK,NCBI
2103,TAOK3,"DPK,JIK,MAP3K18,hKFC-A",ENSG00000135090,18133.0,51347,DPK,NCBI
2104,DSPP,"DFNA39,DGI1,DMP3,DPP,DSP",ENSG00000152591,3054.0,1834,DPP,NCBI
2105,DPP7,"DPP,DPP II,DPP2,DPPII,II,QPP",ENSG00000176978,14892.0,29952,DPP,NCBI
2106,DPP4,"ADABP,ADCP2,CD26,DPPIV,TP103",ENSG00000197635,3009.0,1803,DPPIV,NCBI
2107,FAP,"DPPIV,FAPA,FAPalpha,SIMP",ENSG00000078098,3590.0,2191,DPPIV,NCBI
2108,HLA-DQA2,"DC-alpha,DQA1,DX-ALPHA,HLA-DCA,HLA-DXA,HLADQA2",ENSG00000237541,4943.0,3118,DQA1,NCBI
2109,HLA-DQA1,"CELIAC1,DQ-A1,DQA1,HLA-DQA,HLA-DQA1*,HLA-DQB1",ENSG00000196735,4942.0,3117,DQA1,NCBI
2110,TNFRSF10A,"APO2,CD261,DR4,TRAILR-1,TRAILR1",ENSG00000104689,11904.0,8797,DR4,NCBI
2111,HLA-DRB4,"DR4,DRB4,HLA-DR4B,HLA-DRB,HLA-DRB4*",,4952.0,3126,DR4,NCBI
2112,RBM45,"DRB1,RB-1",ENSG00000155636,24468.0,129831,DRB1,NCBI
2113,HLA-DRB1,"DRB1,HLA-DR1B,HLA-DRB,SS1",ENSG00000196126,4948.0,3123,DRB1,NCBI
2114,DIAPH1,"DFNA1,DIA1,DRF1,LFHL1,SCBMS,hDIA1,mDia1",ENSG00000131504,2876.0,1729,DRF1,NCBI
2115,DBF4B,"ASKL1,CHIFB,DRF1,ZDBF1B",ENSG00000161692,17883.0,80174,DRF1,NCBI
2116,VTA1,"6orf55,C6orf55,DRG-1,DRG1,HSPC228,LIP5,My012,SBP1",ENSG00000009844,20954.0,51534,DRG-1,NCBI
2117,NDRG1,"CAP43,CMT4D,DRG-1,DRG1,GC4,HMSNL,NDR1,NMSL,PROXY1,RIT42,RTP,TARG1,TDD5",ENSG00000104419,7679.0,10397,DRG-1,NCBI
2118,NDRG1,"CAP43,CMT4D,DRG-1,DRG1,GC4,HMSNL,NDR1,NMSL,PROXY1,RIT42,RTP,TARG1,TDD5",ENSG00000104419,7679.0,10397,DRG1,NCBI
2119,VTA1,"6orf55,C6orf55,DRG-1,DRG1,HSPC228,LIP5,My012,SBP1",ENSG00000009844,20954.0,51534,DRG1,NCBI
2120,DENR,"DRP,DRP1,SMAP-3",ENSG00000139726,2769.0,8562,DRP,NCBI
2121,UTRN,"DMDL,DRP,DRP1",ENSG00000152818,12635.0,7402,DRP,NCBI
2122,CRMP1,"CRMP-1,DPYSL1,DRP-1,DRP1,ULIP-3",ENSG00000072832,2365.0,1400,DRP-1,NCBI
2123,DAPK2,"DRP-1,DRP1",ENSG00000035664,2675.0,23604,DRP-1,NCBI
2124,DPYSL2,"CRMP-2,CRMP2,DHPRP2,DRP-2,DRP2,N2A3,ULIP-2,ULIP2",ENSG00000092964,3014.0,1808,DRP-2,NCBI
2125,DRP2,DRP-2,ENSG00000102385,3032.0,1821,DRP-2,NCBI
2126,DNM1L,"DLP1,DRP1,DVLP,DYMPLE,EMPF,EMPF1,HDYNIV,OPA5",ENSG00000087470,2973.0,10059,DRP1,NCBI
2127,UTRN,"DMDL,DRP,DRP1",ENSG00000152818,12635.0,7402,DRP1,NCBI
2128,CRMP1,"CRMP-1,DPYSL1,DRP-1,DRP1,ULIP-3",ENSG00000072832,2365.0,1400,DRP1,NCBI
2129,DAPK2,"DRP-1,DRP1",ENSG00000035664,2675.0,23604,DRP1,NCBI
2130,DENR,"DRP,DRP1,SMAP-3",ENSG00000139726,2769.0,8562,DRP1,NCBI
2131,DTNA,"D18S892E,DRP3,DTN,DTN-A,LVNC1,MMCKR2",ENSG00000134769,3057.0,1837,DRP3,NCBI
2132,DPYSL3,"CRMP-4,CRMP4,DRP-3,DRP3,LCRMP,ULIP,ULIP-1",ENSG00000113657,3015.0,1809,DRP3,NCBI
2133,PNN,"DRS,DRSP,SDK3,memA",ENSG00000100941,9162.0,5411,DRS,NCBI
2134,SRPX,"DRS,ETX1,HEL-S-83p,SRPX1",ENSG00000101955,11309.0,8406,DRS,NCBI
2135,DDX27,"DRS1,Drs1p,HSPC259,PP3241,RHLP,dJ686N3.1",ENSG00000124228,15837.0,55661,DRS1,NCBI
2136,ECI2,"ACBD2,DRS-1,DRS1,HCA88,PECI,dJ1013A10.3",ENSG00000198721,14601.0,10455,DRS1,NCBI
2137,DHPS,"DHS,DS,MIG13,NEDSSWI",ENSG00000095059,2869.0,1725,DS,NCBI
2138,DHDDS,"CIT,CPT,DEDSM,DS,HDS,RP59,hCIT",ENSG00000117682,20603.0,79947,DS,NCBI
2139,PRPH2,"AOFMD,AVMD,CACD2,DS,MDBS1,PRPH,RDS,RP7,TSPAN22,rd2",ENSG00000112619,9942.0,5961,DS,NCBI
2140,RCAN1,"ADAPT78,CSP1,DSC1,DSCR1,MCIP1,RCN1",ENSG00000159200,3040.0,1827,DSC1,NCBI
2141,DSC3,"CDHF3,DSC,DSC1,DSC2,DSC4,HT-CP",ENSG00000134762,3037.0,1825,DSC1,NCBI
2142,DCD,"AIDD,DCD-1,DSEP,HCAP,PIF",ENSG00000161634,14669.0,117159,DSEP,NCBI
2143,DSE,"DS-epi1,DSEP,DSEPI,EDSMC2,SART-2,SART2",ENSG00000111817,21144.0,29940,DSEP,NCBI
2144,DVL1P1,"DSH,DVL,DVL-22,DVL1,DVL1L1,DVL4",,3085.0,8215,DSH,NCBI
2145,ADAR,"ADAR1,AGS6,DRADA,DSH,DSRAD,G1P1,IFI-4,IFI4,K88DSRBP,P136",ENSG00000160710,225.0,103,DSH,NCBI
2146,UBQLN2,"ALS15,CHAP1,DSK2,HRIHFB2157,N4BP4,PLIC2",ENSG00000188021,12509.0,29978,DSK2,NCBI
2147,UBQLN1,"DA41,DSK2,PLIC-1,UBQN,XDRP1",ENSG00000135018,12508.0,29979,DSK2,NCBI
2148,NR0B1,"AHC,AHCH,AHX,DAX-1,DAX1,DSS,GTD,HHG,NROB1,SRXY2",ENSG00000169297,7960.0,190,DSS,NCBI
2149,MPZ,"CHM,CHN2,CMT1,CMT1B,CMT2I,CMT2J,CMT4E,CMTDI3,CMTDID,DSS,HMSNIB,MPP,P0",ENSG00000158887,7225.0,4359,DSS,NCBI
2150,PMP22,"CIDP,CMT1A,CMT1E,DSS,GAS-3,GAS3,HMSNIA,HNPP,Sp110",ENSG00000109099,9118.0,5376,DSS,NCBI
2151,NQO1,"DHQU,DIA4,DTD,NMOR1,NMORI,QR1",ENSG00000181019,2874.0,1728,DTD,NCBI
2152,DTD1,"C20orf88,DTD,DUE-B,DUEB,HARS2,pqn-68",ENSG00000125821,16219.0,92675,DTD,NCBI
2153,SLC26A2,"D5S1708,DTD,DTDST,EDM4,MST153,MSTP157",ENSG00000155850,10994.0,1836,DTD,NCBI
2154,PPP1R42,"LRRC67,TLLR,TLRR,dtr",ENSG00000178125,33732.0,286187,DTR,NCBI
2155,HBEGF,"DTR,DTS,DTSF,HEGFL",ENSG00000113070,3059.0,1839,DTR,NCBI
