,gene_symbol,alias_symbol,ENSG_ID,HGNC_ID,NCBI_ID,collision,source
88,CES1,"ACAT,CE-1,CEH,CES2,HMSE,HMSE1,PCE-1,REH,SES1,TGH,hCE-1",ENSG00000198848,1863.0,1066,ACAT,NCBI
89,ACAT1,"ACAT,MAT,T2,THIL",ENSG00000075239,93.0,38,ACAT,NCBI
90,SOAT1,"ACACT,ACAT,ACAT-1,ACAT1,SOAT,STAT",ENSG00000057252,11177.0,6646,ACAT,NCBI
91,CPN2,ACBP,ENSG00000178772,2313.0,1370,ACBP,NCBI
92,DBI,"ACBD1,ACBP,CCK-RP,EP",ENSG00000155368,2690.0,1622,ACBP,NCBI
93,ACACA,"ACAC,ACACAD,ACACalpha,ACC,ACC1,ACCA,ACCalpha,Acac1,hACC1",ENSG00000278540,84.0,31,ACC,NCBI
94,BMS1,"ACC,BMS1L",ENSG00000165733,23505.0,9790,ACC,NCBI
95,BCL2A1,"ACC-1,ACC-2,ACC1,ACC2,BCL2L5,BFL1,GRS,HBPA1",ENSG00000140379,991.0,597,ACC1,NCBI
96,ACACA,"ACAC,ACACAD,ACACalpha,ACC,ACC1,ACCA,ACCalpha,Acac1,hACC1",ENSG00000278540,84.0,31,ACC1,NCBI
97,ACACB,"ACACbeta,ACC-beta,ACC2,ACCB,ACCbeta,HACC275",ENSG00000076555,85.0,32,ACC2,NCBI
98,BCL2A1,"ACC-1,ACC-2,ACC1,ACC2,BCL2L5,BFL1,GRS,HBPA1",ENSG00000140379,991.0,597,ACC2,NCBI
99,ACACA,"ACAC,ACACAD,ACACalpha,ACC,ACC1,ACCA,ACCalpha,Acac1,hACC1",ENSG00000278540,84.0,31,ACCA,NCBI
100,GPR3,ACCA,ENSG00000181773,4484.0,2827,ACCA,NCBI
101,ACSS2,"ACAS2,ACECS,ACS,ACSA,AceCS1,dJ1161H23.1",ENSG00000131069,15814.0,55902,ACECS1,NCBI
102,ACSS1,"ACAS2L,ACECS1,AceCS2L",ENSG00000154930,16091.0,84532,ACECS1,NCBI
103,CHRNA1,"ACHRA,ACHRD,CHRNA,CMS1A,CMS1B,CMS2A,FCCMS,SCCMS",ENSG00000138435,1955.0,1134,ACHRD,NCBI
104,CHRND,"ACHRD,CMS2A,CMS3A,CMS3B,CMS3C,FCCMS,SCCMS",ENSG00000135902,1965.0,1144,ACHRD,NCBI
105,KIF7,"ACLS,AGBK,HLS2,JBTS12,MMEDF,UNQ340",ENSG00000166813,30497.0,374654,ACLS,NCBI
106,GLI3,"ACLS,GCPS,GLI3-190,GLI3FL,PAP-A,PAPA,PAPA1,PAPB,PHS,PPDIV",ENSG00000106571,4319.0,2737,ACLS,NCBI
107,NF2,"ACN,BANF,SCH,SWNV,merlin-1",ENSG00000186575,7773.0,4771,ACN,NCBI
108,ACIN1,"ACINUS,ACN,fSAP152",ENSG00000100813,17066.0,22985,ACN,NCBI
109,NDUFAB1,"ACP,ACP1,FASN2A,SDAP",ENSG00000004779,7694.0,4706,ACP,NCBI
110,CPAT1,ACP,,,60502,ACP,NCBI
111,CTNNAL1,"ACRP,CLLP,alpha-CATU",ENSG00000119326,2512.0,8727,ACRP,NCBI
112,SPAG7,"ACRP,FSA-1",ENSG00000091640,11216.0,9552,ACRP,NCBI
113,ACCS,"ACS,PHACS",ENSG00000110455,23989.0,84680,ACS,NCBI
114,PLA2G15,"ACS,GXVPLA2,LLPL,LPLA2,LYPLA3",ENSG00000103066,17163.0,23659,ACS,NCBI
115,ACSS2,"ACAS2,ACECS,ACS,ACSA,AceCS1,dJ1161H23.1",ENSG00000131069,15814.0,55902,ACS,NCBI
116,ACSL5,"ACS2,ACS5,DIAR13,FACL5",ENSG00000197142,16526.0,51703,ACS2,NCBI
117,ACSL6,"ACS2,FACL6,LACS 6,LACS2,LACS5",ENSG00000164398,16496.0,23305,ACS2,NCBI
118,TWIST1,"ACS3,BPES2,BPES3,CRS,CRS1,CSO,SCS,SWCOS,TWIST,bHLHa38",ENSG00000122691,12428.0,7291,ACS3,NCBI
119,ACSL3,"ACS3,FACL3,LACS 3,LACS3,PRO2194",ENSG00000123983,3570.0,2181,ACS3,NCBI
120,ACSM2B,"ACSM2,HXMA,HYST1046",ENSG00000066813,30931.0,348158,ACSM2,NCBI
121,ACSM2A,"A-923A4.1,ACSM2",ENSG00000183747,32017.0,123876,ACSM2,NCBI
122,ACTG2,"ACT,ACTA3,ACTE,ACTL3,ACTSG,MMIHS5,VSCM,VSCM1",ENSG00000163017,145.0,72,ACT,NCBI
123,SERPINA3,"AACT,ACT,GIG24,GIG25",ENSG00000196136,16.0,12,ACT,NCBI
124,ACTBL2,ACT,ENSG00000169067,17780.0,345651,ACT,NCBI
125,ACOT7,"ACH1,ACT,BACH,CTE-II,LACH,LACH1,hBACH",ENSG00000097021,24157.0,11332,ACT,NCBI
126,POTEKP,"ACT,ACTBL3,POTE2delta,POTEK",,30182.0,440915,ACT,NCBI
127,ACTG1,"ACT,ACTG,DFNA20,DFNA26,HEL-176",ENSG00000184009,144.0,71,ACT,NCBI
128,POTEM,"ACT,P704P,POTE14beta",ENSG00000222036,37096.0,641455,ACT,NCBI
129,FHL5,"1700027G07Rik,ACT,FHL-5,dJ393D12.2",ENSG00000112214,17371.0,9457,ACT,NCBI
130,POTEH,"A26C3,ACTBL1,CT104.7,POTE22",ENSG00000198062,133.0,23784,ACTBL1,NCBI
131,POTEG,"A26C2,ACTBL1,CT104.4,POTE-14,POTE14,POTE14alpha,POTE22",ENSG00000187537,33896.0,404785,ACTBL1,NCBI
132,ACTL6A,"ACTL6,ARPN-BETA,Arp4,BAF53A,INO80K,SMARCN1",ENSG00000136518,24124.0,86,ACTL6,NCBI
133,ACTL6B,"ACTL6,BAF53B,DEE76,EIEE76,IDDSSAD,SMARCN2,arpNalpha",ENSG00000077080,160.0,51412,ACTL6,NCBI
134,TGFBR1,"AAT5,ACVRLK4,ALK-5,ALK5,ESS1,LDS1,LDS1A,LDS2A,MSSE,SKR4,TBR-i,TBRI,TGFR-1,tbetaR-I",ENSG00000106799,11772.0,7046,ACVRLK4,NCBI
135,ACVR1B,"ACTRIB,ACVRLK4,ALK4,SKR2",ENSG00000135503,172.0,91,ACVRLK4,NCBI
136,CD63,"AD1,HOP-26,ME491,MLA1,OMA81H,Pltgp40,TSPAN30",ENSG00000135404,1692.0,967,AD1,NCBI
137,APP,"AAA,ABETA,ABPP,AD1,APPI,CTFgamma,CVAP,PN-II,PN2,alpha-sAPP,preA4",ENSG00000142192,620.0,351,AD1,NCBI
138,NBPF1,"AB13,AB14,AB23,AD2,NBG,NBPF",ENSG00000219481,26088.0,55672,AD2,NCBI
139,APOE,"AD2,APO-E,ApoE4,LDLCQ5,LPG",ENSG00000130203,613.0,348,AD2,NCBI
140,TBC1D8,"AD3,GRAMD8,HBLP1,TBC1D8A,VRP",ENSG00000204634,17791.0,11138,AD3,NCBI
141,PSEN1,"ACNINV3,AD3,CMD1U,FAD,PS-1,PS1,PSNL1,S182",ENSG00000080815,9508.0,5663,AD3,NCBI
142,TADA1,"ADA1,HFI1,STAF42,TADA1L,hADA1",ENSG00000152382,30631.0,117143,ADA1,NCBI
143,ADA,ADA1,ENSG00000196839,186.0,100,ADA1,NCBI
144,ADAMTS4,"ADAMTS-2,ADAMTS-4,ADMP-1",ENSG00000158859,220.0,9507,ADAMTS-2,NCBI
145,ADAMTS2,"ADAM-TS2,ADAMTS-2,ADAMTS-3,EDSDERMS,NPI,PC I-NP,PCI-NP,PCINP,PCPNI,PNPI",ENSG00000087116,218.0,9509,ADAMTS-2,NCBI
146,ADAMTS3,"ADAMTS-4,HKLLS3",ENSG00000156140,219.0,9508,ADAMTS-4,NCBI
147,ADAMTS4,"ADAMTS-2,ADAMTS-4,ADMP-1",ENSG00000158859,220.0,9507,ADAMTS-4,NCBI
148,AZIN2,"ADC,AZI2,AZIB1,ODC-p,ODC1L,ODCp",ENSG00000142920,29957.0,113451,ADC,NCBI
149,GADL1,"ADC,CSADC,HuADC,HuCSADC",ENSG00000144644,27949.0,339896,ADC,NCBI
150,DSTN,"ACTDP,ADF,HEL32,bA462D18.2",ENSG00000125868,15750.0,11034,ADF,NCBI
151,GSN,"ADF,AGEL,AMYLD4",ENSG00000148180,4620.0,2934,ADF,NCBI
152,FGF23,"ADHR,FGFN,HFTC2,HPDR2,HYPF,PHPTC",ENSG00000118972,3680.0,8074,ADHR,NCBI
153,AVPR2,"ADHR,DI1,DIR,DIR3,NDI,NDI1,V2R",ENSG00000126895,897.0,554,ADHR,NCBI
154,NUP98,"ADIR2,NUP196,NUP96,Nup98-96",ENSG00000110713,8068.0,4928,ADIR2,NCBI
155,TOR3A,"ADIR,ADIR2",ENSG00000186283,11997.0,64222,ADIR2,NCBI
156,ADORA2B,ADORA2,ENSG00000170425,264.0,136,ADORA2,NCBI
157,ADORA2A,"A2aR,ADORA2,RDC8",ENSG00000128271,263.0,135,ADORA2,NCBI
158,PNPLA3,"ADPN,C22orf20,iPLA(2)epsilon",ENSG00000100344,18590.0,80339,ADPN,NCBI
159,ADIPOQ,"ACDC,ACRP30,ADIPQTL1,ADPN,APM-1,APM1,GBP28",ENSG00000181092,13633.0,9370,ADPN,NCBI
160,PARP3,"ADPRT3,ADPRTL2,ADPRTL3,ARTD3,IRT1,PADPRT-3",ENSG00000041880,273.0,10039,ADPRTL2,NCBI
161,PARP2,"ADPRT2,ADPRTL2,ADPRTL3,ARTD2,PARP-2,pADPRT-2",ENSG00000129484,272.0,10038,ADPRTL2,NCBI
162,PARP3,"ADPRT3,ADPRTL2,ADPRTL3,ARTD3,IRT1,PADPRT-3",ENSG00000041880,273.0,10039,ADPRTL3,NCBI
163,PARP2,"ADPRT2,ADPRTL2,ADPRTL3,ARTD2,PARP-2,pADPRT-2",ENSG00000129484,272.0,10038,ADPRTL3,NCBI
164,AKR1B1,"ADR,ALDR1,ALR2,AR",ENSG00000085662,381.0,231,ADR,NCBI
165,FDXR,"ADR,ADXR,ANOA,MMDS9B",ENSG00000161513,3642.0,2232,ADR,NCBI
166,ADRA1D,"ADRA1,ADRA1A,ADRA1R,ALPHA1,DAR,dJ779E11.2",ENSG00000171873,280.0,146,ADRA1,NCBI
167,ADRA1B,"ADRA1,ALPHA1BAR",ENSG00000170214,278.0,147,ADRA1,NCBI
168,NBPF3,AE2,ENSG00000142794,25076.0,84224,AE2,NCBI
169,SLC4A2,"AE2,BND3L,EPB3L1,HKB3,NBND3,OPTB9",ENSG00000164889,11028.0,6522,AE2,NCBI
170,PSMD4,"AF,AF-1,ASF,MCB1,Rpn10,S5A,pUB-R5",ENSG00000159352,9561.0,5710,AF,NCBI
171,KLHL17,AF,ENSG00000187961,24023.0,339451,AF,NCBI
172,IFNGR2,"AF-1,IFGR2,IFNGT1,IMD28",ENSG00000159128,5440.0,3460,AF-1,NCBI
173,PSMD4,"AF,AF-1,ASF,MCB1,Rpn10,S5A,pUB-R5",ENSG00000159352,9561.0,5710,AF-1,NCBI
174,TXNDC12,"AG1,AGR1,ERP16,ERP18,ERP19,PDIA16,TLP19,hAG-1,hTLP19",ENSG00000117862,24626.0,51060,AG1,NCBI
175,NBPF10,"AB6,AG1,NBPF9",ENSG00000271425,31992.0,100132406,AG1,NCBI
176,C11ORF96,,ENSG00000187479,38675.0,387763,AG2,NCBI
177,AGR2,"AG-2,AG2,GOB-4,HAG-2,HEL-S-116,HPC8,PDIA17,RIFTD,XAG-2",ENSG00000106541,328.0,10551,AG2,NCBI
178,NBPF15,"AB14,AG3,NBPF16",ENSG00000266338,28791.0,284565,AG3,NCBI
179,CD58,"LFA-3,LFA3,ag3",ENSG00000116815,1688.0,965,AG3,NCBI
180,AGR3,"AG-3,AG3,BCMP11,HAG3,PDIA18,hAG-3",ENSG00000173467,24167.0,155465,AG3,NCBI
181,ACAN,"AGC1,AGCAN,CSPG1,CSPGCP,MSK16,SEDK,SSOAOD",ENSG00000157766,319.0,176,AGC1,NCBI
182,SLC25A12,"AGC1,ARALAR,DEE39,EIEE39",ENSG00000115840,10982.0,8604,AGC1,NCBI
183,IGHM,"AGM1,MU,VH",ENSG00000211899,5541.0,3507,AGM1,NCBI
184,PGM3,"AGM1,IMD23,PAGM,PGM 3",ENSG00000013375,8907.0,5238,AGM1,NCBI
185,ORM1,"A1AG1,AGP-A,AGP1,HEL-S-153w,ORM",ENSG00000229314,8498.0,5004,AGP1,NCBI
186,ANGPT1,"AGP1,AGPT,AGPT-1,ANG1,HAE5",ENSG00000154188,484.0,284,AGP1,NCBI
187,GPAT3,"AGPAT 10,AGPAT10,AGPAT8,AGPAT9,HMFN0839,LPAAT-theta,MAG1",ENSG00000138678,28157.0,84803,AGPAT10,NCBI
188,LPCAT1,"AGPAT10,AGPAT9,AYTL2,LPCAT-1,LPLAT8,PFAAP3,lpcat,lysoPAFAT",ENSG00000153395,25718.0,79888,AGPAT10,NCBI
189,GPAT3,"AGPAT 10,AGPAT10,AGPAT8,AGPAT9,HMFN0839,LPAAT-theta,MAG1",ENSG00000138678,28157.0,84803,AGPAT8,NCBI
190,LCLAT1,"1AGPAT8,AGPAT8,ALCAT1,HSRG1849,LPLAT6,LYCAT,UNQ1849",ENSG00000172954,26756.0,253558,AGPAT8,NCBI
191,GPAT3,"AGPAT 10,AGPAT10,AGPAT8,AGPAT9,HMFN0839,LPAAT-theta,MAG1",ENSG00000138678,28157.0,84803,AGPAT9,NCBI
192,LPCAT1,"AGPAT10,AGPAT9,AYTL2,LPCAT-1,LPLAT8,PFAAP3,lpcat,lysoPAFAT",ENSG00000153395,25718.0,79888,AGPAT9,NCBI
193,JAG1,"AGS,AGS1,AHD,AWS,CD339,CMT2HH,DCHE,HJ1,JAGL1",ENSG00000101384,6188.0,182,AGS1,NCBI
194,RASD1,"AGS1,DEXRAS1,MGC:26290",ENSG00000108551,15828.0,51655,AGS1,NCBI
195,TREX1,"AGS1,CRV,DRN3,HERNS,RVCLS",ENSG00000213689,12269.0,11277,AGS1,NCBI
196,RNASEH2B,"AGS2,DLEU8",ENSG00000136104,25671.0,79621,AGS2,NCBI
197,NOTCH2,"AGS2,HJCYS,hN2",ENSG00000134250,7882.0,4853,AGS2,NCBI
198,RNASEH2C,"AGS3,AYP1",ENSG00000172922,24116.0,84153,AGS3,NCBI
199,GPSM1,AGS3,ENSG00000160360,17858.0,26086,AGS3,NCBI
200,GPSM3,"AGS4,C6orf9,G18,G18.1a,G18.1b,G18.2,NG1",ENSG00000213654,13945.0,63940,AGS4,NCBI
201,RNASEH2A,"AGS4,JUNB,RNASEHI,RNHIA,RNHL",ENSG00000104889,18518.0,10535,AGS4,NCBI
202,FNDC1,"AGS8,FNDC2,MEL4B3,bA243O10.1,dJ322A24.1",ENSG00000164694,21184.0,84624,AGS8,NCBI
203,LSM11,AGS8,ENSG00000155858,30860.0,134353,AGS8,NCBI
204,SLC7A13,"AGT-1,AGT1,XAT2",ENSG00000164893,23092.0,157724,AGT1,NCBI
205,AGXT,"AGT,AGT1,AGXT1,PH1,SPAT,SPT,Ser-PyrAT,TLH6",ENSG00000172482,341.0,189,AGT1,NCBI
206,LIPH,"AH,ARWH2,HYPT7,LAH2,LPDLR,PLA1B,mPA-PLA1",ENSG00000163898,18483.0,200879,AH,NCBI
207,HCA1,"AH,HCA",,,266790,AH,NCBI
208,AHSA2P,"AHA1,AHSA2,Hch1",ENSG00000293434,20437.0,130872,AHA1,NCBI
209,AHSA1,"AHA1,C14orf3,hAha1,p38",ENSG00000100591,1189.0,10598,AHA1,NCBI
210,CYP1A1,"AHH,AHRR,CP11,CYP1,CYPIA1,P1-450,P450-C,P450DX",ENSG00000140465,2595.0,1543,AHH,NCBI
211,AHRR,"AHH,AHHR,bHLHe77",ENSG00000063438,346.0,57491,AHH,NCBI
212,NCOA3,"ACTR,AIB-1,AIB1,CAGH16,CTG26,KAT13B,RAC3,SRC-3,SRC3,TNRC14,TNRC16,TRAM-1,bHLHe42,pCIP",ENSG00000124151,7670.0,8202,AIB1,NCBI
213,ANIB1,"AIB,AIB1",,,116833,AIB1,NCBI
214,ANIB3,AIB3,,,497657,AIB3,NCBI
