,gene_symbol,alias_symbol,ENSG_ID,HGNC_ID,NCBI_ID,collision,source
1035,BMX,"ETK,PSCTK3",ENSG00000102010,1079.0,660.0,ETK,ENSG
1036,EPHA3,"ETK,ETK1,HEK,HEK4,TYRO4",ENSG00000044524,3387.0,2042.0,ETK,ENSG
1037,LGI1,"EPITEMPIN,EPT,ETL1,IB1099",ENSG00000108231,6572.0,9211.0,ETL1,ENSG
1038,SMARCAD1,"DKFZP762K2015,ETL1,KIAA1122",ENSG00000163104,18398.0,56916.0,ETL1,ENSG
1039,LRP5,"BMND1,EVR1,EVR4,HBM,LR3,LRP7,OPPG,OPS,OPTA1,VBCH2",ENSG00000162337,6697.0,4041.0,EVR1,ENSG
1040,FZD4,"CD344,EVR1",ENSG00000174804,4042.0,8322.0,EVR1,ENSG
1041,FLI1,"EWSR2,FLI-1,SIC-1",ENSG00000151702,3749.0,2313.0,EWSR2,ENSG
1042,ETS1,"ETS-1,EWSR2,FLJ10768",ENSG00000134954,3488.0,2113.0,EWSR2,ENSG
1043,FAM138B,"F379,F379",ENSG00000226516,33582.0,654412.0,F379,ENSG
1044,FAM138A,"F379,F379",ENSG00000237613,32334.0,645520.0,F379,ENSG
1045,FAM138D,F379,ENSG00000249054,33583.0,677784.0,F379,ENSG
1046,FAM138E,F379,ENSG00000288464,32335.0,100124412.0,F379,ENSG
1047,FAM138F,F379,ENSG00000282591,33581.0,641702.0,F379,ENSG
1048,FAM138C,F379,ENSG00000218839,32333.0,654835.0,F379,ENSG
1049,MCFD2,"F5F8D,LMAN1IP,SDNSF",ENSG00000180398,18451.0,90411.0,F5F8D,ENSG
1050,LMAN1,"ERGIC-53,ERGIC53,F5F8D,FMFD1,GP58,MCFD1,MR60",ENSG00000074695,6631.0,3998.0,F5F8D,ENSG
1051,FANCD2,"FA-D2,FACD,FAD,FANCD",ENSG00000144554,3585.0,2177.0,FACD,ENSG
1052,BRCA2,"BRCC2,FACD,FAD,FAD1,FANCD,FANCD1,XRCC11",ENSG00000139618,1101.0,675.0,FACD,ENSG
1053,PSEN1,"AD3,FAD,PS-1,PS1,PSNL1,S182",ENSG00000080815,9508.0,5663.0,FAD,ENSG
1054,FANCD2,"FA-D2,FACD,FAD,FANCD",ENSG00000144554,3585.0,2177.0,FAD,ENSG
1055,BRCA2,"BRCC2,FACD,FAD,FAD1,FANCD,FANCD1,XRCC11",ENSG00000139618,1101.0,675.0,FAD,ENSG
1056,BRCA2,"BRCC2,FACD,FAD,FAD1,FANCD,FANCD1,XRCC11",ENSG00000139618,1101.0,675.0,FAD1,ENSG
1057,FLAD1,"FAD1,PP591",ENSG00000160688,24671.0,80308.0,FAD1,ENSG
1058,FANCF,FAF,ENSG00000183161,3587.0,2188.0,FAF,ENSG
1059,USP9X,"DFFRX,FAF,MRX99",ENSG00000124486,12632.0,8239.0,FAF,ENSG
1060,FALEC,"FAL1,LINC00568,NCRNA-A1",ENSG00000228126,43713.0,,FAL1,ENSG
1061,EIF4A3,"DDX48,EIF4AIII,FAL1,KIAA0111",ENSG00000291508,18683.0,9775.0,FAL1,ENSG
1062,BRCA2,"BRCC2,FACD,FAD,FAD1,FANCD,FANCD1,XRCC11",ENSG00000139618,1101.0,675.0,FANCD,ENSG
1063,FANCD2,"FA-D2,FACD,FAD,FANCD",ENSG00000144554,3585.0,2177.0,FANCD,ENSG
1064,FOXD3-AS1,"FAST,PASFOXD3",ENSG00000230798,40241.0,100996301.0,FAST,ENSG
1065,FASTK,FAST,ENSG00000164896,24676.0,10922.0,FAST,ENSG
1066,FAT1,"CDHF7,CDHR8,FAT",ENSG00000083857,3595.0,2195.0,FAT,ENSG
1067,CD36,"FAT,GP3B,GP4,GPIIIB,GPIV,SCARB3",ENSG00000135218,1663.0,948.0,FAT,ENSG
1068,FBXL20,"FBL2,FBL20,MGC15482",ENSG00000108306,24679.0,84961.0,FBL2,ENSG
1069,FBXL2,"FBL2,FBL3",ENSG00000153558,13598.0,25827.0,FBL2,ENSG
1070,FBXL2,"FBL2,FBL3",ENSG00000153558,13598.0,25827.0,FBL3,ENSG
1071,FBXL3,"FBL3,FBL3A,FBXL3A",ENSG00000005812,13599.0,26224.0,FBL3,ENSG
1072,FBXL4,"FBL4,FBL5",ENSG00000112234,13601.0,26235.0,FBL4,ENSG
1073,FBXL5,"FBL4,FBL5,FLR1",ENSG00000118564,13602.0,26234.0,FBL4,ENSG
1074,FBXL5,"FBL4,FBL5,FLR1",ENSG00000118564,13602.0,26234.0,FBL5,ENSG
1075,FBXL4,"FBL4,FBL5",ENSG00000112234,13601.0,26235.0,FBL5,ENSG
1076,FBXL6,FBL6,ENSG00000285442,13603.0,26233.0,FBL6,ENSG
1077,FBXL7,"FBL6,FBL7,KIAA0840",ENSG00000183580,13604.0,23194.0,FBL6,ENSG
1078,FBXL7,"FBL6,FBL7,KIAA0840",ENSG00000183580,13604.0,23194.0,FBL7,ENSG
1079,KDM2A,"CXXC8,DKFZP434M1735,FBL11,FBL7,FBXL11,FLJ00115,JHDM1A,KIAA1004,LILINA",ENSG00000173120,13606.0,22992.0,FBL7,ENSG
1080,FUBP1,"FBP,FUBP",ENSG00000162613,4004.0,8880.0,FBP,ENSG
1081,RAB14,"FBP,RAB-14",ENSG00000119396,16524.0,51552.0,FBP,ENSG
1082,FBP1,FBP,ENSG00000165140,3606.0,2203.0,FBP,ENSG
1083,FBRS,"FBS,FBS1,FLJ11618",ENSG00000156860,20442.0,64319.0,FBS,ENSG
1084,FBXO8,"FBS,FBX8",ENSG00000164117,13587.0,26269.0,FBS,ENSG
1085,FBRS,"FBS,FBS1,FLJ11618",ENSG00000156860,20442.0,64319.0,FBS1,ENSG
1086,FBXO2,"FBG1,FBS1,FBX2,NFB42,OCP1",ENSG00000116661,13581.0,26232.0,FBS1,ENSG
1087,FBXO44,"FBG3,FBX30,FBX44,FBXO6A,MGC14140",ENSG00000132879,24847.0,93611.0,FBX30,ENSG
1088,FBXO30,"FBX30,MGC21674",ENSG00000118496,15600.0,84085.0,FBX30,ENSG
1089,FBXW7,"AGO,CDC4,FBW7,FBX30,FBXW6,FLJ11071,SEL-10,SEL10",ENSG00000109670,16712.0,55294.0,FBX30,ENSG
1090,FCGR1BP,"CD34,CD64b,FCG1,FcgammaRIa,FCGR1,FCGR1B,FcRI,IGFR1,IGFRB",ENSG00000291135,,2210.0,FCG1,ENSG
1091,FCGR1A,"CD64,CD64A,FCG1,FCGAMMARI,FCGAMMARIA,FCGR1",ENSG00000150337,3613.0,2209.0,FCG1,ENSG
1092,FCGR2B,"CD32,CD32B,FCG2,FCGAMMARIIB,FCGR2,FCGRIIB",ENSG00000072694,3618.0,2213.0,FCG2,ENSG
1093,FCGR2A,"CD32,CD32A,CDW32,FC-GAMMA-RIIA,FCG2,FCGAMMARIIA,FCGR2,FCGR2A1,IGFR2",ENSG00000143226,3616.0,2212.0,FCG2,ENSG
1094,FCGR3B,"CD16,CD16B,FCG3,FCGAMMARIIIB,FCGR3,FCRIIIB,CD16,CD16B,FCG3,FCGAMMARIIIB,FCGR3,FCRIIIB",ENSG00000162747,3620.0,2215.0,FCG3,ENSG
1095,FCGR3A,"CD16,CD16A,FCG3,FCGAMMARIIIA,FCGR3,FCGRIIIA",ENSG00000203747,3619.0,2214.0,FCG3,ENSG
1096,FCGR1A,"CD64,CD64A,FCG1,FCGAMMARI,FCGAMMARIA,FCGR1",ENSG00000150337,3613.0,2209.0,FCGAMMARIA,ENSG
1097,FCGR1BP,"CD34,CD64b,FCG1,FcgammaRIa,FCGR1,FCGR1B,FcRI,IGFR1,IGFRB",ENSG00000291135,,2210.0,FCGAMMARIA,ENSG
1098,FCGR1BP,"CD34,CD64b,FCG1,FcgammaRIa,FCGR1,FCGR1B,FcRI,IGFR1,IGFRB",ENSG00000291135,,2210.0,FCGR1,ENSG
1099,FCGR1A,"CD64,CD64A,FCG1,FCGAMMARI,FCGAMMARIA,FCGR1",ENSG00000150337,3613.0,2209.0,FCGR1,ENSG
1100,FCGR2B,"CD32,CD32B,FCG2,FCGAMMARIIB,FCGR2,FCGRIIB",ENSG00000072694,3618.0,2213.0,FCGR2,ENSG
1101,FCGR2A,"CD32,CD32A,CDW32,FC-GAMMA-RIIA,FCG2,FCGAMMARIIA,FCGR2,FCGR2A1,IGFR2",ENSG00000143226,3616.0,2212.0,FCGR2,ENSG
1102,FCGR3B,"CD16,CD16B,FCG3,FCGAMMARIIIB,FCGR3,FCRIIIB,CD16,CD16B,FCG3,FCGAMMARIIIB,FCGR3,FCRIIIB",ENSG00000162747,3620.0,2215.0,FCGR3,ENSG
1103,FCGR3A,"CD16,CD16A,FCG3,FCGAMMARIIIA,FCGR3,FCGRIIIA",ENSG00000203747,3619.0,2214.0,FCGR3,ENSG
1104,FUT6,"FCT3A,FLJ40754,FT1A,FUCT-VI",ENSG00000156413,4017.0,2528.0,FCT3A,ENSG
1105,FUT4,"CD15,ELFT,FCT3A,FUC-TIV",ENSG00000196371,4015.0,2526.0,FCT3A,ENSG
1106,ALDH1L1,"10-FTHF,FDH,FTHFD",ENSG00000144908,3978.0,10840.0,FDH,ENSG
1107,ADH5,"ADH-3,ADHX,FDH,GSNOR",ENSG00000197894,253.0,128.0,FDH,ENSG
1108,GTF2E2,"FE,TF2E2,TFIIE-B",ENSG00000197265,4651.0,2961.0,FE,ENSG
1109,GTF2E1,"FE,TFIIE-A",ENSG00000153767,4650.0,2960.0,FE,ENSG
1110,AFP,"FETA,HPAFP",ENSG00000081051,317.0,174.0,FETA,ENSG
1111,ATP8B5P,FETA,ENSG00000179766,27245.0,,FETA,ENSG
1112,MYBPC3,"CMH4,CMYBP-C,FHC",ENSG00000134571,7551.0,4607.0,FHC,ENSG
1113,FTH1,"FHC,FTH,FTHL6,PIG15,PLIF",ENSG00000167996,3976.0,2495.0,FHC,ENSG
1114,DEPP1,"C10ORF10,DEPP,FIG,FSEG",ENSG00000165507,23355.0,11067.0,FIG,ENSG
1115,GOPC,"CAL,DJ94G16.2,FIG,GOPC1,PIST",ENSG00000047932,17643.0,57120.0,FIG,ENSG
1116,IL36A,"FIL1,FIL1E,IL-1F6,IL1(EPSILON),IL1F6,MGC129552,MGC129553",ENSG00000136694,15562.0,27179.0,FIL1,ENSG
1117,IL37,"FIL1,FIL1(ZETA),FIL1Z,IL-1F7,IL-1H4,IL-1RP1,IL1F7",ENSG00000125571,15563.0,27178.0,FIL1,ENSG
1118,IL36B,"FIL1,FILI-(ETA),IL-1F8,IL-1H2,IL1-ETA,IL1F8,IL1H2,MGC126880,MGC126882",ENSG00000136696,15564.0,27177.0,FIL1,ENSG
1119,IL36RN,"FIL1,FIL1(DELTA),FIL1D,IL-1F5,IL1F5,IL1HY1,IL1L1,IL1RP3,IL36RA,MGC29840",ENSG00000136695,15561.0,26525.0,FIL1,ENSG
1120,FARP2,"FIR,FRG,KIAA0793,PLEKHC3",ENSG00000006607,16460.0,9855.0,FIR,ENSG
1121,PUF60,"FIR,ROBPI,SIAHBP1",ENSG00000179950,17042.0,22827.0,FIR,ENSG
1122,CFLAR,"C-FLIP,CASH,CASP8AP1,CASPER,CFLIP,CLARP,FLAME,FLIP,I-FLICE,MRIT",ENSG00000003402,1876.0,8837.0,FLIP,ENSG
1123,FIRRM,"APOLO1,C1ORF112,FLIP,FLJ10706,MEICA1",ENSG00000000460,25565.0,55732.0,FLIP,ENSG
1124,SUSD4,FLJ10052,ENSG00000143502,25470.0,55061.0,FLJ10052,ENSG
1125,TLR5,"FLJ10052,MGC126430,MGC126431,SLEB1,TIL3",ENSG00000187554,11851.0,7100.0,FLJ10052,ENSG
1126,PCMTD1,FLJ10883,ENSG00000168300,30483.0,115294.0,FLJ10883,ENSG
1127,PCMTD2,"C20ORF36,FLJ10883",ENSG00000280663,15882.0,55251.0,FLJ10883,ENSG
1128,BRD10,"FLJ20375,KIAA2026",ENSG00000183354,23378.0,158358.0,FLJ20375,ENSG
1129,FOCAD,"FLJ20375,KIAA1797",ENSG00000188352,23377.0,54914.0,FLJ20375,ENSG
1130,TMEM231,"ALYE870,FLJ22167,JBTS20,MKS11,PRO1886",ENSG00000205084,37234.0,79583.0,FLJ22167,ENSG
1131,CHST5,"FLJ22167,I-GLCNAC-6-ST",ENSG00000135702,1973.0,23563.0,FLJ22167,ENSG
1132,SLC35F4,"C14ORF36,FLJ37712",ENSG00000151812,19845.0,341880.0,FLJ37712,ENSG
1133,SLC35F3,FLJ37712,ENSG00000183780,23616.0,148641.0,FLJ37712,ENSG
1134,CTAGE4,"CTAGE-4,FLJ43692",ENSG00000288370,24772.0,100128553.0,FLJ43692,ENSG
1135,ARHGEF35,"ARHGEF5L,CTAGE4,FLJ43692",ENSG00000288422,33846.0,445328.0,FLJ43692,ENSG
1136,CEP43,"FGFR1OP,FOP",ENSG00000213066,17012.0,11116.0,FOP,ENSG
1137,CHTOP,"C1ORF77,DKFZP547E1010,FOP,SRAG",ENSG00000160679,24511.0,26097.0,FOP,ENSG
1138,PTGFR,FP,ENSG00000122420,9600.0,5737.0,FP,ENSG
1139,SDHA,"FP,SDH2,SDHF",ENSG00000073578,10680.0,6389.0,FP,ENSG
1140,ALX4,"FPP,KIAA1788,PFM,PFM2",ENSG00000052850,450.0,60529.0,FPP,ENSG
1141,MSX2,"CRS2,FPP,HOX8,MSH,PFM,PFM1",ENSG00000120149,7392.0,4488.0,FPP,ENSG
1142,RABEP2,"FLJ23282,FRA",ENSG00000177548,24817.0,79874.0,FRA,ENSG
1143,FOLR1,"FOLR,FRA",ENSG00000110195,3791.0,2348.0,FRA,ENSG
1144,PGAP2,"CWH43-N,FRAG1,MRT17,MRT21",ENSG00000148985,17893.0,27315.0,FRAG1,ENSG
1145,ATAD5,"C17ORF41,ELG1,FLJ12735,FRAG1",ENSG00000176208,25752.0,79915.0,FRAG1,ENSG
1146,FARP2,"FIR,FRG,KIAA0793,PLEKHC3",ENSG00000006607,16460.0,9855.0,FRG,ENSG
1147,FOLR3,"FR-G,FRG",ENSG00000110203,3795.0,2352.0,FRG,ENSG
1148,WDPCP,"BBS15,C2ORF86,CPLANE5,FRITZ,HFRTZ",ENSG00000143951,28027.0,51057.0,FRITZ,ENSG
1149,FRZB,"FRE,FRITZ,FRP-3,FRZB-1,FRZB-PEN,FRZB1,FZRB,HFIZ,SFRP3,SRFP3",ENSG00000162998,3959.0,2487.0,FRITZ,ENSG
1150,SFRP1,"FRP,FRP-1,SARP2",ENSG00000104332,10776.0,6422.0,FRP,ENSG
1151,FSTL1,"FRP,FSL1,OCC-1,OCC1,TSC36",ENSG00000163430,3972.0,11167.0,FRP,ENSG
1152,GBGT1,"A3GALNT,FS,MGC44848,UDP-GALNAC",ENSG00000148288,20460.0,26301.0,FS,ENSG
1153,FST,FS,ENSG00000134363,3971.0,10468.0,FS,ENSG
1154,S100A4,"18A2,42A,CAPL,FSP1,MTS1,P9KA,PEL98",ENSG00000196154,10494.0,6275.0,FSP1,ENSG
1155,ATL1,"AD-FSP,FSP1,SPG3,SPG3A",ENSG00000198513,11231.0,51062.0,FSP1,ENSG
1156,AIFM2,"AMID,FLJ14497,FSP1,PRG3",ENSG00000042286,21411.0,84883.0,FSP1,ENSG
1157,TNNI2,"AMCD2B,DA2B,FSSV,FSTNI",ENSG00000288219,11946.0,7136.0,FSSV,ENSG
1158,TNNT3,"AMCD2B,DA2B,DKFZP779M2348,FSSV",ENSG00000288250,11950.0,7140.0,FSSV,ENSG
1159,TUSC2,"C3ORF11,FUS1,PAP,PDAP2",ENSG00000114383,17034.0,11334.0,FUS1,ENSG
1160,FUS,"ALS6,FUS1,HNRNP-P2,HNRNPP2,TLS",ENSG00000089280,4010.0,2521.0,FUS1,ENSG
1161,ACKR1,"CCBP1,CD234,DARC,DFY,FY,GPD",ENSG00000213088,4035.0,2532.0,FY,ENSG
1162,FUZ,"CPLANE3,FLJ22688,FY",ENSG00000010361,26219.0,80199.0,FY,ENSG
1163,ZBTB12,"C6ORF46,D6S59E,G10,NG35",ENSG00000204366,19066.0,221527.0,G10,ENSG
1164,BUD31,"CWC14,EDG-2,EDG2,FSAP17,G10,YCR063W",ENSG00000106245,29629.0,8896.0,G10,ENSG
1165,ATF6B,"ATF6BETA,CREBL1,G13",ENSG00000213676,2349.0,1388.0,G13,ENSG
1166,GNA13,"G13,MGC46138",ENSG00000120063,4381.0,10672.0,G13,ENSG
1167,RNF5,"G16,NG2,RING5,RMA1",ENSG00000223767,10068.0,6048.0,G16,ENSG
1168,RBM6,"3G2,DEF-3,DEF3,G16,NY-LU-12",ENSG00000004534,9903.0,10180.0,G16,ENSG
1169,SLC38A3,"G17,SN1,SNAT3",ENSG00000188338,18044.0,10991.0,G17,ENSG
1170,PBX2,"G17,HOX12,PBX2MHC",ENSG00000225987,8633.0,5089.0,G17,ENSG
1171,GPSM3,"AGS4,C6ORF9,G18,G18.1A,G18.1B,G18.2,NG1",ENSG00000233490,13945.0,63940.0,G18,ENSG
1172,CISH,"CIS,CIS-1,G18,SOCS",ENSG00000114737,1984.0,1154.0,G18,ENSG
1173,KIAA1549L,"C11ORF41,C11ORF69,G2,MGC34830",ENSG00000110427,24836.0,25758.0,G2,ENSG
1174,PRRC2A,"BAT2,D6S51E,G2",ENSG00000226618,13918.0,7916.0,G2,ENSG
1175,CRYGEP,"CCL,CRYG5,CRYGEP1,G2",ENSG00000285058,2412.0,,G2,ENSG
1176,G6PC1,"G6PC,G6PT,GSD1A",ENSG00000131482,4056.0,2538.0,G6PT,ENSG
1177,SLC37A4,"G6PT,G6PT1,G6PT2,G6PT3,GSD1B,GSD1C,GSD1D,SPX4",ENSG00000281500,4061.0,2542.0,G6PT,ENSG
1178,LGALS7B,"GAL7,GAL7",ENSG00000282902,34447.0,3963.0,GAL7,ENSG
1179,LGALS7,"GAL7,LGALS7A,PIG1,TP53I1,GAL7,LGALS7A,PIG1,TP53I1",ENSG00000283082,6568.0,3963.0,GAL7,ENSG
1180,GALNT14,"FLJ12691,GALNAC-T10,GALNAC-T14",ENSG00000158089,22946.0,79623.0,GALNAC-T10,ENSG
1181,GALNT10,GALNAC-T10,ENSG00000164574,19873.0,55568.0,GALNAC-T10,ENSG
1182,GALNTL5,"GALNAC-T5L,GALNT15",ENSG00000106648,21725.0,168391.0,GALNAC-T5L,ENSG
1183,GALNT17,"GALNAC-T17,GALNAC-T19,GALNAC-T5L,GALNTL3,PPGALNAC-T17,WBSCR17",ENSG00000185274,16347.0,64409.0,GALNAC-T5L,ENSG
1184,GALNTL5,"GALNAC-T5L,GALNT15",ENSG00000106648,21725.0,168391.0,GALNT15,ENSG
1185,GALNT18,"GALNAC-T18,GALNT15,GALNTL4,MGC71806",ENSG00000110328,30488.0,374378.0,GALNT15,ENSG
1186,LRRC32,"D11S833E,GARP",ENSG00000137507,4161.0,2615.0,GARP,ENSG
1187,CNGB1,"CNCG2,CNCG3L,CNGB1B,GAR1,GARP,RCNC2,RCNCB,RP45",ENSG00000070729,2151.0,1258.0,GARP,ENSG
1188,GAST,GAS,ENSG00000184502,4164.0,2520.0,GAS,ENSG
1189,GALNS,"GALN6S,GALNAC6S,GAS",ENSG00000141012,4122.0,2588.0,GAS,ENSG
1190,PAGR1,"C16ORF53,GAS,MGC4606,PA1",ENSG00000280789,28707.0,79447.0,GAS,ENSG
1191,VOPP1,"DKFZP564K0822,ECOP,FLJ20532,GASP,WBP1L2",ENSG00000154978,34518.0,81552.0,GASP,ENSG
1192,GPRASP1,"GASP,GASP1",ENSG00000198932,24834.0,9737.0,GASP,ENSG
1193,GBA1LP,"Beta-GC,GBA,GBAP,GBAP1,GC,GLUC",ENSG00000291137,,2630.0,GBA,ENSG
1194,GBA1,"GBA,GLUC",ENSG00000262446,4177.0,2629.0,GBA,ENSG
1195,TMEM132A,"FLJ20539,GBP,HSPA5BP1",ENSG00000006118,31092.0,54972.0,GBP,ENSG
1196,LGALS1,GBP,ENSG00000100097,6561.0,3956.0,GBP,ENSG
1197,PIAS1,"DDXBP1,GBP,GU/RH-II,ZMIZ3",ENSG00000033800,2752.0,8554.0,GBP,ENSG
1198,HADHA,"GBP,LCEH,LCHAD,MTPA",ENSG00000084754,4801.0,3030.0,GBP,ENSG
1199,SLC25A22,"EIEE3,FLJ13044,GC-1,GC1,NET44",ENSG00000177542,19954.0,79751.0,GC1,ENSG
1200,SOD2,"GC1,GCLNC1,IPOB,MNSOD",ENSG00000291237,11180.0,6648.0,GC1,ENSG
1201,OLFM4,"GC1,GW112,OLFD",ENSG00000102837,17190.0,10562.0,GC1,ENSG
1202,ALPG,"ALPPL2,GCAP",ENSG00000163286,441.0,251.0,GCAP,ENSG
1203,GUCA1A,"C6ORF131,COD3,CORD14,DJ139D8.6,GCAP,GCAP-1,GCAP-I,GCAP1,GUCA,GUCA1",ENSG00000048545,4678.0,2978.0,GCAP,ENSG
1204,TRMT6,"CGI-09,GCD10,GCD10P,MGC5029",ENSG00000089195,20900.0,51605.0,GCD10,ENSG
1205,CRLS1,"C20ORF155,CLS1,DJ967N21.6,GCD10",ENSG00000088766,16148.0,54675.0,GCD10,ENSG
1206,GMCL2,"GCL,GMCL1L,GMCL1P1",ENSG00000244234,19717.0,64396.0,GCL,ENSG
1207,GCA,GCL,ENSG00000115271,15990.0,25801.0,GCL,ENSG
1208,KAT2B,"GCN5,GCN5L,P/CAF,PCAF",ENSG00000114166,8638.0,8850.0,GCN5,ENSG
1209,KAT2A,"GCN5,GCN5L2,PCAF-B",ENSG00000108773,4201.0,2648.0,GCN5,ENSG
1210,GOLGB1,"GCP,GCP372,GIANTIN,GOLIM1",ENSG00000173230,4429.0,2804.0,GCP,ENSG
1211,OPN1MW,"CBBM,CBD,COD5,GCP,OPN1MW1",ENSG00000268221,4206.0,2652.0,GCP,ENSG
1212,FOLH1,"FOLH,GCP2,GCPII,NAALAD1,NAALADASE,PSM,PSMA",ENSG00000086205,3788.0,2346.0,GCP2,ENSG
1213,TUBGCP2,"ALP4,GCP2,HGCP2,SPBC97,SPC97P",ENSG00000130640,18599.0,10844.0,GCP2,ENSG
1214,GOLGA4,"GCP2,GOLG,GOLGIN-240,P230",ENSG00000144674,4427.0,2803.0,GCP2,ENSG
1215,UGCG,GCS,ENSG00000148154,12524.0,7357.0,GCS,ENSG
1216,GCLC,"GCS,GLCL,GLCLC",ENSG00000001084,4311.0,2729.0,GCS,ENSG
1217,SLC25A16,"D10S105E,GDA,HGT.1,ML7",ENSG00000122912,10986.0,8034.0,GDA,ENSG
1218,PAEP,"GD,GDA,GDF,GDS,MGC138509,MGC142288,PAEG,PEP,PP14",ENSG00000122133,8573.0,5047.0,GDA,ENSG
1219,GLUD1,"GDH,GDH1,GLUD,HGDH1",ENSG00000148672,4335.0,2746.0,GDH,ENSG
1220,CRYL1,"GDH,LAMBDA-CRY,MGC149525,MGC149526",ENSG00000165475,18246.0,51084.0,GDH,ENSG
1221,UGDH,"GDH,UDP-GLCDH,UDPGDH,UGD",ENSG00000109814,12525.0,7358.0,GDH,ENSG
1222,H6PD,"GDH,H6PDH",ENSG00000049239,4795.0,9563.0,GDH,ENSG
1223,SERPINE2,"GDN,NEXIN,PI7,PN1,PNI",ENSG00000135919,8951.0,5270.0,GDN,ENSG
1224,MAML3,"CAGH3,GDN,KIAA1816,MAM2,TNRC3",ENSG00000196782,16272.0,55534.0,GDN,ENSG
1225,SMN1,"BCD541,GEMIN1,SMA,SMA1,SMA2,SMA3,SMA@,SMNT,TDRD16A,BCD541,GEMIN1,SMA,SMA1,SMA2,SMA3,SMA@,SMNT,TDRD16A",ENSG00000275349,11117.0,6606.0,GEMIN1,ENSG
1226,SMN2,"BCD541,GEMIN1,SMNC,TDRD16B,BCD541,GEMIN1,SMNC,TDRD16B",ENSG00000273772,11118.0,6606.0,GEMIN1,ENSG
1227,SOS1,"GF1,GINGF,HGF",ENSG00000115904,11187.0,6654.0,GF1,ENSG
1228,GATA1,"ERYF1,GATA-1,GF1,NF-E1,NFE1",ENSG00000102145,4170.0,2623.0,GF1,ENSG
1229,GGT1,"CD224,D22S672,D22S732,GGT",ENSG00000100031,4250.0,2678.0,GGT,ENSG
1230,GGT2P,"GGT,GGT2",ENSG00000133475,4251.0,,GGT,ENSG
1231,GGTA2P,"GGTA1P,GLYT2L,GLYT3,HGT2",ENSG00000237766,4254.0,,GGTA1P,ENSG
1232,GGTA1,"GGTA,GGTA1P,GLYT2",ENSG00000204136,4253.0,2681.0,GGTA1P,ENSG
1233,RMND5A,"FLJ13910,GID2,GID2A,P44CTLH,RMD5",ENSG00000153561,25850.0,64795.0,GID2,ENSG
1234,RMND5B,"FLJ22318,GID2,GID2B",ENSG00000145916,26181.0,64777.0,GID2,ENSG
1235,MT3,GIF,ENSG00000087250,7408.0,4504.0,GIF,ENSG
1236,CBLIF,"GIF,IF,IFMH,INF,TCN3",ENSG00000134812,4268.0,2694.0,GIF,ENSG
1237,MIF,"GIF,GLIF",ENSG00000240972,7097.0,4282.0,GIF,ENSG
1238,ZNF704,"FLJ16218,GIG1",ENSG00000164684,32291.0,619279.0,GIG1,ENSG
1239,CCN1,"CYR61,GIG1,IGFBP10",ENSG00000142871,2654.0,3491.0,GIG1,ENSG
1240,NKG7,"GIG1,GMP-17",ENSG00000105374,7830.0,4818.0,GIG1,ENSG
1241,GNAI2,"GIP,GNAI2B",ENSG00000114353,4385.0,2771.0,GIP,ENSG
1242,C1QTNF1,"CTRP1,FLJ90694,GIP,ZSIG37",ENSG00000173918,14324.0,114897.0,GIP,ENSG
1243,OSTM1,"GL,HSPC019",ENSG00000081087,21652.0,28962.0,GL,ENSG
1244,PPP1R3B,"FLJ14005,GL,PPP1R4",ENSG00000285343,14942.0,79660.0,GL,ENSG
1245,GOLGA6A,"GLP,GOLGA6,GLP,GOLGA6",ENSG00000159289,13567.0,342096.0,GLP,ENSG
1246,EHMT1,"BA188C12.1,EHMT1-IT1,EU-HMTASE1,FLJ12879,FLJ40292,GLP,KIAA1876,KMT1D",ENSG00000181090,24650.0,79813.0,GLP,ENSG
1247,ZGLP1,"GATAD3,GLP-1,GLP1",ENSG00000220201,37245.0,100125288.0,GLP-1,ENSG
1248,GCG,"GLP-1,GLP1,GLP2,GRPP",ENSG00000115263,4191.0,2641.0,GLP-1,ENSG
1249,GCG,"GLP-1,GLP1,GLP2,GRPP",ENSG00000115263,4191.0,2641.0,GLP1,ENSG
1250,ZGLP1,"GATAD3,GLP-1,GLP1",ENSG00000220201,37245.0,100125288.0,GLP1,ENSG
1251,GBA3,"CBGL1,GLUC,KLRP",ENSG00000291927,19069.0,57733.0,GLUC,ENSG
1252,GBA1,"GBA,GLUC",ENSG00000262446,4177.0,2629.0,GLUC,ENSG
1253,GBA1LP,"Beta-GC,GBA,GBAP,GBAP1,GC,GLUC",ENSG00000291137,,2630.0,GLUC,ENSG
1254,GRM7,"GLUR7,GPRC1G,MGLU7,MGLUR7,PPP1R87",ENSG00000196277,4599.0,2917.0,GLUR7,ENSG
1255,GRIK3,"GLUK3,GLUR7",ENSG00000163873,4581.0,2899.0,GLUR7,ENSG
1256,SLC2A6,"GLUT6,GLUT9,HSA011372",ENSG00000281165,11011.0,11182.0,GLUT6,ENSG
1257,SLC2A3P1,"GLUT3P1,GLUT6,SLC2A3P",ENSG00000253861,11008.0,,GLUT6,ENSG
1258,SLC2A12,"GLUT12,GLUT8",ENSG00000146411,18067.0,154091.0,GLUT8,ENSG
1259,SLC2A8,"GLUT8,GLUTX1",ENSG00000136856,13812.0,29988.0,GLUT8,ENSG
1260,SLC2A6,"GLUT6,GLUT9,HSA011372",ENSG00000281165,11011.0,11182.0,GLUT9,ENSG
1261,SLC2A9,"GLUT9,GLUTX,URATV1",ENSG00000109667,13446.0,56606.0,GLUT9,ENSG
