HGNC_ID,primary_gene_symbol,alias_symbol,NCBI_ID,ENSG_ID
HGNC:13756,ERVK-4,HERV-K(I),GENE ID:60359,
HGNC:13757,ERVK-5,HERV-K(II),GENE ID:60358,
HGNC:13759,CYFIP1,KIAA0068,GENE ID:23191,ENSG00000273749
HGNC:13759,CYFIP1,P140SRA-1,GENE ID:23191,ENSG00000273749
HGNC:13759,CYFIP1,SHYC,GENE ID:23191,ENSG00000273749
HGNC:13760,CYFIP2,PIR121,GENE ID:26999,ENSG00000055163
HGNC:13761,RBPJL,RBP-L,GENE ID:11317,ENSG00000124232
HGNC:13761,RBPJL,SUH,GENE ID:11317,ENSG00000124232
HGNC:13761,RBPJL,SUHL,GENE ID:11317,ENSG00000124232
HGNC:13764,RELT,FLJ14993,GENE ID:84957,ENSG00000054967
HGNC:13765,IL25,IL-25,GENE ID:64806,ENSG00000166090
HGNC:13765,IL25,IL-17E,GENE ID:64806,ENSG00000166090
HGNC:1377,CA5A,CA5,GENE ID:763,ENSG00000174990
HGNC:1377,CA5A,CAV,GENE ID:763,ENSG00000174990
HGNC:1377,CA5A,CAVA,GENE ID:763,ENSG00000174990
HGNC:13770,IGDCC4,NOPE,GENE ID:57722,ENSG00000103742
HGNC:13770,IGDCC4,LOC57722,GENE ID:57722,ENSG00000103742
HGNC:13771,SOST,VBCH,GENE ID:50964,ENSG00000167941
HGNC:13771,SOST,DAND6,GENE ID:50964,ENSG00000167941
HGNC:13779,RNF24,G1L,GENE ID:11237,ENSG00000101236
HGNC:1378,CA5B,,GENE ID:11238,ENSG00000169239
HGNC:13780,GFM1,EFGM,GENE ID:85476,ENSG00000168827
HGNC:13780,GFM1,GFM,GENE ID:85476,ENSG00000168827
HGNC:13780,GFM1,EGF1,GENE ID:85476,ENSG00000168827
HGNC:13780,GFM1,mtEF-G1,GENE ID:85476,ENSG00000168827
HGNC:13782,NPVF,RFRP,GENE ID:64111,ENSG00000105954
HGNC:13784,MIR429,hsa-mir-429,GENE ID:554210,ENSG00000198976
HGNC:13785,MRS2,,GENE ID:57380,ENSG00000124532
HGNC:13787,BCL2L12,,GENE ID:83596,ENSG00000126453
HGNC:13788,ANKRD33,DKFZp686O1689,GENE ID:341405,ENSG00000167612
HGNC:13788,ANKRD33,PANKY,GENE ID:341405,ENSG00000167612
HGNC:1379,CA5AP1,,GENE ID:764,ENSG00000260133
HGNC:13796,C18orf54,MGC33382,GENE ID:162681,ENSG00000166845
HGNC:13796,C18orf54,LAS2,GENE ID:162681,ENSG00000166845
HGNC:13797,PRX,KIAA1620,GENE ID:57716,ENSG00000105227
HGNC:13799,ERP29,ERp28,GENE ID:10961,ENSG00000089248
HGNC:13799,ERP29,ERp31,GENE ID:10961,ENSG00000089248
HGNC:13799,ERP29,PDI-DB,GENE ID:10961,ENSG00000089248
HGNC:13799,ERP29,PDIA9,GENE ID:10961,ENSG00000089248
HGNC:1380,CA6,,GENE ID:765,ENSG00000131686
HGNC:13800,CHRNA10,,GENE ID:57053,ENSG00000129749
HGNC:13802,NEUROD4,Atoh3,GENE ID:58158,ENSG00000123307
HGNC:13802,NEUROD4,ATH-3,GENE ID:58158,ENSG00000123307
HGNC:13802,NEUROD4,MATH-3,GENE ID:58158,ENSG00000123307
HGNC:13802,NEUROD4,bHLHa4,GENE ID:58158,ENSG00000123307
HGNC:13804,NEUROD6,Atoh2,GENE ID:63974,ENSG00000164600
HGNC:13804,NEUROD6,NEX1M,GENE ID:63974,ENSG00000164600
HGNC:13804,NEUROD6,Math-2,GENE ID:63974,ENSG00000164600
HGNC:13804,NEUROD6,bHLHa2,GENE ID:63974,ENSG00000164600
HGNC:13804,NEUROD6,Nex1,GENE ID:63974,ENSG00000164600
HGNC:13805,NEUROG2,Atoh4,GENE ID:63973,ENSG00000178403
HGNC:13805,NEUROG2,Math4A,GENE ID:63973,ENSG00000178403
HGNC:13805,NEUROG2,ngn-2,GENE ID:63973,ENSG00000178403
HGNC:13805,NEUROG2,bHLHa8,GENE ID:63973,ENSG00000178403
HGNC:13805,NEUROG2,NGN2,GENE ID:63973,ENSG00000178403
HGNC:13806,NEUROG3,Atoh5,GENE ID:50674,ENSG00000122859
HGNC:13806,NEUROG3,Math4B,GENE ID:50674,ENSG00000122859
HGNC:13806,NEUROG3,ngn3,GENE ID:50674,ENSG00000122859
HGNC:13806,NEUROG3,bHLHa7,GENE ID:50674,ENSG00000122859
HGNC:1381,CA7,,GENE ID:766,ENSG00000168748
HGNC:13811,SLC4A10,NBCn2,GENE ID:57282,ENSG00000144290
HGNC:13811,SLC4A10,NCBE,GENE ID:57282,ENSG00000144290
HGNC:13812,SLC2A8,GLUTX1,GENE ID:29988,ENSG00000136856
HGNC:13812,SLC2A8,GLUT8,GENE ID:29988,ENSG00000136856
HGNC:13813,SLC4A1AP,kanadaptin,GENE ID:22950,ENSG00000163798
HGNC:13813,SLC4A1AP,HLC3,GENE ID:22950,ENSG00000163798
HGNC:13814,KCNK15,K2p15.1,GENE ID:60598,ENSG00000124249
HGNC:13814,KCNK15,dJ781B1.1,GENE ID:60598,ENSG00000124249
HGNC:13814,KCNK15,KT3.3,GENE ID:60598,ENSG00000124249
HGNC:13814,KCNK15,KIAA0237,GENE ID:60598,ENSG00000124249
HGNC:13814,KCNK15,TASK5,GENE ID:60598,ENSG00000124249
HGNC:13814,KCNK15,TASK-5,GENE ID:60598,ENSG00000124249
HGNC:13815,BCO1,FLJ10730,GENE ID:53630,ENSG00000135697
HGNC:13815,BCO1,BCMO,GENE ID:53630,ENSG00000135697
HGNC:13816,ATP12A,HK,GENE ID:479,ENSG00000075673
HGNC:13816,ATP12A,H-K-ATPase,GENE ID:479,ENSG00000075673
HGNC:13817,CHST7,C6ST-2,GENE ID:56548,ENSG00000147119
HGNC:13817,CHST7,C6ST2,GENE ID:56548,ENSG00000147119
HGNC:13818,SLC12A5,KIAA1176,GENE ID:57468,ENSG00000124140
HGNC:13818,SLC12A5,KCC2,GENE ID:57468,ENSG00000124140
HGNC:13818,SLC12A5,hKCC2,GENE ID:57468,ENSG00000124140
HGNC:13819,SLCO1C1,OATP-F,GENE ID:53919,ENSG00000139155
HGNC:13819,SLCO1C1,OATP1C1,GENE ID:53919,ENSG00000139155
HGNC:13819,SLCO1C1,OATP1,GENE ID:53919,ENSG00000139155
HGNC:1382,CA8,CARP,GENE ID:767,ENSG00000178538
HGNC:1382,CA8,CA-RP,GENE ID:767,ENSG00000178538
HGNC:1382,CA8,CA-VIII,GENE ID:767,ENSG00000178538
HGNC:13821,GFRA4,,GENE ID:64096,ENSG00000125861
HGNC:13823,NETO1,BTCL1,GENE ID:81832,ENSG00000166342
HGNC:13823,NETO1,BCTL1,GENE ID:81832,ENSG00000166342
HGNC:13824,MMS19,MET18,GENE ID:64210,ENSG00000155229
HGNC:13824,MMS19,hMMS19,GENE ID:64210,ENSG00000155229
HGNC:13824,MMS19,CIAO4,GENE ID:64210,ENSG00000155229
HGNC:13825,ASPSCR1,ASPS,GENE ID:79058,ENSG00000169696
HGNC:13825,ASPSCR1,ASPL,GENE ID:79058,ENSG00000169696
HGNC:13825,ASPSCR1,UBXD9,GENE ID:79058,ENSG00000169696
HGNC:13825,ASPSCR1,UBXN9,GENE ID:79058,ENSG00000169696
HGNC:13825,ASPSCR1,TUG,GENE ID:79058,ENSG00000169696
HGNC:13826,DMRTA1,,GENE ID:63951,ENSG00000176399
HGNC:13827,ZNF321P,MGC35402,GENE ID:399669,ENSG00000213801
HGNC:13829,WNT10A,,GENE ID:80326,ENSG00000135925
HGNC:1383,CA9,MN,GENE ID:768,ENSG00000107159
HGNC:1383,CA9,CAIX,GENE ID:768,ENSG00000107159
HGNC:13830,CNTNAP2,Caspr2,GENE ID:26047,ENSG00000174469
HGNC:13830,CNTNAP2,KIAA0868,GENE ID:26047,ENSG00000174469
HGNC:13830,CNTNAP2,NRXN4,GENE ID:26047,ENSG00000174469
HGNC:13831,WDR11,KIAA1351,GENE ID:55717,ENSG00000120008
HGNC:13831,WDR11,FLJ10506,GENE ID:55717,ENSG00000120008
HGNC:13831,WDR11,WDR15,GENE ID:55717,ENSG00000120008
HGNC:13831,WDR11,HH14,GENE ID:55717,ENSG00000120008
HGNC:13831,WDR11,DR11,GENE ID:55717,ENSG00000120008
HGNC:13831,WDR11,SRI1,GENE ID:55717,ENSG00000120008
HGNC:13834,CNTNAP3,CASPR3,GENE ID:79937,ENSG00000106714
HGNC:13834,CNTNAP3,KIAA1714,GENE ID:79937,ENSG00000106714
HGNC:13834,CNTNAP3,FLJ14195,GENE ID:79937,ENSG00000106714
HGNC:13834,CNTNAP3,CNTNAP3A,GENE ID:79937,ENSG00000106714
HGNC:13838,ADGRA1,KIAA1828,GENE ID:84435,ENSG00000197177
HGNC:13839,ADGRA3,FLJ38547,GENE ID:166647,ENSG00000152990
HGNC:13839,ADGRA3,PGR21,GENE ID:166647,ENSG00000152990
HGNC:1384,CABP1,,GENE ID:9478,ENSG00000157782
HGNC:13840,GPR89B,SH120,GENE ID:51463,ENSG00000188092
HGNC:13841,ADGRG6,FLJ14937,GENE ID:57211,ENSG00000112414
HGNC:13842,ZNF320,ZFPL,GENE ID:162967,ENSG00000182986
HGNC:13842,ZNF320,DKFZp686G16228,GENE ID:162967,ENSG00000182986
HGNC:13843,ZNF316,MZF-3,GENE ID:100131017,ENSG00000205903
HGNC:13843,ZNF316,ENST00000305834,GENE ID:100131017,ENSG00000205903
HGNC:13846,ZNF70P1,dJ1033B10.7,GENE ID:100419609,ENSG00000225463
HGNC:13846,ZNF70P1,bCX269C15.3,GENE ID:100419609,ENSG00000225463
HGNC:13847,ZNF311,,GENE ID:282890,ENSG00000197935
HGNC:13848,ZNF302,ZNF327,GENE ID:55900,ENSG00000089335
HGNC:13848,ZNF302,ZNF135L,GENE ID:55900,ENSG00000089335
HGNC:13848,ZNF302,ZNF140L,GENE ID:55900,ENSG00000089335
HGNC:1385,CABP2,,GENE ID:51475,ENSG00000167791
HGNC:13850,ZSCAN12P1,ZNF187p1,GENE ID:221584,ENSG00000219891
HGNC:13850,ZSCAN12P1,dJ313I6.7,GENE ID:221584,ENSG00000219891
HGNC:13851,SCAND3,ZFP38-L,GENE ID:114821,ENSG00000232040
HGNC:13851,SCAND3,KIAA1925,GENE ID:114821,ENSG00000232040
HGNC:13851,SCAND3,FLJ31087,GENE ID:114821,ENSG00000232040
HGNC:13851,SCAND3,Buster4,GENE ID:114821,ENSG00000232040
HGNC:13851,SCAND3,FAM200D,GENE ID:114821,ENSG00000232040
HGNC:13853,ZKSCAN3,Zfp47,GENE ID:80317,ENSG00000189298
HGNC:13853,ZKSCAN3,ZF47,GENE ID:80317,ENSG00000189298
HGNC:13853,ZKSCAN3,ZSCAN35,GENE ID:80317,ENSG00000189298
HGNC:13854,ZKSCAN4,p373c6.1,GENE ID:387032,ENSG00000187626
HGNC:13854,ZKSCAN4,P1P373C6,GENE ID:387032,ENSG00000187626
HGNC:13854,ZKSCAN4,FLJ32136,GENE ID:387032,ENSG00000187626
HGNC:13854,ZKSCAN4,ZSCAN36,GENE ID:387032,ENSG00000187626
HGNC:13855,NPM1P21,,GENE ID:100129237,ENSG00000248578
HGNC:1386,CABP4,CSNB2B,GENE ID:57010,ENSG00000175544
HGNC:13861,LZTS1,FEZ1,GENE ID:11178,ENSG00000061337
HGNC:13862,BTG4,PC3B,GENE ID:54766,ENSG00000137707
HGNC:13862,BTG4,APRO3,GENE ID:54766,ENSG00000137707
HGNC:13867,SH3KBP1,CIN85,GENE ID:30011,ENSG00000147010
HGNC:13869,LOXL3,,GENE ID:84695,ENSG00000115318
HGNC:13870,NUDT21,CFIM25,GENE ID:11051,ENSG00000167005
HGNC:13871,CPSF6,CFIM,GENE ID:11052,ENSG00000111605
HGNC:13871,CPSF6,HPBRII-4,GENE ID:11052,ENSG00000111605
HGNC:13871,CPSF6,HPBRII-7,GENE ID:11052,ENSG00000111605
HGNC:13871,CPSF6,CFIM68,GENE ID:11052,ENSG00000111605
HGNC:13871,CPSF6,CFIM72,GENE ID:11052,ENSG00000111605
HGNC:13872,RIPOR2,KIAA0386,GENE ID:9750,ENSG00000111913
HGNC:13872,RIPOR2,DIFF48,GENE ID:9750,ENSG00000111913
HGNC:13872,RIPOR2,MYONAP,GENE ID:9750,ENSG00000111913
HGNC:13875,FOXP2,CAGH44,GENE ID:93986,ENSG00000128573
HGNC:13877,TTYH2,C17orf29,GENE ID:94015,ENSG00000141540
HGNC:13879,MYO1H,FLJ37587,GENE ID:283446,ENSG00000174527
HGNC:1388,CACNA1A,Cav2.1,GENE ID:773,ENSG00000141837
HGNC:1388,CACNA1A,EA2,GENE ID:773,ENSG00000141837
HGNC:1388,CACNA1A,APCA,GENE ID:773,ENSG00000141837
HGNC:1388,CACNA1A,HPCA,GENE ID:773,ENSG00000141837
HGNC:1388,CACNA1A,FHM,GENE ID:773,ENSG00000141837
HGNC:13880,MYO1G,HA-2,GENE ID:64005,ENSG00000136286
HGNC:13884,ABCG4,WHITE2,GENE ID:64137,ENSG00000172350
HGNC:13886,ABCG5,STSL,GENE ID:64240,ENSG00000138075
HGNC:13887,ABCG8,GBD4,GENE ID:64241,ENSG00000143921
HGNC:1389,CACNA1B,Cav2.2,GENE ID:774,ENSG00000148408
HGNC:1389,CACNA1B,CACNN,GENE ID:774,ENSG00000148408
HGNC:13890,ITCH,AIP4,GENE ID:83737,ENSG00000078747
HGNC:139,ACTBP6,,GENE ID:66,ENSG00000203413
HGNC:1390,CACNA1C,Cav1.2,GENE ID:775,ENSG00000151067
HGNC:1390,CACNA1C,CACH2,GENE ID:775,ENSG00000151067
HGNC:1390,CACNA1C,CACN2,GENE ID:775,ENSG00000151067
HGNC:1390,CACNA1C,TS,GENE ID:775,ENSG00000151067
HGNC:1390,CACNA1C,LQT8,GENE ID:775,ENSG00000151067
HGNC:13900,SGK2,,GENE ID:10110,ENSG00000101049
HGNC:13902,SERPINB7,,GENE ID:8710,ENSG00000166396
HGNC:13906,MXD4,MAD4,GENE ID:10608,ENSG00000123933
HGNC:13906,MXD4,MSTP149,GENE ID:10608,ENSG00000123933
HGNC:13906,MXD4,MST149,GENE ID:10608,ENSG00000123933
HGNC:13906,MXD4,bHLHc12,GENE ID:10608,ENSG00000123933
HGNC:13907,ATOH7,Math5,GENE ID:220202,ENSG00000179774
HGNC:13907,ATOH7,bHLHa13,GENE ID:220202,ENSG00000179774
HGNC:13908,DMRTA2,,GENE ID:63950,ENSG00000142700
HGNC:13909,DMRT3,,GENE ID:58524,ENSG00000064218
HGNC:1391,CACNA1D,Cav1.3,GENE ID:776,ENSG00000157388
HGNC:1391,CACNA1D,CACH3,GENE ID:776,ENSG00000157388
HGNC:1391,CACNA1D,CACN4,GENE ID:776,ENSG00000157388
HGNC:13910,DMRTC1,,GENE ID:63947,ENSG00000269502
HGNC:13911,DMRTC2,,GENE ID:63946,ENSG00000142025
HGNC:13913,DMRTB1,,GENE ID:63948,ENSG00000143006
HGNC:13915,ERVK-6,HERV-K(HML-2.HOM),GENE ID:64006,
HGNC:13915,ERVK-6,HERV-K108,GENE ID:64006,
HGNC:13915,ERVK-6,HERV-K(C7),GENE ID:64006,
HGNC:13915,ERVK-6,envK2,GENE ID:64006,
HGNC:13916,APOM,G3a,GENE ID:55937,ENSG00000204444
HGNC:13916,APOM,NG20,GENE ID:55937,ENSG00000204444
HGNC:13916,APOM,Apo-M,GENE ID:55937,ENSG00000204444
HGNC:13917,DDX39B,D6S81E,GENE ID:7919,ENSG00000198563
HGNC:13917,DDX39B,Uap56,GENE ID:7919,ENSG00000198563
HGNC:13918,PRRC2A,G2,GENE ID:7916,ENSG00000204469
HGNC:13918,PRRC2A,D6S51E,GENE ID:7916,ENSG00000204469
HGNC:13919,BAG6,G3,GENE ID:7917,ENSG00000204463
HGNC:13919,BAG6,D6S52E,GENE ID:7917,ENSG00000204463
HGNC:13919,BAG6,Scythe,GENE ID:7917,ENSG00000204463
HGNC:1392,CACNA1E,Cav2.3,GENE ID:777,ENSG00000198216
HGNC:1392,CACNA1E,BII,GENE ID:777,ENSG00000198216
HGNC:1392,CACNA1E,CACH6,GENE ID:777,ENSG00000198216
HGNC:13920,GPANK1,G5,GENE ID:7918,ENSG00000204438
HGNC:13920,GPANK1,D6S54E,GENE ID:7918,ENSG00000204438
HGNC:13920,GPANK1,GPATCH10,GENE ID:7918,ENSG00000204438
HGNC:13920,GPANK1,ANKRD59,GENE ID:7918,ENSG00000204438
HGNC:13921,ABHD16A,NG26,GENE ID:7920,ENSG00000204427
HGNC:13921,ABHD16A,D6S82E,GENE ID:7920,ENSG00000204427
HGNC:13922,TSBP1,TSBP,GENE ID:10665,ENSG00000204296
HGNC:13923,WDR46,BING4,GENE ID:9277,ENSG00000227057
HGNC:13923,WDR46,UTP7,GENE ID:9277,ENSG00000227057
HGNC:13924,POLR1HASP,HTEX4,GENE ID:80862,ENSG00000204623
HGNC:13924,POLR1HASP,Em:AB023056.3,GENE ID:80862,ENSG00000204623
HGNC:13924,POLR1HASP,HCGVIII,GENE ID:80862,ENSG00000204623
HGNC:13924,POLR1HASP,HCGVIII-1,GENE ID:80862,ENSG00000204623
HGNC:13927,C6orf15,STG,GENE ID:29113,ENSG00000204542
HGNC:1393,CACNA1F,Cav1.4,GENE ID:778,ENSG00000102001
HGNC:1393,CACNA1F,JM8,GENE ID:778,ENSG00000102001
HGNC:1393,CACNA1F,JMC8,GENE ID:778,ENSG00000102001
HGNC:1393,CACNA1F,CSNBX2,GENE ID:778,ENSG00000102001
HGNC:1393,CACNA1F,CORDX3,GENE ID:778,ENSG00000102001
HGNC:1393,CACNA1F,CSNB2A,GENE ID:778,ENSG00000102001
HGNC:1393,CACNA1F,OA2,GENE ID:778,ENSG00000102001
HGNC:13930,CCHCR1,HCR,GENE ID:54535,ENSG00000204536
HGNC:13931,LY6G5B,G5b,GENE ID:58496,ENSG00000240053
HGNC:13932,LY6G5C,G5c,GENE ID:80741,ENSG00000204428
HGNC:13932,LY6G5C,NG33,GENE ID:80741,ENSG00000204428
HGNC:13933,LY6G6F,G6f,GENE ID:259215,ENSG00000204424
HGNC:13933,LY6G6F,NG32,GENE ID:259215,ENSG00000204424
HGNC:13934,LY6G6E,G6e,GENE ID:79136,ENSG00000255552
HGNC:13935,LY6G6D,MEGT1,GENE ID:58530,ENSG00000244355
HGNC:13935,LY6G6D,Ly6-D,GENE ID:58530,ENSG00000244355
HGNC:13935,LY6G6D,G6D,GENE ID:58530,ENSG00000244355
HGNC:13935,LY6G6D,LY6-D,GENE ID:58530,ENSG00000244355
HGNC:13935,LY6G6D,NG25,GENE ID:58530,ENSG00000244355
HGNC:13936,LY6G6C,G6c,GENE ID:80740,ENSG00000204421
HGNC:13936,LY6G6C,NG24,GENE ID:80740,ENSG00000204421
HGNC:13937,MPIG6B,G6b,GENE ID:80739,ENSG00000204420
HGNC:13937,MPIG6B,NG31,GENE ID:80739,ENSG00000204420
HGNC:13937,MPIG6B,G6b-B,GENE ID:80739,ENSG00000204420
HGNC:13938,SAPCD1,NG23,GENE ID:401251,ENSG00000228727
HGNC:13939,VWA7,G7c,GENE ID:80737,ENSG00000204396
HGNC:13939,VWA7,NG37,GENE ID:80737,ENSG00000204396
HGNC:1394,CACNA1G,Cav3.1,GENE ID:8913,ENSG00000006283
HGNC:1394,CACNA1G,NBR13,GENE ID:8913,ENSG00000006283
HGNC:13940,LSM2,G7b,GENE ID:57819,ENSG00000204392
HGNC:13940,LSM2,YBL026W,GENE ID:57819,ENSG00000204392
HGNC:13941,SLC44A4,NG22,GENE ID:80736,ENSG00000204385
HGNC:13941,SLC44A4,CTL4,GENE ID:80736,ENSG00000204385
HGNC:13941,SLC44A4,FLJ14491,GENE ID:80736,ENSG00000204385
HGNC:13941,SLC44A4,TPPT,GENE ID:80736,ENSG00000204385
HGNC:13941,SLC44A4,DFNA72,GENE ID:80736,ENSG00000204385
HGNC:13943,PRRT1,NG5,GENE ID:80863,ENSG00000204314
HGNC:13943,PRRT1,IFITMD7,GENE ID:80863,ENSG00000204314
HGNC:13943,PRRT1,DSPD1,GENE ID:80863,ENSG00000204314
HGNC:13943,PRRT1,SynDIG4,GENE ID:80863,ENSG00000204314
HGNC:13944,EGFL8,NG3,GENE ID:80864,ENSG00000241404
HGNC:13945,GPSM3,NG1,GENE ID:63940,ENSG00000213654
HGNC:13945,GPSM3,G18,GENE ID:63940,ENSG00000213654
HGNC:13945,GPSM3,G18.1a,GENE ID:63940,ENSG00000213654
HGNC:13945,GPSM3,G18.1b,GENE ID:63940,ENSG00000213654
HGNC:13945,GPSM3,G18.2,GENE ID:63940,ENSG00000213654
HGNC:13945,GPSM3,AGS4,GENE ID:63940,ENSG00000213654
HGNC:13946,CD83P1,HB15p,GENE ID:100128240,ENSG00000219738
HGNC:13946,CD83P1,b34I8.3,GENE ID:100128240,ENSG00000219738
HGNC:13947,COL11A2P1,cD0826Q1.1,GENE ID:394214,ENSG00000228688
HGNC:13948,DDX6P1,DDX6-Lp,GENE ID:442192,ENSG00000230056
HGNC:13948,DDX6P1,bA150A6.3,GENE ID:442192,ENSG00000230056
HGNC:13949,FKBPL,DIR1,GENE ID:63943,ENSG00000204315
HGNC:13949,FKBPL,NG7,GENE ID:63943,ENSG00000204315
HGNC:13949,FKBPL,WISp39,GENE ID:63943,ENSG00000204315
HGNC:1395,CACNA1H,Cav3.2,GENE ID:8912,ENSG00000196557
HGNC:13950,GAPDHP15,GAPDH-Lp,GENE ID:642317,ENSG00000214563
HGNC:13950,GAPDHP15,b55C20.4,GENE ID:642317,ENSG00000214563
HGNC:13951,GPR89P,C11H1.2-Lp,GENE ID:394254,ENSG00000216915
HGNC:13954,H2BC12,H2BFAiii,GENE ID:85236,ENSG00000197903
HGNC:13957,HNRNPA1P1,hnRNPA1-Lp,GENE ID:645950,ENSG00000218347
HGNC:13957,HNRNPA1P1,b34I8.2,GENE ID:645950,ENSG00000218347
HGNC:13958,HNRNPA1P2,dJ372B18.1,GENE ID:100131609,ENSG00000237285
HGNC:13959,HTATSF1P1,TAT-SF1-L,GENE ID:387039,ENSG00000223457
HGNC:13959,HTATSF1P1,dJ1033B10.6,GENE ID:387039,ENSG00000223457
HGNC:1396,CACNA1I,Cav3.3,GENE ID:8911,ENSG00000100346
HGNC:13961,MAS1L,MAS-L,GENE ID:116511,ENSG00000204687
HGNC:13961,MAS1L,MRG,GENE ID:116511,ENSG00000204687
HGNC:13961,MAS1L,dJ994E9.2,GENE ID:116511,ENSG00000204687
HGNC:13962,NOP56P1,NOP56-L,GENE ID:646192,ENSG00000235559
HGNC:13962,NOP56P1,dJ207F6.1,GENE ID:646192,ENSG00000235559
HGNC:13963,OR12D3,hs6M1-27,GENE ID:81797,ENSG00000112462
HGNC:13964,OR1F12P,hs6M1-35P,GENE ID:442179,ENSG00000220721
HGNC:13964,OR1F12P,OR1F12Q,GENE ID:442179,ENSG00000220721
HGNC:13966,OR2B2,hs6M1-10,GENE ID:81697,ENSG00000168131
HGNC:13966,OR2B2,OR6-1,GENE ID:81697,ENSG00000168131
HGNC:13966,OR2B2,OR2B2Q,GENE ID:81697,ENSG00000168131
HGNC:13967,OR2B7P,hs6M1-31P,GENE ID:81695,ENSG00000187763
HGNC:13968,OR2B8,hs6M1-29P,GENE ID:65944,ENSG00000182477
HGNC:1397,CACNA1S,Cav1.1,GENE ID:779,ENSG00000081248
HGNC:1397,CACNA1S,hypoPP,GENE ID:779,ENSG00000081248
HGNC:13970,OR2W2P,hs6M1-30P,GENE ID:81694,ENSG00000217315
HGNC:13971,OR14J1,hs6M1-28,GENE ID:442191,ENSG00000204695
HGNC:13972,OR5V1,hs6M1-21,GENE ID:81696,ENSG00000243729
HGNC:13973,POM121L2,POM121-L,GENE ID:94026,ENSG00000158553
HGNC:13974,NELFE,RD,GENE ID:7936,ENSG00000204356
HGNC:13974,NELFE,D6S45,GENE ID:7936,ENSG00000204356
HGNC:13974,NELFE,NELF-E,GENE ID:7936,ENSG00000204356
HGNC:13974,NELFE,RDP,GENE ID:7936,ENSG00000204356
HGNC:13975,RPL10P2,RPL10p,GENE ID:442171,ENSG00000174572
HGNC:13975,RPL10P2,bA209A2.1,GENE ID:442171,ENSG00000174572
HGNC:13976,RPL12P1,RPL12-L,GENE ID:729727,ENSG00000204194
HGNC:13976,RPL12P1,dJ570F3.5,GENE ID:729727,ENSG00000204194
HGNC:13976,RPL12P1,CICK0721Q.1,GENE ID:729727,ENSG00000204194
HGNC:13977,RPL13AP,dJ271M21.3,GENE ID:387043,ENSG00000231301
HGNC:13978,RPL13P,BBC1p,GENE ID:387044,ENSG00000213916
HGNC:13978,RPL13P,dJ111M5.1,GENE ID:387044,ENSG00000213916
HGNC:13979,RSL24D1P1,RPL24p,GENE ID:100129755,ENSG00000218069
HGNC:13979,RSL24D1P1,dJ97D16.2,GENE ID:100129755,ENSG00000218069
HGNC:13980,RPL8P1,RPL2p,GENE ID:387046,ENSG00000216676
HGNC:13980,RPL8P1,dJ15D7.1,GENE ID:387046,ENSG00000216676
HGNC:13981,RPS10P1,RPS10p,GENE ID:394255,
HGNC:13981,RPS10P1,dJ34B20.13,GENE ID:394255,
HGNC:13982,RPS17P1,RPS17p,GENE ID:442195,ENSG00000213900
HGNC:13982,RPS17P1,dJ994E9.1,GENE ID:442195,ENSG00000213900
HGNC:13983,SAR1AP1,hsSARA-p,GENE ID:646260,ENSG00000228364
HGNC:13983,SAR1AP1,SARAP1,GENE ID:646260,ENSG00000228364
HGNC:13983,SAR1AP1,dJ88J8.3,GENE ID:646260,ENSG00000228364
HGNC:13985,SUMO2P1,SMT3Bp,GENE ID:285829,ENSG00000235238
HGNC:13985,SUMO2P1,dJ271M21,GENE ID:285829,ENSG00000235238
HGNC:13986,TOB2P1,TOB4p,GENE ID:222699,ENSG00000176933
HGNC:13986,TOB2P1,p373c6.3,GENE ID:222699,ENSG00000176933
HGNC:13987,USP8P1,KIAA0055-hom,GENE ID:100287272,ENSG00000214892
HGNC:13987,USP8P1,D84394.7,GENE ID:100287272,ENSG00000214892
HGNC:1399,CACNA2D1,lncRNA-N3,GENE ID:781,ENSG00000153956
HGNC:1399,CACNA2D1,alpha2delta-1,GENE ID:781,ENSG00000153956
HGNC:13992,PDLIM2,,GENE ID:64236,ENSG00000120913
HGNC:13993,PRDM8,KMT8D,GENE ID:56978,ENSG00000152784
HGNC:13994,PRDM9,PFM6,GENE ID:56979,ENSG00000164256
HGNC:13994,PRDM9,ZNF899,GENE ID:56979,ENSG00000164256
HGNC:13994,PRDM9,KMT8B,GENE ID:56979,ENSG00000164256
HGNC:13994,PRDM9,Meisetz,GENE ID:56979,ENSG00000164256
HGNC:13995,PRDM10,KIAA1231,GENE ID:56980,ENSG00000170325
HGNC:13995,PRDM10,PFM7,GENE ID:56980,ENSG00000170325
HGNC:13995,PRDM10,MGC131802,GENE ID:56980,ENSG00000170325
HGNC:13996,PRDM11,PFM8,GENE ID:56981,ENSG00000019485
HGNC:13997,PRDM12,PFM9,GENE ID:59335,ENSG00000130711
HGNC:13998,PRDM13,PFM10,GENE ID:59336,ENSG00000112238
HGNC:13999,PRDM15,,GENE ID:63977,ENSG00000141956
HGNC:140,ACTBP7,,GENE ID:67,ENSG00000185607
HGNC:1400,CACNA2D2,KIAA0558,GENE ID:9254,ENSG00000007402
HGNC:1400,CACNA2D2,alpha2delta-2,GENE ID:9254,ENSG00000007402
HGNC:14000,PRDM16,MEL1,GENE ID:63976,ENSG00000142611
HGNC:14000,PRDM16,PFM13,GENE ID:63976,ENSG00000142611
HGNC:14000,PRDM16,KIAA1675,GENE ID:63976,ENSG00000142611
HGNC:14000,PRDM16,MGC166915,GENE ID:63976,ENSG00000142611
