HGNC_ID,primary_gene_symbol,alias_symbol,NCBI_ID,ENSG_ID
HGNC:27637,EEIG2,SYM-3B,GENE ID:284611,ENSG00000162636
HGNC:27638,SYPL2,Mg29,GENE ID:284612,ENSG00000143028
HGNC:27639,ANKRD34A,,GENE ID:284615,ENSG00000272031
HGNC:2764,DEFA5,HD-5,GENE ID:1670,ENSG00000164816
HGNC:27642,LINC02800,,GENE ID:284632,ENSG00000230023
HGNC:27643,LINC01686,,GENE ID:284648,ENSG00000261504
HGNC:27645,MIR449A,hsa-mir-449,GENE ID:554213,ENSG00000198983
HGNC:27645,MIR449A,hsa-mir-449a,GENE ID:554213,ENSG00000198983
HGNC:27647,SNHG28,FLJ39187,GENE ID:284677,ENSG00000188004
HGNC:27647,SNHG28,VSIG8-OT1,GENE ID:284677,ENSG00000188004
HGNC:27648,SPATA46,TEKT2BP2,GENE ID:284680,ENSG00000171722
HGNC:2765,DEFA6,HD-6,GENE ID:1671,ENSG00000164822
HGNC:2765,DEFA6,DEF6,GENE ID:1671,ENSG00000164822
HGNC:27652,CPLX3,CPX-III,GENE ID:594855,ENSG00000213578
HGNC:27653,SLC25A34,DKFZp781A10161,GENE ID:284723,ENSG00000162461
HGNC:27655,C20orf204,DKFZp434G015,GENE ID:284739,ENSG00000196421
HGNC:27655,C20orf204,FLJ27267,GENE ID:284739,ENSG00000196421
HGNC:27657,LINC00494,,GENE ID:284749,ENSG00000235621
HGNC:27658,LINC01270,,GENE ID:284751,ENSG00000203999
HGNC:27659,MIR646HG,,GENE ID:284757,ENSG00000228340
HGNC:2766,DEFB1,HBD-1,GENE ID:1672,ENSG00000164825
HGNC:2766,DEFB1,DEFB-1,GENE ID:1672,ENSG00000164825
HGNC:2766,DEFB1,DEFB101,GENE ID:1672,ENSG00000164825
HGNC:2766,DEFB1,HBD1,GENE ID:1672,ENSG00000164825
HGNC:2766,DEFB1,BD1,GENE ID:1672,ENSG00000164825
HGNC:2766,DEFB1,MGC51822,GENE ID:1672,ENSG00000164825
HGNC:27662,MIR663AHG,RP3-410C9.1,GENE ID:284801,ENSG00000227195
HGNC:27669,MIF-AS1,LOC284889,GENE ID:284889,ENSG00000218537
HGNC:27669,MIF-AS1,MIF-AS,GENE ID:284889,ENSG00000218537
HGNC:2767,DEFB4A,SAP1,GENE ID:1673,ENSG00000171711
HGNC:2767,DEFB4A,HBD-2,GENE ID:1673,ENSG00000171711
HGNC:2767,DEFB4A,DEFB-2,GENE ID:1673,ENSG00000171711
HGNC:27672,EPIC1,Lnc-EPIC1,GENE ID:284930,ENSG00000224271
HGNC:27678,NT5DC4,,GENE ID:284958,ENSG00000144130
HGNC:2768,DEK,D6S231E,GENE ID:7913,ENSG00000124795
HGNC:27680,LINC02946,RMEL1,GENE ID:285000,ENSG00000287036
HGNC:27683,ALKAL2,AUGA,GENE ID:285016,ENSG00000189292
HGNC:2769,DENR,DRP,GENE ID:8562,ENSG00000139726
HGNC:2769,DENR,DRP1,GENE ID:8562,ENSG00000139726
HGNC:2769,DENR,SMAP-3,GENE ID:8562,ENSG00000139726
HGNC:27690,LINC01305,,GENE ID:285084,ENSG00000231453
HGNC:27696,IAH1,,GENE ID:285148,ENSG00000134330
HGNC:277,ADRA1A,ADRA1L1,GENE ID:148,ENSG00000120907
HGNC:2770,DES,CMD1I,GENE ID:1674,ENSG00000175084
HGNC:2770,DES,CSM1,GENE ID:1674,ENSG00000175084
HGNC:2770,DES,CSM2,GENE ID:1674,ENSG00000175084
HGNC:2770,DES,LGMD2R,GENE ID:1674,ENSG00000175084
HGNC:27701,TUSC7,LINC00902,GENE ID:285194,ENSG00000243197
HGNC:27701,TUSC7,LOC285194,GENE ID:285194,ENSG00000243197
HGNC:27702,LINC00636,,GENE ID:285205,ENSG00000240423
HGNC:27706,LINC00877,,GENE ID:285286,ENSG00000241163
HGNC:27708,LINC00692,,GENE ID:285326,ENSG00000230891
HGNC:27709,CCDC66,DKFZp686C0433,GENE ID:285331,ENSG00000180376
HGNC:2771,CFD,ADN,GENE ID:1675,ENSG00000197766
HGNC:27713,ZNF852,,GENE ID:285346,ENSG00000178917
HGNC:27717,DPH3,DESR1,GENE ID:285381,ENSG00000154813
HGNC:27717,DPH3,DELGIP1,GENE ID:285381,ENSG00000154813
HGNC:27717,DPH3,MGC20197,GENE ID:285381,ENSG00000154813
HGNC:27717,DPH3,KTI11,GENE ID:285381,ENSG00000154813
HGNC:27717,DPH3,DELGIP,GENE ID:285381,ENSG00000154813
HGNC:27717,DPH3,DPH3A,GENE ID:285381,ENSG00000154813
HGNC:27718,LINC02028,,GENE ID:285389,ENSG00000230102
HGNC:2772,DFFA,DFF-45,GENE ID:1676,ENSG00000160049
HGNC:2772,DFFA,DFF45,GENE ID:1676,ENSG00000160049
HGNC:2772,DFFA,ICAD,GENE ID:1676,ENSG00000160049
HGNC:2772,DFFA,DFF1,GENE ID:1676,ENSG00000160049
HGNC:27720,LINC00698,,GENE ID:285401,ENSG00000244342
HGNC:27721,LINC01091,,GENE ID:285419,ENSG00000249464
HGNC:27723,DCAF4L1,,GENE ID:285429,ENSG00000182308
HGNC:27725,F11-AS1,,GENE ID:285441,ENSG00000251165
HGNC:27728,JAKMIP1-DT,,GENE ID:285484,ENSG00000249896
HGNC:27729,RNF212,FLJ38841,GENE ID:285498,ENSG00000178222
HGNC:2773,DFFB,CAD,GENE ID:1677,ENSG00000169598
HGNC:2773,DFFB,CPAN,GENE ID:1677,ENSG00000169598
HGNC:2773,DFFB,DFF-40,GENE ID:1677,ENSG00000169598
HGNC:2773,DFFB,DFF40,GENE ID:1677,ENSG00000169598
HGNC:27730,AGA-DT,,GENE ID:285500,ENSG00000250131
HGNC:27731,LINC01098,,GENE ID:285501,ENSG00000231171
HGNC:27733,GPRIN3,GRIN3,GENE ID:285513,ENSG00000185477
HGNC:27733,GPRIN3,FLJ42625,GENE ID:285513,ENSG00000185477
HGNC:27735,RNF175,FLJ34190,GENE ID:285533,ENSG00000145428
HGNC:27737,SEPSECS-AS1,,GENE ID:285540,ENSG00000281501
HGNC:27738,LINC01097,,GENE ID:285547,
HGNC:27739,LINC01096,,GENE ID:285548,ENSG00000246095
HGNC:27740,FAM200B,C4orf53,GENE ID:285550,ENSG00000237765
HGNC:27741,C4orf54,FOPV,GENE ID:285556,ENSG00000248713
HGNC:27741,C4orf54,LOC285556,GENE ID:285556,ENSG00000248713
HGNC:27742,LINC01019,,GENE ID:285577,ENSG00000248118
HGNC:27744,LINC02995,,GENE ID:285593,ENSG00000253955
HGNC:27747,LINC01845,,GENE ID:285627,ENSG00000253298
HGNC:27749,LINC02159,,GENE ID:285629,ENSG00000253417
HGNC:27750,RIMOC1,LOC285636,GENE ID:285636,ENSG00000205765
HGNC:27752,RNF180,,GENE ID:285671,ENSG00000164197
HGNC:27753,SPATA31J1,,GENE ID:285679,ENSG00000204661
HGNC:27756,LINC02112,,GENE ID:285692,ENSG00000249781
HGNC:27767,LINC03066,,GENE ID:285766,ENSG00000263667
HGNC:27768,LINC01622,TCONS_00011202,GENE ID:285768,
HGNC:27772,PACRG-AS1,,GENE ID:285796,ENSG00000281692
HGNC:27780,HCG22,FLJ37114,GENE ID:285834,ENSG00000228789
HGNC:27780,HCG22,PBMUCL2,GENE ID:285834,ENSG00000228789
HGNC:27783,TBC1D3P2,,GENE ID:440452,ENSG00000188755
HGNC:27784,LINC02537,,GENE ID:285857,ENSG00000283215
HGNC:27786,CNPY1,,GENE ID:285888,ENSG00000146910
HGNC:27788,LINC00174,,GENE ID:285908,ENSG00000179406
HGNC:27797,SNHG15,FLJ38860,GENE ID:285958,ENSG00000232956
HGNC:27797,SNHG15,MYO1GUT,GENE ID:285958,ENSG00000232956
HGNC:27797,SNHG15,Linc-Myo1g,GENE ID:285958,ENSG00000232956
HGNC:27799,EPHA1-AS1,,GENE ID:285965,ENSG00000229153
HGNC:278,ADRA1B,,GENE ID:147,ENSG00000170214
HGNC:27800,LINC00996,,GENE ID:285972,ENSG00000242258
HGNC:27801,ZNF789,,GENE ID:285989,ENSG00000198556
HGNC:27806,XKR6,,GENE ID:286046,ENSG00000171044
HGNC:27809,TNFRSF10B-AS1,DR5-AS,GENE ID:286059,ENSG00000246130
HGNC:27814,MROH6,,GENE ID:642475,ENSG00000204839
HGNC:27815,ZNF707,,GENE ID:286075,ENSG00000181135
HGNC:27819,LINC01591,,GENE ID:286094,ENSG00000254083
HGNC:27820,MICU3,DKFZp313A0139,GENE ID:286097,ENSG00000155970
HGNC:27821,ZNF252P-AS1,,GENE ID:286103,ENSG00000255559
HGNC:27823,LINC02153,ENST00000517573,GENE ID:286114,ENSG00000253199
HGNC:27827,LINC02209,,GENE ID:286135,ENSG00000253279
HGNC:27828,TRIQK,DKFZp779L1068,GENE ID:286144,ENSG00000205133
HGNC:27828,TRIQK,PRO0845,GENE ID:286144,ENSG00000205133
HGNC:27828,TRIQK,LOC286144,GENE ID:286144,ENSG00000205133
HGNC:27829,DPY19L4,,GENE ID:286148,ENSG00000156162
HGNC:27837,LINC03018,,GENE ID:286178,ENSG00000254139
HGNC:27839,LINC01299,,GENE ID:286186,ENSG00000254081
HGNC:27840,C8orf34-AS1,,GENE ID:286189,ENSG00000248801
HGNC:27841,LACTB2-AS1,,GENE ID:286190,ENSG00000246366
HGNC:27843,CFAP157,,GENE ID:286207,ENSG00000160401
HGNC:27844,SLC25A25-AS1,HRCEG,GENE ID:100289019,ENSG00000234771
HGNC:27845,SOHLH1,NOHLH,GENE ID:402381,ENSG00000165643
HGNC:27845,SOHLH1,TEB2,GENE ID:402381,ENSG00000165643
HGNC:27845,SOHLH1,bA100C15.3,GENE ID:402381,ENSG00000165643
HGNC:27845,SOHLH1,bHLHe80,GENE ID:402381,ENSG00000165643
HGNC:27845,SOHLH1,SPATA27,GENE ID:402381,ENSG00000165643
HGNC:27846,SPATA31C1,FLJ36055,GENE ID:441452,ENSG00000230246
HGNC:27847,LINC02843,,GENE ID:286238,ENSG00000228189
HGNC:27849,PAXX,XLS,GENE ID:286257,ENSG00000148362
HGNC:27852,FGF7P6,KGFLP1,GENE ID:387628,ENSG00000227449
HGNC:27855,FAM225A,DKFZp686A0127,GENE ID:286333,ENSG00000231528
HGNC:27858,ERCC6L2-AS1,,GENE ID:100128782,ENSG00000175611
HGNC:27861,MIR4290HG,,GENE ID:286370,ENSG00000227555
HGNC:27862,LINC00484,,GENE ID:100129347,ENSG00000235641
HGNC:27864,CXXC1P1,FLJ36789,GENE ID:392459,ENSG00000187893
HGNC:27865,LINC00632,ASINC,GENE ID:286411,ENSG00000203930
HGNC:27865,LINC00632,ARST,GENE ID:286411,ENSG00000203930
HGNC:27865,LINC00632,CDR1NAT,GENE ID:286411,ENSG00000203930
HGNC:27865,LINC00632,ciRS-7,GENE ID:286411,ENSG00000203930
HGNC:27865,LINC00632,CDR1as,GENE ID:286411,ENSG00000203930
HGNC:27865,LINC00632,MDHDH,GENE ID:286411,ENSG00000203930
HGNC:27867,H2BW2,,GENE ID:286436,ENSG00000101812
HGNC:27873,ANKRD30BP3,,GENE ID:338579,ENSG00000230501
HGNC:27874,LINC00705,,GENE ID:338588,ENSG00000225269
HGNC:27877,KRTAP5-AS1,,GENE ID:338651,ENSG00000233930
HGNC:27879,VSIG10L2,,GENE ID:338667,ENSG00000283703
HGNC:27880,ANKRD13D,,GENE ID:338692,ENSG00000172932
HGNC:27882,CSTF3-DT,,GENE ID:338739,ENSG00000247151
HGNC:27883,ATP2B1-AS1,,GENE ID:338758,ENSG00000271614
HGNC:27884,TMEM119,OBIF,GENE ID:338773,ENSG00000183160
HGNC:27885,LINC02370,,GENE ID:338797,ENSG00000230294
HGNC:27886,LINC01089,LIMT,GENE ID:338799,ENSG00000212694
HGNC:27886,LINC01089,AK096174,GENE ID:338799,ENSG00000212694
HGNC:27888,LINC01252,,GENE ID:338817,ENSG00000247157
HGNC:27890,LINC00347,,GENE ID:338864,ENSG00000236678
HGNC:27892,WHAMMP3,,GENE ID:339005,ENSG00000276141
HGNC:27893,NPIPA6,,,ENSG00000183889
HGNC:27898,TMEM95,MGC129793,GENE ID:339168,ENSG00000182896
HGNC:27898,TMEM95,UNQ9390,GENE ID:339168,ENSG00000182896
HGNC:27900,C17orf67,,GENE ID:339210,ENSG00000214226
HGNC:27901,OXLD1,MGC104712,GENE ID:339229,ENSG00000204237
HGNC:27902,ARL16,,GENE ID:339231,ENSG00000214087
HGNC:27904,LINC02693,FLJ12977,GENE ID:339263,ENSG00000212719
HGNC:27904,LINC02693,FLJ31874,GENE ID:339263,ENSG00000212719
HGNC:27904,LINC02693,FLJ33618,GENE ID:339263,ENSG00000212719
HGNC:27905,MSL1,hMSL1,GENE ID:339287,ENSG00000188895
HGNC:27905,MSL1,MSL-1,GENE ID:339287,ENSG00000188895
HGNC:27905,MSL1,DKFZp686P24239,GENE ID:339287,ENSG00000188895
HGNC:27906,LINC00667,lncOCMRL1,GENE ID:339290,ENSG00000263753
HGNC:27912,ADAMTSL5,,GENE ID:339366,ENSG00000185761
HGNC:27915,C1orf174,RP13-531C17.2,GENE ID:339448,ENSG00000198912
HGNC:27916,TMEM52,,GENE ID:339456,ENSG00000178821
HGNC:27918,LINC02796,,GENE ID:339468,ENSG00000227016
HGNC:27919,ERVMER61-1,TP53LC07,GENE ID:339476,
HGNC:27920,MTMR9LP,,GENE ID:339483,ENSG00000220785
HGNC:27922,LINC01140,FLJ41676,GENE ID:339524,ENSG00000267272
HGNC:27923,LINC02774,,GENE ID:339529,ENSG00000226828
HGNC:27924,LINC01139,LINK-A,GENE ID:339535,ENSG00000215808
HGNC:27924,LINC01139,TCONS_00000027,GENE ID:339535,ENSG00000215808
HGNC:27930,SMIM45,,GENE ID:339674,ENSG00000205704
HGNC:27933,FAM201B,,GENE ID:339742,ENSG00000230992
HGNC:27934,SPOPL,BTBD33,GENE ID:339745,ENSG00000144228
HGNC:27935,MAP3K20-AS1,,GENE ID:339751,ENSG00000238133
HGNC:27936,MROH2A,,GENE ID:339766,ENSG00000185038
HGNC:27937,ESPNL,FLJ42568,GENE ID:339768,ENSG00000144488
HGNC:27938,CIMIP2C,LOC339778,GENE ID:339778,ENSG00000173557
HGNC:27940,LINC00299,FLJ45673,GENE ID:339789,ENSG00000236790
HGNC:27942,LINC02579,AC007365.1,GENE ID:339807,ENSG00000233694
HGNC:27945,IHO1,FLJ25320,GENE ID:339834,ENSG00000173421
HGNC:27945,IHO1,CT74,GENE ID:339834,ENSG00000173421
HGNC:27945,IHO1,LELA1,GENE ID:339834,ENSG00000173421
HGNC:27946,BALR6,BALR-6,GENE ID:339862,ENSG00000274840
HGNC:27947,NUDT16-DT,,GENE ID:339874,
HGNC:27948,LINC00880,,GENE ID:339894,ENSG00000243629
HGNC:27949,GADL1,,GENE ID:339896,ENSG00000144644
HGNC:27952,LPP-AS2,MYCLo-5,GENE ID:339929,ENSG00000270959
HGNC:27952,LPP-AS2,MYCLo-6,GENE ID:339929,ENSG00000270959
HGNC:27953,H1-10-AS1,FLJ34151,GENE ID:339942,ENSG00000206417
HGNC:27954,TMPRSS11A,ECRG1,GENE ID:339967,ENSG00000187054
HGNC:27954,TMPRSS11A,HATL1,GENE ID:339967,ENSG00000187054
HGNC:27954,TMPRSS11A,HESP,GENE ID:339967,ENSG00000187054
HGNC:27956,LINC02260,,GENE ID:339978,ENSG00000250456
HGNC:27958,LINC02481,,GENE ID:339988,ENSG00000246526
HGNC:27959,LINC02433,,GENE ID:340017,ENSG00000234111
HGNC:27960,SLC6A19,B0AT1,GENE ID:340024,ENSG00000174358
HGNC:27961,PRR7-AS1,,GENE ID:340037,ENSG00000246334
HGNC:27962,STING1,FLJ38577,GENE ID:340061,ENSG00000184584
HGNC:27962,STING1,NET23,GENE ID:340061,ENSG00000184584
HGNC:27962,STING1,ERIS,GENE ID:340061,ENSG00000184584
HGNC:27962,STING1,MPYS,GENE ID:340061,ENSG00000184584
HGNC:27962,STING1,STING,GENE ID:340061,ENSG00000184584
HGNC:27962,STING1,MITA,GENE ID:340061,ENSG00000184584
HGNC:27963,FAM170A,ZNFD,GENE ID:340069,ENSG00000164334
HGNC:27964,LINC02900,,GENE ID:340073,ENSG00000249647
HGNC:27965,SLC25A48-AS1,,GENE ID:340074,ENSG00000251045
HGNC:27968,LINC01020,,GENE ID:340094,ENSG00000215231
HGNC:27969,LINC02239,,GENE ID:340107,ENSG00000248908
HGNC:27971,LINC02120,,GENE ID:340113,ENSG00000248279
HGNC:27972,MYLK4,SgK085,GENE ID:340156,ENSG00000145949
HGNC:27977,FAM221A,FLJ45875,GENE ID:340277,ENSG00000188732
HGNC:27977,FAM221A,MGC72075,GENE ID:340277,ENSG00000188732
HGNC:27977,FAM221A,DKFZp686F0810,GENE ID:340277,ENSG00000188732
HGNC:27981,AGBL3,MGC32955,GENE ID:340351,ENSG00000146856
HGNC:27981,AGBL3,CCP3,GENE ID:340351,ENSG00000146856
HGNC:27982,LINC03019,RP11-252C15.1,GENE ID:340357,ENSG00000254813
HGNC:27984,ZNF517,,GENE ID:340385,ENSG00000197363
HGNC:27985,EXTL3-AS1,,GENE ID:101929402,ENSG00000246339
HGNC:27986,GAS2L1P2,,GENE ID:340508,ENSG00000228376
HGNC:27988,LINC01501,,GENE ID:340515,ENSG00000229613
HGNC:27989,PABPC1L2A,,GENE ID:340529,ENSG00000186288
HGNC:2799,GRHL2,FLJ13782,GENE ID:79977,ENSG00000083307
HGNC:2799,GRHL2,BOM,GENE ID:79977,ENSG00000083307
HGNC:27990,BEX5,,GENE ID:340542,ENSG00000184515
HGNC:27991,MORF4L2-AS1,,GENE ID:340544,ENSG00000231154
HGNC:27992,SATL1,,GENE ID:340562,ENSG00000184788
HGNC:27994,ZNF850,,GENE ID:342892,ENSG00000267041
HGNC:27995,PRAMEF5,PRAMEF5L,GENE ID:343068,ENSG00000270601
HGNC:27996,PRAMEF9,,GENE ID:343070,ENSG00000204505
HGNC:27997,PRAMEF10,,GENE ID:343071,ENSG00000187545
HGNC:27998,GARIN1A,GARI,GENE ID:346653,ENSG00000205085
HGNC:280,ADRA1D,ADRA1R,GENE ID:146,ENSG00000171873
HGNC:280,ADRA1D,ADRA1A,GENE ID:146,ENSG00000171873
HGNC:280,ADRA1D,ADRA1,GENE ID:146,ENSG00000171873
HGNC:28002,ANKDD1A,FLJ25870,GENE ID:348094,ENSG00000166839
HGNC:28003,LINC01193,LOC348120,GENE ID:348120,ENSG00000258710
HGNC:28005,CTU2,NCS2,GENE ID:348180,ENSG00000174177
HGNC:28006,SKA2,FLJ12758,GENE ID:348235,ENSG00000182628
HGNC:28007,MCRIP1,GRAN2,GENE ID:348262,ENSG00000225663
HGNC:28007,MCRIP1,MCRIP,GENE ID:348262,ENSG00000225663
HGNC:28008,MIR450A1,hsa-mir-450,GENE ID:554214,ENSG00000199132
HGNC:28008,MIR450A1,hsa-mir-450-1,GENE ID:554214,ENSG00000199132
HGNC:28008,MIR450A1,hsa-mir-450a-1,GENE ID:554214,ENSG00000199132
HGNC:28010,MIR3667HG,,GENE ID:348645,ENSG00000188511
HGNC:28013,SPATA3-AS1,,GENE ID:348761,ENSG00000238062
HGNC:28014,LNP1,NP3,GENE ID:348801,ENSG00000206535
HGNC:28016,ANKRD18DP,,GENE ID:348840,ENSG00000226435
HGNC:28017,FAM86EP,,GENE ID:348926,ENSG00000251669
HGNC:28018,NIPAL4,ICHYN,GENE ID:348938,ENSG00000172548
HGNC:28018,NIPAL4,SLC57A6,GENE ID:348938,ENSG00000172548
HGNC:28018,NIPAL4,NIPA4,GENE ID:348938,ENSG00000172548
HGNC:28019,LINC00265,NCRNA00265-1,GENE ID:349114,ENSG00000188185
HGNC:28020,WDR86,,GENE ID:349136,ENSG00000187260
HGNC:28022,LINC00965,,GENE ID:349196,
HGNC:28026,SPATA21,spergen-2,GENE ID:374955,ENSG00000187144
HGNC:28026,SPATA21,spergen2,GENE ID:374955,ENSG00000187144
HGNC:28027,WDPCP,hFrtz,GENE ID:51057,ENSG00000143951
HGNC:28027,WDPCP,fritz,GENE ID:51057,ENSG00000143951
HGNC:28027,WDPCP,BBS15,GENE ID:51057,ENSG00000143951
HGNC:28027,WDPCP,CPLANE5,GENE ID:51057,ENSG00000143951
HGNC:28028,ZNF691,Zfp691,GENE ID:51058,ENSG00000164011
HGNC:28029,FAM135B,C8ORFK32,GENE ID:51059,ENSG00000147724
HGNC:28030,TXNDC11,EFP1,GENE ID:51061,ENSG00000153066
HGNC:28031,DRICH1,,GENE ID:51233,ENSG00000189269
HGNC:28032,EMC4,FLJ90746,GENE ID:51234,ENSG00000128463
HGNC:28032,EMC4,MGC24415,GENE ID:51234,ENSG00000128463
HGNC:28032,EMC4,PIG17,GENE ID:51234,ENSG00000128463
HGNC:28033,CCDC174,FLJ33839,GENE ID:51244,ENSG00000154781
HGNC:28033,CCDC174,ctr1,GENE ID:51244,ENSG00000154781
HGNC:28034,PDZD11,,GENE ID:51248,ENSG00000120509
HGNC:28035,TMEM69,FLJ21029,GENE ID:51249,ENSG00000159596
HGNC:28036,FAM178B,LOC51252,GENE ID:51252,ENSG00000168754
HGNC:28037,RNF181,HSPC238,GENE ID:51255,ENSG00000168894
HGNC:28038,MARCHF2,HSPC240,GENE ID:51257,ENSG00000099785
HGNC:28038,MARCHF2,MARCH-II,GENE ID:51257,ENSG00000099785
HGNC:28038,MARCHF2,RNF172,GENE ID:51257,ENSG00000099785
HGNC:28039,KRCC1,FLJ22333,GENE ID:51315,ENSG00000172086
HGNC:28040,MEX3C,FLJ38871,GENE ID:51320,ENSG00000176624
HGNC:28040,MEX3C,RNF194,GENE ID:51320,ENSG00000176624
HGNC:28041,AMZ2,,GENE ID:51321,ENSG00000196704
HGNC:28042,GSAP,LOC54103,GENE ID:54103,ENSG00000186088
HGNC:28043,ZNF821,,GENE ID:55565,ENSG00000102984
HGNC:28044,HIGD1C,Gm921,GENE ID:613227,ENSG00000214511
HGNC:28045,INKA2,FLJ31105,GENE ID:55924,ENSG00000197852
HGNC:28046,ZMAT5,SNRNP20,GENE ID:55954,ENSG00000100319
HGNC:28050,CIAPIN1,CIAE2,GENE ID:57019,ENSG00000005194
HGNC:28051,CCDC181,FLJ25846,GENE ID:57821,ENSG00000117477
HGNC:28052,XPNPEP3,APP3,GENE ID:63929,ENSG00000196236
HGNC:28052,XPNPEP3,NPHPL1,GENE ID:63929,ENSG00000196236
HGNC:28052,XPNPEP3,ICP55,GENE ID:63929,ENSG00000196236
HGNC:28053,ZFP69B,ZKSCAN23B,GENE ID:65243,ENSG00000187801
HGNC:28053,ZFP69B,FLJ34293,GENE ID:65243,ENSG00000187801
HGNC:28053,ZFP69B,ZSCAN54B,GENE ID:65243,ENSG00000187801
HGNC:28054,ZNF628,ZEC,GENE ID:89887,ENSG00000197483
HGNC:28054,ZNF628,Zfp628,GENE ID:89887,ENSG00000197483
HGNC:28055,SAPCD2,p42.3,GENE ID:89958,ENSG00000186193
HGNC:28057,KRT8P12,,GENE ID:90133,ENSG00000229320
HGNC:28060,OLMALINC,bA34D15.5,GENE ID:90271,ENSG00000235823
HGNC:28060,OLMALINC,FLJ12974,GENE ID:90271,ENSG00000235823
HGNC:28060,OLMALINC,HI-LNC80,GENE ID:90271,ENSG00000235823
HGNC:28061,EFCAB12,,GENE ID:90288,ENSG00000172771
HGNC:28062,ZNF616,MGC45556,GENE ID:90317,ENSG00000204611
HGNC:28063,ZNF766,,GENE ID:90321,ENSG00000196214
HGNC:28065,FER1L6,C8ORFK23,GENE ID:654463,ENSG00000214814
HGNC:28068,ZNF605,,GENE ID:100289635,ENSG00000196458
HGNC:28069,FAM95A,DKFZp434H0923,GENE ID:90499,
HGNC:28070,STPG1,FLJ33340,GENE ID:90529,ENSG00000001460
HGNC:28070,STPG1,MAPO2,GENE ID:90529,ENSG00000001460
HGNC:28071,ZNF799,HIT-40,GENE ID:90576,ENSG00000196466
HGNC:28071,ZNF799,MGC71805,GENE ID:90576,ENSG00000196466
HGNC:28072,LYRM7,FLJ20796,GENE ID:90624,ENSG00000186687
HGNC:28072,LYRM7,MZM1L,GENE ID:90624,ENSG00000186687
HGNC:28073,ZFAND2A,AIRAP,GENE ID:90637,ENSG00000178381
HGNC:28074,COX19,MGC104475,GENE ID:90639,ENSG00000240230
HGNC:28076,TENM3-AS1,,GENE ID:90768,ENSG00000177822
HGNC:28078,CFAP119,MGC104706,GENE ID:90835,ENSG00000196118
HGNC:28079,ZNF598,FLJ00086,GENE ID:90850,ENSG00000167962
HGNC:28079,ZNF598,HEL2,GENE ID:90850,ENSG00000167962
HGNC:28081,RAPGEF4-AS1,,GENE ID:91149,ENSG00000228016
HGNC:28082,UAP1L1,,GENE ID:91373,ENSG00000197355
HGNC:28084,ISX,RAXLX,GENE ID:91464,ENSG00000175329
HGNC:28085,NEK2-DT,,GENE ID:91548,ENSG00000231057
HGNC:28086,NDUFAF2,B17.2L,GENE ID:91942,ENSG00000164182
HGNC:28086,NDUFAF2,MMTN,GENE ID:91942,ENSG00000164182
HGNC:28086,NDUFAF2,mimitin,GENE ID:91942,ENSG00000164182
HGNC:28087,ARRDC4,FLJ36045,GENE ID:91947,ENSG00000140450
HGNC:28088,LINC00923,,GENE ID:91948,ENSG00000251209
HGNC:28089,EOLA1,,GENE ID:91966,ENSG00000197620
HGNC:28090,LINC01278,,GENE ID:92249,ENSG00000235437
HGNC:28091,ATP6AP1L,,GENE ID:92270,ENSG00000205464
HGNC:28093,BBIP1,bA348N5.3,GENE ID:92482,ENSG00000214413
HGNC:28093,BBIP1,BBIP10,GENE ID:92482,ENSG00000214413
HGNC:28093,BBIP1,BBS18,GENE ID:92482,ENSG00000214413
HGNC:28095,BICDL1,FLJ26450,GENE ID:92558,ENSG00000135127
HGNC:28095,BICDL1,BICDR-1,GENE ID:92558,ENSG00000135127
HGNC:28096,C1orf185,FLJ27485,GENE ID:284546,ENSG00000204006
HGNC:28097,CCDC102A,MGC10992,GENE ID:92922,ENSG00000135736
HGNC:281,ADRA2A,ADRAR,GENE ID:150,ENSG00000150594
HGNC:2810,GSDME,ICERE-1,GENE ID:1687,ENSG00000105928
HGNC:28100,MMGT1,EMC5,GENE ID:93380,ENSG00000169446
HGNC:28101,MGAM2,,GENE ID:93432,ENSG00000257743
HGNC:28104,TBC1D27P,,GENE ID:96597,ENSG00000128438
HGNC:28105,LRRC3B,LRP15,GENE ID:116135,ENSG00000179796
HGNC:28106,TMEM97,MAC30,GENE ID:27346,ENSG00000109084
HGNC:28106,TMEM97,σ2R,GENE ID:27346,ENSG00000109084
HGNC:28107,PPCDC,MDS018,GENE ID:60490,ENSG00000138621
HGNC:28107,PPCDC,FLJ14585,GENE ID:60490,ENSG00000138621
HGNC:28108,CCDC90B,MDS025,GENE ID:60492,ENSG00000137500
HGNC:28108,CCDC90B,MDS011,GENE ID:60492,ENSG00000137500
HGNC:28109,SKA1,MGC10200,GENE ID:220134,ENSG00000154839
HGNC:28110,UBLCP1,MGC10067,GENE ID:134510,ENSG00000164332
HGNC:28110,UBLCP1,CPUB1,GENE ID:134510,ENSG00000164332
HGNC:28111,ELMOD2,MGC10084,GENE ID:255520,ENSG00000179387
HGNC:28112,EXOSC7,hRrp42p,GENE ID:23016,ENSG00000075914
HGNC:28112,EXOSC7,Rrp42p,GENE ID:23016,ENSG00000075914
HGNC:28112,EXOSC7,RRP42,GENE ID:23016,ENSG00000075914
HGNC:28112,EXOSC7,EAP1,GENE ID:23016,ENSG00000075914
HGNC:28112,EXOSC7,KIAA0116,GENE ID:23016,ENSG00000075914
HGNC:28112,EXOSC7,p8,GENE ID:23016,ENSG00000075914
HGNC:28114,ALDH16A1,MGC10204,GENE ID:126133,ENSG00000161618
