symbol_counts,num_collision_symbol,percent_collision_symbol
2,1837,84.8498845265589
3,237,10.946882217090069
4,49,2.2632794457274827
5,16,0.7390300230946882
6,13,0.6004618937644343
7,4,0.18475750577367206
8,2,0.09237875288683603
9,2,0.09237875288683603
10,2,0.09237875288683603
11,1,0.046189376443418015
