,primary_gene_symbol,HGNC_ID,ENSG_ID,NCBI_ID,gene_symbol
128249,MYBBP1A,HGNC:7546,ENSG00000132382,GENE ID:10514,FLJ37886
128250,MYBBP1A,HGNC:7546,ENSG00000132382,GENE ID:10514,Pol5
128251,MYBL1,HGNC:7547,ENSG00000185697,GENE ID:4603,AMYB
128252,MYBL1,HGNC:7547,ENSG00000185697,GENE ID:4603,A-myb
128253,MYBL2,HGNC:7548,ENSG00000101057,GENE ID:4605,BMYB
128254,MYBL2,HGNC:7548,ENSG00000101057,GENE ID:4605,B-MYB
128255,MYBPC1,HGNC:7549,ENSG00000196091,GENE ID:4604,ssMyBP-C
128256,ASNSP2,HGNC:755,,GENE ID:442,
128257,MYBPC2,HGNC:7550,ENSG00000086967,GENE ID:4606,MYBPCF
128258,MYBPC2,HGNC:7550,ENSG00000086967,GENE ID:4606,MGC163408
128259,MYBPC2,HGNC:7550,ENSG00000086967,GENE ID:4606,fsMyBP-C
128260,MYBPC3,HGNC:7551,ENSG00000134571,GENE ID:4607,FHC
128261,MYBPC3,HGNC:7551,ENSG00000134571,GENE ID:4607,cMyBP-C
128262,MYBPH,HGNC:7552,ENSG00000133055,GENE ID:4608,
128263,MYC,HGNC:7553,ENSG00000136997,GENE ID:4609,c-Myc
128264,MYC,HGNC:7553,ENSG00000136997,GENE ID:4609,bHLHe39
128265,MYC,HGNC:7553,ENSG00000136997,GENE ID:4609,MYCC
128266,MYCBP,HGNC:7554,ENSG00000214114,GENE ID:26292,AMY-1
128267,MYCL,HGNC:7555,ENSG00000116990,GENE ID:4610,LMYC
128268,MYCL,HGNC:7555,ENSG00000116990,GENE ID:4610,bHLHe38
128269,MYCLP1,HGNC:7556,ENSG00000204053,GENE ID:4611,
128270,MYCLP3,HGNC:7557,,GENE ID:9964,
128271,MYCN,HGNC:7559,ENSG00000134323,GENE ID:4613,bHLHe37
128272,MYCN,HGNC:7559,ENSG00000134323,GENE ID:4613,N-myc
128273,MYCN,HGNC:7559,ENSG00000134323,GENE ID:4613,MYCNOT
128274,ASPA,HGNC:756,ENSG00000108381,GENE ID:443,ASP
128275,ASPA,HGNC:756,ENSG00000108381,GENE ID:443,ACY2
128276,MYD88,HGNC:7562,ENSG00000172936,GENE ID:4615,
128277,MYEOV,HGNC:7563,ENSG00000172927,GENE ID:26579,OCIM
128278,MYF5,HGNC:7565,ENSG00000111049,GENE ID:4617,bHLHc2
128279,MYF6,HGNC:7566,ENSG00000111046,GENE ID:4618,MRF4
128280,MYF6,HGNC:7566,ENSG00000111046,GENE ID:4618,bHLHc4
128281,MYH1,HGNC:7567,ENSG00000109061,GENE ID:4619,MYHSA1
128282,MYH1,HGNC:7567,ENSG00000109061,GENE ID:4619,MYHa
128283,MYH1,HGNC:7567,ENSG00000109061,GENE ID:4619,MyHC-2X/D
128284,MYH1,HGNC:7567,ENSG00000109061,GENE ID:4619,MGC133384
128285,MYH10,HGNC:7568,ENSG00000133026,GENE ID:4628,NMMHCB
128286,MYH11,HGNC:7569,ENSG00000133392,GENE ID:4629,SMMHC
128287,MYH11,HGNC:7569,ENSG00000133392,GENE ID:4629,SMHC
128288,MYH11,HGNC:7569,ENSG00000133392,GENE ID:4629,SMMS-1
128289,ASPH,HGNC:757,ENSG00000198363,GENE ID:444,CASQ2BP1
128290,ASPH,HGNC:757,ENSG00000198363,GENE ID:444,BAH
128291,ASPH,HGNC:757,ENSG00000198363,GENE ID:444,JCTN
128292,ASPH,HGNC:757,ENSG00000198363,GENE ID:444,HAAH
128293,MYH13,HGNC:7571,ENSG00000006788,GENE ID:8735,MyHC-eo
128294,MYH2,HGNC:7572,ENSG00000125414,GENE ID:4620,MYH2A
128295,MYH2,HGNC:7572,ENSG00000125414,GENE ID:4620,MYHSA2
128296,MYH2,HGNC:7572,ENSG00000125414,GENE ID:4620,MyHC-IIa
128297,MYH2,HGNC:7572,ENSG00000125414,GENE ID:4620,MYHas8
128298,MYH2,HGNC:7572,ENSG00000125414,GENE ID:4620,MyHC-2A
128299,MYH3,HGNC:7573,ENSG00000109063,GENE ID:4621,MYHC-EMB
128300,MYH3,HGNC:7573,ENSG00000109063,GENE ID:4621,MYHSE1
128301,MYH3,HGNC:7573,ENSG00000109063,GENE ID:4621,HEMHC
128302,MYH3,HGNC:7573,ENSG00000109063,GENE ID:4621,SMHCE
128303,MYH4,HGNC:7574,ENSG00000264424,GENE ID:4622,MYH2B
128304,MYH4,HGNC:7574,ENSG00000264424,GENE ID:4622,MyHC-2B
128305,MYH4,HGNC:7574,ENSG00000264424,GENE ID:4622,MyHC-IIb
128306,MYH6,HGNC:7576,ENSG00000197616,GENE ID:4624,
128307,MYH7,HGNC:7577,ENSG00000092054,GENE ID:4625,CMD1S
128308,MYH8,HGNC:7578,ENSG00000133020,GENE ID:4626,MyHC-peri
128309,MYH8,HGNC:7578,ENSG00000133020,GENE ID:4626,MyHC-pn
128310,MYH9,HGNC:7579,ENSG00000100345,GENE ID:4627,NMMHCA
128311,MYH9,HGNC:7579,ENSG00000100345,GENE ID:4627,NMHC-II-A
128312,MYH9,HGNC:7579,ENSG00000100345,GENE ID:4627,MHA
128313,MYH9,HGNC:7579,ENSG00000100345,GENE ID:4627,FTNS
128314,MYH9,HGNC:7579,ENSG00000100345,GENE ID:4627,EPSTS
128315,ASS1,HGNC:758,ENSG00000130707,GENE ID:445,CTLN1
128316,MYL1,HGNC:7582,ENSG00000168530,GENE ID:4632,MLC1
128317,MYL1,HGNC:7582,ENSG00000168530,GENE ID:4632,MLC1F
128318,MYL1,HGNC:7582,ENSG00000168530,GENE ID:4632,MLC3F
128319,MYL1,HGNC:7582,ENSG00000168530,GENE ID:4632,MLC-1
128320,MYL1,HGNC:7582,ENSG00000168530,GENE ID:4632,MLC1/3
128321,MYL2,HGNC:7583,ENSG00000111245,GENE ID:4633,CMH10
128322,MYL3,HGNC:7584,ENSG00000160808,GENE ID:4634,CMH8
128323,MYL3,HGNC:7584,ENSG00000160808,GENE ID:4634,VLC1
128324,MYL3,HGNC:7584,ENSG00000160808,GENE ID:4634,MLC1V
128325,MYL3,HGNC:7584,ENSG00000160808,GENE ID:4634,MLC1SB
128326,MYL4,HGNC:7585,ENSG00000198336,GENE ID:4635,ALC1
128327,MYL4,HGNC:7585,ENSG00000198336,GENE ID:4635,AMLC
128328,MYL4,HGNC:7585,ENSG00000198336,GENE ID:4635,GT1
128329,MYL4,HGNC:7585,ENSG00000198336,GENE ID:4635,PRO1957
128330,MYL5,HGNC:7586,ENSG00000215375,GENE ID:4636,
128331,MYL6,HGNC:7587,ENSG00000092841,GENE ID:4637,ESMLC
128332,MYL6,HGNC:7587,ENSG00000092841,GENE ID:4637,MLC3NM
128333,MYL6,HGNC:7587,ENSG00000092841,GENE ID:4637,MLC1SM
128334,MYL6P1,HGNC:7588,ENSG00000226543,GENE ID:54043,
128335,MYL12BP3,HGNC:7589,ENSG00000229596,GENE ID:442204,BING3
128336,ASS1P1,HGNC:759,ENSG00000220517,GENE ID:442167,
128337,MYLK,HGNC:7590,ENSG00000065534,GENE ID:4638,MLCK
128338,MYLK,HGNC:7590,ENSG00000065534,GENE ID:4638,smMLCK
128339,MYLK,HGNC:7590,ENSG00000065534,GENE ID:4638,MYLK1
128340,MYLK,HGNC:7590,ENSG00000065534,GENE ID:4638,MLCK1
128341,MYLK,HGNC:7590,ENSG00000065534,GENE ID:4638,KRP
128342,MYLK,HGNC:7590,ENSG00000065534,GENE ID:4638,Telokin
128343,MYLK,HGNC:7590,ENSG00000065534,GENE ID:4638,MLCK108
128344,MYLK,HGNC:7590,ENSG00000065534,GENE ID:4638,MLCK210
128345,MYLK,HGNC:7590,ENSG00000065534,GENE ID:4638,MYLK-L
128346,MYLKP1,HGNC:7591,ENSG00000228868,GENE ID:9430,
128347,MYO10,HGNC:7593,ENSG00000145555,GENE ID:4651,KIAA0799
128348,MYO10,HGNC:7593,ENSG00000145555,GENE ID:4651,MyoX
128349,MYO15A,HGNC:7594,ENSG00000091536,GENE ID:51168,
128350,MYO1A,HGNC:7595,ENSG00000166866,GENE ID:4640,
128351,MYO1B,HGNC:7596,ENSG00000128641,GENE ID:4430,myr1
128352,MYO1C,HGNC:7597,ENSG00000197879,GENE ID:4641,myr2
128353,MYO1C,HGNC:7597,ENSG00000197879,GENE ID:4641,NMI
128354,MYO1C,HGNC:7597,ENSG00000197879,GENE ID:4641,MyoIC
128355,MYO1D,HGNC:7598,ENSG00000176658,GENE ID:4642,KIAA0727
128356,MYO1D,HGNC:7598,ENSG00000176658,GENE ID:4642,myr4
128357,MYO1D,HGNC:7598,ENSG00000176658,GENE ID:4642,PPP1R108
128358,MYO1E,HGNC:7599,ENSG00000157483,GENE ID:4643,MYO1C
128359,MYO1E,HGNC:7599,ENSG00000157483,GENE ID:4643,HuncM-IC
128360,MYO1E,HGNC:7599,ENSG00000157483,GENE ID:4643,MGC104638
128361,ABL1,HGNC:76,ENSG00000097007,GENE ID:25,JTK7
128362,ABL1,HGNC:76,ENSG00000097007,GENE ID:25,c-ABL
128363,ABL1,HGNC:76,ENSG00000097007,GENE ID:25,p150
128364,ASS1P10,HGNC:760,ENSG00000215325,GENE ID:455,
128365,MYO1F,HGNC:7600,ENSG00000142347,GENE ID:4542,
128366,MYO3A,HGNC:7601,ENSG00000095777,GENE ID:53904,
128367,MYO5A,HGNC:7602,ENSG00000197535,GENE ID:4644,MYO5
128368,MYO5A,HGNC:7602,ENSG00000197535,GENE ID:4644,GS1
128369,MYO5A,HGNC:7602,ENSG00000197535,GENE ID:4644,MYR12
128370,MYO5B,HGNC:7603,ENSG00000167306,GENE ID:4645,KIAA1119
128371,MYO5C,HGNC:7604,ENSG00000128833,GENE ID:55930,MGC74969
128372,MYO6,HGNC:7605,ENSG00000196586,GENE ID:4646,KIAA0389
128373,MYO7A,HGNC:7606,ENSG00000137474,GENE ID:4647,NSRD2
128374,MYO7B,HGNC:7607,ENSG00000169994,GENE ID:4648,
128375,MYO9A,HGNC:7608,ENSG00000066933,GENE ID:4649,FLJ11061
128376,MYO9A,HGNC:7608,ENSG00000066933,GENE ID:4649,FLJ13244
128377,MYO9A,HGNC:7608,ENSG00000066933,GENE ID:4649,MGC71859
128378,MYO9B,HGNC:7609,ENSG00000099331,GENE ID:4650,
128379,ASS1P11,HGNC:761,ENSG00000225308,GENE ID:340274,TCAG_1641141
128380,MYOC,HGNC:7610,ENSG00000034971,GENE ID:4653,TIGR
128381,MYOC,HGNC:7610,ENSG00000034971,GENE ID:4653,JOAG1
128382,MYOD1,HGNC:7611,ENSG00000129152,GENE ID:4654,PUM
128383,MYOD1,HGNC:7611,ENSG00000129152,GENE ID:4654,MYOD
128384,MYOD1,HGNC:7611,ENSG00000129152,GENE ID:4654,bHLHc1
128385,MYOG,HGNC:7612,ENSG00000122180,GENE ID:4656,bHLHc3
128386,MYOM1,HGNC:7613,ENSG00000101605,GENE ID:8736,
128387,MYOM2,HGNC:7614,ENSG00000036448,GENE ID:9172,
128388,PPP1R12A,HGNC:7618,ENSG00000058272,GENE ID:4659,MBS
128389,PPP1R12A,HGNC:7618,ENSG00000058272,GENE ID:4659,M130
128390,PPP1R12B,HGNC:7619,ENSG00000077157,GENE ID:4660,MGC87886
128391,PPP1R12B,HGNC:7619,ENSG00000077157,GENE ID:4660,MGC131980
128392,PPP1R12B,HGNC:7619,ENSG00000077157,GENE ID:4660,PP1bp55
128393,ASS1P12,HGNC:762,ENSG00000237437,GENE ID:392302,
128394,MYT1,HGNC:7622,ENSG00000196132,GENE ID:4661,MTF1
128395,MYT1,HGNC:7622,ENSG00000196132,GENE ID:4661,MYTI
128396,MYT1,HGNC:7622,ENSG00000196132,GENE ID:4661,ZC2HC4A
128397,MYT1,HGNC:7622,ENSG00000196132,GENE ID:4661,NZF2
128398,MYT1,HGNC:7622,ENSG00000196132,GENE ID:4661,ZC2H2C1
128399,MYT1L,HGNC:7623,ENSG00000186487,GENE ID:23040,KIAA1106
128400,MYT1L,HGNC:7623,ENSG00000186487,GENE ID:23040,NZF1
128401,MYT1L,HGNC:7623,ENSG00000186487,GENE ID:23040,ZC2HC4B
128402,MYT1L,HGNC:7623,ENSG00000186487,GENE ID:23040,ZC2H2C2
128403,NAB1,HGNC:7626,ENSG00000138386,GENE ID:4664,
128404,NAB2,HGNC:7627,ENSG00000166886,GENE ID:4665,MADER
128405,NACA,HGNC:7629,ENSG00000196531,GENE ID:4666,NACA1
128406,NACA,HGNC:7629,ENSG00000196531,GENE ID:4666,Alpha-NAC
128407,ASS1P13,HGNC:763,ENSG00000255353,GENE ID:341230,
128408,NAGA,HGNC:7631,ENSG00000198951,GENE ID:4668,D22S674
128409,NAGLU,HGNC:7632,ENSG00000108784,GENE ID:4669,NAG
128410,NAIP,HGNC:7634,ENSG00000249437,GENE ID:4671,NLRB1
128411,NAP1L1,HGNC:7637,ENSG00000187109,GENE ID:4673,NRP
128412,NAP1L1,HGNC:7637,ENSG00000187109,GENE ID:4673,NAP1
128413,NAP1L1,HGNC:7637,ENSG00000187109,GENE ID:4673,NAP1L
128414,NAP1L1,HGNC:7637,ENSG00000187109,GENE ID:4673,MGC8688
128415,NAP1L1,HGNC:7637,ENSG00000187109,GENE ID:4673,MGC23410
128416,NAP1L2,HGNC:7638,ENSG00000186462,GENE ID:4674,BPX
128417,NAP1L2,HGNC:7638,ENSG00000186462,GENE ID:4674,MGC26243
128418,NAP1L3,HGNC:7639,ENSG00000186310,GENE ID:4675,MB20
128419,NAP1L3,HGNC:7639,ENSG00000186310,GENE ID:4675,NPL3
128420,NAP1L3,HGNC:7639,ENSG00000186310,GENE ID:4675,MGC26312
128421,ASS1P14,HGNC:764,ENSG00000257316,GENE ID:459,
128422,NAP1L4,HGNC:7640,ENSG00000205531,GENE ID:4676,NAP2
128423,NAPA,HGNC:7641,ENSG00000105402,GENE ID:8775,
128424,NAPG,HGNC:7642,ENSG00000134265,GENE ID:8774,
128425,NARS1,HGNC:7643,ENSG00000134440,GENE ID:4677,AsnRS
128426,NASP,HGNC:7644,ENSG00000132780,GENE ID:4678,FLB7527
128427,NASP,HGNC:7644,ENSG00000132780,GENE ID:4678,FLJ31599
128428,NASP,HGNC:7644,ENSG00000132780,GENE ID:4678,FLJ35510
128429,NASP,HGNC:7644,ENSG00000132780,GENE ID:4678,MGC19722
128430,NASP,HGNC:7644,ENSG00000132780,GENE ID:4678,MGC20372
128431,NASP,HGNC:7644,ENSG00000132780,GENE ID:4678,MGC2297
128432,NASP,HGNC:7644,ENSG00000132780,GENE ID:4678,DKFZp547F162
128433,NASP,HGNC:7644,ENSG00000132780,GENE ID:4678,PRO1999
128434,NAT1,HGNC:7645,ENSG00000171428,GENE ID:9,
128435,NAT2,HGNC:7646,ENSG00000156006,GENE ID:10,
128436,NBEA,HGNC:7648,ENSG00000172915,GENE ID:26960,KIAA1544
128437,NBEA,HGNC:7648,ENSG00000172915,GENE ID:26960,BCL8B
128438,NBEA,HGNC:7648,ENSG00000172915,GENE ID:26960,FLJ10197
128439,NBEA,HGNC:7648,ENSG00000172915,GENE ID:26960,LYST2
128440,ASS1P2,HGNC:765,ENSG00000223922,GENE ID:447,
128441,NBL1,HGNC:7650,ENSG00000158747,GENE ID:4681,D1S1733E
128442,NBL1,HGNC:7650,ENSG00000158747,GENE ID:4681,NB
128443,NBL1,HGNC:7650,ENSG00000158747,GENE ID:4681,DAN
128444,NBL1,HGNC:7650,ENSG00000158747,GENE ID:4681,NO3
128445,NBL1,HGNC:7650,ENSG00000158747,GENE ID:4681,DAND1
128446,NBN,HGNC:7652,ENSG00000104320,GENE ID:4683,ATV
128447,NBN,HGNC:7652,ENSG00000104320,GENE ID:4683,AT-V2
128448,NBN,HGNC:7652,ENSG00000104320,GENE ID:4683,AT-V1
128449,NCALD,HGNC:7655,ENSG00000104490,GENE ID:83988,
128450,NCAM1,HGNC:7656,ENSG00000149294,GENE ID:4684,NCAM
128451,NCAM1,HGNC:7656,ENSG00000149294,GENE ID:4684,CD56
128452,NCAM2,HGNC:7657,ENSG00000154654,GENE ID:4685,NCAM21
128453,NCAM2,HGNC:7657,ENSG00000154654,GENE ID:4685,MGC51008
128454,NCBP1,HGNC:7658,ENSG00000136937,GENE ID:4686,CBP80
128455,NCBP1,HGNC:7658,ENSG00000136937,GENE ID:4686,Sto1
128456,NCBP2,HGNC:7659,ENSG00000114503,GENE ID:22916,NIP1
128457,NCBP2,HGNC:7659,ENSG00000114503,GENE ID:22916,CBP20
128458,NCBP2,HGNC:7659,ENSG00000114503,GENE ID:22916,Cbc2
128459,ASS1P3,HGNC:766,ENSG00000233947,GENE ID:158452,
128460,NCF1,HGNC:7660,ENSG00000158517,GENE ID:653361,p47phox
128461,NCF1,HGNC:7660,ENSG00000158517,GENE ID:653361,NOXO2
128462,NCF1,HGNC:7660,ENSG00000158517,GENE ID:653361,NCF1A
128463,NCF1,HGNC:7660,ENSG00000158517,GENE ID:653361,SH3PXD1A
128464,NCF2,HGNC:7661,ENSG00000116701,GENE ID:4688,p67phox
128465,NCF2,HGNC:7661,ENSG00000116701,GENE ID:4688,NOXA2
128466,NCF4,HGNC:7662,ENSG00000100365,GENE ID:4689,p40phox
128467,NCF4,HGNC:7662,ENSG00000100365,GENE ID:4689,SH3PXD4
128468,NCK1,HGNC:7664,ENSG00000158092,GENE ID:4690,NCKalpha
128469,NCK2,HGNC:7665,ENSG00000071051,GENE ID:8440,NCKbeta
128470,NCKAP1,HGNC:7666,ENSG00000061676,GENE ID:10787,Nap1
128471,NCKAP1,HGNC:7666,ENSG00000061676,GENE ID:10787,HEM2
128472,NCKAP1,HGNC:7666,ENSG00000061676,GENE ID:10787,NAP125
128473,NCL,HGNC:7667,ENSG00000115053,GENE ID:4691,C23
128474,NCL,HGNC:7667,ENSG00000115053,GENE ID:4691,Nsr1
128475,NCOA1,HGNC:7668,ENSG00000084676,GENE ID:8648,SRC1
128476,NCOA1,HGNC:7668,ENSG00000084676,GENE ID:8648,F-SRC-1
128477,NCOA1,HGNC:7668,ENSG00000084676,GENE ID:8648,NCoA-1
128478,NCOA1,HGNC:7668,ENSG00000084676,GENE ID:8648,KAT13A
128479,NCOA1,HGNC:7668,ENSG00000084676,GENE ID:8648,RIP160
128480,NCOA1,HGNC:7668,ENSG00000084676,GENE ID:8648,bHLHe74
128481,NCOA2,HGNC:7669,ENSG00000140396,GENE ID:10499,TIF2
128482,NCOA2,HGNC:7669,ENSG00000140396,GENE ID:10499,GRIP1
128483,NCOA2,HGNC:7669,ENSG00000140396,GENE ID:10499,NCoA-2
128484,NCOA2,HGNC:7669,ENSG00000140396,GENE ID:10499,KAT13C
128485,NCOA2,HGNC:7669,ENSG00000140396,GENE ID:10499,bHLHe75
128486,ASS1P4,HGNC:767,ENSG00000213487,GENE ID:449,
128487,NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,RAC3
128488,NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,AIB1
128489,NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,ACTR
128490,NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,p/CIP
128491,NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,TRAM-1
128492,NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,CAGH16
128493,NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,TNRC16
128494,NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,KAT13B
128495,NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,bHLHe42
128496,NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,SRC-3
128497,NCOA3,HGNC:7670,ENSG00000124151,GENE ID:8202,SRC3
128498,NCOA4,HGNC:7671,ENSG00000266412,GENE ID:8031,ARA70
128499,NCOA4,HGNC:7671,ENSG00000266412,GENE ID:8031,RFG
128500,NCOA4,HGNC:7671,ENSG00000266412,GENE ID:8031,ELE1
128501,NCOA4,HGNC:7671,ENSG00000266412,GENE ID:8031,PTC3
128502,NCOA4,HGNC:7671,ENSG00000266412,GENE ID:8031,DKFZp762E1112
128503,NCOR1,HGNC:7672,ENSG00000141027,GENE ID:9611,N-CoR
128504,NCOR1,HGNC:7672,ENSG00000141027,GENE ID:9611,hCIT529I10
128505,NCOR1,HGNC:7672,ENSG00000141027,GENE ID:9611,TRAC1
128506,NCOR1,HGNC:7672,ENSG00000141027,GENE ID:9611,hN-CoR
128507,NCOR1,HGNC:7672,ENSG00000141027,GENE ID:9611,KIAA1047
128508,NCOR1,HGNC:7672,ENSG00000141027,GENE ID:9611,MGC104216
128509,NCOR1,HGNC:7672,ENSG00000141027,GENE ID:9611,PPP1R109
128510,NCOR2,HGNC:7673,ENSG00000196498,GENE ID:9612,SMRT
128511,NCOR2,HGNC:7673,ENSG00000196498,GENE ID:9612,SMRTE
128512,NCOR2,HGNC:7673,ENSG00000196498,GENE ID:9612,TRAC-1
128513,NCOR2,HGNC:7673,ENSG00000196498,GENE ID:9612,CTG26
128514,NCOR2,HGNC:7673,ENSG00000196498,GENE ID:9612,TNRC14
128515,NDN,HGNC:7675,ENSG00000182636,GENE ID:4692,HsT16328
128516,NDN,HGNC:7675,ENSG00000182636,GENE ID:4692,PWCR
128517,NSMCE3,HGNC:7677,ENSG00000185115,GENE ID:56160,HCA4
128518,NSMCE3,HGNC:7677,ENSG00000185115,GENE ID:56160,MAGEG1
128519,NSMCE3,HGNC:7677,ENSG00000185115,GENE ID:56160,MAGEL3
128520,NSMCE3,HGNC:7677,ENSG00000185115,GENE ID:56160,NSE3
128521,NDP,HGNC:7678,ENSG00000124479,GENE ID:4693,norrin
128522,NDRG1,HGNC:7679,ENSG00000104419,GENE ID:10397,DRG1
128523,NDRG1,HGNC:7679,ENSG00000104419,GENE ID:10397,RTP
128524,NDRG1,HGNC:7679,ENSG00000104419,GENE ID:10397,TDD5
128525,NDRG1,HGNC:7679,ENSG00000104419,GENE ID:10397,NDR1
128526,ASS1P5,HGNC:768,ENSG00000227881,GENE ID:450,
128527,NDST1,HGNC:7680,ENSG00000070614,GENE ID:3340,NST1
128528,NDST2,HGNC:7681,ENSG00000166507,GENE ID:8509,NST2
128529,NDST2,HGNC:7681,ENSG00000166507,GENE ID:8509,HSST2
128530,NDST3,HGNC:7682,ENSG00000164100,GENE ID:9348,HSST3
128531,NDUFA1,HGNC:7683,ENSG00000125356,GENE ID:4694,MWFE
128532,NDUFA1,HGNC:7683,ENSG00000125356,GENE ID:4694,CI-MWFE
128533,NDUFA10,HGNC:7684,ENSG00000130414,GENE ID:4705,CI-42k
128534,NDUFA2,HGNC:7685,ENSG00000131495,GENE ID:4695,B8
128535,NDUFA3,HGNC:7686,ENSG00000170906,GENE ID:4696,B9
128536,NDUFA4,HGNC:7687,ENSG00000189043,GENE ID:4697,MLRQ
128537,NDUFA4,HGNC:7687,ENSG00000189043,GENE ID:4697,CI-9k
128538,NDUFA4,HGNC:7687,ENSG00000189043,GENE ID:4697,COXFA4
128539,NDUFA4,HGNC:7687,ENSG00000189043,GENE ID:4697,MRCAF1
128540,NDUFA4,HGNC:7687,ENSG00000189043,GENE ID:4697,MISTR1
128541,NDUFA5,HGNC:7688,ENSG00000128609,GENE ID:4698,B13
128542,NDUFA5,HGNC:7688,ENSG00000128609,GENE ID:4698,NUFM
128543,NDUFA5,HGNC:7688,ENSG00000128609,GENE ID:4698,CI-13KD-B
128544,NDUFA5,HGNC:7688,ENSG00000128609,GENE ID:4698,UQOR13
128545,NDUFA5,HGNC:7688,ENSG00000128609,GENE ID:4698,CI-13kB
128546,NDUFA5P1,HGNC:7689,ENSG00000232390,GENE ID:4699,
128547,ASS1P6,HGNC:769,ENSG00000215583,GENE ID:451,
128548,NDUFA6,HGNC:7690,ENSG00000184983,GENE ID:4700,B14
128549,NDUFA6,HGNC:7690,ENSG00000184983,GENE ID:4700,LYRM6
128550,NDUFA6,HGNC:7690,ENSG00000184983,GENE ID:4700,CI-B14
128551,NDUFA6,HGNC:7690,ENSG00000184983,GENE ID:4700,NADHB14
128552,NDUFA7,HGNC:7691,ENSG00000267855,GENE ID:4701,B14.5a
128553,NDUFA8,HGNC:7692,ENSG00000119421,GENE ID:4702,PGIV
128554,NDUFA8,HGNC:7692,ENSG00000119421,GENE ID:4702,MGC793
128555,NDUFA9,HGNC:7693,ENSG00000139180,GENE ID:4704,SDR22E1
128556,NDUFA9,HGNC:7693,ENSG00000139180,GENE ID:4704,CI-39k
128557,NDUFA9,HGNC:7693,ENSG00000139180,GENE ID:4704,COQ11
128558,NDUFAB1,HGNC:7694,ENSG00000004779,GENE ID:4706,SDAP
128559,NDUFAB1,HGNC:7694,ENSG00000004779,GENE ID:4706,FASN2A
128560,NDUFAB1,HGNC:7694,ENSG00000004779,GENE ID:4706,ACP
128561,NDUFAB1,HGNC:7694,ENSG00000004779,GENE ID:4706,ACP1
128562,NDUFB1,HGNC:7695,ENSG00000183648,GENE ID:4707,MNLL
128563,NDUFB1,HGNC:7695,ENSG00000183648,GENE ID:4707,CI-MNLL
128564,NDUFB10,HGNC:7696,ENSG00000140990,GENE ID:4716,PDSW
128565,NDUFB2,HGNC:7697,ENSG00000090266,GENE ID:4708,AGGG
128566,NDUFB2,HGNC:7697,ENSG00000090266,GENE ID:4708,CI-AGGG
128567,NDUFB3,HGNC:7698,ENSG00000119013,GENE ID:4709,B12
128568,NDUFB4,HGNC:7699,ENSG00000065518,GENE ID:4710,B15
128569,ABL2,HGNC:77,ENSG00000143322,GENE ID:27,ARG
128570,ASS1P7,HGNC:770,ENSG00000236893,GENE ID:339845,
128571,NDUFB5,HGNC:7700,ENSG00000136521,GENE ID:4711,SGDH
128572,NDUFB5,HGNC:7700,ENSG00000136521,GENE ID:4711,CI-SGDH
128573,NDUFB5,HGNC:7700,ENSG00000136521,GENE ID:4711,MGC12314
128574,NDUFB6,HGNC:7701,ENSG00000165264,GENE ID:4712,B17
128575,NDUFB6,HGNC:7701,ENSG00000165264,GENE ID:4712,CI
128576,NDUFB7,HGNC:7702,ENSG00000099795,GENE ID:4713,B18
128577,NDUFB7,HGNC:7702,ENSG00000099795,GENE ID:4713,CI-B18
128578,NDUFB7,HGNC:7702,ENSG00000099795,GENE ID:4713,MGC2480
128579,NDUFB8,HGNC:7703,ENSG00000166136,GENE ID:4714,ASHI
128580,NDUFB8,HGNC:7703,ENSG00000166136,GENE ID:4714,CI-ASHI
128581,NDUFB9,HGNC:7704,ENSG00000147684,GENE ID:4715,B22
128582,NDUFB9,HGNC:7704,ENSG00000147684,GENE ID:4715,UQOR22
128583,NDUFB9,HGNC:7704,ENSG00000147684,GENE ID:4715,LYRM3
128584,NDUFC1,HGNC:7705,ENSG00000109390,GENE ID:4717,KFYI
128585,NDUFC2,HGNC:7706,ENSG00000151366,GENE ID:4718,B14.5b
128586,NDUFC2,HGNC:7706,ENSG00000151366,GENE ID:4718,HLC-1
128587,NDUFS1,HGNC:7707,ENSG00000023228,GENE ID:4719,CI-75k
128588,NDUFS2,HGNC:7708,ENSG00000158864,GENE ID:4720,CI-49
128589,ASS1P8,HGNC:771,ENSG00000251418,GENE ID:453,
128590,NDUFS3,HGNC:7710,ENSG00000213619,GENE ID:4722,CI-30
128591,NDUFS4,HGNC:7711,ENSG00000164258,GENE ID:4724,AQDQ
128592,NDUFS4,HGNC:7711,ENSG00000164258,GENE ID:4724,CI-18
128593,NDUFS5,HGNC:7712,ENSG00000168653,GENE ID:4725,CI-15k
128594,NDUFS6,HGNC:7713,ENSG00000145494,GENE ID:4726,CI-13kA
128595,NDUFS7,HGNC:7714,ENSG00000115286,GENE ID:374291,PSST
128596,NDUFS7,HGNC:7714,ENSG00000115286,GENE ID:374291,FLJ46880
