,primary_gene_symbol,HGNC_ID,ENSG_ID,NCBI_ID,gene_symbol
35560,STAG3L1,HGNC:33852,ENSG00000205583,GENE ID:54441,STAG3L1
35562,POLR2J3,HGNC:33853,ENSG00000168255,GENE ID:548644,POLR2J3
35563,CCDC157,HGNC:33854,ENSG00000187860,GENE ID:550631,CCDC157
35564,DUX4L9,HGNC:33855,ENSG00000224807,GENE ID:100288711,DUX4L9
35565,ASPDH,HGNC:33856,ENSG00000204653,GENE ID:554235,ASPDH
35566,FBXO48,HGNC:33857,ENSG00000204923,GENE ID:554251,FBXO48
35567,FAM229B,HGNC:33858,ENSG00000203778,GENE ID:619208,FAM229B
35569,INSYN2A,HGNC:33859,ENSG00000188916,GENE ID:642938,INSYN2A
35570,EPHA2,HGNC:3386,ENSG00000142627,GENE ID:1969,EPHA2
35571,SMIM15,HGNC:33861,ENSG00000188725,GENE ID:643155,SMIM15
35572,GRXCR2,HGNC:33862,ENSG00000204928,GENE ID:643226,GRXCR2
35573,KRTAP27-1,HGNC:33864,ENSG00000206107,GENE ID:643812,KRTAP27-1
35574,TMPPE,HGNC:33865,ENSG00000188167,GENE ID:643853,TMPPE
35575,PRR21,HGNC:33866,,GENE ID:643905,PRR21
35576,SDHAF1,HGNC:33867,ENSG00000205138,GENE ID:644096,SDHAF1
35577,PAK6-AS1,HGNC:33868,ENSG00000176753,GENE ID:644809,PAK6-AS1
35578,CCNI2,HGNC:33869,ENSG00000205089,GENE ID:645121,CCNI2
35579,EPHA3,HGNC:3387,ENSG00000044524,GENE ID:2042,EPHA3
35581,HRCT1,HGNC:33872,ENSG00000196196,GENE ID:646962,HRCT1
35584,LGALS9C,HGNC:33874,ENSG00000171916,GENE ID:654346,LGALS9C
35585,ZNF826P,HGNC:33875,ENSG00000231205,GENE ID:664701,ZNF826P
35586,TSPY3,HGNC:33876,ENSG00000228927,GENE ID:728137,TSPY3
35587,NALF1,HGNC:33877,ENSG00000204442,GENE ID:728215,NALF1
35588,DNLZ,HGNC:33879,ENSG00000213221,GENE ID:728489,DNLZ
35593,EPHA4,HGNC:3388,ENSG00000116106,GENE ID:2043,EPHA4
35594,INPP5K,HGNC:33882,ENSG00000132376,GENE ID:51763,INPP5K
35595,WASH5P,HGNC:33884,ENSG00000282458,GENE ID:375690,WASH5P
35596,GHRLOS,HGNC:33885,ENSG00000240288,GENE ID:100126793,GHRLOS
35598,STAG3L2,HGNC:33886,ENSG00000277072,GENE ID:442582,STAG3L2
35600,STAG3L4,HGNC:33887,ENSG00000106610,GENE ID:64940,STAG3L4
35602,ANKRD34C,HGNC:33888,ENSG00000235711,GENE ID:390616,ANKRD34C
35603,SUSD2P1,HGNC:33889,ENSG00000226534,GENE ID:729568,SUSD2P1
35604,EPHA5,HGNC:3389,ENSG00000145242,GENE ID:2044,EPHA5
35608,RIMBP3B,HGNC:33891,ENSG00000274600,GENE ID:440804,RIMBP3B
35609,RIMBP3C,HGNC:33892,ENSG00000183246,GENE ID:150221,RIMBP3C
35610,POTEA,HGNC:33893,ENSG00000188877,GENE ID:340441,POTEA
35613,POTEC,HGNC:33894,ENSG00000183206,GENE ID:388468,POTEC
35617,POTEE,HGNC:33895,ENSG00000188219,GENE ID:445582,POTEE
35622,POTEG,HGNC:33896,ENSG00000187537,GENE ID:404785,POTEG
35626,KRTAP19-8,HGNC:33898,ENSG00000206102,GENE ID:728299,KRTAP19-8
35627,APLNR,HGNC:339,ENSG00000134817,GENE ID:187,APLNR
35630,EPHA7,HGNC:3390,ENSG00000135333,GENE ID:2045,EPHA7
35631,KRTAP24-1,HGNC:33902,ENSG00000188694,GENE ID:643803,KRTAP24-1
35632,ACOD1,HGNC:33904,ENSG00000102794,GENE ID:730249,ACOD1
35633,POTEF,HGNC:33905,ENSG00000196604,GENE ID:728378,POTEF
35635,BSPH1,HGNC:33906,ENSG00000188334,GENE ID:100131137,BSPH1
35637,TYW1B,HGNC:33908,ENSG00000277149,GENE ID:441250,TYW1B
35641,EPHA8,HGNC:3391,ENSG00000070886,GENE ID:2046,EPHA8
35642,SRRD,HGNC:33910,ENSG00000100104,GENE ID:402055,SRRD
35644,RNASEK,HGNC:33911,ENSG00000219200,GENE ID:440400,RNASEK
35645,OTUD4P1,HGNC:33912,ENSG00000118976,GENE ID:360227,OTUD4P1
35646,HLA-Y,HGNC:33913,,GENE ID:100127173,HLA-Y
35647,MINAR2,HGNC:33914,ENSG00000186367,GENE ID:100127206,MINAR2
35648,STRCP1,HGNC:33915,ENSG00000166763,GENE ID:554225,STRCP1
35649,PHKG1P1,HGNC:33916,ENSG00000226075,GENE ID:643941,PHKG1P1
35650,PHKG1P2,HGNC:33917,ENSG00000228645,GENE ID:644032,PHKG1P2
35651,PHKG1P4,HGNC:33918,ENSG00000229508,GENE ID:100151641,PHKG1P4
35652,PHKA1P1,HGNC:33919,ENSG00000232882,GENE ID:646780,PHKA1P1
35653,EPHB1,HGNC:3392,ENSG00000154928,GENE ID:2047,EPHB1
35654,SLFN12L,HGNC:33920,ENSG00000205045,GENE ID:100506736,SLFN12L
35655,MIR1231,HGNC:33921,ENSG00000221028,GENE ID:100302158,MIR1231
35656,MIR1226,HGNC:33922,ENSG00000221585,GENE ID:100302232,MIR1226
35657,MIR1224,HGNC:33923,ENSG00000221120,GENE ID:100187716,MIR1224
35658,MIR1229,HGNC:33924,ENSG00000221394,GENE ID:100302156,MIR1229
35659,MIR1236,HGNC:33925,ENSG00000284446,GENE ID:100302242,MIR1236
35660,MIR1234,HGNC:33926,,GENE ID:100302196,MIR1234
35661,MIR1237,HGNC:33927,ENSG00000221273,GENE ID:100302280,MIR1237
35662,MIR1228,HGNC:33928,ENSG00000221365,GENE ID:100302201,MIR1228
35663,MIR1233-1,HGNC:33929,ENSG00000221649,GENE ID:100302160,MIR1233-1
35664,EPHB2,HGNC:3393,ENSG00000133216,GENE ID:2048,EPHB2
35666,MIR1225,HGNC:33931,ENSG00000221656,GENE ID:100188847,MIR1225
35667,MIR1227,HGNC:33932,ENSG00000221411,GENE ID:100302283,MIR1227
35668,MIR1238,HGNC:33933,ENSG00000221410,GENE ID:100302226,MIR1238
35669,MIR513C,HGNC:33934,ENSG00000216171,GENE ID:100302114,MIR513C
35670,MIR513B,HGNC:33935,ENSG00000207871,GENE ID:100313822,MIR513B
35671,FAM153CP,HGNC:33936,ENSG00000204677,GENE ID:653316,FAM153CP
35672,VN2R21P,HGNC:33938,,GENE ID:100127050,VN2R21P
35673,CLRN2,HGNC:33939,ENSG00000249581,GENE ID:645104,CLRN2
35674,EPHB3,HGNC:3394,ENSG00000182580,GENE ID:2049,EPHB3
35676,NPS,HGNC:33940,ENSG00000214285,GENE ID:594857,NPS
35677,SLC35E2B,HGNC:33941,ENSG00000189339,GENE ID:728661,SLC35E2B
35678,MRS2P2,HGNC:33942,ENSG00000257802,GENE ID:729633,MRS2P2
35679,TMED7-TICAM2,HGNC:33945,ENSG00000251201,GENE ID:100302736,TMED7-TICAM2
35680,SYNGR2P2,HGNC:33947,,GENE ID:138916,SYNGR2P2
35681,RBMXP3,HGNC:33949,ENSG00000255063,GENE ID:143543,RBMXP3
35682,EPHB4,HGNC:3395,ENSG00000196411,GENE ID:2050,EPHB4
35683,CBX3P1,HGNC:33950,ENSG00000177447,GENE ID:159770,CBX3P1
35684,CDC42P2,HGNC:33952,ENSG00000234844,GENE ID:643336,CDC42P2
35685,BZW1P2,HGNC:33954,ENSG00000198406,GENE ID:151579,BZW1P2
35686,LUZP6,HGNC:33955,,GENE ID:767558,LUZP6
35688,IMPA1P1,HGNC:33956,ENSG00000251521,GENE ID:650747,IMPA1P1
35689,IMPDH1P2,HGNC:33957,ENSG00000214045,GENE ID:402394,IMPDH1P2
35690,IMPDH1P3,HGNC:33958,ENSG00000214815,GENE ID:136307,IMPDH1P3
35691,IMPDH1P4,HGNC:33959,ENSG00000237206,GENE ID:139334,IMPDH1P4
35692,EPHB6,HGNC:3396,ENSG00000106123,GENE ID:2051,EPHB6
35693,IMPDH1P5,HGNC:33960,ENSG00000213513,GENE ID:340780,IMPDH1P5
35694,IMPDH1P6,HGNC:33961,ENSG00000254294,GENE ID:392267,IMPDH1P6
35695,IMPDH1P7,HGNC:33962,ENSG00000226553,GENE ID:391467,IMPDH1P7
35696,IMPDH1P8,HGNC:33963,ENSG00000224728,GENE ID:131961,IMPDH1P8
35697,IMPDH1P9,HGNC:33964,ENSG00000218976,GENE ID:441132,IMPDH1P9
35698,IMPDH1P10,HGNC:33965,ENSG00000232133,,IMPDH1P10
35699,DDX18P3,HGNC:33966,ENSG00000217414,GENE ID:442164,DDX18P3
35700,DDX18P4,HGNC:33967,ENSG00000251553,GENE ID:402222,DDX18P4
35701,DDX18P5,HGNC:33968,ENSG00000255220,GENE ID:646378,DDX18P5
35702,RP9P,HGNC:33969,ENSG00000205763,GENE ID:441212,RP9P
35703,ACTBP11,HGNC:33971,ENSG00000188460,GENE ID:644220,ACTBP11
35704,IFITM9P,HGNC:33972,ENSG00000213275,GENE ID:390218,IFITM9P
35705,CXADRP2,HGNC:33973,ENSG00000258712,GENE ID:646243,CXADRP2
35706,CXADRP3,HGNC:33974,ENSG00000265766,GENE ID:440224,CXADRP3
35707,DEPDC1P2,HGNC:33975,ENSG00000232486,GENE ID:100126446,DEPDC1P2
35708,ANAPC10P1,HGNC:33976,ENSG00000213735,GENE ID:729198,ANAPC10P1
35709,NDUFB8P2,HGNC:33978,ENSG00000270264,GENE ID:729565,NDUFB8P2
35710,NDUFB8P3,HGNC:33979,,GENE ID:100132286,NDUFB8P3
35711,NDUFB11P1,HGNC:33980,ENSG00000235547,GENE ID:390239,NDUFB11P1
35712,SUPT4H1P1,HGNC:33981,ENSG00000226247,GENE ID:100190947,SUPT4H1P1
35713,GAMTP1,HGNC:33982,,GENE ID:391491,GAMTP1
35714,CFC1B,HGNC:33983,ENSG00000152093,GENE ID:653275,CFC1B
35715,RASSF10,HGNC:33984,ENSG00000189431,GENE ID:644943,RASSF10
35716,LETM1P2,HGNC:33985,ENSG00000268660,GENE ID:100131934,LETM1P2
35717,LETM1P3,HGNC:33986,,GENE ID:100151646,LETM1P3
35718,RNF2P1,HGNC:33987,ENSG00000231381,GENE ID:100132467,RNF2P1
35719,RNF11P1,HGNC:33988,ENSG00000213110,GENE ID:100131695,RNF11P1
35720,EXOSC3P1,HGNC:33989,ENSG00000229007,GENE ID:100151640,EXOSC3P1
35721,EXOSC3P2,HGNC:33990,ENSG00000269763,GENE ID:100190954,EXOSC3P2
35722,GLTPP1,HGNC:33991,ENSG00000255138,GENE ID:645312,GLTPP1
35723,ZFAT-AS1,HGNC:33992,ENSG00000248492,GENE ID:594840,ZFAT-AS1
35725,SKINT1L,HGNC:33993,ENSG00000242267,GENE ID:391037,SKINT1L
35726,PPIAL4C,HGNC:33995,ENSG00000288867,GENE ID:653598,PPIAL4C
35727,PPIAL4G,HGNC:33996,ENSG00000236334,GENE ID:644591,PPIAL4G
35728,PPIAL4E,HGNC:33997,ENSG00000271567,GENE ID:730262,PPIAL4E
35729,PPIAL4D,HGNC:33998,ENSG00000289549,GENE ID:645142,PPIAL4D
35730,PPIAL4F,HGNC:33999,ENSG00000279782,GENE ID:728945,PPIAL4F
35731,ABCA4,HGNC:34,ENSG00000198691,GENE ID:24,ABCA4
35734,TTLL8,HGNC:34000,ENSG00000138892,GENE ID:164714,TTLL8
35735,KRTAP20-3,HGNC:34001,ENSG00000206104,GENE ID:337985,KRTAP20-3
35737,KRTAP20-4,HGNC:34002,ENSG00000206105,GENE ID:100151643,KRTAP20-4
35738,KRTAP25-1,HGNC:34003,ENSG00000232263,GENE ID:100131902,KRTAP25-1
35739,POM121B,HGNC:34004,ENSG00000205578,GENE ID:100288540,POM121B
35740,POM121C,HGNC:34005,ENSG00000272391,GENE ID:100101267,POM121C
35741,PLEKHM3,HGNC:34006,ENSG00000178385,GENE ID:389072,PLEKHM3
35742,EPHX1,HGNC:3401,ENSG00000143819,GENE ID:2052,EPHX1
35743,PSMC6P3,HGNC:34012,,GENE ID:100128218,PSMC6P3
35744,PSMD8P1,HGNC:34013,ENSG00000228264,GENE ID:100422411,PSMD8P1
35745,TNRC18P2,HGNC:34014,ENSG00000223566,GENE ID:27320,TNRC18P2
35746,TNRC18P3,HGNC:34015,ENSG00000189166,GENE ID:340221,TNRC18P3
35747,RNU4ATAC,HGNC:34016,ENSG00000264229,GENE ID:100151683,RNU4ATAC
35749,RNU6ATAC,HGNC:34017,ENSG00000221676,GENE ID:100151684,RNU6ATAC
35750,PRYP1,HGNC:34018,ENSG00000224166,GENE ID:442863,PRYP1
35751,PRYP2,HGNC:34019,ENSG00000231311,GENE ID:442864,PRYP2
35752,EPHX2,HGNC:3402,ENSG00000120915,GENE ID:2053,EPHX2
35754,PRYP3,HGNC:34020,ENSG00000169763,GENE ID:442865,PRYP3
35755,PRYP4,HGNC:34021,ENSG00000172283,GENE ID:442866,PRYP4
35756,XGY2,HGNC:34022,,GENE ID:100132596,XGY2
35757,RPL26P6,HGNC:34023,ENSG00000229659,GENE ID:100131526,RPL26P6
35758,TIFAB,HGNC:34024,ENSG00000255833,GENE ID:497189,TIFAB
35759,ATF4P2,HGNC:34025,ENSG00000273041,GENE ID:340600,ATF4P2
35760,ATP5F1EP2,HGNC:34026,ENSG00000180389,GENE ID:432369,ATP5F1EP2
35761,RPS25P1,HGNC:34027,,GENE ID:283114,RPS25P1
35762,RBMXP4,HGNC:34028,ENSG00000249465,GENE ID:100132580,RBMXP4
35763,STX2,HGNC:3403,ENSG00000111450,GENE ID:2054,STX2
35764,GNPATP,HGNC:34031,ENSG00000259844,GENE ID:100130060,GNPATP
35765,ZNF829,HGNC:34032,ENSG00000185869,GENE ID:374899,ZNF829
35766,RNU7-1,HGNC:34033,ENSG00000238923,GENE ID:100147744,RNU7-1
35767,RIMKLBP1,HGNC:34034,ENSG00000189089,GENE ID:54031,RIMKLBP1
35768,FAM74A6,HGNC:34036,ENSG00000274516,GENE ID:653123,FAM74A6
35769,FAM74A7,HGNC:34037,ENSG00000277260,GENE ID:100996582,FAM74A7
35770,SHLD2P3,HGNC:34038,ENSG00000189014,GENE ID:439965,SHLD2P3
35771,TSPY6P,HGNC:34039,ENSG00000270073,GENE ID:653174,TSPY6P
35772,TSPY7P,HGNC:34040,ENSG00000188656,GENE ID:653288,TSPY7P
35773,ABHD17AP3,HGNC:34041,ENSG00000250536,GENE ID:648359,ABHD17AP3
35774,ABHD17AP4,HGNC:34042,ENSG00000229107,GENE ID:729495,ABHD17AP4
35775,ABHD17AP5,HGNC:34043,ENSG00000263366,GENE ID:91219,ABHD17AP5
35776,ABHD17AP6,HGNC:34044,ENSG00000226981,GENE ID:644988,ABHD17AP6
35777,FAM223B,HGNC:34048,ENSG00000272681,GENE ID:286967,FAM223B
35778,GLRXP3,HGNC:34049,ENSG00000118990,GENE ID:100132510,GLRXP3
35779,RNY4P4,HGNC:34050,,GENE ID:100379297,RNY4P4
35780,UNC93B5,HGNC:34051,ENSG00000184795,GENE ID:729196,UNC93B5
35781,RNY4P5,HGNC:34052,,GENE ID:100379299,RNY4P5
35782,UNC93B6,HGNC:34053,ENSG00000255562,GENE ID:255620,UNC93B6
35783,PTMAP9,HGNC:34054,ENSG00000198134,GENE ID:100506248,PTMAP9
35784,RNY4P6,HGNC:34055,ENSG00000200537,GENE ID:100379287,RNY4P6
35785,RNY4P7,HGNC:34056,ENSG00000201470,GENE ID:100169850,RNY4P7
35786,RNY4P8,HGNC:34057,,GENE ID:100379295,RNY4P8
35787,RNY4P9,HGNC:34058,ENSG00000200064,GENE ID:100379300,RNY4P9
35788,TMEM210,HGNC:34059,ENSG00000185863,GENE ID:100505993,TMEM210
35789,RNY4P10,HGNC:34060,ENSG00000202441,GENE ID:100379592,RNY4P10
35790,RNY4P11,HGNC:34061,,GENE ID:100379288,RNY4P11
35791,RNY4P13,HGNC:34063,ENSG00000207011,GENE ID:100379296,RNY4P13
35792,RNY4P14,HGNC:34064,ENSG00000200526,GENE ID:100379584,RNY4P14
35793,RNY4P15,HGNC:34065,,GENE ID:100379291,RNY4P15
35794,RNY4P16,HGNC:34066,ENSG00000201638,GENE ID:100431173,RNY4P16
35795,RNY4P17,HGNC:34067,ENSG00000201818,GENE ID:100379564,RNY4P17
35796,RNY4P18,HGNC:34068,ENSG00000212409,GENE ID:100379298,RNY4P18
35797,RNY4P19,HGNC:34069,ENSG00000199400,GENE ID:100169834,RNY4P19
35798,RNY4P20,HGNC:34070,ENSG00000252487,GENE ID:100379378,RNY4P20
35799,OTOL1,HGNC:34071,ENSG00000182447,GENE ID:131149,OTOL1
35801,C1QTNF9B,HGNC:34072,ENSG00000205863,GENE ID:387911,C1QTNF9B
35802,C19orf38,HGNC:34073,ENSG00000214212,GENE ID:255809,C19orf38
35803,CDRT15P2,HGNC:34074,ENSG00000227255,GENE ID:644694,CDRT15P2
35804,CDRT15L2,HGNC:34075,ENSG00000214819,GENE ID:256223,CDRT15L2
35805,P2RX6P,HGNC:34076,ENSG00000206145,GENE ID:440799,P2RX6P
35806,PPP6CP,HGNC:34077,,GENE ID:100144631,PPP6CP
35807,NFYAP1,HGNC:34078,ENSG00000237849,GENE ID:100130677,NFYAP1
35808,FAM157A,HGNC:34079,ENSG00000236438,GENE ID:728262,FAM157A
35809,FAM157B,HGNC:34080,ENSG00000233013,GENE ID:100132403,FAM157B
35810,FAM157C,HGNC:34081,ENSG00000260528,GENE ID:100996541,FAM157C
35811,RNY5P1,HGNC:34082,,GENE ID:100379666,RNY5P1
35812,RNY5P2,HGNC:34083,,GENE ID:100381208,RNY5P2
35813,RNY5P3,HGNC:34084,,GENE ID:100379664,RNY5P3
35814,RNY5P4,HGNC:34085,,GENE ID:100380271,RNY5P4
35815,RNY5P5,HGNC:34086,,GENE ID:100379658,RNY5P5
35816,RNY5P6,HGNC:34087,,GENE ID:100379663,RNY5P6
35817,RNY5P7,HGNC:34088,,GENE ID:100169835,RNY5P7
35818,RNY5P8,HGNC:34089,,GENE ID:100380878,RNY5P8
35819,RNY5P9,HGNC:34090,,GENE ID:100169836,RNY5P9
35820,RNY5P10,HGNC:34091,,GENE ID:100169837,RNY5P10
35821,RNU6ATAC2P,HGNC:34092,ENSG00000210678,GENE ID:100151685,RNU6ATAC2P
35822,RNU6ATAC3P,HGNC:34093,ENSG00000210709,GENE ID:100151686,RNU6ATAC3P
35823,RNU6ATAC4P,HGNC:34094,ENSG00000210181,GENE ID:100151687,RNU6ATAC4P
35824,RNU6ATAC5P,HGNC:34095,ENSG00000210839,GENE ID:100151688,RNU6ATAC5P
35825,RNU7-2P,HGNC:34098,ENSG00000251905,GENE ID:100147745,RNU7-2P
35826,RNU7-3P,HGNC:34099,ENSG00000252244,GENE ID:100147746,RNU7-3P
35827,AGXT,HGNC:341,ENSG00000172482,GENE ID:189,AGXT
35834,RNU7-4P,HGNC:34100,ENSG00000252770,GENE ID:100147747,RNU7-4P
35835,RNU7-5P,HGNC:34101,,GENE ID:100147748,RNU7-5P
35836,RNU7-6P,HGNC:34102,ENSG00000252654,GENE ID:100147749,RNU7-6P
35837,RNU7-7P,HGNC:34103,ENSG00000238606,GENE ID:100147755,RNU7-7P
35838,RNU7-8P,HGNC:34104,ENSG00000251767,GENE ID:100147756,RNU7-8P
35839,RNU7-9P,HGNC:34105,ENSG00000238782,GENE ID:100147757,RNU7-9P
35840,RNU7-10P,HGNC:34106,ENSG00000271841,GENE ID:100147758,RNU7-10P
35841,RNU7-11P,HGNC:34107,ENSG00000252796,GENE ID:100147759,RNU7-11P
35842,RNU7-12P,HGNC:34108,ENSG00000251839,GENE ID:100147760,RNU7-12P
35843,RNU7-13P,HGNC:34109,ENSG00000252222,GENE ID:100147761,RNU7-13P
35844,RNU7-14P,HGNC:34110,ENSG00000238468,GENE ID:100147762,RNU7-14P
35845,RNU7-15P,HGNC:34111,,GENE ID:100147763,RNU7-15P
35846,RNU7-16P,HGNC:34112,,GENE ID:100147764,RNU7-16P
35847,RNU7-17P,HGNC:34113,,GENE ID:100147765,RNU7-17P
35848,RNU7-18P,HGNC:34114,ENSG00000252174,GENE ID:100147766,RNU7-18P
35849,RNU7-19P,HGNC:34115,ENSG00000238959,GENE ID:100147767,RNU7-19P
35850,RNU7-20P,HGNC:34116,ENSG00000251712,GENE ID:100147768,RNU7-20P
35851,RNU7-21P,HGNC:34117,ENSG00000238558,GENE ID:100147769,RNU7-21P
35852,RNU7-22P,HGNC:34118,ENSG00000252482,GENE ID:100147770,RNU7-22P
35853,RNU7-23P,HGNC:34119,ENSG00000239099,GENE ID:100147771,RNU7-23P
35854,RNU7-24P,HGNC:34120,ENSG00000239081,GENE ID:6074,RNU7-24P
35856,RNU7-25P,HGNC:34121,ENSG00000252353,GENE ID:100147812,RNU7-25P
35857,RNU7-26P,HGNC:34122,ENSG00000238610,GENE ID:100147813,RNU7-26P
35858,RNU7-27P,HGNC:34123,ENSG00000238750,GENE ID:100147814,RNU7-27P
35859,RNU7-28P,HGNC:34124,ENSG00000252568,GENE ID:100147815,RNU7-28P
35860,RNU7-29P,HGNC:34125,ENSG00000252429,GENE ID:100147816,RNU7-29P
35861,RNU7-30P,HGNC:34126,ENSG00000252644,GENE ID:100147817,RNU7-30P
35862,RNU7-31P,HGNC:34127,,GENE ID:100147818,RNU7-31P
35863,RNU7-32P,HGNC:34128,,GENE ID:100147819,RNU7-32P
35864,RNU7-33P,HGNC:34129,,GENE ID:100147820,RNU7-33P
35865,EPM2A,HGNC:3413,ENSG00000112425,GENE ID:7957,EPM2A
35867,RNU7-34P,HGNC:34130,ENSG00000238904,GENE ID:100147821,RNU7-34P
35868,RNU7-35P,HGNC:34131,ENSG00000252983,GENE ID:100147822,RNU7-35P
35869,RNU7-36P,HGNC:34132,,GENE ID:100147823,RNU7-36P
35870,RNU7-37P,HGNC:34133,ENSG00000251707,GENE ID:100147824,RNU7-37P
35871,RNU7-38P,HGNC:34134,ENSG00000238446,GENE ID:100147825,RNU7-38P
35872,RNU7-39P,HGNC:34135,,GENE ID:100147826,RNU7-39P
35873,RNU7-40P,HGNC:34136,ENSG00000252206,GENE ID:100147827,RNU7-40P
35874,RNU7-41P,HGNC:34137,ENSG00000251726,GENE ID:100147828,RNU7-41P
35875,RNU7-42P,HGNC:34138,,GENE ID:100147829,RNU7-42P
35876,RNU7-43P,HGNC:34139,ENSG00000252363,GENE ID:100147830,RNU7-43P
35877,RNU7-44P,HGNC:34140,,GENE ID:100147831,RNU7-44P
35878,RNU7-45P,HGNC:34141,ENSG00000238829,GENE ID:100147832,RNU7-45P
35879,RNU7-46P,HGNC:34142,ENSG00000238830,GENE ID:100147833,RNU7-46P
35880,RNU7-47P,HGNC:34143,ENSG00000251787,GENE ID:100147834,RNU7-47P
35881,RNU7-48P,HGNC:34144,ENSG00000238386,GENE ID:100147835,RNU7-48P
35882,RNU7-49P,HGNC:34145,ENSG00000251991,GENE ID:100147836,RNU7-49P
35883,RNU7-50P,HGNC:34146,ENSG00000238304,GENE ID:100147837,RNU7-50P
35884,RNU7-51P,HGNC:34147,ENSG00000252369,GENE ID:100151647,RNU7-51P
35885,RNU7-52P,HGNC:34148,ENSG00000251981,GENE ID:100151648,RNU7-52P
35886,RNU7-53P,HGNC:34149,ENSG00000252514,GENE ID:100151649,RNU7-53P
35887,EPO,HGNC:3415,ENSG00000130427,GENE ID:2056,EPO
35888,RNU7-54P,HGNC:34150,ENSG00000238590,GENE ID:100151650,RNU7-54P
35889,RNU7-56P,HGNC:34152,ENSG00000238709,GENE ID:100151651,RNU7-56P
35890,RNU7-57P,HGNC:34153,ENSG00000238365,GENE ID:100151652,RNU7-57P
35891,RNU7-58P,HGNC:34154,,GENE ID:100151653,RNU7-58P
35892,RNU7-59P,HGNC:34155,ENSG00000238880,GENE ID:100151654,RNU7-59P
35893,RNU7-60P,HGNC:34156,ENSG00000251747,GENE ID:100151655,RNU7-60P
35894,RNU7-61P,HGNC:34157,ENSG00000251706,GENE ID:100151656,RNU7-61P
35895,RNU7-62P,HGNC:34158,ENSG00000238653,GENE ID:100151657,RNU7-62P
35896,RNU7-63P,HGNC:34159,ENSG00000238417,GENE ID:100151658,RNU7-63P
35897,EPOR,HGNC:3416,ENSG00000187266,GENE ID:2057,EPOR
35898,RNU7-64P,HGNC:34160,,GENE ID:100151662,RNU7-64P
35899,RNU7-65P,HGNC:34161,ENSG00000252457,GENE ID:100151663,RNU7-65P
35900,RNU7-66P,HGNC:34162,ENSG00000238949,GENE ID:100151664,RNU7-66P
35901,RNU7-67P,HGNC:34163,ENSG00000239115,GENE ID:100151665,RNU7-67P
35902,RNU7-69P,HGNC:34165,ENSG00000252178,GENE ID:100151666,RNU7-69P
35903,RNU7-70P,HGNC:34166,ENSG00000252750,GENE ID:100151667,RNU7-70P
35904,RNU7-71P,HGNC:34167,ENSG00000251868,GENE ID:100151668,RNU7-71P
35905,RNU7-72P,HGNC:34168,,GENE ID:100151669,RNU7-72P
35906,RNU7-73P,HGNC:34169,ENSG00000239105,GENE ID:100151670,RNU7-73P
35907,RNU7-74P,HGNC:34170,ENSG00000239010,GENE ID:100151671,RNU7-74P
35908,RNU7-75P,HGNC:34171,ENSG00000251880,GENE ID:100151672,RNU7-75P
35909,RNU7-76P,HGNC:34172,,GENE ID:100151673,RNU7-76P
35910,RNU7-77P,HGNC:34173,ENSG00000253054,GENE ID:100151674,RNU7-77P
35911,RNU7-78P,HGNC:34174,,GENE ID:100151675,RNU7-78P
35912,RNU7-79P,HGNC:34175,ENSG00000251891,GENE ID:100151676,RNU7-79P
35913,RNU7-80P,HGNC:34176,ENSG00000238778,GENE ID:100151677,RNU7-80P
35914,RNU7-81P,HGNC:34177,ENSG00000252507,GENE ID:100151678,RNU7-81P
35915,RNU7-82P,HGNC:34178,ENSG00000238924,GENE ID:100151679,RNU7-82P
35916,RNU7-83P,HGNC:34179,,GENE ID:100151680,RNU7-83P
35917,EPRS1,HGNC:3418,ENSG00000136628,GENE ID:2058,EPRS1
35920,RNU7-84P,HGNC:34180,ENSG00000251892,GENE ID:100151681,RNU7-84P
35921,RNU7-85P,HGNC:34181,ENSG00000238884,GENE ID:100151682,RNU7-85P
35922,RNU5B-2P,HGNC:34182,ENSG00000199906,GENE ID:100147750,RNU5B-2P
35923,RNU5B-3P,HGNC:34183,ENSG00000252410,GENE ID:100147751,RNU5B-3P
35924,RNU5B-4P,HGNC:34184,ENSG00000200378,GENE ID:100147752,RNU5B-4P
35925,RNU5B-5P,HGNC:34185,,GENE ID:100147753,RNU5B-5P
35926,RNU5B-6P,HGNC:34186,ENSG00000252574,GENE ID:100147754,RNU5B-6P
35927,DNAJC25,HGNC:34187,ENSG00000059769,GENE ID:548645,DNAJC25
35928,EPS15,HGNC:3419,ENSG00000085832,GENE ID:2060,EPS15
35930,EPS8,HGNC:3420,ENSG00000151491,GENE ID:2059,EPS8
35931,KRTAP9-10P,HGNC:34210,ENSG00000237183,GENE ID:106480422,KRTAP9-10P
35932,KRTAP29-1,HGNC:34211,ENSG00000212658,GENE ID:100533177,KRTAP29-1
35933,KRTAP12-5P,HGNC:34212,ENSG00000276647,GENE ID:112268487,KRTAP12-5P
35934,KRTAP10-13P,HGNC:34213,ENSG00000236382,GENE ID:100874224,KRTAP10-13P
35935,KRTAP21-3,HGNC:34216,ENSG00000231068,GENE ID:100288323,KRTAP21-3
35936,SCYGR1,HGNC:34218,ENSG00000284629,GENE ID:112441428,SCYGR1
35937,SCYGR9,HGNC:34219,ENSG00000285843,GENE ID:117134595,SCYGR9
35939,SCYGR2,HGNC:34220,ENSG00000284643,GENE ID:112441435,SCYGR2
35940,SCYGR10,HGNC:34221,ENSG00000284622,GENE ID:112441436,SCYGR10
