symbol_counts,num_collision_symbol,percent_collision_symbol
2,1347,70.85744345081537
3,186,9.784324039978959
4,40,2.1041557075223567
5,17,0.8942661756970015
6,9,0.47343503419253025
7,4,0.21041557075223566
9,1,0.052603892688058915
10,1,0.052603892688058915
