symbol_counts,percent_collision_symbol
2,73.40182648401826
3,10.235920852359207
4,2.682648401826484
5,1.3127853881278537
6,0.5898021308980212
7,0.30441400304414
8,0.09512937595129375
9,0.09512937595129375
10,0.228310502283105
11,0.05707762557077625
12,0.0380517503805175
14,0.28538812785388123
37,0.01902587519025875
