gene_symbol,alias_symbol,ENSG_ID,collision,source
KIR3DP1,"CD158C,KIR2DS6,KIR3DS2P,KIR48,KIRX",ENSG00000276518,CD158C,ENSG
KIR3DP1,"CD158C,KIR2DS6,KIR3DS2P,KIR48,KIRX",ENSG00000275751,CD158C,ENSG
KIR3DP1,"CD158C,KIR2DS6,KIR3DS2P,KIR48,KIRX",ENSG00000273688,CD158C,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000277750,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000284562,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000274945,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000274955,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000273498,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000277850,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000283986,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000275848,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000284457,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000277076,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000278606,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000284460,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000278271,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000283869,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000189013,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000275456,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000277964,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000283961,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000275732,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000284206,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000277362,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000274232,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000274609,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000277540,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000284509,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000274193,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000276979,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000284340,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000277355,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000276779,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000284365,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000278074,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000273575,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000275317,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000278201,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000276044,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000275699,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000274189,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000278430,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000275237,CD158D,ENSG
KIR2DL4,"103AS,15.212,CD158D",ENSG00000284013,CD158D,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000277175,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275288,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000284177,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000278368,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000278079,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000284093,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275717,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000284426,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000273775,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000283954,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275545,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275659,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000284342,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000167633,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000277272,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000273518,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000276501,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000283827,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000274920,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000278427,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000283731,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000284589,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000276329,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000283729,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275786,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000274948,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000274036,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000276423,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000276379,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000278856,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000274146,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275486,CD158E1,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000283731,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275545,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000277175,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000284093,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000273518,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000283827,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000273775,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275659,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000278427,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275486,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000274920,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000284177,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000277272,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000276501,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000284342,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000283954,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000278368,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000278079,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000278856,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000167633,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275717,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000274948,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000283729,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000274146,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000276423,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000276329,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000276379,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000274036,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000284589,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275786,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275288,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000284426,CD158E1/2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000284177,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000274920,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000277175,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000273775,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275486,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000277272,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000274036,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000276423,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000273518,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275717,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000278368,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000276329,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000278427,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000276379,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000283827,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000283731,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000278079,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000276501,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275545,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000284093,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000284426,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000283954,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275288,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000283729,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000167633,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000274948,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000278856,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000284342,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275659,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000284589,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000275786,CD158E2,ENSG
KIR3DL1,"AMB11,CD158E1,CD158E1/2,CD158E2,CL-11,CL-2,KIR,NKAT3,NKB1,NKB1B",ENSG00000274146,CD158E2,ENSG
KIR2DL5A,"CD158F,KIR2DL5,KIR2DL5.1",ENSG00000288357,CD158F,ENSG
KIR2DL5A,"CD158F,KIR2DL5,KIR2DL5.1",ENSG00000278116,CD158F,ENSG
KIR2DL5A,"CD158F,KIR2DL5,KIR2DL5.1",ENSG00000276392,CD158F,ENSG
KIR2DL5A,"CD158F,KIR2DL5,KIR2DL5.1",ENSG00000275596,CD158F,ENSG
KIR2DL5A,"CD158F,KIR2DL5,KIR2DL5.1",ENSG00000276177,CD158F,ENSG
KIR2DL5A,"CD158F,KIR2DL5,KIR2DL5.1",ENSG00000288357,CD158F,ENSG
KIR2DL5A,"CD158F,KIR2DL5,KIR2DL5.1",ENSG00000274676,CD158F,ENSG
KIR2DL5A,"CD158F,KIR2DL5,KIR2DL5.1",ENSG00000274143,CD158F,ENSG
KIR2DL5A,"CD158F,KIR2DL5,KIR2DL5.1",ENSG00000276686,CD158F,ENSG
KIR2DS5,"CD158G,NKAT9",ENSG00000274563,CD158G,ENSG
KIR2DS5,"CD158G,NKAT9",ENSG00000274739,CD158G,ENSG
KIR2DS5,"CD158G,NKAT9",ENSG00000288206,CD158G,ENSG
KIR2DS5,"CD158G,NKAT9",ENSG00000274243,CD158G,ENSG
KIR2DS5,"CD158G,NKAT9",ENSG00000276676,CD158G,ENSG
KIR2DS5,"CD158G,NKAT9",ENSG00000275047,CD158G,ENSG
KIR2DS5,"CD158G,NKAT9",ENSG00000277650,CD158G,ENSG
KIR2DS5,"CD158G,NKAT9",ENSG00000288206,CD158G,ENSG
KIR2DS1,"CD158H,EB6ACTI,EB6ACTII",ENSG00000283937,CD158H,ENSG
KIR2DS1,"CD158H,EB6ACTI,EB6ACTII",ENSG00000273517,CD158H,ENSG
KIR2DS1,"CD158H,EB6ACTI,EB6ACTII",ENSG00000275421,CD158H,ENSG
KIR2DS1,"CD158H,EB6ACTI,EB6ACTII",ENSG00000278120,CD158H,ENSG
KIR2DS1,"CD158H,EB6ACTI,EB6ACTII",ENSG00000284560,CD158H,ENSG
KIR2DS1,"CD158H,EB6ACTI,EB6ACTII",ENSG00000284120,CD158H,ENSG
KIR2DS1,"CD158H,EB6ACTI,EB6ACTII",ENSG00000276327,CD158H,ENSG
KIR2DS1,"CD158H,EB6ACTI,EB6ACTII",ENSG00000273603,CD158H,ENSG
KIR2DS1,"CD158H,EB6ACTI,EB6ACTII",ENSG00000284150,CD158H,ENSG
KIR2DS1,"CD158H,EB6ACTI,EB6ACTII",ENSG00000278304,CD158H,ENSG
KIR2DS1,"CD158H,EB6ACTI,EB6ACTII",ENSG00000276387,CD158H,ENSG
KIR2DS1,"CD158H,EB6ACTI,EB6ACTII",ENSG00000275306,CD158H,ENSG
KIR2DS1,"CD158H,EB6ACTI,EB6ACTII",ENSG00000276387,CD158H,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000276885,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000283727,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000274807,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000284307,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000284244,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000274957,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000277345,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000275351,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000283882,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000274406,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000276395,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000284264,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000273526,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000275353,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000284408,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000283870,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000276254,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000276634,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000221957,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000275731,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000276465,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000275938,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000276154,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000273931,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000274533,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000274324,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000276209,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000274947,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000274921,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000283846,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000274714,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000283779,CD158I,ENSG
KIR2DS4,"CD158I,CL-39,KKA3,NKAT8",ENSG00000277078,CD158I,ENSG
KIR2DS2,"183ACTI,CD158J,CL-49,NKAT5",ENSG00000275452,CD158J,ENSG
KIR2DS2,"183ACTI,CD158J,CL-49,NKAT5",ENSG00000276139,CD158J,ENSG
KIR2DS2,"183ACTI,CD158J,CL-49,NKAT5",ENSG00000274438,CD158J,ENSG
KIR2DS2,"183ACTI,CD158J,CL-49,NKAT5",ENSG00000275253,CD158J,ENSG
KIR2DS2,"183ACTI,CD158J,CL-49,NKAT5",ENSG00000278152,CD158J,ENSG
KIR2DS2,"183ACTI,CD158J,CL-49,NKAT5",ENSG00000277885,CD158J,ENSG
KIR2DS2,"183ACTI,CD158J,CL-49,NKAT5",ENSG00000274518,CD158J,ENSG
KIR2DS2,"183ACTI,CD158J,CL-49,NKAT5",ENSG00000278300,CD158J,ENSG
KIR2DS2,"183ACTI,CD158J,CL-49,NKAT5",ENSG00000275737,CD158J,ENSG
KIR2DS2,"183ACTI,CD158J,CL-49,NKAT5",ENSG00000276425,CD158J,ENSG
KIR2DS2,"183ACTI,CD158J,CL-49,NKAT5",ENSG00000275735,CD158J,ENSG
KIR2DS2,"183ACTI,CD158J,CL-49,NKAT5",ENSG00000284033,CD158J,ENSG
KIR2DS2,"183ACTI,CD158J,CL-49,NKAT5",ENSG00000276258,CD158J,ENSG
KIR3DL2,"CD158K,CL-5,NKAT4,NKAT4A,NKAT4B",ENSG00000284466,CD158K,ENSG
KIR3DL2,"CD158K,CL-5,NKAT4,NKAT4A,NKAT4B",ENSG00000278710,CD158K,ENSG
KIR3DL2,"CD158K,CL-5,NKAT4,NKAT4A,NKAT4B",ENSG00000284192,CD158K,ENSG
