,symbol_counts,num_collision_symbol,percent_collision_symbol
0,2,1853,85.03900871959614
1,3,238,10.922441486920606
2,4,49,2.248737953189537
3,5,15,0.6883891693437356
4,6,13,0.5966039467645708
5,7,4,0.18357044515832951
6,8,2,0.09178522257916476
7,9,2,0.09178522257916476
8,10,2,0.09178522257916476
9,11,1,0.04589261128958238
