,symbol_counts,num_collision_symbol,percent_collision_symbol
0,2,1463,83.21956769055745
1,3,213,12.1160409556314
2,4,48,2.7303754266211606
3,5,17,0.9670079635949944
4,6,10,0.5688282138794084
5,7,4,0.22753128555176336
6,9,2,0.11376564277588168
7,10,1,0.05688282138794084
