,num_gene_records,num_collision_symbol,percent_collision_symbol
0,2,1342,82.99319727891157
1,3,192,11.873840445269018
2,4,45,2.782931354359926
3,5,15,0.927643784786642
4,6,13,0.8039579468150896
5,7,3,0.1855287569573284
6,8,2,0.12368583797155226
7,9,2,0.12368583797155226
8,10,2,0.12368583797155226
9,11,1,0.06184291898577613
