,ENSG_ID,gene_symbol,alias_symbol,HGNC_ID,NCBI_ID
36904,ENSG00000166707,ZCCHC18,{'PNMA7B'},32459,644353
36905,ENSG00000166707,ZCCHC18,{'SIZN2'},32459,644353
36906,ENSG00000087250,MT3,{'GIF'},7408,4504
36907,ENSG00000136718,IMP4,{'BXDC4'},30856,92856
36908,ENSG00000136718,IMP4,{'MGC19606'},30856,92856
36912,ENSG00000099953,MMP11,{'STMY3'},7157,4320
36913,ENSG00000158639,PAGE5,{'CT16.1'},29992,90737
36914,ENSG00000158639,PAGE5,{'CT16.2'},29992,90737
36915,ENSG00000158639,PAGE5,{'PAGE-5'},29992,90737
36925,ENSG00000125814,NAPB,{'SNAP-BETA'},15751,63908
36926,ENSG00000125814,NAPB,{'SNAPB'},15751,63908
36927,ENSG00000185615,PDIA2,{'PDA2'},14180,64714
36928,ENSG00000185615,PDIA2,{'PDI'},14180,64714
36929,ENSG00000185615,PDIA2,{'PDIP'},14180,64714
36930,ENSG00000185615,PDIA2,{'PDIR'},14180,64714
36931,ENSG00000207233,SNORA37,{'ACA37'},32630,677819
36933,ENSG00000101751,POLI,{'RAD30B'},9182,11201
36934,ENSG00000101751,POLI,{'RAD3OB'},9182,11201
36935,ENSG00000138160,KIF11,{'EG5'},6388,3832
36936,ENSG00000138160,KIF11,{'HKSP'},6388,3832
36937,ENSG00000138160,KIF11,{'KNSL1'},6388,3832
36938,ENSG00000138160,KIF11,{'TRIP5'},6388,3832
36939,ENSG00000102387,TAF7L,{'CT40'},11548,54457
36940,ENSG00000102387,TAF7L,{'TAF2Q'},11548,54457
36941,ENSG00000276581,SPATA31A5,{'FAM75A5'},32005,727905
36942,ENSG00000276581,SPATA31A5,{'OTTHUMG00000013204'},32005,727905
36957,ENSG00000221273,MIR1237,{'HSA-MIR-1237'},33927,100302280
36958,ENSG00000221273,MIR1237,{'MIRN1237'},33927,100302280
36996,ENSG00000119314,PTBP3,{'DKFZP781I1117'},10253,9991
36997,ENSG00000119314,PTBP3,{'ROD1'},10253,9991
37002,ENSG00000168065,SLC22A11,{'OAT4'},18120,55867
37003,ENSG00000112425,EPM2A,{'LD'},3413,7957
37004,ENSG00000112425,EPM2A,{'LDE'},3413,7957
37011,ENSG00000100325,ASCC2,{'ASC1P100'},24103,84164
37012,ENSG00000100325,ASCC2,{'DKFZP586O0223'},24103,84164
37013,ENSG00000100325,ASCC2,{'FLJ21588'},24103,84164
37018,ENSG00000006327,TNFRSF12A,{'CD266'},18152,51330
37019,ENSG00000006327,TNFRSF12A,{'FN14'},18152,51330
37020,ENSG00000006327,TNFRSF12A,{'TWEAKR'},18152,51330
37022,ENSG00000165359,INTS6L,{'DDX26B'},27334,203522
37023,ENSG00000165359,INTS6L,{'FLJ41215'},27334,203522
37024,ENSG00000136044,APPL2,{'DIP13B'},18242,55198
37025,ENSG00000136044,APPL2,{'FLJ10659'},18242,55198
37028,ENSG00000138592,USP8,{'HUMORF8'},12631,9101
37029,ENSG00000138592,USP8,{'KIAA0055'},12631,9101
37030,ENSG00000138592,USP8,{'SPG59'},12631,9101
37031,ENSG00000138592,USP8,{'UBPY'},12631,9101
37038,ENSG00000103145,HCFC1R1,{'FLJ20568'},21198,54985
37039,ENSG00000103145,HCFC1R1,{'HPIP'},21198,54985
37040,ENSG00000201728,RNA5SP479,{'RN5S479'},43379,
37042,ENSG00000125823,CSTL1,{'CTES1'},15958,128817
37043,ENSG00000125823,CSTL1,{'DJ322G13.4'},15958,128817
37054,ENSG00000125831,CST11,{'CST8L'},15959,140880
37055,ENSG00000125831,CST11,{'CTES2'},15959,140880
37056,ENSG00000125831,CST11,{'DJ322G13.6'},15959,140880
37061,ENSG00000197891,SLC22A12,{'HURAT1'},17989,116085
37062,ENSG00000197891,SLC22A12,{'OAT4L'},17989,116085
37063,ENSG00000197891,SLC22A12,{'RST'},17989,116085
37064,ENSG00000197891,SLC22A12,{'UAT'},17989,116085
37065,ENSG00000197891,SLC22A12,{'URAT1'},17989,116085
37073,ENSG00000160013,PTGIR,{'IP'},9602,5739
37074,ENSG00000233015,SLC25A6P1,{'DJ1065O2.2'},16554,
37075,ENSG00000233015,SLC25A6P1,{'SLC25A5L'},16554,
37076,ENSG00000227063,RPL41P1,{'RPL41L2'},10356,
37087,ENSG00000197380,DACT3,{'DAPPER3'},30745,147906
37088,ENSG00000197380,DACT3,{'MGC15476'},30745,147906
37089,ENSG00000197380,DACT3,{'RRR1'},30745,147906
37120,ENSG00000211513,MIR320E,{'HSA-MIR-320E'},38230,
37133,ENSG00000130545,CRB3,{'MGC17303'},20237,92359
37134,ENSG00000042286,AIFM2,{'AMID'},21411,84883
37135,ENSG00000042286,AIFM2,{'FLJ14497'},21411,84883
37136,ENSG00000042286,AIFM2,{'FSP1'},21411,84883
37137,ENSG00000042286,AIFM2,{'PRG3'},21411,84883
37138,ENSG00000005889,ZFX,{'ZNF926'},12869,7543
37140,ENSG00000166845,C18orf54,{'LAS2'},13796,162681
37141,ENSG00000166845,C18orf54,{'MGC33382'},13796,162681
37144,ENSG00000106692,FKTN,{'FCMD'},3622,2218
37145,ENSG00000106692,FKTN,{'LGMD2M'},3622,2218
37146,ENSG00000180817,PPA1,{'IOPPP'},9226,5464
37147,ENSG00000180817,PPA1,{'PP'},9226,5464
37148,ENSG00000180817,PPA1,{'PP1'},9226,5464
37149,ENSG00000180817,PPA1,{'PPASE'},9226,5464
37150,ENSG00000180817,PPA1,{'SID6-8061'},9226,5464
37152,ENSG00000112367,FIG4,{'ALS11'},16873,9896
37153,ENSG00000112367,FIG4,{'CMT4J'},16873,9896
37154,ENSG00000112367,FIG4,{'DJ249I4.1'},16873,9896
37155,ENSG00000112367,FIG4,{'HSAC3'},16873,9896
37156,ENSG00000112367,FIG4,{'KIAA0274'},16873,9896
37157,ENSG00000112367,FIG4,{'SAC3'},16873,9896
37163,ENSG00000230482,ATP5MC2P3,{'ATP5G2P3'},42187,
37168,ENSG00000234199,LINC01191,{'LNC-ACTR3'},49595,440900
37169,ENSG00000234199,LINC01191,{'VIN'},49595,440900
37170,ENSG00000181938,GINS3,{'FLJ13912'},25851,64785
37171,ENSG00000181938,GINS3,{'PSF3'},25851,64785
37176,ENSG00000275330,VSTM1,{'UNQ3033'},29455,284415
37182,ENSG00000168702,LRP1B,{'LRP-DIT'},6693,53353
37183,ENSG00000168702,LRP1B,{'LRPDIT'},6693,53353
37184,ENSG00000164603,BMT2,{'C7ORF60'},26475,154743
37185,ENSG00000164603,BMT2,{'DKFZP762M126'},26475,154743
37186,ENSG00000164603,BMT2,{'FLJ31818'},26475,154743
37187,ENSG00000164603,BMT2,{'SAMTOR'},26475,154743
37198,ENSG00000205744,DENND1C,{'FAM31C'},26225,79958
37199,ENSG00000205744,DENND1C,{'FLJ22757'},26225,79958
37201,ENSG00000103227,LMF1,{'C16ORF26'},14154,64788
37202,ENSG00000103227,LMF1,{'FLJ12681'},14154,64788
37203,ENSG00000103227,LMF1,{'FLJ22302'},14154,64788
37204,ENSG00000103227,LMF1,{'JFP11'},14154,64788
37205,ENSG00000103227,LMF1,{'TMEM112'},14154,64788
37206,ENSG00000103227,LMF1,{'TMEM112A'},14154,64788
37209,ENSG00000282939,TRBV7-2,{'TCRBV6S5A1N1'},12236,
37210,ENSG00000282939,TRBV7-2,{'TCRBV7S2'},12236,
37211,ENSG00000282939,TRBV7-2,{'TRBV72'},12236,
37214,ENSG00000065243,PKN2,{'PAK-2'},9406,5586
37215,ENSG00000065243,PKN2,{'PRK2'},9406,5586
37216,ENSG00000065243,PKN2,{'PRKCL2'},9406,5586
37217,ENSG00000065243,PKN2,{'STK7'},9406,5586
37218,ENSG00000160963,COL26A1,{'EMI6'},18038,136227
37219,ENSG00000160963,COL26A1,{'EMID2'},18038,136227
37220,ENSG00000160963,COL26A1,{'EMU2'},18038,136227
37224,ENSG00000100395,L3MBTL2,{'DJ756G23.3'},18594,83746
37225,ENSG00000100395,L3MBTL2,{'DKFZP761I141'},18594,83746
37226,ENSG00000100395,L3MBTL2,{'H-L(3)MBT-L'},18594,83746
37240,ENSG00000156521,TYSND1,{'MGC34695'},28531,219743
37241,ENSG00000156521,TYSND1,{'NET41'},28531,219743
37253,ENSG00000068831,RASGRP2,{'CALDAG-GEFI'},9879,10235
37254,ENSG00000252479,RNA5SP309,{'RN5S309'},43209,
37258,ENSG00000126752,SSX1,{'CT5.1'},11335,6756
37262,ENSG00000223540,RPS15AP5,{'EM:AC025947.3'},23743,
37267,ENSG00000107672,NSMCE4A,{'BA500G22.3'},25935,54780
37268,ENSG00000107672,NSMCE4A,{'C10ORF86'},25935,54780
37269,ENSG00000107672,NSMCE4A,{'FLJ20003'},25935,54780
37270,ENSG00000107672,NSMCE4A,{'NSE4A'},25935,54780
37271,ENSG00000134278,SPIRE1,{'KIAA1135'},30622,56907
37272,ENSG00000134278,SPIRE1,{'SPIR-1'},30622,56907
37277,ENSG00000258359,PCNPP1,{'PCNPP'},32440,
37282,ENSG00000162989,KCNJ3,{'GIRK1'},6264,3760
37283,ENSG00000162989,KCNJ3,{'KGA'},6264,3760
37284,ENSG00000162989,KCNJ3,{'KIR3.1'},6264,3760
37285,ENSG00000057704,TMCC3,{'KIAA1145'},29199,57458
37293,ENSG00000197779,ZNF81,{'HFZ20'},13156,347344
37294,ENSG00000197779,ZNF81,{'MRX45'},13156,347344
37295,ENSG00000170260,ZNF212,{'C2H2-150'},13004,7988
37296,ENSG00000274359,NDUFA3,{'B9'},7686,4696
37298,ENSG00000237766,GGTA2P,{'GGTA1P'},4254,
37299,ENSG00000237766,GGTA2P,{'GLYT2L'},4254,
37300,ENSG00000237766,GGTA2P,{'GLYT3'},4254,
37301,ENSG00000237766,GGTA2P,{'HGT2'},4254,
37303,ENSG00000274073,TFPT,{'AMIDA'},13630,29844
37304,ENSG00000274073,TFPT,{'FB1'},13630,29844
37305,ENSG00000274073,TFPT,{'INO80F'},13630,29844
37306,ENSG00000163293,NIPAL1,{'DKFZP686A06115'},27194,152519
37307,ENSG00000163293,NIPAL1,{'NIPA3'},27194,152519
37308,ENSG00000163293,NIPAL1,{'NPAL1'},27194,152519
37309,ENSG00000163293,NIPAL1,{'SLC57A3'},27194,152519
37310,ENSG00000258102,MAP1LC3B2,{'ATG8G'},34390,643246
37312,ENSG00000144120,TMEM177,{'MGC10993'},28143,80775
37313,ENSG00000080561,MID2,{'FXY2'},7096,11043
37314,ENSG00000080561,MID2,{'MRX101'},7096,11043
37315,ENSG00000080561,MID2,{'RNF60'},7096,11043
37316,ENSG00000080561,MID2,{'TRIM1'},7096,11043
37317,ENSG00000137198,GMPR,{'GMPR1'},4376,2766
37320,ENSG00000277154,PRPF31,{'HPRP31'},15446,26121
37321,ENSG00000277154,PRPF31,{'NY-BR-99'},15446,26121
37322,ENSG00000277154,PRPF31,{'PRP31'},15446,26121
37323,ENSG00000277154,PRPF31,{'RP11'},15446,26121
37324,ENSG00000277154,PRPF31,{'SNRNP61'},15446,26121
37326,ENSG00000159387,IRX6,{'IRX-3'},14675,79190
37327,ENSG00000159387,IRX6,{'IRX7'},14675,79190
37328,ENSG00000151233,GXYLT1,{'FLJ43151'},27482,283464
37329,ENSG00000151233,GXYLT1,{'GLT8D3'},27482,283464
37331,ENSG00000228742,LINC02577,{'AC002384.1'},53749,111216280
37332,ENSG00000228742,LINC02577,{'CLAN'},53749,111216280
37333,ENSG00000228742,LINC02577,{'SLINKY'},53749,111216280
37334,ENSG00000144278,GALNT13,{'GALNAC-T13'},23242,114805
37335,ENSG00000144278,GALNT13,{'KIAA1918'},23242,114805
37338,ENSG00000211716,TRBV9,{'TCRBV1S1A1N1'},12246,
37339,ENSG00000211716,TRBV9,{'TCRBV9S1'},12246,
37342,ENSG00000067836,ROGDI,{'FLJ22386'},29478,79641
37343,ENSG00000067836,ROGDI,{'RAV2'},29478,79641
37344,ENSG00000067836,ROGDI,{'ROGD1'},29478,79641
37346,ENSG00000106153,CHCHD2,{'C7ORF17'},21645,51142
37347,ENSG00000106153,CHCHD2,{'MIX17B'},21645,51142
37348,ENSG00000106153,CHCHD2,{'MNRR1'},21645,51142
37350,ENSG00000229281,GPR53P,{'DJ271M21.8'},4509,
37351,ENSG00000229281,GPR53P,{'PSIGPR53'},4509,
37353,ENSG00000213886,UBD,{'FAT10'},18795,10537
37354,ENSG00000100399,CHADL,{'SLRR4B'},25165,150356
37358,ENSG00000166189,HPS6,{'BLOC2S3'},18817,79803
37359,ENSG00000166189,HPS6,{'FLJ22501'},18817,79803
37360,ENSG00000248866,USP46-DT,{'USP46-AS1'},43991,
37367,ENSG00000250302,LINC01618,{'LOC152578'},27195,152578
37372,ENSG00000232173,OR2H5P,{'HS271M21'},8256,
37373,ENSG00000232173,OR2H5P,{'HS6M1-13'},8256,
37374,ENSG00000232173,OR2H5P,{'OR2H5'},8256,
37375,ENSG00000227609,TMEM183AP1,{'BPG126D10.10'},33458,
37376,ENSG00000227609,TMEM183AP1,{'OTTHUMG00000086663'},33458,
37377,ENSG00000198728,LDB1,{'CLIM2'},6532,8861
37378,ENSG00000198728,LDB1,{'NLI'},6532,8861
37379,ENSG00000201330,SNORD32B,{'U32B'},32719,692092
37381,ENSG00000231301,RPL13AP,{'DJ271M21.3'},13977,
37382,ENSG00000235238,SUMO2P1,{'DJ271M21'},13985,
37383,ENSG00000235238,SUMO2P1,{'SMT3BP'},13985,
37384,ENSG00000235238,SUMO2P1,{'SMT3H2P'},13985,
37385,ENSG00000235238,SUMO2P1,{'SUMO2P'},13985,
37387,ENSG00000264585,MIR4449,{'HSA-MIR-4449'},41864,100616436
37389,ENSG00000212588,SNORA26,{'HBI-6'},32616,677810
37390,ENSG00000147912,FBXO10,{'FBX10'},13589,26267
37392,ENSG00000277114,CNOT3,{'KIAA0691'},7879,4849
37393,ENSG00000277114,CNOT3,{'LENG2'},7879,4849
37394,ENSG00000277114,CNOT3,{'NOT3'},7879,4849
37395,ENSG00000277114,CNOT3,{'NOT3H'},7879,4849
37396,ENSG00000226887,ERVMER34-1,{'ENVMER34'},42970,100288413
37397,ENSG00000226887,ERVMER34-1,{'HEMO'},42970,100288413
37405,ENSG00000012822,CALCOCO1,{'CALPHOGLIN'},29306,57658
37406,ENSG00000012822,CALCOCO1,{'COCOA'},29306,57658
37407,ENSG00000012822,CALCOCO1,{'KIAA1536'},29306,57658
37415,ENSG00000231234,SKP1P1,{'EMC19'},33696,
37416,ENSG00000231234,SKP1P1,{'OCP2'},33696,
37417,ENSG00000231234,SKP1P1,{'TCEB1L'},33696,
37418,ENSG00000231234,SKP1P1,{'TCEB1P'},33696,
37425,ENSG00000243889,TRBV8-1,{'TCRBV30S1P'},12244,
37426,ENSG00000243889,TRBV8-1,{'TCRBV8S1P'},12244,
37427,ENSG00000243889,TRBV8-1,{'TRBV81'},12244,
37429,ENSG00000204655,MOG,{'BTN6'},7197,4340
37430,ENSG00000204655,MOG,{'BTNL11'},7197,4340
37435,ENSG00000274552,MIR6889,{'HSA-MIR-6889'},50014,102466758
37439,ENSG00000100146,SOX10,{'DOM'},11190,6663
37440,ENSG00000100146,SOX10,{'SOX-10'},11190,6663
37441,ENSG00000100146,SOX10,{'WS2E'},11190,6663
37442,ENSG00000100146,SOX10,{'WS4'},11190,6663
37446,ENSG00000125657,TNFSF9,{'4-1BB-L'},11939,8744
37447,ENSG00000125657,TNFSF9,{'4-1BBL'},11939,8744
37448,ENSG00000125657,TNFSF9,{'CD137L'},11939,8744
37451,ENSG00000214102,WEE2,{'FLJ16107'},19684,494551
37452,ENSG00000214102,WEE2,{'WEE1B'},19684,494551
37454,ENSG00000117528,ABCD3,{'PMP70'},67,5825
37455,ENSG00000117528,ABCD3,{'PXMP1'},67,5825
37456,ENSG00000117528,ABCD3,{'ZWS2'},67,5825
37459,ENSG00000082929,LINC01587,{'AC1'},13716,10141
37460,ENSG00000082929,LINC01587,{'C4ORF6'},13716,10141
37463,ENSG00000120498,TEX11,{'MZIP4'},11733,56159
37464,ENSG00000120498,TEX11,{'SPO22'},11733,56159
37465,ENSG00000120498,TEX11,{'TGC1'},11733,56159
37466,ENSG00000120498,TEX11,{'TSGA3'},11733,56159
37467,ENSG00000120498,TEX11,{'ZIP4'},11733,56159
37468,ENSG00000120498,TEX11,{'ZIP4H'},11733,56159
37475,ENSG00000125726,CD70,{'CD27-L'},11937,970
37476,ENSG00000125726,CD70,{'CD27L'},11937,970
37477,ENSG00000125726,CD70,{'CD27LG'},11937,970
37478,ENSG00000125726,CD70,{'TNFSF7'},11937,970
37483,ENSG00000164113,ADAD1,{'TENR'},30713,132612
37484,ENSG00000105929,ATP6V0A4,{'A4'},866,50617
37485,ENSG00000105929,ATP6V0A4,{'ATP6N1B'},866,50617
37486,ENSG00000105929,ATP6V0A4,{'ATP6N2'},866,50617
37487,ENSG00000105929,ATP6V0A4,{'RDRTA2'},866,50617
37488,ENSG00000105929,ATP6V0A4,{'RTA1C'},866,50617
37489,ENSG00000105929,ATP6V0A4,{'RTADR'},866,50617
37490,ENSG00000105929,ATP6V0A4,{'STV1'},866,50617
37491,ENSG00000105929,ATP6V0A4,{'VPH1'},866,50617
37492,ENSG00000105929,ATP6V0A4,{'VPP2'},866,50617
37493,ENSG00000185022,MAFF,{'HMAFF'},6780,23764
37496,ENSG00000283950,MIR6791,{'HSA-MIR-6791'},50097,102465474
37498,ENSG00000261236,BOP1,{'KIAA0124'},15519,23246
37499,ENSG00000175768,TOMM5,{'BA613M10.3'},31369,401505
37500,ENSG00000175768,TOMM5,{'C9ORF105'},31369,401505
37501,ENSG00000175768,TOMM5,{'TOM5'},31369,401505
37502,ENSG00000125733,TRIP10,{'CIP4'},12304,9322
37503,ENSG00000125733,TRIP10,{'HSTP'},12304,9322
37504,ENSG00000125733,TRIP10,{'STOT'},12304,9322
37505,ENSG00000125733,TRIP10,{'STP'},12304,9322
37511,ENSG00000198792,TMEM184B,{'C22ORF5'},1310,25829
37512,ENSG00000198792,TMEM184B,{'DKFZP586A1024'},1310,25829
37513,ENSG00000198792,TMEM184B,{'FM08'},1310,25829
37514,ENSG00000198792,TMEM184B,{'HS5O6A'},1310,25829
37515,ENSG00000198792,TMEM184B,{'SLC51C2'},1310,25829
37519,ENSG00000148840,PPRC1,{'KIAA0595'},30025,23082
37520,ENSG00000148840,PPRC1,{'MGC74642'},30025,23082
37521,ENSG00000148840,PPRC1,{'PRC'},30025,23082
37526,ENSG00000070601,FRMPD1,{'FRMD2'},29159,22844
37527,ENSG00000070601,FRMPD1,{'KIAA0967'},29159,22844
37536,ENSG00000141504,SAT2,{'SSAT2'},23160,112483
37541,ENSG00000230251,PHB1P4,{'PHBP4'},8916,
37550,ENSG00000223816,IGKV1OR2-2,{'IGKV1/OR2-2'},49465,
37551,ENSG00000204434,POTEKP,{'ACTBL3'},30182,
37552,ENSG00000204434,POTEKP,{'FKSG30'},30182,
37553,ENSG00000204434,POTEKP,{'POTE2DELTA'},30182,
37554,ENSG00000204434,POTEKP,{'POTEK'},30182,
37565,ENSG00000227359,LINC02936,{'AC017074.1'},55940,
37566,ENSG00000276935,MBOAT7,{'BB1'},15505,79143
37567,ENSG00000276935,MBOAT7,{'HMBOA-7'},15505,79143
37568,ENSG00000276935,MBOAT7,{'LENG4'},15505,79143
37569,ENSG00000276935,MBOAT7,{'LPIAT1'},15505,79143
37570,ENSG00000276935,MBOAT7,{'LPLAT'},15505,79143
37571,ENSG00000276935,MBOAT7,{'LPLAT11'},15505,79143
37572,ENSG00000072135,PTPN18,{'BDP1'},9649,26469
37574,ENSG00000248329,APELA,{'ELA'},48925,100506013
37575,ENSG00000248329,APELA,{'ENDE'},48925,100506013
37576,ENSG00000248329,APELA,{'TDL'},48925,100506013
37578,ENSG00000165275,TRMT10B,{'BA3J10.9'},26454,158234
37579,ENSG00000165275,TRMT10B,{'FLJ31455'},26454,158234
37580,ENSG00000165275,TRMT10B,{'RG9MTD3'},26454,158234
37582,ENSG00000155666,KDM8,{'FLJ13798'},25840,79831
37583,ENSG00000155666,KDM8,{'JMJD5'},25840,79831
37585,ENSG00000235246,TMEM184B-AS1,{'RP1'},56716,128385376
37586,ENSG00000235246,TMEM184B-AS1,{'RP1-5O6.5'},56716,128385376
37587,ENSG00000252376,RNA5SP395,{'RN5S395'},43295,
37596,ENSG00000213923,CSNK1E,{'CKIE'},2453,1454
37597,ENSG00000213923,CSNK1E,{'CKIEPSILON'},2453,1454
37598,ENSG00000213923,CSNK1E,{'HCKIE'},2453,1454
37599,ENSG00000121089,NACA3P,{'NACA3'},33442,
37600,ENSG00000129244,ATP1B2,{'AMOG'},805,482
37602,ENSG00000250486,FAM218A,{'C4ORF39'},26466,152756
37603,ENSG00000250486,FAM218A,{'FLJ31659'},26466,152756
37604,ENSG00000250486,FAM218A,{'TRIM61-AS1'},26466,152756
37605,ENSG00000166197,NOLC1,{'KIAA0035'},15608,9221
37606,ENSG00000166197,NOLC1,{'NOPP130'},15608,9221
37607,ENSG00000166197,NOLC1,{'NOPP140'},15608,9221
37608,ENSG00000166197,NOLC1,{'P130'},15608,9221
37609,ENSG00000166197,NOLC1,{'SRP40'},15608,9221
37615,ENSG00000176979,TRIM60,{'FLJ35882'},21162,166655
37616,ENSG00000176979,TRIM60,{'RNF129'},21162,166655
37617,ENSG00000176979,TRIM60,{'RNF33'},21162,166655
37619,ENSG00000108947,EFNB3,{'EPLG8'},3228,1949
37620,ENSG00000108947,EFNB3,{'LERK-8'},3228,1949
37632,ENSG00000187689,AMTN,{'RSTI689'},33188,401138
37633,ENSG00000187689,AMTN,{'UNQ689'},33188,401138
37634,ENSG00000100888,CHD8,{'DUPLIN'},20153,57680
37635,ENSG00000100888,CHD8,{'HELSNF1'},20153,57680
37636,ENSG00000100888,CHD8,{'KIAA1564'},20153,57680
37637,ENSG00000092439,TRPM7,{'CHAK1'},17994,54822
37638,ENSG00000092439,TRPM7,{'LTRPC7'},17994,54822
37639,ENSG00000092439,TRPM7,{'TRP-PLIK'},17994,54822
37640,ENSG00000036549,ZZZ3,{'ATAC1'},24523,26009
37641,ENSG00000036549,ZZZ3,{'DKFZP564I052'},24523,26009
37642,ENSG00000147138,GPR174,{'FKSG79'},30245,84636
37643,ENSG00000147138,GPR174,{'LPS3'},30245,84636
37644,ENSG00000262628,OR1D5,{'OR17-31'},8186,8386
37646,ENSG00000125354,SEPTIN6,{'KIAA0128'},15848,23157
37647,ENSG00000125354,SEPTIN6,{'MGC16619'},15848,23157
37648,ENSG00000125354,SEPTIN6,{'MGC20339'},15848,23157
37649,ENSG00000125354,SEPTIN6,{'SEP2'},15848,23157
37650,ENSG00000125354,SEPTIN6,{'SEPT2'},15848,23157
37651,ENSG00000125354,SEPTIN6,{'SEPT6'},15848,23157
37652,ENSG00000262085,OR1P1,{'OR17-208'},8222,
37653,ENSG00000262085,OR1P1,{'OR1P1P'},8222,
37654,ENSG00000142163,OR1E3,{'OR17-210'},8191,
37655,ENSG00000142163,OR1E3,{'OR1E3P'},8191,
37656,ENSG00000140623,SEPTIN12,{'FLJ25410'},26348,124404
37657,ENSG00000140623,SEPTIN12,{'SEPT12'},26348,124404
37661,ENSG00000171428,NAT1,{'AAC1'},7645,9
37666,ENSG00000109084,TMEM97,{'MAC30'},28106,27346
37667,ENSG00000109084,TMEM97,{'S2R'},28106,27346
37668,ENSG00000278622,TSEN34,{'LENG5'},15506,79042
37669,ENSG00000278622,TSEN34,{'SEN34'},15506,79042
37670,ENSG00000278622,TSEN34,{'SEN34L'},15506,79042
37672,ENSG00000242771,TRBV5-2,{'TCRBV31S1'},12219,
37673,ENSG00000242771,TRBV5-2,{'TCRBV5S2P'},12219,
37674,ENSG00000242771,TRBV5-2,{'TRBV52'},12219,
37682,ENSG00000146918,NCAPG2,{'CAP-G2'},21904,54892
37683,ENSG00000146918,NCAPG2,{'FLJ20311'},21904,54892
37684,ENSG00000146918,NCAPG2,{'HCAP-G2'},21904,54892
37685,ENSG00000146918,NCAPG2,{'LUZP5'},21904,54892
37686,ENSG00000146918,NCAPG2,{'MTB'},21904,54892
37687,ENSG00000132464,ENAM,{'AIH2'},3344,10117
37688,ENSG00000253937,NATP,{'AACP'},15,
37689,ENSG00000253937,NATP,{'NATP1'},15,
37694,ENSG00000109079,TNFAIP1,{'B12'},11894,7126
37695,ENSG00000109079,TNFAIP1,{'B61'},11894,7126
37696,ENSG00000109079,TNFAIP1,{'BTBD34'},11894,7126
37697,ENSG00000109079,TNFAIP1,{'EDP1'},11894,7126
37698,ENSG00000109079,TNFAIP1,{'MGC2317'},11894,7126
37702,ENSG00000022567,SLC45A4,{'KIAA1126'},29196,57210
37713,ENSG00000132467,UTP3,{'CRLZ1'},24477,57050
37714,ENSG00000132467,UTP3,{'DKFZP761F222'},24477,57050
37715,ENSG00000132467,UTP3,{'FLJ23256'},24477,57050
37716,ENSG00000132467,UTP3,{'SAS10'},24477,57050
37717,ENSG00000107371,EXOSC3,{'CGI-102'},17944,51010
37718,ENSG00000107371,EXOSC3,{'HRRP-40'},17944,51010
37719,ENSG00000107371,EXOSC3,{'HRRP40P'},17944,51010
37720,ENSG00000107371,EXOSC3,{'P10'},17944,51010
37721,ENSG00000107371,EXOSC3,{'RRP40'},17944,51010
37722,ENSG00000107371,EXOSC3,{'RRP40P'},17944,51010
37723,ENSG00000274646,RPS9,{'S9'},10442,6203
37724,ENSG00000274646,RPS9,{'US4'},10442,6203
37728,ENSG00000119915,ELOVL3,{'CIG-30'},18047,83401
37731,ENSG00000018189,RUFY3,{'KIAA0871'},30285,22902
37732,ENSG00000018189,RUFY3,{'RIPX'},30285,22902
37733,ENSG00000018189,RUFY3,{'SINGAR1'},30285,22902
37734,ENSG00000018189,RUFY3,{'ZFYVE30'},30285,22902
37751,ENSG00000122741,DCAF10,{'FLJ23201'},23686,79269
37752,ENSG00000122741,DCAF10,{'MGC10765'},23686,79269
37753,ENSG00000122741,DCAF10,{'WDR32'},23686,79269
37769,ENSG00000155719,OTOA,{'CT108'},16378,146183
37770,ENSG00000155719,OTOA,{'DFNB22'},16378,146183
37773,ENSG00000152127,MGAT5,{'GNT-V'},7049,4249
37774,ENSG00000152127,MGAT5,{'MGAT5A'},7049,4249
37789,ENSG00000283927,MIR133A1,{'HSA-MIR-133A-1'},31517,406922
37790,ENSG00000283927,MIR133A1,{'MIRN133A1'},31517,406922
37791,ENSG00000284453,MIR1-2,{'HSA-MIR-1-2'},31500,406905
37792,ENSG00000284453,MIR1-2,{'MIRN1-2'},31500,406905
37797,ENSG00000221594,MIR548F1,{'HSA-MIR-548F-1'},35305,100302192
37798,ENSG00000221594,MIR548F1,{'MIRN548F1'},35305,100302192
37802,ENSG00000189433,GJB4,{'CX30.3'},4286,127534
37803,ENSG00000222520,RNA5SP451,{'RN5S451'},43351,
37805,ENSG00000101752,MIB1,{'DIP-1'},21086,57534
37806,ENSG00000101752,MIB1,{'KIAA1323'},21086,57534
37807,ENSG00000101752,MIB1,{'MIB'},21086,57534
37808,ENSG00000101752,MIB1,{'ZZANK2'},21086,57534
37809,ENSG00000101752,MIB1,{'ZZZ6'},21086,57534
37833,ENSG00000107959,PITRM1,{'HMP1'},17663,10531
37834,ENSG00000107959,PITRM1,{'KIAA1104'},17663,10531
37835,ENSG00000107959,PITRM1,{'MP1'},17663,10531
37836,ENSG00000107959,PITRM1,{'PREP'},17663,10531
37843,ENSG00000004142,POLDIP2,{'DKFZP586F1524'},23781,26073
37844,ENSG00000004142,POLDIP2,{'PDIP38'},23781,26073
37855,ENSG00000277816,LILRB3,{'CD85A'},6607,11025
37856,ENSG00000277816,LILRB3,{'HL9'},6607,11025
37857,ENSG00000277816,LILRB3,{'ILT5'},6607,11025
