,HGNC_ID,alias_symbol,NCBI_ID,ENSG_ID,gene_symbol
15457,13603,{'FBL6'},26233,ENSG00000182325,FBXL6
15458,13604,{'KIAA0840'},23194,ENSG00000183580,FBXL7
15459,13604,{'FBL7'},23194,ENSG00000183580,FBXL7
15460,13604,{'FBL6'},23194,ENSG00000183580,FBXL7
15461,17875,{'Fbl8'},55336,ENSG00000135722,FBXL8
15462,13605,{'FBL9'},26231,ENSG00000125122,FBXL9P
15463,13611,{'FLJ20188'},54850,ENSG00000127452,FBXL12
15464,13611,{'Fbl12'},54850,ENSG00000127452,FBXL12
15466,21658,{'MGC21636'},222235,ENSG00000161040,FBXL13
15467,21658,{'Fbl13'},222235,ENSG00000161040,FBXL13
15468,21658,{'DRC6'},222235,ENSG00000161040,FBXL13
15469,21658,{'CFAP169'},222235,ENSG00000161040,FBXL13
15470,28624,{'MGC40195'},144699,ENSG00000171823,FBXL14
15471,28624,{'Fbl14'},144699,ENSG00000171823,FBXL14
15472,28155,{'MGC11279'},79176,ENSG00000107872,FBXL15
15473,28155,{'Fbl15'},79176,ENSG00000107872,FBXL15
15474,14150,{'MGC33974'},146330,ENSG00000127585,FBXL16
15475,14150,{'Fbl16'},146330,ENSG00000127585,FBXL16
15476,13615,{'DKFZP434C1715'},64839,ENSG00000145743,FBXL17
15477,13615,{'Fbx13'},64839,ENSG00000145743,FBXL17
15478,13615,{'Fbl17'},64839,ENSG00000145743,FBXL17
15479,21874,{'FLJ11467'},80028,ENSG00000155034,FBXL18
15480,21874,{'Fbl18'},80028,ENSG00000155034,FBXL18
15481,25300,{'DKFZp434K0410'},54620,ENSG00000099364,FBXL19
15482,25300,{'Fbl19'},54620,ENSG00000099364,FBXL19
15483,25300,{'JHDM1C'},54620,ENSG00000099364,FBXL19
15484,25300,{'CXXC11'},54620,ENSG00000099364,FBXL19
15485,27557,{'MGC125469'},283932,ENSG00000260852,FBXL19-AS1
15486,27557,{'MGC125470'},283932,ENSG00000260852,FBXL19-AS1
15487,27557,{'MGC125472'},283932,ENSG00000260852,FBXL19-AS1
15488,24679,{'MGC15482'},84961,ENSG00000108306,FBXL20
15489,24679,{'Fbl2'},84961,ENSG00000108306,FBXL20
15490,24679,{'Fbl20'},84961,ENSG00000108306,FBXL20
15491,13600,{'FBL3B'},26223,ENSG00000164616,FBXL21P
15492,13600,{'Fbl21'},26223,ENSG00000164616,FBXL21P
15493,27537,{'Fbl22'},283807,ENSG00000197361,FBXL22
15494,27537,{'FLJ39626'},283807,ENSG00000197361,FBXL22
15495,13581,{'FBX2'},26232,ENSG00000116661,FBXO2
15496,13581,{'Nfb42'},26232,ENSG00000116661,FBXO2
15497,13581,{'Fbs1'},26232,ENSG00000116661,FBXO2
15498,13581,{'Fbg1'},26232,ENSG00000116661,FBXO2
15499,13582,{'FBX3'},26273,ENSG00000110429,FBXO3
15500,13582,{'FBA'},26273,ENSG00000110429,FBXO3
15502,13583,{'FBX4'},26272,ENSG00000151876,FBXO4
15503,13584,{'FBX5'},26271,ENSG00000112029,FBXO5
15504,13584,{'Fbxo31'},26271,ENSG00000112029,FBXO5
15505,13584,{'EMI1'},26271,ENSG00000112029,FBXO5
15506,13585,{'FBX6'},26270,ENSG00000116663,FBXO6
15507,13585,{'FBG2'},26270,ENSG00000116663,FBXO6
15508,13585,{'FBS2'},26270,ENSG00000116663,FBXO6
15509,13585,{'Fbx6b'},26270,ENSG00000116663,FBXO6
15510,13586,{'FBX7'},25793,ENSG00000100225,FBXO7
15511,13586,{'Fbx'},25793,ENSG00000100225,FBXO7
15512,13586,{'PARK15'},25793,ENSG00000100225,FBXO7
15513,13587,{'FBX8'},26269,ENSG00000164117,FBXO8
15514,13587,{'FBS'},26269,ENSG00000164117,FBXO8
15515,13588,{'FBX9'},26268,ENSG00000112146,FBXO9
15516,13588,{'NY-REN-57'},26268,ENSG00000112146,FBXO9
15517,13589,{'FBX10'},26267,ENSG00000147912,FBXO10
15518,13590,{'FBX11'},80204,ENSG00000138081,FBXO11
15519,13590,{'UBR6'},80204,ENSG00000138081,FBXO11
15520,13617,{'MGC39671'},201456,ENSG00000141665,FBXO15
15521,13617,{'FBX15'},201456,ENSG00000141665,FBXO15
15522,13618,{'FBX16'},157574,ENSG00000214050,FBXO16
15523,18754,{'FBG4'},115290,ENSG00000269190,FBXO17
15524,18754,{'FLJ25205'},115290,ENSG00000269190,FBXO17
15525,18754,{'MGC9379'},115290,ENSG00000269190,FBXO17
15526,18754,{'FLJ11798'},115290,ENSG00000269190,FBXO17
15527,18754,{'Fbx17'},115290,ENSG00000269190,FBXO17
15528,13592,{'FBX21'},23014,ENSG00000135108,FBXO21
15529,13592,{'KIAA0875'},23014,ENSG00000135108,FBXO21
15530,13593,{'FBX22'},26263,ENSG00000167196,FBXO22
15531,13593,{'FISTC1'},26263,ENSG00000167196,FBXO22
15532,31025,{'HsT18082'},,,FBXO22-AS1
15533,31025,{'NCRNA00053'},,,FBXO22-AS1
15534,31025,{'FISTC1OS'},,,FBXO22-AS1
15535,13595,{'FBX24'},26261,ENSG00000106336,FBXO24
15536,13596,{'FBX25'},26260,ENSG00000147364,FBXO25
15537,18753,{'Fbg5'},126433,ENSG00000161243,FBXO27
15538,18753,{'Fbx27'},126433,ENSG00000161243,FBXO27
15539,29046,{'FLJ10766'},23219,ENSG00000143756,FBXO28
15540,29046,{'KIAA0483'},23219,ENSG00000143756,FBXO28
15541,29046,{'Fbx28'},23219,ENSG00000143756,FBXO28
15542,29046,{'CENP-30'},23219,ENSG00000143756,FBXO28
15543,15600,{'MGC21674'},84085,ENSG00000118496,FBXO30
15544,15600,{'Fbx30'},84085,ENSG00000118496,FBXO30
15545,16510,{'FBX14'},79791,ENSG00000103264,FBXO31
15546,16510,{'FBXO14'},79791,ENSG00000103264,FBXO31
15547,16510,{'Fbx31'},79791,ENSG00000103264,FBXO31
15548,16510,{'MGC15419'},79791,ENSG00000103264,FBXO31
15549,16731,{'MAFbx'},114907,ENSG00000156804,FBXO32
15550,16731,{'ATROGIN1'},114907,ENSG00000156804,FBXO32
15551,16731,{'Fbx32'},114907,ENSG00000156804,FBXO32
15552,19833,{'Fbx33'},254170,ENSG00000165355,FBXO33
15553,20201,{'FLJ20725'},55030,ENSG00000178974,FBXO34
15554,20201,{'Fbx34'},55030,ENSG00000178974,FBXO34
15556,27020,{'Fbx36'},130888,ENSG00000153832,FBXO36
15557,27020,{'FLJ37592'},130888,ENSG00000153832,FBXO36
15560,28844,{'MOKA'},81545,ENSG00000145868,FBXO38
15561,28844,{'SP329'},81545,ENSG00000145868,FBXO38
15562,28844,{'FLJ13962'},81545,ENSG00000145868,FBXO38
15563,28844,{'Fbx38'},81545,ENSG00000145868,FBXO38
15565,28565,{'MGC35179'},162517,ENSG00000177294,FBXO39
15566,28565,{'Fbx39'},162517,ENSG00000177294,FBXO39
15567,28565,{'CT144'},162517,ENSG00000177294,FBXO39
15568,29816,{'KIAA1195'},51725,ENSG00000163833,FBXO40
15569,29816,{'Fbx40'},51725,ENSG00000163833,FBXO40
15570,29409,{'KIAA1940'},150726,ENSG00000163013,FBXO41
15571,29409,{'Fbx41'},150726,ENSG00000163013,FBXO41
15572,29249,{'KIAA1332'},54455,ENSG00000037637,FBXO42
15573,29249,{'Fbx42'},54455,ENSG00000037637,FBXO42
15574,28521,{'Fbx43'},286151,ENSG00000156509,FBXO43
15575,24847,{'FBX30'},93611,ENSG00000132879,FBXO44
15576,24847,{'FBG3'},93611,ENSG00000132879,FBXO44
15577,24847,{'MGC14140'},93611,ENSG00000132879,FBXO44
15578,24847,{'Fbxo6a'},93611,ENSG00000132879,FBXO44
15579,24847,{'Fbx44'},93611,ENSG00000132879,FBXO44
15580,29148,{'Fbx45'},200933,ENSG00000174013,FBXO45
15581,25069,{'20D7-FC4'},23403,ENSG00000177051,FBXO46
15582,25069,{'Fbx46'},23403,ENSG00000177051,FBXO46
15585,13608,{'FBW2'},26190,ENSG00000119402,FBXW2
15586,13608,{'Md6'},26190,ENSG00000119402,FBXW2
15587,13608,{'Fwd2'},26190,ENSG00000119402,FBXW2
15588,10847,{'Fbw4'},6468,ENSG00000107829,FBXW4
15589,10847,{'dactylin'},6468,ENSG00000107829,FBXW4
15590,13609,{'FBW3'},26226,ENSG00000230701,FBXW4P1
15591,13613,{'DKFZP434B205'},54461,ENSG00000159069,FBXW5
15592,13613,{'MGC20962'},54461,ENSG00000159069,FBXW5
15593,13613,{'Fbw5'},54461,ENSG00000159069,FBXW5
15594,16712,{'AGO'},55294,ENSG00000109670,FBXW7
15595,16712,{'FLJ11071'},55294,ENSG00000109670,FBXW7
15596,16712,{'SEL-10'},55294,ENSG00000109670,FBXW7
15597,16712,{'SEL10'},55294,ENSG00000109670,FBXW7
15598,16712,{'FBW7'},55294,ENSG00000109670,FBXW7
15599,16712,{'FBX30'},55294,ENSG00000109670,FBXW7
15600,16712,{'CDC4'},55294,ENSG00000109670,FBXW7
15601,16712,{'FBXW6'},55294,ENSG00000109670,FBXW7
15602,52397,{'DEAR'},102191832,ENSG00000270751,FBXW7-AS1
15603,52397,{'DEspR'},102191832,ENSG00000270751,FBXW7-AS1
15604,13597,{'FBX29'},26259,ENSG00000174989,FBXW8
15605,13597,{'FBW6'},26259,ENSG00000174989,FBXW8
15606,13597,{'FBW8'},26259,ENSG00000174989,FBXW8
15607,28136,{'MGC10870'},84261,ENSG00000132004,FBXW9
15608,28136,{'Fbw9'},84261,ENSG00000132004,FBXW9
15609,28136,{'MEC-15'},84261,ENSG00000132004,FBXW9
15610,1211,{'SM2SH2'},10517,ENSG00000171931,FBXW10
15611,1211,{'HREP'},10517,ENSG00000171931,FBXW10
15612,1211,{'Fbw10'},10517,ENSG00000171931,FBXW10
15613,14379,{'HREP'},374286,ENSG00000241322,FBXW10B
15614,14379,{'SM25H2'},374286,ENSG00000241322,FBXW10B
15615,13607,{'KIAA0696'},23291,ENSG00000072803,FBXW11
15616,13607,{'Fbw1b'},23291,ENSG00000072803,FBXW11
15617,13607,{'BTRCP2'},23291,ENSG00000072803,FBXW11
15618,13607,{'BTRC2'},23291,ENSG00000072803,FBXW11
15619,13607,{'Hos'},23291,ENSG00000072803,FBXW11
15620,13607,{'Fbw11'},23291,ENSG00000072803,FBXW11
15622,20729,{'Fbw12'},285231,ENSG00000164049,FBXW12
15623,24692,{'FKSG87'},83953,ENSG00000162897,FCAMR
15624,24692,{'FCA/MR'},83953,ENSG00000162897,FCAMR
15625,24692,{'CD351'},83953,ENSG00000162897,FCAMR
15626,24692,{'Fcalpha/muR'},83953,ENSG00000162897,FCAMR
15627,3608,{'CD89'},2204,ENSG00000186431,FCAR
15628,3608,{'FcalphaRI'},2204,ENSG00000186431,FCAR
15629,3608,{'FcalphaR'},2204,ENSG00000186431,FCAR
15630,3609,{'FcepsilonRIalpha'},2205,ENSG00000179639,FCER1A
15631,3609,{'FCERIA'},2205,ENSG00000179639,FCER1A
15632,3611,{'FcepsilonRIgamma'},2207,ENSG00000158869,FCER1G
15633,3612,{'CLEC4J'},2208,ENSG00000104921,FCER2
15634,3612,{'CD23'},2208,ENSG00000104921,FCER2
15635,3612,{'FCErII'},2208,ENSG00000104921,FCER2
15636,3612,{'FcepsilonRII'},2208,ENSG00000104921,FCER2
15637,20220,{'CGI-35'},51077,ENSG00000119616,FCF1
15638,20220,{'Bka'},51077,ENSG00000119616,FCF1
15639,20220,{'UTP24'},51077,ENSG00000119616,FCF1
15651,13572,{'FC(GAMMA)BP'},8857,ENSG00000275395,FCGBP
15652,13572,{'FcgammaBP'},8857,ENSG00000275395,FCGBP
15653,3613,{'CD64'},2209,ENSG00000150337,FCGR1A
15654,3613,{'CD64A'},2209,ENSG00000150337,FCGR1A
15655,3613,{'FcgammaRI'},2209,ENSG00000150337,FCGR1A
15656,3613,{'FcgammaRIa'},2209,ENSG00000150337,FCGR1A
15657,3613,{'FCG1'},2209,ENSG00000150337,FCGR1A
15658,3613,{'FCGR1'},2209,ENSG00000150337,FCGR1A
15659,3614,{'CD64b'},2210,ENSG00000198019,FCGR1BP
15660,3615,{'CD64c'},100132417,ENSG00000265531,FCGR1CP
15661,3616,{'CD32'},2212,ENSG00000143226,FCGR2A
15662,3616,{'CD32A'},2212,ENSG00000143226,FCGR2A
15663,3616,{'IGFR2'},2212,ENSG00000143226,FCGR2A
15664,3616,{'CDw32'},2212,ENSG00000143226,FCGR2A
15665,3616,{'Fc-gamma-RIIa'},2212,ENSG00000143226,FCGR2A
15666,3616,{'FcgammaRIIa'},2212,ENSG00000143226,FCGR2A
15667,3618,{'CD32'},2213,ENSG00000072694,FCGR2B
15668,3618,{'CD32B'},2213,ENSG00000072694,FCGR2B
15669,3618,{'FcgammaRIIb'},2213,ENSG00000072694,FCGR2B
15670,3618,{'FcGRIIB'},2213,ENSG00000072694,FCGR2B
15671,15626,{'hFcRII-C'},9103,ENSG00000244682,FCGR2C
15672,15626,{'CD32C'},9103,ENSG00000244682,FCGR2C
15673,15626,{'Fc-gamma-RIIc'},9103,ENSG00000244682,FCGR2C
15674,15626,{'FcgammaRIIc'},9103,ENSG00000244682,FCGR2C
15675,3619,{'CD16'},2214,ENSG00000203747,FCGR3A
15676,3619,{'CD16a'},2214,ENSG00000203747,FCGR3A
15677,3619,{'FcgammaRIIIa'},2214,ENSG00000203747,FCGR3A
15678,3619,{'FcGRIIIA'},2214,ENSG00000203747,FCGR3A
15679,3620,{'CD16'},2215,ENSG00000162747,FCGR3B
15680,3620,{'CD16b'},2215,ENSG00000162747,FCGR3B
15681,3620,{'FcgammaRIIIb'},2215,ENSG00000162747,FCGR3B
15682,3620,{'FcRIIIb'},2215,ENSG00000162747,FCGR3B
15683,3621,{'FcgammaRn'},2217,ENSG00000104870,FCGRT
15684,3621,{'FcRn'},2217,ENSG00000104870,FCGRT
15685,29002,{'KIAA0290'},23149,ENSG00000130475,FCHO1
15687,55232,{'TCONS_00010375'},118597832,ENSG00000272081,FCHO2-DT
15688,25463,{'FLJ00007'},89848,ENSG00000197948,FCHSD1
15689,29114,{'KIAA0769'},9873,ENSG00000137478,FCHSD2
15690,14315,{'TOSO'},9214,ENSG00000162894,FCMR
15691,14315,{'FcmuR'},9214,ENSG00000162894,FCMR
15692,37158,{'BAFME1'},,,FCMTE1
15693,37158,{'FAME1'},,,FCMTE1
15694,37159,{'BAFME2'},,,FCMTE2
15695,37159,{'FAME2'},,,FCMTE2
15696,37159,{'ADCME'},,,FCMTE2
15697,37160,{'BAFME'},,,FCMTE3
15698,37160,{'FAME'},,,FCMTE3
15699,3623,{'FCNM'},2219,ENSG00000085265,FCN1
15700,3624,{'P35'},2220,ENSG00000160339,FCN2
15701,3624,{'FCNL'},2220,ENSG00000160339,FCN2
15702,3624,{'EBP-37'},2220,ENSG00000160339,FCN2
15703,3624,{'ficolin-2'},2220,ENSG00000160339,FCN2
15704,3625,{'FCNH'},8547,ENSG00000142748,FCN3
15705,3625,{'HAKA1'},8547,ENSG00000142748,FCN3
15706,3627,{'FCPX'},,,FCP1
15707,3627,{'HBFQTL3'},,,FCP1
15708,18509,{'FCRH1'},115350,ENSG00000163534,FCRL1
15709,18509,{'IRTA5'},115350,ENSG00000163534,FCRL1
15710,18509,{'IFGP1'},115350,ENSG00000163534,FCRL1
15711,18509,{'CD307a'},115350,ENSG00000163534,FCRL1
15712,14875,{'FCRH2'},79368,ENSG00000132704,FCRL2
15713,14875,{'IRTA4'},79368,ENSG00000132704,FCRL2
15714,14875,{'CD307b'},79368,ENSG00000132704,FCRL2
15715,18506,{'FCRH3'},115352,ENSG00000160856,FCRL3
15716,18506,{'IRTA3'},115352,ENSG00000160856,FCRL3
15717,18506,{'IFGP3'},115352,ENSG00000160856,FCRL3
15718,18506,{'SPAP2a'},115352,ENSG00000160856,FCRL3
15719,18506,{'SPAP2'},115352,ENSG00000160856,FCRL3
15720,18506,{'SPAP2b'},115352,ENSG00000160856,FCRL3
15721,18506,{'SPAP2c'},115352,ENSG00000160856,FCRL3
15722,18506,{'SPAP2d'},115352,ENSG00000160856,FCRL3
15723,18506,{'SPAP2e'},115352,ENSG00000160856,FCRL3
15724,18506,{'CD307c'},115352,ENSG00000160856,FCRL3
15725,18507,{'FCRH4'},83417,ENSG00000163518,FCRL4
15726,18507,{'IRTA1'},83417,ENSG00000163518,FCRL4
15727,18507,{'IGFP2'},83417,ENSG00000163518,FCRL4
15728,18507,{'CD307d'},83417,ENSG00000163518,FCRL4
15730,18508,{'FCRH5'},83416,ENSG00000143297,FCRL5
15731,18508,{'IRTA2'},83416,ENSG00000143297,FCRL5
15732,18508,{'BXMAS1'},83416,ENSG00000143297,FCRL5
15733,18508,{'CD307e'},83416,ENSG00000143297,FCRL5
15734,31910,{'IFGP6'},343413,ENSG00000181036,FCRL6
15735,31910,{'FLJ16056'},343413,ENSG00000181036,FCRL6
15736,31910,{'FcRH6'},343413,ENSG00000181036,FCRL6
15738,18504,{'MGC4595'},84824,ENSG00000132185,FCRLA
15739,18504,{'FCRLc2'},84824,ENSG00000132185,FCRLA
15740,18504,{'FCRLb'},84824,ENSG00000132185,FCRLA
15741,18504,{'FCRLc1'},84824,ENSG00000132185,FCRLA
15742,18504,{'FCRLd'},84824,ENSG00000132185,FCRLA
15743,18504,{'FCRLe'},84824,ENSG00000132185,FCRLA
15744,18504,{'FCRL'},84824,ENSG00000132185,FCRLA
15745,18504,{'FREB'},84824,ENSG00000132185,FCRLA
15746,18504,{'FCRLX'},84824,ENSG00000132185,FCRLA
15747,26431,{'FLJ31052'},127943,ENSG00000162746,FCRLB
15748,26431,{'FCRL2'},127943,ENSG00000162746,FCRLB
15749,26431,{'FREB-2'},127943,ENSG00000162746,FCRLB
15750,26431,{'FCRLY'},127943,ENSG00000162746,FCRLB
15751,29500,{'FLJ39408'},197258,ENSG00000157353,FCSK
15752,19215,{'FDC-SP'},260436,ENSG00000181617,FDCSP
15753,3629,{'SQS'},2222,ENSG00000079459,FDFT1
15756,3633,{'TCAG_1641456'},619190,ENSG00000233980,FDPSP2
15765,3638,{'ADX'},2230,ENSG00000137714,FDX1
15768,30546,{'MGC19604'},112812,ENSG00000267673,FDX2
15769,25110,{'LOC91893'},91893,ENSG00000255561,FDXACB1
15770,25110,{'hCG_2033039'},91893,ENSG00000255561,FDXACB1
15771,3642,{'ADR'},2232,ENSG00000161513,FDXR
15772,3642,{'AR'},2232,ENSG00000161513,FDXR
15787,16933,{'KIAA1785'},56929,ENSG00000145780,FEM1C
15788,16933,{'EUROIMAGE686608'},56929,ENSG00000145780,FEM1C
15789,16933,{'EUROIMAGE783647'},56929,ENSG00000145780,FEM1C
15790,16933,{'FEM1A'},56929,ENSG00000145780,FEM1C
15791,3650,{'FEN-1'},2237,ENSG00000168496,FEN1
15792,3650,{'MF1'},2237,ENSG00000168496,FEN1
15794,43894,{'lincFOXF1'},400550,ENSG00000268388,FENDRR
15795,43894,{'onco-lncRNA-21'},400550,ENSG00000268388,FENDRR
15796,3655,{'TYK3'},2241,ENSG00000151422,FER
15797,3655,{'PPP1R74'},2241,ENSG00000151422,FER
15798,15801,{'bA563A22B.1'},80307,ENSG00000088340,FER1L4
15799,15801,{'dJ309K20.1'},80307,ENSG00000088340,FER1L4
15800,19044,{'DKFZp434I0121'},90342,ENSG00000249715,FER1L5
15801,28065,{'C8ORFK23'},654463,ENSG00000214814,FER1L6
15802,26652,{'FLJ35721'},439941,ENSG00000181171,FER1L6-AS1
15803,26534,{'FLJ32770'},157376,ENSG00000253868,FER1L6-AS2
15804,16660,{'NATO3'},222894,ENSG00000146618,FERD3L
15805,16660,{'N-TWIST'},222894,ENSG00000146618,FERD3L
15806,16660,{'bHLHa31'},222894,ENSG00000146618,FERD3L
15807,15889,{'FLJ20116'},55612,ENSG00000101311,FERMT1
15808,15889,{'URP1'},55612,ENSG00000101311,FERMT1
15809,15889,{'KIND1'},55612,ENSG00000101311,FERMT1
15810,15889,{'UNC112A'},55612,ENSG00000101311,FERMT1
15811,15767,{'mig-2'},10979,ENSG00000073712,FERMT2
15812,15767,{'KIND2'},10979,ENSG00000073712,FERMT2
15813,15767,{'UNC112B'},10979,ENSG00000073712,FERMT2
15814,23151,{'URP2'},83706,ENSG00000149781,FERMT3
15815,23151,{'KIND3'},83706,ENSG00000149781,FERMT3
15816,23151,{'MIG2B'},83706,ENSG00000149781,FERMT3
15817,23151,{'MGC10966'},83706,ENSG00000149781,FERMT3
15818,23151,{'UNC112C'},83706,ENSG00000149781,FERMT3
15819,26443,{'FERps'},553112,ENSG00000232149,FERP1
15820,1184,{'Fy-3'},57102,ENSG00000047621,FERRY3
15821,3657,{'FPS'},2242,ENSG00000182511,FES
15823,18562,{'Pet-1'},54738,ENSG00000163497,FEV
15824,3659,{'UNC-76'},9638,ENSG00000149557,FEZ1
15828,13506,{'FLJ10142'},55079,ENSG00000153266,FEZF2
15829,13506,{'FKSG36'},55079,ENSG00000153266,FEZF2
15830,13506,{'TOF'},55079,ENSG00000153266,FEZF2
15831,13506,{'FEZL'},55079,ENSG00000153266,FEZF2
15832,13506,{'Zfp312'},55079,ENSG00000153266,FEZF2
15833,4498,{'FFA1R'},2864,ENSG00000126266,FFAR1
15834,4501,{'FFA2R'},2867,ENSG00000126262,FFAR2
15835,4499,{'FFA3R'},2865,ENSG00000185897,FFAR3
15836,19061,{'PGR4'},338557,ENSG00000186188,FFAR4
15839,3663,{'ZFYVE3'},2245,ENSG00000102302,FGD1
15840,3664,{'ZFYVE4'},221472,ENSG00000146192,FGD2
15841,16027,{'FLJ00004'},89846,ENSG00000127084,FGD3
15842,16027,{'ZFYVE5'},89846,ENSG00000127084,FGD3
15843,19125,{'FRABP'},121512,ENSG00000139132,FGD4
15844,19125,{'frabin'},121512,ENSG00000139132,FGD4
15845,19125,{'ZFYVE6'},121512,ENSG00000139132,FGD4
15846,19125,{'CMT4H'},121512,ENSG00000139132,FGD4
15847,19117,{'ZFYVE23'},152273,ENSG00000154783,FGD5
15848,19117,{'FLJ39957'},152273,ENSG00000154783,FGD5
15849,19117,{'FLJ00274'},152273,ENSG00000154783,FGD5
15852,21740,{'ZFYVE24'},55785,ENSG00000180263,FGD6
15853,21740,{'FLJ11183'},55785,ENSG00000180263,FGD6
15854,3665,{'AFGF'},2246,ENSG00000113578,FGF1
15855,3665,{'ECGF'},2246,ENSG00000113578,FGF1
15856,3665,{'ECGFA'},2246,ENSG00000113578,FGF1
15857,3665,{'ECGFB'},2246,ENSG00000113578,FGF1
15858,3665,{'HBGF1'},2246,ENSG00000113578,FGF1
15859,3665,{'ECGF-beta'},2246,ENSG00000113578,FGF1
15860,3665,{'FGF-alpha'},2246,ENSG00000113578,FGF1
15861,3665,{'GLIO703'},2246,ENSG00000113578,FGF1
15863,3681,{'HBGF-3'},2248,ENSG00000186895,FGF3
15864,3682,{'K-FGF'},2249,ENSG00000075388,FGF4
15865,3682,{'HBGF-4'},2249,ENSG00000075388,FGF4
15866,3682,{'HST'},2249,ENSG00000075388,FGF4
15867,3682,{'HST-1'},2249,ENSG00000075388,FGF4
15868,3682,{'KFGF'},2249,ENSG00000075388,FGF4
15871,3685,{'KGF'},2252,ENSG00000140285,FGF7
15872,21455,{'HsT283'},387559,ENSG00000264061,FGF7P1
15874,26671,{'KGFLP2'},654466,ENSG00000204837,FGF7P3
15877,27852,{'KGFLP1'},387628,ENSG00000227449,FGF7P6
15880,3686,{'AIGF'},2253,ENSG00000107831,FGF8
15883,49382,{'RP11-473L15.2'},101927075,ENSG00000248464,FGF10-AS1
15884,3667,{'FHF3'},2256,ENSG00000161958,FGF11
15885,3667,{'FLJ16061'},2256,ENSG00000161958,FGF11
15886,3667,{'MGC45269'},2256,ENSG00000161958,FGF11
15887,3667,{'MGC102953'},2256,ENSG00000161958,FGF11
15888,3668,{'FHF1'},2257,ENSG00000114279,FGF12
15892,3670,{'FHF2'},2258,ENSG00000129682,FGF13
15893,3670,{'FGF2'},2258,ENSG00000129682,FGF13
15894,3670,{'FLJ30672'},2258,ENSG00000129682,FGF13
15896,3671,{'FHF4'},2259,ENSG00000102466,FGF14
15897,3671,{'SCA27'},2259,ENSG00000102466,FGF14
15902,3673,{'FGF-13'},8822,ENSG00000158815,FGF17
15903,3674,{'FGF-18'},8817,ENSG00000156427,FGF18
15904,3674,{'ZFGF5'},8817,ENSG00000156427,FGF18
15910,19695,{'HBP17'},9982,ENSG00000137440,FGFBP1
15911,19695,{'FGFBP'},9982,ENSG00000137440,FGFBP1
15912,29451,{'KSP37'},83888,ENSG00000137441,FGFBP2
15913,23428,{'MGC39320'},143282,ENSG00000174721,FGFBP3
15914,3688,{'H2'},2260,ENSG00000077782,FGFR1
15915,3688,{'H3'},2260,ENSG00000077782,FGFR1
15916,3688,{'H4'},2260,ENSG00000077782,FGFR1
15917,3688,{'H5'},2260,ENSG00000077782,FGFR1
15918,3688,{'CEK'},2260,ENSG00000077782,FGFR1
15919,3688,{'FLG'},2260,ENSG00000077782,FGFR1
15920,3688,{'BFGFR'},2260,ENSG00000077782,FGFR1
15921,3688,{'N-SAM'},2260,ENSG00000077782,FGFR1
15922,3688,{'CD331'},2260,ENSG00000077782,FGFR1
15923,23098,{'DKFZp564O1863'},26127,ENSG00000111790,FGFR1OP2
15925,3689,{'CEK3'},2263,ENSG00000066468,FGFR2
15926,3689,{'TK14'},2263,ENSG00000066468,FGFR2
15927,3689,{'TK25'},2263,ENSG00000066468,FGFR2
15928,3689,{'ECT1'},2263,ENSG00000066468,FGFR2
15929,3689,{'K-SAM'},2263,ENSG00000066468,FGFR2
15930,3689,{'CD332'},2263,ENSG00000066468,FGFR2
15931,3690,{'CEK2'},2261,ENSG00000068078,FGFR3
15932,3690,{'JTK4'},2261,ENSG00000068078,FGFR3
15933,3690,{'CD333'},2261,ENSG00000068078,FGFR3
15934,21664,{'D84394.2'},100462812,ENSG00000230994,FGFR3P1
15940,3691,{'JTK2'},2264,ENSG00000160867,FGFR4
15941,3691,{'CD334'},2264,ENSG00000160867,FGFR4
15942,3691,{'TKF'},2264,ENSG00000160867,FGFR4
15943,3693,{'FGFR5'},53834,ENSG00000127418,FGFRL1
15945,25610,{'FLJ10986'},55277,ENSG00000172456,FGGY
15947,3695,{'HFREP-1'},2267,ENSG00000104760,FGL1
15948,3695,{'HPS'},2267,ENSG00000104760,FGL1
15949,3696,{'pT49'},10875,ENSG00000127951,FGL2
15950,3696,{'T49'},10875,ENSG00000127951,FGL2
15951,3697,{'c-fgr'},2268,ENSG00000000938,FGR
15952,3697,{'p55c-fgr'},2268,ENSG00000000938,FGR
15957,29408,{'KIAA1937'},114827,ENSG00000142621,FHAD1
15959,29363,{'KIAA1727'},85462,ENSG00000137460,FHDC1
15960,29363,{'INF1'},85462,ENSG00000137460,FHDC1
15961,34237,{'FLJ43373'},729830,ENSG00000164142,FHIP1A
15962,34237,{'FHIP-L'},729830,ENSG00000164142,FHIP1A
15963,53123,{'RP11-610P16.1'},105377486,ENSG00000251611,FHIP1A-DT
15964,25378,{'FLJ22665'},84067,ENSG00000051009,FHIP1B
15965,25378,{'KIAA1759'},84067,ENSG00000051009,FHIP1B
15966,25378,{'DKFZP566M1046'},84067,ENSG00000051009,FHIP1B
15967,25378,{'FHIP'},84067,ENSG00000051009,FHIP1B
15968,29320,{'bA106M7.3'},57700,ENSG00000151553,FHIP2A
15969,16492,{'FLJ21801'},64760,ENSG00000158863,FHIP2B
15970,3701,{'FRA3B'},2272,ENSG00000189283,FHIT
15971,3701,{'AP3Aase'},2272,ENSG00000189283,FHIT
15972,3702,{'SLIM1'},2273,ENSG00000022267,FHL1
15973,3702,{'KYO-T'},2273,ENSG00000022267,FHL1
15974,3702,{'bA535K18.1'},2273,ENSG00000022267,FHL1
