,HGNC_ID,alias_symbol,NCBI_ID,ENSG_ID,gene_symbol
62259,12310,{'ZC2HC5'},9325,ENSG00000103671,TRIP4
62260,12310,{'ASC-1'},9325,ENSG00000103671,TRIP4
62261,12311,{'ZRP-1'},7205,ENSG00000087077,TRIP6
62262,12311,{'OIP1'},7205,ENSG00000087077,TRIP6
62263,12311,{'MGC10556'},7205,ENSG00000087077,TRIP6
62264,12311,{'MGC10558'},7205,ENSG00000087077,TRIP6
62265,12311,{'MGC29959'},7205,ENSG00000087077,TRIP6
62266,12311,{'MGC3837'},7205,ENSG00000087077,TRIP6
62267,12311,{'MGC4423'},7205,ENSG00000087077,TRIP6
62268,12304,{'STP'},9322,ENSG00000125733,TRIP10
62269,12304,{'HSTP'},9322,ENSG00000125733,TRIP10
62270,12304,{'CIP4'},9322,ENSG00000125733,TRIP10
62271,12305,{'CEV14'},9321,ENSG00000100815,TRIP11
62272,12305,{'Trip230'},9321,ENSG00000100815,TRIP11
62273,12305,{'GMAP-210'},9321,ENSG00000100815,TRIP11
62274,12305,{'GMAP210'},9321,ENSG00000100815,TRIP11
62275,12306,{'KIAA0045'},9320,ENSG00000153827,TRIP12
62276,12306,{'ULF'},9320,ENSG00000153827,TRIP12
62277,12306,{'TRIPC'},9320,ENSG00000153827,TRIP12
62278,12307,{'16E1BP'},9319,ENSG00000071539,TRIP13
62279,27828,{'DKFZp779L1068'},286144,ENSG00000205133,TRIQK
62280,27828,{'PRO0845'},286144,ENSG00000205133,TRIQK
62281,27828,{'LOC286144'},286144,ENSG00000205133,TRIQK
62282,28424,{'MGC2803'},79002,ENSG00000123144,TRIR
62283,28424,{'fSAP18'},79002,ENSG00000123144,TRIR
62284,28424,{'TERCIR'},79002,ENSG00000123144,TRIR
62285,20286,{'FLJ20061'},54802,ENSG00000043514,TRIT1
62286,20286,{'IPT'},54802,ENSG00000043514,TRIT1
62287,34668,{'tRNA-Lys-CTT-1-1'},100189107,,TRK-CTT1-1
62288,34572,{'tRNA-Lys-CTT-1-2'},100189013,,TRK-CTT1-2
62289,34761,{'tRNA-Lys-CTT-2-1'},100189198,,TRK-CTT2-1
62290,34967,{'tRNA-Lys-CTT-2-2'},100189399,,TRK-CTT2-2
62291,33199,{'tRNA-Lys-CTT-2-3'},790966,,TRK-CTT2-3
62292,34671,{'tRNA-Lys-CTT-2-4'},100189110,,TRK-CTT2-4
62293,34848,{'tRNA-Lys-CTT-2-5'},100189282,,TRK-CTT2-5
62294,34681,{'tRNA-Lys-CTT-3-1'},100189119,,TRK-CTT3-1
62295,34621,{'tRNA-Lys-CTT-4-1'},100189062,,TRK-CTT4-1
62296,34772,{'tRNA-Lys-CTT-5-1'},100189209,,TRK-CTT5-1
62297,34552,{'tRNA-Lys-CTT-6-1'},100188995,,TRK-CTT6-1
62298,35098,{'tRNA-Lys-CTT-7-1'},107985760,,TRK-CTT7-1
62299,34807,{'tRNA-Lys-CTT-8-1'},100189244,,TRK-CTT8-1
62300,34742,{'tRNA-Lys-CTT-9-1'},100189180,,TRK-CTT9-1
62301,34935,{'tRNA-Lys-CTT-10-1'},100189367,,TRK-CTT10-1
62302,34878,{'tRNA-Lys-CTT-11-1'},100189311,,TRK-CTT11-1
62303,35036,{'tRNA-Lys-CTT-12-1'},100189464,,TRK-CTT12-1
62304,35009,{'tRNA-Lys-CTT-13-1'},100189439,,TRK-CTT13-1
62305,35039,{'tRNA-Lys-CTT-14-1'},100189467,,TRK-CTT14-1
62306,34556,{'tRNA-Lys-CTT-15-1'},100188999,,TRK-CTT15-1
62307,35113,{'tRNA-Lys-CTT-16-1'},100189536,,TRK-CTT16-1
62308,34687,{'tRNA-Lys-TTT-1-1'},100189125,,TRK-TTT1-1
62309,34860,{'tRNA-Lys-TTT-2-1'},100189294,,TRK-TTT2-1
62310,34684,{'tRNA-Lys-TTT-3-1'},100189122,,TRK-TTT3-1
62311,34994,{'tRNA-Lys-TTT-3-2'},100189425,,TRK-TTT3-2
62312,34797,{'tRNA-Lys-TTT-3-3'},100189234,,TRK-TTT3-3
62313,33256,{'tRNA-Lys-TTT-3-4'},100049613,,TRK-TTT3-4
62314,12314,{'tRNA-Lys-TTT-3-5'},7206,,TRK-TTT3-5
62315,34612,{'tRNA-Lys-TTT-4-1'},100189053,,TRK-TTT4-1
62316,34801,{'tRNA-Lys-TTT-5-1'},100189238,,TRK-TTT5-1
62317,34745,{'tRNA-Lys-TTT-6-1'},100189182,,TRK-TTT6-1
62318,34900,{'tRNA-Lys-TTT-7-1'},100189332,,TRK-TTT7-1
62319,34659,{'tRNA-Lys-TTT-8-1'},100189098,,TRK-TTT8-1
62320,34958,{'tRNA-Lys-TTT-9-1'},100189390,,TRK-TTT9-1
62321,35053,{'tRNA-Lys-TTT-10-1'},100189480,,TRK-TTT10-1
62322,34665,{'tRNA-Lys-TTT-11-1'},100189104,,TRK-TTT11-1
62323,34610,{'tRNA-Lys-TTT-12-1'},100189051,,TRK-TTT12-1
62324,35116,{'tRNA-Lys-TTT-13-1'},100189539,,TRK-TTT13-1
62325,35089,{'tRNA-Lys-TTT-14-1'},100189514,,TRK-TTT14-1
62326,35079,{'tRNA-Lys-TTT-15-1'},100189504,,TRK-TTT15-1
62327,34960,{'tRNA-Lys-TTT-16-1'},100189392,,TRK-TTT16-1
62328,35094,{'tRNA-Lys-TTT-17-1'},100189519,,TRK-TTT17-1
62329,34930,{'tRNA-Leu-AAG-1-1'},100189362,,TRL-AAG1-1
62330,34836,{'tRNA-Leu-AAG-1-2'},100189273,,TRL-AAG1-2
62331,34561,{'tRNA-Leu-AAG-1-3'},100189004,,TRL-AAG1-3
62332,34895,{'tRNA-Leu-AAG-2-1'},100189328,,TRL-AAG2-1
62333,34765,{'tRNA-Leu-AAG-2-2'},100189202,,TRL-AAG2-2
62334,12315,{'tRNA-Leu-AAG-2-3'},7207,,TRL-AAG2-3
62335,34857,{'tRNA-Leu-AAG-2-4'},100189291,,TRL-AAG2-4
62336,34731,{'tRNA-Leu-AAG-3-1'},100189169,,TRL-AAG3-1
62337,34680,{'tRNA-Leu-AAG-4-1'},100189118,,TRL-AAG4-1
62338,34602,{'tRNA-Leu-AAG-5-1'},100189043,,TRL-AAG5-1
62339,34998,{'tRNA-Leu-AAG-6-1'},100189429,,TRL-AAG6-1
62340,35068,{'tRNA-Leu-AAG-7-1'},100189493,,TRL-AAG7-1
62341,34917,{'tRNA-Leu-AAG-8-1'},100189349,,TRL-AAG8-1
62342,38583,{'tRNA-Leu-CAA-1-1'},107987402,,TRL-CAA1-1
62343,34800,{'tRNA-Leu-CAA-1-2'},100189237,,TRL-CAA1-2
62344,34867,{'tRNA-Leu-CAA-2-1'},100189301,,TRL-CAA2-1
62345,34597,{'tRNA-Leu-CAA-3-1'},100189038,,TRL-CAA3-1
62346,34762,{'tRNA-Leu-CAA-4-1'},100189199,,TRL-CAA4-1
62347,34938,{'tRNA-Leu-CAA-5-1'},100189370,,TRL-CAA5-1
62348,34560,{'tRNA-Leu-CAA-6-1'},100189003,,TRL-CAA6-1
62349,35074,{'tRNA-Leu-CAA-7-1'},100189499,,TRL-CAA7-1
62350,34962,{'tRNA-Leu-CAG-1-1'},100189394,,TRL-CAG1-1
62351,34568,{'tRNA-Leu-CAG-1-2'},100189009,,TRL-CAG1-2
62352,34883,{'tRNA-Leu-CAG-1-3'},100189316,,TRL-CAG1-3
62353,34932,{'tRNA-Leu-CAG-1-4'},100189364,,TRL-CAG1-4
62354,34701,{'tRNA-Leu-CAG-1-5'},100189139,,TRL-CAG1-5
62355,34577,{'tRNA-Leu-CAG-1-6'},100189018,,TRL-CAG1-6
62356,34854,{'tRNA-Leu-CAG-1-7'},100189288,,TRL-CAG1-7
62357,34692,{'tRNA-Leu-CAG-2-1'},100189130,,TRL-CAG2-1
62358,34649,{'tRNA-Leu-CAG-2-2'},100189089,,TRL-CAG2-2
62359,34767,{'tRNA-Leu-CAG-3-1'},100189204,,TRL-CAG3-1
62360,34880,{'tRNA-Leu-TAA-1-1'},100189313,,TRL-TAA1-1
62361,34726,{'tRNA-Leu-TAA-2-1'},100189164,,TRL-TAA2-1
62362,34803,{'tRNA-Leu-TAA-3-1'},100189240,,TRL-TAA3-1
62363,34626,{'tRNA-Leu-TAA-4-1'},100189067,,TRL-TAA4-1
62364,34737,{'tRNA-Leu-TAA-5-1'},100189175,,TRL-TAA5-1
62365,12316,{'tRNA-Leu-TAG-1-1'},7208,,TRL-TAG1-1
62366,34713,{'tRNA-Leu-TAG-2-1'},100189151,,TRL-TAG2-1
62367,34591,{'tRNA-Leu-TAG-3-1'},100189032,,TRL-TAG3-1
62368,35011,{'tRNA-Leu-TAG-4-1'},100189441,,TRL-TAG4-1
62369,34764,{'tRNA-Met-CAT-1-1'},100189201,,TRM-CAT1-1
62370,34697,{'tRNA-Met-CAT-2-1'},100189135,,TRM-CAT2-1
62371,34779,{'tRNA-Met-CAT-3-1'},100189216,,TRM-CAT3-1
62372,34673,{'tRNA-Met-CAT-3-2'},100189111,,TRM-CAT3-2
62373,34661,{'tRNA-Met-CAT-4-1'},100189391,,TRM-CAT4-1
62374,34922,{'tRNA-Met-CAT-4-2'},100189354,,TRM-CAT4-2
62375,34959,{'tRNA-Met-CAT-4-3'},107986682,,TRM-CAT4-3
62376,34869,{'tRNA-Met-CAT-5-1'},100189303,,TRM-CAT5-1
62377,54713,{'tRNA-Met-CAT-5-2'},107986680,,TRM-CAT5-2
62378,34789,{'tRNA-Met-CAT-6-1'},100189226,,TRM-CAT6-1
62379,34645,{'tRNA-Met-CAT-7-1'},100189085,,TRM-CAT7-1
62381,30967,{'HSPC219'},51531,ENSG00000136932,TRMO
62382,25980,{'FLJ20244'},55621,ENSG00000104907,TRMT1
62383,25980,{'TRM1'},55621,ENSG00000104907,TRMT1
62386,24974,{'HTF9C'},27037,ENSG00000099899,TRMT2A
62387,25748,{'FLJ12687'},79979,ENSG00000188917,TRMT2B
62389,23141,{'TRM5'},57570,ENSG00000126814,TRMT5
62390,20900,{'GCD10'},51605,ENSG00000089195,TRMT6
62391,20900,{'MGC5029'},51605,ENSG00000089195,TRMT6
62392,20900,{'Gcd10p'},51605,ENSG00000089195,TRMT6
62393,20900,{'CGI-09'},51605,ENSG00000089195,TRMT6
62394,26725,{'FLJ36980'},57604,ENSG00000250305,TRMT9B
62395,26725,{'TRM9L'},57604,ENSG00000250305,TRMT9B
62396,26725,{'hTRM9L'},57604,ENSG00000250305,TRMT9B
62397,28403,{'MGC27034'},93587,ENSG00000145331,TRMT10A
62398,28403,{'TRM10'},93587,ENSG00000145331,TRMT10A
62399,26454,{'FLJ31455'},158234,ENSG00000165275,TRMT10B
62400,26454,{'bA3J10.9'},158234,ENSG00000165275,TRMT10B
62402,26022,{'FLJ20432'},54931,ENSG00000174173,TRMT10C
62403,26022,{'MRPP1'},54931,ENSG00000174173,TRMT10C
62404,21080,{'MDS024'},60487,ENSG00000066651,TRMT11
62405,21080,{'dJ187J11.2'},60487,ENSG00000066651,TRMT11
62406,21080,{'TRM11'},60487,ENSG00000066651,TRMT11
62407,21080,{'TRMT11-1'},60487,ENSG00000066651,TRMT11
62408,26091,{'FLJ20772'},55039,ENSG00000183665,TRMT12
62409,26091,{'Trm12'},55039,ENSG00000183665,TRMT12
62410,26091,{'TYW2'},55039,ENSG00000183665,TRMT12
62411,25502,{'FLJ10287'},54482,ENSG00000122435,TRMT13
62412,25502,{'FLJ11219'},54482,ENSG00000122435,TRMT13
62413,26653,{'FLJ35725'},152992,ENSG00000155275,TRMT44
62414,26653,{'TRM44'},152992,ENSG00000155275,TRMT44
62415,23790,{'FLJ40452'},115708,ENSG00000166166,TRMT61A
62416,23790,{'GCD14'},115708,ENSG00000166166,TRMT61A
62417,23790,{'Gcd14p'},115708,ENSG00000166166,TRMT61A
62418,23790,{'hTRM61'},115708,ENSG00000166166,TRMT61A
62420,26070,{'FLJ20628'},55006,ENSG00000171103,TRMT61B
62421,26940,{'HSPC152'},51504,ENSG00000173113,TRMT112
62422,26940,{'HSPC170'},51504,ENSG00000173113,TRMT112
62423,26940,{'TRM112'},51504,ENSG00000173113,TRMT112
62424,26940,{'TRMT11-2'},51504,ENSG00000173113,TRMT112
62425,26940,{'hTrm112'},51504,ENSG00000173113,TRMT112
62434,25481,{'FLJ10140'},55687,ENSG00000100416,TRMU
62435,25481,{'MTO2'},55687,ENSG00000100416,TRMU
62436,25481,{'MTU1'},55687,ENSG00000100416,TRMU
62437,34887,{'tRNA-Asn-ATT-1-1'},100189320,,TRN-ATT1-1
62438,50812,{'tRNA-Asn-ATT-1-2'},103581030,,TRN-ATT1-2
62439,34688,{'tRNA-Asn-GTT-1-1'},100189126,,TRN-GTT1-1
62440,12324,{'tRNA-Asn-GTT-2-1'},100189005,,TRN-GTT2-1
62441,34971,{'tRNA-Asn-GTT-2-2'},100189402,,TRN-GTT2-2
62442,34643,{'tRNA-Asn-GTT-2-3'},100189083,,TRN-GTT2-3
62443,34595,{'tRNA-Asn-GTT-2-4'},100189036,,TRN-GTT2-4
62444,34738,{'tRNA-Asn-GTT-2-5'},100189176,,TRN-GTT2-5
62445,34758,{'tRNA-Asn-GTT-2-6'},100189195,,TRN-GTT2-6
62446,54714,{'tRNA-Asn-GTT-2-7'},7214,,TRN-GTT2-7
62447,54715,{'tRNA-Asn-GTT-2-8'},100189127,,TRN-GTT2-8
62448,34890,{'tRNA-Asn-GTT-3-1'},100189323,,TRN-GTT3-1
62449,34689,{'tRNA-Asn-GTT-3-2'},116652394,,TRN-GTT3-2
62450,33197,{'tRNA-Asn-GTT-4-1'},791226,,TRN-GTT4-1
62451,38582,{'tRNA-Asn-GTT-5-1'},107985757,,TRN-GTT5-1
62452,33198,{'tRNA-Asn-GTT-6-1'},791227,,TRN-GTT6-1
62453,34562,{'tRNA-Asn-GTT-7-1'},107985762,,TRN-GTT7-1
62454,34618,{'tRNA-Asn-GTT-8-1'},100189059,,TRN-GTT8-1
62455,34870,{'tRNA-Asn-GTT-9-1'},107985751,,TRN-GTT9-1
62456,34756,{'tRNA-Asn-GTT-9-2'},100189193,,TRN-GTT9-2
62457,35092,{'tRNA-Asn-GTT-10-1'},107985754,,TRN-GTT10-1
62458,34669,{'tRNA-Asn-GTT-11-1'},107985763,,TRN-GTT11-1
62459,34820,{'tRNA-Asn-GTT-11-2'},100189257,,TRN-GTT11-2
62460,34924,{'tRNA-Asn-GTT-12-1'},100189356,,TRN-GTT12-1
62461,34746,{'tRNA-Asn-GTT-13-1'},100189183,,TRN-GTT13-1
62462,34553,{'tRNA-Asn-GTT-14-1'},100188996,,TRN-GTT14-1
62463,34796,{'tRNA-Asn-GTT-15-1'},100189233,,TRN-GTT15-1
62464,54203,{'tRNA-Asn-GTT-15-2'},,,TRN-GTT15-2
62465,34628,{'tRNA-Asn-GTT-16-1'},100189069,,TRN-GTT16-1
62466,34834,{'tRNA-Asn-GTT-16-2'},100189271,,TRN-GTT16-2
62467,34639,{'tRNA-Asn-GTT-16-3'},100189079,,TRN-GTT16-3
62468,34727,{'tRNA-Asn-GTT-16-4'},100189165,,TRN-GTT16-4
62469,34906,{'tRNA-Asn-GTT-16-5'},100189338,,TRN-GTT16-5
62470,34657,{'tRNA-Asn-GTT-17-1'},100189096,,TRN-GTT17-1
62471,50799,{'tRNA-Asn-GTT-18-1'},103456509,,TRN-GTT18-1
62472,34949,{'tRNA-Asn-GTT-19-1'},100189381,,TRN-GTT19-1
62473,54205,{'tRNA-Asn-GTT-19-2'},,,TRN-GTT19-2
62474,34829,{'tRNA-Asn-GTT-20-1'},100189266,,TRN-GTT20-1
62475,38584,{'tRNA-Asn-GTT-21-1'},100873961,,TRN-GTT21-1
62476,35111,{'tRNA-Asn-GTT-22-1'},100189534,,TRN-GTT22-1
62477,35064,{'tRNA-Asn-GTT-23-1'},100189490,,TRN-GTT23-1
62478,54716,{'tRNA-Asn-GTT-24-1'},107985756,,TRN-GTT24-1
62479,54717,{'tRNA-Asn-GTT-25-1'},107985752,,TRN-GTT25-1
62480,54718,{'tRNA-Asn-GTT-26-1'},107987367,,TRN-GTT26-1
62481,54719,{'tRNA-Asn-GTT-27-1'},107985750,,TRN-GTT27-1
62500,30813,{'SECP43'},54952,ENSG00000180098,TRNAU1AP
62501,30813,{'FLJ20503'},54952,ENSG00000180098,TRNAU1AP
62507,34348,{'TRNP'},388610,ENSG00000253368,TRNP1
62508,17341,{'MtCCA'},51095,ENSG00000072756,TRNT1
62509,17341,{'CGI-47'},51095,ENSG00000072756,TRNT1
62510,17341,{'CCA1'},51095,ENSG00000072756,TRNT1
62513,12326,{'MAGE-D3'},7216,ENSG00000067445,TRO
62514,12326,{'KIAA1114'},7216,ENSG00000067445,TRO
62515,12326,{'MAGED3'},7216,ENSG00000067445,TRO
62516,12327,{'TASTIN'},10024,ENSG00000135451,TROAP
62518,34579,{'tRNA-Pro-AGG-1-1'},100189020,,TRP-AGG1-1
62519,34578,{'tRNA-Pro-AGG-2-1'},100189019,,TRP-AGG2-1
62520,34786,{'tRNA-Pro-AGG-2-2'},100189223,,TRP-AGG2-2
62521,34840,{'tRNA-Pro-AGG-2-3'},100189276,,TRP-AGG2-3
62522,34631,{'tRNA-Pro-AGG-2-4'},100189072,,TRP-AGG2-4
62523,12330,{'tRNA-Pro-AGG-2-5'},7217,,TRP-AGG2-5
62524,12331,{'tRNA-Pro-AGG-2-6'},7218,,TRP-AGG2-6
62525,34698,{'tRNA-Pro-AGG-2-7'},100189136,,TRP-AGG2-7
62526,34862,{'tRNA-Pro-AGG-2-8'},100189296,,TRP-AGG2-8
62527,34929,{'tRNA-Pro-AGG-3-1'},100189361,,TRP-AGG3-1
62528,35107,{'tRNA-Pro-AGG-4-1'},100189530,,TRP-AGG4-1
62529,35055,{'tRNA-Pro-AGG-5-1'},100189482,,TRP-AGG5-1
62530,35049,{'tRNA-Pro-AGG-6-1'},100189476,,TRP-AGG6-1
62531,34774,{'tRNA-Pro-CGG-1-1'},100189211,,TRP-CGG1-1
62532,34784,{'tRNA-Pro-CGG-1-2'},100189221,,TRP-CGG1-2
62533,34686,{'tRNA-Pro-CGG-1-3'},100189124,,TRP-CGG1-3
62534,34734,{'tRNA-Pro-CGG-2-1'},100189172,,TRP-CGG2-1
62535,35026,{'tRNA-Pro-GGG-1-1'},100189455,,TRP-GGG1-1
62536,34852,{'tRNA-Pro-TGG-1-1'},100189286,,TRP-TGG1-1
62537,34787,{'tRNA-Pro-TGG-2-1'},100189224,,TRP-TGG2-1
62538,12332,{'tRNA-Pro-TGG-3-1'},7219,,TRP-TGG3-1
62539,34648,{'tRNA-Pro-TGG-3-2'},100189088,,TRP-TGG3-2
62540,34903,{'tRNA-Pro-TGG-3-3'},100189335,,TRP-TGG3-3
62541,34956,{'tRNA-Pro-TGG-3-4'},100189388,,TRP-TGG3-4
62542,34847,{'tRNA-Pro-TGG-3-5'},100189281,,TRP-TGG3-5
62543,35056,{'tRNA-Pro-TGG-4-1'},100189483,,TRP-TGG4-1
62544,35090,{'tRNA-Pro-TGG-5-1'},100189515,,TRP-TGG5-1
62546,12333,{'HTRP-1'},7220,ENSG00000144935,TRPC1
62549,12336,{'HTRP4'},7223,ENSG00000133107,TRPC4
62550,12336,{'TRP4'},7223,ENSG00000133107,TRPC4
62551,16181,{'DKFZP727M231'},26133,ENSG00000100991,TRPC4AP
62552,16181,{'DKFZp586C1223'},26133,ENSG00000100991,TRPC4AP
62553,16181,{'dJ756N5.2'},26133,ENSG00000100991,TRPC4AP
62554,16181,{'TRRP4AP'},26133,ENSG00000100991,TRPC4AP
62555,16181,{'PPP1R158'},26133,ENSG00000100991,TRPC4AP
62556,12337,{'PPP1R159'},7224,ENSG00000072315,TRPC5
62558,12338,{'TRP6'},7225,ENSG00000137672,TRPC6
62559,23270,{'TRPC6L'},644218,ENSG00000223484,TRPC6P1
62572,7146,{'LTRPC1'},4308,ENSG00000134160,TRPM1
62573,7146,{'CSNB1C'},4308,ENSG00000134160,TRPM1
62574,12339,{'KNP3'},7226,ENSG00000142185,TRPM2
62575,12339,{'LTRPC2'},7226,ENSG00000142185,TRPM2
62576,12339,{'NUDT9L1'},7226,ENSG00000142185,TRPM2
62577,12339,{'NUDT9H'},7226,ENSG00000142185,TRPM2
62578,12339,{'EREG1'},7226,ENSG00000142185,TRPM2
62579,50758,{'TRPM2-AS1'},101928607,ENSG00000230061,TRPM2-AS
62580,17992,{'KIAA1616'},80036,ENSG00000083067,TRPM3
62581,17992,{'LTRPC3'},80036,ENSG00000083067,TRPM3
62582,17992,{'GON-2'},80036,ENSG00000083067,TRPM3
62583,17993,{'FLJ20041'},54795,ENSG00000130529,TRPM4
62584,14323,{'LTRPC5'},29850,ENSG00000070985,TRPM5
62585,14323,{'MTR1'},29850,ENSG00000070985,TRPM5
62586,17995,{'CHAK2'},140803,ENSG00000119121,TRPM6
62587,17995,{'FLJ22628'},140803,ENSG00000119121,TRPM6
62588,17994,{'CHAK1'},54822,ENSG00000092439,TRPM7
62589,17994,{'LTRPC7'},54822,ENSG00000092439,TRPM7
62590,17994,{'TRP-PLIK'},54822,ENSG00000092439,TRPM7
62592,12340,{'LGCR'},7227,ENSG00000104447,TRPS1
62593,12340,{'GC79'},7227,ENSG00000104447,TRPS1
62594,56224,{'AF178030.2'},125177374,ENSG00000227170,TRPS1-AS1
62595,20316,{'MGC11134'},83707,ENSG00000149743,TRPT1
62597,18082,{'VRL'},51393,ENSG00000187688,TRPV2
62598,18082,{'VRL-1'},51393,ENSG00000187688,TRPV2
62599,18082,{'VRL1'},51393,ENSG00000187688,TRPV2
62600,18084,{'VRL3'},162514,ENSG00000167723,TRPV3
62601,18083,{'OTRPC4'},59341,ENSG00000111199,TRPV4
62602,18083,{'TRP12'},59341,ENSG00000111199,TRPV4
62603,18083,{'VROAC'},59341,ENSG00000111199,TRPV4
62604,18083,{'VRL-2'},59341,ENSG00000111199,TRPV4
62605,18083,{'VR-OAC'},59341,ENSG00000111199,TRPV4
62606,18083,{'CMT2C'},59341,ENSG00000111199,TRPV4
62607,3145,{'CaT2'},56302,ENSG00000127412,TRPV5
62608,14006,{'CaT1'},55503,ENSG00000165125,TRPV6
62609,34853,{'tRNA-Gln-CTG-1-1'},100189287,,TRQ-CTG1-1
62610,34752,{'tRNA-Gln-CTG-1-2'},100189189,,TRQ-CTG1-2
62611,34683,{'tRNA-Gln-CTG-1-3'},100189121,,TRQ-CTG1-3
62612,34884,{'tRNA-Gln-CTG-1-4'},100189317,,TRQ-CTG1-4
62613,12341,{'tRNA-Gln-CTG-1-5'},7228,,TRQ-CTG1-5
62614,34831,{'tRNA-Gln-CTG-2-1'},100189268,,TRQ-CTG2-1
62615,34954,{'tRNA-Gln-CTG-3-1'},107985755,,TRQ-CTG3-1
62616,34702,{'tRNA-Gln-CTG-3-2'},100189140,,TRQ-CTG3-2
62617,34615,{'tRNA-Gln-CTG-4-1'},100189056,,TRQ-CTG4-1
62618,34824,{'tRNA-Gln-CTG-4-2'},100189261,,TRQ-CTG4-2
62619,34896,{'tRNA-Gln-CTG-5-1'},100189329,,TRQ-CTG5-1
62620,34777,{'tRNA-Gln-CTG-6-1'},100189214,,TRQ-CTG6-1
62621,34555,{'tRNA-Gln-CTG-7-1'},100188998,,TRQ-CTG7-1
62622,34780,{'tRNA-Gln-CTG-8-1'},100189217,,TRQ-CTG8-1
62623,34716,{'tRNA-Gln-CTG-8-2'},100189154,,TRQ-CTG8-2
62624,54206,{'tRNA-Gln-CTG-8-3'},,,TRQ-CTG8-3
62625,35108,{'tRNA-Gln-CTG-9-1'},100189531,,TRQ-CTG9-1
62626,34889,{'tRNA-Gln-CTG-10-1'},100189322,,TRQ-CTG10-1
62627,35023,{'tRNA-Gln-CTG-11-1'},100189452,,TRQ-CTG11-1
62628,34957,{'tRNA-Gln-CTG-12-1'},100189389,,TRQ-CTG12-1
62629,35115,{'tRNA-Gln-CTG-13-1'},100189538,,TRQ-CTG13-1
62630,38574,{'tRNA-Gln-CTG-14-1'},100189523,,TRQ-CTG14-1
62631,34575,{'tRNA-Gln-CTG-15-1'},100189016,,TRQ-CTG15-1
62632,35078,{'tRNA-Gln-CTG-16-1'},100189503,,TRQ-CTG16-1
62633,34868,{'tRNA-Gln-CTG-17-1'},100189302,,TRQ-CTG17-1
62634,34919,{'tRNA-Gln-CTG-18'},100189351,,TRQ-CTG18-1
62635,12342,{'tRNA-Gln-TTG-1-1'},7229,,TRQ-TTG1-1
62636,34700,{'tRNA-Gln-TTG-2-1'},100189138,,TRQ-TTG2-1
62637,34888,{'tRNA-Gln-TTG-3-1'},100189321,,TRQ-TTG3-1
62638,34748,{'tRNA-Gln-TTG-3-2'},100189185,,TRQ-TTG3-2
62639,34633,{'tRNA-Gln-TTG-3-3'},100189074,,TRQ-TTG3-3
62640,34991,{'tRNA-Gln-TTG-4-1'},100189422,,TRQ-TTG4-1
62641,35046,{'tRNA-Gln-TTG-5-1'},100189473,,TRQ-TTG5-1
62642,34585,{'tRNA-Gln-TTG-6-1'},100189026,,TRQ-TTG6-1
62643,35014,{'tRNA-Gln-TTG-7-1'},100189444,,TRQ-TTG7-1
62644,35080,{'tRNA-Gln-TTG-8-1'},100189505,,TRQ-TTG8-1
62645,35084,{'tRNA-Gln-TTG-9-1'},100189509,,TRQ-TTG9-1
62646,34569,{'tRNA-Gln-TTG-10-1'},100189010,,TRQ-TTG10-1
62647,34964,{'tRNA-Arg-ACG-1-1'},100189396,,TRR-ACG1-1
62648,12344,{'tRNA-Arg-ACG-1-2'},7231,,TRR-ACG1-2
62649,34806,{'tRNA-Arg-ACG-1-3'},100189243,,TRR-ACG1-3
62650,34664,{'tRNA-Arg-ACG-2-1'},100189103,,TRR-ACG2-1
62651,34729,{'tRNA-Arg-ACG-2-2'},100189167,,TRR-ACG2-2
62652,34660,{'tRNA-Arg-ACG-2-3'},100189099,,TRR-ACG2-3
62653,34997,{'tRNA-Arg-ACG-2-4'},100189428,,TRR-ACG2-4
62654,34933,{'tRNA-Arg-CCG-1-1'},100189365,,TRR-CCG1-1
62655,34644,{'tRNA-Arg-CCG-1-2'},100189084,,TRR-CCG1-2
62656,34735,{'tRNA-Arg-CCG-1-3'},100189173,,TRR-CCG1-3
62657,12346,{'tRNA-Arg-CCG-2-1'},7233,,TRR-CCG2-1
62658,34638,{'tRNA-Arg-CCT-1-1'},100189078,,TRR-CCT1-1
62659,34744,{'tRNA-Arg-CCT-2-1'},100189181,,TRR-CCT2-1
62660,34730,{'tRNA-Arg-CCT-3-1'},100189168,,TRR-CCT3-1
62661,34975,{'tRNA-Arg-CCT-4-1'},100189406,,TRR-CCT4-1
62662,34833,{'tRNA-Arg-CCT-5-1'},100189270,,TRR-CCT5-1
62663,35096,{'tRNA-Arg-CCT-6-1'},,,TRR-CCT6-1
62664,35019,{'tRNA-Arg-CCT-6-2'},100189449,,TRR-CCT6-2
62665,35013,{'tRNA-Arg-CCT-7-1'},100189443,,TRR-CCT7-1
62666,35077,{'tRNA-Arg-CCT-8-1'},100189502,,TRR-CCT8-1
62667,35114,{'tRNA-Arg-CCT-9-1'},100189537,,TRR-CCT9-1
62668,34827,{'tRNA-Arg-TCG-1-1'},100189264,,TRR-TCG1-1
62669,34979,{'tRNA-Arg-TCG-2-1'},100189410,,TRR-TCG2-1
62670,34939,{'tRNA-Arg-TCG-3-1'},100189371,,TRR-TCG3-1
62671,12345,{'tRNA-Arg-TCG-4-1'},7232,,TRR-TCG4-1
62672,34593,{'tRNA-Arg-TCG-5-1'},100189034,,TRR-TCG5-1
62673,34584,{'tRNA-Arg-TCG-6-1'},100189025,,TRR-TCG6-1
62674,34695,{'tRNA-Arg-TCT-1-1'},100189133,,TRR-TCT1-1
