,alias_symbol,gene_symbol,ENSG_ID,source
224, GTK,"[' KYAT1', 'FRK']","['ENSG00000111816', ' ENSG00000171097']",['HGNC']
225, GUCY2B,"['NPR3', ' NPR2']","[' ENSG00000159899', 'ENSG00000113389']",['ENSG']
226, GUP1,"[' MYZAP', 'HHATL']","['ENSG00000010282', ' ENSG00000263155']",['ENSG']
227, H1,"['CLIC4', ' VPS45']","['ENSG00000169504', ' ENSG00000136631']","['HGNC', 'ENSG']"
228, H2,"['FGFR1', ' RLN2']","['ENSG00000077782', ' ENSG00000107014']",['ENSG']
229, H2A.1,"[' H2AC17', 'H2AC8']","['ENSG00000277075', ' ENSG00000278677']",['HGNC']
230, H2A/Q,"['H2AC20', ' H2AC18']","['ENSG00000184260', ' ENSG00000288825']",['ENSG']
231, H2B.1,"[' H2BC21', 'H2BC4']","[' ENSG00000184678', 'ENSG00000180596']",['HGNC']
232, H3,"[' H3C14', ' FGFR1', 'RLN3']","[' ENSG00000077782', ' ENSG00000203811', 'ENSG00000171136']",['HGNC']
233, H3.1,"[' H3C3', 'H3C6']","['ENSG00000274750', ' ENSG00000287080']",['HGNC']
234, H4,"[' FGFR1', 'CCDC6', ' CCDC6', 'FGFR1', ' H4C6']","[' ENSG00000108091', 'ENSG00000077782', 'ENSG00000108091', ' ENSG00000274618', ' ENSG00000077782']","['HGNC', 'ENSG']"
235, H5,"['SEPTIN4', ' FGFR1', 'SEPTIN5']","['ENSG00000184702', 'ENSG00000108387', ' ENSG00000077782']","['HGNC', 'ENSG']"
236, HARP,"[' PANK2', ' ANGPTL2', 'ANGPTL2', ' ANKS4B', 'SMARCAL1']","['ENSG00000136859', ' ENSG00000125779', ' ENSG00000175311', 'ENSG00000138375', ' ENSG00000136859']","['HGNC', 'ENSG']"
237, HBP,"['HEBP1', ' AZU1']","[' ENSG00000172232', 'ENSG00000013583']",['HGNC']
238, HBSCI,"[' SCN1A', 'SCN2A']","[' ENSG00000144285', 'ENSG00000136531']",['HGNC']
239, HC2,"[' CYCSP38', 'SERPIND1']","[' ENSG00000259513', 'ENSG00000099937']",['HGNC']
240, HC3,"[' CYCSP24', 'PSMA2']","[' ENSG00000227666', 'ENSG00000106588']",['HGNC']
241, HCA2,"[' MAGEC3', 'HCAR2']","['ENSG00000182782', ' ENSG00000165509']",['ENSG']
242, HCAP,"['SMC3', ' DCD']","[' ENSG00000161634', 'ENSG00000108055']",['ENSG']
243, HCC-1,"[' SARNP', 'CCL14']","[' ENSG00000205323', 'ENSG00000276409']",['ENSG']
244, HCC-2,"[' MRPS11', 'TXNDC5']","['ENSG00000239264', ' ENSG00000181991']",['ENSG']
245, HCC-4,"['RBMS1', ' CCL16']","[' ENSG00000275095', 'ENSG00000153250', ' ENSG00000275152']","['HGNC', 'ENSG']"
246, HCCR-2,"[' BRI3BP', 'LETMD1']","['ENSG00000050426', ' ENSG00000184992']","['HGNC', 'ENSG']"
247, HCG1,"['TRIM31', ' NUP42']","['ENSG00000137397', ' ENSG00000136243']",['ENSG']
248, HCP,"[' AMBP', 'CPOX']","[' ENSG00000106927', 'ENSG00000080819']","['HGNC', 'ENSG']"
249, HCR,"[' CCHCR1', 'CCRL2']","[' ENSG00000204536', 'ENSG00000121797']",['ENSG']
250, HE2,"[' SPAG11B', 'SPAG11A']","[' ENSG00000164871', 'ENSG00000178287']",['ENSG']
251, HED,"['HAND2', 'EDA', ' GJB6', ' EDA']","[' ENSG00000158813', ' ENSG00000121742', 'ENSG00000158813', 'ENSG00000164107']","['HGNC', 'ENSG']"
252, HEN1,"[' HENMT1', 'NHLH1']","['ENSG00000171786', ' ENSG00000162639']",['ENSG']
253, HEPIS,"['IFTAP', ' C17orf49']","[' ENSG00000258315', 'ENSG00000166352']","['HGNC', 'ENSG']"
254, HGF,"[' SOS1', 'IL6']","[' ENSG00000115904', 'ENSG00000136244']",['ENSG']
255, HGPS,"[' ROBO3', 'ZMPSTE24', ' LMNA']","['ENSG00000084073', ' ENSG00000160789', ' ENSG00000154134']","['HGNC', 'ENSG']"
256, HHM,"[' PTHLH', 'CCNDBP1']","[' ENSG00000087494', 'ENSG00000166946']",['HGNC']
257, HI,"[' ABCC8', 'AKAP4']","['ENSG00000147081', ' ENSG00000006071']",['ENSG']
258, HIP,"[' ST13', 'HHIP', ' RPL29']","[' ENSG00000162244', ' ENSG00000100380', 'ENSG00000164161']",['ENSG']
259, HK,"['ATP12A', ' KNG1']","['ENSG00000075673', ' ENSG00000113889']",['ENSG']
260, HLAL,"[' LIPF', 'HLA-L']","['ENSG00000239618', ' ENSG00000182333']",['ENSG']
261, HLP,"[' SKIC2', ' GZMB', 'HAP1']","['ENSG00000173805', ' ENSG00000100453', ' ENSG00000204351']",['ENSG']
262, HLP2,"['DDX3X', ' HPCAL1']","[' ENSG00000115756', 'ENSG00000215301']","['HGNC', 'ENSG']"
263, HNPCC,"[' MLH1', 'MSH2']","['ENSG00000095002', ' ENSG00000076242']",['ENSG']
264, HPS,"['FGL1', ' HPS1']","[' ENSG00000107521', 'ENSG00000104760']",['ENSG']
265, HPS2,"['AP3B1', ' TFF1']","[' ENSG00000160182', 'ENSG00000132842']","['HGNC', 'ENSG']"
266, HREP,"[' FBXW10B', 'FBXW10']","['ENSG00000171931', ' ENSG00000241322']",['ENSG']
267, HS1,"[' EEF1A2', ' HCLS1', 'YWHAQ']","[' ENSG00000180353', ' ENSG00000101210', 'ENSG00000134308']",['ENSG']
268, HSPCA,"['HSP90AA2P', ' HSP90AA1']","['ENSG00000224411', ' ENSG00000080824']",['ENSG']
269, HSS,"[' SPAG9', ' GFER', 'PANK2']","['ENSG00000125779', ' ENSG00000127554', ' ENSG00000008294']",['ENSG']
270, HTR3,"['CCT6A', ' HTR3A']","[' ENSG00000166736', 'ENSG00000146731']",['ENSG']
271, HXBL,"[' TNXB', 'TNXA']","['ENSG00000248290', ' ENSG00000168477']",['HGNC']
272, HZF-3,"[' NR4A2', 'ZNF125']","[' ENSG00000153234', 'nan']",['HGNC']
273, IAP,"[' IAPP', 'IAPP', 'MAGT1', ' MAGT1']","['ENSG00000102158', ' ENSG00000121351', ' ENSG00000102158', 'ENSG00000121351']","['HGNC', 'ENSG']"
274, IBP1,"['IGBP1', ' IGFBP1']","[' ENSG00000146678', 'ENSG00000089289']",['ENSG']
275, ICIS,"[' MTUS2', 'MTUS2', 'MTUS1', ' MTUS1']","['ENSG00000129422', 'ENSG00000132938', ' ENSG00000129422', ' ENSG00000132938']","['HGNC', 'ENSG']"
276, ICLN,"['CLNS1AP1', ' CLNS1A']","[' ENSG00000074201', 'ENSG00000213335']",['ENSG']
277, IDD,"[' COL9A3', 'DGCR2']","['ENSG00000070413', ' ENSG00000092758']",['ENSG']
278, IF,"['CBLIF', ' CFI']","['ENSG00000134812', ' ENSG00000205403']",['ENSG']
279, IGER,"['PHF11', ' MS4A2']","[' ENSG00000149534', 'ENSG00000136147']",['ENSG']
280, IGNT,"[' B4GAT1', 'GCNT2']","['ENSG00000111846', ' ENSG00000174684']",['ENSG']
281, IGSF13,"['CD300LF', ' IGSF11']","[' ENSG00000144847', 'ENSG00000186074']",['ENSG']
282, IL-20,"['IL20', ' IL17B']","['ENSG00000162891', ' ENSG00000127743']",['HGNC']
283, IL-21,"['IL17C', ' IL21', ' IL22']","['ENSG00000124391', ' ENSG00000127318', ' ENSG00000138684']",['HGNC']
284, IL-25,"['MYDGF', ' IL25']","['ENSG00000074842', ' ENSG00000166090']",['ENSG']
285, IL-27,"['MYDGF', ' IL17D']","[' ENSG00000172458', 'ENSG00000074842']",['ENSG']
286, IL1RA,"[' IL1RN', 'IL1R1']","[' ENSG00000136689', 'ENSG00000115594']",['ENSG']
287, IL27,"['MYDGF', ' IL17D']","[' ENSG00000172458', 'ENSG00000074842']",['ENSG']
288, ILWEQ,"[' TLN2', 'HIP1R']","['ENSG00000130787', ' ENSG00000171914']",['HGNC']
289, IMP1,"['IGF2BP1', ' IGF2BP1', ' HM13', 'HM13']","[' ENSG00000101294', 'ENSG00000159217', ' ENSG00000159217', 'ENSG00000101294']","['HGNC', 'ENSG']"
290, IMP2,"[' IMMP2L', 'SPPL3']","[' ENSG00000184903', 'ENSG00000157837']",['ENSG']
291, INOS,"[' NOS2', 'ISYNA1']","[' ENSG00000007171', 'ENSG00000105655']",['ENSG']
292, INT6,"['EIF3E', ' INTS6']","[' ENSG00000102786', 'ENSG00000104408']",['ENSG']
293, IPOB,"[' SOD2', 'KPNB1']","['ENSG00000108424', ' ENSG00000291237']","['HGNC', 'ENSG']"
294, IRAP,"[' LNPEP', 'IL1RN']","[' ENSG00000113441', 'ENSG00000136689']","['HGNC', 'ENSG']"
295, ISO1,"['EIF1', ' EIF1', ' SRR', 'SRR']","['ENSG00000173812', 'ENSG00000167720', ' ENSG00000173812', ' ENSG00000167720']","['HGNC', 'ENSG']"
296, ISWI,"['SMARCA5', ' SMARCA1']","['ENSG00000153147', ' ENSG00000102038']","['HGNC', 'ENSG']"
297, KAP-1,"[' TRIM28', 'KIFAP3']","['ENSG00000075945', ' ENSG00000130726']",['HGNC']
298, KAT4,"['GOT2', ' TAF1']","['ENSG00000125166', ' ENSG00000147133']",['HGNC']
299, KGA,"[' KCNJ3', 'GLS']","['ENSG00000115419', ' ENSG00000162989']","['HGNC', 'ENSG']"
300, KIAA0172,"[' KANK4', 'KANK1']","['ENSG00000107104', ' ENSG00000132854']",['ENSG']
301, KIAA0229,"[' TCP11', 'ANKS1A']","[' ENSG00000124678', 'ENSG00000064999']",['ENSG']
302, KIAA0266,"['ALG11', ' UTP14C']","['ENSG00000253710', ' ENSG00000253797']",['ENSG']
303, KIAA0705,"[' MAGI2', 'MAGI2', ' ACTRT1', 'ACTRT1']","['ENSG00000187391', ' ENSG00000187391', 'ENSG00000123165', ' ENSG00000123165']","['HGNC', 'ENSG']"
304, KIAA1426,"[' JPT2', 'CRAMP1']","[' ENSG00000206053', 'ENSG00000007545']",['ENSG']
305, KIP2,"[' CIB2', 'CDKN1C']","[' ENSG00000136425', 'ENSG00000129757']",['ENSG']
306, KIR2DL5,"['KIR2DL5B', ' KIR2DL5A']","[' ENSG00000274143', 'nan']",['HGNC']
307, KLIP1,"['CENPU', ' YIPF3']","['ENSG00000151725', ' ENSG00000137207']","['HGNC', 'ENSG']"
308, KOX31,"['ZNF33B', ' ZNF33A']","['ENSG00000196693', ' ENSG00000189180']",['ENSG']
309, KS,"[' OXSM', 'COL18A1']","[' ENSG00000151093', 'ENSG00000182871']",['ENSG']
310, KS1,"['CXCL14', ' ZNF382']","['ENSG00000145824', ' ENSG00000161298']","['HGNC', 'ENSG']"
311, L15,"['RPL15', ' CCDC34']","['ENSG00000174748', ' ENSG00000109881']",['HGNC']
312, L19,"[' RPL19', 'IGKV1-12', ' SIK3']","[' ENSG00000108298', ' ENSG00000160584', 'ENSG00000243290']","['HGNC', 'ENSG']"
313, L30,"['RPL30', ' RSL24D1']","[' ENSG00000137876', 'ENSG00000156482']",['ENSG']
314, L6,"[' RPL6', 'MED10']","['ENSG00000133398', ' ENSG00000089009']",['HGNC']
315, LACS2,"[' ACSL6', 'ACSL1']","['ENSG00000151726', ' ENSG00000164398']",['ENSG']
316, LAGE2A,"['CTAG1B', ' CTAG1A']","['ENSG00000184033', ' ENSG00000268651']",['ENSG']
317, LAK,"['ALPK1', ' ARL4C']","['ENSG00000073331', ' ENSG00000188042']",['ENSG']
318, LAM,"['TSC2', ' TSC1']","['ENSG00000103197', ' ENSG00000165699']",['HGNC']
319, LAMP,"[' LSAMP', 'LAMP3']","[' ENSG00000185565', 'ENSG00000078081']",['ENSG']
320, LAP,"[' CEBPB', ' CENPJ', 'CENPJ', 'LAP3']","['ENSG00000151849', ' ENSG00000151849', 'ENSG00000002549', ' ENSG00000172216']","['HGNC', 'ENSG']"
321, LAP1,"[' TOR1AIP1', 'ANPEP', ' TRAF3', 'TRAF3']","['ENSG00000131323', ' ENSG00000143337', ' ENSG00000131323', 'ENSG00000166825']","['HGNC', 'ENSG']"
322, LAS1,"[' LAS1L', 'DNAI7']","['ENSG00000118307', ' ENSG00000001497']",['ENSG']
323, LCA,"[' PTPRC', 'GUCY2D']","[' ENSG00000081237', 'ENSG00000132518']",['ENSG']
324, LE,"['FUT3', ' HPS4']","[' ENSG00000100099', 'ENSG00000171124']",['ENSG']
325, LFA-1,"[' ITGB2', 'ITGAL']","[' ENSG00000160255', 'ENSG00000005844']",['ENSG']
326, LGL1,"[' CRISPLD2', 'LLGL1']","['ENSG00000131899', ' ENSG00000103196']",['ENSG']
327, LGS,"[' LGSN', 'EXT1']","['ENSG00000182197', ' ENSG00000146166']",['ENSG']
328, LIM1,"['LHX1', 'MIP', ' MIP', ' LHX1']","['ENSG00000135517', 'ENSG00000273706', ' ENSG00000273706', ' ENSG00000135517']","['HGNC', 'ENSG']"
329, LIN-10,"[' APBA2', 'PHAF1']","[' ENSG00000034053', 'ENSG00000125149']",['ENSG']
330, LIP1,"['STK11IP', ' CENPJ']","['ENSG00000144589', ' ENSG00000151849']",['ENSG']
331, LIP2,"[' ANXA2P3', 'ANXA2']","[' ENSG00000216740', 'ENSG00000182718']",['ENSG']
332, LMNL1,"['LMNA', ' LMLN']","['ENSG00000160789', ' ENSG00000185621']",['ENSG']
333, LNP,"[' NUSAP1', 'LNPK']","[' ENSG00000137804', 'ENSG00000144320']","['HGNC', 'ENSG']"
334, LPAP,"[' ACP6', 'PTPRCAP']","[' ENSG00000162836', 'ENSG00000213402']",['ENSG']
335, LPP1,"[' PLPP1', 'VANGL2']","['ENSG00000162738', ' ENSG00000067113']",['HGNC']
336, LRF,"['CREBRF', ' ZBTB7A']","['ENSG00000164463', ' ENSG00000178951']",['ENSG']
337, LRH-1,"[' P2RX5', 'NR5A2']","[' ENSG00000083454', 'ENSG00000116833']",['HGNC']
338, LRP,"[' LRP1', ' RPSA', 'PTPRA']","['ENSG00000132670', ' ENSG00000123384', ' ENSG00000168028']",['ENSG']
339, LRP9,"[' LRP10', 'SORL1']","['ENSG00000137642', ' ENSG00000197324']","['HGNC', 'ENSG']"
340, M-ABC1,"['ABCB8', ' ABCF2']","[' ENSG00000033050', 'ENSG00000197150']","['HGNC', 'ENSG']"
341, M-ABC2,"['ABCB10P1', ' ABCB10']","[' ENSG00000135776', 'ENSG00000274099']",['ENSG']
342, MAC-1,"['ITGAM', ' ITGB2']","[' ENSG00000160255', 'ENSG00000169896']",['ENSG']
343, MAD1,"[' MXD1', 'MAD1L1']","[' ENSG00000059728', 'ENSG00000002822']",['ENSG']
344, MAD2,"['MAD2L1', ' MXI1']","[' ENSG00000119950', 'ENSG00000164109']",['ENSG']
345, MADA,"[' AMPD1', 'LMNA', ' LMNA', 'AMPD1']","[' ENSG00000160789', 'ENSG00000160789', ' ENSG00000116748', 'ENSG00000116748']","['HGNC', 'ENSG']"
346, MADM,"['NRBP1', 'ADAM10', ' NRBP1', ' ADAM10']","['ENSG00000115216', ' ENSG00000115216', 'ENSG00000137845', ' ENSG00000137845']","['HGNC', 'ENSG']"
347, MAGE1,"[' MAGEA1', 'MAGED4']","['ENSG00000154545', ' ENSG00000198681']",['ENSG']
348, MAK3,"['NAA30', ' NAA50']","[' ENSG00000121579', 'ENSG00000139977']",['ENSG']
349, MART1,"['MLANA', ' RTL1']","[' ENSG00000254656', 'ENSG00000120215']",['ENSG']
350, MART2,"['PEG10', ' HHAT']","['ENSG00000242265', ' ENSG00000054392']",['ENSG']
351, MASA,"[' ENOPH1', 'L1CAM']","['ENSG00000198910', ' ENSG00000145293']",['ENSG']
352, MAST,"['SPG21', ' SPACA9']","['ENSG00000090487', ' ENSG00000165698']",['ENSG']
353, MBP,"['PRG2', ' MBL2']","[' ENSG00000165471', 'ENSG00000186652']",['ENSG']
354, MBP-1,"[' HIVEP1', ' ENO1', 'ENO1', 'HIVEP1']","[' ENSG00000095951', ' ENSG00000074800', 'ENSG00000074800', 'ENSG00000095951']","['HGNC', 'ENSG']"
355, MCAF,"['CCL2', ' ATF7IP']","[' ENSG00000171681', 'ENSG00000108691']","['HGNC', 'ENSG']"
356, MCD,"['MLYCD', ' MUC1']","[' ENSG00000185499', 'ENSG00000103150']",['ENSG']
357, MCDR2,"['AKR1C2', ' PROM1']","['ENSG00000151632', ' ENSG00000007062']",['ENSG']
358, MCH2,"[' MCHR2', 'CASP6']","[' ENSG00000152034', 'ENSG00000138794']",['ENSG']
359, MCS,"['MOCOS', ' ZC4H2']","[' ENSG00000126970', 'ENSG00000075643']",['ENSG']
360, MCSP,"[' CSPG4', 'GPX4']","['ENSG00000167468', ' ENSG00000173546']",['HGNC']
361, MCT1,"['SLC16A1', ' MCAT']","[' ENSG00000100294', 'ENSG00000155380']","['HGNC', 'ENSG']"
362, MCT7,"[' SLC16A6', 'SLC16A2']","['ENSG00000147100', ' ENSG00000108932']","['HGNC', 'ENSG']"
363, MDR1,"['TBC1D9', ' ABCB1']","[' ENSG00000085563', 'ENSG00000109436']",['ENSG']
364, MDSP,"[' DUSP13B', 'DUSP13A']","[' ENSG00000079393', 'ENSG00000293543']",['ENSG']
365, MED,"[' COMP', ' COL9A3', 'COL9A2', ' SCN8A']","[' ENSG00000105664', ' ENSG00000196876', 'ENSG00000049089', ' ENSG00000092758']",['ENSG']
366, MEF,"['MEFV', ' ELF4']","['ENSG00000103313', ' ENSG00000102034']",['ENSG']
367, MEGT1,"[' LY6G6F-LY6G6D', 'LY6G6D']","[' ENSG00000250641', 'ENSG00000206402']",['ENSG']
368, METTL2,"[' METTL2A', 'METTL2B']","['ENSG00000165055', ' ENSG00000087995']",['ENSG']
369, MGC5228,"[' SRSF1', ' PRSS30P', 'SRSF1', 'PRSS30P']","['ENSG00000172460', 'ENSG00000136450', ' ENSG00000172460', ' ENSG00000136450']","['HGNC', 'ENSG']"
370, MIA1,"[' CFAP100', ' MIA', 'CFAP100', 'MIA']","['ENSG00000261857', ' ENSG00000261857', 'ENSG00000163885', ' ENSG00000163885']","['HGNC', 'ENSG']"
371, MIC1,"['GDF15', ' RMC1']","['ENSG00000130513', ' ENSG00000141452']",['ENSG']
372, MIC10,"[' CD46', 'MICOS10']","['ENSG00000173436', ' ENSG00000117335']",['ENSG']
373, MIF2,"[' CENPC', 'CENPC', ' DDT', 'DDT']","[' ENSG00000099977', ' ENSG00000145241', 'ENSG00000099977', 'ENSG00000145241']","['HGNC', 'ENSG']"
374, MINERVA,"['MFSD1', ' NIBAN2']","['ENSG00000118855', ' ENSG00000136830']",['ENSG']
375, MINK,"['MINK1', ' KCNE1']","[' ENSG00000180509', 'ENSG00000141503']",['ENSG']
376, MINT,"['CISD3', ' SPEN']","[' ENSG00000065526', 'ENSG00000274768']",['ENSG']
377, MIO,"[' MLXIPL', 'MLXIPL', 'MIOS', ' MIOS']","[' ENSG00000009950', 'ENSG00000164654', 'ENSG00000009950', ' ENSG00000164654']","['HGNC', 'ENSG']"
378, MIP,"[' MAFIP', 'TNPO1']","[' ENSG00000274847', 'ENSG00000083312']",['ENSG']
379, MIP-2A,"[' TRAPPC2', 'CXCL2', 'TRAPPC2B']","[' ENSG00000196459', 'ENSG00000256060', 'ENSG00000081041']","['HGNC', 'ENSG']"
380, MIP1,"[' RPTOR', ' TNPO1', 'MAPKAP1']","['ENSG00000119487', ' ENSG00000141564', ' ENSG00000083312']","['HGNC', 'ENSG']"
381, MIR,"[' MARCHF8', 'MLXIP', ' MYLIP']","[' ENSG00000007944', ' ENSG00000165406', 'ENSG00000175727']",['ENSG']
382, MIZ,"['ZMIZ1', ' PIAS2']","['ENSG00000108175', ' ENSG00000078043']",['ENSG']
383, MK,"[' MDK', 'MVK']","['ENSG00000110921', ' ENSG00000110492']",['ENSG']
384, MK3,"['MAPKAPK3', ' KCNA3', ' MAPKAPK3', 'KCNA3']","[' ENSG00000177272', 'ENSG00000177272', ' ENSG00000114738', 'ENSG00000114738']","['HGNC', 'ENSG']"
385, ML-1,"['IL17F', ' ATP8A2', ' IL17F', 'ATP8A2']","[' ENSG00000132932', 'ENSG00000112116', ' ENSG00000112116', 'ENSG00000132932']","['HGNC', 'ENSG']"
386, MLCK,"['MYLK3', ' MYLK']","['ENSG00000140795', ' ENSG00000065534']",['ENSG']
387, MLL2,"[' KMT2D', 'KMT2B']","[' ENSG00000167548', 'ENSG00000272333']",['ENSG']
388, MLL4,"[' KMT2B', 'KMT2D']","['ENSG00000167548', ' ENSG00000272333']","['HGNC', 'ENSG']"
389, MLP,"['CSRP3', ' MARCKSL1']","['ENSG00000129170', ' ENSG00000175130']",['ENSG']
390, MLP1,"[' ABCC6', 'MARCKSL1']","[' ENSG00000091262', 'ENSG00000175130']","['HGNC', 'ENSG']"
391, MN,"['CA9', ' GYPA']","[' ENSG00000170180', 'ENSG00000107159']",['ENSG']
392, MNAB,"['RC3H2', ' OR1K1']","['ENSG00000056586', ' ENSG00000165204']",['ENSG']
393, MNS,"[' GYPB', ' GYPE', 'GYPA']","[' ENSG00000197465', 'ENSG00000170180', ' ENSG00000250361']",['ENSG']
394, MOP3,"[' BMAL1', 'SBNO1']","[' ENSG00000133794', 'ENSG00000139697']",['ENSG']
395, MOX2,"['CD200', ' MEOX2']","['ENSG00000091972', ' ENSG00000106511']",['ENSG']
396, MP1,"[' LAMTOR3', 'PITRM1']","[' ENSG00000109270', 'ENSG00000107959']",['ENSG']
397, MPS1,"['TTK', ' RPS27']","[' ENSG00000177954', 'ENSG00000112742']",['ENSG']
398, MRCL3,"[' MYL12A', 'CLEC18C']","['ENSG00000157335', ' ENSG00000101608']",['ENSG']
399, MRG1,"[' MEIS2', 'MORF4L1P1']","[' ENSG00000134138', 'ENSG00000218283']",['ENSG']
400, MRG2,"['MEIS3P1', ' MEIS3']","[' ENSG00000105419', 'ENSG00000179277']",['ENSG']
401, MRK,"['CILK1', ' MAP3K20']","[' ENSG00000091436', 'ENSG00000112144']",['ENSG']
402, MRP,"[' WLS', 'ABCC1']","[' ENSG00000116729', 'ENSG00000103222']",['ENSG']
403, MRP-L15,"[' MRPL15', 'MRPL19']","['ENSG00000115364', ' ENSG00000137547']",['ENSG']
404, MRP-L32,"[' MRPL32', 'MRPL14']","['ENSG00000180992', ' ENSG00000106591']",['HGNC']
405, MRP1,"[' ABCC1', 'MSH3']","[' ENSG00000103222', 'ENSG00000113318']",['ENSG']
406, MRP2,"[' ABCC2', 'KLHL1']","['ENSG00000150361', ' ENSG00000023839']","['HGNC', 'ENSG']"
407, MRP6,"['S100A12', ' ABCC6']","[' ENSG00000091262', 'ENSG00000163221']",['ENSG']
408, MRP7,"['CFTR', ' ABCC10']","['ENSG00000001626', ' ENSG00000124574']",['ENSG']
409, MRP8,"[' S100A8', 'ABCC8', 'S100A8', ' ABCC8']","[' ENSG00000006071', 'ENSG00000006071', 'ENSG00000143546', ' ENSG00000143546']","['HGNC', 'ENSG']"
410, MS4A4,"[' MS4A4A', 'MS4A8']","[' ENSG00000110079', 'ENSG00000166959']",['ENSG']
411, MSF,"[' PRG4', 'FN1', ' SEPTIN9']","['ENSG00000115414', ' ENSG00000116690', ' ENSG00000184640']",['ENSG']
412, MSH,"['MSX2', ' POMC']","[' ENSG00000115138', 'ENSG00000120149']",['ENSG']
413, MSK16,"[' CSPG4', 'ACAN']","['ENSG00000157766', ' ENSG00000173546']",['ENSG']
414, MSP,"['MSMB', ' MST1', ' LMLN']","['ENSG00000263639', ' ENSG00000173531', ' ENSG00000185621']",['ENSG']
415, MST,"[' MAP3K10', 'MSTO1']","['ENSG00000125459', ' ENSG00000130758']",['ENSG']
416, MT-A70,"[' PCIF1', 'METTL3']","[' ENSG00000100982', 'ENSG00000165819']",['HGNC']
417, MT1K,"[' MT1M', 'MT1G']","['ENSG00000125144', ' ENSG00000205364']",['ENSG']
418, MTB,"['MT1JP', ' NCAPG2']","[' ENSG00000146918', 'ENSG00000255986']",['ENSG']
419, MTF,"['MT1L', ' MELTF']","['ENSG00000260549', ' ENSG00000163975']",['ENSG']
420, MTR1,"[' CMTR1', 'TRPM5']","[' ENSG00000137200', 'ENSG00000070985']",['ENSG']
421, MTS1,"[' S100A4', 'CDKN2A']","['ENSG00000147889', ' ENSG00000196154']",['ENSG']
422, MU,"[' BLOC1S5', ' GSTM1', 'PSMA2']","[' ENSG00000188428', 'ENSG00000106588', ' ENSG00000134184']",['ENSG']
423, MU2,"['AP2M1', ' AP1M2']","[' ENSG00000129354', 'ENSG00000161203']",['ENSG']
424, MUM1,"['IRF4', ' PWWP3A']","['ENSG00000137265', ' ENSG00000160953']",['ENSG']
425, MUM2,"['WTAP', ' TRAPPC1']","['ENSG00000146457', ' ENSG00000170043']",['ENSG']
426, MYM,"[' ZMYM3', ' ZMYM6', 'ZMYM2', ' ZMYM1', ' ZMYM2', ' ZMYM5', 'ZMYM6', ' ZMYM4']","['ENSG00000163867', ' ENSG00000197056', ' ENSG00000146463', ' ENSG00000121741', 'ENSG00000121741', ' ENSG00000147130', ' ENSG00000163867', ' ENSG00000132950']","['HGNC', 'ENSG']"
427, NABC1,"['SLC4A11', ' BCAS1']","['ENSG00000088836', ' ENSG00000064787']",['ENSG']
428, NAC,"['XK', ' NLRP1']","[' ENSG00000091592', 'ENSG00000047597']",['ENSG']
429, NAC1,"[' SCN1A', 'NACC1']","['ENSG00000160877', ' ENSG00000144285']",['ENSG']
430, NAP1,"[' ACOT8', ' AZI2', ' NAPSA', ' CXCL8', 'CXCL8', 'NAP1L1', ' NCKAP1', ' NAP1L1']","[' ENSG00000061676', 'ENSG00000169429', ' ENSG00000131400', ' ENSG00000187109', 'ENSG00000187109', ' ENSG00000163512', ' ENSG00000169429', ' ENSG00000101473']","['HGNC', 'ENSG']"
431, NAT3,"['SLC38A4', ' NAA20']","['ENSG00000139209', ' ENSG00000173418']","['HGNC', 'ENSG']"
432, NAT5,"[' NAA20', 'NAA50']","[' ENSG00000173418', 'ENSG00000121579']",['ENSG']
433, NBP,"['TP63', ' COASY']","[' ENSG00000068120', 'ENSG00000073282']","['HGNC', 'ENSG']"
434, NBR,"[' ARHGEF16', 'EXD3']","[' ENSG00000130762', 'ENSG00000187609']",['ENSG']
435, NBS1,"['NLRP2', ' NBN']","['ENSG00000022556', ' ENSG00000104320']",['ENSG']
436, ND1,"[' MT-ND1', 'IVNS1ABP']","[' ENSG00000198888', 'ENSG00000116679']",['ENSG']
437, NDR1,"['STK38', ' NDRG1']","[' ENSG00000104419', 'ENSG00000112079']","['HGNC', 'ENSG']"
438, NEP,"[' MME', 'DDR1']","['ENSG00000137332', ' ENSG00000196549']",['ENSG']
439, NET,"['SLC6A2', ' ELK3']","[' ENSG00000111145', 'ENSG00000103546']",['ENSG']
440, NET1,"[' SLC6A5', 'PRPF38B', 'NTN1', ' PRPF38B', ' SLC6A2']","[' ENSG00000165970', ' ENSG00000103546', ' ENSG00000134186', 'ENSG00000134186', 'ENSG00000065320']","['HGNC', 'ENSG']"
441, NEUROPSIN,"['OPN5', ' KLK8']","[' ENSG00000129455', 'ENSG00000124818']",['ENSG']
442, NF-E1,"[' GATA1', 'YY1']","['ENSG00000100811', ' ENSG00000102145']",['ENSG']
443, NG2,"[' CSPG4', 'RNF5']","['ENSG00000183574', ' ENSG00000173546']",['ENSG']
444, NIK,"[' MAP3K14', 'MAP4K4']","[' ENSG00000006062', 'ENSG00000071054']",['ENSG']
445, NIP,"['DUOXA1', ' CRPPA', ' GIPC1']","[' ENSG00000123159', 'ENSG00000140254', ' ENSG00000214960']","['HGNC', 'ENSG']"
446, NIP1,"[' NECAB3', 'NCBP2']","[' ENSG00000125967', 'ENSG00000114503']",['ENSG']
