,num_gene_records,num_collision_symbol,percent_collision_symbol
0,2,1342,2.430586999438538
1,3,192,0.3477441906797312
2,4,45,0.081502544690562
3,5,15,0.027167514896854
4,6,13,0.023545179577273468
5,7,3,0.0054335029793708
6,8,2,0.0036223353195805334
7,9,2,0.0036223353195805334
8,10,2,0.0036223353195805334
9,11,1,0.0018111676597902667
