,num_gene_records,num_collision_symbol,percent_collision_symbol
0,2,2786,4.0285730811498635
1,3,413,0.5972005321302563
2,4,140,0.2024408583492394
3,5,54,0.07808433107756377
4,6,23,0.033258141014517906
5,7,17,0.024582104228121928
6,8,8,0.011568049048527967
7,9,15,0.021690091965989935
8,10,2,0.0028920122621319917
9,11,1,0.0014460061310659958
10,12,1,0.0014460061310659958
11,13,14,0.020244085834923937
12,14,1,0.0014460061310659958
13,36,1,0.0014460061310659958
