,ENSG_ID,gene_symbol,HGNC_ID,NCBI_ID,aliases,collision_symbol,source
3952,ENSG00000111816,FRK,3955,2444,"RAK, GTK", GTK,HGNC
12926,ENSG00000171097,KYAT1,1564,883,"KATI, GTK", GTK,HGNC
12567,ENSG00000169504,CLIC4,13518,25932,"DKFZP566G223, CLIC4L, P64H1, H1, huH1, p64H1", H1,HGNC
7286,ENSG00000136631,VPS45,14579,11311,"h-vps45, H1", H1,HGNC
39735,ENSG00000277075,H2AC8,4724,3012,"H2A/a, H2A.1", H2A.1,HGNC
40037,ENSG00000278677,H2AC17,4735,8336,"H2A/n, H2A.1", H2A.1,HGNC
15687,ENSG00000184678,H2BC21,4760,8349,"H2B/q, H2B.1, H2BE, H2B-GL105", H2B.1,HGNC
14805,ENSG00000180596,H2BC4,4757,8347,"H2B/l, H2B.1", H2B.1,HGNC
12943,ENSG00000171136,RLN3,17135,117579,"ZINS4, RXN3, H3", H3,HGNC
18952,ENSG00000203811,H3C14,20503,126961,"MGC9629, H3/m, H3, H3.2, H3/M", H3,HGNC
1396,ENSG00000077782,FGFR1,3688,2260,"H2, H3, H4, H5, CEK, FLG, BFGFR, N-SAM, CD331", H3,HGNC
41111,ENSG00000287080,H3C3,4768,8352,"H3/c, H3.1", H3.1,HGNC
39310,ENSG00000274750,H3C6,4769,8353,"H3/d, H3.1", H3.1,HGNC
3483,ENSG00000108091,CCDC6,18782,8030,"PTC, TPC, H4, PTC1", H4,HGNC
1396,ENSG00000077782,FGFR1,3688,2260,"H2, H3, H4, H5, CEK, FLG, BFGFR, N-SAM, CD331", H4,HGNC
39289,ENSG00000274618,H4C6,4783,8361,"H4/c, H4", H4,HGNC
15690,ENSG00000184702,SEPTIN5,9164,5413,"HCDCREL-1, H5, Septin-5, CDCREL-1", H5,HGNC
1396,ENSG00000077782,FGFR1,3688,2260,"H2, H3, H4, H5, CEK, FLG, BFGFR, N-SAM, CD331", H5,HGNC
7628,ENSG00000138375,SMARCAL1,11102,50485,"HHARP, HARP", HARP,HGNC
13811,ENSG00000175311,ANKS4B,26795,257629,"FLJ38819, HARP", HARP,HGNC
5693,ENSG00000125779,PANK2,15894,80025,"HSS, FLJ11729, PKAN, HARP", HARP,HGNC
7332,ENSG00000136859,ANGPTL2,490,23452,"ARP2, HARP", HARP,HGNC
340,ENSG00000013583,HEBP1,17176,50865,"HEBP, HBP", HBP,HGNC
13203,ENSG00000172232,AZU1,913,566,"AZU, CAP37, AZAMP, HBP, NAZC, HUMAZUR", HBP,HGNC
7274,ENSG00000136531,SCN2A,10588,6326,"Nav1.2, HBSCII, HBSCI", HBSCI,HGNC
8520,ENSG00000144285,SCN1A,10585,6323,"Nav1.1, GEFSP2, HBSCI, NAC1, SMEI", HBSCI,HGNC
2133,ENSG00000099937,SERPIND1,4838,3053,"HC-II, HLS2, HC2, D22S673", HC2,HGNC
36051,ENSG00000259513,CYCSP38,24411,360184,"HCP38, HC2", HC2,HGNC
25097,ENSG00000227666,CYCSP24,24398,360177,"HCP24, HC3, HCP31", HC3,HGNC
3324,ENSG00000106588,PSMA2,9531,5683,"MU, HC3, PMSA2", HC3,HGNC
39388,ENSG00000275152,CCL16,10614,6360,"NCC-4, SCYL4, LEC, HCC-4, LMC, LCC-1, CKb12, Mtn-1", HCC-4,HGNC
9610,ENSG00000153250,RBMS1,9907,5937,"SCR2, MSSP-1, MSSP-2, MSSP-3, YC1, HCC-4, DKFZp564H0764", HCC-4,HGNC
15756,ENSG00000184992,BRI3BP,14251,140707,"BNAS1, KG19, HCCR-2, HCCRBP-3", HCCR-2,HGNC
679,ENSG00000050426,LETMD1,24241,25875,"HCCR1, HCCR, HCCR-2, HCCR-1, HCCR2, SLC55A3", HCCR-2,HGNC
3367,ENSG00000106927,AMBP,453,259,"UTI, HCP, EDC1, HI30, IATIL, ITILC", HCP,HGNC
1506,ENSG00000080819,CPOX,2321,1371,"CPX, HCP", HCP,HGNC
10236,ENSG00000158813,EDA,3157,1896,"EDA1, XLHED, HED, XHED, ED1-A1, ED1-A2, EDA-A1, EDA-A2", HED,HGNC
5177,ENSG00000121742,GJB6,4288,10804,"EDH, HED, CX30", HED,HGNC
11797,ENSG00000166352,IFTAP,25142,119710,"FLJ38678, HEPIS, NWC", HEPIS,HGNC
35582,ENSG00000258315,C17orf49,28737,124944,"MGC49942, BAP18, HEPIS", HEPIS,HGNC
1617,ENSG00000084073,ZMPSTE24,12877,10269,"FACE-1, Ste24p, STE24, HGPS, PRO1", HGPS,HGNC
9696,ENSG00000154134,ROBO3,13433,64221,"RBIG1, FLJ21044, HGPS", HGPS,HGNC
1746,ENSG00000087494,PTHLH,9607,5744,"PTHRP, HHM, PLP, PTHR", HHM,HGNC
11950,ENSG00000166946,CCNDBP1,1587,23582,"DIP1, GCIP, HHM", HHM,HGNC
4468,ENSG00000115756,HPCAL1,5145,3241,"BDR1, HLP2, VILIP-3", HLP2,HGNC
21873,ENSG00000215301,DDX3X,2745,1654,"DBX, HLP2, DDX14, CAP-Rf", HLP2,HGNC
6649,ENSG00000132842,AP3B1,566,8546,"ADTB3A, HPS2", HPS2,HGNC
10400,ENSG00000160182,TFF1,11755,7031,"D21S21, HPS2, pS2, pNR-2, HP1.A", HPS2,HGNC
32084,ENSG00000248290,TNXA,11975,7146,"XA, D6S103E, HXBL", HXBL,HGNC
12327,ENSG00000168477,TNXB,11976,7148,"TNXBS, XBS, XB, HXBL, TN-X, TNX", HXBL,HGNC
9607,ENSG00000153234,NR4A2,7981,4929,"TINUR, NOT, RNR1, HZF-3", HZF-3,HGNC
45583,,ZNF125,12908,,"HZF3, HZF-3", HZF-3,HGNC
2633,ENSG00000102158,MAGT1,28880,84061,"DKFZp564K142, IAP, OST3B, MRX95, SLC58A1", IAP,HGNC
5145,ENSG00000121351,IAPP,5329,3375,"AMYLIN, DAP, IAP", IAP,HGNC
6120,ENSG00000129422,MTUS1,29789,57509,"MTSG1, KIAA1288, DKFZp586D1519, FLJ14295, ATIP1, MP44, ATBP, ICIS, ATIP3", ICIS,HGNC
6663,ENSG00000132938,MTUS2,20595,23281,"TIP150, CAZIP, ICIS", ICIS,HGNC
5932,ENSG00000127743,IL17B,5982,27190,"IL-17B, ZCYTO7, IL-20, MGC138900, MGC138901, NIRF", IL-20,HGNC
10823,ENSG00000162891,IL20,6002,50604,"ZCYTO10, IL10D, IL-20", IL-20,HGNC
5885,ENSG00000127318,IL22,14900,50616,"ILTIF, IL-21, zcyto18, IL-TIF, IL-D110, TIFa, TIFIL-23, IL-22, MGC79382, MGC79384", IL-21,HGNC
7690,ENSG00000138684,IL21,6005,59067,"Za11, IL-21", IL-21,HGNC
5505,ENSG00000124391,IL17C,5983,27189,"IL-17C, CX2, IL-21, MGC126884, MGC138401", IL-21,HGNC
13130,ENSG00000171914,TLN2,15447,83660,"KIAA0320, ILWEQ", ILWEQ,HGNC
6327,ENSG00000130787,HIP1R,18415,9026,"KIAA0655, HIP3, HIP12, FLJ14000, ILWEQ", ILWEQ,HGNC
2487,ENSG00000101294,HM13,16435,81502,"H13, dJ324O17.1, SPP, PSL3, IMP1, IMPAS, PSENL3, SPPL1", IMP1,HGNC
10288,ENSG00000159217,IGF2BP1,28866,10642,"IMP-1, IMP1", IMP1,HGNC
41198,ENSG00000291237,SOD2,11180,6648,"GClnc1, MnSOD, IPOB, GC1", IPOB,HGNC
3520,ENSG00000108424,KPNB1,6400,3837,"NTF97, IPOB, MGC2155, MGC2156, MGC2157, IMB1, Impnb, IPO1", IPOB,HGNC
7292,ENSG00000136689,IL1RN,6000,3557,"IL1RA, ICIL-1RA, IL1F3, IRAP, IL-1RN, MGC10430", IRAP,HGNC
4173,ENSG00000113441,LNPEP,6656,4012,"CAP, PLAP, P-LAP, IRAP", IRAP,HGNC
13538,ENSG00000173812,EIF1,3249,10209,"EIF-1, ISO1, A121, SUI1, EIF1A", ISO1,HGNC
12137,ENSG00000167720,SRR,14398,63826,"ILV1, ISO1", ISO1,HGNC
9595,ENSG00000153147,SMARCA5,11101,8467,"hSNF2H, hISWI, ISWI", ISWI,HGNC
2612,ENSG00000102038,SMARCA1,11097,6594,"SNF2LB, NURF140, ISWI, SWI, hSNF2L", ISWI,HGNC
1329,ENSG00000075945,KIFAP3,17060,22920,"SMAP, KAP3, FLA3, KAP-1", KAP-1,HGNC
6308,ENSG00000130726,TRIM28,16384,10155,"TIF1B, KAP1, TF1B, RNF96, PPP1R157, KAP-1, TIF1-beta, TIF1beta", KAP-1,HGNC
8902,ENSG00000147133,TAF1,11535,6872,"NSCL2, TAFII250, KAT4, DYT3/TAF1", KAT4,HGNC
5601,ENSG00000125166,GOT2,4433,2806,"mitAAT, KATIV, KAT4, KYAT4, mAspAT", KAT4,HGNC
4414,ENSG00000115419,GLS,4331,2744,"KIAA0838, GLS1, GAC, GAM, KGA", KGA,HGNC
10850,ENSG00000162989,KCNJ3,6264,3760,"Kir3.1, GIRK1, KGA", KGA,HGNC
5341,ENSG00000123165,ACTRT1,24027,139741,"AIP1, KIAA0705, ARIP1, Arp-T1", KIAA0705,HGNC
16328,ENSG00000187391,MAGI2,18957,9863,"AIP1, ARIP1, KIAA0705, ACVRIP1, MAGI-2", KIAA0705,HGNC
42510,,KIR2DL5B,16346,553128,"KIR2DL5.2, KIR2DL5, KIR2DL5.3, KIR2DL5.4", KIR2DL5,HGNC
39201,ENSG00000274143,KIR2DL5A,16345,57292,"KIR2DL5.1, KIR2DL5, CD158F", KIR2DL5,HGNC
9418,ENSG00000151725,CENPU,21348,79682,"CENP-U, KLIP1, CENP-50, PBIP1", KLIP1,HGNC
7411,ENSG00000137207,YIPF3,21023,25844,"DKFZp566C243, KLIP1, dJ337H4.3, FinGER3, Yip5b, YIPFbeta2", KLIP1,HGNC
8724,ENSG00000145824,CXCL14,10640,9547,"BRAK, NJAC, bolekine, Kec, MIP-2g, BMAC, KS1", KS1,HGNC
10565,ENSG00000161298,ZNF382,17409,84911,"FLJ14686, KS1", KS1,HGNC
3706,ENSG00000109881,CCDC34,25079,91057,"NY-REN-41, L15, RAMA3", L15,HGNC
13697,ENSG00000174748,RPL15,10306,6138,"RPL10, RPLY10, RPYL10, EC45, L15, eL15", L15,HGNC
10470,ENSG00000160584,SIK3,29165,23387,"FLJ12240, L19, KIAA0999, QSK", L19,HGNC
31342,ENSG00000243290,IGKV1-12,5730,28940,"IGKV112, L19", L19,HGNC
3500,ENSG00000108298,RPL19,10312,6143,"FLJ27452, MGC71997, DKFZp779D216, L19, eL19", L19,HGNC
1803,ENSG00000089009,RPL6,10362,6128,"TAXREB107, L6, eL6", L6,HGNC
6733,ENSG00000133398,MED10,28760,84246,"TRG20, L6, MGC5309, NUT2", L6,HGNC
11631,ENSG00000165699,TSC1,12362,7248,"KIAA0243, LAM, hamartin", LAM,HGNC
2773,ENSG00000103197,TSC2,12363,7249,"tuberin, LAM, PPP1R160", LAM,HGNC
22,ENSG00000002549,LAP3,18449,51056,"LAPEP, LAP", LAP,HGNC
9435,ENSG00000151849,CENPJ,17272,55835,"CPAP, BM032, LAP, LIP1, Sas-4, SASS4, SCKL4", LAP,HGNC
6410,ENSG00000131323,TRAF3,12033,7187,"CAP-1, CD40bp, CRAF1, LAP1, RNF118", LAP1,HGNC
8341,ENSG00000143337,TOR1AIP1,29456,26092,"LAP1B, FLJ13142, LAP1, LAP1C", LAP1,HGNC
7079,ENSG00000135517,MIP,7103,4284,"MP26, LIM1, AQP0", LIM1,HGNC
39127,ENSG00000273706,LHX1,6593,3975,"LIM-1, LIM1", LIM1,HGNC
8523,ENSG00000144320,LNPK,21610,80856,"Ul, LNP1, LNP", LNP,HGNC
7513,ENSG00000137804,NUSAP1,18538,51203,"FLJ13421, LNP, ANKT, SAPL, BM037, PRO0310p1, Q0310", LNP,HGNC
10784,ENSG00000162738,VANGL2,15511,57216,"KIAA1215, LTAP, LPP1, STBM, STB1, STBM1, MGC119403, MGC119404", LPP1,HGNC
997,ENSG00000067113,PLPP1,9228,8611,"PAP-2a, LPP1", LPP1,HGNC
4621,ENSG00000116833,NR5A2,7984,2494,"FTZ-F1beta, hB1F, LRH-1, FTZ-F1, hB1F-2, B1F2, LRH1", LRH-1,HGNC
1593,ENSG00000083454,P2RX5,8536,5026,"P2X5, LRH-1", LRH-1,HGNC
17239,ENSG00000197324,LRP10,14553,26020,"DKFZP564C1940, MGC8675, LRP9, MST087, MSTP087", LRP9,HGNC
7480,ENSG00000137642,SORL1,11185,6653,"gp250, LR11, LRP9, SorLA, SorLA-1", LRP9,HGNC
17188,ENSG00000197150,ABCB8,49,11194,"EST328128, M-ABC1, MABC1, MITOSUR", M-ABC1,HGNC
498,ENSG00000033050,ABCF2,71,10061,"EST133090, ABC28, M-ABC1, HUSSY-18", M-ABC1,HGNC
10499,ENSG00000160789,LMNA,6636,4000,"HGPS, MADA", MADA,HGNC
4604,ENSG00000116748,AMPD1,468,270,"MAD, MADA", MADA,HGNC
7532,ENSG00000137845,ADAM10,188,102,"kuz, MADM, HsT18717, CD156C", MADM,HGNC
4370,ENSG00000115216,NRBP1,7993,29959,"BCON3, MUDPNP, MADM", MADM,HGNC
1275,ENSG00000074800,ENO1,3350,2023,"PPH, MBP-1", MBP-1,HGNC
2045,ENSG00000095951,HIVEP1,4920,3096,"CIRIP, MBP-1, CRYBP1, PRDII-BF1, ZAS1, Schnurri-1, ZNF40A", MBP-1,HGNC
13072,ENSG00000171681,ATF7IP,20092,55729,"FLJ10688, p621, ATF7IP1, MCAF1, MCAF, AM", MCAF,HGNC
3567,ENSG00000108691,CCL2,10618,6347,"MCP1, MCP-1, MCAF, SMC-CF, GDCF-2, HC11, MGC9434", MCAF,HGNC
12059,ENSG00000167468,GPX4,4556,2879,"PHGPx, MCSP", MCSP,HGNC
13486,ENSG00000173546,CSPG4,2466,1464,"MCSPG, MEL-CSPG, MSK16, NG2, MCSP, HMW-MAA, CSPG4A", MCSP,HGNC
9837,ENSG00000155380,SLC16A1,10922,6566,"MCT, MCT1", MCT1,HGNC
2245,ENSG00000100294,MCAT,29622,27349,"MT, MCT, fabD, FASN2C, NET62, MCT1", MCT1,HGNC
8892,ENSG00000147100,SLC16A2,10923,6567,"XPCT, MCT8, MCT7, DXS128E", MCT7,HGNC
3602,ENSG00000108932,SLC16A6,10927,9120,"MCT6, MCT7", MCT7,HGNC
7258,ENSG00000136450,SRSF1,10780,6426,"ASF, SF2, SRp30a, SF2p33, MGC5228", MGC5228,HGNC
13266,ENSG00000172460,PRSS30P,28753,124221,"Disp, MGC5228", MGC5228,HGNC
36673,ENSG00000261857,MIA,7076,8190,"CD-RAP, MIA1", MIA1,HGNC
11131,ENSG00000163885,CFAP100,26842,348807,"FLJ40083, MIA1", MIA1,HGNC
8643,ENSG00000145241,CENPC,1854,1060,"CENP-C, hcp-4, MIF2", MIF2,HGNC
2145,ENSG00000099977,DDT,2732,1652,"DDCT, MIF2, MIF-2, D-DT", MIF2,HGNC
11372,ENSG00000164654,MIOS,21905,54468,"FLJ20323, MIO, Sea4, Yulink", MIO,HGNC
242,ENSG00000009950,MLXIPL,12744,51085,"WS-bHLH, MIO, CHREBP, MONDOB, bHLHd14", MIO,HGNC
16980,ENSG00000196459,TRAPPC2,23068,6399,"TRS20, SEDT, MIP-2A, ZNF547L, hYP38334", MIP-2A,HGNC
35116,ENSG00000256060,TRAPPC2B,10710,10597,"SEDLP1, MIP-2A", MIP-2A,HGNC
4897,ENSG00000119487,MAPKAP1,18752,79109,"MGC2745, SIN1, MIP1", MIP1,HGNC
1591,ENSG00000083312,TNPO1,6401,3842,"MIP, TRN, IPO2, MIP1", MIP1,HGNC
14193,ENSG00000177272,KCNA3,6221,3738,"Kv1.3, MK3, HLK3, HPCN3, RP11-284N8.3", MK3,HGNC
4306,ENSG00000114738,MAPKAPK3,6888,7867,"3pK, MAPKAP3, 3PK, MK-3, MK3", MK3,HGNC
6662,ENSG00000132932,ATP8A2,13533,51761,"ATPIB, ML-1", ML-1,HGNC
3993,ENSG00000112116,IL17F,16404,112744,"IL-17F, ML-1, ML1", ML-1,HGNC
12079,ENSG00000167548,KMT2D,7133,8085,"ALR, MLL4, CAGL114", MLL4,HGNC
38914,ENSG00000272333,KMT2B,15840,9757,"KIAA0304, MLL2, TRX2, HRX2, WBP7, MLL1B, MLL4, CXXC10", MLL4,HGNC
13773,ENSG00000175130,MARCKSL1,7142,65108,"F52, MacMARCKS, MLP1", MLP1,HGNC
1920,ENSG00000091262,ABCC6,57,368,"MRP6, EST349056, MLP1, URG7", MLP1,HGNC
3325,ENSG00000106591,MRPL32,14035,64983,"HSPC283, L32mt, MRP-L32, bMRP-59b, bL32m", MRP-L32,HGNC
14883,ENSG00000180992,MRPL14,14279,64928,"RPML32, MRP-L32, uL14m", MRP-L32,HGNC
9265,ENSG00000150361,KLHL1,6352,57626,"KIAA1490, MRP2, FLJ30047", MRP2,HGNC
434,ENSG00000023839,ABCC2,53,1244,"DJS, MRP2, cMRP", MRP2,HGNC
8398,ENSG00000143546,S100A8,10498,6279,"P8, MRP8, MRP-8, 60B8AG, CGLA, S100-A8", MRP8,HGNC
122,ENSG00000006071,ABCC8,59,6833,"HI, PHHI, SUR1, MRP8, ABC36, HHF1, TNDM2", MRP8,HGNC
11659,ENSG00000165819,METTL3,17563,56339,"Spo8, M6A, MT-A70", MT-A70,HGNC
2412,ENSG00000100982,PCIF1,16200,63935,"bA465L10.1, PPP1R121, CAPAM, MT-A70", MT-A70,HGNC
8901,ENSG00000147130,ZMYM3,13054,9203,"ZNF198L2, DXS6673E, KIAA0385, MYM", MYM,HGNC
6664,ENSG00000132950,ZMYM5,13029,9205,"ZNF198L1, MYM", MYM,HGNC
17155,ENSG00000197056,ZMYM1,26253,79830,"FLJ23151, MYM", MYM,HGNC
8824,ENSG00000146463,ZMYM4,13055,9202,"KIAA0425, ZNF198L3, MYM", MYM,HGNC
5176,ENSG00000121741,ZMYM2,12989,7750,"RAMP, FIM, MYM", MYM,HGNC
11121,ENSG00000163867,ZMYM6,13050,9204,"ZNF198L4, MYM, Buster2, ZBED7, KIAA1353", MYM,HGNC
16287,ENSG00000187109,NAP1L1,7637,4673,"NRP, NAP1, NAP1L, MGC8688, MGC23410", NAP1,HGNC
12553,ENSG00000169429,CXCL8,6025,3576,"SCYB8, LUCT, LECT, MDNCF, TSG-1, IL-8, NAP-1, 3-10C, MONAP, AMCF-I, LYNAP, NAF, b-ENAP, GCP-1, K60, GCP1, NAP1", NAP1,HGNC
2539,ENSG00000101473,ACOT8,15919,10005,"hACTE-III, hTE, PTE-2, NAP1", NAP1,HGNC
13461,ENSG00000173418,NAA20,15908,51126,"dJ1002M8.1, NAT3", NAT3,HGNC
7768,ENSG00000139209,SLC38A4,14679,55089,"PAAT, NAT3, ATA3, SNAT4", NAT3,HGNC
1222,ENSG00000073282,TP63,15979,8626,"p51, SHFM4, EEC3, p63, p73L, OFC8, KET, p73H, NBP, p53CP, p40", NBP,HGNC
1033,ENSG00000068120,COASY,29932,80347,"DPCK, NBP, PPAT", NBP,HGNC
3989,ENSG00000112079,STK38,17847,11329,"NDR, NDR1", NDR1,HGNC
2915,ENSG00000104419,NDRG1,7679,10397,"DRG1, RTP, TDD5, NDR1", NDR1,HGNC
6826,ENSG00000134186,PRPF38B,25512,55119,"FLJ10330, NET1", NET1,HGNC
920,ENSG00000065320,NTN1,8029,9423,"NTN1L, NET1", NET1,HGNC
7905,ENSG00000140254,DUOXA1,26507,90527,"FLJ32334, NUMBIP, NIP, mol", NIP,HGNC
5340,ENSG00000123159,GIPC1,1226,10755,"TIP-2, Hs.6454, GIPC, SEMCAP, GLUT1CBP, SYNECTIN, NIP", NIP,HGNC
8998,ENSG00000147854,UHRF2,12557,115426,"RNF107, NIRF, URF2, MGC33463, TDRD23", NIRF,HGNC
5932,ENSG00000127743,IL17B,5982,27190,"IL-17B, ZCYTO7, IL-20, MGC138900, MGC138901, NIRF", NIRF,HGNC
8623,ENSG00000145020,AMT,473,275,"GCST, NKH", NKH,HGNC
14416,ENSG00000178445,GLDC,4313,2731,"GCSP, NKH", NKH,HGNC
16035,ENSG00000186074,CD300LF,29883,146722,"IREM1, NKIR, IGSF13, CD300f, CLM1", NKIR,HGNC
4402,ENSG00000115353,TACR1,11526,6869,"SPR, NK1R, NKIR", NKIR,HGNC
12157,ENSG00000167772,ANGPTL4,16039,51129,"pp1158, PGAR, ARP4, HFARP, FIAF, NL2", NL2,HGNC
8230,ENSG00000142606,MMEL1,14668,79258,"SEP, NL1, NL2, NEPII", NL2,HGNC
11148,ENSG00000163938,GNL3,29931,26354,"C77032, E2IG3, MGC800, NS, Nug1", NS,HGNC
6765,ENSG00000133710,SPINK5,15464,11005,"VAKTI, LEKTI, LETKI, NETS, NS, FLJ21544, FLJ97536, FLJ97596, FLJ99794, DKFZp686K19184", NS,HGNC
9993,ENSG00000156831,NSMCE2,26513,286053,"FLJ32440, MMS21, NSE2, ZMIZ7", NSE2,HGNC
12371,ENSG00000168672,LRATD2,24166,157638,"BCMP101, NSE2", NSE2,HGNC
17590,ENSG00000198492,YTHDF2,31675,51441,"HGRG8, NY-REN-2, CAHL", NY-REN-2,HGNC
38492,ENSG00000270503,YTHDF2P1,19865,400209,"HGRG8, NY-REN-2", NY-REN-2,HGNC
10968,ENSG00000163430,FSTL1,3972,11167,"FRP, FSL1, OCC1, OCC-1, tsc36", OCC1,HGNC
28418,ENSG00000235162,C12orf75,35164,387882,"OCC-1, OCC1, AGD3", OCC1,HGNC
9810,ENSG00000155096,AZIN1,16432,51582,"OAZI, ODC1L", ODC1L,HGNC
8269,ENSG00000142920,AZIN2,29957,113451,"ODC-p, ODC1L, KIAA1945, ODCp", ODC1L,HGNC
13181,ENSG00000172148,OR7A2P,8370,390894,"hg1003, OR19-18, OLF4p", OLF4p,HGNC
38241,ENSG00000268834,OR7A1P,8364,390895,"OR19-3, OLF4p, hg513", OLF4p,HGNC
7086,ENSG00000135541,AHI1,21575,54806,"FLJ20069, ORF1, JBTS3", ORF1,HGNC
21299,ENSG00000213672,NCKIPSD,15486,51517,"AF3P21, SPIN90, ORF1, WISH, WASLBP, DIP1", ORF1,HGNC
2887,ENSG00000104237,RP1,10263,6101,"DCDC4A, ORP1", ORP1,HGNC
8088,ENSG00000141447,OSBPL1A,16398,114876,"ORP-1, ORP1", ORP1,HGNC
10250,ENSG00000158887,MPZ,7225,4359,"HMSNIB, CMT2I, CMT2J, P0", P0,HGNC
1820,ENSG00000089157,RPLP0,10371,6175,"PRLP0, P0, L10E, RPP0, LP0, uL10", P0,HGNC
14813,ENSG00000180644,PRF1,9360,5551,"PFP, P1, HPLH2", P1,HGNC
7521,ENSG00000137818,RPLP1,10372,6176,"LP1, P1", P1,HGNC
9113,ENSG00000148834,GSTO1,13312,9446,"GSTTLp28, P28", P28,HGNC
3548,ENSG00000108587,GOSR1,4430,9527,"GOS28, P28, GS28, GOS-28, GOLIM2", P28,HGNC
10350,ENSG00000159720,ATP6V0D1,13724,9114,"ATP6DV, VATX, VPATPD, P39, Vma6", P39,HGNC
13010,ENSG00000171450,CDK5R2,1776,8941,"p39nck5ai, P39, NCK5AI", P39,HGNC
4573,ENSG00000116584,ARHGEF2,682,9181,"LFP40, GEF-H1, KIAA0651, P40, Lfc, GEFH1", P40,HGNC
8729,ENSG00000145839,IL9,6029,3578,"IL-9, HP40, P40", P40,HGNC
2743,ENSG00000103035,PSMD7,9565,5713,"S12, P40, MOV34, Rpn8", P40,HGNC
4689,ENSG00000117395,EBNA1BP2,15531,10969,"NOBP, EBP2, P40", P40,HGNC
2049,ENSG00000096060,FKBP5,3721,2289,"FKBP51, FKBP54, PPIase, P54, Ptg-10", P54,HGNC
8904,ENSG00000147140,NONO,7871,4841,"NRB54, NMT55, P54NRB, P54, PPP1R114", P54,HGNC
3505,ENSG00000108344,PSMD3,9560,5709,"S3, P58, Rpn3", P58,HGNC
4875,ENSG00000119318,RAD23B,9813,5887,"HHR23B, P58, HR23B", P58,HGNC
3800,ENSG00000110768,GTF2H1,4655,2965,"BTF2, P62, TFIIH", P62,HGNC
1240,ENSG00000073792,IGF2BP2,28867,10644,"IMP-2, p62, P62", P62,HGNC
996,ENSG00000067082,KLF6,2235,1316,"CPBP, GBF, Zf9, PAC1", PAC1,HGNC
15404,ENSG00000183527,PSMG1,3043,8624,"c21-LRP, LRPC21, PAC1", PAC1,HGNC
349,ENSG00000014257,ACP3,125,55,"ACP-3, PAP, TM-PAP", PAP,HGNC
3267,ENSG00000106244,PDAP1,14634,11333,"PAP1, PAP, HASPP28", PAP,HGNC
9412,ENSG00000151693,ASAP2,2721,8853,"KIAA0400, PAP, SHAG1, CENTB3", PAP,HGNC
4270,ENSG00000114383,TUSC2,17034,11334,"FUS1, PAP, C3orf11", PAP,HGNC
6556,ENSG00000132382,MYBBP1A,7546,10514,"P160, PAP2, FLJ37886, Pol5", PAP2,HGNC
4725,ENSG00000117598,PLPPR5,31703,163404,"PAP2D, PAP2, LPPR5, PRG5", PAP2,HGNC
3323,ENSG00000106571,GLI3,4319,2737,"PAP-A, PAPA, PAPA1, PAPB, ACLS, PPDIV", PAPA,HGNC
15223,ENSG00000182752,PAPPA,8602,5069,"PAPP-A, PAPPA1, IGFBP-4ase, PAPA, ASBABP2, DIPLA1", PAPA,HGNC
14910,ENSG00000181104,F2R,3537,2149,"TR, CF2R, PAR1, PAR-1", PAR-1,HGNC
40074,ENSG00000279050,PWAR1,30089,145624,"PAR1, PAR-1", PAR-1,HGNC
14910,ENSG00000181104,F2R,3537,2149,"TR, CF2R, PAR1, PAR-1", PAR1,HGNC
15960,ENSG00000185803,SLC52A2,30224,79581,"FLJ11856, PAR1, GPCR41, D15Ertd747e, RFVT2, hRFT3, RFT3, HuPAR-1", PAR1,HGNC
8607,ENSG00000144852,NR1I2,7968,8856,"ONR1, PXR, BXR, SXR, PAR2", PAR2,HGNC
6585,ENSG00000132517,SLC52A1,30225,55065,"FLJ10060, GPCR42, PAR2, hRFT1, RFVT1", PAR2,HGNC
39431,ENSG00000275385,CCL18,10616,6362,"DC-CK1, PARC, AMAC-1, DCCK1, MIP-4, CKb7", PARC,HGNC
4081,ENSG00000112659,CUL9,15982,23113,"H7AP1, KIAA0708, PARC", PARC,HGNC
7284,ENSG00000136628,EPRS1,3418,2058,"EARS, PARS, GLUPRORS", PARS,HGNC
8443,ENSG00000143799,PARP1,270,142,"PARP, ARTD1, Poly-PARP, PARS", PARS,HGNC
847,ENSG00000062725,APPBP2,622,10513,"KIAA0228, Hs.84084, PAT1", PAT1,HGNC
5403,ENSG00000123643,SLC36A1,18761,206358,"LYAAT-1, PAT1, TRAMD3", PAT1,HGNC
1776,ENSG00000088538,DOCK3,2989,1795,"KIAA0299, MOCA, PBP", PBP,HGNC
11081,ENSG00000163736,PPBP,9240,5473,"SCYB7, TGB, NAP-2-L1, LA-PF4, MDGF, LDGF, Beta-TG, CTAP3, CXCL7, PBP, b-TG1, TGB1, CTAPIII, NAP-2", PBP,HGNC
8126,ENSG00000141582,CBX4,1554,8535,"hPC2, PC2, NBP16", PC2,HGNC
4832,ENSG00000118762,PKD2,9009,5311,"PKD4, PC2, Pc-2, TRPP2", PC2,HGNC
13833,ENSG00000175426,PCSK1,8743,5122,"PC1, PC3, SPC3, PC1/3", PC3,HGNC
8120,ENSG00000141570,CBX8,15962,57332,"RC1, HPC3, PC3", PC3,HGNC
17320,ENSG00000197594,ENPP1,3356,5167,"PC-1, PCA1", PCA1,HGNC
34107,ENSG00000253438,PCAT1,43022,100750225,"PCAT-1, PCA1, PiHL", PCA1,HGNC
12114,ENSG00000167646,DNAAF3,30492,352909,"FLJ40069, FLJ36139, pf22, PCD", PCD,HGNC
