,ENSG_ID,gene_symbol,HGNC_ID,NCBI_ID,aliases,collision_symbol,source
5293,ENSG00000122735,DNAI1,2954,27019,"DIC1, PCD, CILD1, oda6", PCD,HGNC
556,ENSG00000039139,DNAH5,2950,1767,"Dnahc5, HL1, PCD, CILD3, KTGNR", PCD,HGNC
4061,ENSG00000112511,PHF1,8919,5252,"MTF2L2, TDRD19C, PCL1", PCL1,HGNC
4505,ENSG00000116005,PCYOX1,20588,51449,"KIAA0908, PCL1", PCL1,HGNC
8657,ENSG00000145335,SNCA,11138,6622,"NACP, PD1", PD1,HGNC
10190,ENSG00000158480,SPATA2,14681,9825,"KIAA0757, PD1, tamo, PPP1R145", PD1,HGNC
16573,ENSG00000188389,PDCD1,8760,5133,"CD279, PD1, hSLE1, PD-1", PD1,HGNC
8236,ENSG00000142623,PADI1,18367,29943,"HPAD10, PDI1, PDI, PAD1", PDI,HGNC
15910,ENSG00000185615,PDIA2,14180,64714,"PDA2, PDI, PDIR", PDI,HGNC
15913,ENSG00000185624,P4HB,8548,5034,"PDIA1, PROHB, DSI, GIT, PDI, PO4HB, P4Hbeta", PDI,HGNC
1500,ENSG00000080608,PUM3,29676,9933,"XTP5, PEN, PUF6, hPUF-A, HA-8, Puf-A", PEN,HGNC
2627,ENSG00000102109,PCSK1N,17301,27344,"SAAS, SgVIII, SCG8, proSAAS, PEN, BigLEN", PEN,HGNC
5001,ENSG00000120149,MSX2,7392,4488,"CRS2, FPP, HOX8, MSH, PFM", PFM,HGNC
704,ENSG00000052850,ALX4,450,60529,"FPP, PFM, KIAA1788", PFM,HGNC
3498,ENSG00000108256,NUFIP2,17634,57532,"KIAA1321, MGC117262, PIG1, 182-FIP, FIP-82, 82-FIP, NUFP2", PIG1,HGNC
19357,ENSG00000205076,LGALS7,6568,3963,"GAL7, PIG1, TP53I1, LGALS7A", PIG1,HGNC
2164,ENSG00000100033,PRODH,9453,5625,"HSPOX2, PRODH1, PIG6, PRODH2, TP53I6, POX", PIG6,HGNC
211,ENSG00000008294,SPAG9,14524,9043,"HSS, SYD1, KIAA0516, MGC14967, MGC74461, MGC117291, JLP, PHET, HLC4, FLJ13450, FLJ14006, FLJ26141, FLJ34602, CT89, JIP4, JIP-4, PIG6", PIG6,HGNC
19196,ENSG00000204577,LILRB3,6607,11025,"LIR-3, HL9, ILT5, LIR3, CD85a, PIRB, PIR-B", PIR-B,HGNC
3012,ENSG00000104972,LILRB1,6605,10859,"LIR-1, ILT2, MIR-7, CD85, LIR1, CD85j, PIRB, PIR-B", PIR-B,HGNC
19196,ENSG00000204577,LILRB3,6607,11025,"LIR-3, HL9, ILT5, LIR3, CD85a, PIRB, PIR-B", PIRB,HGNC
3012,ENSG00000104972,LILRB1,6605,10859,"LIR-1, ILT2, MIR-7, CD85, LIR1, CD85j, PIRB, PIR-B", PIRB,HGNC
10927,ENSG00000163283,ALPP,439,250,"PALP, PLAP", PLAP,HGNC
4173,ENSG00000113441,LNPEP,6656,4012,"CAP, PLAP, P-LAP, IRAP", PLAP,HGNC
5802,ENSG00000126432,PRDX5,9355,25824,"ACR1, AOEB166, MGC142285, PRXV, PMP20, B166, PRDX6, PLP, SBBI10, MGC117264, MGC142283", PLP,HGNC
1746,ENSG00000087494,PTHLH,9607,5744,"PTHRP, HHM, PLP, PTHR", PLP,HGNC
8954,ENSG00000147485,PXDNL,26359,137902,"FLJ25471, PMR1", PMR1,HGNC
372,ENSG00000017260,ATP2C1,13211,27032,"KIAA1347, ATP2C1A, PMR1, SPCA1", PMR1,HGNC
5277,ENSG00000122643,NT5C3A,17820,51251,"UMPH1, PSN1, PN-I, UMPH, P5'N-1, cN-III, p36, POMP, hUMP1", PN-I,HGNC
5639,ENSG00000125458,NT5C,17144,30833,"DNT1, DNT-1, PN-I, cdN, dNT-1", PN-I,HGNC
4024,ENSG00000112276,BVES,1152,11149,"HBVES, POP1, POPDC1", POP1,HGNC
12656,ENSG00000169900,PYDC1,30261,260434,"ASC2, POP1", POP1,HGNC
2300,ENSG00000100418,DESI1,24577,27351,"D15Wsu75e, DESI-1, POST", POST,HGNC
13994,ENSG00000176273,SLC35G1,26607,159371,"FLJ33990, C10orf60, POST", POST,HGNC
19045,ENSG00000204174,NPY4R,9329,5540,"Y4, PP1", PP1,HGNC
14845,ENSG00000180817,PPA1,9226,5464,"SID6-8061, Ppase, IOPPP, PP1", PP1,HGNC
4733,ENSG00000117632,STMN1,6510,3925,"SMN, OP18, PR22, PP19, PP17, Lag, FLJ32206", PP17,HGNC
3077,ENSG00000105355,PLIN3,16893,10226,"TIP47, PP17", PP17,HGNC
11897,ENSG00000166794,PPIB,9255,5479,"CYPB, OI9, PPIase, B, CYP-S1, SCYLP", PPIase,HGNC
2049,ENSG00000096060,FKBP5,3721,2289,"FKBP51, FKBP54, PPIase, P54, Ptg-10", PPIase,HGNC
13477,ENSG00000173486,FKBP2,3718,2286,"FKBP-13, FKBP13, PPIase", PPIase,HGNC
4951,ENSG00000119782,FKBP1B,3712,2281,"OTK4, FKBP12.6, PPIase, FKBP9", PPIase,HGNC
6174,ENSG00000129951,PLPPR3,23497,79948,"PRG-2, FLJ11535, LPPR3, PRG2", PRG2,HGNC
6258,ENSG00000130508,PXDN,14966,7837,"KIAA0230, PRG2, MG50, D2S448, D2S448E, PXN", PRG2,HGNC
17635,ENSG00000198646,NCOA6,15936,23054,"KIAA0181, RAP250, ASC2, AIB3, PRIP, TRBP, NRC", PRIP,HGNC
4487,ENSG00000115896,PLCL1,9063,5334,"PLC-L, PLCL, PRIP, PPP1R127", PRIP,HGNC
5336,ENSG00000123143,PKN1,9405,5585,"DBK, PRK1, PKN, MGC46204, PAK1", PRK1,HGNC
8292,ENSG00000143125,PROK1,18454,84432,"PK1, PRK1, EGVEGF, EG-VEGF", PRK1,HGNC
4020,ENSG00000112245,PTP4A1,9634,7803,"PTPCAAX1, PRL-1, PRL1", PRL1,HGNC
12956,ENSG00000171199,OPRPN,17279,58503,"BPLP, PRL1", PRL1,HGNC
12957,ENSG00000171201,SMR3B,17326,10879,"P-B, PRL3", PRL3,HGNC
15643,ENSG00000184489,PTP4A3,9636,11156,"PRL-3, PRL-R, PRL3", PRL3,HGNC
8799,ENSG00000146278,PNRC1,17278,10957,"B4-2, PRR2", PRR2,HGNC
6208,ENSG00000130202,NECTIN2,9707,5819,"PVRR2, PRR2, CD112, Nectin-2", PRR2,HGNC
6371,ENSG00000131050,BPIFA2,16203,140683,"bA49G10.1, SPLUNC2, PSP", PSP,HGNC
36881,ENSG00000263639,MSMB,7372,4477,"PSP-94, PSP57, PSP94, IGBF, MSP, MSPB, PN44, PRPS, PSP", PSP,HGNC
6590,ENSG00000132541,RIDA,16897,10247,"UK114, P14.5, PSP", PSP,HGNC
8071,ENSG00000141378,PTRH2,24265,51651,"BIT1, CGI-147, PTH2, CFAP37", PTH2,HGNC
29689,ENSG00000237984,PTENP1,9589,11191,"PTEN2, psiPTEN, PTH2, PTEN-rs, PTENpg1", PTH2,HGNC
817,ENSG00000060656,PTPRU,9683,10076,"PTPRO, hPTP-J, PCP-2, FMI, PTP", PTP,HGNC
4410,ENSG00000115386,REG1A,9951,5967,"PSP, PTP, PSPS, PSPS1", PTP,HGNC
1307,ENSG00000075415,SLC25A3,10989,5250,"PiC, PTP", PTP,HGNC
16229,ENSG00000186871,ERCC6L,20794,54821,"FLJ20105, PICH, RAD26L", RAD26L,HGNC
15083,ENSG00000182150,ERCC6L2,26922,375748,"FLJ37706, RAD26L, HEBO", RAD26L,HGNC
12591,ENSG00000169612,RAMAC,31022,83640,"HsT19360, C15orf18, MGC2560, RAM", RAM,HGNC
1089,ENSG00000069974,RAB27A,9766,5873,"RAB27, RAM, GS2, HsT18676", RAM,HGNC
25680,ENSG00000229140,CCDC26,28416,137196,"MGC27434, RAM", RAM,HGNC
3171,ENSG00000105705,SUGP1,18643,57794,"F23858, DKFZp434E2216, RBP", RBP,HGNC
2610,ENSG00000102032,RENBP,9959,5973,"RNBP, RBP", RBP,HGNC
4046,ENSG00000112357,PEX7,8860,5191,"PTS2R, RD", RD,HGNC
3417,ENSG00000107537,PHYH,8940,5264,"PAHX, RD, PHYH1", RD,HGNC
2387,ENSG00000100823,APEX1,587,328,"APE, REF1, HAP1, APX, APEN, REF-1, APE-1", REF1,HGNC
3194,ENSG00000105825,TFPI2,11761,7980,"PP5, TFPI-2, REF1", REF1,HGNC
7851,ENSG00000139725,RHOF,15703,54509,"FLJ20247, RIF", RIF,HGNC
12828,ENSG00000170633,RNF34,17297,80196,"RIFF, FLJ21786, RIF", RIF,HGNC
674,ENSG00000050165,DKK3,2893,27122,"REIC, RIG, CRRL", RIG,HGNC
14033,ENSG00000176490,DIRAS1,19127,148252,"Di-Ras1, GBTS1, RIG", RIG,HGNC
6729,ENSG00000133321,PLAAT4,9869,5920,"TIG3, HRASLS4, PLAAT-4, RIG1", RIG1,HGNC
3393,ENSG00000107201,RIGI,19102,23586,"RIG-I, FLJ13599, DKFZp434J1111, RIG-1, RIG1", RIG1,HGNC
19063,ENSG00000204228,HSD17B8,3554,7923,"HKE6, D6S2245E, RING2, KE6, H2-KE6, SDR30C1", RING2,HGNC
5158,ENSG00000121481,RNF2,10061,6045,"BAP-1, BAP1, DING, HIPI3, RING1B, RING2", RING2,HGNC
4057,ENSG00000112473,SLC39A7,4927,7922,"H2-KE4, D6S2244E, KE4, RING5, ZIP7", RING5,HGNC
19092,ENSG00000204308,RNF5,10068,6048,"NG2, G16, RING5, RMA1", RING5,HGNC
39032,ENSG00000273032,DGCR5,16757,26220,"NCRNA00037, LINC00037, X91348, DGS-A, POM121L5P, DGS-B, RIP", RIP,HGNC
375,ENSG00000017797,RALBP1,9841,10928,"RLIP76, RIP1, RIP", RIP,HGNC
6100,ENSG00000129197,RPAIN,28641,84268,"MGC4189, RIP, hRIP", RIP,HGNC
7427,ENSG00000137275,RIPK1,10019,8737,"RIP, RIP1, RIP-1", RIP1,HGNC
12455,ENSG00000169021,UQCRFS1,12587,7386,"RIS1, RIP1, UQCR5, RISP", RIP1,HGNC
375,ENSG00000017797,RALBP1,9841,10928,"RLIP76, RIP1, RIP", RIP1,HGNC
2891,ENSG00000104312,RIPK2,10020,8767,"RICK, RIP2, CARDIAK, CARD3", RIP2,HGNC
21759,ENSG00000214944,ARHGEF28,30322,64283,"RGNEF, p190RhoGEF, RIP2", RIP2,HGNC
6684,ENSG00000133059,DSTYK,29043,25778,"KIAA0472, DustyPK, RIP5", RIP5,HGNC
2432,ENSG00000101084,RAB5IF,15870,55969,"PNAS-11, RIP5, RCAF1, OPTI", RIP5,HGNC
14054,ENSG00000176623,RMDN1,24285,51115,"CGI-90, FLJ20665, RMD1", RMD1,HGNC
9885,ENSG00000155906,RMND1,21176,55005,"bA351K16.3, FLJ20627, RMD1", RMD1,HGNC
10410,ENSG00000160201,U2AF1,12453,7307,"U2AF35, RNU2AF1, RN", RN,HGNC
10387,ENSG00000160094,ZNF362,18079,149076,"FLJ25476, lin-29, RN", RN,HGNC
28455,ENSG00000235246,TMEM184B-AS1,56716,128385376,"RP1-5O6.5, RP1", RP1,HGNC
19102,ENSG00000204344,STK19,11398,8859,"D6S60, G11, RP1", RP1,HGNC
14608,ENSG00000179456,ZBTB18,13030,10472,"C2H2-171, TAZ-1, RP58", RP58,HGNC
11098,ENSG00000163795,ZNF513,26498,130557,"FLJ32203, RP58, Zfp513", RP58,HGNC
20435,ENSG00000210184,MT-TS2,7498,4575,"TRNS2, RP8", RP8,HGNC
1169,ENSG00000071994,PDCD2,8762,5134,"ZMYND7, RP8", RP8,HGNC
14261,ENSG00000177600,RPLP2,10377,6181,"P2, RPP2, MGC71408, LP2", RPP2,HGNC
13231,ENSG00000172336,POP7,19949,10248,"RPP20, RPP2", RPP2,HGNC
11680,ENSG00000165916,PSMC3,9549,5702,"TBP1, TBP-1, RPT5", RPT5,HGNC
2325,ENSG00000100519,PSMC6,9553,5706,"p42, RPT5", RPT5,HGNC
39162,ENSG00000273899,NOL12,28585,79159,"MGC3731, Nop25, RRP17", RRP17,HGNC
38589,ENSG00000270885,RASL10B,30295,91608,"VTS58635, RRP17", RRP17,HGNC
1552,ENSG00000082014,SMARCD3,11108,6604,"BAF60C, Rsc6p, CRACD3", Rsc6p,HGNC
3555,ENSG00000108604,SMARCD2,11107,6603,"BAF60B, Rsc6p, CRACD2, PRO2451", Rsc6p,HGNC
960,ENSG00000066117,SMARCD1,11106,6602,"BAF60A, Rsc6p, CRACD1", Rsc6p,HGNC
13474,ENSG00000173473,SMARCC1,11104,6599,"BAF155, SRG3, Rsc8, CRACC1", Rsc8,HGNC
7825,ENSG00000139613,SMARCC2,11105,6601,"BAF170, Rsc8, CRACC2", Rsc8,HGNC
11349,ENSG00000164587,RPS14,10387,6208,"EMTB, S14, uS11", S14,HGNC
9364,ENSG00000151365,THRSP,11800,7069,"SPOT14, Lpgp, S14, THRP", S14,HGNC
2226,ENSG00000100239,PPP6R2,19253,9701,"dJ579N16.1, SAP190", SAP190,HGNC
3733,ENSG00000110075,PPP6R3,1173,55291,"SAPLa, DKFZp781E2374, DKFZp781O2362, DKFZp781E17107, SAP190, SAPL, PP6R3, FLJ11058, FLJ43065, KIAA1558, MGC125711, MGC125712", SAP190,HGNC
7513,ENSG00000137804,NUSAP1,18538,51203,"FLJ13421, LNP, ANKT, SAPL, BM037, PRO0310p1, Q0310", SAPL,HGNC
3733,ENSG00000110075,PPP6R3,1173,55291,"SAPLa, DKFZp781E2374, DKFZp781O2362, DKFZp781E17107, SAP190, SAPL, PP6R3, FLJ11058, FLJ43065, KIAA1558, MGC125711, MGC125712", SAPL,HGNC
3737,ENSG00000110080,ST3GAL4,10864,6484,"STZ, SAT3, FLJ11867", SAT3,HGNC
44456,,SIAT5,10865,,"STZ, SAT3", SAT3,HGNC
9435,ENSG00000151849,CENPJ,17272,55835,"CPAP, BM032, LAP, LIP1, Sas-4, SASS4, SCKL4", SCKL4,HGNC
10436,ENSG00000160299,PCNT,16068,5116,"KEN, KIAA0402, PCN, PCNTB, SCKL4", SCKL4,HGNC
17690,ENSG00000198765,SYCP1,11487,6847,"HOM-TES-14, SCP1, CT8", SCP1,HGNC
8558,ENSG00000144579,CTDSP1,21614,58190,"NLIIF, SCP1", SCP1,HGNC
11311,ENSG00000164402,SEPTIN8,16511,23176,"KIAA0202, SEP2, Septin-8", SEP2,HGNC
5618,ENSG00000125354,SEPTIN6,15848,23157,"KIAA0128, SEP2, SEPT2, MGC16619, MGC20339, Septin-6", SEP2,HGNC
17544,ENSG00000198324,PHETA1,26509,144717,"FLJ32356, SES1, IPIP27A", SES1,HGNC
17737,ENSG00000198848,CES1,1863,1066,"HMSE, CES2, HMSE1, SES1, CEH, CES1A1, CES1A2", SES1,HGNC
788,ENSG00000058600,POLR3E,30347,55718,"RPC5, SIN, FLJ10509, C37", SIN,HGNC
2389,ENSG00000100842,EFS,16898,10278,"EFS2, EFS1, HEFS, SIN, CASS3", SIN,HGNC
11450,ENSG00000164938,TP53INP1,18022,94241,"DKFZp434M1317, FLJ22139, P53DINP1, SIP, TP53INP1A, TP53INP1B, Teap", SIP,HGNC
17219,ENSG00000197256,KANK2,29300,25959,"KIAA1518, SIP", SIP,HGNC
10979,ENSG00000163467,TSACC,30636,128229,"SSTK-IP, SIP", SIP,HGNC
8386,ENSG00000143498,TAF1A,11532,9015,"TAFI48, SL1", SL1,HGNC
2766,ENSG00000103168,TAF1C,11534,9013,"TAFI110, TAFI95, SL1, MGC:39976", SL1,HGNC
4467,ENSG00000115750,TAF1B,11533,9014,"TAFI63, SL1, RAF1B, RAFI63", SL1,HGNC
17694,ENSG00000198780,FAM169A,29138,26049,"KIAA0888, SLAP75, SLAP", SLAP,HGNC
9887,ENSG00000155926,SLA,10902,6503,"SLA1, SLAP-1, hSLAP, SLAP", SLAP,HGNC
13169,ENSG00000172062,SMN1,11117,6606,"BCD541, SMNT, SMA1, SMA2, SMA3, GEMIN1, TDRD16A", SMA3,HGNC
34269,ENSG00000253816,GUSBP14,54496,11039,"SMA4, SMA3", SMA3,HGNC
7464,ENSG00000137504,CREBZF,24905,58487,"ZF, SMILE", SMILE,HGNC
7787,ENSG00000139324,TMTC3,26899,160418,"FLJ90492, SMILE", SMILE,HGNC
1493,ENSG00000080503,SMARCA2,11098,6595,"BAF190, hSNF2a, hBRM, Sth1p, SNF2LA, BRM, SNF2, SWI2", SNF2,HGNC
5928,ENSG00000127616,SMARCA4,11100,6597,"hSNF2b, BRG1, BAF190, SNF2, SWI2, SNF2-BETA, SNF2LB, FLJ39786", SNF2,HGNC
12417,ENSG00000168883,USP39,20071,10713,"SAD1, CGI-21, SNRNP65", SNRNP65,HGNC
16002,ENSG00000185946,RNPC3,18666,55599,"KIAA1839, FLJ20008, RBM40, SNRNP65", SNRNP65,HGNC
13833,ENSG00000175426,PCSK1,8743,5122,"PC1, PC3, SPC3, PC1/3", SPC3,HGNC
6089,ENSG00000129128,SPCS3,26212,60559,"FLJ22649, SPC22/23, SPC3, YLR066W, PRO3567", SPC3,HGNC
5690,ENSG00000125755,SYMPK,22935,8189,"SYM, SPK, Pta1", SPK,HGNC
12238,ENSG00000168078,PBK,18282,55872,"TOPK, FLJ14385, Nori-3, SPK, CT84", SPK,HGNC
32778,ENSG00000250361,GYPB,4703,2994,"GPB, SS, CD235b, PAS-3", SS,HGNC
16007,ENSG00000185960,SHOX,10853,6473,"PHOG, GCFX, SS, SHOXY, SHOX1", SS,HGNC
1750,ENSG00000087586,AURKA,11393,6790,"BTAK, AurA, STK7, ARK1, PPP1R47, AIK", STK7,HGNC
917,ENSG00000065243,PKN2,9406,5586,"PRK2, Pak-2, STK7", STK7,HGNC
1493,ENSG00000080503,SMARCA2,11098,6595,"BAF190, hSNF2a, hBRM, Sth1p, SNF2LA, BRM, SNF2, SWI2", SWI2,HGNC
5928,ENSG00000127616,SMARCA4,11100,6597,"hSNF2b, BRG1, BAF190, SNF2, SWI2, SNF2-BETA, SNF2LB, FLJ39786", SWI2,HGNC
3033,ENSG00000105137,SYDE1,25824,85360,"7h3, FLJ13511, SYD1", SYD1,HGNC
211,ENSG00000008294,SPAG9,14524,9043,"HSS, SYD1, KIAA0516, MGC14967, MGC74461, MGC117291, JLP, PHET, HLC4, FLJ13450, FLJ14006, FLJ26141, FLJ34602, CT89, JIP4, JIP-4, PIG6", SYD1,HGNC
902,ENSG00000064932,SBNO2,29158,22904,"FLJ00173, Stno, Sno", Sno,HGNC
7846,ENSG00000139697,SBNO1,22973,55206,"MOP3, FLJ10701, FLJ10833, Sno", Sno,HGNC
3214,ENSG00000105929,ATP6V0A4,866,50617,"RDRTA2, VPP2, RTADR, a4, Vph1, Stv1", Stv1,HGNC
15855,ENSG00000185344,ATP6V0A2,18481,23545,"TJ6, a2, TJ6s, TJ6M, ATP6a2, J6B7, ATP6N1D, Vph1, Stv1, a2V, RTF", Stv1,HGNC
504,ENSG00000033627,ATP6V0A1,865,535,"a1, Vph1, Stv1", Stv1,HGNC
12105,ENSG00000167632,TRAPPC9,30832,83696,"IKBKBBP, NIBP, KIAA1882, T1, TRS120, MRT13", T1,HGNC
4449,ENSG00000115602,IL1RL1,5998,9173,"ST2, FIT-1, ST2L, ST2V, DER4, T1, IL33R", T1,HGNC
6947,ENSG00000134827,TCN1,11652,6947,"TCI, TC1", TC1,HGNC
14114,ENSG00000176907,TCIM,1357,56892,"TC-1, hTC-1, TC1", TC1,HGNC
20620,ENSG00000211812,TRAV26-2,12124,28656,"TRAV262, TCRAV4S1, TCRAV26S2", TCRAV4S1,HGNC
20587,ENSG00000211778,TRAV4,12140,28689,"TCRAV20S1, TCRAV4S1", TCRAV4S1,HGNC
20567,ENSG00000211739,TRBV12-2,12184,28578,"TRBV122, TCRBV12S2, TCRBV8S5P", TCRBV12S2,HGNC
20558,ENSG00000211717,TRBV10-1,12177,28585,"TRBV101, TCRBV10S1, TCRBV12S2A1T, TCRBV12S2", TCRBV12S2,HGNC
25955,ENSG00000229769,TRBV10-2,12178,28584,"TRBV102, TCRBV10S2, TCRBV12S3", TCRBV12S3,HGNC
39311,ENSG00000274752,TRBV12-3,12185,28577,"TRBV123, TCRBV12S3, TCRBV8S1", TCRBV12S3,HGNC
20559,ENSG00000211720,TRBV11-1,12180,28582,"TRBV111, TCRBV11S1, TCRBV21S1", TCRBV21S1,HGNC
33205,ENSG00000251578,TRBV21-1,12198,28566,"TRBV211, TCRBV10S1P, TCRBV21S1", TCRBV21S1,HGNC
20570,ENSG00000211747,TRBV20-1,12196,28567,"TRBV201, TCRBV20S1, TCRBV2S1", TCRBV2S1,HGNC
24632,ENSG00000226660,TRBV2,12195,28620,"TCRBV22S1A2N1T, TCRBV2S1", TCRBV2S1,HGNC
29559,ENSG00000237702,TRBV3-1,12212,28619,"TRBV31, TCRBV3S1, TCRBV9S1A1T", TCRBV3S1,HGNC
20575,ENSG00000211753,TRBV28,12209,28559,"TCRBV28S1, TCRBV3S1", TCRBV3S1,HGNC
3881,ENSG00000111358,GTF2H3,4657,2967,"BTF2, TFIIH, P34", TFIIH,HGNC
3800,ENSG00000110768,GTF2H1,4655,2965,"BTF2, P62, TFIIH", TFIIH,HGNC
8710,ENSG00000145736,GTF2H2,4656,2966,"BTF2, TFIIH, BTF2P44, T-BTF2P44, p44", TFIIH,HGNC
21353,ENSG00000213780,GTF2H4,4658,2968,"TFB2, TFIIH, P52", TFIIH,HGNC
38874,ENSG00000272047,GTF2H5,21157,404672,"FLJ30544, bA120J8.2, TTD-A, TFB5, TFIIH, TTDA", TFIIH,HGNC
3902,ENSG00000111602,TIMELESS,11813,8914,"hTIM, TIM, TIM1", TIM1,HGNC
4145,ENSG00000113249,HAVCR1,17866,26762,"HAVCR-1, TIM-1, TIM1, HAVCR, TIMD1, CD365, KIM1", TIM1,HGNC
675,ENSG00000050327,ARHGEF5,13209,7984,"TIM, TIM1, GEF5, P60", TIM1,HGNC
6147,ENSG00000129636,ITFG1,30697,81533,"CDA08, TIP, LNKN-1", TIP,HGNC
5397,ENSG00000123600,METTL8,25856,79828,"FLJ13984, TIP", TIP,HGNC
3483,ENSG00000108091,CCDC6,18782,8030,"PTC, TPC, H4, PTC1", TPC,HGNC
5637,ENSG00000125454,SLC25A19,14409,60386,"DNC, MUP1, TPC", TPC,HGNC
13511,ENSG00000173662,TAS1R1,14448,80835,"T1R1, TR1", TR1,HGNC
11404,ENSG00000164761,TNFRSF11B,11909,4982,"OCIF, TR1", TR1,HGNC
10117,ENSG00000157873,TNFRSF14,11912,8764,"HVEM, ATAR, TR2, LIGHTR, HVEA, CD270", TR2,HGNC
14516,ENSG00000179002,TAS1R2,14905,80834,"T1R2, TR2", TR2,HGNC
15638,ENSG00000184470,TXNRD2,18155,10587,"TR, TRXR2, TR3, SELZ, TXNR2", TR3,HGNC
21979,ENSG00000215788,TNFRSF25,11910,8718,"DR3, TRAMP, WSL-1, LARD, WSL-LR, DDR3, TR3, APO-3", TR3,HGNC
999,ENSG00000067167,TRAM1,20568,23471,"TRAM, TRAMP", TRAMP,HGNC
21979,ENSG00000215788,TNFRSF25,11910,8718,"DR3, TRAMP, WSL-1, LARD, WSL-LR, DDR3, TR3, APO-3", TRAMP,HGNC
2648,ENSG00000102245,CD40LG,11935,959,"CD40L, TRAP, gp39, hCD40L, CD154, CD40-L, HIGM1, T-BAM", TRAP,HGNC
8184,ENSG00000142186,SCYL1,14372,57410,"HT019, P105, GKLP, NKTL, TAPK, TRAP, TEIF, MGC78454", TRAP,HGNC
13447,ENSG00000173334,TRIB1,16891,10221,"C8FW, GIG2, TRB1", TRB1,HGNC
20770,ENSG00000212127,TAS2R14,14920,50840,"T2R14, TRB1", TRB1,HGNC
2478,ENSG00000101255,TRIB3,16228,57761,"dJ1103G7.3, TRB3, SINK", TRB3,HGNC
20771,ENSG00000212128,TAS2R13,14919,50838,"T2R13, TRB3", TRB3,HGNC
8970,ENSG00000147601,TERF1,11728,7013,"PIN2, TRF1, TRF", TRF,HGNC
4182,ENSG00000113525,IL5,6016,3567,"IL-5, EDF, TRF", TRF,HGNC
797,ENSG00000059377,TBXAS1,11609,6916,"CYP5, CYP5A1, THAS, TXS, TXAS, TS", TS,HGNC
9329,ENSG00000151067,CACNA1C,1390,775,"Cav1.2, CACH2, CACN2, TS, LQT8", TS,HGNC
14697,ENSG00000179981,TSHZ1,10669,10194,"NY-CO-33, TSH1", TSH1,HGNC
15980,ENSG00000185875,THNSL1,26160,79896,"FLJ22002, TSH1", TSH1,HGNC
8495,ENSG00000144115,THNSL2,25602,55258,"FLJ10916, TSH2, SOFAT", TSH2,HGNC
15157,ENSG00000182463,TSHZ2,13010,128553,"ZABC2, OVC10-2, TSH2", TSH2,HGNC
5963,ENSG00000128016,ZFP36,12862,7538,"RNF162A, TIS11, G0S24, TTP, NUP475", TTP,HGNC
10442,ENSG00000160323,ADAMTS13,1366,11093,"VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322", TTP,HGNC
36691,ENSG00000262074,SNORD3B-2,33190,780852,"U3-2B, U3b2", U3b2,HGNC
37355,ENSG00000265185,SNORD3B-1,10168,26851,"U3a, U3b1, U3b2", U3b2,HGNC
1789,ENSG00000088833,NSFL1C,15912,55968,"dJ776F14.1, p47, UBXD10, UBX1, UBXN2C", UBXD10,HGNC
10658,ENSG00000162191,UBXN1,18402,51035,"LOC51035, 2B28, UBXD10, SAKS1", UBXD10,HGNC
3762,ENSG00000110344,UBE4A,12499,9354,"UBOX2, UFD2, KIAA0126, E4", UFD2,HGNC
6347,ENSG00000130939,UBE4B,12500,10277,"UBOX3, E4, UFD2, KIAA0684", UFD2,HGNC
3699,ENSG00000109814,UGDH,12525,7358,"GDH, UDPGDH, UDP-GlcDH, UGD", UGD,HGNC
4456,ENSG00000115652,UXS1,17729,80146,"FLJ23591, UGD, SDR6E1", UGD,HGNC
7570,ENSG00000138039,LHCGR,6585,3973,"LHR, LCGR, LGR2, ULG5", ULG5,HGNC
5078,ENSG00000120725,SIL1,24624,64374,"BAP, ULG5", ULG5,HGNC
9536,ENSG00000152669,CCNO,18576,10309,"UDG2, FLJ22422, UNG2", UNG2,HGNC
1338,ENSG00000076248,UNG,12572,7374,"UDG, UNG1, UNG2, HIGM4", UNG2,HGNC
16239,ENSG00000186912,P2RY4,8542,5030,"NRU, P2Y4, UNR, P2P", UNR,HGNC
231,ENSG00000009307,CSDE1,29905,7812,"D1S155E, UNR", UNR,HGNC
12516,ENSG00000169249,ZRSR2,23019,8233,"U2AF1-RS2, URP, ZC3H22", URP,HGNC
8626,ENSG00000145040,UCN2,18414,90226,"UCNI, SRP, URP, UCN-II", URP,HGNC
7346,ENSG00000136888,ATP6V1G1,864,9550,"ATP6GL, Vma10, ATP6G, DKFZp547P234", Vma10,HGNC
9371,ENSG00000151418,ATP6V1G3,18265,127124,"ATP6G3, Vma10", Vma10,HGNC
8939,ENSG00000147416,ATP6V1B2,854,526,"VATB, Vma2, HO57", Vma2,HGNC
4513,ENSG00000116039,ATP6V1B1,853,525,"VATB, RTA1B, Vma2", Vma2,HGNC
3214,ENSG00000105929,ATP6V0A4,866,50617,"RDRTA2, VPP2, RTADR, a4, Vph1, Stv1", Vph1,HGNC
15855,ENSG00000185344,ATP6V0A2,18481,23545,"TJ6, a2, TJ6s, TJ6M, ATP6a2, J6B7, ATP6N1D, Vph1, Stv1, a2V, RTF", Vph1,HGNC
504,ENSG00000033627,ATP6V0A1,865,535,"a1, Vph1, Stv1", Vph1,HGNC
5710,ENSG00000125826,RBCK1,15864,10616,"RBCK2, XAP4, RNF54, ZRANB4, UBCE7IP3, HOIL1", XAP4,HGNC
