,num_gene_records,percent_collision_symbol
0,2,1.7521902377972465
1,3,0.20919005900232432
2,4,0.055426425889504735
3,5,0.008939746111210442
4,6,0.017879492222420884
5,7,0.0017879492222420883
6,8,0.0017879492222420883
7,9,0.0035758984444841766
8,10,0.0035758984444841766
