,num_gene_records,num_collision_symbol,percent_collision_symbol
0,2,1014,2.3626450440374667
1,3,163,0.37979402581667365
2,4,39,0.09087096323221026
3,5,17,0.03961041987045063
4,6,10,0.023300246982618015
5,7,4,0.009320098793047207
6,9,2,0.004660049396523603
7,10,1,0.0023300246982618017
