,ENSG_ID,gene_symbol,HGNC_ID,NCBI_ID,alias_symbol,source
12553,ENSG00000169429,CXCL8,6025,3576, NAP1,HGNC
13461,ENSG00000173418,NAA20,15908,51126, NAT3,HGNC
7768,ENSG00000139209,SLC38A4,14679,55089, NAT3,HGNC
1033,ENSG00000068120,COASY,29932,80347, NBP,HGNC
1222,ENSG00000073282,TP63,15979,8626, NBP,HGNC
2915,ENSG00000104419,NDRG1,7679,10397, NDR1,HGNC
3989,ENSG00000112079,STK38,17847,11329, NDR1,HGNC
920,ENSG00000065320,NTN1,8029,9423, NET1,HGNC
6826,ENSG00000134186,PRPF38B,25512,55119, NET1,HGNC
7905,ENSG00000140254,DUOXA1,26507,90527, NIP,HGNC
5340,ENSG00000123159,GIPC1,1226,10755, NIP,HGNC
8998,ENSG00000147854,UHRF2,12557,115426, NIRF,HGNC
5932,ENSG00000127743,IL17B,5982,27190, NIRF,HGNC
8623,ENSG00000145020,AMT,473,275, NKH,HGNC
14416,ENSG00000178445,GLDC,4313,2731, NKH,HGNC
4402,ENSG00000115353,TACR1,11526,6869, NKIR,HGNC
16035,ENSG00000186074,CD300LF,29883,146722, NKIR,HGNC
12157,ENSG00000167772,ANGPTL4,16039,51129, NL2,HGNC
8230,ENSG00000142606,MMEL1,14668,79258, NL2,HGNC
6765,ENSG00000133710,SPINK5,15464,11005, NS,HGNC
11148,ENSG00000163938,GNL3,29931,26354, NS,HGNC
12371,ENSG00000168672,LRATD2,24166,157638, NSE2,HGNC
9993,ENSG00000156831,NSMCE2,26513,286053, NSE2,HGNC
38492,ENSG00000270503,YTHDF2P1,19865,400209, NY-REN-2,HGNC
17590,ENSG00000198492,YTHDF2,31675,51441, NY-REN-2,HGNC
28418,ENSG00000235162,C12orf75,35164,387882, OCC1,HGNC
10968,ENSG00000163430,FSTL1,3972,11167, OCC1,HGNC
8269,ENSG00000142920,AZIN2,29957,113451, ODC1L,HGNC
9810,ENSG00000155096,AZIN1,16432,51582, ODC1L,HGNC
13181,ENSG00000172148,OR7A2P,8370,390894, OLF4p,HGNC
38241,ENSG00000268834,OR7A1P,8364,390895, OLF4p,HGNC
21299,ENSG00000213672,NCKIPSD,15486,51517, ORF1,HGNC
7086,ENSG00000135541,AHI1,21575,54806, ORF1,HGNC
8088,ENSG00000141447,OSBPL1A,16398,114876, ORP1,HGNC
2887,ENSG00000104237,RP1,10263,6101, ORP1,HGNC
10250,ENSG00000158887,MPZ,7225,4359, P0,HGNC
1820,ENSG00000089157,RPLP0,10371,6175, P0,HGNC
14813,ENSG00000180644,PRF1,9360,5551, P1,HGNC
7521,ENSG00000137818,RPLP1,10372,6176, P1,HGNC
9113,ENSG00000148834,GSTO1,13312,9446, P28,HGNC
3548,ENSG00000108587,GOSR1,4430,9527, P28,HGNC
10350,ENSG00000159720,ATP6V0D1,13724,9114, P39,HGNC
13010,ENSG00000171450,CDK5R2,1776,8941, P39,HGNC
4689,ENSG00000117395,EBNA1BP2,15531,10969, P40,HGNC
4573,ENSG00000116584,ARHGEF2,682,9181, P40,HGNC
2743,ENSG00000103035,PSMD7,9565,5713, P40,HGNC
8729,ENSG00000145839,IL9,6029,3578, P40,HGNC
8904,ENSG00000147140,NONO,7871,4841, P54,HGNC
2049,ENSG00000096060,FKBP5,3721,2289, P54,HGNC
3505,ENSG00000108344,PSMD3,9560,5709, P58,HGNC
4875,ENSG00000119318,RAD23B,9813,5887, P58,HGNC
3800,ENSG00000110768,GTF2H1,4655,2965, P62,HGNC
1240,ENSG00000073792,IGF2BP2,28867,10644, P62,HGNC
996,ENSG00000067082,KLF6,2235,1316, PAC1,HGNC
15404,ENSG00000183527,PSMG1,3043,8624, PAC1,HGNC
9412,ENSG00000151693,ASAP2,2721,8853, PAP,HGNC
3267,ENSG00000106244,PDAP1,14634,11333, PAP,HGNC
4270,ENSG00000114383,TUSC2,17034,11334, PAP,HGNC
349,ENSG00000014257,ACP3,125,55, PAP,HGNC
6556,ENSG00000132382,MYBBP1A,7546,10514, PAP2,HGNC
4725,ENSG00000117598,PLPPR5,31703,163404, PAP2,HGNC
3323,ENSG00000106571,GLI3,4319,2737, PAPA,HGNC
15223,ENSG00000182752,PAPPA,8602,5069, PAPA,HGNC
40074,ENSG00000279050,PWAR1,30089,145624, PAR-1,HGNC
14910,ENSG00000181104,F2R,3537,2149, PAR-1,HGNC
14910,ENSG00000181104,F2R,3537,2149, PAR1,HGNC
15960,ENSG00000185803,SLC52A2,30224,79581, PAR1,HGNC
6585,ENSG00000132517,SLC52A1,30225,55065, PAR2,HGNC
8607,ENSG00000144852,NR1I2,7968,8856, PAR2,HGNC
4081,ENSG00000112659,CUL9,15982,23113, PARC,HGNC
39431,ENSG00000275385,CCL18,10616,6362, PARC,HGNC
8443,ENSG00000143799,PARP1,270,142, PARS,HGNC
7284,ENSG00000136628,EPRS1,3418,2058, PARS,HGNC
847,ENSG00000062725,APPBP2,622,10513, PAT1,HGNC
5403,ENSG00000123643,SLC36A1,18761,206358, PAT1,HGNC
11081,ENSG00000163736,PPBP,9240,5473, PBP,HGNC
1776,ENSG00000088538,DOCK3,2989,1795, PBP,HGNC
4832,ENSG00000118762,PKD2,9009,5311, PC2,HGNC
8126,ENSG00000141582,CBX4,1554,8535, PC2,HGNC
8120,ENSG00000141570,CBX8,15962,57332, PC3,HGNC
13833,ENSG00000175426,PCSK1,8743,5122, PC3,HGNC
17320,ENSG00000197594,ENPP1,3356,5167, PCA1,HGNC
34107,ENSG00000253438,PCAT1,43022,100750225, PCA1,HGNC
556,ENSG00000039139,DNAH5,2950,1767, PCD,HGNC
5293,ENSG00000122735,DNAI1,2954,27019, PCD,HGNC
12114,ENSG00000167646,DNAAF3,30492,352909, PCD,HGNC
4505,ENSG00000116005,PCYOX1,20588,51449, PCL1,HGNC
4061,ENSG00000112511,PHF1,8919,5252, PCL1,HGNC
8657,ENSG00000145335,SNCA,11138,6622, PD1,HGNC
10190,ENSG00000158480,SPATA2,14681,9825, PD1,HGNC
16573,ENSG00000188389,PDCD1,8760,5133, PD1,HGNC
8236,ENSG00000142623,PADI1,18367,29943, PDI,HGNC
15913,ENSG00000185624,P4HB,8548,5034, PDI,HGNC
15910,ENSG00000185615,PDIA2,14180,64714, PDI,HGNC
1500,ENSG00000080608,PUM3,29676,9933, PEN,HGNC
2627,ENSG00000102109,PCSK1N,17301,27344, PEN,HGNC
5001,ENSG00000120149,MSX2,7392,4488, PFM,HGNC
704,ENSG00000052850,ALX4,450,60529, PFM,HGNC
3498,ENSG00000108256,NUFIP2,17634,57532, PIG1,HGNC
19357,ENSG00000205076,LGALS7,6568,3963, PIG1,HGNC
2164,ENSG00000100033,PRODH,9453,5625, PIG6,HGNC
211,ENSG00000008294,SPAG9,14524,9043, PIG6,HGNC
19196,ENSG00000204577,LILRB3,6607,11025, PIR-B,HGNC
3012,ENSG00000104972,LILRB1,6605,10859, PIR-B,HGNC
3012,ENSG00000104972,LILRB1,6605,10859, PIRB,HGNC
19196,ENSG00000204577,LILRB3,6607,11025, PIRB,HGNC
4173,ENSG00000113441,LNPEP,6656,4012, PLAP,HGNC
10927,ENSG00000163283,ALPP,439,250, PLAP,HGNC
5802,ENSG00000126432,PRDX5,9355,25824, PLP,HGNC
1746,ENSG00000087494,PTHLH,9607,5744, PLP,HGNC
8954,ENSG00000147485,PXDNL,26359,137902, PMR1,HGNC
372,ENSG00000017260,ATP2C1,13211,27032, PMR1,HGNC
5277,ENSG00000122643,NT5C3A,17820,51251, PN-I,HGNC
5639,ENSG00000125458,NT5C,17144,30833, PN-I,HGNC
12656,ENSG00000169900,PYDC1,30261,260434, POP1,HGNC
4024,ENSG00000112276,BVES,1152,11149, POP1,HGNC
13994,ENSG00000176273,SLC35G1,26607,159371, POST,HGNC
2300,ENSG00000100418,DESI1,24577,27351, POST,HGNC
14845,ENSG00000180817,PPA1,9226,5464, PP1,HGNC
19045,ENSG00000204174,NPY4R,9329,5540, PP1,HGNC
3077,ENSG00000105355,PLIN3,16893,10226, PP17,HGNC
4733,ENSG00000117632,STMN1,6510,3925, PP17,HGNC
11897,ENSG00000166794,PPIB,9255,5479, PPIase,HGNC
4951,ENSG00000119782,FKBP1B,3712,2281, PPIase,HGNC
2049,ENSG00000096060,FKBP5,3721,2289, PPIase,HGNC
13477,ENSG00000173486,FKBP2,3718,2286, PPIase,HGNC
6174,ENSG00000129951,PLPPR3,23497,79948, PRG2,HGNC
6258,ENSG00000130508,PXDN,14966,7837, PRG2,HGNC
17635,ENSG00000198646,NCOA6,15936,23054, PRIP,HGNC
4487,ENSG00000115896,PLCL1,9063,5334, PRIP,HGNC
8292,ENSG00000143125,PROK1,18454,84432, PRK1,HGNC
5336,ENSG00000123143,PKN1,9405,5585, PRK1,HGNC
12956,ENSG00000171199,OPRPN,17279,58503, PRL1,HGNC
4020,ENSG00000112245,PTP4A1,9634,7803, PRL1,HGNC
12957,ENSG00000171201,SMR3B,17326,10879, PRL3,HGNC
15643,ENSG00000184489,PTP4A3,9636,11156, PRL3,HGNC
8799,ENSG00000146278,PNRC1,17278,10957, PRR2,HGNC
6208,ENSG00000130202,NECTIN2,9707,5819, PRR2,HGNC
6590,ENSG00000132541,RIDA,16897,10247, PSP,HGNC
36881,ENSG00000263639,MSMB,7372,4477, PSP,HGNC
6371,ENSG00000131050,BPIFA2,16203,140683, PSP,HGNC
29689,ENSG00000237984,PTENP1,9589,11191, PTH2,HGNC
8071,ENSG00000141378,PTRH2,24265,51651, PTH2,HGNC
4410,ENSG00000115386,REG1A,9951,5967, PTP,HGNC
1307,ENSG00000075415,SLC25A3,10989,5250, PTP,HGNC
817,ENSG00000060656,PTPRU,9683,10076, PTP,HGNC
15083,ENSG00000182150,ERCC6L2,26922,375748, RAD26L,HGNC
16229,ENSG00000186871,ERCC6L,20794,54821, RAD26L,HGNC
25680,ENSG00000229140,CCDC26,28416,137196, RAM,HGNC
12591,ENSG00000169612,RAMAC,31022,83640, RAM,HGNC
1089,ENSG00000069974,RAB27A,9766,5873, RAM,HGNC
2610,ENSG00000102032,RENBP,9959,5973, RBP,HGNC
3171,ENSG00000105705,SUGP1,18643,57794, RBP,HGNC
4046,ENSG00000112357,PEX7,8860,5191, RD,HGNC
3417,ENSG00000107537,PHYH,8940,5264, RD,HGNC
2387,ENSG00000100823,APEX1,587,328, REF1,HGNC
3194,ENSG00000105825,TFPI2,11761,7980, REF1,HGNC
7851,ENSG00000139725,RHOF,15703,54509, RIF,HGNC
12828,ENSG00000170633,RNF34,17297,80196, RIF,HGNC
674,ENSG00000050165,DKK3,2893,27122, RIG,HGNC
14033,ENSG00000176490,DIRAS1,19127,148252, RIG,HGNC
6729,ENSG00000133321,PLAAT4,9869,5920, RIG1,HGNC
3393,ENSG00000107201,RIGI,19102,23586, RIG1,HGNC
5158,ENSG00000121481,RNF2,10061,6045, RING2,HGNC
19063,ENSG00000204228,HSD17B8,3554,7923, RING2,HGNC
19092,ENSG00000204308,RNF5,10068,6048, RING5,HGNC
4057,ENSG00000112473,SLC39A7,4927,7922, RING5,HGNC
39032,ENSG00000273032,DGCR5,16757,26220, RIP,HGNC
6100,ENSG00000129197,RPAIN,28641,84268, RIP,HGNC
375,ENSG00000017797,RALBP1,9841,10928, RIP,HGNC
7427,ENSG00000137275,RIPK1,10019,8737, RIP1,HGNC
375,ENSG00000017797,RALBP1,9841,10928, RIP1,HGNC
12455,ENSG00000169021,UQCRFS1,12587,7386, RIP1,HGNC
21759,ENSG00000214944,ARHGEF28,30322,64283, RIP2,HGNC
2891,ENSG00000104312,RIPK2,10020,8767, RIP2,HGNC
6684,ENSG00000133059,DSTYK,29043,25778, RIP5,HGNC
2432,ENSG00000101084,RAB5IF,15870,55969, RIP5,HGNC
9885,ENSG00000155906,RMND1,21176,55005, RMD1,HGNC
14054,ENSG00000176623,RMDN1,24285,51115, RMD1,HGNC
10410,ENSG00000160201,U2AF1,12453,7307, RN,HGNC
10387,ENSG00000160094,ZNF362,18079,149076, RN,HGNC
19102,ENSG00000204344,STK19,11398,8859, RP1,HGNC
28455,ENSG00000235246,TMEM184B-AS1,56716,128385376, RP1,HGNC
14608,ENSG00000179456,ZBTB18,13030,10472, RP58,HGNC
11098,ENSG00000163795,ZNF513,26498,130557, RP58,HGNC
1169,ENSG00000071994,PDCD2,8762,5134, RP8,HGNC
20435,ENSG00000210184,MT-TS2,7498,4575, RP8,HGNC
13231,ENSG00000172336,POP7,19949,10248, RPP2,HGNC
14261,ENSG00000177600,RPLP2,10377,6181, RPP2,HGNC
2325,ENSG00000100519,PSMC6,9553,5706, RPT5,HGNC
11680,ENSG00000165916,PSMC3,9549,5702, RPT5,HGNC
39162,ENSG00000273899,NOL12,28585,79159, RRP17,HGNC
38589,ENSG00000270885,RASL10B,30295,91608, RRP17,HGNC
1552,ENSG00000082014,SMARCD3,11108,6604, Rsc6p,HGNC
960,ENSG00000066117,SMARCD1,11106,6602, Rsc6p,HGNC
3555,ENSG00000108604,SMARCD2,11107,6603, Rsc6p,HGNC
7825,ENSG00000139613,SMARCC2,11105,6601, Rsc8,HGNC
13474,ENSG00000173473,SMARCC1,11104,6599, Rsc8,HGNC
9364,ENSG00000151365,THRSP,11800,7069, S14,HGNC
11349,ENSG00000164587,RPS14,10387,6208, S14,HGNC
3733,ENSG00000110075,PPP6R3,1173,55291, SAP190,HGNC
2226,ENSG00000100239,PPP6R2,19253,9701, SAP190,HGNC
7513,ENSG00000137804,NUSAP1,18538,51203, SAPL,HGNC
3733,ENSG00000110075,PPP6R3,1173,55291, SAPL,HGNC
44456,,SIAT5,10865,, SAT3,HGNC
3737,ENSG00000110080,ST3GAL4,10864,6484, SAT3,HGNC
10436,ENSG00000160299,PCNT,16068,5116, SCKL4,HGNC
9435,ENSG00000151849,CENPJ,17272,55835, SCKL4,HGNC
8558,ENSG00000144579,CTDSP1,21614,58190, SCP1,HGNC
17690,ENSG00000198765,SYCP1,11487,6847, SCP1,HGNC
11311,ENSG00000164402,SEPTIN8,16511,23176, SEP2,HGNC
5618,ENSG00000125354,SEPTIN6,15848,23157, SEP2,HGNC
17544,ENSG00000198324,PHETA1,26509,144717, SES1,HGNC
17737,ENSG00000198848,CES1,1863,1066, SES1,HGNC
2389,ENSG00000100842,EFS,16898,10278, SIN,HGNC
788,ENSG00000058600,POLR3E,30347,55718, SIN,HGNC
10979,ENSG00000163467,TSACC,30636,128229, SIP,HGNC
11450,ENSG00000164938,TP53INP1,18022,94241, SIP,HGNC
17219,ENSG00000197256,KANK2,29300,25959, SIP,HGNC
4467,ENSG00000115750,TAF1B,11533,9014, SL1,HGNC
8386,ENSG00000143498,TAF1A,11532,9015, SL1,HGNC
2766,ENSG00000103168,TAF1C,11534,9013, SL1,HGNC
9887,ENSG00000155926,SLA,10902,6503, SLAP,HGNC
17694,ENSG00000198780,FAM169A,29138,26049, SLAP,HGNC
13169,ENSG00000172062,SMN1,11117,6606, SMA3,HGNC
34269,ENSG00000253816,GUSBP14,54496,11039, SMA3,HGNC
7464,ENSG00000137504,CREBZF,24905,58487, SMILE,HGNC
7787,ENSG00000139324,TMTC3,26899,160418, SMILE,HGNC
5928,ENSG00000127616,SMARCA4,11100,6597, SNF2,HGNC
1493,ENSG00000080503,SMARCA2,11098,6595, SNF2,HGNC
12417,ENSG00000168883,USP39,20071,10713, SNRNP65,HGNC
16002,ENSG00000185946,RNPC3,18666,55599, SNRNP65,HGNC
6089,ENSG00000129128,SPCS3,26212,60559, SPC3,HGNC
13833,ENSG00000175426,PCSK1,8743,5122, SPC3,HGNC
5690,ENSG00000125755,SYMPK,22935,8189, SPK,HGNC
12238,ENSG00000168078,PBK,18282,55872, SPK,HGNC
16007,ENSG00000185960,SHOX,10853,6473, SS,HGNC
32778,ENSG00000250361,GYPB,4703,2994, SS,HGNC
917,ENSG00000065243,PKN2,9406,5586, STK7,HGNC
1750,ENSG00000087586,AURKA,11393,6790, STK7,HGNC
1493,ENSG00000080503,SMARCA2,11098,6595, SWI2,HGNC
5928,ENSG00000127616,SMARCA4,11100,6597, SWI2,HGNC
211,ENSG00000008294,SPAG9,14524,9043, SYD1,HGNC
3033,ENSG00000105137,SYDE1,25824,85360, SYD1,HGNC
902,ENSG00000064932,SBNO2,29158,22904, Sno,HGNC
7846,ENSG00000139697,SBNO1,22973,55206, Sno,HGNC
15855,ENSG00000185344,ATP6V0A2,18481,23545, Stv1,HGNC
504,ENSG00000033627,ATP6V0A1,865,535, Stv1,HGNC
3214,ENSG00000105929,ATP6V0A4,866,50617, Stv1,HGNC
4449,ENSG00000115602,IL1RL1,5998,9173, T1,HGNC
12105,ENSG00000167632,TRAPPC9,30832,83696, T1,HGNC
14114,ENSG00000176907,TCIM,1357,56892, TC1,HGNC
6947,ENSG00000134827,TCN1,11652,6947, TC1,HGNC
20620,ENSG00000211812,TRAV26-2,12124,28656, TCRAV4S1,HGNC
20587,ENSG00000211778,TRAV4,12140,28689, TCRAV4S1,HGNC
20567,ENSG00000211739,TRBV12-2,12184,28578, TCRBV12S2,HGNC
20558,ENSG00000211717,TRBV10-1,12177,28585, TCRBV12S2,HGNC
39311,ENSG00000274752,TRBV12-3,12185,28577, TCRBV12S3,HGNC
25955,ENSG00000229769,TRBV10-2,12178,28584, TCRBV12S3,HGNC
33205,ENSG00000251578,TRBV21-1,12198,28566, TCRBV21S1,HGNC
20559,ENSG00000211720,TRBV11-1,12180,28582, TCRBV21S1,HGNC
24632,ENSG00000226660,TRBV2,12195,28620, TCRBV2S1,HGNC
20570,ENSG00000211747,TRBV20-1,12196,28567, TCRBV2S1,HGNC
29559,ENSG00000237702,TRBV3-1,12212,28619, TCRBV3S1,HGNC
20575,ENSG00000211753,TRBV28,12209,28559, TCRBV3S1,HGNC
3881,ENSG00000111358,GTF2H3,4657,2967, TFIIH,HGNC
8710,ENSG00000145736,GTF2H2,4656,2966, TFIIH,HGNC
38874,ENSG00000272047,GTF2H5,21157,404672, TFIIH,HGNC
21353,ENSG00000213780,GTF2H4,4658,2968, TFIIH,HGNC
3800,ENSG00000110768,GTF2H1,4655,2965, TFIIH,HGNC
3902,ENSG00000111602,TIMELESS,11813,8914, TIM1,HGNC
4145,ENSG00000113249,HAVCR1,17866,26762, TIM1,HGNC
675,ENSG00000050327,ARHGEF5,13209,7984, TIM1,HGNC
6147,ENSG00000129636,ITFG1,30697,81533, TIP,HGNC
5397,ENSG00000123600,METTL8,25856,79828, TIP,HGNC
5637,ENSG00000125454,SLC25A19,14409,60386, TPC,HGNC
3483,ENSG00000108091,CCDC6,18782,8030, TPC,HGNC
13511,ENSG00000173662,TAS1R1,14448,80835, TR1,HGNC
11404,ENSG00000164761,TNFRSF11B,11909,4982, TR1,HGNC
14516,ENSG00000179002,TAS1R2,14905,80834, TR2,HGNC
10117,ENSG00000157873,TNFRSF14,11912,8764, TR2,HGNC
21979,ENSG00000215788,TNFRSF25,11910,8718, TR3,HGNC
15638,ENSG00000184470,TXNRD2,18155,10587, TR3,HGNC
21979,ENSG00000215788,TNFRSF25,11910,8718, TRAMP,HGNC
999,ENSG00000067167,TRAM1,20568,23471, TRAMP,HGNC
8184,ENSG00000142186,SCYL1,14372,57410, TRAP,HGNC
2648,ENSG00000102245,CD40LG,11935,959, TRAP,HGNC
13447,ENSG00000173334,TRIB1,16891,10221, TRB1,HGNC
20770,ENSG00000212127,TAS2R14,14920,50840, TRB1,HGNC
20771,ENSG00000212128,TAS2R13,14919,50838, TRB3,HGNC
2478,ENSG00000101255,TRIB3,16228,57761, TRB3,HGNC
4182,ENSG00000113525,IL5,6016,3567, TRF,HGNC
8970,ENSG00000147601,TERF1,11728,7013, TRF,HGNC
797,ENSG00000059377,TBXAS1,11609,6916, TS,HGNC
9329,ENSG00000151067,CACNA1C,1390,775, TS,HGNC
14697,ENSG00000179981,TSHZ1,10669,10194, TSH1,HGNC
15980,ENSG00000185875,THNSL1,26160,79896, TSH1,HGNC
15157,ENSG00000182463,TSHZ2,13010,128553, TSH2,HGNC
8495,ENSG00000144115,THNSL2,25602,55258, TSH2,HGNC
5963,ENSG00000128016,ZFP36,12862,7538, TTP,HGNC
10442,ENSG00000160323,ADAMTS13,1366,11093, TTP,HGNC
37355,ENSG00000265185,SNORD3B-1,10168,26851, U3b2,HGNC
36691,ENSG00000262074,SNORD3B-2,33190,780852, U3b2,HGNC
10658,ENSG00000162191,UBXN1,18402,51035, UBXD10,HGNC
1789,ENSG00000088833,NSFL1C,15912,55968, UBXD10,HGNC
6347,ENSG00000130939,UBE4B,12500,10277, UFD2,HGNC
3762,ENSG00000110344,UBE4A,12499,9354, UFD2,HGNC
3699,ENSG00000109814,UGDH,12525,7358, UGD,HGNC
4456,ENSG00000115652,UXS1,17729,80146, UGD,HGNC
5078,ENSG00000120725,SIL1,24624,64374, ULG5,HGNC
7570,ENSG00000138039,LHCGR,6585,3973, ULG5,HGNC
1338,ENSG00000076248,UNG,12572,7374, UNG2,HGNC
9536,ENSG00000152669,CCNO,18576,10309, UNG2,HGNC
231,ENSG00000009307,CSDE1,29905,7812, UNR,HGNC
16239,ENSG00000186912,P2RY4,8542,5030, UNR,HGNC
8626,ENSG00000145040,UCN2,18414,90226, URP,HGNC
12516,ENSG00000169249,ZRSR2,23019,8233, URP,HGNC
7346,ENSG00000136888,ATP6V1G1,864,9550, Vma10,HGNC
9371,ENSG00000151418,ATP6V1G3,18265,127124, Vma10,HGNC
8939,ENSG00000147416,ATP6V1B2,854,526, Vma2,HGNC
4513,ENSG00000116039,ATP6V1B1,853,525, Vma2,HGNC
15855,ENSG00000185344,ATP6V0A2,18481,23545, Vph1,HGNC
504,ENSG00000033627,ATP6V0A1,865,535, Vph1,HGNC
3214,ENSG00000105929,ATP6V0A4,866,50617, Vph1,HGNC
2116,ENSG00000099817,POLR2E,9192,5434, XAP4,HGNC
5710,ENSG00000125826,RBCK1,15864,10616, XAP4,HGNC
3930,ENSG00000111711,GOLT1B,20175,51026, YMR292W,HGNC
13666,ENSG00000174567,GOLT1A,24766,127845, YMR292W,HGNC
13376,ENSG00000172977,KAT5,5275,10524, ZC2HC5,HGNC
2842,ENSG00000103671,TRIP4,12310,9325, ZC2HC5,HGNC
17043,ENSG00000196660,SLC30A10,25355,55532, ZNT8,HGNC
11402,ENSG00000164756,SLC30A8,20303,169026, ZNT8,HGNC
31892,ENSG00000245680,ZNF585B,30948,92285, Zfp27,HGNC
17127,ENSG00000196967,ZNF585A,26305,199704, Zfp27,HGNC
10555,ENSG00000161203,AP2M1,564,1173, mu2,HGNC
6118,ENSG00000129354,AP1M2,558,10053, mu2,HGNC
5293,ENSG00000122735,DNAI1,2954,27019, oda6,HGNC
13053,ENSG00000171595,DNAI2,18744,64446, oda6,HGNC
3649,ENSG00000109320,NFKB1,7794,4790, p105,HGNC
1369,ENSG00000077150,NFKB2,7795,4791, p105,HGNC
7711,ENSG00000138768,USO1,30904,8615, p115,HGNC
1852,ENSG00000089820,ARHGAP4,674,393, p115,HGNC
4118,ENSG00000112983,BRD8,19874,10902, p120,HGNC
3907,ENSG00000111641,NOP2,7867,4839, p120,HGNC
17611,ENSG00000198561,CTNND1,2515,1500, p120,HGNC
8704,ENSG00000145715,RASA1,9871,5921, p120,HGNC
4574,ENSG00000116586,LAMTOR2,29796,28956, p14,HGNC
12165,ENSG00000167797,CDK2AP2,30833,10263, p14,HGNC
4167,ENSG00000113387,SUB1,19985,10923, p14,HGNC
9006,ENSG00000147889,CDKN2A,1787,1029, p14,HGNC
2068,ENSG00000097007,ABL1,76,25, p150,HGNC
11909,ENSG00000166825,ANPEP,500,290, p150,HGNC
16977,ENSG00000196455,PIK3R4,8982,30849, p150,HGNC
17008,ENSG00000196550,FAM72A,24044,729533, p17,HGNC
9036,ENSG00000148229,POLE3,13546,54107, p17,HGNC
7584,ENSG00000138085,ATRAID,24090,51374, p18,HGNC
14637,ENSG00000179636,TPPP2,19293,122664, p18,HGNC
9173,ENSG00000149357,LAMTOR1,26068,55004, p18,HGNC
5324,ENSG00000123080,CDKN2C,1789,1031, p18,HGNC
6119,ENSG00000129355,CDKN2D,1790,1032, p19,HGNC
9006,ENSG00000147889,CDKN2A,1787,1029, p19,HGNC
228,ENSG00000008869,HEATR5B,29273,54497, p200,HGNC
985,ENSG00000066777,ARFGEF1,15772,10565, p200,HGNC
16749,ENSG00000189079,ARID2,18037,196528, p200,HGNC
17171,ENSG00000197102,DYNC1H1,2961,1778, p22,HGNC
16331,ENSG00000187446,CHP1,17433,11261, p22,HGNC
21784,ENSG00000215021,PHB2,30306,11331, p22,HGNC
11916,ENSG00000166847,DCTN5,24594,84516, p25,HGNC
12991,ENSG00000171368,TPPP,24164,11076, p25,HGNC
14079,ENSG00000176749,CDK5R1,1775,8851, p35,HGNC
31437,ENSG00000243566,UPK3B,21444,105375355, p35,HGNC
12402,ENSG00000168811,IL12A,5969,3592, p35,HGNC
22445,ENSG00000220875,H3C9P,18982,100289545, p36,HGNC
5277,ENSG00000122643,NT5C3A,17820,51251, p36,HGNC
1222,ENSG00000073282,TP63,15979,8626, p40,HGNC
2403,ENSG00000100916,BRMS1L,20512,84312, p40,HGNC
12223,ENSG00000168028,RPSA,6502,3921, p40,HGNC
17597,ENSG00000198520,ARMH1,34345,339541, p40,HGNC
4559,ENSG00000116455,WDR77,29652,79084, p44,HGNC
8710,ENSG00000145736,GTF2H2,4656,2966, p44,HGNC
7554,ENSG00000137965,IFI44,16938,10561, p44,HGNC
1726,ENSG00000087191,PSMC5,9552,5705, p45,HGNC
8690,ENSG00000145604,SKP2,10901,6502, p45,HGNC
38475,ENSG00000270433,H3P37,19823,664611, p47,HGNC
9630,ENSG00000153487,ING1,6062,3621, p47,HGNC
1789,ENSG00000088833,NSFL1C,15912,55968, p47,HGNC
12276,ENSG00000168267,PTF1A,23734,256297, p48,HGNC
35999,ENSG00000259389,H3P38,31028,654505, p48,HGNC
3649,ENSG00000109320,NFKB1,7794,4790, p50,HGNC
7617,ENSG00000138303,ASCC1,24268,51008, p50,HGNC
1240,ENSG00000073792,IGF2BP2,28867,10644, p62,HGNC
6660,ENSG00000132912,DCTN4,15518,51164, p62,HGNC
5184,ENSG00000121774,KHDRBS1,18116,10657, p62,HGNC
3089,ENSG00000105383,CD33,1659,945, p67,HGNC
3840,ENSG00000111142,METAP2,16672,10988, p67,HGNC
11465,ENSG00000164985,PSIP1,9527,11168, p75,HGNC
1157,ENSG00000071564,TCF3,11633,6929, p75,HGNC
468,ENSG00000028137,TNFRSF1B,11917,7133, p75,HGNC
1328,ENSG00000075914,EXOSC7,28112,23016, p8,HGNC
13944,ENSG00000176046,NUPR1,29990,26471, p8,HGNC
15216,ENSG00000182712,CMC4,35428,100272147, p8,HGNC
8696,ENSG00000145675,PIK3R1,8979,5295, p85,HGNC
1784,ENSG00000088808,PPP1R13B,14950,23368, p85,HGNC
5647,ENSG00000125503,PPP1R12C,14947,54776, p85,HGNC
3148,ENSG00000105647,PIK3R2,8980,5296, p85,HGNC
9645,ENSG00000153774,CFDP1,1873,10428, p97,HGNC
3758,ENSG00000110321,EIF4G2,3297,1982, p97,HGNC
14598,ENSG00000179409,GEMIN4,15717,50628, p97,HGNC
11532,ENSG00000165280,VCP,12666,7415, p97,HGNC
23852,ENSG00000224960,PPP4R3C,33146,139420, smk1,HGNC
2380,ENSG00000100796,PPP4R3A,20219,55671, smk1,HGNC
10231,ENSG00000158792,SPATA2L,28393,124044, tamo,HGNC
10190,ENSG00000158480,SPATA2,14681,9825, tamo,HGNC
913,ENSG00000065135,GNAI3,4387,2773,87U6,HGNC
19772,ENSG00000206832,RNU6V,10230,6071,87U6,HGNC
11356,ENSG00000164609,SLU7,16939,10569,9G8,HGNC
