gene_symbol,alias_symbol,ENSG_ID,collision,source
LGALS14,"CLC2,PPL13",ENSG00000006659,CLC2,NCBI
CLDN24,CLDN21,ENSG00000185758,CLDN21,NCBI
CLDN22,CLDN21,ENSG00000177300,CLDN21,NCBI
EIF2B5,"CACH,CLE,EIF-2B,EIF2Bepsilon,LVWM,VWM5",ENSG00000145191,CLE,NCBI
RTRAF,"C14orf166,CGI-99,CGI99,CLE,CLE7,LCRP369,RLLM1,hCLE,hCLE1",ENSG00000087302,CLE,NCBI
LY75-CD302,"CD205,CLEC13B,DEC-205,LY75,Ly-75,gp200-MR6",ENSG00000248672,CLEC13B,NCBI
LY75,"CD205,CLEC13B,DEC-205,GP200-MR6,LY-75",ENSG00000054219,CLEC13B,NCBI
CLEC4F,"CLECSF13,KCLR,KCR",ENSG00000152672,CLECSF13,NCBI
CLEC10A,"CD301,CLECSF13,CLECSF14,HML,HML2,MGL",ENSG00000132514,CLECSF13,NCBI
CRNKL1,"CLF,CRN,Clf1,HCRN,MSTP021,SYF3",ENSG00000101343,CLF,NCBI
CLQTL1,CLF,,CLF,NCBI
CRLF1,"CISS,CISS1,CLF,CLF-1,NR6,zcytor5",ENSG00000006016,CLF,NCBI
MMP1,"CLG,CLGN",ENSG00000196611,CLG,NCBI
PLEKHG2,"ARHGEF42,CLG,CTB-60E11.4,LDAMD",ENSG00000090924,CLG,NCBI
PDLIM1,"CLIM1,CLP-36,CLP36,HEL-S-112,hCLIM1",ENSG00000107438,CLIM1,NCBI
LDB2,"CLIM1,LDB-2,LDB1",ENSG00000169744,CLIM1,NCBI
CLIP1,"CLIP,CLIP-170,CLIP170,CYLN1,RSN",ENSG00000130779,CLIP,NCBI
POMC,"ACTH,CLIP,LPH,MSH,NPP,OBAIRH,POC",ENSG00000115138,CLIP,NCBI
CD74,"CLIP,DHLAG,HLADG,II,Ia-GAMMA,p33",ENSG00000019582,CLIP,NCBI
CLIP2,"CLIP,CLIP-115,CYLN2,WBSCR3,WBSCR4,WSCR3,WSCR4",ENSG00000106665,CLIP,NCBI
CDK11B,"CDC2L1,CDK11,CDK11-p110,CDK11-p46,CDK11-p58,CLK-1,PITSLREA,PK58,p58,p58CDC2L1,p58CLK-1",ENSG00000248333,CLK-1,NCBI
COQ7,"CAT5,CLK-1,CLK1,COQ10D8,HMNR9",ENSG00000167186,CLK-1,NCBI
COLEC11,"3MC2,CL-11,CL-K1-I,CL-K1-II,CL-K1-IIa,CL-K1-IIb,CLK1",ENSG00000118004,CLK1,NCBI
COQ7,"CAT5,CLK-1,CLK1,COQ10D8,HMNR9",ENSG00000167186,CLK1,NCBI
CLEC12A,"CD371,CLL-1,CLL1,DCAL-2,MICL",ENSG00000172322,CLL1,NCBI
COLEC10,"3MC3,CL-10,CL-34,CLL1",ENSG00000184374,CLL1,NCBI
CST9,"CLM,CTES7A",ENSG00000173335,CLM,NCBI
LAMB1,"CLM,LIS5",ENSG00000091136,CLM,NCBI
IL12A,"CLMF,IL-12A,NFSK,NKSF1,P35",ENSG00000168811,CLMF,NCBI
IL12B,"CLMF,CLMF2,IL-12B,IMD28,IMD29,NKSF,NKSF2",ENSG00000113302,CLMF,NCBI
CLNS1A,"CLCI,CLNS1B,ICln",ENSG00000074201,CLNS1B,NCBI
CLNS1AP1,"CLNS1B,ICln",ENSG00000213335,CLNS1B,NCBI
COTL1,CLP,ENSG00000103187,CLP,NCBI
CSRP3,"CLP,CMD1M,CMH12,CRP3,LMO4,MLP",ENSG00000129170,CLP,NCBI
CALML3,CLP,ENSG00000178363,CLP,NCBI
HEXIM1,"CLP1,EDG1,HIS1,MAQ1",ENSG00000186834,CLP1,NCBI
COLEC12,"CLP1,NSR2,SCARA4,SRCL",ENSG00000158270,CLP1,NCBI
COTL1P1,CLPSMCR,,CLPSMCR,NCBI
COTL1P2,CLPSMCR,,CLPSMCR,NCBI
RPS6KA3,"CLS,HU-3,ISPK-1,MAPKAPK1B,MRX19,RSK,RSK2,S6K-alpha3,XLID19,p90-RSK2,pp90RSK2",ENSG00000177189,CLS,NCBI
CRLS1,"C20orf155,CLS,CLS1,COSPD57,GCD10,dJ967N21.6",ENSG00000088766,CLS,NCBI
CLU,"AAG4,APO-J,APOJ,CLI,CLU1,CLU2,KUB1,NA1/NA2,SGP-2,SGP2,SP-40,TRPM-2,TRPM2",ENSG00000120885,CLU1,NCBI
CLUH,CLU1,ENSG00000132361,CLU1,NCBI
ZFP36L1,"BRF1,Berg36,ERF-1,ERF1,RNF162B,TIS11B,cMG1",ENSG00000185650,CMG1,NCBI
IFT74,"BBS22,CCDC2,CMG-1,CMG1,JBTS40,SPGF58",ENSG00000096872,CMG1,NCBI
CMPK1,"CK,CMK,CMPK,UMK,UMP-CMPK,UMPK",ENSG00000162368,CMK,NCBI
CXCL9,"CMK,Humig,MIG,SCYB9,crg-10",ENSG00000138755,CMK,NCBI
MITF,"CMM8,COMMAD,MI,MITF-A,WS2,WS2A,bHLHe32",ENSG00000187098,CMM8,NCBI
TYR,"ATN,CMM8,OCA1,OCA1A,OCAIA,SHEP3",ENSG00000077498,CMM8,NCBI
CMD1B,"CMPD1,FDC",,CMPD1,NCBI
SOX9,"CMD1,CMPD1,SRA1,SRXX2,SRXY10",ENSG00000125398,CMPD1,NCBI
SCN5A,"CDCD2,CMD1E,CMPD2,HB1,HB2,HBBD,HH1,ICCD,IVF,LQT3,Nav1.5,PFHB1,SSS1,VF1",ENSG00000183873,CMPD2,NCBI
TNNT2,"CMD1D,CMH2,CMPD2,LVNC6,RCM3,TnTC,cTnT",ENSG00000118194,CMPD2,NCBI
CHRNA1,"ACHRA,ACHRD,CHRNA,CMS1A,CMS1B,CMS2A,FCCMS,SCCMS",ENSG00000138435,CMS1A,NCBI
CHAT,"CHOACTASE,CMS1A,CMS1A2,CMS6",ENSG00000070748,CMS1A,NCBI
CHRNA1,"ACHRA,ACHRD,CHRNA,CMS1A,CMS1B,CMS2A,FCCMS,SCCMS",ENSG00000138435,CMS1B,NCBI
DOK7,"C4orf25,CMS10,CMS1B,FADS3",ENSG00000175920,CMS1B,NCBI
CHRNE,"ACHRE,CMS1A1,CMS1D,CMS1E,CMS2A,CMS4A,CMS4B,CMS4C,FCCMS,FIM1,FIMG,FIMG1,MGI,SCCMS",ENSG00000108556,CMS1D,NCBI
CHRNB1,"ACHRB,CHRNB,CMS1D,CMS2A,CMS2C,SCCMS",ENSG00000170175,CMS1D,NCBI
CHRNA1,"ACHRA,ACHRD,CHRNA,CMS1A,CMS1B,CMS2A,FCCMS,SCCMS",ENSG00000138435,CMS2A,NCBI
CHRND,"ACHRD,CMS2A,CMS3A,CMS3B,CMS3C,FCCMS,SCCMS",ENSG00000135902,CMS2A,NCBI
CHRNB1,"ACHRB,CHRNB,CMS1D,CMS2A,CMS2C,SCCMS",ENSG00000170175,CMS2A,NCBI
CHRNE,"ACHRE,CMS1A1,CMS1D,CMS1E,CMS2A,CMS4A,CMS4B,CMS4C,FCCMS,FIM1,FIMG,FIMG1,MGI,SCCMS",ENSG00000108556,CMS2A,NCBI
CHRNE,"ACHRE,CMS1A1,CMS1D,CMS1E,CMS2A,CMS4A,CMS4B,CMS4C,FCCMS,FIM1,FIMG,FIMG1,MGI,SCCMS",ENSG00000108556,CMS4C,NCBI
RAPSN,"CMS11,CMS4C,FADS,FADS2,RAPSYN,RNF205",ENSG00000165917,CMS4C,NCBI
MPZ,"CHM,CHN2,CMT1,CMT1B,CMT2I,CMT2J,CMT4E,CMTDI3,CMTDID,DSS,HMSNIB,MPP,P0",ENSG00000158887,CMT1,NCBI
RNMT,"CMT1,CMT1c,MET,Met,N7-MTase,RG7MT1,cm1p,hCMT1,hMet",ENSG00000101654,CMT1,NCBI
KIF1B,"CMT2,CMT2A,CMT2A1,HMSNII,KLP,NBLST1",ENSG00000054523,CMT2,NCBI
MAD2L1BP,"CMT2,p31comet",ENSG00000124688,CMT2,NCBI
KIF1B,"CMT2,CMT2A,CMT2A1,HMSNII,KLP,NBLST1",ENSG00000054523,CMT2A,NCBI
MFN2,"CMT2A,CMT2A2,CMT2A2A,CMT2A2B,CPRP1,HMSN6A,HSG,MARF,MSL",ENSG00000116688,CMT2A,NCBI
MED25,"ACID1,ARC92,BVSYS,CMT2B2,P78,PTOV2,TCBAP0758",ENSG00000104973,CMT2B2,NCBI
PNKP,"AOA4,CMT2B2,EIEE10,MCSZ,PNK",ENSG00000039650,CMT2B2,NCBI
AIFM1,"AIF,AUNX1,CMT2D,CMTX4,COWCK,COXPD6,DFNX5,NADMR,NAMSD,PDCD8,SEMDHL",ENSG00000156709,CMT2D,NCBI
GARS1,"CMT2D,DSMAV,GARS,GlyRS,HMN5,HMN5A,HMND5,SMAD1,SMAJI",ENSG00000106105,CMT2D,NCBI
MME,"CALLA,CD10,CMT2T,NEP,SCA43,SFE",ENSG00000196549,CMT2T,NCBI
DNAJB2,"CMT2T,DSMA5,HMNR5,HSJ-1,HSJ1,HSPF3",ENSG00000135924,CMT2T,NCBI
MPZ,"CHM,CHN2,CMT1,CMT1B,CMT2I,CMT2J,CMT4E,CMTDI3,CMTDID,DSS,HMSNIB,MPP,P0",ENSG00000158887,CMT4E,NCBI
EGR2,"AT591,CMT1D,CMT4E,KROX20",ENSG00000122877,CMT4E,NCBI
PDE4DIP,"CMYA2,MMGL",ENSG00000178104,CMYA2,NCBI
PDE4DIPP2,"CMYA2,MMGL,Myomegalin,PDE4DIP",,CMYA2,NCBI
NT5C1B-RDH14,"AIRP,NT5C1B,cN-IB,cN1B",ENSG00000250741,CN-IB,NCBI
NT5C1B,"AIRP,CN-IB,CN1B",ENSG00000185013,CN-IB,NCBI
NT5C1A,"CN-I,CN-IA,CN1,CN1A,CNI",ENSG00000116981,CN1,NCBI
CNDP1,"CN1,CPGL2,HsT2308",ENSG00000150656,CN1,NCBI
NT5C1B-RDH14,"AIRP,NT5C1B,cN-IB,cN1B",ENSG00000250741,CN1B,NCBI
NT5C1B,"AIRP,CN-IB,CN1B",ENSG00000185013,CN1B,NCBI
PPP3CB,"CALNA2,CALNB,CNA2,PP2Bbeta",ENSG00000107758,CNA2,NCBI
KERA,"CNA2,KTN,SLRR2B",ENSG00000139330,CNA2,NCBI
CEP250,"C-NAP1,CEP2,CNAP1,CRDHL2",ENSG00000126001,CNAP1,NCBI
NCAPD2,"CAP-D2,CNAP1,MCPH21,hCAP-D2",ENSG00000010292,CNAP1,NCBI
PRKAR1A,"ACRDYS1,ADOHR,CAR,CNC,CNC1,PKR1,PPNAD1,PRKAR1,Prkar1alpha,TSE1",ENSG00000108946,CNC,NCBI
CNC2,CNC,,CNC,NCBI
CNGB1,"CNCG2,CNCG3L,CNCG4,CNG4,CNGB1B,GAR1,GARP,GARP2,RCNC2,RCNCb,RCNCbeta,RP45",ENSG00000070729,CNG4,NCBI
CNGA4,"CNCA2,CNG-4,CNG4,CNG5,CNGB2,OCNC2,OCNCBETA,OCNCb",ENSG00000132259,CNG4,NCBI
CNIH2,"CNIH-2,Cnil",ENSG00000174871,CNIL,NCBI
CNIH1,"CNIH,CNIH-1,CNIL,TGAM77",ENSG00000100528,CNIL,NCBI
PLK3,"CNK,FNK,PLK-3,PRK",ENSG00000173846,CNK,NCBI
CNKSR1,"CNK,CNK1",ENSG00000142675,CNK,NCBI
PCDHA@,"CNR1,CNRS1",,CNR1,NCBI
PCDHA4,"CNR1,CNRN1,CRNR1,PCDH-ALPHA4",ENSG00000204967,CNR1,NCBI
C4A,"C4,C4A2,C4A3,C4A4,C4A6,C4AD,C4S,CO4,CPAMD2,RG",ENSG00000244731,CO4,NCBI
C4B,"C4B1,C4B12,C4B2,C4B3,C4B5,C4BD,C4B_2,C4F,CH,CO4,CPAMD3",ENSG00000224389,CO4,NCBI
PPIAL4G,COAS-2,ENSG00000236334,COAS-2,NCBI
PPIAL4A,"COAS-2,COAS2,PPIAL4,PPIAL4B",ENSG00000263353,COAS-2,NCBI
PPIAL4C,COAS-2,ENSG00000288867,COAS-2,NCBI
PPIAL4A,"COAS-2,COAS2,PPIAL4,PPIAL4B",ENSG00000263353,COAS2,NCBI
PPIAL4E,"COAS2,PPIAL4F",ENSG00000271567,COAS2,NCBI
PFN1P2,"C1orf152,COAS3",ENSG00000293296,COAS3,NCBI
PFN1P3,"COAS-3,COAS3",,COAS3,NCBI
COG4,"CDG2J,COD1,SWILS",ENSG00000103051,COD1,NCBI
RPGR,"COD1,CORDX1,CRD,PCDX,RP15,RP3,XLRP3,orf15",ENSG00000156313,COD1,NCBI
CACNA1F,"AIED,COD3,COD4,CORDX,CORDX3,CSNB2,CSNB2A,CSNBX2,Cav1.4,Cav1.4alpha1,JM8,JMC8,OA2",ENSG00000102001,COD3,NCBI
GUCA1A,"C6orf131,COD3,CORD14,GCAP,GCAP-1,GCAP-I,GCAP1,GUCA,GUCA1",ENSG00000048545,COD3,NCBI
CACNA1F,"AIED,COD3,COD4,CORDX,CORDX3,CSNB2,CSNB2A,CSNBX2,Cav1.4,Cav1.4alpha1,JM8,JMC8,OA2",ENSG00000102001,COD4,NCBI
PDE6C,"ACHM5,COD4,PDEA2",ENSG00000095464,COD4,NCBI
OPN1MW,"CBBM,CBD,COD5,GCP,GOP,OPN1MW1",ENSG00000268221,COD5,NCBI
OPN1LW,"CBBM,CBP,COD5,RCP,ROP",ENSG00000102076,COD5,NCBI
COX2,"COII,MTCO2",,COII,NCBI
MTCO2P12,"COII,COX2,COXII,MT-CO2,MTCO2",ENSG00000229344,COII,NCBI
COL6A4P1,"COL6A4,COL6A4P,DIVA,DVWA,FAME3,VWA6",ENSG00000291281,COL6A4,NCBI
COL6A4P2,COL6A4,,COL6A4,NCBI
RBBP8,"COM1,CTIP,JAWAD,JWDS,RIM,SAE2,SCKL2",ENSG00000101773,COM1,NCBI
NUPR1,"COM1,P8",ENSG00000176046,COM1,NCBI
GUCY2D,"CACD,CACD1,CG-E,CORD5,CORD6,CSNB1I,CYGD,GUC1A4,GUC2D,LCA,LCA1,RCD2,RETGC-1,ROS-GC1,ROSGC,retGC",ENSG00000132518,CORD5,NCBI
PITPNM3,"ACKR6,CORD5,NIR1,RDGBA3",ENSG00000091622,CORD5,NCBI
CROT,COT,ENSG00000005469,COT,NCBI
MAP3K8,"AURA2,COT,EST,ESTF,MEKK8,TPL2,Tpl-2,c-COT",ENSG00000107968,COT,NCBI
COX8A,"COX,COX8,COX8-2,COX8L,MC4DN15,VIII,VIII-L",ENSG00000176340,COX,NCBI
COX5A,"COX,COX-VA,MC4DN20,VA",ENSG00000178741,COX,NCBI
CPOX,"COX,CPO,CPX,HARPO,HCP",ENSG00000080819,COX,NCBI
COX11P1,"COX11,COX11P",,COX11P,NCBI
COX11,"COX11P,MC4DN23",ENSG00000166260,COX11P,NCBI
MTCO2P12,"COII,COX2,COXII,MT-CO2,MTCO2",ENSG00000229344,COX2,NCBI
PTGS2,"COX-2,COX2,GRIPGHS,PGG/HS,PGHS-2,PHS-2,hCox-2",ENSG00000073756,COX2,NCBI
COX4I2,"COX4,COX4-2,COX4B,COX4L2,COXIV-2,dJ857M17.2",ENSG00000131055,COX4,NCBI
COX4I1,"COX IV-1,COX4,COX4-1,COXIV,COXIV-1,MC4DN16",ENSG00000131143,COX4,NCBI
COX7A2,"COX7AL,COX7AL1,COXVIIAL,COXVIIa-L,VIIAL",ENSG00000112695,COX7AL,NCBI
COX7A2P2,"COX7A3,COX7AL,COX7AL2,COX7AP2",,COX7AL,NCBI
HOXC5,"CP11,HOX3,HOX3D",ENSG00000172789,CP11,NCBI
CYP1A1,"AHH,AHRR,CP11,CYP1,CYPIA1,P1-450,P450-C,P450DX",ENSG00000140465,CP11,NCBI
CFDP1,"BCNT,BUCENTAUR,CENP-29,CP27,SWC5,Yeti,p97",ENSG00000153774,CP27,NCBI
CYP27A1,"CP27,CTX,CYP27",ENSG00000135929,CP27,NCBI
CYP2A7,"CPA7,CPAD,CYP2A,CYPIIA7,P450-IIA4",ENSG00000198077,CPAD,NCBI
CYP2A13,"CPAD,CYP2A,CYPIIA13",ENSG00000197838,CPAD,NCBI
PPP1R14D,"CPI17-like,GBPI-1,GBPI1",ENSG00000166143,CPI17-LIKE,NCBI
PPP1R14C,"CPI17-like,KEPI,NY-BR-81",ENSG00000198729,CPI17-LIKE,NCBI
PLA2G4A,"GURDP,PLA2G4,cPLA2,cPLA2-alpha",ENSG00000116711,CPLA2,NCBI
KAT5,"ESA1,HTATIP,HTATIP1,NEDFASB,PLIP,TIP,TIP60,ZC2HC5,cPLA2",ENSG00000172977,CPLA2,NCBI
PLA2G4B,"HsT16992,cPLA2-beta",ENSG00000243708,CPLA2-BETA,NCBI
JMJD7-PLA2G4B,"HsT16992,cPLA2-beta",ENSG00000168970,CPLA2-BETA,NCBI
CPNE1,"COPN1,CPN1",ENSG00000214078,CPN1,NCBI
CYP11B1,"CPN1,CYP11B,FHI,P450C11",ENSG00000160882,CPN1,NCBI
CPNE2,"COPN2,CPN2",ENSG00000140848,CPN2,NCBI
CYP11B2,"ALDOS,CPN2,CYP11B,CYP11BL,CYPXIB2,P-450C18,P450C18,P450aldo",ENSG00000179142,CPN2,NCBI
CYP21A2,"CA21H,CAH1,CPS1,CYP21,CYP21B,P450c21B",ENSG00000231852,CPS1,NCBI
PM20D1,Cps1,ENSG00000162877,CPS1,NCBI
CTSB,"APPS,CPSB,KWE,RECEUP",ENSG00000164733,CPSB,NCBI
CTSH,"ACC-4,ACC-5,ACC4,ACC5,CPSB",ENSG00000103811,CPSB,NCBI
AP4M1,"CPSQ3,MU-4,MU-ARP2,SPG50",ENSG00000221838,CPSQ3,NCBI
ADD3,"ADDL,CPSQ3",ENSG00000148700,CPSQ3,NCBI
CHPT1,"CPT,CPT1",ENSG00000111666,CPT,NCBI
DHDDS,"CIT,CPT,DEDSM,DS,HDS,RP59,hCIT",ENSG00000117682,CPT,NCBI
CHPT1,"CPT,CPT1",ENSG00000111666,CPT1,NCBI
CPT1A,"CPT1,CPT1-L,L-CPT1",ENSG00000110090,CPT1,NCBI
CPT2,"CPT1,CPTASE,IIAE4",ENSG00000157184,CPT1,NCBI
CHKB-CPT1B,"CHKL-CPT1B,CPT1-M,CPT1B,CPTI-M",ENSG00000254413,CPT1-M,NCBI
CPT1B,"CPT1-M,CPT1M,CPTI,CPTI-M,M-CPT1,MCCPT1,MCPT1",ENSG00000205560,CPT1-M,NCBI
CHKB-CPT1B,"CHKL-CPT1B,CPT1-M,CPT1B,CPTI-M",ENSG00000254413,CPTI-M,NCBI
CPT1B,"CPT1-M,CPT1M,CPTI,CPTI-M,M-CPT1,MCCPT1,MCPT1",ENSG00000205560,CPTI-M,NCBI
TBX22,"ABERS,CLPA,CPX,TBXX,dJ795G23.1",ENSG00000122145,CPX,NCBI
CPOX,"COX,CPO,CPX,HARPO,HCP",ENSG00000080819,CPX,NCBI
EBP,"CDPX2,CHO2,CPX,CPXD,MEND",ENSG00000147155,CPX,NCBI
CPXM1,"CPX1,CPXM",ENSG00000088882,CPX1,NCBI
CPLX1,"CPX-I,CPX1,DEE63,EIEE63",ENSG00000168993,CPX1,NCBI
CPLX2,"921-L,CPX-2,CPX2,Hfb1",ENSG00000145920,CPX2,NCBI
CPXM2,"CPX2,UNQ676",ENSG00000121898,CPX2,NCBI
PPHLN1,"CR,HSPC206,HSPC232",ENSG00000134283,CR,NCBI
CALB2,"CAB29,CAL2,CR",ENSG00000172137,CR,NCBI
CD55,"CHAPLE,CR,CROM,DAF,TC",ENSG00000196352,CR,NCBI
CRIPTO,"CR,CR-1,CRGF,TDGF1",ENSG00000241186,CR,NCBI
DHRS4,"CR,NRDR,PHCR,PSCD,SCAD-SRL,SDR-SRL,SDR25C1,SDR25C2",ENSG00000157326,CR,NCBI
EDARADD,"CR,ECTD11A,ECTD11B,ED3,EDA3",ENSG00000186197,CR,NCBI
CR2,"C3DR,CD21,CR,CVID7,SLEB9",ENSG00000117322,CR,NCBI
MTMR11,CRA,ENSG00000014914,CRA,NCBI
LUC7L3,"CRA,CREAP-1,CROP,LUC7A,OA48-18,hLuc7A",ENSG00000108848,CRA,NCBI
CRABP1,"CRABP,CRABP-I,CRABPI,RBP5",ENSG00000166426,CRABP-I,NCBI
RBP1,"CRABP-I,CRBP,CRBP1,CRBPI,RBPC,hCRBP1",ENSG00000114115,CRABP-I,NCBI
RBP2,"CRABP-II,CRBP2,CRBPII,RBPC2",ENSG00000114113,CRABP-II,NCBI
CRABP2,"CRABP-II,RBP6",ENSG00000143320,CRABP-II,NCBI
CCRL2,"ACKR5,CKRX,CRAM,CRAM-A,CRAM-B,HCR",ENSG00000121797,CRAM,NCBI
DPYSL5,"CRAM,CRMP-5,CRMP5,CV2,RTSC4,Ulip6",ENSG00000157851,CRAM,NCBI
CRX,"CORD2,CRD,LCA7,OTX3",ENSG00000105392,CRD,NCBI
RPGR,"COD1,CORDX1,CRD,PCDX,RP15,RP3,XLRP3,orf15",ENSG00000156313,CRD,NCBI
ATF4,"CREB-2,CREB2,TAXREB67,TXREB",ENSG00000128272,CREB-2,NCBI
ATF2,"CRE-BP1,CREB-2,CREB2,HB16,TREB7",ENSG00000115966,CREB-2,NCBI
ATF4,"CREB-2,CREB2,TAXREB67,TXREB",ENSG00000128272,CREB2,NCBI
ATF2,"CRE-BP1,CREB-2,CREB2,HB16,TREB7",ENSG00000115966,CREB2,NCBI
C1QL1,"C1QRF,C1QTNF14,CRF,CTRP14",ENSG00000131094,CRF,NCBI
CRH,"CRF,CRH1",ENSG00000147571,CRF,NCBI
CARHSP1,"CRHSP-24,CRHSP24,CSDC1",ENSG00000153048,CRHSP24,NCBI
GSE1,"CRHSP24,KIAA0182",ENSG00000131149,CRHSP24,NCBI
CRIP1,"CRHP,CRIP,CRP-1,CRP1",ENSG00000213145,CRIP,NCBI
CRIP2,"CRIP,CRP2,ESP1",ENSG00000182809,CRIP,NCBI
UTP3,"CRL1,CRLZ1,SAS10",ENSG00000132467,CRL1,NCBI
IL27RA,"CRL1,IL-27RA,IL27R,TCCR,WSX1,zcytor1",ENSG00000104998,CRL1,NCBI
DAND5,"CER2,CERL2,CKTSF1B3,COCO,CRL2,DANTE,GREM3,SP1",ENSG00000179284,CRL2,NCBI
CRLF2,"CRL2,CRLF2Y,TSLPR",ENSG00000292363,CRL2,NCBI
CORIN,"ATC2,CMH30,CRN,Lrp4,PEE5,TMPRSS10",ENSG00000145244,CRN,NCBI
CRNKL1,"CLF,CRN,Clf1,HCRN,MSTP021,SYF3",ENSG00000101343,CRN,NCBI
CORO7-PAM16,"CORO7,Coronin-7,Crn7",ENSG00000103426,CRN7,NCBI
CORO7,"0610011B16Rik,CRN7,POD1",ENSG00000262246,CRN7,NCBI
CSRP1,"CRP,CRP1,CSRP,CYRP,D1S181E,HEL-141,HEL-S-286",ENSG00000159176,CRP,NCBI
PPIAP10,"CRP,PPIAL2,PPIP10,dJ823G15.1",ENSG00000224530,CRP,NCBI
CEBPE,"C/EBP-epsilon,CRP1,IMD108,SGD1,c/EBP epsilon",ENSG00000092067,CRP1,NCBI
CRIP1,"CRHP,CRIP,CRP-1,CRP1",ENSG00000213145,CRP1,NCBI
CSRP1,"CRP,CRP1,CSRP,CYRP,D1S181E,HEL-141,HEL-S-286",ENSG00000159176,CRP1,NCBI
CRIP2,"CRIP,CRP2,ESP1",ENSG00000182809,CRP2,NCBI
CSRP2,"CRP2,LMO5,SmLIM",ENSG00000175183,CRP2,NCBI
CSRP3,"CLP,CMD1M,CMH12,CRP3,LMO4,MLP",ENSG00000129170,CRP3,NCBI
CEBPD,"C/EBP-delta,CELF,CRP3,NF-IL6-beta",ENSG00000221869,CRP3,NCBI
TCF12,"CRS3,HEB,HH26,HTF4,HsT17266,TCF-12,bHLHb20,p64",ENSG00000140262,CRS3,NCBI
CRISP3,"Aeg2,CRISP-3,CRS3,SGP28,dJ442L6.3",ENSG00000096006,CRS3,NCBI
CRSA,CRS3,,CRS3,NCBI
CALR,"CALR1,CRT,HEL-S-99n,RO,SSA,cC1qR",ENSG00000179218,CRT,NCBI
SLC6A8,"CCDS1,CRT,CRT-1,CRT1,CRTR,CT1,CTR5",ENSG00000130821,CRT,NCBI
CALCR,"CRT,CT-R,CTR,CTR1",ENSG00000004948,CRT,NCBI
SLC6A8,"CCDS1,CRT,CRT-1,CRT1,CRTR,CT1,CTR5",ENSG00000130821,CRT1,NCBI
HAPLN1,"CRT1,CRTL1",ENSG00000145681,CRT1,NCBI
CALR3,"CMH19,CRT2,CT93",ENSG00000269058,CRT2,NCBI
SLC16A12,"CJMG,CRT2,CTRCT47,MCT12",ENSG00000152779,CRT2,NCBI
CRYGA,"CRY-g-A,CRYG1,CRYG5",ENSG00000168582,CRYG5,NCBI
CRYGEP,"CCL,CRYG5,CRYGEP1,D2S1472,G2",ENSG00000290929,CRYG5,NCBI
MYOZ2,"C4orf5,CMH16,CS-1,FATZ-2",ENSG00000172399,CS-1,NCBI
ITPRID2,"CS-1,CS1,KRAP,SPAG13,SSFA2",ENSG00000138434,CS-1,NCBI
CSH1,"CS-1,CSA,CSMT,GHB3,PL,hCS-1,hCS-A",ENSG00000136488,CS-1,NCBI
CSH2,"CS-2,CSB,GHB1,PL,hCS-B",ENSG00000213218,CS-2,NCBI
MYOZ1,"CS-2,FATZ,MYOZ",ENSG00000177791,CS-2,NCBI
SLAMF7,"19A,CD319,CRACC,CS1",ENSG00000026751,CS1,NCBI
ITPRID2,"CS-1,CS1,KRAP,SPAG13,SSFA2",ENSG00000138434,CS1,NCBI
ERCC8,"CKN1,CSA,UVSS2",ENSG00000049167,CSA,NCBI
CSH1,"CS-1,CSA,CSMT,GHB3,PL,hCS-1,hCS-A",ENSG00000136488,CSA,NCBI
HSPA9,"CRP40,CSA,EVPLS,GRP-75,GRP75,HEL-S-124m,HSPA9B,MOT,MOT2,MTHSP75,PBP74,SAAN,SIDBA4",ENSG00000113013,CSA,NCBI
ERCC6,"ARMD5,CKN2,COFS,COFS1,CSB,CSB-PGBD3,POF11,RAD26,UVSS1",ENSG00000225830,CSB,NCBI
CSH2,"CS-2,CSB,GHB1,PL,hCS-B",ENSG00000213218,CSB,NCBI
HNRNPK,"AUKS,CSBP,HNRPK,TUNP",ENSG00000165119,CSBP,NCBI
MAPK14,"CSBP,CSBP1,CSBP2,CSPB1,EXIP,Mxi2,PRKM14,PRKM15,RK,SAPK2A,p38,p38ALPHA",ENSG00000112062,CSBP,NCBI
FLNA,"ABP-280,ABPX,CSBS,CVD1,FGS2,FLN,FLN-A,FLN1,FMD,MNS,NHBP,OPD,OPD1,OPD2,XLVD,XMVD",ENSG00000196924,CSBS,NCBI
CLMP,"ACAM,ASAM,CSBM,CSBS",ENSG00000166250,CSBS,NCBI
CSAD,"CSD,PCAP",ENSG00000139631,CSD,NCBI
TGFBI,"BIGH3,CDB1,CDG2,CDGG1,CSD,CSD1,CSD2,CSD3,EBMD,LCD1",ENSG00000120708,CSD,NCBI
SLC2A1,"CSE,DYT17,DYT18,DYT9,EIG12,GLUT,GLUT-1,GLUT1,GLUT1DS,HTLVR,PED,SDCHCN",ENSG00000117394,CSE,NCBI
CTH,"CGL,CSE",ENSG00000116761,CSE,NCBI
CSF2,"CSF,GMCSF",ENSG00000164400,CSF,NCBI
LAMC2,"B2T,BM600,CSF,EBR2,EBR2A,JEB3A,JEB3B,LAMB2T,LAMNB2",ENSG00000058085,CSF,NCBI
SMPX,"Chisel,Csl,DFN6,DFNX4,MPD7",ENSG00000091482,CSL,NCBI
CSHL1,"CS-5,CSHP1,CSL,GHB4,hCS-L",ENSG00000204414,CSL,NCBI
