gene_symbol,alias_symbol,ENSG_ID,collision,source
PPFIBP1,"HSGT2,HSGT2P,L2,SGT2",ENSG00000110841,L2,ENSG
RSL24D1,"C15ORF15,HRP-L30-ISO,L30,RPL24,RPL24L",ENSG00000137876,L30,ENSG
RPL30,"EL30,L30",ENSG00000156482,L30,ENSG
KNCN,"FLJ32011,KINO,L5",ENSG00000162456,L5,ENSG
RPL5,"L5,PPP1R135,UL18",ENSG00000122406,L5,ENSG
MED10,"L6,MGC5309,NUT2,TRG20",ENSG00000291745,L6,ENSG
TM4SF1,"L6,M3S1",ENSG00000169908,L6,ENSG
RPL6,"EL6,L6,TAXREB107,TXREB1",ENSG00000089009,L6,ENSG
IGKV1-9,"IGKV19,L8",ENSG00000282758,L8,ENSG
RPL8,"L8,UL2",ENSG00000161016,L8,ENSG
IGKV1-8,"IGKV18,L9",ENSG00000283113,L9,ENSG
RPL9,"L9,UL6",ENSG00000163682,L9,ENSG
ACSL1,"ACS1,FACL1,FACL2,LACS,LACS1,LACS2",ENSG00000151726,LACS2,ENSG
ACSL6,"ACS2,FACL6,KIAA0837,LACS2,LACS5",ENSG00000164398,LACS2,ENSG
CCL4,"ACT-2,AT744.1,LAG1,MIP-1-BETA,SCYA4",ENSG00000277943,LAG1,ENSG
CERS1,"LAG1,LASS1,UOG1",ENSG00000223802,LAG1,ENSG
CTAG1A,"ESO1,LAGE2A",ENSG00000268651,LAGE2A,ENSG
CTAG1B,"CT6.1,CTAG,CTAG1,ESO1,LAGE2A,LAGE2B,NY-ESO-1",ENSG00000184033,LAGE2A,ENSG
ALPK1,"FLJ22670,KIAA1527,LAK",ENSG00000073331,LAK,ENSG
ARL4C,"ARL7,LAK",ENSG00000188042,LAK,ENSG
TSC2,"LAM,PPP1R160,TSC4,TUBERIN",ENSG00000103197,LAM,ENSG
TSC1,"HAMARTIN,KIAA0243,LAM,TSC",ENSG00000165699,LAM,ENSG
LAMP3,"CD208,DC-LAMP,DCLAMP,LAMP,TSC403",ENSG00000078081,LAMP,ENSG
LSAMP,"IGLON3,LAMP",ENSG00000185565,LAMP,ENSG
LAP3,"LAP,LAPEP,PEPS",ENSG00000002549,LAP,ENSG
CENPJ,"BM032,CPAP,LAP,LIP1,MCPH6,SAS-4,SASS4,SCKL4",ENSG00000151849,LAP,ENSG
ACP2,LAP,ENSG00000134575,LAP,ENSG
CEBPB,"C/EBP-BETA,CRP2,IL6DBP,LAP,NFIL6,TCF5",ENSG00000172216,LAP,ENSG
TRAF3,"CAP-1,CD40BP,CRAF1,LAP1,RNF118",ENSG00000131323,LAP1,ENSG
ANPEP,"AP-N,CD13,GP150,HAPN,LAP1,P150,PEPN",ENSG00000166825,LAP1,ENSG
TOR1AIP1,"FLJ13142,LAP1,LAP1B,LAP1C",ENSG00000143337,LAP1,ENSG
ERBIN,"ERBB2IP,LAP2",ENSG00000112851,LAP2,ENSG
TMPO,"LAP2,LEMD4,TP",ENSG00000120802,LAP2,ENSG
LAS1L,"FLJ12525,LAS1",ENSG00000001497,LAS1,ENSG
DNAI7,"CASC1,CFAP94,FLJ10921,LAS1,PPP1R54",ENSG00000118307,LAS1,ENSG
LAT,LAT1,ENSG00000213658,LAT1,ENSG
SLC7A5,"CD98,D16S469E,E16,LAT1,MPE16",ENSG00000103257,LAT1,ENSG
GUCY2D,"CORD6,CYGD,GUC1A4,GUC2D,LCA,LCA1,RETGC,RETGC-1,ROS-GC,ROS-GC1",ENSG00000132518,LCA,ENSG
CLTA,LCA,ENSG00000122705,LCA,ENSG
PTPRC,"CD45,GP180,LCA,T200",ENSG00000262418,LCA,ENSG
L1CAM-AS1,LCA10,ENSG00000273769,LCA10,ENSG
CEP290,"3H11AG,BBS14,CT87,FLJ13615,JBTS5,KIAA0373,LCA10,MKS4,NPHP6,POC3,RD16,SLSN6",ENSG00000198707,LCA10,ENSG
EPM2A,"LD,LDE",ENSG00000112425,LD,ENSG
FMN1,"DKFZP686C2281,FLJ45135,FMN,LD,MGC125288,MGC125289",ENSG00000248905,LD,ENSG
FUT3,"CD174,LE",ENSG00000292063,LE,ENSG
HPS4,"BLOC3S2,KIAA1667,LE",ENSG00000100099,LE,ENSG
DLEU1,"BCMS,BCMS1,DLB1,LEU1,LINC00021,NCRNA00021,XTP6,BCMS,BCMS1,DLB1,LEU1,LINC00021,NCRNA00021,XTP6",ENSG00000176124,LEU1,ENSG
CD5,"LEU1,T1",ENSG00000110448,LEU1,ENSG
ITGAL,"CD11A,LFA-1,LFA1A",ENSG00000005844,LFA-1,ENSG
ITGB2,"CD18,LFA-1,MAC-1,MFI7",ENSG00000160255,LFA-1,ENSG
TRPS1,"GC79,LGCR",ENSG00000104447,LGCR,ENSG
EXT1,"LGCR,LGS,TTV",ENSG00000182197,LGCR,ENSG
LLGL1,"DLG4,HUGL,HUGL-1,LGL1,LLGL,MGL1",ENSG00000131899,LGL1,ENSG
CRISPLD2,"DKFZP434B044,LCRISP2,LGL1",ENSG00000103196,LGL1,ENSG
EXT1,"LGCR,LGS,TTV",ENSG00000182197,LGS,ENSG
LGSN,"GLULD1,LGS",ENSG00000146166,LGS,ENSG
MIP,"AQP0,LIM1,MP26",ENSG00000135517,LIM1,ENSG
LHX1,"LIM-1,LIM1",ENSG00000274577,LIM1,ENSG
APBA2,"D15S1518E,HST16821,LIN-10,MGC:14091,MINT2,X11L",ENSG00000276495,LIN-10,ENSG
PHAF1,"C16ORF6,C16ORF70,FLJ12076,LIN-10,LIN10,MYTHO",ENSG00000125149,LIN-10,ENSG
CENPJ,"BM032,CPAP,LAP,LIP1,MCPH6,SAS-4,SASS4,SCKL4",ENSG00000151849,LIP1,ENSG
STK11IP,"KIAA1898,LIP1,LKB1IP,STK11IP1",ENSG00000144589,LIP1,ENSG
ANXA2,"ANX2,ANX2L4,CAL1H,LIP2,LPC2D",ENSG00000182718,LIP2,ENSG
ANXA2P3,"ANX2L3,ANX2P3,LIP2,LPC2C",ENSG00000216740,LIP2,ENSG
LMNA,"CMD1A,HGPS,LGMD1B,LMN1,LMNL1,MADA,PRO1",ENSG00000160789,LMNL1,ENSG
LMLN,"GP63,LMNL1,MSP",ENSG00000185621,LMNL1,ENSG
DUXAP9,"FLJ39632,LINC01296,LNCRNA-CTD903,LNMAT1",ENSG00000225210,LNMAT1,ENSG
DUXAP10,LNMAT1,ENSG00000292986,LNMAT1,ENSG
LNPK,"KIAA1715,LNP,LNP1,UL",ENSG00000144320,LNP,ENSG
NUSAP1,"ANKT,BM037,FLJ13421,LNP,PRO0310P1,Q0310,SAPL",ENSG00000137804,LNP,ENSG
LOXL2,"LOR,WS9-14",ENSG00000134013,LOR,ENSG
LORICRIN,LOR,ENSG00000203782,LOR,ENSG
PTPRCAP,"CD45-AP,LPAP",ENSG00000213402,LPAP,ENSG
ACP6,"ACPL1,LPAP",ENSG00000162836,LPAP,ENSG
VANGL2,"KIAA1215,LPP1,LTAP,MGC119403,MGC119404,STB1,STBM,STBM1",ENSG00000162738,LPP1,ENSG
PLPP1,"LPP1,PAP-2A,PPAP2A",ENSG00000067113,LPP1,ENSG
CREBRF,"C5ORF41,LRF",ENSG00000164463,LRF,ENSG
ZBTB7A,"DKFZP547O146,FBI-1,LRF,POKEMON,ZBTB7,ZNF857A",ENSG00000178951,LRF,ENSG
P2RX5,"LRH-1,P2X5",ENSG00000083454,LRH-1,ENSG
NR5A2,"B1F2,FTF,FTZ-F1,FTZ-F1BETA,HB1F,HB1F-2,LRH-1,LRH1",ENSG00000116833,LRH-1,ENSG
PTPRA,"HLPR,HPTPA,LRP,PTPA,PTPRL2,RPTPA",ENSG00000132670,LRP,ENSG
RPSA,"37LRP,LAMR1,LRP,P40,SA,US2",ENSG00000168028,LRP,ENSG
LRP1,"A2MR,APOER,APR,CD91,IGFBP-3R,IGFBP3R1,LRP,LRP1A",ENSG00000123384,LRP,ENSG
MVP,"LRP,VAULT1",ENSG00000013364,LRP,ENSG
LRP10,"DKFZP564C1940,LRP9,MGC8675,MST087,MSTP087",ENSG00000197324,LRP9,ENSG
SORL1,"C11ORF32,GP250,LR11,LRP9,SORLA,SORLA-1",ENSG00000137642,LRP9,ENSG
SLC11A1,"LSH,NRAMP,NRAMP1",ENSG00000018280,LSH,ENSG
HELLS,"LSH,NBLA10143,PASG,SALNR,SMARCA6",ENSG00000119969,LSH,ENSG
SLCO1B1,"LST-1,OATP-C,OATP1B1,SLC21A6",ENSG00000134538,LST-1,ENSG
LST1,"B144,D6S49E,LST-1",ENSG00000204482,LST-1,ENSG
PTPN22,"LYP,LYP1,LYP2,PTPN8",ENSG00000134242,LYP,ENSG
SH2D1A,"DSHP,EBVS,IMD5,LYP,MTCP1,SAP,XLP,XLPD",ENSG00000183918,LYP,ENSG
ABCB8,"EST328128,M-ABC1,MABC1,MITOSUR",ENSG00000197150,M-ABC1,ENSG
ABCF2,"ABC28,EST133090,HUSSY-18,M-ABC1",ENSG00000033050,M-ABC1,ENSG
ABCB10P1,"ABCB10P,ABCB10P2,M-ABC2,MABC2",ENSG00000274099,M-ABC2,ENSG
ABCB10,"EST20237,M-ABC2,MTABC2",ENSG00000135776,M-ABC2,ENSG
PPP1R12A,"M130,MBS,MYPT1",ENSG00000058272,M130,ENSG
CD163,"M130,MM130,SCARI1",ENSG00000177575,M130,ENSG
ITGAM,"CD11B,CR3A,MAC-1",ENSG00000169896,MAC-1,ENSG
ITGB2,"CD18,LFA-1,MAC-1,MFI7",ENSG00000160255,MAC-1,ENSG
MXD1,"BHLHC58,MAD,MAD1",ENSG00000059728,MAD,ENSG
AMPD1,"MAD,MADA",ENSG00000116748,MAD,ENSG
MAD1L1,"HSMAD1,MAD1,PIG9,TP53I9,TXBP181",ENSG00000002822,MAD1,ENSG
MXD1,"BHLHC58,MAD,MAD1",ENSG00000059728,MAD1,ENSG
MAD2L1,"HSMAD2,MAD2",ENSG00000164109,MAD2,ENSG
MXI1,"BHLHC11,MAD2,MXD2,MXI",ENSG00000119950,MAD2,ENSG
LMNA,"CMD1A,HGPS,LGMD1B,LMN1,LMNL1,MADA,PRO1",ENSG00000160789,MADA,ENSG
AMPD1,"MAD,MADA",ENSG00000116748,MADA,ENSG
SMAD6,"HST17432,MADH6,MADH7",ENSG00000137834,MADH6,ENSG
SMAD9,"MADH6,MADH9,SMAD8,SMAD8/9",ENSG00000120693,MADH6,ENSG
SMAD7,"MADH7,MADH8",ENSG00000101665,MADH7,ENSG
SMAD6,"HST17432,MADH6,MADH7",ENSG00000137834,MADH7,ENSG
NRBP1,"BCON3,MADM,MUDPNP,NRBP",ENSG00000115216,MADM,ENSG
ADAM10,"CD156C,HST18717,KUZ,MADM",ENSG00000137845,MADM,ENSG
MAGEA1,"CT1.1,MAGE1,MGC9326",ENSG00000198681,MAGE1,ENSG
MAGED4,"KIAA1859,MAGE-E1,MAGE1,MGC3210",ENSG00000154545,MAGE1,ENSG
MAGEA2,"CT1.2,MAGE2,MAGEA2A",ENSG00000268606,MAGE2,ENSG
MAGEA2B,"MAGE2,MAGEA2,MGC16973,MAGE2,MAGEA2,MGC16973",ENSG00000183305,MAGE2,ENSG
NAA30,"C14ORF35,FLJ35355,MAK3,MAK3P,NAT12",ENSG00000139977,MAK3,ENSG
NAA50,"FLJ13194,MAK3,NAT13,NAT5,SAN",ENSG00000121579,MAK3,ENSG
MRTFA,"BSAC,KIAA1438,MAL,MKL,MKL1,MRTF-A",ENSG00000196588,MAL,ENSG
TIRAP,"MAL,WYATT",ENSG00000150455,MAL,ENSG
MOAP1,"MAP-1,PNMA4",ENSG00000278268,MAP-1,ENSG
MASP1,"CRARF,MAP-1,MAP44,MASP,MASP-3,PRSS5",ENSG00000291559,MAP-1,ENSG
RTL1,"HUR1,MAR1,MART1,PEG11,SIRH2",ENSG00000254656,MART1,ENSG
MLANA,"MART-1,MART1",ENSG00000120215,MART1,ENSG
HHAT,"FLJ10724,GUP2,MART-2,MART2,RASP,SIT,SKI,SKN",ENSG00000280680,MART2,ENSG
PEG10,"HB-1,KIAA1051,MAR2,MART2,MEF3L,RGAG3,RTL2,SIRH1",ENSG00000242265,MART2,ENSG
L1CAM,"CAML1,CD171,HSAS,HSAS1,MASA,MIC5,NCAM-L1,S10,SPG1",ENSG00000198910,MASA,ENSG
ENOPH1,"E1,MASA,MTNC",ENSG00000145293,MASA,ENSG
ANKHD1,"FLJ10042,FLJ11979,FLJ14127,FLJ20288,KIAA1085,MASK,MASK1",ENSG00000131503,MASK,ENSG
STK26,"MASK,MST4",ENSG00000134602,MASK,ENSG
SPACA9,"C9ORF9,MAST",ENSG00000165698,MAST,ENSG
SPG21,"ABHD21,ACP33,BM-019,GL010,MAST",ENSG00000090487,MAST,ENSG
PEA15,"HMAT1,HUMMAT1H,MAT1,MAT1H,PEA-15,PED,PED-PEA15,PED/PEA15",ENSG00000162734,MAT1,ENSG
MNAT1,"MAT1,RNF66",ENSG00000020426,MAT1,ENSG
MSC-AS1,MAT1,ENSG00000235531,MAT1,ENSG
CD79A,"IG-ALPHA,IGA,IGALPHA,MB-1,MB1",ENSG00000105369,MB1,ENSG
PSMB5,MB1,ENSG00000100804,MB1,ENSG
PRG2,"BMPG,MBP,PROMBP",ENSG00000186652,MBP,ENSG
MBL2,"COLEC1,MBL,MBP,MBP-C,MBP1",ENSG00000165471,MBP,ENSG
HIVEP1,"CIRIP,CRYBP1,MBP-1,PRDII-BF1,SCHNURRI-1,ZAS1,ZNF40,ZNF40A",ENSG00000095951,MBP-1,ENSG
ENO1,"ENO1-IT1,ENO1L1,MBP-1,MPB1,PPH",ENSG00000074800,MBP-1,ENSG
CCL2,"GDCF-2,HC11,MCAF,MCP-1,MCP1,MGC9434,SCYA2,SMC-CF",ENSG00000108691,MCAF,ENSG
ATF7IP,"AM,ATF7IP1,FLJ10688,MCAF,MCAF1,P621",ENSG00000171681,MCAF,ENSG
MLYCD,"HMCD,MCD",ENSG00000103150,MCD,ENSG
MUC1,"ADMCKD,ADMCKD1,CA15-3,CD227,EMA,KL-6,MCD,MCKD,MCKD1,PEM,PUM",ENSG00000185499,MCD,ENSG
AKR1C2,"BABP,DD,DD2,DDH2,HAKRD,MCDR2,TDD",ENSG00000151632,MCDR2,ENSG
PROM1,"AC133,CD133,CORD12,MCDR2,PROML1,RP41,STGD4",ENSG00000007062,MCDR2,ENSG
CASP6,"CASPASE-6,CSP-6,MCH2",ENSG00000138794,MCH2,ENSG
MCHR2,"GPR145,MCH2,MCH2R,SLT",ENSG00000152034,MCH2,ENSG
CD46,"MCP,MGC26544,MIC10,TLX,TRA2.10",ENSG00000117335,MCP,ENSG
CAPG,"AFCP,MCP",ENSG00000042493,MCP,ENSG
ZC4H2,"HCA127,KIAA1166,MCS,MRXS4,WWS",ENSG00000126970,MCS,ENSG
MOCOS,"FLJ20733,HMCS,MCS,MOS",ENSG00000075643,MCS,ENSG
CSPG4,"CSPG4A,HMW-MAA,MCSP,MCSPG,MEL-CSPG,MSK16,NG2",ENSG00000173546,MCSP,ENSG
GPX4,"MCSP,PHGPX",ENSG00000167468,MCSP,ENSG
SMCP,MCSP,ENSG00000163206,MCSP,ENSG
SLC16A1,"MCT,MCT1",ENSG00000281917,MCT,ENSG
MCAT,"FABD,FASN2C,MCT,MCT1,MT,NET62",ENSG00000100294,MCT,ENSG
SLC16A1,"MCT,MCT1",ENSG00000281917,MCT1,ENSG
MCAT,"FABD,FASN2C,MCT,MCT1,MT,NET62",ENSG00000100294,MCT1,ENSG
SLC16A3,"MCT3,MCT4",ENSG00000141526,MCT3,ENSG
SLC16A8,"MCT3,REMP",ENSG00000100156,MCT3,ENSG
SLC16A3,"MCT3,MCT4",ENSG00000141526,MCT4,ENSG
SLC16A4,"MCT4,MCT5",ENSG00000168679,MCT4,ENSG
SLC16A5,"MCT5,MCT6",ENSG00000170190,MCT5,ENSG
SLC16A4,"MCT4,MCT5",ENSG00000168679,MCT5,ENSG
SLC16A5,"MCT5,MCT6",ENSG00000170190,MCT6,ENSG
SLC16A6,"MCT6,MCT7",ENSG00000108932,MCT6,ENSG
SLC16A2,"AHDS,DXS128,DXS128E,MCT7,MCT8,MRX22,XPCT",ENSG00000147100,MCT7,ENSG
SLC16A6,"MCT6,MCT7",ENSG00000108932,MCT7,ENSG
ADAM11,MDC,ENSG00000073670,MDC,ENSG
CCL22,"A-152E5.1,ABCD-1,DC/B-CK,MDC,MGC34554,SCYA22,STCP-1",ENSG00000102962,MDC,ENSG
ABCB1,"ABC20,CD243,CLCS,GP170,MDR1,P-170,P-GP,PGY1",ENSG00000085563,MDR1,ENSG
TBC1D9,"GRAMD9,KIAA0882,MDR1",ENSG00000109436,MDR1,ENSG
DUSP13B,"DUSP13,MDSP,SKRP4,TMDP,DUSP13,SKRP4,TMDP",ENSG00000079393,MDSP,ENSG
DUSP13A,"BEDP,MDSP",ENSG00000293543,MDSP,ENSG
PCDHB11,"ME2,PCDH-BETA11",ENSG00000291690,ME2,ENSG
CELSR1,"ADGRC1,CDHF9,FMI2,HFMI2,ME2",ENSG00000075275,ME2,ENSG
COL9A2,"EDM2,MED",ENSG00000049089,MED,ENSG
COMP,"EDM1,EPD1,MED,PSACH,THBS5,TSP-5,TSP5",ENSG00000105664,MED,ENSG
COL9A3,"DJ885L7.4.1,EDM3,FLJ90759,IDD,MED",ENSG00000092758,MED,ENSG
SCN8A,"CERIII,CIAT,MED,NACH6,NAV1.6,PN4",ENSG00000196876,MED,ENSG
MEFV,"FMF,MEF,TRIM20",ENSG00000103313,MEF,ENSG
ELF4,"ELFR,MEF",ENSG00000102034,MEF,ENSG
LY6G6D,"C6ORF23,G6D,LY6-D,MEGT1,NG25,C6ORF23,G6D,LY6-D,MEGT1,NG25",ENSG00000225993,MEGT1,ENSG
LY6G6F-LY6G6D,"G6F-LY6G6D,MEGT-1,MEGT1",ENSG00000250641,MEGT1,ENSG
METTL2B,"FLJ11350,METL,METTL2",ENSG00000165055,METTL2,ENSG
METTL2A,"FLJ12760,METTL2",ENSG00000087995,METTL2,ENSG
TMEM41A,MGC15397,ENSG00000163900,MGC15397,ENSG
GLYATL1,"FLJ34646,MGC15397",ENSG00000166840,MGC15397,ENSG
KLHL23,"FLJ37812,MGC22679,MGC2610,FLJ37812,MGC22679,MGC2610",ENSG00000213160,MGC22679,ENSG
PHOSPHO2,MGC22679,ENSG00000144362,MGC22679,ENSG
SVBP,"CCDC23,MGC45441",ENSG00000177868,MGC45441,ENSG
CCDC24,MGC45441,ENSG00000159214,MGC45441,ENSG
PRSS30P,"DISP,MGC5228,TMPRSS8,TMPRSS8P",ENSG00000292376,MGC5228,ENSG
SRSF1,"ASF,MGC5228,SF2,SF2P33,SFRS1,SRP30A",ENSG00000136450,MGC5228,ENSG
STAT5A,"MGF,STAT5",ENSG00000126561,MGF,ENSG
KITLG,"DFNA69,FPH2,KITL,KL-1,MGF,SCF,SF,SLF",ENSG00000049130,MGF,ENSG
CFAP100,"CCDC37,FLJ40083,MIA1",ENSG00000163885,MIA1,ENSG
MIA,"CD-RAP,MIA1",ENSG00000261857,MIA1,ENSG
RMC1,"C18ORF8,HST2591,MIC1,WDR98",ENSG00000141452,MIC1,ENSG
GDF15,"MIC-1,MIC1,NAG-1,PDF,PLAB,PTGFB",ENSG00000130513,MIC1,ENSG
CD46,"MCP,MGC26544,MIC10,TLX,TRA2.10",ENSG00000117335,MIC10,ENSG
MICOS10,"C1ORF151,FLJ36999,MIC10,MINOS1,MIO10,RP5-1056L3.2",ENSG00000173436,MIC10,ENSG
S100A9,"60B8AG,CAGB,CFAG,CGLB,LIAG,MAC387,MIF,MRP-14,MRP14,NIF,P14,S100-A9",ENSG00000163220,MIF,ENSG
AMH,"MIF,MIS",ENSG00000104899,MIF,ENSG
CENPC,"CENP-C,CENPC1,HCP-4,MIF2",ENSG00000145241,MIF2,ENSG
DDT,"D-DT,DDCT,MIF-2,MIF2,D-DT,DDCT,MIF-2,MIF2",ENSG00000099977,MIF2,ENSG
MMP23A,"MIFR,MMP21",ENSG00000215914,MIFR,ENSG
MMP23B,"MIFR,MIFR-1,MMP22",ENSG00000189409,MIFR,ENSG
MFSD1,"FLJ14153,MINERVA,UG0581B09",ENSG00000118855,MINERVA,ENSG
NIBAN2,"BA356B19.6,C9ORF88,DKFZP434H0820,FAM129B,FLJ13518,FLJ22151,FLJ22298,MINERVA",ENSG00000136830,MINERVA,ENSG
KCNE1,"ISK,JLNS2,LQT5,MINK",ENSG00000180509,MINK,ENSG
MINK1,"B55,MAP4K6,MINK,YSK2,ZC3",ENSG00000141503,MINK,ENSG
CISD3,"MINER2,MINT",ENSG00000274768,MINT,ENSG
SPEN,"KIAA0929,MINT,RBM15C,SHARP",ENSG00000065526,MINT,ENSG
MIOS,"FLJ20323,MIO,SEA4,YULINK",ENSG00000164654,MIO,ENSG
MLXIPL,"BHLHD14,CHREBP,MIO,MONDOB,WBSCR14,WS-BHLH",ENSG00000009950,MIO,ENSG
TNPO1,"IPO2,KPNB2,MIP,MIP1,TRN",ENSG00000083312,MIP,ENSG
MAFIP,"FLJ00219,FLJ35473,FLJ39633,MIP,PP5644,TEKT4P4",ENSG00000274847,MIP,ENSG
MIPEP,MIP,ENSG00000027001,MIP,ENSG
TRAPPC2,"HYP38334,MIP-2A,SEDL,SEDT,TRS20,ZNF547L",ENSG00000196459,MIP-2A,ENSG
TRAPPC2B,"MIP-2A,SEDLP,SEDLP1,TRAPPC2P1",ENSG00000256060,MIP-2A,ENSG
CXCL2,"CINC-2A,GRO2,GROB,MGSA-B,MIP-2A,SCYB2",ENSG00000081041,MIP-2A,ENSG
TNPO1,"IPO2,KPNB2,MIP,MIP1,TRN",ENSG00000083312,MIP1,ENSG
RPTOR,"KIAA1303,KOG1,MIP1,RAPTOR",ENSG00000141564,MIP1,ENSG
MAPKAP1,"MGC2745,MIP1,SIN1",ENSG00000119487,MIP1,ENSG
MARCHF8,"C-MIR,CMIR,MARCH-VIII,MARCH8,MIR,RNF178",ENSG00000165406,MIR,ENSG
MYLIP,"IDOL,MIR",ENSG00000007944,MIR,ENSG
MLXIP,"BHLHE36,KIAA0867,MIR,MONDOA",ENSG00000281178,MIR,ENSG
PIAS2,"ARIP3,MIZ,PIASX-ALPHA,PIASX-BETA,ZMIZ4",ENSG00000078043,MIZ,ENSG
ZMIZ1,"FLJ13541,HZIMP10,KIAA1224,MIZ,RAI17,RP11-519K18.1,ZIMP10",ENSG00000108175,MIZ,ENSG
MVK,"LRBP,MK",ENSG00000110921,MK,ENSG
MDK,"FLJ27379,MK,NEGF2",ENSG00000110492,MK,ENSG
KCNA3,"HLK3,HPCN3,KV1.3,MK3,RP11-284N8.3",ENSG00000177272,MK3,ENSG
MAPKAPK3,"3PK,MAPKAP3,MK-3,MK3",ENSG00000114738,MK3,ENSG
ATP8A2,"ATPIB,ML-1",ENSG00000132932,ML-1,ENSG
IL17F,"IL-17F,ML-1,ML1",ENSG00000112116,ML-1,ENSG
MYLK3,"CAMLCK,MLCK",ENSG00000140795,MLCK,ENSG
MYLK,"KRP,MLCK,MLCK1,MLCK108,MLCK210,MYLK-L,MYLK1,SMMLCK,TELOKIN",ENSG00000065534,MLCK,ENSG
KMT2D,"ALR,CAGL114,MLL2,MLL4,TNRC21",ENSG00000167548,MLL2,ENSG
KMT2B,"CXXC10,HRX2,KIAA0304,MLL1B,MLL2,MLL4,TRX2,WBP7",ENSG00000272333,MLL2,ENSG
KMT2B,"CXXC10,HRX2,KIAA0304,MLL1B,MLL2,MLL4,TRX2,WBP7",ENSG00000272333,MLL4,ENSG
KMT2D,"ALR,CAGL114,MLL2,MLL4,TNRC21",ENSG00000167548,MLL4,ENSG
MARCKSL1,"F52,MACMARCKS,MLP,MLP1",ENSG00000175130,MLP,ENSG
CSRP3,"CLP,CMD1M,MLP",ENSG00000129170,MLP,ENSG
MUC2,"MLP,MUC-2",ENSG00000278466,MLP,ENSG
ABCC6,"ARA,EST349056,MLP1,MRP6,PXE,URG7",ENSG00000275331,MLP1,ENSG
MARCKSL1,"F52,MACMARCKS,MLP,MLP1",ENSG00000175130,MLP1,ENSG
CA9,"CAIX,MN",ENSG00000107159,MN,ENSG
GYPA,"CD235A,GPA,MN,MNS,PAS-2",ENSG00000170180,MN,ENSG
RC3H2,"FLJ20301,FLJ20713,MNAB,RNF164",ENSG00000056586,MNAB,ENSG
OR1K1,"HG99,MNAB",ENSG00000165204,MNAB,ENSG
GYPE,"GPE,MNS",ENSG00000197465,MNS,ENSG
GYPB,"CD235B,GPB,MNS,PAS-3,SS",ENSG00000250361,MNS,ENSG
GYPA,"CD235A,GPA,MN,MNS,PAS-2",ENSG00000170180,MNS,ENSG
OPN4,"MELANOPSIN,MOP",ENSG00000122375,MOP,ENSG
OPRM1,"MOP,MOR1",ENSG00000112038,MOP,ENSG
SBNO1,"FLJ10701,FLJ10833,MOP3,SNO",ENSG00000139697,MOP3,ENSG
BMAL1,"ARNTL,ARNTL1,BHLHE5,JAP3,MOP3,PASD3",ENSG00000133794,MOP3,ENSG
CD200,"MOX1,MOX2,MRC,OX-2",ENSG00000091972,MOX1,ENSG
NOX1,"GP91-2,MOX1,NOH-1,NOH-1L,NOH1",ENSG00000007952,MOX1,ENSG
MEOX1,MOX1,ENSG00000005102,MOX1,ENSG
MEOX2,"GAX,MOX2",ENSG00000106511,MOX2,ENSG
CD200,"MOX1,MOX2,MRC,OX-2",ENSG00000091972,MOX2,ENSG
PITRM1,"HMP1,KIAA1104,MP1,PREP",ENSG00000107959,MP1,ENSG
LAMTOR3,"MAP2K1IP1,MAPBP,MAPKSP1,MP1,RAGULATOR3",ENSG00000109270,MP1,ENSG
MTUS1,"ATBP,ATIP1,ATIP3,DKFZP586D1519,FLJ14295,ICIS,KIAA1288,MP44,MTSG1",ENSG00000129422,MP44,ENSG
NUP35,MP44,ENSG00000163002,MP44,ENSG
MPHOSPH6,MPP6,ENSG00000135698,MPP6,ENSG
PALS2,"MPP6,P55T,VAM-1",ENSG00000105926,MPP6,ENSG
RPS27,"ES27,MPS-1,MPS1,S27",ENSG00000177954,MPS1,ENSG
TTK,"CT96,MPH1,MPS1,MPS1L1",ENSG00000112742,MPS1,ENSG
IDUA,"MPS1,MPSI",ENSG00000127415,MPS1,ENSG
MYL12A,"MLCB,MRCL3,MRLC3,MYL2B",ENSG00000101608,MRCL3,ENSG
CLEC18C,"MGC34761,MRCL3,MGC34761,MRCL3,MGC34761,MRCL3",ENSG00000157335,MRCL3,ENSG
MEIS2,"HST18361,MRG1",ENSG00000134138,MRG1,ENSG
CITED2,MRG1,ENSG00000164442,MRG1,ENSG
MORF4L1P1,"MORF4LP1,MRG1",ENSG00000218283,MRG1,ENSG
MEIS3P1,"MEIS3,MEIS4,MRG2",ENSG00000179277,MRG2,ENSG
MEIS3,"DKFZP547H236,MRG2",ENSG00000105419,MRG2,ENSG
MAP3K20,"MLK7,MLTK,MLTKALPHA,MLTKBETA,MRK,ZAK",ENSG00000091436,MRK,ENSG
CILK1,"ICK,KIAA0936,LCK2,MGC46090,MRK",ENSG00000112144,MRK,ENSG
MYL12B,MRLC2,ENSG00000118680,MRLC2,ENSG
MYL11,"HUMMLC2B,MRLC2,MYLPF",ENSG00000180209,MRLC2,ENSG
WLS,"C1ORF139,EVI,FLJ23091,GPR177,MIG-14,MRP",ENSG00000116729,MRP,ENSG
ABCC1,"GS-X,MRP,MRP1",ENSG00000278183,MRP,ENSG
MRPL15,"HSPC145,L15MT,MRP-L15,MRP-L7,RPML7,UL15M",ENSG00000137547,MRP-L15,ENSG
MRPL19,"BL19M,KIAA0104,MRP-L15,RLX1,RPML15",ENSG00000115364,MRP-L15,ENSG
MRPL14,"MRP-L32,RPML32,UL14M",ENSG00000180992,MRP-L32,ENSG
