,collision,gene_symbol,ENSG_ID,source,gene_symbol_count
2719,PMS2L2,"['PMS2P2', ' PMS2P6']","nan, nan",NCBI,2
3324,TAK1,"['MAP3K7', ' NR2C2']","ENSG00000135341, ENSG00000177463",NCBI,2
2616,PCN3,"['KCNA3', ' CYP3A5']","ENSG00000177272, ENSG00000106258",NCBI,2
3307,SYN,"['SYNM', ' FYN']","ENSG00000182253, ENSG00000010810",NCBI,2
3325,TAKR,"['AKR1E2', ' AKR1C6P']","ENSG00000165568, nan",NCBI,2
3321,TAFII105,"['PAPPA-AS1', ' TAF4B']","ENSG00000256040, ENSG00000141384",NCBI,2
3326,TAL,"['TALDO1', ' LRSAM1']","ENSG00000177156, ENSG00000148356",NCBI,2
3306,SYM1,"['MPV17', ' NOG']","ENSG00000115204, ENSG00000183691",NCBI,2
2718,PMS2L11,"['PMS2P11', ' DTX2P1-UPK3BP1-PMS2P11']","nan, ENSG00000265479",NCBI,2
2442,P0,"['RPLP0', ' MPZ']","ENSG00000089157, ENSG00000158887",NCBI,2
3327,TAL-H,"['TALDO1', ' TALDO1P1']","ENSG00000177156, nan",NCBI,2
3328,TAMO,"['SPATA2', ' SPATA2L']","ENSG00000158480, ENSG00000158792",NCBI,2
2733,POP1,"['PYDC1', ' BVES']","ENSG00000169900, ENSG00000112276",NCBI,2
3305,SXI1,"['XIST', ' XIC']","ENSG00000229807, nan",NCBI,2
3304,SWS1,"['EFHD2', ' ZSWIM7']","ENSG00000142634, ENSG00000214941",NCBI,2
2721,PN,"['POSTN', ' USB1']","ENSG00000133110, ENSG00000103005",NCBI,2
3320,TAF2C2,"['PAPPA-AS1', ' TAF4B']","ENSG00000256040, ENSG00000141384",NCBI,2
2717,PMR1,"['PXDNL', ' ATP2C1']","ENSG00000147485, ENSG00000017260",NCBI,2
3310,SYT14L,"['SYT16', ' SYT14P1']","ENSG00000139973, nan",NCBI,2
3312,T2,"['SLC25A5', ' ACAT1']","ENSG00000005022, ENSG00000075239",NCBI,2
3313,T2D,"['NEUROD1', ' HNF1B']","ENSG00000162992, ENSG00000275410",NCBI,2
3314,T2R56,"['TAS2R20', ' TAS2R60']","ENSG00000255837, ENSG00000185899",NCBI,2
2726,PNR,"['TAAR5', ' NR2E3']","ENSG00000135569, ENSG00000278570",NCBI,2
2727,PNUTL3,"['SEPTIN2', ' SEPTIN1']","ENSG00000168385, ENSG00000180096",NCBI,2
3315,T6,"['CD1A', ' PRSS3P2']","ENSG00000158477, nan",NCBI,2
2441,P-PST,"['SULT1A1', ' SULT1A2']","ENSG00000196502, ENSG00000197165",NCBI,2
2728,POB1,"['REPS2', ' TRIM37']","ENSG00000169891, ENSG00000108395",NCBI,2
3316,T6BP,"['TIFA', ' TAX1BP1']","ENSG00000145365, ENSG00000106052",NCBI,2
3317,T9,"['TFRC', ' PRSS3']","ENSG00000072274, ENSG00000010438",NCBI,2
2722,PN-I,"['NT5C3A', ' NT5C']","ENSG00000122643, ENSG00000125458",NCBI,2
2439,OTX3,"['DMBX1', ' CRX']","ENSG00000197587, ENSG00000105392",NCBI,2
3309,SYT,"['SYT1', ' SS18']","ENSG00000067715, ENSG00000141380",NCBI,2
2725,PNK,"['PNKP', ' PDXK']","ENSG00000039650, ENSG00000160209",NCBI,2
2729,POD1,"['CORO7', ' TCF21']","ENSG00000262246, ENSG00000118526",NCBI,2
3318,TAF,"['TAF8', ' IGFBP7']","ENSG00000137413, ENSG00000163453",NCBI,2
3319,TAF2A,"['TAF1', ' TAF10']","ENSG00000147133, ENSG00000166337",NCBI,2
2724,PN1,"['SCN9A', ' SERPINE2']","ENSG00000169432, ENSG00000135919",NCBI,2
2723,PN-II,"['NT5C', ' APP']","ENSG00000125458, ENSG00000142192",NCBI,2
2438,OTSC12,"['SMARCA4', ' KIF3B']","ENSG00000127616, ENSG00000101350",NCBI,2
2615,PCN,"['PCNT', ' PLEC']","ENSG00000160299, ENSG00000178209",NCBI,2
2614,PCL1,"['PHF1', ' PCYOX1']","ENSG00000112511, ENSG00000116005",NCBI,2
3292,STRAP,"['TTC5', ' SRFBP1']","ENSG00000136319, ENSG00000151304",NCBI,2
3346,TC,"['TCN2', ' CD55']","ENSG00000185339, ENSG00000196352",NCBI,2
3295,STX,"['MIDN', ' ST8SIA2']","ENSG00000167470, ENSG00000140557",NCBI,2
2613,PCL,"['PKD2L1', ' FLT4']","ENSG00000107593, ENSG00000037280",NCBI,2
2710,PLGP1,"['PLGLB2', ' PLGLB1']","ENSG00000125551, ENSG00000183281",NCBI,2
3293,STSL,"['ABCG8', ' ABCG5']","ENSG00000143921, ENSG00000138075",NCBI,2
2440,OX2R,"['HCRTR2', ' CD200R1']","ENSG00000137252, ENSG00000163606",NCBI,2
2434,OST,"['DDOST', ' MCF2L']","ENSG00000244038, ENSG00000126217",NCBI,2
2709,PLGLA1,"['PLGLB2', ' PLGLA']","ENSG00000125551, ENSG00000291125",NCBI,2
3343,TBC1D3L,"['TBC1D3', ' TBC1D3B']","ENSG00000274611, ENSG00000274808",NCBI,2
3344,TBL1,"['TBL1X', ' TBL1Y']","ENSG00000101849, ENSG00000092377",NCBI,2
2445,P10,"['EXOSC3', ' S100A10']","ENSG00000107371, ENSG00000197747",NCBI,2
2738,POST,"['SLC35G1', ' DESI1']","ENSG00000176273, ENSG00000100418",NCBI,2
3347,TC-1,"['TCIM', ' TCN1']","ENSG00000176907, ENSG00000134827",NCBI,2
2612,PCH3,"['CLAM', ' PCLO']","nan, ENSG00000186472",NCBI,2
2433,OSR1,"['OXSR1', ' OSER1']","ENSG00000172939, ENSG00000132823",NCBI,2
2432,OSF2,"['POSTN', ' RUNX2']","ENSG00000133110, ENSG00000124813",NCBI,2
2611,PCGF4,"['COMMD3-BMI1', ' BMI1']","ENSG00000269897, ENSG00000168283",NCBI,2
3349,TC2,"['TCN2', ' PPBP']","ENSG00000185339, ENSG00000163736",NCBI,2
3350,TC4,"['RAN', ' RANP1']","ENSG00000132341, nan",NCBI,2
3351,TCBA1,"['UBL7', ' NKAIN2']","ENSG00000138629, ENSG00000188580",NCBI,2
3352,TCEB1L,"['SKP1P1', ' SKP1']","nan, ENSG00000113558",NCBI,2
2711,PLGP2,"['PLGLA', ' PLGLB2']","ENSG00000291125, ENSG00000125551",NCBI,2
2712,PLIP,"['KAT5', ' PTPMT1']","ENSG00000172977, ENSG00000110536",NCBI,2
3329,TAN1,"['NOTCH1', ' THUMPD1']","ENSG00000148400, ENSG00000066654",NCBI,2
3297,SUP,"['SNAP25', ' HERPUD1']","ENSG00000132639, ENSG00000051108",NCBI,2
2443,P02,"['TPT1', ' H3P1']","ENSG00000133112, ENSG00000230228",NCBI,2
3301,SWD2,"['WDR82P1', ' WDR82']","nan, ENSG00000164091",NCBI,2
3330,TANGO,"['MIA3', ' ARNT']","ENSG00000154305, ENSG00000143437",NCBI,2
3300,SWAP,"['SFSWAP', ' ITSN2']","ENSG00000061936, ENSG00000198399",NCBI,2
3299,SUT2,"['ZC3H14', ' SLC26A7']","ENSG00000100722, ENSG00000147606",NCBI,2
3331,TAO1,"['TAOK2', ' TAOK1']","ENSG00000149930, ENSG00000160551",NCBI,2
3298,SUR2,"['ABCC9', ' MED23']","ENSG00000069431, ENSG00000112282",NCBI,2
2736,PORC,"['HMBS', ' PORCN']","ENSG00000256269, ENSG00000102312",NCBI,2
3333,TAR-5,"['TAAR5', ' TAAR8']","ENSG00000135569, ENSG00000146385",NCBI,2
2737,PORMIN,"['NPM3', ' TMEM123']","ENSG00000107833, ENSG00000152558",NCBI,2
3296,STY,"['ST6GALNAC3', ' CLK1']","ENSG00000184005, ENSG00000013441",NCBI,2
3334,TARG1,"['NDRG1', ' OARD1']","ENSG00000104419, ENSG00000124596",NCBI,2
3335,TASP,"['LANCL2', ' HTRA3']","ENSG00000132434, ENSG00000170801",NCBI,2
3336,TAT1,"['SLC26A8', ' SLC16A10']","ENSG00000112053, ENSG00000112394",NCBI,2
3337,TAX1BP2,"['VAC14', ' CROCC']","ENSG00000103043, ENSG00000058453",NCBI,2
3338,TAZ,"['TAFAZZIN', ' WWTR1']","ENSG00000102125, ENSG00000018408",NCBI,2
2716,PMI1,"['PMM2', ' MPI']","ENSG00000140650, ENSG00000178802",NCBI,2
2714,PM5,"['NOMO1', ' NOMO2']","ENSG00000103512, ENSG00000185164",NCBI,2
2435,OSX,"['MID1', ' SP7']","ENSG00000101871, ENSG00000170374",NCBI,2
3341,TBC1D3C,"['TBC1D3G', ' TBC1D3']","ENSG00000260287, ENSG00000274611",NCBI,2
2898,RBMY2,"['RBMY2DP', ' RBMY2CP']","nan, nan",NCBI,2
2688,PIT-1,"['POU1F1', ' SLC20A1']","ENSG00000064835, ENSG00000144136",NCBI,2
3380,TCRAV25S1,"['TRAV35', ' TRAV25']","ENSG00000211814, ENSG00000211806",NCBI,2
3512,TRIF,"['TRIM69', ' TICAM1']","ENSG00000185880, ENSG00000127666",NCBI,2
3499,TRAP-1,"['TRAP1', ' TGFBRAP1']","ENSG00000126602, ENSG00000135966",NCBI,2
3500,TRAP1,"['HSP90B2P', ' TGFBRAP1']","ENSG00000259706, ENSG00000135966",NCBI,2
3501,TRAP2,"['PSMD2', ' HSP90B3P']","ENSG00000175166, ENSG00000203914",NCBI,2
2653,PGII,"['DCN', ' PGC']","ENSG00000011465, ENSG00000096088",NCBI,2
3503,TRB,"['TRBV20OR9-2', ' THRB']","ENSG00000205274, ENSG00000151090",NCBI,2
3504,TRB1,"['TAS2R14', ' TRIB1']","ENSG00000212127, ENSG00000173334",NCBI,2
2651,PGG/HS,"['PTGS1', ' PTGS2']","ENSG00000095303, ENSG00000073756",NCBI,2
3505,TRB2,"['TAS2R10', ' TRIB2']","ENSG00000121318, ENSG00000071575",NCBI,2
3506,TRB3,"['TRIB3', ' TAS2R13']","ENSG00000101255, ENSG00000212128",NCBI,2
2650,PGDS,"['PTGDS', ' HPGDS']","ENSG00000107317, ENSG00000163106",NCBI,2
3508,TRE,"['TREH', ' TRE-TTC3-1']","ENSG00000118094, nan",NCBI,2
3510,TRF2,"['TERF2', ' TBPL1']","ENSG00000132604, ENSG00000028839",NCBI,2
3511,TRFP,"['USP47', ' MED20']","ENSG00000170242, ENSG00000124641",NCBI,2
2649,PGDH,"['HPGD', ' PHGDH']","ENSG00000164120, ENSG00000092621",NCBI,2
3495,TRAD,"['KALRN', ' RAD51D']","ENSG00000160145, ENSG00000185379",NCBI,2
3513,TRIM49D2P,"['TRIM49D1', ' TRIM49D2']","ENSG00000223417, ENSG00000233802",NCBI,2
2403,OR19-12,"['OR7A3P', ' OR7E25P']","nan, ENSG00000187847",NCBI,2
3514,TRIM49L2,"['TRIM49', ' TRIM49C']","ENSG00000168930, ENSG00000204449",NCBI,2
2648,PGD2,"['PTGDS', ' HPGDS']","ENSG00000107317, ENSG00000163106",NCBI,2
3515,TRIM80P,"['TRIM53AP', ' TRIM53BP']","ENSG00000225581, nan",NCBI,2
3517,TRIP1,"['PSMC5', ' EIF3I']","ENSG00000087191, ENSG00000084623",NCBI,2
3518,TRK,"['TPM3', ' NTRK1']","ENSG00000143549, ENSG00000198400",NCBI,2
3519,TRK1,"['TRK-TTT3-5', ' NTRK1']","nan, ENSG00000198400",NCBI,2
2402,OR17-30,"['OR1D5', ' OR1D4']","ENSG00000262628, ENSG00000255095",NCBI,2
2647,PGAM-B,"['PGAM4', ' PGAM1']","ENSG00000226784, ENSG00000171314",NCBI,2
2646,PFM1,"['PRDM4', ' MSX2']","ENSG00000110851, ENSG00000120149",NCBI,2
3522,TRN1,"['TRN-GTT2-7', ' TRN-GTT2-1']","nan, nan",NCBI,2
2645,PFIC4,"['TJP2', ' HSD3B7']","ENSG00000119139, ENSG00000099377",NCBI,2
2405,OR19-4,"['OR7D2', ' OR2Z1']","ENSG00000188000, ENSG00000181733",NCBI,2
2655,PGR2,"['PTGR2', ' GPR142']","ENSG00000140043, ENSG00000257008",NCBI,2
2619,PCT,"['UROD', ' CALCA']","ENSG00000126088, ENSG00000110680",NCBI,2
3481,TP55,"['SERPINB7', ' CD27']","ENSG00000166396, ENSG00000139193",NCBI,2
2668,PHS,"['GLI3', ' PCBD1']","ENSG00000106571, ENSG00000166228",NCBI,2
3470,TOP,"['LINC00273', ' THOP1']","ENSG00000256642, ENSG00000172009",NCBI,2
2667,PHR1,"['MYCBP2', ' PLEKHB1']","ENSG00000005810, ENSG00000021300",NCBI,2
2412,OR4F18,"['OR4F4', ' OR4F17']","ENSG00000177693, ENSG00000176695",NCBI,2
3472,TP1,"['TEP1', ' TNP1']","ENSG00000129566, ENSG00000118245",NCBI,2
3473,TP2,"['TNP2', ' TERT']","ENSG00000178279, ENSG00000164362",NCBI,2
2665,PHLP3,"['TXNDC9', ' PDCL3']","ENSG00000115514, ENSG00000115539",NCBI,2
2411,OR25,"['OR3A5P', ' OR3A4P']","ENSG00000285760, ENSG00000290820",NCBI,2
3475,TP53TG3A,"['TP53TG3', ' LOC102723713']","ENSG00000183632, nan",NCBI,2
2664,PHLP,"['PDC', ' PDCL']","ENSG00000116703, ENSG00000136940",NCBI,2
2410,OR21-1,"['OR7E23P', ' OR4K11P']","ENSG00000228433, ENSG00000179381",NCBI,2
2409,OR19-8,"['OR7E24', ' OR7G1']","ENSG00000237521, ENSG00000161807",NCBI,2
2408,OR19-7,"['OR7E19P', ' OR7D4']","ENSG00000225980, ENSG00000174667",NCBI,2
3482,TPC,"['SLC25A19', ' CCDC6']","ENSG00000125454, ENSG00000108091",NCBI,2
3493,TRAC-1,"['NCOR2', ' RNF125']","ENSG00000196498, ENSG00000101695",NCBI,2
2662,PHHI,"['ABCC8', ' KCNJ11']","ENSG00000006071, ENSG00000187486",NCBI,2
3483,TPS2,"['TPSB2', ' TPSAB1']","ENSG00000197253, ENSG00000172236",NCBI,2
2661,PHERS,"['FARS2', ' FARSB']","ENSG00000145982, ENSG00000116120",NCBI,2
2660,PHD1,"['EGLN2', ' RAB4B-EGLN2']","ENSG00000269858, nan",NCBI,2
2407,OR19-6,"['OR1M1', ' OR7G2']","ENSG00000170929, ENSG00000170923",NCBI,2
2659,PH2A/F,"['H2AC11', ' H2AC5P']","ENSG00000196787, nan",NCBI,2
3485,TPTPS,"['SHH', ' LMBR1']","ENSG00000164690, ENSG00000105983",NCBI,2
3486,TPX1,"['PRDX2', ' CRISP2']","ENSG00000167815, ENSG00000124490",NCBI,2
3488,TR-1,"['MSANTD3-TMEFF1', ' TMEFF1']","nan, ENSG00000241697",NCBI,2
2658,PH2,"['GRHPR', ' PHC2']","ENSG00000137106, ENSG00000134686",NCBI,2
2657,PH,"['PAH', ' PPY']","ENSG00000171759, ENSG00000108849",NCBI,2
2406,OR19-5,"['OR7C1', ' OR1M1']","ENSG00000127530, ENSG00000170929",NCBI,2
2656,PGS2,"['TPGS2', ' DCN']","ENSG00000134779, ENSG00000011465",NCBI,2
2644,PFHB1B,"['HBN1', ' TRPM4']","nan, ENSG00000130529",NCBI,2
3523,TRN2,"['TNPO2', ' TRN-GTT4-1']","ENSG00000105576, nan",NCBI,2
2401,OR17-25,"['OR3A5P', ' OR3A4P']","ENSG00000285760, ENSG00000290820",NCBI,2
2387,OPT,"['OPTC', ' SUCO']","ENSG00000188770, ENSG00000094975",NCBI,2
3540,TRY3,"['PRSS3P3', ' PRSS3']","ENSG00000293406, ENSG00000010438",NCBI,2
3541,TRY4,"['PRSS1', ' PRSS3']","ENSG00000204983, ENSG00000010438",NCBI,2
3542,TRYP2,"['GZMK', ' PRSS2']","ENSG00000113088, ENSG00000275896",NCBI,2
2390,OR11-104,"['OR5G1P', ' OR4X1']","ENSG00000181296, ENSG00000176567",NCBI,2
3544,TSARG1,"['SPATA3', ' RNU1-93P']","ENSG00000173699, ENSG00000201574",NCBI,2
3545,TSBP,"['TSBP1', ' CTR9']","ENSG00000204296, ENSG00000198730",NCBI,2
2389,OR11-1,"['OR7E10P', ' OR7E126P']","ENSG00000254724, nan",NCBI,2
2636,PEO,"['POLG', ' TWNK']","ENSG00000140521, ENSG00000107815",NCBI,2
3547,TSG,"['TWSG1', ' RASEF']","ENSG00000128791, ENSG00000165105",NCBI,2
3548,TSH1,"['TSHZ1', ' THNSL1']","ENSG00000179981, ENSG00000185875",NCBI,2
2388,OR1-25,"['OR10J3', ' OR2T1']","nan, ENSG00000175143",NCBI,2
3549,TSH2,"['TSHZ2', ' THNSL2']","ENSG00000182463, ENSG00000144115",NCBI,2
3550,TSK4,"['SH3PXD2B', ' TSSK4']","ENSG00000174705, ENSG00000139908",NCBI,2
2634,PEHO,"['ZNHIT3', ' CCDC88A']","ENSG00000273611, ENSG00000115355",NCBI,2
3524,TRNAG34P,"['LOC100189498', ' TRG-CCC6-1']","nan, nan",NCBI,2
3553,TSPY1,"['TSPY3', ' TSPY10']","ENSG00000228927, ENSG00000236424",NCBI,2
3554,TSPY10,"['TSPY4', ' TSPY3']","ENSG00000233803, ENSG00000228927",NCBI,2
3555,TSSK1,"['TSSK1A', ' TSSK1B']","nan, ENSG00000212122",NCBI,2
2386,OPG,"['BTF3P11', ' TNFRSF11B']","nan, ENSG00000164761",NCBI,2
3556,TTC30B,"['IFT70A', ' IFT70B']","ENSG00000197557, ENSG00000196659",NCBI,2
3557,TTD,"['ERCC2', ' GTF2H5']","ENSG00000104884, ENSG00000272047",NCBI,2
2632,PE-1,"['ETV3', ' CELA2A']","ENSG00000117036, ENSG00000142615",NCBI,2
3558,TTF-1,"['NKX2-1', ' TTF1']","ENSG00000136352, ENSG00000125482",NCBI,2
3559,TTG1,"['LMO1', ' ODR4']","ENSG00000166407, ENSG00000157181",NCBI,2
2385,OP2,"['BMP8A', ' BMP8B']","ENSG00000183682, ENSG00000116985",NCBI,2
3560,TTMA,"['TMEM200C', ' TMEM200A']","ENSG00000206432, ENSG00000164484",NCBI,2
3561,TTP,"['ZFP36', ' SH3BP4']","ENSG00000128016, ENSG00000130147",NCBI,2
2630,PDZK5C,"['FRMPD2B', ' FRMPD2']","ENSG00000293529, ENSG00000170324",NCBI,2
3539,TRY1,"['PRSS58', ' PRSS1']","ENSG00000258223, ENSG00000204983",NCBI,2
2638,PEPP-2,"['RHOXF2', ' PLEKHA5']","ENSG00000131721, ENSG00000052126",NCBI,2
2391,OR11-11A,"['OR7E8P', ' OR7E4P']","ENSG00000177400, ENSG00000255261",NCBI,2
3538,TRX2,"['TXN2', ' KMT2B']","ENSG00000100348, ENSG00000272333",NCBI,2
3525,TRNAL48,"['TRK-CTT7-1', ' LOC101056699']","nan, nan",NCBI,2
2400,OR17-24,"['OR4D2', ' OR3A4P']","ENSG00000255713, ENSG00000290820",NCBI,2
3526,TRNAMI2,"['TRX-CAT1-2', ' TRX-CAT2-1']","nan, nan",NCBI,2
2643,PFHB1,"['SCN5A', ' HBN1']","ENSG00000183873, nan",NCBI,2
2626,PDIR,"['PDIA2', ' PDIA5']","ENSG00000185615, ENSG00000065485",NCBI,2
2642,PFD,"['CFD', ' CFP']","ENSG00000197766, ENSG00000126759",NCBI,2
2399,OR17-23,"['OR1D3P', ' OR4D1']","nan, ENSG00000141194",NCBI,2
3528,TRNAN5,"['TRN-GTT2-1', ' TRN-GTT7-1']","nan, nan",NCBI,2
2627,PDS,"['PTGDS', ' SLC26A4']","ENSG00000107317, ENSG00000091137",NCBI,2
3529,TRNAQ49P,"['LOC101056699', ' TRK-CTT7-1']","nan, nan",NCBI,2
3530,TRNAV22,"['TRV-CAC1-7', ' TRV-CAC5-1']","nan, nan",NCBI,2
2641,PERRS,"['RGS9BP', ' RGS9']","ENSG00000186326, ENSG00000108370",NCBI,2
2628,PDZD5C,"['FRMPD2', ' FRMPD2B']","ENSG00000170324, ENSG00000293529",NCBI,2
2398,OR17-2,"['OR1E1', ' OR1D5']","ENSG00000180016, ENSG00000262628",NCBI,2
2397,OR17-16,"['OR3A4P', ' OR3A3']","ENSG00000290820, ENSG00000159961",NCBI,2
3533,TRP2,"['RANBP2', ' TRP-AGG2-6']","ENSG00000153201, nan",NCBI,2
2396,OR11-55,"['OR6A2', ' OR52E4']","ENSG00000184933, ENSG00000180974",NCBI,2
2395,OR11-3,"['OR52B4', ' OR7E12P']","ENSG00000221996, ENSG00000189398",NCBI,2
2394,OR11-22,"['OR1D3P', ' OR52R1']","nan, ENSG00000279270",NCBI,2
2393,OR11-13,"['OR1D3P', ' OR52I1']","nan, ENSG00000232268",NCBI,2
2640,PEPP2,"['RHOXF2', ' PLEKHA5']","ENSG00000131721, ENSG00000052126",NCBI,2
2392,OR11-12,"['OR7E5P', ' OR52I2']","nan, ENSG00000226288",NCBI,2
3534,TRP3,"['TRPC3', ' TRP-TGG3-1']","ENSG00000138741, nan",NCBI,2
3535,TRS4,"['TRS-AGA3-1', ' IQUB']","nan, ENSG00000164675",NCBI,2
2639,PEPP1,"['RHOXF1', ' PLEKHA4']","ENSG00000101883, ENSG00000105559",NCBI,2
3536,TRX,"['TXN', ' VAC14']","ENSG00000136810, ENSG00000103043",NCBI,2
3537,TRX1,"['KMT2A', ' TXN']","ENSG00000118058, ENSG00000136810",NCBI,2
3469,TOF,"['GATA4', ' FEZF2']","ENSG00000136574, ENSG00000153266",NCBI,2
2624,PDF,"['PFDN1', ' GDF15']","ENSG00000113068, ENSG00000130513",NCBI,2
3468,TOB55,"['BTG3', ' SAMM50']","ENSG00000154640, ENSG00000100347",NCBI,2
3411,TDE2,"['SERINC1', ' SERINC2']","ENSG00000111897, ENSG00000168528",NCBI,2
2693,PK1,"['PROK1', ' PKLR']","ENSG00000143125, ENSG00000143627",NCBI,2
3401,TCRBV21S1,"['TRBV21-1', ' TRBV11-1']","ENSG00000251578, ENSG00000211720",NCBI,2
2692,PK,"['MAP3K20', ' A4GALT']","ENSG00000091436, ENSG00000128274",NCBI,2
3402,TCRBV25S1,"['TRBV25-1', ' TRBV16']","ENSG00000282499, ENSG00000275243",NCBI,2
3403,TCRBV2S1,"['TRBV2', ' TRBV20-1']","ENSG00000226660, ENSG00000211747",NCBI,2
2691,PIX1,"['POC1B', ' UBE3A']","ENSG00000139323, ENSG00000114062",NCBI,2
3404,TCRBV3S1,"['TRBV3-1', ' TRBV28']","ENSG00000237702, ENSG00000211753",NCBI,2
2690,PIUS,"['IP6K2', ' IP6K1']","ENSG00000068745, ENSG00000176095",NCBI,2
3406,TCRG,"['TRG', ' TRGC1']","nan, ENSG00000211689",NCBI,2
3407,TCRGV5P,"['TRGV5P', ' TRGV6']","ENSG00000228668, nan",NCBI,2
3408,TCS1,"['TERT', ' TCOF1']","ENSG00000164362, ENSG00000070814",NCBI,2
3409,TCS3,"['POLR1C', ' OSGEP']","ENSG00000171453, ENSG00000092094",NCBI,2
3410,TCTEX4,"['DYNLT2', ' POLR1HASP']","ENSG00000184786, ENSG00000293508",NCBI,2
3412,TDGF2,"['CRIPTOP2', ' CRIPTO3']","nan, ENSG00000225366",NCBI,2
3422,TER,"['TERC', ' TECR']","ENSG00000277925, ENSG00000099797",NCBI,2
3413,TDO,"['TDO2', ' DLX3']","ENSG00000151790, ENSG00000064195",NCBI,2
3414,TDPX2,"['PRDX1', ' PRDX1P1']","ENSG00000117450, nan",NCBI,2
2689,PIT1,"['SLC20A1', ' POU1F1']","ENSG00000144136, ENSG00000064835",NCBI,2
3415,TE2,"['NAA10', ' OLAH']","ENSG00000102030, ENSG00000152463",NCBI,2
3416,TEB1,"['SOHLH2', ' CCDC169-SOHLH2']","ENSG00000120669, ENSG00000250709",NCBI,2
3278,STAG3L3,"['STAG3L1', ' STAG3L2']","ENSG00000290951, nan",NCBI,2
3417,TEBP,"['NKX2-1', ' PTGES3']","ENSG00000136352, ENSG00000110958",NCBI,2
3418,TEF3,"['TEAD4', ' TRIM37']","ENSG00000197905, ENSG00000108395",NCBI,2
3419,TEL2,"['ETV7', ' TELO2']","ENSG00000010030, ENSG00000100726",NCBI,2
2687,PIRB,"['LILRB3', ' LILRB1']","ENSG00000204577, ENSG00000104972",NCBI,2
2686,PIR-B,"['LILRB1', ' LILRB3']","ENSG00000104972, ENSG00000204577",NCBI,2
3421,TEN1,"['TEN1-CDK3', ' TENM1']","ENSG00000261408, ENSG00000009694",NCBI,2
2685,PIP1,"['ACD', ' PAK1IP1']","ENSG00000102977, ENSG00000111845",NCBI,2
3400,TCRBV15S1,"['TRBV24-1', ' TRBV15']","ENSG00000211750, ENSG00000276819",NCBI,2
3399,TCRBV14S1,"['TRBV14', ' TRBV27']","ENSG00000275743, ENSG00000211752",NCBI,2
3398,TCRBV13S1,"['TRBV13', ' TRBV6-5']","ENSG00000276405, ENSG00000211721",NCBI,2
3397,TCRBV12S3,"['TRBV12-3', ' TRBV10-2']","ENSG00000274752, ENSG00000229769",NCBI,2
3381,TCRAV26S1,"['TRAV26-1', ' TRAV34']","ENSG00000211807, ENSG00000211813",NCBI,2
2701,PKR2,"['PROKR2', ' PRKAR2A']","ENSG00000101292, ENSG00000114302",NCBI,2
3382,TCRAV27S1,"['TRAV39', ' TRAV27']","ENSG00000211818, ENSG00000211809",NCBI,2
2700,PKR1,"['PRKAR1A', ' PROKR1']","ENSG00000108946, ENSG00000169618",NCBI,2
2699,PKL,"['GIT2', ' PKLR']","ENSG00000139436, ENSG00000143627",NCBI,2
3383,TCRAV28S1,"['TRAV36DV7', ' TRAV28']","ENSG00000211815, ENSG00000258835",NCBI,2
2429,ORP1,"['OSBPL1A', ' RP1']","ENSG00000141447, ENSG00000104237",NCBI,2
3384,TCRAV2S1,"['TRAV12-2', ' TRAV2']","ENSG00000211789, ENSG00000211776",NCBI,2
3385,TCRAV30S1,"['TRAV20', ' TRAV30']","ENSG00000211800, ENSG00000259092",NCBI,2
3386,TCRAV31S1,"['TRAV40', ' TRAV31']","ENSG00000211819, ENSG00000249048",NCBI,2
2698,PKK,"['KLKB1', ' RIPK4']","ENSG00000164344, ENSG00000183421",NCBI,2
3387,TCRAV32S1,"['TRAV25', ' TRAV32']","ENSG00000211806, ENSG00000258905",NCBI,2
2697,PKD4,"['PKD2', ' PKHD1']","ENSG00000118762, ENSG00000170927",NCBI,2
2428,ORM,"['ORM1', ' ATP5F1A']","ENSG00000229314, ENSG00000152234",NCBI,2
3388,TCRAV3S1,"['TRAV3', ' TRAV17']","ENSG00000211777, ENSG00000211797",NCBI,2
3389,TCRAV4S1,"['TRAV4', ' TRAV26-2']","ENSG00000211778, ENSG00000211812",NCBI,2
3390,TCRAV5S1,"['TRAV5', ' TRAV6']","ENSG00000211779, ENSG00000211780",NCBI,2
3391,TCRAV7S1,"['TRAV1-1', ' TRAV7']","ENSG00000255569, ENSG00000211781",NCBI,2
3392,TCRAV8S1,"['TRAV13-1', ' TRAV8-1']","ENSG00000211788, ENSG00000211782",NCBI,2
3393,TCRAV8S2,"['TRAV8-2', ' TRAV13-2']","ENSG00000211786, ENSG00000211791",NCBI,2
2696,PKD3,"['PRKD3', ' GANAB']","ENSG00000115825, ENSG00000089597",NCBI,2
3394,TCRAV9S1,"['TRAV9-1', ' TRAV16']","ENSG00000211783, ENSG00000211796",NCBI,2
2427,ORF26,"['SHISA8', ' WDR19']","ENSG00000234965, ENSG00000157796",NCBI,2
2695,PKB,"['AKT1', ' PTK2B']","ENSG00000142208, ENSG00000120899",NCBI,2
2694,PK3,"['PKM', ' PRICKLE3']","ENSG00000067225, ENSG00000012211",NCBI,2
3396,TCRBV12S2,"['TRBV12-2', ' TRBV10-1']","ENSG00000211739, ENSG00000211717",NCBI,2
2426,ORF1,"['NCKIPSD', ' AHI1']","ENSG00000213672, ENSG00000135541",NCBI,2
2684,PIMT,"['TGS1', ' PCMT1']","ENSG00000137574, ENSG00000120265",NCBI,2
2683,PIG9,"['MAD1L1', ' RFTN1']","ENSG00000002822, ENSG00000131378",NCBI,2
