,num_gene_records,percent_collision_symbol
0,2,4.3055939276730015
1,3,0.6456209739570459
2,4,0.21520699131901527
3,5,0.0857919762690669
4,6,0.04507714007357753
5,7,0.03053612714661703
6,8,0.013086911634264443
7,9,0.021811519390440737
8,10,0.0029082025853920984
9,11,0.004362303878088148
10,12,0.0029082025853920984
11,13,0.02035741809774469
12,14,0.0014541012926960492
13,37,0.0014541012926960492
