,NCBI_ID,gene_symbol,aliases,HGNC_ID,ENSG_ID,collision_symbol,source
11923,51763,INPP5K,MDCCAID|PPS|SKIP,33882,ENSG00000132376,PPS,NCBI
4362,5536,PPP5C,PP5|PPP5|PPT,9322,ENSG00000011485,PPT,NCBI
4364,5538,PPT1,CLN1|INCL|PPT,9325,ENSG00000131238,PPT,NCBI
36433,100532746,PPT2-EGFL8,PPT-2|PPT2,48343,ENSG00000258388,PPT-2,NCBI
7252,9374,PPT2,C6orf8|G14|PPT-2,9326,ENSG00000221988,PPT-2,NCBI
4366,5540,NPY4R,NPY4-R|PP1|PPYR1|Y4,9329,ENSG00000204174,PPYR1,NCBI
38865,100996758,NPY4R2,CH17-360D5.1|NPY4-R|NPY4R|PP1|PPYR1,52383,ENSG00000264717,PPYR1,NCBI
36580,100616103,ERVK-21,Endo-Rev2|PR|Protease|Proteinase|c12_A|envK1,39035,,PR,NCBI
46857,105376906,ERVK-19,HERV-K(C19)|P1.8|PR|Protease|Proteinase|envK3|polymerase,39026,,PR,NCBI
18270,140738,TMEM37,PR|PR1,18216,ENSG00000171227,PR,NCBI
36579,100616102,ERVK-9,PR|Protease|Proteinase|polymerase,39005,,PR,NCBI
4122,5241,PGR,NR3C3|PR,8910,ENSG00000082175,PR,NCBI
37345,100862684,ERVK-24,HERV-K101|PR|Protease|Proteinase|c22_A,39038,,PR,NCBI
25646,619465,ERVK-8,ERVK8|HERV-K115|PR|Protease|Proteinase|envK6,32302,,PR,NCBI
36578,100616101,ERVK-10,PR|Protease|Proteinase,39004,,PR,NCBI
37344,100862683,ERVK-25,PR|Protease|Proteinase|c11_A,39039,,PR,NCBI
37110,100775105,ERVK-18,HERV-K18|PR|Protease|Proteinase|c1_C|env,39025,,PR,NCBI
4497,5698,PSMB9,LMP2|PRAAS3|PRAAS6|PSMB6i|RING12|beta1i,9546,ENSG00000240065,PRAAS3,NCBI
4491,5692,PSMB4,HN3|HsN3|PRAAS3|PROS-26|PROS26,9541,ENSG00000159377,PRAAS3,NCBI
14184,64425,POLR1E,A49|PAF53|PRAF1|RPA49,17631,ENSG00000137054,PRAF1,NCBI
8270,10567,RABAC1,PRA1|PRAF1|YIP3,9794,ENSG00000105404,PRAF1,NCBI
11766,51478,HSD17B7,PRAP|SDR37C1,5215,ENSG00000132196,PRAP,NCBI
6938,8935,SKAP2,PRAP|RA70|SAPS|SCAP2|SKAP-HOM|SKAP55R,15687,ENSG00000005020,PRAP,NCBI
28191,729873,TBC1D3,PRC17|TBC1D3A|TBC1D3C|TBC1D3D|TBC1D3F|TBC1D3L,19031,ENSG00000274611,PRC17,NCBI
41955,102724862,TBC1D3I,PRC17|TBC1D3|TBC1D3A,32709,ENSG00000274933,PRC17,NCBI
24480,414059,TBC1D3B,PRC17|TBC1D3I|TBC1D3L,27011,ENSG00000274808,PRC17,NCBI
24481,414060,TBC1D3C,PRC17|TBC1D3|TBC1D3A|TBC1D3D,24889,ENSG00000278299,PRC17,NCBI
38989,101060389,TBC1D3D,PRC17|TBC1D3|TBC1D3A|TBC1D3H,28944,ENSG00000274419,PRC17,NCBI
41553,102723859,TBC1D3E,PRC17|TBC1D3|TBC1D3A|TBC1DE3,27071,ENSG00000278599,PRC17,NCBI
4376,5552,SRGN,PPG|PRG|PRG1,9361,ENSG00000122862,PRG,NCBI
4368,5544,PRB3,G1|PRG,9339,ENSG00000197870,PRG,NCBI
20816,284273,PTGR3,PRG-3|PTGR-3|ZADH2,28697,ENSG00000180011,PRG-3,NCBI
12360,54886,PLPPR1,LPPR1|PRG-3|PRG3,25993,ENSG00000148123,PRG-3,NCBI
4376,5552,SRGN,PPG|PRG|PRG1,9361,ENSG00000122862,PRG1,NCBI
6885,8870,IER3,DIF-2|DIF2|GLY96|IEX-1|IEX-1L|IEX1|PRG1,5392,ENSG00000137331,PRG1,NCBI
7688,9890,PLPPR4,LPPR4|LPR4|PHP1|PRG-1|PRG1,23496,ENSG00000117600,PRG1,NCBI
14963,79948,PLPPR3,LPPR3|LPR3|PRG-2|PRG2,23497,ENSG00000129951,PRG2,NCBI
6187,7837,PXDN,ASGD7|COPOA|D2S448|D2S448E|MG50|PRG2|PXN|VPO|hsPxd01,14966,ENSG00000130508,PRG2,NCBI
16173,84883,AIFM2,AMID|FSP1|PRG3,21411,ENSG00000042286,PRG3,NCBI
12360,54886,PLPPR1,LPPR1|PRG-3|PRG3,25993,ENSG00000148123,PRG3,NCBI
18720,149708,WFDC5,PRG5|WAP1|dJ211D12.5,20477,ENSG00000175121,PRG5,NCBI
19241,163404,PLPPR5,LPPR5|PAP2|PAP2D|PRG5,31703,ENSG00000117598,PRG5,NCBI
20978,285189,PLGLA,PLGLA1|PLGP2|PRGA,9074,ENSG00000291125,PRGA,NCBI
4213,5342,PLGLB2,PLGLA|PLGLA1|PLGP1|PLGP2|PRGA,9073,ENSG00000125551,PRGA,NCBI
11452,51052,PRLH,PRH|PRRP,17945,ENSG00000071677,PRH,NCBI
2511,3087,HHEX,HEX|HMPH|HOX11L-PEN|PRH|PRHX,4901,ENSG00000152804,PRH,NCBI
4205,5334,PLCL1,PLCE|PLCL|PLDL1|PPP1R127|PRIP,9063,ENSG00000115896,PRIP,NCBI
4439,5621,PRNP,ASCR|AltPrP|CD230|CJD|GSS|KURU|PRIP|PrP|PrP27-30|PrP33-35C|PrPc|p27-30,9449,ENSG00000171867,PRIP,NCBI
9093,23054,NCOA6,AIB3|ASC2|NRC|PRIP|RAP250|TRBP,15936,ENSG00000198646,PRIP,NCBI
15948,84432,PROK1,EGVEGF|PK1|PRK1,18454,ENSG00000143125,PRK1,NCBI
4404,5585,PKN1,DBK|PAK-1|PAK1|PKN|PKN-ALPHA|PRK1|PRKCL1,9405,ENSG00000123143,PRK1,NCBI
4394,5575,PRKAR1B,MASNS|PRKAR1,9390,ENSG00000188191,PRKAR1,NCBI
4392,5573,PRKAR1A,ACRDYS1|ADOHR|CAR|CNC|CNC1|PKR1|PPNAD1|PRKAR1|Prkar1alpha|TSE1,9388,ENSG00000108946,PRKAR1,NCBI
4395,5576,PRKAR2A,PKR2|PRKAR2,9391,ENSG00000114302,PRKAR2,NCBI
4396,5577,PRKAR2B,PRKAR2|RII-BETA,9392,ENSG00000005249,PRKAR2,NCBI
13870,58503,OPRPN,BPLP|PRL1|PROL1|opiorphin,17279,ENSG00000171199,PRL1,NCBI
4225,5356,PLRG1,Cwc1|PRL1|PRP46|PRPF46|TANGO4,9089,ENSG00000171566,PRL1,NCBI
6174,7803,PTP4A1,HH72|PRL-1|PRL1|PTP(CAAX1)|PTPCAAX1,9634,ENSG00000112245,PRL1,NCBI
8519,10879,SMR3B,P-B|PBII|PRL3|PROL3|SMR1B,17326,ENSG00000171201,PRL3,NCBI
8752,11156,PTP4A3,PRL-3|PRL-R|PRL3,9636,ENSG00000184489,PRL3,NCBI
8020,10269,ZMPSTE24,FACE-1|FACE1|HGPS|PRO1|RSDM1|STE24|Ste24p,12877,ENSG00000084073,PRO1,NCBI
3223,4000,LMNA,CDCD1|CDDC|CMD1A|CMT2B1|EMD2|FPL|FPLD|FPLD2|HGPS|IDC|LDP1|LFP|LGMD1B|LMN1|LMNC|LMNL1|MADA|PRO1,6636,ENSG00000160789,PRO1,NCBI
8547,10911,UTS2,PRO1068|U-II|UCN2|UII,12636,ENSG00000049247,PRO1068,NCBI
12090,54407,SLC38A2,ATA2|PRO1068|SAT2|SNAT2,13448,ENSG00000134294,PRO1068,NCBI
16013,84569,LYZL1,KAAG648|LYC2|LYZD1|PRO1278|bA534G20.1,30502,ENSG00000120563,PRO1278,NCBI
11668,51312,SLC25A37,HT015|MFRN|MFRN1|MSC|MSCP|PRO1278|PRO1584|PRO2217,29786,ENSG00000147454,PRO1278,NCBI
7833,10058,ABCB6,ABC|LAN|MTABC3|PRP|umat,47,ENSG00000115657,PRP,NCBI
14502,79092,CARD14,BIMP2|CARMA2|PRP|PSORS2|PSS1,16446,ENSG00000141527,PRP,NCBI
590,722,C4BPA,C4BP|PRP,1325,ENSG00000123838,PRP,NCBI
5580,7001,PRDX2,HEL-S-2a|NKEF-B|NKEFB|PRP|PRX2|PRXII|PTX1|TDPX1|TPX1|TSA,9353,ENSG00000167815,PRP,NCBI
4378,5554,PRH1,Db-s|PA|PIF-S|PRH2|PRP-1/PRP-2|Pr1/Pr2,9366,ENSG00000231887,PRP-1/PRP-2,NCBI
4379,5555,PRH2,PRP-1/PRP-2|Pr|pr1/Pr2,9367,ENSG00000134551,PRP-1/PRP-2,NCBI
6911,8899,PRP4K,PR4H|PRP4|PRP4H|PRPF4B|Prp4B|dJ1013A10.1,17346,ENSG00000112739,PRP4,NCBI
7066,9128,PRPF4,HPRP4|HPRP4P|PRP4|Prp4p|RP70|SNRNP60,17349,ENSG00000136875,PRP4,NCBI
8293,10594,PRPF8,HPRP8|PRP8|PRPC8|RP13|SNRNP220,17340,ENSG00000174231,PRP8,NCBI
6535,8449,DHX16,DBP2|DDX16|NMOAS|PRO2014|PRP8|PRPF2|Prp2,2739,ENSG00000204560,PRP8,NCBI
7922,10159,ATP6AP2,APT6M8-9|ATP6IP2|ATP6M8-9|CDG2R|ELDF10|HT028|M8-9|MRXE|MRXSH|MSTP009|PRR|RENR|XMRE|XPDS,18305,ENSG00000182220,PRR,NCBI
4596,5818,NECTIN1,CD111|CLPED1|ED4|HIgR|HV1S|HVEC|OFC7|PRR|PRR1|PVRL1|PVRR|PVRR1|SK-12|nectin-1,9706,ENSG00000110400,PRR,NCBI
6875,8856,NR1I2,BXR|ONR1|PAR|PAR1|PAR2|PARq|PRR|PXR|SAR|SXR,7968,ENSG00000144852,PRR,NCBI
8588,10957,PNRC1,B4-2|PNAS-145|PROL2|PRR2,17278,ENSG00000146278,PRR2,NCBI
4597,5819,NECTIN2,CD112|HVEB|PRR2|PVRL2|PVRR2,9707,ENSG00000130202,PRR2,NCBI
17441,122183,PRR20A,PRR20|PRR20B|PRR20C|PRR20D|PRR20E,24754,ENSG00000204919,PRR20,NCBI
27997,729240,PRR20C,PRR20|PRR20A|PRR20B|PRR20D|PRR20E,37221,ENSG00000229665,PRR20,NCBI
28002,729250,PRR20E,PRR20|PRR20A|PRR20B|PRR20C|PRR20D,37223,ENSG00000234278,PRR20,NCBI
27999,729246,PRR20D,PRR20|PRR20A|PRR20B|PRR20C|PRR20E,37222,ENSG00000227151,PRR20,NCBI
27993,729233,PRR20B,PRR20|PRR20A|PRR20C|PRR20D|PRR20E,37220,ENSG00000204918,PRR20,NCBI
27993,729233,PRR20B,PRR20|PRR20A|PRR20C|PRR20D|PRR20E,37220,ENSG00000204918,PRR20A,NCBI
28002,729250,PRR20E,PRR20|PRR20A|PRR20B|PRR20C|PRR20D,37223,ENSG00000234278,PRR20A,NCBI
27997,729240,PRR20C,PRR20|PRR20A|PRR20B|PRR20D|PRR20E,37221,ENSG00000229665,PRR20A,NCBI
27999,729246,PRR20D,PRR20|PRR20A|PRR20B|PRR20C|PRR20E,37222,ENSG00000227151,PRR20A,NCBI
27999,729246,PRR20D,PRR20|PRR20A|PRR20B|PRR20C|PRR20E,37222,ENSG00000227151,PRR20B,NCBI
28002,729250,PRR20E,PRR20|PRR20A|PRR20B|PRR20C|PRR20D,37223,ENSG00000234278,PRR20B,NCBI
27997,729240,PRR20C,PRR20|PRR20A|PRR20B|PRR20D|PRR20E,37221,ENSG00000229665,PRR20B,NCBI
17441,122183,PRR20A,PRR20|PRR20B|PRR20C|PRR20D|PRR20E,24754,ENSG00000204919,PRR20B,NCBI
27999,729246,PRR20D,PRR20|PRR20A|PRR20B|PRR20C|PRR20E,37222,ENSG00000227151,PRR20C,NCBI
17441,122183,PRR20A,PRR20|PRR20B|PRR20C|PRR20D|PRR20E,24754,ENSG00000204919,PRR20C,NCBI
28002,729250,PRR20E,PRR20|PRR20A|PRR20B|PRR20C|PRR20D,37223,ENSG00000234278,PRR20C,NCBI
27993,729233,PRR20B,PRR20|PRR20A|PRR20C|PRR20D|PRR20E,37220,ENSG00000204918,PRR20C,NCBI
28002,729250,PRR20E,PRR20|PRR20A|PRR20B|PRR20C|PRR20D,37223,ENSG00000234278,PRR20D,NCBI
17441,122183,PRR20A,PRR20|PRR20B|PRR20C|PRR20D|PRR20E,24754,ENSG00000204919,PRR20D,NCBI
27997,729240,PRR20C,PRR20|PRR20A|PRR20B|PRR20D|PRR20E,37221,ENSG00000229665,PRR20D,NCBI
27993,729233,PRR20B,PRR20|PRR20A|PRR20C|PRR20D|PRR20E,37220,ENSG00000204918,PRR20D,NCBI
27997,729240,PRR20C,PRR20|PRR20A|PRR20B|PRR20D|PRR20E,37221,ENSG00000229665,PRR20E,NCBI
27993,729233,PRR20B,PRR20|PRR20A|PRR20C|PRR20D|PRR20E,37220,ENSG00000204918,PRR20E,NCBI
17441,122183,PRR20A,PRR20|PRR20B|PRR20C|PRR20D|PRR20E,24754,ENSG00000204919,PRR20E,NCBI
27999,729246,PRR20D,PRR20|PRR20A|PRR20B|PRR20C|PRR20E,37222,ENSG00000227151,PRR20E,NCBI
23826,400668,PRSS57,NSP4|PRSSL1|UNQ782,31397,ENSG00000185198,PRSSL1,NCBI
4465,5655,KLK10,NES1|PRSSL1,6358,ENSG00000129451,PRSSL1,NCBI
4253,5396,PRRX1,AGOTC|PHOX1|PMX1|PRX-1|PRX1,9142,ENSG00000116132,PRX1,NCBI
3970,5052,PRDX1,MSP23|NKEF-A|NKEFA|PAG|PAGA|PAGB|PRX1|PRXI|TDPX2,9352,ENSG00000117450,PRX1,NCBI
5580,7001,PRDX2,HEL-S-2a|NKEF-B|NKEFB|PRP|PRX2|PRXII|PTX1|TDPX1|TPX1|TSA,9353,ENSG00000167815,PRX2,NCBI
11752,51450,PRRX2,PMX2|PRX2,21338,ENSG00000167157,PRX2,NCBI
4469,5663,PSEN1,ACNINV3|AD3|FAD|PS-1|PS1|PSNL1|S182,9508,ENSG00000080815,PS1,NCBI
21481,338399,TAS2R62P,PS1|T2R62|TAS2R62,20640,ENSG00000234066,PS1,NCBI
4470,5664,PSEN2,AD3L|AD4|CMD1V|PS2|STM2,9509,ENSG00000143801,PS2,NCBI
21483,338412,TAS2R64P,PS2|T2R64|T2R64P,20642,ENSG00000256274,PS2,NCBI
7371,9520,NPEPPS,AAP-S|MP100|PSA,7900,ENSG00000141279,PSA,NCBI
4444,5627,PROS1,PROS|PS21|PS22|PS23|PS24|PS25|PSA|THPH5|THPH6,9456,ENSG00000184500,PSA,NCBI
11250,29968,PSAT1,EPIP|NLS2|PSA|PSAT|PSATD,19129,ENSG00000135069,PSA,NCBI
4195,5324,PLAG1,PSA|SGPA|SRS4|ZNF912,9045,ENSG00000181690,PSA,NCBI
296,354,KLK3,APS|KLK2A1|PSA|hK3,6364,ENSG00000142515,PSA,NCBI
27091,653509,SFTPA1,COLEC4|ILD1|PSAP|PSP-A|PSPA|SFTP1|SFTPA1B|SP-A|SP-A1|SP-A1 beta|SP-A1 delta|SP-A1 epsilon|SP-A1 gamma|SPA|SPA1,10798,ENSG00000122852,PSAP,NCBI
9634,23787,MTCH1,CGI-64|PIG60|PSAP|SLC25A49,17586,ENSG00000137409,PSAP,NCBI
27996,729238,SFTPA2,COLEC5|ILD2|PSAP|PSP-A|PSPA|SFTP1|SFTPA2B|SP-2A|SP-A|SPA2|SPAII,10799,ENSG00000185303,PSAP,NCBI
4478,5678,PSG9,PS34|PSBG-11|PSBG-9|PSG11|PSGII,9526,ENSG00000183668,PSBG-11,NCBI
4479,5680,PSG11,PSBG-11|PSBG-13|PSG13|PSG14,9516,ENSG00000243130,PSBG-11,NCBI
4478,5678,PSG9,PS34|PSBG-11|PSBG-9|PSG11|PSGII,9526,ENSG00000183668,PSBG-9,NCBI
4474,5672,PSG4,PSBG-4|PSBG-9|PSG9,9521,ENSG00000243137,PSBG-9,NCBI
4485,5686,PSMA5,PSC5|ZETA,9534,ENSG00000143106,PSC5,NCBI
4488,5689,PSMB1,HC5|NEDMHAL|PMSB1|PSC5,9537,ENSG00000008018,PSC5,NCBI
2992,3702,ITK,EMT|LPFS1|LYK|PSCTK2,6171,ENSG00000113263,PSCTK2,NCBI
540,660,BMX,ETK|PSCTK2|PSCTK3,1079,ENSG00000102010,PSCTK2,NCBI
9614,23761,PISD,DJ858B16|LIBF|PSD|PSDC|PSSC|dJ858B16.2,8999,ENSG00000241878,PSD,NCBI
14550,79176,FBXL15,FBXO37|Fbl15|JET|PSD,28155,ENSG00000107872,PSD,NCBI
2822,3490,IGFBP7,AGM|FSTL2|IBP-7|IGFBP-7|IGFBP-7v|IGFBPRP1|MAC25|PSF|RAMSVPS|TAF,5476,ENSG00000163453,PSF,NCBI
5076,6421,SFPQ,POMP100|PPP1R140|PSF,10774,ENSG00000116560,PSF,NCBI
7642,9837,GINS1,IMD55|PSF1,28980,ENSG00000101003,PSF1,NCBI
5480,6890,TAP1,ABC17|ABCB2|APT1|D6S114E|MHC1D1|PSF-1|PSF1|RING4|TAP1*0102N|TAP1N,43,ENSG00000168394,PSF1,NCBI
11868,51659,GINS2,HSPC037|PSF2|Pfs2,24575,ENSG00000131153,PSF2,NCBI
5481,6891,TAP2,ABC18|ABCB3|APT2|D6S217E|MHC1D2|PSF-2|PSF2|RING11,44,ENSG00000204267,PSF2,NCBI
4472,5670,PSG2,CEA|PSBG2|PSG1,9519,ENSG00000242221,PSG1,NCBI
4477,5676,PSG7,PS-beta-G-7|PSBG-7|PSG1|PSGGA,9524,ENSG00000221878,PSG1,NCBI
24692,440533,PSG8,PSG1,9525,ENSG00000124467,PSG1,NCBI
4476,5675,PSG6,PSBG-10|PSBG-12|PSBG-6|PSG10|PSGGB,9523,ENSG00000170848,PSG10,NCBI
27087,653492,PSG10P,PSG10|PSG12,9515,,PSG10,NCBI
4471,5669,PSG1,B1G1|CD66f|DHFRP2|FL-NCA-1/2|PBG1|PS-beta-C/D|PS-beta-G-1|PSBG-1|PSBG1|PSG95|PSGGA|PSGIIA|SP1,9514,ENSG00000231924,PSGGA,NCBI
4477,5676,PSG7,PS-beta-G-7|PSBG-7|PSG1|PSGGA,9524,ENSG00000221878,PSGGA,NCBI
7227,9344,TAOK2,MAP3K17|PSK|PSK1|PSK1-BETA|TAO1|TAO2|Tao2beta,16835,ENSG00000149930,PSK,NCBI
14374,65125,WNK1,HSAN2|HSN2|KDP|PPP1R167|PRKWNK1|PSK|p65,14540,ENSG00000060237,PSK,NCBI
6647,8576,STK16,KRCT|MPSK|PKL12|PSK|TSF1|hPSK,11394,ENSG00000115661,PSK,NCBI
1882,2346,FOLH1,FGCP|FOLH|GCP2|GCPII|NAALAD1|PSM|PSMA|mGCP,3788,ENSG00000086205,PSM,NCBI
9799,25970,SH2B1,PSM|SH2B,30417,ENSG00000178188,PSM,NCBI
19817,219595,FOLH1B,FOLH2|FOLHP|PSM|PSMA-LIKE|PSMAL,13636,,PSM,NCBI
12019,54035,PSMD4P1,PSMD15|PSMD4P,9562,,PSMD15,NCBI
6264,7979,SEM1,C7orf76|DSS1|ECD|PSMD15|SHFD1|SHFM1|SHSF1|Shfdg1,10845,ENSG00000127922,PSMD15,NCBI
5418,6814,STXBP3,MUNC18-3|MUNC18C|PSP|UNC-18C,11446,ENSG00000116266,PSP,NCBI
3518,4477,MSMB,HPC13|IGBF|MSP|MSPB|PN44|PRPS|PSP|PSP-94|PSP57|PSP94,7372,ENSG00000263639,PSP,NCBI
18239,140683,BPIFA2,C20orf70|PSP|SPLUNC2|bA49G10.1,16203,ENSG00000131050,PSP,NCBI
4440,5623,PSPN,PSP,9579,ENSG00000125650,PSP,NCBI
4520,5723,PSPH,PSP|PSPHD,9577,ENSG00000146733,PSP,NCBI
4711,5967,REG1A,ICRF|P19|PSP|PSPS|PSPS1|PTP|REG,9951,ENSG00000115386,PSP,NCBI
8001,10247,RIDA,HRSP12|P14.5|PSP|UK114|hp14.5,16897,ENSG00000132541,PSP,NCBI
27996,729238,SFTPA2,COLEC5|ILD2|PSAP|PSP-A|PSPA|SFTP1|SFTPA2B|SP-2A|SP-A|SPA2|SPAII,10799,ENSG00000185303,PSP-A,NCBI
27091,653509,SFTPA1,COLEC4|ILD1|PSAP|PSP-A|PSPA|SFTP1|SFTPA1B|SP-A|SP-A1|SP-A1 beta|SP-A1 delta|SP-A1 epsilon|SP-A1 gamma|SPA|SPA1,10798,ENSG00000122852,PSP-A,NCBI
36322,100526737,RBM14-RBM4,COAZ|PSP2|RBM14|SIP,38840,ENSG00000248643,PSP2,NCBI
8155,10432,RBM14,COAA|PSP2|SIP|SYTIP1|TMEM137,14219,ENSG00000239306,PSP2,NCBI
27996,729238,SFTPA2,COLEC5|ILD2|PSAP|PSP-A|PSPA|SFTP1|SFTPA2B|SP-2A|SP-A|SPA2|SPAII,10799,ENSG00000185303,PSPA,NCBI
27091,653509,SFTPA1,COLEC4|ILD1|PSAP|PSP-A|PSPA|SFTP1|SFTPA1B|SP-A|SP-A1|SP-A1 beta|SP-A1 delta|SP-A1 epsilon|SP-A1 gamma|SPA|SPA1,10798,ENSG00000122852,PSPA,NCBI
7603,9791,PTDSS1,LMHD|PSS1|PSSA,9587,ENSG00000156471,PSS1,NCBI
14502,79092,CARD14,BIMP2|CARMA2|PRP|PSORS2|PSS1,16446,ENSG00000141527,PSS1,NCBI
859,1041,CDSN,HTSS|HTSS1|HYPT2|PSS|PSS1,1802,ENSG00000204539,PSS1,NCBI
15407,81490,PTDSS2,PSS2,15463,ENSG00000174915,PSS2,NCBI
7219,9333,TGM5,PSS2|TG(X)|TGASE5|TGASEX|TGM6|TGMX|TGX,11781,ENSG00000104055,PSS2,NCBI
6218,7903,ST8SIA4,PST|PST1|SIAT8-D|SIAT8D|ST8SIA-IV|ST8SiaIV,10871,ENSG00000113532,PST,NCBI
5420,6817,SULT1A1,HAST1/HAST2|P-PST|P-PST 1|PST|ST1A1|ST1A3|STP|STP1|TSPST1|ts-PST,11453,ENSG00000196502,PST,NCBI
19476,171558,PTCRA,PT-ALPHA|PTA,21290,ENSG00000171611,PTA,NCBI
1725,2160,F11,FXI|PTA,3529,ENSG00000088926,PTA,NCBI
6287,8030,CCDC6,D10S170|H4|PTC|PTC1|TPC|TST1,18782,ENSG00000108091,PTC,NCBI
1723,2158,F9,F9 p22|FIX|HEMB|P19|PTC|THPH8,3551,ENSG00000101981,PTC,NCBI
4721,5979,RET,CDHF12|CDHR16|HSCR1|MEN2A|MEN2B|MTC1|PTC|RET-ELE1,9967,ENSG00000165731,PTC,NCBI
4524,5727,PTCH1,BCNS|BCNS1|NBCCS|PTC|PTC1|PTCH,9585,ENSG00000185920,PTC,NCBI
4523,5726,TAS2R38,PTC|T2R38|T2R61|THIOT,9584,ENSG00000257138,PTC,NCBI
4524,5727,PTCH1,BCNS|BCNS1|NBCCS|PTC|PTC1|PTCH,9585,ENSG00000185920,PTC1,NCBI
6287,8030,CCDC6,D10S170|H4|PTC|PTC1|TPC|TST1,18782,ENSG00000108091,PTC1,NCBI
7788,10005,ACOT8,HNAACTE|NAP1|PTE-1|PTE-2|PTE1|PTE2|hACTE-III|hTE,15919,ENSG00000101473,PTE2,NCBI
8595,10965,ACOT2,CTE-IA|CTE1A|MTE1|PTE2|PTE2A|ZAP128,18431,ENSG00000119673,PTE2,NCBI
8786,11191,PTENP1,PTEN-rs|PTEN2|PTENpg1|PTH2|psiPTEN,9589,ENSG00000293199,PTEN2,NCBI
5745,7179,TPTE,CT44|PTEN2|TPTE1,12023,ENSG00000274391,PTEN2,NCBI
4335,5507,PPP1R3C,PPP1R5|PTG,9293,ENSG00000119938,PTG,NCBI
14736,79660,PPP1R3B,GL|PPP1R4|PTG,14942,ENSG00000173281,PTG,NCBI
20908,284672,PTGES3P1,PTGES3P,43824,,PTGES3P,NCBI
24773,441050,PTGES3P3,PTGES3P,43823,,PTGES3P,NCBI
18127,138428,PTRH1,C9orf115|PTH1,27039,ENSG00000187024,PTH1,NCBI
4538,5741,PTH,FIH1|PTH1,9606,ENSG00000152266,PTH1,NCBI
11863,51651,PTRH2,BIT1|CFAP37|CGI-147|IMNEPD|PTH|PTH 2|PTH2,24265,ENSG00000141378,PTH2,NCBI
8786,11191,PTENP1,PTEN-rs|PTEN2|PTENpg1|PTH2|psiPTEN,9589,ENSG00000293199,PTH2,NCBI
4542,5745,PTH1R,EKNS|PFE|PTHR|PTHR1,9608,ENSG00000160801,PTHR,NCBI
4541,5744,PTHLH,BDE2|HHM|PLP|PTHR|PTHRP,9607,ENSG00000087494,PTHR,NCBI
7848,10076,PTPRU,FMI|PCP-2|PTP|PTP-J|PTP-PI|PTP-RO|PTPPSI|PTPRO|PTPU2|R-PTP-PSI|R-PTP-U|hPTP-J,9683,ENSG00000060656,PTP,NCBI
4711,5967,REG1A,ICRF|P19|PSP|PSPS|PSPS1|PTP|REG,9951,ENSG00000115386,PTP,NCBI
4127,5250,SLC25A3,OK/SW-cl.48|PHC|PTP|PiC,10989,ENSG00000075415,PTP,NCBI
4587,5803,PTPRZ1,HPTPZ|HPTPzeta|PTP-ZETA|PTP18|PTPRZ|PTPZ|R-PTP-zeta-2|RPTPB|RPTPbeta|phosphacan,9685,ENSG00000106278,PTPRZ,NCBI
4588,5804,PTPRZ2,HTPZP2|PTPRZ,9686,,PTPRZ,NCBI
7848,10076,PTPRU,FMI|PCP-2|PTP|PTP-J|PTP-PI|PTP-RO|PTPPSI|PTPRO|PTPU2|R-PTP-PSI|R-PTP-U|hPTP-J,9683,ENSG00000060656,PTPU2,NCBI
4584,5800,PTPRO,GLEPP1|NPHS6|PTP-OC|PTP-U2|PTPROT|PTPU2|R-PTP-O,9678,ENSG00000151490,PTPU2,NCBI
11646,51290,ERGIC2,CDA14|Erv41|PTX1|cd002,30208,ENSG00000087502,PTX1,NCBI
5580,7001,PRDX2,HEL-S-2a|NKEF-B|NKEFB|PRP|PRX2|PRXII|PTX1|TDPX1|TPX1|TSA,9353,ENSG00000167815,PTX1,NCBI
1135,1401,CRP,PTX1,2367,ENSG00000132693,PTX1,NCBI
4179,5307,PITX1,BFT|CCF|LBNBG|POTX|PTX1,9004,ENSG00000069011,PTX1,NCBI
270,325,APCS,HEL-S-92n|PTX2|SAP,584,ENSG00000132703,PTX2,NCBI
4180,5308,PITX2,ARP1|ASGD4|Brx1|IDG2|IGDS|IGDS2|IHG2|IRID2|Otlx2|PTX2|RGS|RIEG|RIEG1|RS,9005,ENSG00000164093,PTX2,NCBI
3656,4654,MYOD1,CMYP17|MYF3|MYOD|MYODRIF|PUM|bHLHc1,7611,ENSG00000129152,PUM,NCBI
3595,4582,MUC1,ADMCKD|ADMCKD1|ADTKD2|CA 15-3|CD227|Ca15-3|EMA|H23AG|KL-6|MAM6|MCD|MCKD|MCKD1|MUC-1|MUC-1/SEC|MUC-1/X|MUC1/ZD|PEM|PEMT|PUM,7508,ENSG00000185499,PUM,NCBI
21493,338442,HCAR2,GPR109A|HCA2|HM74a|HM74b|NIACR1|PUMAG|Puma-g,24827,ENSG00000182782,PUMAG,NCBI
6865,8843,HCAR3,GPR109B|HCA3|HM74|PUMAG|Puma-g,16824,ENSG00000255398,PUMAG,NCBI
3344,4150,MAZ,PUR1|Pur-1|SAF-1|SAF-2|SAF-3|ZF87|ZNF801|Zif87,6914,ENSG00000103495,PUR1,NCBI
4592,5813,PURA,MRD31|NEDRIHF|PUR-ALPHA|PUR1|PURALPHA,9701,ENSG00000185129,PUR1,NCBI
5267,6638,SNRPN,HCERN3|PWCR|RT-LI|SM-D|SMN|SNRNP-N|SNURF-SNRPN|sm-N,11164,ENSG00000128739,PWCR,NCBI
3687,4692,NDN,HsT16328|PWCR,7675,ENSG00000182636,PWCR,NCBI
