,alias_symbol,gene_symbol,ENSG_ID,source,gene_symbol_count
2990,TCF-4,"TCF7L2, TCF4","ENSG00000148737, ENSG00000196628",NCBI Info,12
169,CLMF,"IL12A, IL12B","ENSG00000168811, ENSG00000113302",HGNC,12
550,CLAMP,"SPEF1, PDZK1","ENSG00000101222, ENSG00000174827",NCBI Info,12
3195,TYRO4,"EPHA5, EPHA3","ENSG00000145242, ENSG00000044524",NCBI Info,12
1295, MBP-1,"ENO1, HIVEP1","ENSG00000074800, ENSG00000095951",ENSG,12
575,CMS1A,"CHAT, CHRNA1","ENSG00000070748, ENSG00000138435",NCBI Info,12
488,LNP,"NUSAP1, LNPK","ENSG00000137804, ENSG00000144320",HGNC,12
1480,HSF2L,"HSFY2, HSFY1","ENSG00000169953, ENSG00000172468",NCBI Info,12
558,CLIM1,"PDLIM1, LDB2","ENSG00000107438, ENSG00000169744",NCBI Info,12
560,CLK-1,"CDK11B, COQ7","ENSG00000248333, ENSG00000167186",NCBI Info,12
1402, MIP,"MAFIP, TNPO1","ENSG00000274847, ENSG00000083312",ENSG,12
564,CLMF,"IL12B, IL12A","ENSG00000113302, ENSG00000168811",NCBI Info,12
2991,TCF6L1,"TFAMP1, TFAM","nan, ENSG00000108064",NCBI Info,12
1912,MPD6,"ACTN2, LUZP6","ENSG00000077522, nan",NCBI Info,12
2992,TCF6L3,"TFAMP2, TFAM","nan, ENSG00000108064",NCBI Info,12
571,CMK,"CXCL9, CMPK1","ENSG00000138755, ENSG00000162368",NCBI Info,12
1923,MRG,"FABP7, MAS1L","ENSG00000164434, ENSG00000204687",NCBI Info,12
1920,MRD63,"ZNF292, TRIO","ENSG00000188994, ENSG00000038382",NCBI Info,12
574,CMPD2,"TNNT2, SCN5A","ENSG00000118194, ENSG00000183873",NCBI Info,12
576,CMS1B,"CHRNA1, DOK7","ENSG00000138435, ENSG00000175920",NCBI Info,12
3196,TYRRS,"YARS1, YARS2","ENSG00000134684, ENSG00000139131",NCBI Info,12
579,CMS4C,"CHRNE, RAPSN","ENSG00000108556, ENSG00000165917",NCBI Info,12
1401, MIO,"MLXIPL, MIOS","ENSG00000009950, ENSG00000164654",ENSG,12
1916,MPPH,"AKT3, PIK3R2","ENSG00000117020, ENSG00000105647",NCBI Info,12
2519,PTE2,"ACOT2, ACOT8","ENSG00000119673, ENSG00000101473",NCBI Info,12
172,CMPD2,"TNNT2, SCN5A","ENSG00000118194, ENSG00000183873",HGNC,12
584,CMT2D,"GARS1, AIFM1","ENSG00000106105, ENSG00000156709",NCBI Info,12
640,CRL1,"IL27RA, UTP3","ENSG00000104998, ENSG00000132467",NCBI Info,12
641,CRL2,"CRLF2, DAND5","ENSG00000205755, ENSG00000179284",NCBI Info,12
2321, SL1,"TAF1C, TAF1B","ENSG00000103168, ENSG00000115750",ENSG,12
3021,TCRAV5S1,"TRAV5, TRAV6","ENSG00000211779, ENSG00000211780",NCBI Info,12
2982,TCBA1,"UBL7, NKAIN2","ENSG00000138629, ENSG00000188580",NCBI Info,12
2525,PTHR,"PTHLH, PTH1R","ENSG00000087494, ENSG00000160801",NCBI Info,12
1977,MUM1,"IRF4, PWWP3A","ENSG00000137265, ENSG00000160953",NCBI Info,12
492,LRH-1,"P2RX5, NR5A2","ENSG00000083454, ENSG00000116833",HGNC,12
191,CRABP-II,"RBP2, CRABP2","ENSG00000114113, ENSG00000143320",HGNC,12
3257,AMY2,"AMY2B, AMY2A","ENSG00000240038, ENSG00000243480",ENSG,12
2989,TCF-3,"TCF7L1, TCF3","ENSG00000152284, ENSG00000071564",NCBI Info,12
456,KNTC1AP,"ZW10, ZWILCH","ENSG00000086827, ENSG00000174442",HGNC,12
497,CED4,"WDR19, APAF1","ENSG00000157796, ENSG00000120868",NCBI Info,12
2664,RP66,"RBP3, ARL2BP","ENSG00000265203, ENSG00000102931",NCBI Info,12
680,CT24.2,"CSAG3, CSAG2","ENSG00000268916, ENSG00000268902",NCBI Info,12
1980,Mar1,"RTL1, SETMAR","ENSG00000254656, ENSG00000170364",NCBI Info,12
1887,MLL4,"KMT2B, KMT2D","ENSG00000272333, ENSG00000167548",NCBI Info,12
682,CT4.4,"GAGE4, GAGE1","nan, ENSG00000205777",NCBI Info,12
1988,NAC1,"NACC1, SCN1A","ENSG00000160877, ENSG00000144285",NCBI Info,12
457,KNTC2AP,"MIS12, ZWINT","ENSG00000167842, ENSG00000122952",HGNC,12
1281, MAK3,"NAA50, NAA30","ENSG00000121579, ENSG00000139977",ENSG,12
496,M-ABC1,"ABCF2, ABCB8","ENSG00000033050, ENSG00000197150",HGNC,12
2303, SHMT,"SHMT2, SHMT1","ENSG00000182199, ENSG00000176974",ENSG,12
3229,AGS1,"RASD1, TREX1","ENSG00000108551, ENSG00000213689",ENSG,12
2342, SMAP,"BRD8, KIFAP3","ENSG00000112983, ENSG00000075945",ENSG,12
178,COM1,"RBBP8, NUPR1","ENSG00000101773, ENSG00000176046",HGNC,12
1884,MLCK2,"MYLK3, MYLK2","ENSG00000140795, ENSG00000101306",NCBI Info,12
499,MAC-1,"ITGB2, ITGAM","ENSG00000160255, ENSG00000169896",HGNC,12
1273, MAD2,"MXI1, MAD2L1","ENSG00000119950, ENSG00000164109",ENSG,12
1272, MAD1,"MAD1L1, MXD1","ENSG00000002822, ENSG00000059728",ENSG,12
2796,SHP1,"PTPN6, NR0B2","ENSG00000111679, ENSG00000131910",NCBI Info,12
506,CFC,"PTPN11, TBCC","ENSG00000179295, ENSG00000124659",NCBI Info,12
671,CT1,"CTF1, SLC6A8","ENSG00000150281, ENSG00000130821",NCBI Info,12
3247,ALS,"IGFALS, SOD1","ENSG00000099769, ENSG00000142168",ENSG,12
645,CRP2,"CSRP2, CRIP2","ENSG00000175183, ENSG00000182809",NCBI Info,12
646,CRP3,"CEBPD, CSRP3","ENSG00000221869, ENSG00000129170",NCBI Info,12
2515,PSS2,"PTDSS2, TGM5","ENSG00000174915, ENSG00000104055",NCBI Info,12
1886,MLL2,"KMT2D, KMT2B","ENSG00000167548, ENSG00000272333",NCBI Info,12
3258,AN,"PAX6, DIAPH3","ENSG00000007372, ENSG00000139734",ENSG,12
2528,PTPU2,"PTPRU, PTPRO","ENSG00000060656, ENSG00000151490",NCBI Info,12
3253,AMCD2B,"TNNT3, TNNI2","ENSG00000288250, ENSG00000130598",ENSG,12
607,COT,"CROT, MAP3K8","ENSG00000005469, ENSG00000107968",NCBI Info,12
1859,MIO,"MLXIPL, MIOS","ENSG00000009950, ENSG00000164654",NCBI Info,12
165,CLA20,"AP4S1, AP3M2","ENSG00000100478, ENSG00000070718",HGNC,12
179,COMT2,"TOMT, LRTOMT","ENSG00000284844, ENSG00000284922",HGNC,12
180,COQ8,"COQ8A, COQ8B","ENSG00000163050, ENSG00000123815",HGNC,12
494,LRP9,"LRP10, SORL1","ENSG00000197324, ENSG00000137642",HGNC,12
661,CSN1,"GPS1, CSN1S1","ENSG00000169727, ENSG00000126545",NCBI Info,12
475,LACS2,"ACSL1, ACSL6","ENSG00000151726, ENSG00000164398",HGNC,12
819,DLP1,"PDSS2, DNM1L","ENSG00000164494, ENSG00000087470",NCBI Info,12
518,CHC,"SLC4A1, CLTC","ENSG00000004939, ENSG00000141367",NCBI Info,12
2983,TCEB1L,"SKP1, SKP1P1","ENSG00000113558, nan",NCBI Info,12
3100, p67,"CD33, METAP2","ENSG00000105383, ENSG00000111142",ENSG,12
3518,C4BP,"C4BPA, C4BPB","ENSG00000123838, ENSG00000123843",ENSG,12
1865,MIP2,"CXCL2, WDR26","ENSG00000081041, ENSG00000162923",NCBI Info,12
1861,MIP-1-beta,"CCL4, CCL4L1","ENSG00000275302, nan",NCBI Info,12
1858,MIHC,"MYO1A, BIRC3","ENSG00000166866, ENSG00000023445",NCBI Info,12
1144,GFAT,"GFPT1, GFPT2","ENSG00000198380, ENSG00000131459",NCBI Info,12
2677,RPT5,"PSMC3, PSMC6","ENSG00000165916, ENSG00000100519",NCBI Info,12
1975,MUC9,"OVGP1, MUC5B","ENSG00000085465, ENSG00000117983",NCBI Info,12
507,CFD1,"NUBP2, FGFR2","ENSG00000095906, ENSG00000066468",NCBI Info,12
663,CSRP,"CSRP1, MED14","ENSG00000159176, ENSG00000180182",NCBI Info,12
855,DRP3,"DPYSL3, DTNA","ENSG00000113657, ENSG00000134769",NCBI Info,12
3398,BOP,"RTL10, SMYD1","ENSG00000215012, ENSG00000115593",ENSG,12
298,FSSV,"TNNT3, TNNI2","ENSG00000130595, ENSG00000130598",HGNC,12
1470,HRMT1L3,"PRMT8, PRMT3","ENSG00000111218, ENSG00000185238",NCBI Info,12
1154,GIG18,"GLCCI1, GOT1","ENSG00000106415, ENSG00000120053",NCBI Info,12
360,HBSCI,"SCN2A, SCN1A","ENSG00000136531, ENSG00000144285",HGNC,12
4042,FBL6,"FBXL6, FBXL7","ENSG00000285442, ENSG00000183580",ENSG,12
295,FRP,"SFRP1, FSTL1","ENSG00000104332, ENSG00000163430",HGNC,12
1145,GGF2,"GINGF2, NRG1","nan, ENSG00000157168",NCBI Info,12
4416,IGHV(III)-67-2,IGHVIII-67-2,ENSG00000254036,ENSG,12
1502,HUB1,"UBL5, ZNF282","ENSG00000198258, ENSG00000170265",NCBI Info,12
1783,MAD1,"MXD1, MAD1L1","ENSG00000059728, ENSG00000002822",NCBI Info,12
1176,GM2AP,"GM2AP1, GM2A","nan, ENSG00000196743",NCBI Info,12
1485,HSP27,"HSPB1, HSPB2","ENSG00000106211, ENSG00000170276",NCBI Info,12
714, H1,"CLIC4, VPS45","ENSG00000169504, ENSG00000136631",ENSG,12
2572,RBP,"RENBP, SUGP1","ENSG00000102032, ENSG00000105705",NCBI Info,12
1134,GCR2,"ECD, NR3C1P1","ENSG00000122882, ENSG00000276393",NCBI Info,12
1130,GCP-1,"CXCL8, TUBG1","ENSG00000169429, ENSG00000131462",NCBI Info,12
1468,HRG4,"UNC119, NRG4","ENSG00000109103, ENSG00000169752",NCBI Info,12
659, GAS,"PAGR1, GALNS","ENSG00000280789, ENSG00000141012",ENSG,12
3138,TRF2,"TERF2, TBPL1","ENSG00000132604, ENSG00000028839",NCBI Info,12
1466,HRES-1,"RAB4A, HRES1","ENSG00000168118, nan",NCBI Info,12
355,HAI,"ST14, SPINT1","ENSG00000149418, ENSG00000166145",HGNC,12
1443,HOX1D,"HOXD3, HOXA4","ENSG00000128652, ENSG00000197576",NCBI Info,12
3139,TRFP,"USP47, MED20","ENSG00000170242, ENSG00000124641",NCBI Info,12
300,G13,"ATF6B, GNA13","ENSG00000213676, ENSG00000120063",HGNC,12
3087,TMS,"TYMS, PYCARD","ENSG00000176890, ENSG00000103490",NCBI Info,12
1191,GPBP,"CERT1, GPBP1","ENSG00000113163, ENSG00000062194",NCBI Info,12
1459,HPP1,"NAE1, TMEFF2","ENSG00000159593, ENSG00000144339",NCBI Info,12
358,HB-1,"HMHB1, PEG10","ENSG00000158497, ENSG00000242265",HGNC,12
4052,FIR,"PUF60, FARP2","ENSG00000274081, ENSG00000006607",ENSG,12
3100,TOF,"GATA4, FEZF2","ENSG00000136574, ENSG00000153266",NCBI Info,12
3099,TOB55,"BTG3, SAMM50","ENSG00000154640, ENSG00000100347",NCBI Info,12
664, GCD10,"CRLS1, TRMT6","ENSG00000088766, ENSG00000089195",ENSG,12
663, GCAP,"GUCA1A, ALPG","ENSG00000048545, ENSG00000163286",ENSG,12
1463,HRAS1,"RASSF7, HRAS","ENSG00000099849, ENSG00000174775",NCBI Info,12
3096,TNRC14,"NCOR2, NCOA3","ENSG00000196498, ENSG00000124151",NCBI Info,12
1125,GCD10,"CRLS1, TRMT6","ENSG00000088766, ENSG00000089195",NCBI Info,12
3144,TRIP1,"EIF3I, PSMC5","ENSG00000084623, ENSG00000087191",NCBI Info,12
294,FRAG1,"PGAP2, ATAD5","ENSG00000148985, ENSG00000176208",HGNC,12
609, FSSV,"TNNT3, TNNI2","ENSG00000130595, ENSG00000130598",ENSG,12
1451,HP3,"DEFA3, HOGA1","ENSG00000239839, ENSG00000241935",NCBI Info,12
369,HCC-4,"RBMS1, CCL16","ENSG00000153250, ENSG00000275152",HGNC,12
1121,GCAP,"ALPG, GUCA1A","ENSG00000163286, ENSG00000048545",NCBI Info,12
1077,FRP-2,"SFRP2, ITGA3","ENSG00000145423, ENSG00000005884",NCBI Info,12
1505,HYPP,"SCN4A, KCNE3","ENSG00000007314, ENSG00000175538",NCBI Info,12
605, FRAG1,"ATAD5, PGAP2","ENSG00000176208, ENSG00000148985",ENSG,12
281,FHC,"FTH1, MYBPC3","ENSG00000167996, ENSG00000134571",HGNC,12
4260,HB-1,"HMHB1, PEG10","ENSG00000158497, ENSG00000242265",ENSG,12
370,HCCA2,"MOB2, YY1AP1","ENSG00000182208, ENSG00000163374",HGNC,12
1533,IGEL,"MS4A2, PHF11","ENSG00000149534, ENSG00000136147",NCBI Info,12
601, FOP,"CEP43, CHTOP","ENSG00000213066, ENSG00000160679",ENSG,12
1534,IGER,"PHF11, MS4A2","ENSG00000136147, ENSG00000149534",NCBI Info,12
1541,IGHER,"PHF11, MS4A2","ENSG00000136147, ENSG00000149534",NCBI Info,12
2565,RAR,"RAB40B, RARA","ENSG00000141542, ENSG00000131759",NCBI Info,12
1062,FKBP51,"FKBP4, FKBP5","ENSG00000004478, ENSG00000096060",NCBI Info,12
1074,FRAG1,"PGAP2, ATAD5","ENSG00000148985, ENSG00000176208",NCBI Info,12
1522,IDDM20,"SH2B3, HNF1A","ENSG00000111252, ENSG00000135100",NCBI Info,12
1499,HTR3,"HTR3A, CCT6A","ENSG00000166736, ENSG00000146731",NCBI Info,12
937, ICIS,"MTUS1, MTUS2","ENSG00000129422, ENSG00000132938",ENSG,12
2492, TCEB1L,"SKP1, SKP1P1","ENSG00000113558, ENSG00000231234",ENSG,12
2425, SYD1,"SYDE1, SPAG9","ENSG00000105137, ENSG00000008294",ENSG,12
4239,H2A.B.1,"H2AB3, H2AB2","ENSG00000277745, ENSG00000277858",ENSG,12
1504,HYPF,"FGF23, PSMD8","ENSG00000118972, ENSG00000099341",NCBI Info,12
1100,GAGE-9,"PAGE1, PAGE4","ENSG00000068985, ENSG00000101951",NCBI Info,12
291,FOP,"CEP43, CHTOP","ENSG00000213066, ENSG00000160679",HGNC,12
284,FIR,"PUF60, FARP2","ENSG00000179950, ENSG00000006607",HGNC,12
1092,G3PP,"PGP, SLC37A1","ENSG00000184207, ENSG00000160190",NCBI Info,12
920, HTR3,"CCT6A, HTR3A","ENSG00000146731, ENSG00000166736",ENSG,12
1088,G15,"AGPAT1, RBM5","ENSG00000204310, ENSG00000003756",NCBI Info,12
1087,G13,"ATF6B, GNA13","ENSG00000213676, ENSG00000120063",NCBI Info,12
1518,ICIS,"MTUS2, MTUS1","ENSG00000132938, ENSG00000129422",NCBI Info,12
1081,FSP2,"SPAST, CABYR","ENSG00000021574, ENSG00000154040",NCBI Info,12
1187,GP150,"ITGB4, ANPEP","ENSG00000132470, ENSG00000166825",NCBI Info,12
1143, LACS2,"ACSL6, ACSL1","ENSG00000164398, ENSG00000151726",ENSG,12
852,DRP-1,"DAPK2, CRMP1","ENSG00000035664, ENSG00000072832",NCBI Info,12
337,GRP,"UCMA, LGALSL","ENSG00000165623, ENSG00000119862",HGNC,12
1282,H3F3AP1,"H3P38, H3C9P","nan, ENSG00000220875",NCBI Info,12
1375,HHG,"LHCGR, NR0B1","ENSG00000138039, ENSG00000169297",NCBI Info,12
1303,HAI,"ST14, SPINT1","ENSG00000149418, ENSG00000166145",NCBI Info,12
310,GCAP,"GUCA1A, ALPG","ENSG00000048545, ENSG00000163286",HGNC,12
1324,HBSCI,"SCN2A, SCN1A","ENSG00000136531, ENSG00000144285",NCBI Info,12
1379,HI,"AKAP4, ABCC8","ENSG00000147081, ENSG00000006071",NCBI Info,12
1301,HA2,"KRT32, MYO1G","ENSG00000108759, ENSG00000136286",NCBI Info,12
1385,HIS,"HAL, AKR1B10","ENSG00000084110, ENSG00000198074",NCBI Info,12
725, H4,"CCDC6, FGFR1","ENSG00000108091, ENSG00000077782",ENSG,12
2594,REX1,"REXO1, ZFP42","ENSG00000079313, ENSG00000179059",NCBI Info,12
1387,HIST1H2BC,"H2BC5, H2BC4","ENSG00000158373, ENSG00000180596",NCBI Info,12
1388,HIST1H2BE,"H2BC6, H2BC5","ENSG00000274290, ENSG00000158373",NCBI Info,12
1389,HIST1H2BF,"H2BC7, H2BC5","ENSG00000277224, ENSG00000158373",NCBI Info,12
2813,SKD1,"VPS4A, VPS4B","ENSG00000132612, ENSG00000119541",NCBI Info,12
1219,GST1,"GSTM1, GSPT1","ENSG00000134184, ENSG00000103342",NCBI Info,12
1390,HIST1H2BG,"H2BC8, H2BC5","ENSG00000273802, ENSG00000158373",NCBI Info,12
1359,HEL-75,"DEFB132, GSR","ENSG00000186458, ENSG00000104687",NCBI Info,12
2583,RDC1,"VIPR1, ACKR3","ENSG00000114812, ENSG00000144476",NCBI Info,12
1355,HE,"CYTIP, EPB41","ENSG00000115165, ENSG00000159023",NCBI Info,12
1351,HD7,"HDAC9, HDAC7","ENSG00000048052, ENSG00000061273",NCBI Info,12
1336,HCC1,"RBM39, SARNP","ENSG00000131051, ENSG00000205323",NCBI Info,12
1337,HCCA2,"YY1AP1, MOB2","ENSG00000163374, ENSG00000182208",NCBI Info,12
1335,HCC-4,"CCL16, RBMS1","ENSG00000275152, ENSG00000153250",NCBI Info,12
1373,HH1,"ANOS1, SCN5A","ENSG00000011201, ENSG00000183873",NCBI Info,12
1198,GPR136,"OR51E1, OPN5","ENSG00000180785, ENSG00000124818",NCBI Info,12
1312,HB5,"DUSP8, KRT85","ENSG00000184545, ENSG00000135443",NCBI Info,12
1309,HB-1,"PEG10, HMHB1","ENSG00000242265, ENSG00000158497",NCBI Info,12
1979,MZF-1,"MZF1, ZSCAN1","ENSG00000099326, ENSG00000152467",NCBI Info,12
762, HCC-4,"CCL16, RBMS1","ENSG00000275152, ENSG00000153250",ENSG,12
1365,HEPTP,"PTPRA, PTPN7","ENSG00000132670, ENSG00000143851",NCBI Info,12
316,GDH,"GLUD1, CRYL1","ENSG00000148672, ENSG00000165475",HGNC,12
4182,GCN5,"KAT2B, KAT2A","ENSG00000114166, ENSG00000108773",ENSG,12
313,GCN5,"KAT2A, KAT2B","ENSG00000108773, ENSG00000114166",HGNC,12
311,GCD10,"TRMT6, CRLS1","ENSG00000089195, ENSG00000088766",HGNC,12
2591,REG-III,"REG3G, REG3A","ENSG00000143954, ENSG00000172016",NCBI Info,12
1275,H3C15,"H3C14, H3C13","ENSG00000203811, ENSG00000183598",NCBI Info,12
1274,H3C14,"H3C15, H3C13","ENSG00000203852, ENSG00000183598",NCBI Info,12
306,GAS,"PAGR1, GALNS","ENSG00000280789, ENSG00000141012",HGNC,12
1273,H3C13,"H3C14, H3C15","ENSG00000203811, ENSG00000203852",NCBI Info,12
3365,BB1,"MBOAT7, NMBR","ENSG00000275118, ENSG00000135577",ENSG,12
1413,HLS,"HYLS1, TDRD9","ENSG00000198331, ENSG00000156414",NCBI Info,12
2577,RCC,"PBRM1, XRCC1","ENSG00000163939, ENSG00000073050",NCBI Info,12
823, HK,"KNG1, ATP12A","ENSG00000113889, ENSG00000075673",ENSG,12
1226,GTB,"B4GALT1, ABO","ENSG00000086062, ENSG00000175164",NCBI Info,12
348,H2A.B.1,"H2AB2, H2AB3","ENSG00000277858, ENSG00000277745",HGNC,12
1221,GST3,"CHST4, GSTP1","ENSG00000140835, ENSG00000084207",NCBI Info,12
1266,H2BFL,"H2BC4, H2BC5","ENSG00000180596, ENSG00000158373",NCBI Info,12
2471, TAO1,"TAOK2, TAOK1","ENSG00000149930, ENSG00000160551",ENSG,12
1422,HMN5,"BSCL2, GARS1","ENSG00000168000, ENSG00000106105",NCBI Info,12
1210,GRO1,"TRIT1, CXCL1","ENSG00000043514, ENSG00000163739",NCBI Info,12
1427,HN1L,"JPT2, CRAMP1","ENSG00000206053, ENSG00000007545",NCBI Info,12
3152,87U6,"GNAI3, RNU6V","ENSG00000065135, ENSG00000206832",ENSG,12
1435,HNRPG,"RBMX, RBMXP1","ENSG00000147274, nan",NCBI Info,12
1403,HLA-CDA12,"HLA-J, HLA-F","ENSG00000204622, ENSG00000204642",NCBI Info,12
2440, Sno,"SBNO2, SBNO1","ENSG00000064932, ENSG00000139697",ENSG,12
1242,H2A.B.1,"H2AB2, H2AB3","ENSG00000277858, ENSG00000277745",NCBI Info,12
1262,H2BFA,"H2BC8, H2BC5","ENSG00000273802, ENSG00000158373",NCBI Info,12
1399,HL-1,"ITLN1, ASGR1","ENSG00000179914, ENSG00000141505",NCBI Info,12
1311,HB2,"SCN5A, KRT82","ENSG00000183873, ENSG00000161850",NCBI Info,12
799, HI,"AKAP4, ABCC8","ENSG00000147081, ENSG00000006071",ENSG,12
1264,H2BFH,"H2BC6, H2BC5","ENSG00000274290, ENSG00000158373",NCBI Info,12
4158,FRP,"FSTL1, SFRP1","ENSG00000163430, ENSG00000104332",ENSG,12
4041,FBL4,"FBXL5, FBXL4","ENSG00000118564, ENSG00000112234",ENSG,12
1642,KNTC1AP,"ZW10, ZWILCH","ENSG00000086827, ENSG00000174442",NCBI Info,12
1643,KNTC2AP,"ZWINT, MIS12","ENSG00000122952, ENSG00000167842",NCBI Info,12
1243,H2A.Bbd,"H2AB1, H2AB2","ENSG00000274183, ENSG00000277858",NCBI Info,12
1255,H2B/l,"H2BC5, H2BC4","ENSG00000158373, ENSG00000180596",NCBI Info,12
1401,HL1,"DNAH5, ITLN1","ENSG00000039139, ENSG00000179914",NCBI Info,12
1253,H2B/h,"H2BC6, H2BC5","ENSG00000274290, ENSG00000158373",NCBI Info,12
1252,H2B/g,"H2BC5, H2BC7","ENSG00000158373, ENSG00000277224",NCBI Info,12
1251,H2B/a,"H2BC5, H2BC8","ENSG00000158373, ENSG00000273802",NCBI Info,12
1402,HL2,"DNAH6, ITLN2","ENSG00000115423, ENSG00000158764",NCBI Info,12
949, IGER,"MS4A2, PHF11","ENSG00000149534, ENSG00000136147",ENSG,12
1554,IHG1,"THG1L, FOXC1","ENSG00000113272, ENSG00000054598",NCBI Info,12
1057,FIR,"FARP2, PUF60","ENSG00000006607, ENSG00000179950",NCBI Info,12
921,EIF1A,"EIF1, EIF1AX","ENSG00000173812, ENSG00000173674",NCBI Info,12
1069, KIAA1426,"JPT2, CRAMP1","ENSG00000206053, ENSG00000007545",ENSG,12
902,EDG2,"BUD31, LPAR1","ENSG00000106245, ENSG00000198121",NCBI Info,12
4330,HRG4,"NRG4, UNC119","ENSG00000169752, ENSG00000109103",ENSG,12
2821,SLEB6,"ITGAX, ITGAM","ENSG00000140678, ENSG00000169896",NCBI Info,12
1655,KRTHB1,"KRT86, KRT81","ENSG00000170442, ENSG00000205426",NCBI Info,12
254,EMT,"ITK, SLC22A3","ENSG00000113263, ENSG00000146477",HGNC,12
2384, SPC3,"SPCS3, PCSK1","ENSG00000129128, ENSG00000175426",ENSG,12
253,EMC19,"SKP1P1, SKP1","ENSG00000231234, ENSG00000113558",HGNC,12
3955,E4,"UBE4B, UBE4A","ENSG00000130939, ENSG00000110344",ENSG,12
2383, SPC1,"SPCS1, FURIN","ENSG00000114902, ENSG00000140564",ENSG,12
1659,KV6.3,"KCNG3, KCNG4","ENSG00000171126, ENSG00000168418",NCBI Info,12
2749,SCN1,"SCN1A, ELANE","ENSG00000144285, ENSG00000197561",NCBI Info,12
891,EBS4,"EXPH5, KRT14","ENSG00000110723, ENSG00000186847",NCBI Info,12
2543,QARS,"QARS1, EPRS1","ENSG00000172053, ENSG00000136628",NCBI Info,12
888,EBP,"GLB1, SH3D19","ENSG00000170266, ENSG00000109686",NCBI Info,12
1638,KLIP1,"YIPF3, CENPU","ENSG00000137207, ENSG00000151725",NCBI Info,12
1721,LGL2,"IPO13, LLGL2","ENSG00000117408, ENSG00000073350",NCBI Info,12
264,ESP1,"CRIP2, ESPL1","ENSG00000182809, ENSG00000135476",HGNC,12
430,IRAP,"IL1RN, LNPEP","ENSG00000136689, ENSG00000113441",HGNC,12
404,HRG4,"NRG4, UNC119","ENSG00000169752, ENSG00000109103",HGNC,12
1088, KIP2,"CDKN1C, CIB2","ENSG00000129757, ENSG00000136425",ENSG,12
1630,KFSD,"MBTPS2, SAT1","ENSG00000012174, ENSG00000130066",NCBI Info,12
943,EMT,"ITK, SLC22A3","ENSG00000113263, ENSG00000146477",NCBI Info,12
942,EMC19,"SKP1P1, SKP1","nan, ENSG00000113558",NCBI Info,12
1631,KFSDX,"MBTPS2, SAT1","ENSG00000012174, ENSG00000130066",NCBI Info,12
3066,TGT,"USP14, QTRT1","ENSG00000101557, ENSG00000213339",NCBI Info,12
2544,QP-C,"UQCRQ, UQCRB","ENSG00000164405, ENSG00000156467",NCBI Info,12
1634,KIP1,"CDKN1B, CIB1","ENSG00000111276, ENSG00000185043",NCBI Info,12
1635,KIP2,"CDKN1C, CIB2","ENSG00000129757, ENSG00000136425",NCBI Info,12
1636,KIR,"KIR3DL1, GEM","ENSG00000167633, ENSG00000164949",NCBI Info,12
935,ELK1,"KCNH8, KCNH4","ENSG00000183960, ENSG00000089558",NCBI Info,12
934,ELK,"KCNH8, EPHB1","ENSG00000183960, ENSG00000154928",NCBI Info,12
3167,TRY4,"PRSS3, PRSS1","ENSG00000010438, ENSG00000204983",NCBI Info,12
3935,DPK,"TAOK3, KCNK1","ENSG00000135090, ENSG00000135750",ENSG,12
2890, ZAC,"ZACN, PLAGL1","ENSG00000186919, ENSG00000118495",ENSG,12
1626,KCNA8,"KCNQ1, KCNA4","ENSG00000053918, ENSG00000182255",NCBI Info,12
414,ICIS,"MTUS1, MTUS2","ENSG00000129422, ENSG00000132938",HGNC,12
884,EAP2,"TDP2, EXOSC8","ENSG00000111802, ENSG00000120699",NCBI Info,12
3056,TERA,"VCP, SINHCAF","ENSG00000165280, ENSG00000139146",NCBI Info,12
1696,LAMP,"LAMP3, LSAMP","ENSG00000078081, ENSG00000185565",NCBI Info,12
2624,RMD1,"RMDN1, RMND1","ENSG00000176623, ENSG00000155906",NCBI Info,12
1698,LAN,"DGCR2, ABCB6","ENSG00000070413, ENSG00000115657",NCBI Info,12
3173,TSG,"TWSG1, RASEF","ENSG00000128791, ENSG00000165105",NCBI Info,12
843,DPK,"KCNK1, TAOK3","ENSG00000135750, ENSG00000135090",NCBI Info,12
1707,LBP,"RPSA, EHHADH","ENSG00000168028, ENSG00000113790",NCBI Info,12
1710,LCAD,"ACADL, CALD1","ENSG00000115361, ENSG00000122786",NCBI Info,12
1718,LEURS,"LARS1, LARS2","ENSG00000133706, ENSG00000011376",NCBI Info,12
1719,LFA-1,"ITGB2, ITGAL","ENSG00000160255, ENSG00000005844",NCBI Info,12
4331,HRMT1L3,"PRMT3, PRMT8","ENSG00000185238, ENSG00000111218",ENSG,12
2368, SNRNP65,"RNPC3, USP39","ENSG00000185946, ENSG00000168883",ENSG,12
1018,FBL3,"FBXL2, FBXL3","ENSG00000153558, ENSG00000005812",NCBI Info,12
487, FBL7,"FBXL7, KDM2A","ENSG00000183580, ENSG00000173120",ENSG,12
1107, KLIP1,"CENPU, YIPF3","ENSG00000151725, ENSG00000137207",ENSG,12
237,DRP-1,"CRMP1, DAPK2","ENSG00000072832, ENSG00000035664",HGNC,12
1695,LAMB2,"LMNB2, LAMC1","ENSG00000176619, ENSG00000135862",NCBI Info,12
1693,LAK,"ARL4C, ALPK1","ENSG00000188042, ENSG00000073331",NCBI Info,12
861,DSH,"DVL1P1, ADAR","nan, ENSG00000160710",NCBI Info,12
879,E4,"UBE4A, UBE4B","ENSG00000110344, ENSG00000130939",NCBI Info,12
