,alias_symbol,gene_symbol,ENSG_ID,source,gene_symbol_count
625,CPX,"CPOX, EBP, TBX22","ENSG00000080819, ENSG00000147155, ENSG00000122145",NCBI Info,16
164, CEP2,"CEP250, CDC42EP2","ENSG00000126001, ENSG00000149798",ENSG,16
2694,Rsc8,"SMARCC1, SMARCC2","ENSG00000173473, ENSG00000139613",NCBI Info,16
32, ARP1,"ANGPTL1, APOBEC2","ENSG00000116194, ENSG00000124701",ENSG,16
212, CPX,"TBX22, EBP, CPOX","ENSG00000122145, ENSG00000147155, ENSG00000080819",ENSG,16
248, CYP11B,"CYP11B2, CYP11B1","ENSG00000179142, ENSG00000160882",ENSG,16
1448, MLP1,"ABCC6, MARCKSL1","ENSG00000275331, ENSG00000175130",ENSG,15
2825,SM25H2,"FBXW10B, FBXW10","ENSG00000241322, ENSG00000171931",NCBI Info,15
2838,SMIT2,"SLC5A11, SLC5A3","ENSG00000158865, ENSG00000198743",NCBI Info,15
2411,PN1,"SCN9A, SERPINE2","ENSG00000169432, ENSG00000135919",NCBI Info,15
3035,TCRBV3S1,"TRBV28, TRBV3-1","ENSG00000211753, ENSG00000237702",NCBI Info,15
3034,TCRBV2S1,"TRBV20-1, TRBV2","ENSG00000211747, ENSG00000226660",NCBI Info,15
2560,RAM1,"EDDM3A, SLC20A2","ENSG00000181562, ENSG00000168575",NCBI Info,15
3015,TCRAV2S1,"TRAV12-2, TRAV2","ENSG00000211789, ENSG00000211776",NCBI Info,15
2766,SDH3,"LOC642502, SDHC","nan, ENSG00000143252",NCBI Info,15
2492,PS1,"PSEN1, TAS2R62P","ENSG00000080815, ENSG00000234066",NCBI Info,15
3025,TCRAV9S1,"TRAV16, TRAV9-1","ENSG00000211796, ENSG00000211783",NCBI Info,15
2935,SUT2,"ZC3H14, SLC26A7","ENSG00000100722, ENSG00000147606",NCBI Info,15
3141,TRIM49L2,"TRIM49, TRIM49C","ENSG00000168930, ENSG00000204449",NCBI Info,15
2566,RAR2,"RAB40A, RAB40AL","ENSG00000172476, ENSG00000102128",NCBI Info,15
3137,TRF,"IL5, TRH, TERF1","ENSG00000113525, ENSG00000170893, ENSG00000147601",NCBI Info,15
3231,AGS4,"GPSM3, RNASEH2A","ENSG00000213654, ENSG00000104889",ENSG,15
2493,PS2,"TAS2R64P, PSEN2","ENSG00000256274, ENSG00000143801",NCBI Info,15
3097,TNT,"TNNT1, C16orf82","ENSG00000105048, ENSG00000234186",NCBI Info,15
2379,PIT1,"SLC20A1, POU1F1","ENSG00000144136, ENSG00000064835",NCBI Info,15
146,CDR,"RUNX1T1, AKR1C4","ENSG00000079102, ENSG00000198610",HGNC,15
2337,PEPP2,"RHOXF2, PLEKHA5","ENSG00000131721, ENSG00000052126",NCBI Info,15
2570,RBM2,"RBMY1D, RBMY1A1","ENSG00000244395, ENSG00000234414",NCBI Info,15
2928,STP,"SULT1A1, TRIP10","ENSG00000196502, ENSG00000125733",NCBI Info,15
2933,SUP,"HERPUD1, SNAP25","ENSG00000051108, ENSG00000132639",NCBI Info,15
3121,TRA1,"PLSCR4, HSP90B1","ENSG00000114698, ENSG00000166598",NCBI Info,15
3300,ARP8,"ACTR8, APOBEC3F","ENSG00000113812, ENSG00000128394",ENSG,15
3020,TCRAV4S1,"TRAV26-2, TRAV4","ENSG00000211812, ENSG00000211778",NCBI Info,15
2652,RNU12P,"RNU12, RNU12-2P","ENSG00000276027, ENSG00000201659",NCBI Info,15
3305,ASAP,"MAP9, LINC00467","ENSG00000164114, ENSG00000153363",ENSG,15
3230,AGS3,"GPSM1, RNASEH2C","ENSG00000160360, ENSG00000172922",ENSG,15
2960,TAKR,"AKR1C6P, AKR1E2","nan, ENSG00000165568",NCBI Info,15
2919,STAR,"CD163L1, GUCY2C","ENSG00000177675, ENSG00000070019",NCBI Info,15
2388,PKR2,"PROKR2, PRKAR2A","ENSG00000101292, ENSG00000114302",NCBI Info,15
2669,RPL7P,"RPL7P1, RPL7P32","ENSG00000214485, ENSG00000231006",NCBI Info,15
3128,TRAP-1,"TGFBRAP1, TRAP1","ENSG00000135966, ENSG00000126602",NCBI Info,15
3130,TRAP2,"HSP90B3P, PSMD2","ENSG00000203914, ENSG00000175166",NCBI Info,15
2553,RAD26L,"ERCC6L, ERCC6L2","ENSG00000186871, ENSG00000182150",NCBI Info,15
2359,PHR1,"PLEKHB1, MYCBP2","ENSG00000021300, ENSG00000005810",NCBI Info,15
2882,SPRK,"MAP3K11, SPRR1A","ENSG00000173327, ENSG00000169474",NCBI Info,15
1447, MLP,"CSRP3, MARCKSL1","ENSG00000129170, ENSG00000175130",ENSG,15
3337,B12,"NDUFB3, TNFAIP1","ENSG00000119013, ENSG00000109079",ENSG,15
3112,TPC,"SLC25A19, CCDC6","ENSG00000125454, ENSG00000108091",NCBI Info,15
2617,RIP2,"RIPK2, ARHGEF28","ENSG00000104312, ENSG00000214944",NCBI Info,15
2987,TCEB3L2,"ELOA3P, ELOA3BP","nan, ENSG00000288607",NCBI Info,15
2985,TCEB3C,"ELOA3BP, ELOA3P","ENSG00000288607, nan",NCBI Info,15
2667,RPL17L,"MRPL17, RPL17P7","ENSG00000158042, ENSG00000244716",NCBI Info,15
2336,PEPP1,"RHOXF1, PLEKHA4","ENSG00000101883, ENSG00000105559",NCBI Info,15
2866,SPANXC,"SPANXA2, SPANXD","ENSG00000203926, ENSG00000196406",NCBI Info,15
2476,PRO1278,"SLC25A37, LYZL1","ENSG00000147454, ENSG00000120563",NCBI Info,15
2362,PI,"SERPINA1, GSTP1","ENSG00000197249, ENSG00000084207",NCBI Info,15
2974,TBC1D3L,"TBC1D3, TBC1D3B","ENSG00000274611, ENSG00000274808",NCBI Info,15
3088,TMS-1,"PYCARD, SERINC3","ENSG00000103490, ENSG00000132824",NCBI Info,15
2972,TBC1D3C,"TBC1D3, TBC1D3G","ENSG00000274611, ENSG00000260287",NCBI Info,15
3277,APRIL,"TNFSF13, ANP32B","ENSG00000161955, ENSG00000136938",ENSG,15
3299,ARP3,"ACTR3, APOBEC3A","ENSG00000115091, ENSG00000128383",ENSG,15
3029,TCRBV13S1,"TRBV6-5, TRBV13","ENSG00000211721, ENSG00000276405",NCBI Info,15
2969,TAZ,"WWTR1, TAFAZZIN","ENSG00000018408, ENSG00000102125",NCBI Info,15
3009,TCRAV22S1,"TRAV9-2, TRAV22","ENSG00000211793, ENSG00000211802",NCBI Info,15
1065,FMR1,"FMR1-IT1, FRAXA","nan, nan",NCBI Info,15
1436, MK3,"MAPKAPK3, KCNA3","ENSG00000114738, ENSG00000177272",ENSG,15
315,BMND12,"FBXO33, UGT2B17","ENSG00000165355, ENSG00000197888",NCBI Info,15
111,ALDRP,"ABCD2, AKR1B1P2","ENSG00000173208, nan",NCBI Info,15
165,APP1,"XPNPEP1, PABPC4","ENSG00000108039, ENSG00000090621",NCBI Info,15
167,APRIL,"ANP32B, TNFSF13","ENSG00000136938, ENSG00000161955",NCBI Info,15
195,ARP3,"ACTR3, APOBEC3A","ENSG00000115091, ENSG00000128383",NCBI Info,15
199,ARP8,"APOBEC3F, ACTR8","ENSG00000128394, ENSG00000113812",NCBI Info,15
84,AGS4,"GPSM3, RNASEH2A","ENSG00000213654, ENSG00000104889",NCBI Info,15
312, DEC1,"BHLHE40, DELEC1","ENSG00000134107, ENSG00000173077",ENSG,15
4694,OCT2,"POU2F2, SLC22A2","ENSG00000028277, ENSG00000112499",ENSG,15
198,ARP6,"ACTR6, APOBEC3D","ENSG00000075089, ENSG00000243811",NCBI Info,15
4693,OCT1,"SLC22A1, POU2F1","ENSG00000175003, ENSG00000143190",ENSG,15
237,ATPM,"ATP5PF, ATP5F1A","ENSG00000154723, ENSG00000152234",NCBI Info,15
240,ATS,"SLC2A10, COL4A5","ENSG00000197496, ENSG00000188153",NCBI Info,15
256,B12,"NDUFB3, TNFAIP1","ENSG00000119013, ENSG00000109079",NCBI Info,15
301,BEDP,"APOBEC1, DUSP13","ENSG00000111701, ENSG00000079393",NCBI Info,15
83,AGS3,"GPSM1, RNASEH2C","ENSG00000160360, ENSG00000172922",NCBI Info,15
220,ASPS,"CSNK1D, ASPSCR1","ENSG00000141551, ENSG00000169696",NCBI Info,15
3437,C11orf48,"LBHD1, C11orf98","ENSG00000162194, ENSG00000278615",ENSG,15
348,C11orf48,"C11orf98, LBHD1","ENSG00000278615, ENSG00000162194",NCBI Info,15
72,AG1,"TXNDC12, NBPF10","ENSG00000117862, ENSG00000271425",NCBI Info,15
927,TTP,"ADAMTS13, ZFP36","ENSG00000160323, ENSG00000128016",HGNC,15
898,TMS-1,"PYCARD, SERINC3","ENSG00000103490, ENSG00000132824",HGNC,15
567,CLP1,"HEXIM1, COLEC12","ENSG00000186834, ENSG00000158270",NCBI Info,15
900,TNT,"C16orf82, TNNT1","ENSG00000234186, ENSG00000105048",HGNC,15
903,TPC,"SLC25A19, CCDC6","ENSG00000125454, ENSG00000108091",HGNC,15
915,TRBP,"TARBP2P1, NCOA6","nan, ENSG00000198646",HGNC,15
921,TS,"CACNA1C, TBXAS1","ENSG00000151067, ENSG00000059377",HGNC,15
653,CS1,"SLAMF7, ITPRID2","ENSG00000026751, ENSG00000138434",NCBI Info,15
1028,p6,"S100A12, EXOSC9","ENSG00000163221, ENSG00000123737",HGNC,15
881,TCRBV3S1,"TRBV3-1, TRBV28","ENSG00000237702, ENSG00000211753",HGNC,15
13,A2,"GPHA2, ATP6V0A2","ENSG00000149735, ENSG00000185344",NCBI Info,15
19,A6,"IGKV3D-25, TWF1","nan, ENSG00000151239",NCBI Info,15
21,AAA,"AAA1, APP, AAAS","nan, ENSG00000142192, ENSG00000094914",NCBI Info,15
1475, MRCL3,"CLEC18C, MYL12A","ENSG00000157335, ENSG00000101608",ENSG,15
878, HREP,"FBXW10, FBXW10B","ENSG00000171931, ENSG00000241322",ENSG,15
322,BR,"C12orf73, ITGA2","ENSG00000204954, ENSG00000164171",NCBI Info,15
1619, NIK,"MAP3K14, MAP4K4","ENSG00000006062, ENSG00000071054",ENSG,15
2806, UGT1,"UGT1A1, SLC35A2","ENSG00000241635, ENSG00000102100",ENSG,15
1039,tamo,"SPATA2L, SPATA2","ENSG00000158792, ENSG00000158480",HGNC,15
222,DIP,"GRAMD4, TSC22D3","ENSG00000075240, ENSG00000157514",HGNC,15
581,CMT2,"MAD2L1BP, KIF1B","ENSG00000124688, ENSG00000054523",NCBI Info,15
478,CDD,"SOST, NPPA, CDA","ENSG00000167941, ENSG00000175206, ENSG00000158825",NCBI Info,15
606,CORD5,"PITPNM3, GUCY2D","ENSG00000091622, ENSG00000132518",NCBI Info,15
162, CDR,"AKR1C4, RUNX1T1","ENSG00000198610, ENSG00000079102",ENSG,15
610,COX2,"PTGS2, MTCO2P12","ENSG00000073756, ENSG00000229344",NCBI Info,15
252, CYP2A,"CYP2A13, CYP2A6","ENSG00000197838, ENSG00000255974",ENSG,15
615,CPAD,"CYP2A13, CYP2A7","ENSG00000197838, ENSG00000198077",NCBI Info,15
649,CRT2,"CALR3, SLC16A12","ENSG00000269058, ENSG00000152779",NCBI Info,15
672,CT1.2,"MAGEA2, MAGEA2B","ENSG00000268606, ENSG00000183305",NCBI Info,15
14, ACT,"ACOT7, SERPINA3","ENSG00000097021, ENSG00000196136",ENSG,15
45, ATPM,"ATP5PF, ATP5F1A","ENSG00000154723, ENSG00000152234",ENSG,15
3426,tamo,"SPATA2L, SPATA2","ENSG00000158792, ENSG00000158480",NCBI Info,15
728,CYB560,"SDHC, LOC642502","ENSG00000143252, nan",NCBI Info,15
729,CYBL,"SDHC, LOC642502","ENSG00000143252, nan",NCBI Info,15
600,COD3,"GUCA1A, CACNA1F","ENSG00000048545, ENSG00000102001",NCBI Info,15
731,CYP1,"CYP1A1, CYP27B1","ENSG00000140465, ENSG00000111012",NCBI Info,15
794, HEPIS,"C17orf49, IFTAP","ENSG00000258315, ENSG00000166352",ENSG,15
555,CLECSF13,"CLEC10A, CLEC4F","ENSG00000132514, ENSG00000152672",NCBI Info,15
258,ERF1,"ZFP36L1, TFAP2C","ENSG00000185650, ENSG00000087510",HGNC,15
2387,PKR1,"PROKR1, PRKAR1A","ENSG00000169618, ENSG00000108946",NCBI Info,15
502,CEP1,"CNTRL, CDC42EP1","ENSG00000119397, ENSG00000128283",NCBI Info,15
662, GBP,"PIAS1, TMEM132A","ENSG00000033800, ENSG00000006118",ENSG,15
4585,M130,"CD163, PPP1R12A","ENSG00000177575, ENSG00000058272",ENSG,15
620, FcgammaRIa,"FCGR1A, FCGR1BP","ENSG00000150337, ENSG00000291135",ENSG,15
4575,LOR,"LORICRIN, LOXL2","ENSG00000203782, ENSG00000134013",ENSG,15
476,CDC25,"CDC25C, RASGRF1","ENSG00000158402, ENSG00000058335",NCBI Info,15
206,CaMKIINalpha,"CAMK2N1, CAMK2A","ENSG00000162545, ENSG00000070808",HGNC,15
493, FCGR1,"FCGR1A, FCGR1BP","ENSG00000150337, ENSG00000291135",ENSG,15
517,CHAMP,"CHAMP1, MOV10L1","ENSG00000198824, ENSG00000073146",NCBI Info,15
4638,MPP6,"PALS2, MPHOSPH6","ENSG00000105926, ENSG00000135698",ENSG,15
526,CHL,"CHRDL1, KLHDC8B","ENSG00000101938, ENSG00000185909",NCBI Info,15
2335,PEPP-2,"PLEKHA5, RHOXF2","ENSG00000052126, ENSG00000131721",NCBI Info,15
1690, OCC-1,"FSTL1, C12orf75","ENSG00000163430, ENSG00000235162",ENSG,15
880,TCRBV2S1,"TRBV20-1, TRBV2","ENSG00000211747, ENSG00000226660",HGNC,15
735,CYP2B7,"CYP2B7P, CYP2B6","ENSG00000256612, ENSG00000197408",NCBI Info,15
490, FCG1,"FCGR1A, FCGR1BP","ENSG00000150337, ENSG00000291135",ENSG,15
1468, MP1,"LAMTOR3, PITRM1","ENSG00000109270, ENSG00000107959",ENSG,15
361,C17orf106,"TEN1-CDK3, TEN1","ENSG00000261408, ENSG00000257949",NCBI Info,15
305,GAL7,"LGALS7B, LGALS7","ENSG00000178934, ENSG00000205076",HGNC,15
265,EST,"MAP3K8, SULT1E1","ENSG00000107968, ENSG00000109193",HGNC,15
401,HPIP,"HCFC1R1, PBXIP1","ENSG00000103145, ENSG00000163346",HGNC,15
287,FLJ20375,"FOCAD, KIAA2026","ENSG00000188352, ENSG00000183354",HGNC,15
317,GDN,"MAML3, SERPINE2","ENSG00000196782, ENSG00000135919",HGNC,15
2753, TTP,"ADAMTS13, ZFP36","ENSG00000281244, ENSG00000128016",ENSG,15
329,GLUT8,"SLC2A8, SLC2A12","ENSG00000136856, ENSG00000146411",HGNC,15
2140, RNU12P,"RNU12-2P, RNU12","ENSG00000201659, ENSG00000276027",ENSG,15
255,EP2,"PTGER2, SPAG11B","ENSG00000125384, ENSG00000164871",HGNC,15
2115, RIP2,"RIPK2, ARHGEF28","ENSG00000104312, ENSG00000214944",ENSG,15
403,HREP,"FBXW10, FBXW10B","ENSG00000171931, ENSG00000241322",HGNC,15
229,DNAJ,"DNAJA2, DNAJC14","ENSG00000069345, ENSG00000135392",HGNC,15
2065, RAD26L,"ERCC6L, ERCC6L2","ENSG00000186871, ENSG00000182150",ENSG,15
2411, STP,"TRIP10, SULT1A1","ENSG00000125733, ENSG00000196502",ENSG,15
161,CIP1,"SLC12A9, CDKN1A","ENSG00000146828, ENSG00000124762",HGNC,15
891,TIG1,"GPRC5A, RARRES1","ENSG00000013588, ENSG00000118849",HGNC,15
155,CHAMP,"MOV10L1, CHAMP1","ENSG00000073146, ENSG00000198824",HGNC,15
381,HEPIS,"C17orf49, IFTAP","ENSG00000258315, ENSG00000166352",HGNC,15
541,CK20,"C17orf97, KRT20","ENSG00000187624, ENSG00000171431",NCBI Info,15
2656, TRAP2,"PSMD2, HSP90B3P","ENSG00000175166, ENSG00000203914",ENSG,15
1874,MK,"MVK, ATP7A, MDK","ENSG00000110921, ENSG00000165240, ENSG00000110492",NCBI Info,15
25,AGS4,"GPSM3, RNASEH2A","ENSG00000213654, ENSG00000104889",HGNC,15
2620, TMS-1,"SERINC3, PYCARD","ENSG00000132824, ENSG00000103490",ENSG,15
1342,HCG,"CGA, HTC2, CGB5","ENSG00000135346, nan, ENSG00000189052",NCBI Info,15
2644, TPC,"CCDC6, SLC25A19","ENSG00000108091, ENSG00000125454",ENSG,15
59,ARP3,"APOBEC3A, ACTR3","ENSG00000128383, ENSG00000115091",HGNC,15
61,ARP6,"ACTR6, APOBEC3D","ENSG00000075089, ENSG00000243811",HGNC,15
62,ARP8,"ACTR8, APOBEC3F","ENSG00000113812, ENSG00000128394",HGNC,15
75,B12,"NDUFB3, TNFAIP1","ENSG00000119013, ENSG00000109079",HGNC,15
655,PAP2,"MYBBP1A, PLPPR5","ENSG00000132382, ENSG00000117598",HGNC,15
93,BEDP,"DUSP13, APOBEC1","ENSG00000079393, ENSG00000111701",HGNC,15
704,PN1,"SERPINE2, SCN9A","ENSG00000135919, ENSG00000169432",HGNC,15
2520, TCRBV2S1,"TRBV20-1, TRBV2","ENSG00000211747, ENSG00000282568",ENSG,15
2498, TCRAV4S1,"TRAV26-2, TRAV4","ENSG00000211812, ENSG00000211778",ENSG,15
2484, TAZ,"WWTR1, TAFAZZIN","ENSG00000018408, ENSG00000102125",ENSG,15
427,IMP3,"IGF2BP3, SPPL2A","ENSG00000136231, ENSG00000138600",HGNC,15
458,KOX21,"ZNF37BP, ZNF37A","ENSG00000234420, ENSG00000075407",HGNC,15
876,TCRBV13S1,"TRBV13, TRBV6-5","ENSG00000276405, ENSG00000211721",HGNC,15
2587, TIG1,"RARRES1, GPRC5A","ENSG00000118849, ENSG00000013588",ENSG,15
48,APRIL,"TNFSF13, ANP32B","ENSG00000161955, ENSG00000136938",HGNC,15
665,PAT1,"APPBP2, SLC36A1","ENSG00000062725, ENSG00000123643",HGNC,15
682,PEPP1,"RHOXF1, PLEKHA4","ENSG00000101883, ENSG00000105559",HGNC,15
769,RIP2,"ARHGEF28, RIPK2","ENSG00000214944, ENSG00000104312",HGNC,15
683,PEPP2,"PLEKHA5, RHOXF2","ENSG00000052126, ENSG00000131721",HGNC,15
690,PHR1,"MYCBP2, PLEKHB1","ENSG00000005810, ENSG00000021300",HGNC,15
720,PRC17,"TBC1D3B, TBC1D3","ENSG00000274808, ENSG00000274611",HGNC,15
1934, PN1,"SCN9A, SERPINE2","ENSG00000169432, ENSG00000135919",ENSG,15
744,RAD26L,"ERCC6L2, ERCC6L","ENSG00000182150, ENSG00000186871",HGNC,15
752,RCP,"CRCP, RAB11FIP1","ENSG00000241258, ENSG00000156675",HGNC,15
666,PBF,"PTTG1IP, ZNF395","ENSG00000183255, ENSG00000186918",HGNC,15
1694, OCT3,"POU5F1, SLC22A3","ENSG00000206454, ENSG00000146477",ENSG,15
498,M130,"PPP1R12A, CD163","ENSG00000058272, ENSG00000177575",HGNC,15
1691, OCC1,"C12orf75, FSTL1","ENSG00000235162, ENSG00000163430",ENSG,15
873,TCRAV4S1,"TRAV26-2, TRAV4","ENSG00000211812, ENSG00000211778",HGNC,15
637,P62,"IGF2BP2, GTF2H1","ENSG00000073792, ENSG00000110768",HGNC,15
5019,TCRBV13S1,"TRBV13, TRBV6-5","ENSG00000282407, ENSG00000277110",ENSG,15
624,OX2R,"HCRTR2, CD200R1","ENSG00000137252, ENSG00000163606",HGNC,15
1834, PAP2,"MYBBP1A, PLPPR5","ENSG00000132382, ENSG00000117598",ENSG,15
1781, OX2R,"HCRTR2, CD200R1","ENSG00000137252, ENSG00000163606",ENSG,15
521,ME2,"PCDHB11, CELSR1","ENSG00000197479, ENSG00000075275",HGNC,15
1428,HN3,"PSMB4, MTRNR2L3","ENSG00000159377, nan",NCBI Info,15
3228,UGAT,"SLC35A2, DPAGT1","ENSG00000102100, ENSG00000172269",NCBI Info,15
546,MP1,"LAMTOR3, PITRM1","ENSG00000109270, ENSG00000107959",HGNC,15
1875, PEPP2,"RHOXF2, PLEKHA5","ENSG00000131721, ENSG00000052126",ENSG,15
583,NIK,"MAP4K4, MAP3K14","ENSG00000071054, ENSG00000006062",HGNC,15
1845, PBF,"ZNF395, PTTG1IP","ENSG00000186918, ENSG00000183255",ENSG,15
1844, PAT1,"SLC36A1, APPBP2","ENSG00000123643, ENSG00000062725",ENSG,15
2036,NET5,"TSPAN9, TMEM201","ENSG00000011105, ENSG00000188807",NCBI Info,15
605,OCC-1,"C12orf75, FSTL1","ENSG00000235162, ENSG00000163430",HGNC,15
606,OCC1,"FSTL1, C12orf75","ENSG00000163430, ENSG00000235162",HGNC,15
609,OCT2,"POU2F2, SLC22A2","ENSG00000028277, ENSG00000112499",HGNC,15
608,OCT1,"POU2F1, SLC22A1","ENSG00000143190, ENSG00000175003",HGNC,15
610,OCT3,"POU5F1, SLC22A3","ENSG00000204531, ENSG00000146477",HGNC,15
734,CYP2B,"CYP2B7P, CYP2B6","ENSG00000256612, ENSG00000197408",NCBI Info,15
537,CIP1,"SLC12A9, CDKN1A","ENSG00000146828, ENSG00000124762",NCBI Info,15
3332,beta3Gn-T8,"B3GNTL1, B3GNT8","ENSG00000175711, ENSG00000177191",NCBI Info,15
2119,OCC-1,"C12orf75, FSTL1","ENSG00000235162, ENSG00000163430",NCBI Info,15
542,MLP1,"ABCC6, MARCKSL1","ENSG00000091262, ENSG00000175130",HGNC,15
1919,MRCL3,"MYL12A, CLEC18C","ENSG00000101608, ENSG00000157335",NCBI Info,15
1893, PHR1,"PLEKHB1, MYCBP2","ENSG00000021300, ENSG00000005810",ENSG,15
1474,HSD11,"KNSTRN, HSD11B1","ENSG00000128944, ENSG00000117594",NCBI Info,15
1465,HREP,"FBXW10B, FBXW10","ENSG00000241322, ENSG00000171931",NCBI Info,15
3318,ZNF286C,"FOXO3B, ZNF286B","ENSG00000240445, ENSG00000249459",NCBI Info,15
1457,HPIP,"HCFC1R1, PBXIP1","ENSG00000103145, ENSG00000163346",NCBI Info,15
3313,ZIP3,"SLC39A3, SQSTM1","ENSG00000141873, ENSG00000161011",NCBI Info,15
2117,OBTP,"PRICKLE4, TOMM6","ENSG00000278224, ENSG00000214736",NCBI Info,15
1423,HMS,"CTSC, LINC02381","ENSG00000109861, ENSG00000250742",NCBI Info,15
3316,ZNF183,"RNF113A, NDUFA1","ENSG00000125352, ENSG00000125356",NCBI Info,15
2120,OCC1,"FSTL1, C12orf75","ENSG00000163430, ENSG00000235162",NCBI Info,15
3304,YRRM1,"RBMY1A1, RBMY1D","ENSG00000234414, ENSG00000244395",NCBI Info,15
2123,OCT1,"SLC22A1, POU2F1","ENSG00000175003, ENSG00000143190",NCBI Info,15
2047,NIK,"MAP3K14, MAP4K4","ENSG00000006062, ENSG00000071054",NCBI Info,15
4096,FLJ20375,"KIAA2026, FOCAD","ENSG00000183354, ENSG00000188352",ENSG,15
1364,HEPIS,"IFTAP, C17orf49","ENSG00000166352, ENSG00000258315",NCBI Info,15
3331,beta-1,"B3GNTL1, B3GNT2","ENSG00000175711, ENSG00000170340",NCBI Info,15
538,MK3,"KCNA3, MAPKAPK3","ENSG00000177272, ENSG00000114738",HGNC,15
2124,OCT2,"POU2F2, SLC22A2","ENSG00000028277, ENSG00000112499",NCBI Info,15
3720,CMT2,"MAD2L1BP, KIF1B","ENSG00000124688, ENSG00000054523",ENSG,15
1476,HSD2,"RNU1-4, HSD11B2","ENSG00000207389, ENSG00000176387",NCBI Info,15
667,PBI,"APOBEC3C, SMR3A","ENSG00000244509, ENSG00000109208",HGNC,15
1432,HNRNP,"HNRNPDL, HNRNPC","ENSG00000152795, ENSG00000092199",NCBI Info,15
1034,FCGR1,"FCGR1A, FCGR1BP","ENSG00000150337, ENSG00000198019",NCBI Info,15
1791,MAGE2,"MAGEA2B, MAGEA2","ENSG00000183305, ENSG00000268606",NCBI Info,15
3094, p6,"S100A12, EXOSC9","ENSG00000163221, ENSG00000123737",ENSG,15
2033,NET2,"TSPAN12, SRSF11","ENSG00000106025, ENSG00000116754",NCBI Info,15
4173,GAL7,"LGALS7, LGALS7B","ENSG00000205076, ENSG00000178934",ENSG,15
1909,MP1,"LAMTOR3, PITRM1","ENSG00000109270, ENSG00000107959",NCBI Info,15
1835,ME2,"PCDHB11, CELSR1","ENSG00000197479, ENSG00000075275",NCBI Info,15
1831,MDCR,"YWHAE, PAFAH1B1","ENSG00000108953, ENSG00000007168",NCBI Info,15
1915,MPP6,"PALS2, MPHOSPH6","ENSG00000105926, ENSG00000135698",NCBI Info,15
1771,LYS2,"AASDHPPT, AASDH","ENSG00000149313, ENSG00000157426",NCBI Info,15
1890,MLP1,"MARCKSL1, ABCC6","ENSG00000175130, ENSG00000091262",NCBI Info,15
3896,DIP,"GRAMD4, TSC22D3","ENSG00000075240, ENSG00000157514",ENSG,15
1875,MK2,"MAPKAPK2, KCNA2","ENSG00000162889, ENSG00000177301",NCBI Info,15
1876,MK3,"MAPKAPK3, KCNA3","ENSG00000114738, ENSG00000177272",NCBI Info,15
1747,LOR,"LOXL2, LORICRIN","ENSG00000134013, ENSG00000203782",NCBI Info,15
1744,LNMAT1,"DUXAP10, DUXAP9","nan, nan",NCBI Info,15
1777,M130,"CD163, PPP1R12A","ENSG00000177575, ENSG00000058272",NCBI Info,15
3340,dJ388M5,"HMGN2P9, PNPLA5","nan, ENSG00000100341",NCBI Info,15
2155,OR11-3,"OR7E12P, OR52B4","ENSG00000189398, ENSG00000221996",NCBI Info,15
3658,CDC25,"CDC25C, RASGRF1","ENSG00000158402, ENSG00000058335",ENSG,15
1017,FBI1,"ZBTB7A, AKIRIN2","ENSG00000178951, ENSG00000135334",NCBI Info,15
1676,L24,"IGKV1D-8, RPL24","ENSG00000239819, ENSG00000114391",NCBI Info,15
1661,L1,"CYRIB, IGKV1-16","ENSG00000153310, ENSG00000240864",NCBI Info,15
1341,HCF2,"HCFC2, SERPIND1","ENSG00000111727, ENSG00000099937",NCBI Info,15
3256,UbcM2,"UBE2E4P, UBE2E3","nan, ENSG00000170035",NCBI Info,15
1645,KOX21,"ZNF37A, ZNF37BP","ENSG00000075407, ENSG00000234420",NCBI Info,15
1613,KAL,"ANOS1, SERPINA4","ENSG00000011201, ENSG00000100665",NCBI Info,15
1588,IPS,"SLC27A4, ISYNA1","ENSG00000167114, ENSG00000105655",NCBI Info,15
1574,IMP3,"IGF2BP3, SPPL2A","ENSG00000136231, ENSG00000138600",NCBI Info,15
3270,VR1,"VTRNA1-1, TRPV1","ENSG00000199990, ENSG00000196689",NCBI Info,15
1527,IFITMD8,"TMEM265, PRRT1B","ENSG00000281991, ENSG00000283526",NCBI Info,15
1953,MSPS,"CKAP5, TMPRSS13","ENSG00000175216, ENSG00000137747",NCBI Info,15
2007,NBIA4,"WDR45, C19orf12","ENSG00000196998, ENSG00000131943",NCBI Info,15
3342,eIF-2gA,"EIF2S3B, EIF2S3","ENSG00000180574, ENSG00000130741",NCBI Info,15
1854,MIG12,"TMSB10, MID1IP1","ENSG00000034510, ENSG00000165175",NCBI Info,15
1222,GSTAP2,"GSTA7P, GSTA10P","nan, nan",NCBI Info,15
946,EP2,"SPAG11B, PTGER2","ENSG00000164871, ENSG00000125384",NCBI Info,15
3124, tamo,"SPATA2, SPATA2L","ENSG00000158480, ENSG00000158792",ENSG,15
3384,p33,"LTB, ING1, CD74","ENSG00000227507, ENSG00000153487, ENSG00000019582",NCBI Info,15
2026,NEDMEBA,"TRAPPC6B, SMPD4","ENSG00000182400, ENSG00000136699",NCBI Info,15
776,DDC8,"TIMP2, CEP295NL","ENSG00000035862, ENSG00000178404",NCBI Info,15
2293,PBF,"PTTG1IP, ZNF395","ENSG00000183255, ENSG00000186918",NCBI Info,15
998,FAM25B,"FAM25BP, FAM25G","nan, ENSG00000189090",NCBI Info,15
