gene_symbol,ENSG_ID,alias_symbol,source
MUC1,ENSG00000185499,EMA,HGNC
ETFA,ENSG00000140374,EMA,HGNC
AIMP1,ENSG00000164022,EMAP-2,HGNC
EML5,ENSG00000165521,EMAP-2,HGNC
EML2,ENSG00000125746,EMAP-2,HGNC
SKP1P1,ENSG00000231234,EMC19,HGNC
SKP1,ENSG00000113558,EMC19,HGNC
ITK,ENSG00000113263,EMT,HGNC
SLC22A3,ENSG00000146477,EMT,HGNC
PTGER2,ENSG00000125384,EP2,HGNC
SPAG11B,ENSG00000164871,EP2,HGNC
EPX,ENSG00000121053,EPO,HGNC
TIMP1,ENSG00000102265,EPO,HGNC
BIRC5,ENSG00000089685,EPR-1,HGNC
ELF3,ENSG00000163435,EPR-1,HGNC
ZFP36L1,ENSG00000185650,ERF1,HGNC
TFAP2C,ENSG00000087510,ERF1,HGNC
STING1,ENSG00000184584,ERIS,HGNC
CISD2,ENSG00000145354,ERIS,HGNC
EPCAM,ENSG00000119888,ESA,HGNC
FLOT2,ENSG00000132589,ESA,HGNC
PON1,ENSG00000005421,ESA,HGNC
FLOT2,ENSG00000132589,ESA1,HGNC
KAT5,ENSG00000172977,ESA1,HGNC
TLE4,ENSG00000106829,ESG,HGNC
TLE3,ENSG00000140332,ESG,HGNC
TLE2,ENSG00000065717,ESG,HGNC
TLE1,ENSG00000196781,ESG,HGNC
ESCO1,ENSG00000141446,ESO1,HGNC
CTAG1B,ENSG00000184033,ESO1,HGNC
CTAG1A,ENSG00000268651,ESO1,HGNC
CRIP2,ENSG00000182809,ESP1,HGNC
ESPL1,ENSG00000135476,ESP1,HGNC
MAP3K8,ENSG00000107968,EST,HGNC
SULT1E1,ENSG00000109193,EST,HGNC
LGI1,ENSG00000108231,ETL1,HGNC
SMARCAD1,ENSG00000163104,ETL1,HGNC
FAM138B,ENSG00000226516,F379,HGNC
FAM138F,ENSG00000282591,F379,HGNC
FAM138D,ENSG00000249054,F379,HGNC
FAM138C,ENSG00000218839,F379,HGNC
FAM138A,ENSG00000237613,F379,HGNC
FAM138E,ENSG00000248893,F379,HGNC
PSEN1,ENSG00000080815,FAD,HGNC
BRCA2,ENSG00000139618,FAD,HGNC
FANCD2,ENSG00000144554,FAD,HGNC
FLAD1,ENSG00000160688,FAD1,HGNC
BRCA2,ENSG00000139618,FAD1,HGNC
USP9X,ENSG00000124486,FAF,HGNC
FANCF,ENSG00000183161,FAF,HGNC
FASTK,ENSG00000164896,FAST,HGNC
FOXD3-AS1,ENSG00000230798,FAST,HGNC
FBXL3,ENSG00000005812,FBL3,HGNC
FBXL2,ENSG00000153558,FBL3,HGNC
FBXL5,ENSG00000118564,FBL4,HGNC
FBXL4,ENSG00000112234,FBL4,HGNC
FBXL5,ENSG00000118564,FBL5,HGNC
FBXL4,ENSG00000112234,FBL5,HGNC
FBXL6,ENSG00000182325,FBL6,HGNC
FBXL7,ENSG00000183580,FBL6,HGNC
FBXL7,ENSG00000183580,FBL7,HGNC
KDM2A,ENSG00000173120,FBL7,HGNC
FUBP1,ENSG00000162613,FBP,HGNC
RAB14,ENSG00000119396,FBP,HGNC
FBXO8,ENSG00000164117,FBS,HGNC
FBRS,ENSG00000156860,FBS,HGNC
FBXO44,ENSG00000132879,FBX30,HGNC
FBXW7,ENSG00000109670,FBX30,HGNC
GTF2E1,ENSG00000153767,FE,HGNC
GTF2E2,ENSG00000197265,FE,HGNC
FTH1,ENSG00000167996,FHC,HGNC
MYBPC3,ENSG00000134571,FHC,HGNC
GOPC,ENSG00000047932,FIG,HGNC
DEPP1,ENSG00000165507,FIG,HGNC
IL36A,ENSG00000136694,FIL1,HGNC
IL36B,ENSG00000136696,FIL1,HGNC
IL36RN,ENSG00000136695,FIL1,HGNC
IL37,ENSG00000125571,FIL1,HGNC
PUF60,ENSG00000179950,FIR,HGNC
FARP2,ENSG00000006607,FIR,HGNC
SUSD4,ENSG00000143502,FLJ10052,HGNC
TLR5,ENSG00000187554,FLJ10052,HGNC
PCMTD2,ENSG00000203880,FLJ10883,HGNC
PCMTD1,ENSG00000168300,FLJ10883,HGNC
FOCAD,ENSG00000188352,FLJ20375,HGNC
KIAA2026,ENSG00000183354,FLJ20375,HGNC
TMEM231,ENSG00000205084,FLJ22167,HGNC
CHST5,ENSG00000135702,FLJ22167,HGNC
SLC35F4,ENSG00000151812,FLJ37712,HGNC
SLC35F3,ENSG00000183780,FLJ37712,HGNC
ARHGEF35,ENSG00000213214,FLJ43692,HGNC
CTAGE4,ENSG00000225932,FLJ43692,HGNC
CEP43,ENSG00000213066,FOP,HGNC
CHTOP,ENSG00000160679,FOP,HGNC
SDHA,ENSG00000073578,FP,HGNC
PTGFR,ENSG00000122420,FP,HGNC
MSX2,ENSG00000120149,FPP,HGNC
ALX4,ENSG00000052850,FPP,HGNC
PGAP2,ENSG00000148985,FRAG1,HGNC
ATAD5,ENSG00000176208,FRAG1,HGNC
SFRP1,ENSG00000104332,FRP,HGNC
FSTL1,ENSG00000163430,FRP,HGNC
FST,ENSG00000134363,FS,HGNC
GBGT1,ENSG00000148288,FS,HGNC
AIFM2,ENSG00000042286,FSP1,HGNC
ATL1,ENSG00000198513,FSP1,HGNC
S100A4,ENSG00000196154,FSP1,HGNC
TNNT3,ENSG00000130595,FSSV,HGNC
TNNI2,ENSG00000130598,FSSV,HGNC
FUS,ENSG00000089280,FUS1,HGNC
TUSC2,ENSG00000114383,FUS1,HGNC
ATF6B,ENSG00000213676,G13,HGNC
GNA13,ENSG00000120063,G13,HGNC
PBX2,ENSG00000204304,G17,HGNC
SLC38A3,ENSG00000188338,G17,HGNC
GPSM3,ENSG00000213654,G18,HGNC
CISH,ENSG00000114737,G18,HGNC
KIAA1549L,ENSG00000110427,G2,HGNC
PRRC2A,ENSG00000204469,G2,HGNC
CRYGEP,ENSG00000229150,G2,HGNC
GAGE2E,ENSG00000275113,GAGE8,HGNC
GAGE2D,,GAGE8,HGNC
LGALS7B,ENSG00000178934,GAL7,HGNC
LGALS7,ENSG00000205076,GAL7,HGNC
PAGR1,ENSG00000280789,GAS,HGNC
GALNS,ENSG00000141012,GAS,HGNC
VOPP1,ENSG00000154978,GASP,HGNC
GPRASP1,ENSG00000198932,GASP,HGNC
TMEM132A,ENSG00000006118,GBP,HGNC
HADHA,ENSG00000084754,GBP,HGNC
PIAS1,ENSG00000033800,GBP,HGNC
LGALS1,ENSG00000100097,GBP,HGNC
SLC25A22,ENSG00000177542,GC1,HGNC
OLFM4,ENSG00000102837,GC1,HGNC
SOD2,ENSG00000112096,GC1,HGNC
GUCA1A,ENSG00000048545,GCAP,HGNC
ALPG,ENSG00000163286,GCAP,HGNC
TRMT6,ENSG00000089195,GCD10,HGNC
CRLS1,ENSG00000088766,GCD10,HGNC
GMCL2,ENSG00000244234,GCL,HGNC
GCA,ENSG00000115271,GCL,HGNC
KAT2A,ENSG00000108773,GCN5,HGNC
KAT2B,ENSG00000114166,GCN5,HGNC
TUBGCP2,ENSG00000130640,GCP2,HGNC
GOLGA4,ENSG00000144674,GCP2,HGNC
FOLH1,ENSG00000086205,GCP2,HGNC
GCLC,ENSG00000001084,GCS,HGNC
UGCG,ENSG00000148154,GCS,HGNC
GLUD1,ENSG00000148672,GDH,HGNC
CRYL1,ENSG00000165475,GDH,HGNC
MAML3,ENSG00000196782,GDN,HGNC
SERPINE2,ENSG00000135919,GDN,HGNC
SMN1,ENSG00000172062,GEMIN1,HGNC
SMN2,ENSG00000205571,GEMIN1,HGNC
RMND5B,ENSG00000145916,GID2,HGNC
RMND5A,ENSG00000153561,GID2,HGNC
MIF,ENSG00000240972,GIF,HGNC
MT3,ENSG00000087250,GIF,HGNC
CCN1,ENSG00000142871,GIG1,HGNC
NKG7,ENSG00000105374,GIG1,HGNC
C1QTNF1,ENSG00000173918,GIP,HGNC
GNAI2,ENSG00000114353,GIP,HGNC
PPP1R3B,ENSG00000173281,GL,HGNC
OSTM1,ENSG00000081087,GL,HGNC
EHMT1,ENSG00000181090,GLP,HGNC
GOLGA6A,ENSG00000159289,GLP,HGNC
ZGLP1,ENSG00000220201,GLP-1,HGNC
GCG,ENSG00000115263,GLP-1,HGNC
GCG,ENSG00000115263,GLP1,HGNC
ZGLP1,ENSG00000220201,GLP1,HGNC
GRIK3,ENSG00000163873,GLUR7,HGNC
GRM7,ENSG00000196277,GLUR7,HGNC
SLC2A10,ENSG00000197496,GLUT10,HGNC
SLC2A11,ENSG00000133460,GLUT10,HGNC
SLC2A8,ENSG00000136856,GLUT8,HGNC
SLC2A12,ENSG00000146411,GLUT8,HGNC
GOLT1A,ENSG00000174567,GOT1,HGNC
GOLT1B,ENSG00000111711,GOT1,HGNC
ADRM1,ENSG00000130706,GP110,HGNC
CD68,ENSG00000129226,GP110,HGNC
LRPPRC,ENSG00000138095,GP130,HGNC
IL6ST,ENSG00000134352,GP130,HGNC
PTPRC,ENSG00000081237,GP180,HGNC
CPD,ENSG00000108582,GP180,HGNC
CD7,ENSG00000173762,GP40,HGNC
PDPN,ENSG00000162493,GP40,HGNC
GPBAR1,ENSG00000179921,GPCR,HGNC
OXER1,ENSG00000162881,GPCR,HGNC
NCOA2,ENSG00000140396,GRIP1,HGNC
LGALS12,ENSG00000133317,GRIP1,HGNC
UCMA,ENSG00000165623,GRP,HGNC
LGALSL,ENSG00000119862,GRP,HGNC
DDX25,ENSG00000109832,GRTH,HGNC
THRB,ENSG00000151090,GRTH,HGNC
MYO5A,ENSG00000197535,GS1,HGNC
PUDP,ENSG00000130021,GS1,HGNC
RAB27A,ENSG00000069974,GS2,HGNC
PNPLA4,ENSG00000006757,GS2,HGNC
FRK,ENSG00000111816,GTK,HGNC
KYAT1,ENSG00000171097,GTK,HGNC
NPR2,ENSG00000159899,GUCY2B,HGNC
NPR3,ENSG00000113389,GUCY2B,HGNC
GALNT17,ENSG00000185274,GalNAc-T5L,HGNC
GALNTL5,ENSG00000106648,GalNAc-T5L,HGNC
RLN1,ENSG00000107018,H1,HGNC
CLIC4,ENSG00000169504,H1,HGNC
VPS45,ENSG00000136631,H1,HGNC
RLN2,ENSG00000107014,H2,HGNC
FGFR1,ENSG00000077782,H2,HGNC
TUBA3D,ENSG00000075886,H2-ALPHA,HGNC
TUBA4A,ENSG00000127824,H2-ALPHA,HGNC
H2AC8,ENSG00000277075,H2A.1,HGNC
H2AC17,ENSG00000278677,H2A.1,HGNC
H2AB2,ENSG00000277858,H2A.B.1,HGNC
H2AB3,ENSG00000277745,H2A.B.1,HGNC
H2AC18,ENSG00000203812,H2A/q,HGNC
H2AC20,ENSG00000184260,H2A/q,HGNC
H2BC4,ENSG00000180596,H2B.1,HGNC
H2BC21,ENSG00000184678,H2B.1,HGNC
FGFR1,ENSG00000077782,H3,HGNC
RLN3,ENSG00000171136,H3,HGNC
H3C14,ENSG00000203811,H3,HGNC
H3C3,ENSG00000287080,H3.1,HGNC
H3C6,ENSG00000274750,H3.1,HGNC
H4C6,ENSG00000274618,H4,HGNC
CCDC6,ENSG00000108091,H4,HGNC
FGFR1,ENSG00000077782,H4,HGNC
SEPTIN4,ENSG00000108387,H5,HGNC
SEPTIN5,ENSG00000184702,H5,HGNC
FGFR1,ENSG00000077782,H5,HGNC
ST14,ENSG00000149418,HAI,HGNC
SPINT1,ENSG00000166145,HAI,HGNC
RTN3,ENSG00000133318,HAP,HGNC
RARB,ENSG00000077092,HAP,HGNC
ANKS4B,ENSG00000175311,HARP,HGNC
ANGPTL2,ENSG00000136859,HARP,HGNC
PANK2,ENSG00000125779,HARP,HGNC
SMARCAL1,ENSG00000138375,HARP,HGNC
HMHB1,ENSG00000158497,HB-1,HGNC
PEG10,ENSG00000242265,HB-1,HGNC
HDLBP,ENSG00000115677,HBP,HGNC
HEBP1,ENSG00000013583,HBP,HGNC
SLBP,ENSG00000163950,HBP,HGNC
AZU1,ENSG00000172232,HBP,HGNC
SCN2A,ENSG00000136531,HBSCI,HGNC
SCN1A,ENSG00000144285,HBSCI,HGNC
CYCSP38,ENSG00000259513,HC2,HGNC
PSMA1,ENSG00000129084,HC2,HGNC
SERPIND1,ENSG00000099937,HC2,HGNC
CYCSP24,ENSG00000227666,HC3,HGNC
PSMA2,ENSG00000106588,HC3,HGNC
CYCSP1,ENSG00000271423,HC5,HGNC
PSMB1,ENSG00000008018,HC5,HGNC
PSMA3,ENSG00000100567,HC8,HGNC
CYCSP35,ENSG00000233549,HC8,HGNC
HCAR2,ENSG00000182782,HCA2,HGNC
MAGEC3,ENSG00000165509,HCA2,HGNC
ADCY10,ENSG00000143199,HCA2,HGNC
HCAR3,ENSG00000255398,HCA3,HGNC
MAGEE2,ENSG00000186675,HCA3,HGNC
DCD,ENSG00000161634,HCAP,HGNC
SMC3,ENSG00000108055,HCAP,HGNC
MRPS11,ENSG00000181991,HCC-2,HGNC
CCL15,ENSG00000275718,HCC-2,HGNC
RBMS1,ENSG00000153250,HCC-4,HGNC
CCL16,ENSG00000275152,HCC-4,HGNC
MOB2,ENSG00000182208,HCCA2,HGNC
YY1AP1,ENSG00000163374,HCCA2,HGNC
LETMD1,ENSG00000050426,HCCR-2,HGNC
BRI3BP,ENSG00000184992,HCCR-2,HGNC
CGB5,ENSG00000189052,HCG,HGNC
CGA,ENSG00000135346,HCG,HGNC
XAB2,ENSG00000076924,HCNP,HGNC
PEBP1,ENSG00000089220,HCNP,HGNC
AMBP,ENSG00000106927,HCP,HGNC
CPOX,ENSG00000080819,HCP,HGNC
PTPN6,ENSG00000111679,HCP,HGNC
SLC46A1,ENSG00000076351,HCP1,HGNC
CYCSP51,ENSG00000229357,HCP1,HGNC
PDE7A,ENSG00000205268,HCP1,HGNC
PRMT1,ENSG00000126457,HCP1,HGNC
EIF2AK1,ENSG00000086232,HCR,HGNC
CCRL2,ENSG00000121797,HCR,HGNC
CCHCR1,ENSG00000204536,HCR,HGNC
CYCS,ENSG00000172115,HCS,HGNC
HLCS,ENSG00000159267,HCS,HGNC
SPAG11B,ENSG00000164871,HE2,HGNC
SPAG11A,ENSG00000178287,HE2,HGNC
GJB6,ENSG00000121742,HED,HGNC
EDA,ENSG00000158813,HED,HGNC
EPHB6,ENSG00000106123,HEP,HGNC
DNLZ,ENSG00000213221,HEP,HGNC
C17orf49,ENSG00000258315,HEPIS,HGNC
IFTAP,ENSG00000166352,HEPIS,HGNC
IL6,ENSG00000136244,HGF,HGNC
SOS1,ENSG00000115904,HGF,HGNC
LLGL2,ENSG00000073350,HGL,HGNC
LIPF,ENSG00000182333,HGL,HGNC
ZMPSTE24,ENSG00000084073,HGPS,HGNC
ROBO3,ENSG00000154134,HGPS,HGNC
LMNA,ENSG00000160789,HGPS,HGNC
YTHDF2,ENSG00000198492,HGRG8,HGNC
YTHDF2P1,ENSG00000270503,HGRG8,HGNC
PTHLH,ENSG00000087494,HHM,HGNC
CCNDBP1,ENSG00000166946,HHM,HGNC
ABCC8,ENSG00000006071,HI,HGNC
AKAP4,ENSG00000147081,HI,HGNC
ST13,ENSG00000100380,HIP,HGNC
RPL29,ENSG00000162244,HIP,HGNC
HHIP,ENSG00000164161,HIP,HGNC
REG3A,ENSG00000172016,HIP,HGNC
VIS1,,HIS1,HGNC
HEXIM1,ENSG00000186834,HIS1,HGNC
HTN1,ENSG00000126550,HIS1,HGNC
HOOK1,ENSG00000134709,HK1,HGNC
KCNA4,ENSG00000182255,HK1,HGNC
KIF2A,ENSG00000068796,HK2,HGNC
HOOK2,ENSG00000095066,HK2,HGNC
KCNA5,ENSG00000130037,HK2,HGNC
GCK,ENSG00000106633,HK4,HGNC
KCNA2,ENSG00000177301,HK4,HGNC
LIPC,ENSG00000166035,HL,HGNC
HMGCL,ENSG00000117305,HL,HGNC
DNAH6,ENSG00000115423,HL-2,HGNC
ITLN2,ENSG00000158764,HL-2,HGNC
SKIC2,ENSG00000204351,HLP,HGNC
HAP1,ENSG00000173805,HLP,HGNC
GZMB,ENSG00000100453,HLP,HGNC
HPCAL1,ENSG00000115756,HLP2,HGNC
DDX3X,ENSG00000215301,HLP2,HGNC
PEA15,ENSG00000162734,HMAT1,HGNC
ALG1,ENSG00000033011,HMAT1,HGNC
MLH1,ENSG00000076242,HNPCC,HGNC
MSH2,ENSG00000095002,HNPCC,HGNC
RREB1,ENSG00000124782,HNT,HGNC
NTM,ENSG00000182667,HNT,HGNC
STIP1,ENSG00000168439,HOP,HGNC
HOPX,ENSG00000171476,HOP,HGNC
HCFC1R1,ENSG00000103145,HPIP,HGNC
PBXIP1,ENSG00000163346,HPIP,HGNC
AP3B1,ENSG00000132842,HPS2,HGNC
TFF1,ENSG00000160182,HPS2,HGNC
FBXW10,ENSG00000171931,HREP,HGNC
FBXW10B,ENSG00000241322,HREP,HGNC
NRG4,ENSG00000169752,HRG4,HGNC
UNC119,ENSG00000109103,HRG4,HGNC
HCLS1,ENSG00000180353,HS1,HGNC
EEF1A2,ENSG00000101210,HS1,HGNC
YWHAQ,ENSG00000134308,HS1,HGNC
HSD17B2,ENSG00000086696,HSD17,HGNC
HSD17B1,ENSG00000108786,HSD17,HGNC
OR2A9P,ENSG00000228960,HSDJ0798C17,HGNC
OR2A7,ENSG00000243896,HSDJ0798C17,HGNC
SGSH,ENSG00000181523,HSS,HGNC
PANK2,ENSG00000125779,HSS,HGNC
GFER,ENSG00000127554,HSS,HGNC
SPAG9,ENSG00000008294,HSS,HGNC
NDST2,ENSG00000166507,HSST2,HGNC
SULT2B1,ENSG00000088002,HSST2,HGNC
TNXA,ENSG00000248290,HXBL,HGNC
TNXB,ENSG00000168477,HXBL,HGNC
NR1D2,ENSG00000174738,HZF2,HGNC
ZNF267,ENSG00000185947,HZF2,HGNC
MAGT1,ENSG00000102158,IAP,HGNC
IAPP,ENSG00000121351,IAP,HGNC
CD47,ENSG00000196776,IAP,HGNC
ALPI,ENSG00000163295,IAP,HGNC
DEF6,ENSG00000023892,IBP,HGNC
TSPO,ENSG00000100300,IBP,HGNC
MTUS1,ENSG00000129422,ICIS,HGNC
MTUS2,ENSG00000132938,ICIS,HGNC
CLNS1A,ENSG00000074201,ICln,HGNC
CLNS1AP1,ENSG00000213335,ICln,HGNC
DGCR2,ENSG00000070413,IDD,HGNC
COL9A3,ENSG00000092758,IDD,HGNC
IFNA21,ENSG00000137080,IFN-alphaI,HGNC
IFNA17,ENSG00000234829,IFN-alphaI,HGNC
LRP1,ENSG00000123384,IGFBP-3R,HGNC
TMEM219,ENSG00000149932,IGFBP-3R,HGNC
IGHV4-30-2,,IGHV4-3,HGNC
IGHV4-30-4,,IGHV4-3,HGNC
IL20,ENSG00000162891,IL-20,HGNC
IL17B,ENSG00000127743,IL-20,HGNC
IL21,ENSG00000138684,IL-21,HGNC
IL17C,ENSG00000124391,IL-21,HGNC
IL22,ENSG00000127318,IL-21,HGNC
MYDGF,ENSG00000074842,IL-25,HGNC
IL25,ENSG00000166090,IL-25,HGNC
MYDGF,ENSG00000074842,IL-27,HGNC
IL17D,ENSG00000172458,IL-27,HGNC
IL27,ENSG00000197272,IL-27,HGNC
IL7,ENSG00000104432,IL-7,HGNC
LINC02605,ENSG00000261618,IL-7,HGNC
TLN2,ENSG00000171914,ILWEQ,HGNC
TLN1,ENSG00000137076,ILWEQ,HGNC
HIP1R,ENSG00000130787,ILWEQ,HGNC
HIP1,ENSG00000127946,ILWEQ,HGNC
IMMP2L,ENSG00000184903,IMP2,HGNC
SPPL3,ENSG00000157837,IMP2,HGNC
IGF2BP3,ENSG00000136231,IMP3,HGNC
SPPL2A,ENSG00000138600,IMP3,HGNC
ATP5IF1,ENSG00000130770,IP,HGNC
PTGIR,ENSG00000160013,IP,HGNC
KPNB1,ENSG00000108424,IPOB,HGNC
SOD2,ENSG00000112096,IPOB,HGNC
IL1RN,ENSG00000136689,IRAP,HGNC
LNPEP,ENSG00000113441,IRAP,HGNC
EIF1,ENSG00000173812,ISO1,HGNC
SRR,ENSG00000167720,ISO1,HGNC
SMARCA1,ENSG00000102038,ISWI,HGNC
SMARCA5,ENSG00000153147,ISWI,HGNC
IGKJ1,ENSG00000211597,J1,HGNC
TRGJ1,ENSG00000211690,J1,HGNC
IGKJ2,ENSG00000211596,J2,HGNC
TRGJ2,ENSG00000211687,J2,HGNC
BATF3,ENSG00000123685,JDP1,HGNC
DNAJC12,ENSG00000108176,JDP1,HGNC
RYKP1,ENSG00000263219,JTK5,HGNC
RYK,ENSG00000163785,JTK5,HGNC
RAP2A,ENSG00000125249,K-REV,HGNC
RAP1B,ENSG00000127314,K-REV,HGNC
SECTM1,ENSG00000141574,K12,HGNC
KRT12,ENSG00000187242,K12,HGNC
KCNG1,ENSG00000026559,K13,HGNC
KRT13,ENSG00000171401,K13,HGNC
KRT7,ENSG00000135480,K7,HGNC
RBPJP4,,K7,HGNC
CDKN3,ENSG00000100526,KAP,HGNC
NAPSA,ENSG00000131400,KAP,HGNC
KIFAP3,ENSG00000075945,KAP-1,HGNC
TRIM28,ENSG00000130726,KAP-1,HGNC
RBMXL1,ENSG00000213516,KAT3,HGNC
KYAT3,ENSG00000137944,KAT3,HGNC
GOT2,ENSG00000125166,KAT4,HGNC
TAF1,ENSG00000147133,KAT4,HGNC
GLS,ENSG00000115419,KGA,HGNC
KCNJ3,ENSG00000162989,KGA,HGNC
KANK4,ENSG00000132854,KIAA0172,HGNC
KANK1,ENSG00000107104,KIAA0172,HGNC
ANKS1A,ENSG00000064999,KIAA0229,HGNC
TCP11,ENSG00000124678,KIAA0229,HGNC
RALGPS1,ENSG00000136828,KIAA0351,HGNC
RALGPS2,ENSG00000116191,KIAA0351,HGNC
LRRC37A,ENSG00000176681,KIAA0563,HGNC
LRRC37A3,ENSG00000176809,KIAA0563,HGNC
SIN3B,ENSG00000127511,KIAA0700,HGNC
SIN3A,ENSG00000169375,KIAA0700,HGNC
MAGI2,ENSG00000187391,KIAA0705,HGNC
ACTRT1,ENSG00000123165,KIAA0705,HGNC
JPT2,ENSG00000206053,KIAA1426,HGNC
CRAMP1,ENSG00000007545,KIAA1426,HGNC
CIB2,ENSG00000136425,KIP2,HGNC
CDKN1C,ENSG00000129757,KIP2,HGNC
KIR2DL5B,,KIR2DL5,HGNC
KIR2DL5A,ENSG00000274143,KIR2DL5,HGNC
YIPF3,ENSG00000137207,KLIP1,HGNC
CENPU,ENSG00000151725,KLIP1,HGNC
ZW10,ENSG00000086827,KNTC1AP,HGNC
ZWILCH,ENSG00000174442,KNTC1AP,HGNC
MIS12,ENSG00000167842,KNTC2AP,HGNC
ZWINT,ENSG00000122952,KNTC2AP,HGNC
ZNF37BP,ENSG00000234420,KOX21,HGNC
ZNF37A,ENSG00000075407,KOX21,HGNC
ZNF33A,ENSG00000189180,KOX31,HGNC
ZNF33B,ENSG00000196693,KOX31,HGNC
OXSM,ENSG00000151093,KS,HGNC
COL18A1,ENSG00000182871,KS,HGNC
CXCL14,ENSG00000145824,KS1,HGNC
ZNF382,ENSG00000161298,KS1,HGNC
TMEM72,ENSG00000187783,KSP37,HGNC
FGFBP2,ENSG00000137441,KSP37,HGNC
RPL11,ENSG00000142676,L11,HGNC
JPT2,ENSG00000206053,L11,HGNC
RPL12,ENSG00000197958,L12,HGNC
RSL1D1,ENSG00000171490,L12,HGNC
MRPL13,ENSG00000172172,L13,HGNC
RPL13,ENSG00000167526,L13,HGNC
MRPL13,ENSG00000172172,L13A,HGNC
RPL13A,ENSG00000142541,L13A,HGNC
CCDC34,ENSG00000109881,L15,HGNC
RPL15,ENSG00000174748,L15,HGNC
IGKV1-12,ENSG00000243290,L19,HGNC
RPL19,ENSG00000108298,L19,HGNC
SIK3,ENSG00000160584,L19,HGNC
ZACN,ENSG00000186919,L2,HGNC
PPFIBP1,ENSG00000110841,L2,HGNC
RPL30,ENSG00000156482,L30,HGNC
RSL24D1,ENSG00000137876,L30,HGNC
RPL5,ENSG00000122406,L5,HGNC
KNCN,ENSG00000162456,L5,HGNC
TM4SF1,ENSG00000169908,L6,HGNC
MED10,ENSG00000133398,L6,HGNC
RPL6,ENSG00000089009,L6,HGNC
RPL8,ENSG00000161016,L8,HGNC
IGKV1-9,ENSG00000241755,L8,HGNC
IGKV1-8,ENSG00000240671,L9,HGNC
RPL9,ENSG00000163682,L9,HGNC
ACSL1,ENSG00000151726,LACS2,HGNC
ACSL6,ENSG00000164398,LACS2,HGNC
CTAG1A,ENSG00000268651,LAGE2A,HGNC
CTAG1B,ENSG00000184033,LAGE2A,HGNC
TSC1,ENSG00000165699,LAM,HGNC
TSC2,ENSG00000103197,LAM,HGNC
LSAMP,ENSG00000185565,LAMP,HGNC
LAMP3,ENSG00000078081,LAMP,HGNC
ACP2,ENSG00000134575,LAP,HGNC
CEBPB,ENSG00000172216,LAP,HGNC
LAP3,ENSG00000002549,LAP,HGNC
CENPJ,ENSG00000151849,LAP,HGNC
TRAF3,ENSG00000131323,LAP1,HGNC
TOR1AIP1,ENSG00000143337,LAP1,HGNC
ANPEP,ENSG00000166825,LAP1,HGNC
ERBIN,ENSG00000112851,LAP2,HGNC
TMPO,ENSG00000120802,LAP2,HGNC
LAT,ENSG00000213658,LAT1,HGNC
SLC7A5,ENSG00000103257,LAT1,HGNC
L1CAM-AS1,ENSG00000273769,LCA10,HGNC
CEP290,ENSG00000198707,LCA10,HGNC
ITGB2,ENSG00000160255,LFA-1,HGNC
ITGAL,ENSG00000005844,LFA-1,HGNC
LHX1,ENSG00000273706,LIM1,HGNC
MIP,ENSG00000135517,LIM1,HGNC
CENPJ,ENSG00000151849,LIP1,HGNC
STK11IP,ENSG00000144589,LIP1,HGNC
ANXA2P3,ENSG00000216740,LIP2,HGNC
ANXA2,ENSG00000182718,LIP2,HGNC
NUSAP1,ENSG00000137804,LNP,HGNC
LNPK,ENSG00000144320,LNP,HGNC
ACP6,ENSG00000162836,LPAP,HGNC
PTPRCAP,ENSG00000213402,LPAP,HGNC
PLPP1,ENSG00000067113,LPP1,HGNC
VANGL2,ENSG00000162738,LPP1,HGNC
CREBRF,ENSG00000164463,LRF,HGNC
ZBTB7A,ENSG00000178951,LRF,HGNC
P2RX5,ENSG00000083454,LRH-1,HGNC
NR5A2,ENSG00000116833,LRH-1,HGNC
PTPRA,ENSG00000132670,LRP,HGNC
RPSA,ENSG00000168028,LRP,HGNC
MVP,ENSG00000013364,LRP,HGNC
LRP1,ENSG00000123384,LRP,HGNC
LRP10,ENSG00000197324,LRP9,HGNC
SORL1,ENSG00000137642,LRP9,HGNC
LST1,ENSG00000204482,LST-1,HGNC
SLCO1B1,ENSG00000134538,LST-1,HGNC
ABCF2,ENSG00000033050,M-ABC1,HGNC
ABCB8,ENSG00000197150,M-ABC1,HGNC
ABCB10P1,ENSG00000274099,M-ABC2,HGNC
ABCB10,ENSG00000135776,M-ABC2,HGNC
PPP1R12A,ENSG00000058272,M130,HGNC
CD163,ENSG00000177575,M130,HGNC
ITGB2,ENSG00000160255,MAC-1,HGNC
ITGAM,ENSG00000169896,MAC-1,HGNC
MXD1,ENSG00000059728,MAD1,HGNC
MAD1L1,ENSG00000002822,MAD1,HGNC
MXI1,ENSG00000119950,MAD2,HGNC
MAD2L1,ENSG00000164109,MAD2,HGNC
LMNA,ENSG00000160789,MADA,HGNC
AMPD1,ENSG00000116748,MADA,HGNC
ADAM10,ENSG00000137845,MADM,HGNC
NRBP1,ENSG00000115216,MADM,HGNC
MASP1,ENSG00000127241,MAP-1,HGNC
MOAP1,ENSG00000165943,MAP-1,HGNC
MLANA,ENSG00000120215,MART1,HGNC
RTL1,ENSG00000254656,MART1,HGNC
STK26,ENSG00000134602,MASK,HGNC
ANKHD1,ENSG00000131503,MASK,HGNC
PEA15,ENSG00000162734,MAT1,HGNC
MNAT1,ENSG00000020426,MAT1,HGNC
PSMB5,ENSG00000100804,MB1,HGNC
