HGNC ID	Approved symbol	Gene group ID
HGNC:2043	CLDN21	
HGNC:2044	CLDN22	488
HGNC:17591	CLDN23	488
HGNC:37200	CLDN24	488
HGNC:37218	CLDN25	488
HGNC:51259	CLDN34	
HGNC:1322	CLDND1	
HGNC:28511	CLDND2	
HGNC:24355	CLEC1A	1298
HGNC:24356	CLEC1B	1298
HGNC:24191	CLEC2A	1298
HGNC:2053	CLEC2B	1298
HGNC:14351	CLEC2D	1298
HGNC:21969	CLEC2L	1298
HGNC:2052	CLEC3A	1298
HGNC:11891	CLEC3B	1298
HGNC:13257	CLEC4A	1298|471
HGNC:13258	CLEC4C	1298|471
HGNC:14554	CLEC4D	1298|471
HGNC:14555	CLEC4E	1298
HGNC:25357	CLEC4F	1298
HGNC:24591	CLEC4G	1298
HGNC:33502	CLEC4GP1	
HGNC:13523	CLEC4M	471
HGNC:52651	CLEC4OP	
HGNC:2054	CLEC5A	1298
HGNC:14556	CLEC6A	1298
HGNC:14558	CLEC7A	1298|471|1253
HGNC:26705	CLEC9A	1298|471
HGNC:16916	CLEC10A	1298|471
HGNC:10576	CLEC11A	1298
HGNC:31713	CLEC12A	1298|471
HGNC:53407	CLEC12A-AS1	1987
HGNC:31966	CLEC12B	1298
HGNC:19832	CLEC14A	1298
HGNC:29013	CLEC16A	1298
HGNC:34520	CLEC17A	1298
HGNC:30388	CLEC18A	1487|1298
HGNC:33849	CLEC18B	1487|1298
HGNC:28538	CLEC18C	1487|1298
HGNC:34522	CLEC19A	1298
HGNC:34521	CLEC20A	1298
HGNC:24462	CLECL1P	
HGNC:14557	CLECSF11	
HGNC:2055	CLG	
HGNC:2056	CLG1	
HGNC:2057	CLG4A	
HGNC:2058	CLG4B	
HGNC:2059	CLGI	
HGNC:2060	CLGN	
HGNC:26453	CLHC1	2229
HGNC:2061	CLI	
HGNC:2062	CLIC1	307
HGNC:2066	CLIC1L	
HGNC:32691	CLIC1P1	
HGNC:2063	CLIC2	307
HGNC:2064	CLIC3	307
HGNC:13518	CLIC4	307
HGNC:49797	CLIC4P1	
HGNC:49798	CLIC4P2	
HGNC:49799	CLIC4P3	
HGNC:13517	CLIC5	307
HGNC:2065	CLIC6	307
HGNC:14057	CLIM1	
HGNC:23186	CLINT1	
HGNC:10461	CLIP1	
HGNC:48586	CLIP1-AS1	1987
HGNC:2586	CLIP2	
HGNC:24314	CLIP3	403
HGNC:26108	CLIP4	403
HGNC:2068	CLK1	480
HGNC:2069	CLK2	480
HGNC:2070	CLK2P1	
HGNC:2071	CLK3	480
HGNC:49785	CLK3P1	
HGNC:49786	CLK3P2	
HGNC:13659	CLK4	480
HGNC:29841	CLLU1	1992
HGNC:24070	CLLU1-AS1	1987
HGNC:2072	CLM	
HGNC:52287	CLMAT3	1992
HGNC:19972	CLMN	
HGNC:24039	CLMP	1414|593
HGNC:2074	CLN3	
HGNC:2075	CLN4	
HGNC:2076	CLN5	
HGNC:2077	CLN6	
HGNC:2078	CLN7	
HGNC:2079	CLN8	1374
HGNC:55523	CLN8-AS1	1987
HGNC:32782	CLN9	
HGNC:17438	CLNK	741
HGNC:2080	CLNS1A	
HGNC:2081	CLNS1AP1	
HGNC:2082	CLOCK	486|420|2127
HGNC:16999	CLP1	
HGNC:2083	CLPA	
HGNC:30664	CLPB	413|587|403
HGNC:2084	CLPP	413
HGNC:2085	CLPS	
HGNC:21251	CLPSL1	
HGNC:21250	CLPSL2	
HGNC:2087	CLPTM1	
HGNC:24308	CLPTM1L	
HGNC:49023	CLPTM1LP1	
HGNC:2088	CLPX	413|2290
HGNC:12605	CLRN1	1473
HGNC:30895	CLRN1-AS1	1987
HGNC:33939	CLRN2	1473
HGNC:20795	CLRN3	1473
HGNC:2089	CLS	
HGNC:19715	CLSPN	
HGNC:17447	CLSTN1	24
HGNC:17448	CLSTN2	24
HGNC:49095	CLSTN2-AS1	1987
HGNC:18371	CLSTN3	24
HGNC:2090	CLTA	1647
HGNC:2091	CLTB	1647
HGNC:2092	CLTC	1647
HGNC:41321	CLTC-IT1	
HGNC:2093	CLTCL1	1647
HGNC:2094	CLTCL2	
HGNC:29437	CLTRN	
HGNC:2095	CLU	1639|1691
HGNC:19009	CLUAP1	1491|1981
HGNC:29094	CLUH	1691
HGNC:38416	CLUHP1	
HGNC:38453	CLUHP2	
HGNC:28447	CLUHP3	
HGNC:38470	CLUHP4	
HGNC:38471	CLUHP5	
HGNC:51571	CLUHP6	
HGNC:51570	CLUHP7	
HGNC:51573	CLUHP8	
HGNC:51572	CLUHP9	
HGNC:51574	CLUHP10	
HGNC:51806	CLUHP11	
HGNC:2096	CLUL1	
HGNC:23139	CLVS1	
HGNC:23046	CLVS2	
HGNC:25678	CLXN	863|2019
HGNC:18355	CLYBL	1691
HGNC:39893	CLYBL-AS1	1987
HGNC:39894	CLYBL-AS2	1987
HGNC:56191	CLYBL-AS3	1987
HGNC:39892	CLYBL-IT1	
HGNC:2097	CMA1	1636
HGNC:2098	CMAHP	1613
HGNC:2099	CMAR	
HGNC:18290	CMAS	
HGNC:25090	CMBL	
HGNC:28783	CMC1	645
HGNC:24447	CMC2	645
HGNC:35428	CMC4	
HGNC:2100	CMD1	
HGNC:2101	CMD1A	
HGNC:2102	CMD1B	
HGNC:2103	CMD1C	
HGNC:2104	CMD1D	
HGNC:2105	CMD1E	
HGNC:2106	CMD1F	
HGNC:2107	CMD1G	
HGNC:2108	CMD1H	
HGNC:2109	CMD1J	
HGNC:14541	CMD1K	
HGNC:32552	CMD1Q	
HGNC:2110	CMD2A	
HGNC:2111	CMD3A	
HGNC:2112	CMDJ	
HGNC:2113	CMH1	
HGNC:2114	CMH2	
HGNC:2115	CMH3	
HGNC:2116	CMH4	
HGNC:24319	CMIP	1691
HGNC:2117	CMK	
HGNC:2118	CMKAR1	
HGNC:2119	CMKBR9	
HGNC:2120	CMKBRL1	
HGNC:2121	CMKLR1	218
HGNC:4463	CMKLR2	218
HGNC:48602	CMKLR2-AS	1987
HGNC:2122	CMKRL1	
HGNC:2123	CMKRL2	
HGNC:2124	CMM	
HGNC:2125	CMOAT	
HGNC:18170	CMPK1	
HGNC:56924	CMPK1P1	
HGNC:56925	CMPK1P2	
HGNC:27015	CMPK2	
HGNC:2126	CMR1A	
HGNC:2127	CMR2A	
HGNC:2128	CMR3A	
HGNC:28666	CMSS1	
HGNC:2129	CMT1A	
HGNC:2130	CMT1B	
HGNC:2131	CMT2A	
HGNC:2132	CMT2B	
HGNC:14684	CMT2D	
HGNC:2133	CMT4A	
HGNC:2134	CMT4B	
HGNC:19172	CMTM1	978
HGNC:19173	CMTM2	978
HGNC:19174	CMTM3	978
HGNC:19175	CMTM4	978
HGNC:19176	CMTM5	978
HGNC:19177	CMTM6	978
HGNC:19178	CMTM7	978
HGNC:19179	CMTM8	978
HGNC:21077	CMTR1	2062|579
HGNC:25635	CMTR2	2062
HGNC:2136	CMTX1	
HGNC:2137	CMTX2	
HGNC:2138	CMTX3	
HGNC:14302	CMYA2	
HGNC:14305	CMYA5	555|59|396
HGNC:2139	CNA1	
HGNC:2140	CNA2	
HGNC:26663	CNBD1	
HGNC:16145	CNBD2	
HGNC:13164	CNBP	74
HGNC:2141	CNC2	
HGNC:2142	CNCA1	
HGNC:2143	CNCA2	
HGNC:2144	CNCG1	
HGNC:2145	CNCG2	
HGNC:2146	CNCG3	
HGNC:2147	CNCG3L	
HGNC:20675	CNDP1	1443
HGNC:24437	CNDP2	1443
HGNC:26759	CNEP1R1	
HGNC:55037	CNEP1R1P1	
HGNC:30183	CNFN	
HGNC:2148	CNGA1	250
HGNC:2149	CNGA2	250
HGNC:2150	CNGA3	250
HGNC:2152	CNGA4	250
HGNC:2151	CNGB1	250
HGNC:2153	CNGB3	250
HGNC:19431	CNIH1	2326
HGNC:28744	CNIH2	2326
HGNC:26802	CNIH3	2326
HGNC:41163	CNIH3-AS1	1987
HGNC:41162	CNIH3-AS2	1987
HGNC:25013	CNIH4	2326
HGNC:19700	CNKSR1	760|682|1220
HGNC:19701	CNKSR2	1220|760|682
HGNC:23034	CNKSR3	760|1220
HGNC:17005	CNMD	457
HGNC:2155	CNN1	
HGNC:2156	CNN2	
HGNC:39526	CNN2P1	
HGNC:39527	CNN2P2	
HGNC:39528	CNN2P3	
HGNC:39529	CNN2P4	
HGNC:39530	CNN2P5	
HGNC:39531	CNN2P6	
HGNC:39532	CNN2P7	
HGNC:39533	CNN2P8	
HGNC:39534	CNN2P9	
HGNC:39535	CNN2P10	
HGNC:39536	CNN2P11	
HGNC:39834	CNN2P12	
HGNC:2157	CNN3	
HGNC:54176	CNN3-DT	1990
HGNC:38666	CNN3P1	
HGNC:102	CNNM1	1801
HGNC:103	CNNM2	1801
HGNC:104	CNNM3	1801
HGNC:53592	CNNM3-DT	1990
HGNC:105	CNNM4	1801|1691
HGNC:7877	CNOT1	1835|1023|1492|2128
HGNC:7878	CNOT2	1023
HGNC:7879	CNOT3	1023
HGNC:7880	CNOT4	1023|58|725
HGNC:39272	CNOT4P1	
HGNC:14100	CNOT5	
HGNC:14099	CNOT6	1023
HGNC:18042	CNOT6L	1023
HGNC:32355	CNOT6LP1	
HGNC:14101	CNOT7	1023
HGNC:44248	CNOT7P1	
HGNC:44249	CNOT7P2	
HGNC:9207	CNOT8	1023
HGNC:10445	CNOT9	1023|1492
HGNC:23817	CNOT10	769|1023
HGNC:41031	CNOT10-AS1	1987
HGNC:25217	CNOT11	1023
HGNC:2158	CNP	
HGNC:25220	CNPPD1	
HGNC:27786	CNPY1	2320
HGNC:13529	CNPY2	2320
HGNC:55480	CNPY2-AS1	1987
HGNC:11968	CNPY3	2320
HGNC:28631	CNPY4	2320
HGNC:2159	CNR1	202
HGNC:2160	CNR2	202
HGNC:24546	CNRIP1	
HGNC:2161	CNRS1	
HGNC:2162	CNRS2	
HGNC:2164	CNRS4	
HGNC:2165	CNRS5	
HGNC:2166	CNRS6	
HGNC:2167	CNRS7	
HGNC:2168	CNRS8	
HGNC:26486	CNST	694
HGNC:26847	CNTD1	
HGNC:2169	CNTF	1264
HGNC:2170	CNTFR	555|594
HGNC:48712	CNTFR-AS1	1987
HGNC:23432	CNTLN	
HGNC:2171	CNTN1	1909|593
HGNC:2172	CNTN2	593|1909
HGNC:2173	CNTN3	1909|593
HGNC:2174	CNTN4	593|1909
HGNC:39985	CNTN4-AS1	1987
HGNC:39986	CNTN4-AS2	1987
HGNC:2175	CNTN5	1909|593
HGNC:2176	CNTN6	593|1909
HGNC:8011	CNTNAP1	1969
HGNC:13830	CNTNAP2	1969
HGNC:40657	CNTNAP2-AS1	1987
HGNC:13834	CNTNAP3	1969
HGNC:32035	CNTNAP3B	1969
HGNC:53878	CNTNAP3C	1969
HGNC:49591	CNTNAP3P1	
HGNC:49589	CNTNAP3P2	
HGNC:49580	CNTNAP3P3	
HGNC:49581	CNTNAP3P4	
HGNC:49588	CNTNAP3P5	
HGNC:49583	CNTNAP3P6	
HGNC:49585	CNTNAP3P7	
HGNC:49586	CNTNAP3P8	
HGNC:49587	CNTNAP3P9	
HGNC:18747	CNTNAP4	1969
HGNC:18748	CNTNAP5	1969
HGNC:55794	CNTNAP5-DT	1990
HGNC:1858	CNTRL	
HGNC:29616	CNTROB	
HGNC:2177	CO	
HGNC:21868	COA1	645|1387
HGNC:56995	COA1P1	
HGNC:24990	COA3	645
HGNC:24604	COA4	489|645
HGNC:33848	COA5	645
HGNC:18025	COA6	645
HGNC:40825	COA6-AS1	1987
HGNC:25716	COA7	645
HGNC:20492	COA8	645
HGNC:29932	COASY	
HGNC:22199	COBL	
HGNC:23571	COBLL1	1835
HGNC:55060	COBLP1	
HGNC:2178	COCA1	
HGNC:2179	COCA2	
HGNC:2180	COCH	
HGNC:2181	COD1	
HGNC:2182	COD2	
HGNC:6545	COG1	493
HGNC:6546	COG2	493
HGNC:18619	COG3	493
HGNC:18620	COG4	493
HGNC:14857	COG5	493
HGNC:18621	COG6	493
HGNC:18622	COG7	493
HGNC:18623	COG8	493
HGNC:2184	COIL	
HGNC:19927	COILP1	
HGNC:25389	COILP2	
HGNC:2197	COL1A1	2247
HGNC:2198	COL1A2	2247
HGNC:53133	COL1A2-AS1	1987
HGNC:2199	COL1AR	
HGNC:2200	COL2A1	2247
HGNC:2201	COL3A1	2247|1691
HGNC:2202	COL4A1	2249
HGNC:2203	COL4A2	2249|1691
HGNC:40156	COL4A2-AS1	1987
HGNC:39849	COL4A2-AS2	1987
HGNC:2204	COL4A3	2249
HGNC:2206	COL4A4	2249
HGNC:2207	COL4A5	2249
HGNC:2208	COL4A6	2249
HGNC:2209	COL5A1	2247
HGNC:31368	COL5A1-AS1	1987
HGNC:2210	COL5A2	2247|1691
HGNC:14864	COL5A3	2247
HGNC:2211	COL6A1	490
HGNC:2212	COL6A2	490
HGNC:55814	COL6A2-DT	1990
HGNC:2213	COL6A3	490
HGNC:33484	COL6A4P1	490
HGNC:38501	COL6A4P2	490
HGNC:26674	COL6A5	490
HGNC:27023	COL6A6	490
HGNC:2214	COL7A1	490|555|1691
HGNC:2215	COL8A1	1641|2249
HGNC:2216	COL8A2	2249|1641
HGNC:2217	COL9A1	2248|575
HGNC:2218	COL9A2	575|2248
HGNC:2219	COL9A3	2248|575
HGNC:2185	COL10A1	2249|1641
HGNC:2186	COL11A1	2247
HGNC:2187	COL11A2	2247
HGNC:13947	COL11A2P1	
HGNC:2188	COL12A1	2248|575|555
HGNC:2189	COL12A1L	
HGNC:2190	COL13A1	2250
HGNC:2191	COL14A1	2248|555
HGNC:2192	COL15A1	2252|575
HGNC:2193	COL16A1	2248
HGNC:2194	COL17A1	2251|1691
HGNC:2195	COL18A1	1691|2252
HGNC:23132	COL18A1-AS1	1987
HGNC:40155	COL18A1-AS2	1987
HGNC:2196	COL19A1	2248
HGNC:14670	COL20A1	2248|555
HGNC:17025	COL21A1	2248
HGNC:22989	COL22A1	2248
HGNC:22990	COL23A1	2250
HGNC:20821	COL24A1	2247
HGNC:18603	COL25A1	2250
HGNC:32963	COL25A1-DT	1990
HGNC:18038	COL26A1	540|490
HGNC:22986	COL27A1	2247|1691
HGNC:22442	COL28A1	490
HGNC:33789	COLCA1	1992
HGNC:2220	COLEC10	491|1298|1638
HGNC:17213	COLEC11	491|1298|1638
HGNC:16016	COLEC12	1253|491|1298
HGNC:26182	COLGALT1	439
HGNC:16790	COLGALT2	439
HGNC:2224	COLL6	
HGNC:2225	COLOT1	
HGNC:2226	COLQ	1691
HGNC:51196	COMETT	1992
HGNC:23024	COMMD1	979|1557
HGNC:24993	COMMD2	979
HGNC:23332	COMMD3	979|1557
HGNC:48326	COMMD3-BMI1	
HGNC:26027	COMMD4	979|1557
HGNC:51909	COMMD4P1	
HGNC:51910	COMMD4P2	
HGNC:17902	COMMD5	979
HGNC:56190	COMMD5P1	
HGNC:24015	COMMD6	979|1557
HGNC:16223	COMMD7	979|1557
HGNC:26036	COMMD8	979|1557
HGNC:25014	COMMD9	979|1557
HGNC:30201	COMMD10	979|1557
HGNC:2227	COMP	2231
HGNC:2228	COMT	2063|1691
HGNC:26309	COMTD1	2063
HGNC:2229	COP	
HGNC:17440	COP1	58|1835|1491|362
HGNC:55666	COP1-DT	1990
HGNC:31900	COP1P1	
HGNC:2230	COPA	1917|542|362
HGNC:2231	COPB1	1493|1917
HGNC:2232	COPB2	1917|362
HGNC:55579	COPB2-DT	1990
HGNC:2233	COPD	
HGNC:53171	COPDA1	1992
HGNC:2234	COPE	1917
HGNC:2236	COPG1	1493|1917|1691
HGNC:2237	COPG2	1493|1917
HGNC:2238	COPG2IT1	1992
HGNC:28848	COPRS	
HGNC:54677	COPRSP1	
HGNC:30747	COPS2	932
HGNC:2239	COPS3	932
HGNC:56728	COPS3P1	
HGNC:16702	COPS4	932
HGNC:2240	COPS5	932|999
HGNC:24332	COPS5P1	
HGNC:45266	COPS5P2	
HGNC:21749	COPS6	999|932
HGNC:16758	COPS7A	932
HGNC:16760	COPS7B	932
HGNC:24335	COPS8	932
HGNC:55816	COPS8-DT	1990
HGNC:45269	COPS8P1	
HGNC:45270	COPS8P2	
HGNC:45271	COPS8P3	
HGNC:21314	COPS9	
HGNC:2241	COPT1	
HGNC:2242	COPT2	
HGNC:2243	COPZ1	1917|1691
HGNC:19356	COPZ2	1917|1691
HGNC:25223	COQ2	
HGNC:18175	COQ3	2063
HGNC:19693	COQ4	
HGNC:28722	COQ5	2063
HGNC:20233	COQ6	2258
HGNC:2244	COQ7	
HGNC:55362	COQ7-DT	1990
HGNC:16812	COQ8A	
HGNC:19041	COQ8B	
HGNC:25302	COQ9	
HGNC:26515	COQ10A	
HGNC:25819	COQ10B	
HGNC:44912	COQ10BP1	
HGNC:44913	COQ10BP2	
HGNC:2245	CORD1	
HGNC:2246	CORD2	
HGNC:2247	CORD4	
HGNC:2248	CORD5	
HGNC:2249	CORD6	
HGNC:2250	CORD7	
HGNC:2251	CORD8	
HGNC:15969	CORD9	
HGNC:48676	CORD17	
HGNC:19012	CORIN	1404|2020
HGNC:2252	CORO1A	362|495
HGNC:55367	CORO1A-AS1	1987
HGNC:2253	CORO1B	495|362
HGNC:2254	CORO1C	362|495
HGNC:55002	CORO1CP1	
HGNC:2255	CORO2A	495|362
HGNC:2256	CORO2B	362|495
HGNC:21356	CORO6	362|495
HGNC:26161	CORO7	495|362
HGNC:44424	CORO7-PAM16	
HGNC:20888	CORS2	
HGNC:2257	CORT	542
HGNC:17065	CORTBP1	
HGNC:51610	COSMOC	1992
HGNC:2258	COT	
HGNC:18304	COTL1	
HGNC:2086	COTL1P1	
HGNC:24322	COTL1P2	
HGNC:2265	COX4I1	643
HGNC:2266	COX4I1P1	
HGNC:38036	COX4I1P2	
HGNC:16232	COX4I2	643
HGNC:2267	COX5A	643
HGNC:2268	COX5AP1	
HGNC:20005	COX5AP2	
HGNC:2269	COX5B	643
HGNC:2270	COX5BP1	
HGNC:2271	COX5BP2	
HGNC:2272	COX5BP3	
HGNC:2273	COX5BP4	
HGNC:2274	COX5BP5	
HGNC:2275	COX5BP6	
HGNC:2276	COX5BP7	
HGNC:39083	COX5BP8	
HGNC:2277	COX6A1	643
HGNC:2278	COX6A1P1	
HGNC:35239	COX6A1P2	
HGNC:37633	COX6A1P3	
HGNC:56621	COX6A1P4	
HGNC:56622	COX6A1P5	
HGNC:56623	COX6A1P6	
HGNC:56624	COX6A1P7	
HGNC:2279	COX6A2	643
HGNC:2280	COX6B1	643
HGNC:2281	COX6B1P1	
HGNC:2282	COX6B1P2	
HGNC:2283	COX6B1P3	
HGNC:2284	COX6B1P4	
HGNC:37675	COX6B1P5	
HGNC:37676	COX6B1P6	
HGNC:37677	COX6B1P7	
HGNC:24380	COX6B2	643
HGNC:2285	COX6C	643
HGNC:2286	COX6CP1	
HGNC:16600	COX6CP2	
HGNC:31721	COX6CP3	
HGNC:32374	COX6CP4	
HGNC:42791	COX6CP5	
HGNC:47037	COX6CP6	
HGNC:49359	COX6CP7	
HGNC:49360	COX6CP8	
HGNC:49361	COX6CP9	
HGNC:49362	COX6CP10	
HGNC:49363	COX6CP11	
HGNC:49364	COX6CP12	
HGNC:49365	COX6CP13	
HGNC:49366	COX6CP14	
HGNC:49368	COX6CP15	
HGNC:49367	COX6CP16	
HGNC:49369	COX6CP17	
HGNC:49370	COX6CP18	
HGNC:2287	COX7A1	643
HGNC:2288	COX7A2	643
HGNC:2289	COX7A2L	645
HGNC:20006	COX7A2P1	
HGNC:2290	COX7A2P2	
HGNC:2291	COX7B	643
HGNC:24381	COX7B2	643
HGNC:16529	COX7BP1	
HGNC:16601	COX7BP2	
HGNC:56507	COX7BP3	
HGNC:56508	COX7BP4	
HGNC:56585	COX7BP6	
HGNC:2292	COX7C	643|1691
HGNC:2293	COX7CP1	
HGNC:56510	COX7CP2	
HGNC:56511	COX7CP3	
HGNC:56512	COX7CP4	
HGNC:2294	COX8A	643
HGNC:31395	COX8BP	
HGNC:24382	COX8C	643
HGNC:56920	COX8CP1	
HGNC:2260	COX10	645
HGNC:38873	COX10-DT	1990
HGNC:2261	COX11	645
HGNC:2262	COX11P1	
HGNC:28216	COX14	645
HGNC:2263	COX15	645
HGNC:20213	COX16	645
HGNC:57007	COX16P1	
HGNC:2264	COX17	645
HGNC:24341	COX17P1	
HGNC:26801	COX18	645
HGNC:28074	COX19	645
HGNC:26970	COX20	645
HGNC:31435	COX20P1	
HGNC:43772	COX20P2	
HGNC:2295	CP	
HGNC:2296	CPA1	1321
HGNC:2297	CPA2	1321
HGNC:2298	CPA3	1321
HGNC:15740	CPA4	1321
HGNC:15722	CPA5	1321
HGNC:17245	CPA6	1321
HGNC:23228	CPAMD8	1234
HGNC:58113	CPAMD8P1	
HGNC:30998	CPAT1	
HGNC:2299	CPB1	1321
HGNC:2300	CPB2	1321
HGNC:39898	CPB2-AS1	1987
HGNC:2301	CPD	1321
HGNC:2302	CPD1	
HGNC:53102	CPDP1	
HGNC:2303	CPE	1321|1691
HGNC:21744	CPEB1	
HGNC:27523	CPEB1-AS1	1987
HGNC:21745	CPEB2	725
HGNC:49082	CPEB2-DT	1990
HGNC:21746	CPEB3	725
HGNC:21747	CPEB4	725
HGNC:26159	CPED1	
HGNC:2304	CPETR	
HGNC:2305	CPETR1	
HGNC:2306	CPETR2	
HGNC:2307	CPETRL2	
HGNC:31714	CPHL1P	
HGNC:51815	CPHXL	
HGNC:55919	CPHXL2	
HGNC:2308	CPL1	
HGNC:25801	CPLANE1	1610
HGNC:56117	CPLANE1-AS1	1987
HGNC:28127	CPLANE2	1610
HGNC:2309	CPLX1	2318
HGNC:2310	CPLX2	2318
HGNC:27652	CPLX3	2318
HGNC:24330	CPLX4	2318
HGNC:2311	CPM	1321
HGNC:55992	CPMER	1992
HGNC:2312	CPN1	1321
HGNC:2313	CPN2	1321
HGNC:2314	CPNE1	829
HGNC:2315	CPNE2	829
HGNC:55398	CPNE2-DT	1990
HGNC:2316	CPNE3	829
HGNC:2317	CPNE4	829|1691
HGNC:2318	CPNE5	829
HGNC:2319	CPNE6	829
HGNC:2320	CPNE7	829
HGNC:23498	CPNE8	829
HGNC:53937	CPNE8-AS1	1987
HGNC:24336	CPNE9	829
HGNC:21011	CPO	1321
HGNC:2321	CPOX	
HGNC:2322	CPP	
HGNC:25632	CPPED1	
HGNC:16910	CPQ	1321
HGNC:2323	CPS1	1408
HGNC:30102	CPS1-IT1	1989
HGNC:2324	CPSF1	1450|1691
HGNC:19251	CPSF1P1	
HGNC:54959	CPSF1P2	
HGNC:2325	CPSF2	1450|1615
HGNC:2326	CPSF3	1615|1450|1687
HGNC:2327	CPSF4	1450|73
HGNC:33632	CPSF4L	73
HGNC:13871	CPSF6	2101|725
HGNC:57009	CPSF6P1	
HGNC:30098	CPSF7	2101|725
HGNC:2328	CPT1A	
HGNC:2329	CPT1B	
HGNC:18540	CPT1C	
HGNC:2330	CPT2	
HGNC:49538	CPT2P1	
HGNC:28116	CPTP	
HGNC:14399	CPVL	1321
HGNC:40685	CPVL-AS1	1987
HGNC:56138	CPVL-AS2	1987
HGNC:2331	CPX	
HGNC:2332	CPXCR1	28
HGNC:15771	CPXM1	1321
HGNC:26977	CPXM2	1321
HGNC:2333	CPZ	1321
HGNC:2334	CR1	1639|471|454|1179
HGNC:40160	CR1-AS1	1987
HGNC:2335	CR1L	1179
HGNC:2336	CR2	1179|1639|471
HGNC:2337	CR3A	
HGNC:2338	CRABP1	550
HGNC:2339	CRABP2	550
HGNC:20574	CRAC1	
HGNC:29219	CRACD	
HGNC:33454	CRACDL	
HGNC:28657	CRACR2A	863
HGNC:28703	CRACR2B	863
HGNC:2340	CRADD	959
HGNC:56184	CRADD-AS1	1987
HGNC:56563	CRADDP1	
HGNC:14122	CRAMP1	532
HGNC:2341	CRARF	
HGNC:2342	CRAT	
HGNC:2343	CRB1	1223
HGNC:18688	CRB2	1223
HGNC:20237	CRB3	1223
HGNC:49684	CRB3P1	
HGNC:30185	CRBN	
HGNC:17888	CRCP	726
HGNC:29875	CRCT1	
HGNC:2344	CRD	
HGNC:2345	CREB1	506
HGNC:2346	CREB2	
HGNC:2347	CREB3	1691|1970
HGNC:18856	CREB3L1	1970
HGNC:23720	CREB3L2	1970
HGNC:41030	CREB3L2-AS1	1987
HGNC:18855	CREB3L3	1970
HGNC:18854	CREB3L4	1970
HGNC:16844	CREB5	506|28
HGNC:2348	CREBBP	91|1232|486
HGNC:2350	CREBL2	506
HGNC:24050	CREBRF	506
HGNC:24905	CREBZF	506
HGNC:2351	CREG1	
HGNC:14272	CREG2	
HGNC:14630	CRELD1	
HGNC:28150	CRELD2	
HGNC:2352	CREM	506
HGNC:2353	CRFB4	
HGNC:2354	CRG	
HGNC:2355	CRH	1902
HGNC:2356	CRHBP	
HGNC:2357	CRHR1	266
HGNC:2358	CRHR2	266
HGNC:2359	CRIM1	1660
HGNC:54057	CRIM1-DT	1990
HGNC:2360	CRIP1	1218
HGNC:44516	CRIP1P1	
HGNC:44517	CRIP1P2	
HGNC:44518	CRIP1P3	
HGNC:44519	CRIP1P4	
HGNC:2361	CRIP2	1218
HGNC:17751	CRIP3	1218
HGNC:26619	CRIPAK	
HGNC:14312	CRIPT	
HGNC:11701	CRIPTO	
HGNC:11703	CRIPTO3	
HGNC:42350	CRIPTOP1	
HGNC:11702	CRIPTOP2	
HGNC:11704	CRIPTOP4	
HGNC:11705	CRIPTOP5	
HGNC:11706	CRIPTOP6	
HGNC:11707	CRIPTOP7	
HGNC:304	CRISP1	1355
HGNC:12024	CRISP2	1355
HGNC:16904	CRISP3	1355
HGNC:18206	CRISPLD1	
HGNC:25248	CRISPLD2	
HGNC:2362	CRK	741
HGNC:58106	CRK-AS1	1987
HGNC:2363	CRKL	741
HGNC:2364	CRLF1	555
HGNC:14281	CRLF2	555|715
HGNC:17177	CRLF3	555
HGNC:54732	CRLF3P1	
HGNC:54733	CRLF3P2	
HGNC:54742	CRLF3P3	
HGNC:16148	CRLS1	
HGNC:26393	CRMA	1992
HGNC:2365	CRMP1	1446
HGNC:37078	CRNDE	1992
HGNC:15762	CRNKL1	1507|1508|1516|1510
HGNC:1230	CRNN	1350|863
HGNC:21299	CROCC	
HGNC:51677	CROCC2	
HGNC:33602	CROCCP1	
HGNC:28170	CROCCP2	
HGNC:29405	CROCCP3	
HGNC:43864	CROCCP4	
HGNC:43865	CROCCP5	
HGNC:2366	CROT	
HGNC:2367	CRP	1143
HGNC:2368	CRPP1	
HGNC:37276	CRPPA	
HGNC:48962	CRPPA-AS1	1987
HGNC:2369	CRS	
HGNC:2373	CRSP4	
HGNC:2374	CRSP5	
HGNC:14882	CRTAC1	
HGNC:24313	CRTAM	1855|471|590|592
HGNC:2379	CRTAP	1925
HGNC:16062	CRTC1	
HGNC:54616	CRTC1P1	
HGNC:27301	CRTC2	
HGNC:26148	CRTC3	
HGNC:51433	CRTC3-AS1	1987
HGNC:2381	CRTL2	
HGNC:2382	CRTM	
HGNC:2383	CRX	521
HGNC:2384	CRY1	2258
HGNC:2385	CRY2	2258
HGNC:2386	CRYA1	
HGNC:2387	CRYA2	
HGNC:2388	CRYAA	585
HGNC:51901	CRYAA2	
HGNC:2389	CRYAB	585
HGNC:2390	CRYB1	
HGNC:2391	CRYB2A	
HGNC:2392	CRYB2B	
HGNC:2393	CRYB3	
HGNC:2394	CRYBA1	1359
HGNC:2395	CRYBA2	1359
HGNC:2396	CRYBA4	1359
HGNC:2397	CRYBB1	1359
HGNC:2398	CRYBB2	1359
HGNC:2399	CRYBB2P1	
HGNC:2400	CRYBB3	1359
HGNC:356	CRYBG1	1360
HGNC:17295	CRYBG2	1360
HGNC:34427	CRYBG3	1360
HGNC:2401	CRYG1	
HGNC:2402	CRYG2	
HGNC:2403	CRYG3	
