HGNC ID	Approved symbol	Gene group ID
HGNC:44128	LRP4-AS1	1987
HGNC:6697	LRP5	634
HGNC:25323	LRP5L	
HGNC:6698	LRP6	634
HGNC:6699	LRP7	
HGNC:6700	LRP8	634
HGNC:52561	LRP8-DT	1990
HGNC:14553	LRP10	634
HGNC:16936	LRP11	634
HGNC:31708	LRP12	634
HGNC:6701	LRPAP1	
HGNC:15714	LRPPRC	645|2290|1823
HGNC:19742	LRR1	909
HGNC:14307	LRRC1	
HGNC:14676	LRRC2	
HGNC:15571	LRRC2-AS1	1987
HGNC:54785	LRRC2P1	
HGNC:14965	LRRC3	
HGNC:43636	LRRC3-DT	1990
HGNC:28105	LRRC3B	
HGNC:55847	LRRC3B-AS1	1987
HGNC:40034	LRRC3C	
HGNC:1270	LRRC3DN	
HGNC:15586	LRRC4	1410|593
HGNC:25042	LRRC4B	1410|542|593
HGNC:29317	LRRC4C	1410|593
HGNC:18531	LRRC7	1220
HGNC:40843	LRRC7-AS1	1987
HGNC:19027	LRRC8A	1158
HGNC:30692	LRRC8B	1158
HGNC:25075	LRRC8C	1158
HGNC:53731	LRRC8C-DT	1990
HGNC:16992	LRRC8D	1158
HGNC:55186	LRRC8D-DT	1990
HGNC:26272	LRRC8E	1158
HGNC:19848	LRRC9	
HGNC:20264	LRRC10	
HGNC:37215	LRRC10B	
HGNC:20419	LRRC14	
HGNC:37268	LRRC14B	
HGNC:20818	LRRC15	
HGNC:16895	LRRC17	
HGNC:23199	LRRC18	
HGNC:23379	LRRC19	
HGNC:23421	LRRC20	
HGNC:19138	LRRC23	
HGNC:28947	LRRC24	593
HGNC:29806	LRRC25	
HGNC:31409	LRRC26	1691
HGNC:29346	LRRC27	
HGNC:28355	LRRC28	
HGNC:30219	LRRC30	
HGNC:26261	LRRC31	
HGNC:4161	LRRC32	
HGNC:28408	LRRC34	
HGNC:49887	LRRC34P1	
HGNC:49888	LRRC34P2	
HGNC:25615	LRRC36	
HGNC:29069	LRRC37A	
HGNC:32404	LRRC37A2	
HGNC:32427	LRRC37A3	
HGNC:25479	LRRC37A4P	
HGNC:23369	LRRC37A5P	
HGNC:33746	LRRC37A6P	
HGNC:43792	LRRC37A7P	
HGNC:43793	LRRC37A8P	
HGNC:43813	LRRC37A9P	
HGNC:43814	LRRC37A10P	
HGNC:43815	LRRC37A11P	
HGNC:43816	LRRC37A12P	
HGNC:43817	LRRC37A13P	
HGNC:43818	LRRC37A14P	
HGNC:43819	LRRC37A15P	
HGNC:43820	LRRC37A16P	
HGNC:48365	LRRC37A17P	
HGNC:29070	LRRC37B	
HGNC:25390	LRRC37BP1	
HGNC:27005	LRRC38	
HGNC:28228	LRRC39	
HGNC:26004	LRRC40	
HGNC:16917	LRRC41	
HGNC:28792	LRRC42	
HGNC:28562	LRRC43	
HGNC:28302	LRRC45	
HGNC:25047	LRRC46	
HGNC:29207	LRRC47	
HGNC:25965	LRRC49	2117
HGNC:55526	LRRC51	
HGNC:32156	LRRC52	
HGNC:54044	LRRC52-AS1	1987
HGNC:25255	LRRC53	
HGNC:32324	LRRC55	
HGNC:25430	LRRC56	1627
HGNC:26719	LRRC57	
HGNC:54680	LRRC57P1	
HGNC:26968	LRRC58	
HGNC:28817	LRRC59	
HGNC:21704	LRRC61	
HGNC:34296	LRRC63	
HGNC:34299	LRRC66	
HGNC:34303	LRRC69	1691
HGNC:35155	LRRC70	
HGNC:26556	LRRC71	
HGNC:42972	LRRC72	1491
HGNC:21375	LRRC73	
HGNC:23346	LRRC74A	
HGNC:34301	LRRC74B	
HGNC:32403	LRRC75A	
HGNC:33155	LRRC75B	
HGNC:50536	LRRC77P	
HGNC:54091	LRRC78P	
HGNC:29373	LRRCC1	
HGNC:34300	LRRD1	
HGNC:6702	LRRFIP1	
HGNC:32937	LRRFIP1P1	
HGNC:6703	LRRFIP2	
HGNC:54992	LRRFIP2P1	
HGNC:25708	LRRIQ1	
HGNC:28318	LRRIQ3	
HGNC:34298	LRRIQ4	
HGNC:18608	LRRK1	1421
HGNC:18618	LRRK2	1492|1421
HGNC:40848	LRRK2-DT	1990
HGNC:20980	LRRN1	593
HGNC:16914	LRRN2	593
HGNC:17200	LRRN3	593|555
HGNC:16208	LRRN4	555
HGNC:33724	LRRN4CL	555
HGNC:20981	LRRN5	
HGNC:19408	LRRTM1	
HGNC:19409	LRRTM2	
HGNC:19410	LRRTM3	
HGNC:19411	LRRTM4	
HGNC:40889	LRRTM4-AS1	1987
HGNC:6704	LRS1	
HGNC:25135	LRSAM1	58|760
HGNC:25023	LRTM1	
HGNC:32443	LRTM2	
HGNC:25033	LRTOMT	1491
HGNC:21769	LRWD1	1691|362
HGNC:6705	LSAMP	593|1052
HGNC:40350	LSAMP-AS1	1987
HGNC:13346	LSFC	
HGNC:25652	LSG1	
HGNC:6706	LSH	
HGNC:37824	LSINCT5	1992
HGNC:20472	LSM1	1505
HGNC:49776	LSM1P1	
HGNC:49777	LSM1P2	
HGNC:13940	LSM2	1505
HGNC:57002	LSM2P1	
HGNC:57003	LSM2P2	
HGNC:17874	LSM3	1505
HGNC:44346	LSM3P1	
HGNC:44347	LSM3P2	
HGNC:44348	LSM3P3	
HGNC:44349	LSM3P4	
HGNC:44350	LSM3P5	
HGNC:17259	LSM4	1505
HGNC:17162	LSM5	1505
HGNC:17017	LSM6	1505
HGNC:31738	LSM6P1	
HGNC:37811	LSM6P2	
HGNC:20470	LSM7	1505
HGNC:20471	LSM8	1505
HGNC:17562	LSM10	1505
HGNC:30860	LSM11	1505
HGNC:26407	LSM12	1505
HGNC:32453	LSM12P1	
HGNC:24489	LSM14A	1505
HGNC:15887	LSM14B	1505
HGNC:22036	LSMEM1	
HGNC:26781	LSMEM2	
HGNC:6707	LSP1	1691
HGNC:39716	LSP1P1	
HGNC:39717	LSP1P2	
HGNC:39718	LSP1P3	
HGNC:53915	LSP1P4	
HGNC:50697	LSP1P5	
HGNC:29572	LSR	594
HGNC:6708	LSS	
HGNC:14189	LST1	
HGNC:6709	LTA	781
HGNC:6710	LTA4H	1437
HGNC:6711	LTB	781
HGNC:6712	LTB4H	
HGNC:6713	LTB4R	204
HGNC:19260	LTB4R2	204
HGNC:6714	LTBP1	628
HGNC:6715	LTBP2	628
HGNC:6716	LTBP3	628
HGNC:6717	LTBP4	628
HGNC:6718	LTBR	782
HGNC:6719	LTC4S	
HGNC:6720	LTF	908
HGNC:6721	LTK	321
HGNC:13082	LTN1	58|1492
HGNC:17589	LTO1	
HGNC:39203	LTO1P1	
HGNC:21173	LTV1	1484
HGNC:44049	LTV1P1	
HGNC:51845	LUADT1	1992
HGNC:40992	LUARIS	1992
HGNC:6723	LUC7L	
HGNC:21608	LUC7L2	
HGNC:24309	LUC7L3	
HGNC:39790	LUC7L3P1	
HGNC:48498	LUCAT1	1992
HGNC:6724	LUM	573
HGNC:51199	LUNAR1	1992
HGNC:32327	LURAP1	
HGNC:31452	LURAP1L	
HGNC:49761	LURAP1L-AS1	1987
HGNC:14985	LUZP1	
HGNC:23206	LUZP2	
HGNC:24971	LUZP4	1348
HGNC:44904	LUZP4P1	
HGNC:33955	LUZP6	
HGNC:26904	LVRN	1437|104
HGNC:6725	LW	
HGNC:13347	LXN	
HGNC:13348	LY6D	1226
HGNC:6727	LY6E	1226
HGNC:53728	LY6E-DT	1990
HGNC:13931	LY6G5B	1226
HGNC:13932	LY6G5C	1226
HGNC:13936	LY6G6C	1226
HGNC:13935	LY6G6D	1226
HGNC:13934	LY6G6E	1226
HGNC:13933	LY6G6F	1226|590
HGNC:38821	LY6G6F-LY6G6D	
HGNC:6728	LY6H	1226
HGNC:24225	LY6K	1226
HGNC:52284	LY6L	1226
HGNC:54397	LY6S	1226
HGNC:26731	LY6S-AS1	1987
HGNC:6730	LY9	471|594
HGNC:6729	LY75	1253|870|1298|471
HGNC:38828	LY75-CD302	
HGNC:16837	LY86	2129
HGNC:26593	LY86-AS1	1987
HGNC:17156	LY96	2129
HGNC:6733	LYAM1	
HGNC:26021	LYAR	66
HGNC:50747	LYARP1	
HGNC:27014	LYG1	1173
HGNC:29615	LYG2	1173
HGNC:6734	LYL1	420
HGNC:6735	LYN	1388|741
HGNC:29604	LYNX1	1226
HGNC:52291	LYNX1-SLURP2	
HGNC:6736	LYP	
HGNC:28431	LYPD1	1226
HGNC:25215	LYPD2	1226
HGNC:24880	LYPD3	1226
HGNC:28659	LYPD4	1226
HGNC:26397	LYPD5	1226
HGNC:28751	LYPD6	1226
HGNC:27018	LYPD6B	1226
HGNC:44208	LYPD8	1226
HGNC:53735	LYPD9P	
HGNC:6737	LYPLA1	1749
HGNC:44005	LYPLA1P1	
HGNC:44006	LYPLA1P2	
HGNC:44007	LYPLA1P3	
HGNC:6738	LYPLA2	1749
HGNC:13960	LYPLA2L	
HGNC:21069	LYPLA2P1	
HGNC:50445	LYPLA2P2	
HGNC:50446	LYPLA2P3	
HGNC:20440	LYPLAL1	
HGNC:54054	LYPLAL1-AS1	1987
HGNC:50560	LYPLAL1-DT	1990
HGNC:25074	LYRM1	635
HGNC:25229	LYRM2	635
HGNC:21365	LYRM4	635|1853|1691
HGNC:52055	LYRM4-AS1	1987
HGNC:28072	LYRM7	635|645
HGNC:27314	LYRM9	635
HGNC:20218	LYSET	
HGNC:52396	LYSETP1	
HGNC:32070	LYSMD1	2328
HGNC:28571	LYSMD2	2328
HGNC:26969	LYSMD3	2328
HGNC:26571	LYSMD4	2328
HGNC:1968	LYST	1230|1691|362
HGNC:41320	LYST-AS1	1987
HGNC:41319	LYST-IT1	
HGNC:13349	LYST2	
HGNC:14687	LYVE1	
HGNC:6740	LYZ	1174
HGNC:30502	LYZL1	1174
HGNC:29613	LYZL2	1174
HGNC:28387	LYZL4	1174
HGNC:29614	LYZL6	1174
HGNC:17497	LZIC	
HGNC:6741	LZTFL1	
HGNC:6742	LZTR1	861
HGNC:13861	LZTS1	1314
HGNC:43630	LZTS1-AS1	1987
HGNC:29381	LZTS2	1314
HGNC:30139	LZTS3	1314
HGNC:25183	M1AP	
HGNC:6748	M1S1	
HGNC:6749	M3S1	
HGNC:6750	M4S1	
HGNC:6751	M6P2	
HGNC:6752	M6PR	1233
HGNC:55051	M6PRP1	
HGNC:6753	M6S1	
HGNC:6754	M7V1	
HGNC:6745	M17S1	
HGNC:6744	M130	
HGNC:6747	M195	
HGNC:6755	MAA	
HGNC:6756	MAAT1	
HGNC:6757	MAB21L1	1882
HGNC:6758	MAB21L2	1882
HGNC:26787	MAB21L3	1882
HGNC:26216	MAB21L4	1882
HGNC:30215	MACC1	2313
HGNC:41257	MACC1-AS1	1987
HGNC:13664	MACF1	939|863
HGNC:25052	MACIR	
HGNC:25572	MACO1	
HGNC:33244	MACOM	
HGNC:53963	MACORIS	1992
HGNC:29598	MACROD1	1693
HGNC:16126	MACROD2	1693
HGNC:37193	MACROD2-AS1	1987
HGNC:16201	MACROD2-IT1	1989
HGNC:4740	MACROH2A1	1936|1693
HGNC:14453	MACROH2A2	1936|1693
HGNC:6762	MAD1L1	1691
HGNC:6763	MAD2L1	
HGNC:55546	MAD2L1-DT	1990
HGNC:21059	MAD2L1BP	
HGNC:20019	MAD2L1P1	
HGNC:6764	MAD2L2	548|535
HGNC:6765	MADCAM1	594|1410
HGNC:55315	MADCAM1-AS1	1987
HGNC:6766	MADD	504
HGNC:40354	MADD-AS1	1987
HGNC:13731	MAEA	1561
HGNC:25929	MAEL	
HGNC:6776	MAF	2264
HGNC:24966	MAF1	
HGNC:56527	MAF1P1	
HGNC:23145	MAFA	2264
HGNC:51203	MAFA-AS1	1987
HGNC:6408	MAFB	2264
HGNC:6777	MAFD1	
HGNC:6778	MAFD2	
HGNC:6779	MAFD3	
HGNC:6780	MAFF	2263
HGNC:6781	MAFG	2263
HGNC:56705	MAFG-AS1	1987
HGNC:31102	MAFIP	
HGNC:6782	MAFK	2263
HGNC:51525	MAFTRR	1992
HGNC:6783	MAG	592|593|745
HGNC:6784	MAGE1	
HGNC:6788	MAGE2	
HGNC:6789	MAGE3	
HGNC:6790	MAGE4	
HGNC:6791	MAGE5	
HGNC:6792	MAGE6	
HGNC:6793	MAGE7	
HGNC:6794	MAGE8	
HGNC:6795	MAGE9	
HGNC:6785	MAGE10	
HGNC:6786	MAGE11	
HGNC:6787	MAGE12	
HGNC:6796	MAGEA1	1136
HGNC:6800	MAGEA2	1136|2293
HGNC:19340	MAGEA2B	2293|1136
HGNC:6801	MAGEA3	1136
HGNC:56247	MAGEA3-DT	1990
HGNC:6802	MAGEA4	1136
HGNC:53860	MAGEA4-AS1	1987
HGNC:6803	MAGEA5P	1136
HGNC:6804	MAGEA6	1136
HGNC:55139	MAGEA6-DT	1990
HGNC:6805	MAGEA7P	1136
HGNC:6806	MAGEA8	1136
HGNC:45093	MAGEA8-AS1	1987
HGNC:6807	MAGEA9	1136|2293
HGNC:31909	MAGEA9B	2293|1136
HGNC:6797	MAGEA10	1136
HGNC:6798	MAGEA11	1136
HGNC:6799	MAGEA12	1136
HGNC:35154	MAGEA13P	1136
HGNC:6808	MAGEB1	1136
HGNC:6809	MAGEB2	1136
HGNC:6810	MAGEB3	1136
HGNC:6811	MAGEB4	1136
HGNC:23795	MAGEB5	1136
HGNC:23796	MAGEB6	1136
HGNC:28824	MAGEB6B	
HGNC:25377	MAGEB10	1136
HGNC:21188	MAGEB16	1136
HGNC:17418	MAGEB17	1136
HGNC:56739	MAGEB17-AS1	1987
HGNC:28515	MAGEB18	1136
HGNC:6812	MAGEC1	1136
HGNC:13574	MAGEC2	1136
HGNC:23798	MAGEC3	1136
HGNC:6813	MAGED1	1136
HGNC:16353	MAGED2	1835|1136
HGNC:23793	MAGED4	1136|1835|2293
HGNC:22880	MAGED4B	1136|1835|2293
HGNC:24934	MAGEE1	1136
HGNC:24935	MAGEE2	1136
HGNC:29639	MAGEF1	1136
HGNC:24092	MAGEH1	1136
HGNC:6814	MAGEL2	1136
HGNC:946	MAGI1	904|1220
HGNC:40091	MAGI1-AS1	1987
HGNC:42436	MAGI1-IT1	1989
HGNC:18957	MAGI2	904|1220
HGNC:40860	MAGI2-AS1	1987
HGNC:40861	MAGI2-AS2	1987
HGNC:40862	MAGI2-AS3	1987
HGNC:30058	MAGI2-IT1	
HGNC:29647	MAGI3	1220|904
HGNC:30006	MAGIX	1220
HGNC:6815	MAGOH	1516|1238
HGNC:49539	MAGOH-DT	1990
HGNC:30148	MAGOH2P	
HGNC:20020	MAGOH3P	
HGNC:25504	MAGOHB	1238
HGNC:28880	MAGT1	2207|445
HGNC:51558	MAILR	1992
HGNC:26198	MAIP1	
HGNC:27441	MAJIN	
HGNC:6816	MAK	
HGNC:13703	MAK16	725
HGNC:6817	MAL	1626
HGNC:40355	MAL-AS1	1987
HGNC:13634	MAL2	1626
HGNC:53626	MAL2-AS1	1987
HGNC:29665	MALAT1	1992
HGNC:49009	MALINC1	1992
HGNC:6818	MALL	1626|1691
HGNC:55038	MALLP1	
HGNC:55039	MALLP2	
HGNC:24331	MALRD1	
HGNC:21721	MALSU1	
HGNC:6819	MALT1	594|1405
HGNC:55306	MALT1-AS1	1987
HGNC:6820	MAM	
HGNC:23673	MAMDC2	
HGNC:48719	MAMDC2-AS1	1987
HGNC:24083	MAMDC4	
HGNC:13632	MAML1	
HGNC:16259	MAML2	
HGNC:16272	MAML3	
HGNC:2568	MAMLD1	
HGNC:26689	MAMSTR	1407
HGNC:6821	MAN1A1	1193
HGNC:6822	MAN1A2	1193
HGNC:50488	MAN1A2P1	
HGNC:6823	MAN1B1	1193
HGNC:48715	MAN1B1-DT	1990
HGNC:19080	MAN1C1	1193
HGNC:6824	MAN2A1	1194
HGNC:54821	MAN2A1-DT	1990
HGNC:6825	MAN2A2	1194
HGNC:6826	MAN2B1	1194
HGNC:29623	MAN2B2	1194
HGNC:6827	MAN2C1	1194
HGNC:6828	MANA1	
HGNC:6829	MANA2	
HGNC:6830	MANB	
HGNC:6831	MANBA	1196
HGNC:15799	MANBAL	1196
HGNC:6832	MANBB	
HGNC:44678	MANCR	1992
HGNC:21072	MANEA	1195
HGNC:43732	MANEA-DT	1990
HGNC:26452	MANEAL	1195
HGNC:54641	MANEALP1	
HGNC:15461	MANF	
HGNC:25505	MANSC1	
HGNC:40023	MANSC4	
HGNC:6833	MAOA	2258
HGNC:6834	MAOB	2258
HGNC:6835	MAP1A	
HGNC:6836	MAP1B	694
HGNC:6837	MAP1L	
HGNC:6838	MAP1LC3A	1022
HGNC:13352	MAP1LC3B	1022
HGNC:34390	MAP1LC3B2	1022
HGNC:49783	MAP1LC3BP1	
HGNC:13353	MAP1LC3C	1022
HGNC:31004	MAP1LC3P	
HGNC:15715	MAP1S	
HGNC:6839	MAP2	396
HGNC:6840	MAP2K1	653
HGNC:6841	MAP2K1P1	
HGNC:6842	MAP2K2	653
HGNC:6843	MAP2K3	653
HGNC:6844	MAP2K4	653|1691
HGNC:43837	MAP2K4P1	
HGNC:6845	MAP2K5	653
HGNC:55261	MAP2K5-DT	1990
HGNC:6846	MAP2K6	653
HGNC:6847	MAP2K7	653
HGNC:6848	MAP3K1	58|654|90
HGNC:6854	MAP3K2	654
HGNC:54088	MAP3K2-DT	1990
HGNC:6855	MAP3K3	654
HGNC:6856	MAP3K4	654
HGNC:55048	MAP3K4-AS1	1987
HGNC:6857	MAP3K5	654
HGNC:40358	MAP3K5-AS1	1987
HGNC:56125	MAP3K5-AS2	1987
HGNC:6858	MAP3K6	654
HGNC:6859	MAP3K7	654
HGNC:16457	MAP3K7CL	
HGNC:6860	MAP3K8	654
HGNC:6861	MAP3K9	654
HGNC:53189	MAP3K9-DT	1990
HGNC:6849	MAP3K10	654
HGNC:6850	MAP3K11	654
HGNC:6851	MAP3K12	654
HGNC:6852	MAP3K13	654
HGNC:6853	MAP3K14	654
HGNC:44359	MAP3K14-AS1	1987
HGNC:31689	MAP3K15	654
HGNC:26249	MAP3K19	654
HGNC:17797	MAP3K20	654
HGNC:27935	MAP3K20-AS1	1987
HGNC:29798	MAP3K21	654
HGNC:6862	MAP4	
HGNC:6863	MAP4K1	655
HGNC:55302	MAP4K1-AS1	1987
HGNC:6864	MAP4K2	655
HGNC:6865	MAP4K3	655
HGNC:54056	MAP4K3-DT	1990
HGNC:6866	MAP4K4	655
HGNC:6867	MAP4K5	655
HGNC:6868	MAP6	
HGNC:25753	MAP6D1	
HGNC:6869	MAP7	
HGNC:56045	MAP7-AS1	1987
HGNC:25514	MAP7D1	
HGNC:25899	MAP7D2	1691
HGNC:25742	MAP7D3	
HGNC:26118	MAP9	
HGNC:56110	MAP9-AS1	1987
HGNC:29265	MAP10	
HGNC:31853	MAPDA	1302
HGNC:6870	MAPE	
HGNC:6871	MAPK1	651
HGNC:19840	MAPK1IP1L	
HGNC:6877	MAPK3	651
HGNC:6878	MAPK4	651
HGNC:6879	MAPK6	651
HGNC:53900	MAPK6-DT	1990
HGNC:18980	MAPK6P1	
HGNC:16756	MAPK6P2	
HGNC:18977	MAPK6P3	
HGNC:18456	MAPK6P4	
HGNC:18979	MAPK6P5	
HGNC:18978	MAPK6P6	
HGNC:6880	MAPK7	651|1492
HGNC:6881	MAPK8	651
HGNC:6882	MAPK8IP1	
HGNC:6885	MAPK8IP1P1	
HGNC:52402	MAPK8IP1P2	
HGNC:6883	MAPK8IP2	
HGNC:6884	MAPK8IP3	1691
HGNC:56087	MAPK8IP3-AS1	1987
HGNC:6886	MAPK9	651
HGNC:6872	MAPK10	651|1691
HGNC:40359	MAPK10-AS1	1987
HGNC:6873	MAPK11	651
HGNC:6874	MAPK12	651
HGNC:6875	MAPK13	651
HGNC:6876	MAPK14	651
HGNC:24667	MAPK15	651
HGNC:18752	MAPKAP1	1333
HGNC:6887	MAPKAPK2	1156
HGNC:6888	MAPKAPK3	1156
HGNC:6889	MAPKAPK5	1156
HGNC:24091	MAPKAPK5-AS1	1987
HGNC:45246	MAPKAPK5P1	
HGNC:29536	MAPKBP1	362
HGNC:6890	MAPRE1	1826
HGNC:29624	MAPRE1P1	
HGNC:37761	MAPRE1P2	
HGNC:37762	MAPRE1P3	
HGNC:6891	MAPRE2	1826
HGNC:6892	MAPRE3	1826
HGNC:40362	MAPRE3-AS1	1987
HGNC:6893	MAPT	694
HGNC:43738	MAPT-AS1	1987
HGNC:43741	MAPT-IT1	1989
HGNC:6894	MAPTL	
HGNC:26077	MARCHF1	60|58
HGNC:28038	MARCHF2	60|58
HGNC:28728	MARCHF3	60|58
HGNC:29269	MARCHF4	60|58
HGNC:26025	MARCHF5	60|58
HGNC:30550	MARCHF6	60|58
HGNC:56238	MARCHF6-DT	1990
HGNC:17393	MARCHF7	60|58
HGNC:23356	MARCHF8	60|58
HGNC:25139	MARCHF9	60|58
HGNC:26655	MARCHF10	60|58
HGNC:52815	MARCHF10-DT	1990
HGNC:33609	MARCHF11	60|58
HGNC:41287	MARCHF11-AS1	1987
HGNC:55550	MARCHF11-DT	1990
HGNC:6759	MARCKS	
HGNC:7142	MARCKSL1	
HGNC:45239	MARCKSL1P1	
HGNC:45240	MARCKSL1P2	
HGNC:6760	MARCKSP1	
HGNC:6895	MARCO	1253|1404
HGNC:53644	MARCOL	
HGNC:29562	MARF1	1691|694
HGNC:6896	MARK1	2132
HGNC:3332	MARK2	2132
HGNC:39792	MARK2P1	
HGNC:39793	MARK2P2	
HGNC:39794	MARK2P3	
HGNC:39795	MARK2P4	
HGNC:39796	MARK2P5	
HGNC:39797	MARK2P6	
HGNC:39798	MARK2P7	
HGNC:39799	MARK2P8	
HGNC:39800	MARK2P9	
HGNC:39801	MARK2P10	
HGNC:39802	MARK2P11	
HGNC:39803	MARK2P12	
HGNC:39804	MARK2P13	
HGNC:44495	MARK2P14	
HGNC:45119	MARK2P15	
HGNC:45171	MARK2P16	
HGNC:50318	MARK2P17	
HGNC:56405	MARK2P18	
HGNC:56521	MARK2P19	
HGNC:44494	MARK2P20	
HGNC:57000	MARK2P21	
HGNC:6897	MARK3	2132
HGNC:50312	MARK3P1	
HGNC:50313	MARK3P2	
HGNC:50314	MARK3P3	
HGNC:13538	MARK4	2132
HGNC:6898	MARS1	1691|131
HGNC:25133	MARS2	131
HGNC:28674	MARVELD1	1626
HGNC:26401	MARVELD2	1626
HGNC:30525	MARVELD3	1626
HGNC:6899	MAS1	262
HGNC:13961	MAS1L	262
HGNC:33448	MAS1LP1	
HGNC:6900	MASA	
HGNC:6901	MASP1	1638|738|1179
HGNC:18574	MASP1P1	
HGNC:6902	MASP2	1179|1638
HGNC:19034	MAST1	1625|1220|1691
HGNC:19035	MAST2	1625|1220
HGNC:19036	MAST3	1625|1220
HGNC:55276	MAST3-AS1	1987
HGNC:19037	MAST4	1625|1220
HGNC:40865	MAST4-AS1	1987
HGNC:41448	MAST4-IT1	1989
HGNC:19042	MASTL	1625
HGNC:6903	MAT1A	2234
HGNC:6904	MAT2A	2234
HGNC:56476	MAT2AP1	
HGNC:6905	MAT2B	743
HGNC:34408	MATCAP1	
HGNC:22206	MATCAP2	
HGNC:6906	MATK	741|1460
HGNC:6907	MATN1	1602
HGNC:40364	MATN1-AS1	1987
HGNC:6908	MATN2	1602
HGNC:6909	MATN3	1602
HGNC:6910	MATN4	1602
HGNC:6911	MATR1	
HGNC:6912	MATR3	84|1835
HGNC:54991	MATR3P1	
HGNC:56591	MATR3P2	
HGNC:56592	MATR3P3	
HGNC:29140	MAU2	
HGNC:29233	MAVS	959
HGNC:6913	MAX	420
HGNC:6914	MAZ	28
HGNC:6915	MB	
HGNC:30438	MB21D2	
HGNC:6916	MBD1	136|1025
HGNC:6917	MBD2	1305|1025|1835
HGNC:6918	MBD3	1305|1025
HGNC:15774	MBD3L1	
HGNC:18532	MBD3L2	
HGNC:53435	MBD3L2B	
HGNC:37205	MBD3L3	
HGNC:37206	MBD3L4	
HGNC:37204	MBD3L5	
HGNC:6919	MBD4	1024|1025
HGNC:20444	MBD5	1147|1025
HGNC:20445	MBD6	1025
HGNC:20427	MBIP	1058
HGNC:6920	MBL	
HGNC:6921	MBL1P	491|1298
HGNC:6922	MBL2	1638|491
HGNC:2221	MBL3P	491
HGNC:22180	MBLAC1	1614
HGNC:33711	MBLAC2	1614
HGNC:6923	MBNL1	73
HGNC:44584	MBNL1-AS1	1987
HGNC:16746	MBNL2	73
HGNC:20564	MBNL3	73
HGNC:13645	MBNT	
HGNC:21579	MBOAT1	1036|2147
HGNC:25193	MBOAT2	1036|2147
HGNC:32311	MBOAT4	1036
HGNC:15505	MBOAT7	1036|2147
HGNC:6925	MBP	
HGNC:6926	MBS1	
HGNC:6927	MBS2	
HGNC:6928	MBS3	
HGNC:19866	MBTD1	1634|1263
HGNC:15456	MBTPS1	973
HGNC:55401	MBTPS1-DT	1990
HGNC:15455	MBTPS2	
HGNC:6929	MC1R	236
HGNC:6930	MC2R	236
HGNC:6931	MC3R	236
HGNC:6932	MC4R	236
HGNC:6933	MC5R	236
HGNC:6934	MCAM	1410|592|471|1691|590
HGNC:29622	MCAT	
HGNC:6935	MCC	863
HGNC:6936	MCCC1	2047
HGNC:40366	MCCC1-AS1	1987
HGNC:6937	MCCC2	2047
HGNC:20668	MCCD1	
HGNC:33449	MCCD1P1	
HGNC:33462	MCCD1P2	
HGNC:13252	MCDC1	
HGNC:6939	MCDR1	
HGNC:18438	MCDR2	
HGNC:20206	MCDR3	
HGNC:32303	MCDR4	
HGNC:49649	MCDR5	
HGNC:16732	MCEE	2111
HGNC:27291	MCEMP1	
HGNC:6940	MCF2	722
HGNC:14576	MCF2L	682|722
HGNC:39825	MCF2L-AS1	1987
HGNC:30319	MCF2L2	722
HGNC:56615	MCF2L2P1	
HGNC:18451	MCFD2	863
HGNC:21582	MCFD2P1	
HGNC:4479	MCHR1	235
HGNC:20867	MCHR2	235
HGNC:48980	MCHR2-AS1	1987
HGNC:40050	MCIDAS	
HGNC:6941	MCKD1	
HGNC:6942	MCKD2	
HGNC:6943	MCL1	1057
HGNC:6944	MCM2	1998|1085
HGNC:6945	MCM3	1998|1085
HGNC:6946	MCM3AP	1276|486
HGNC:16417	MCM3AP-AS1	1987
HGNC:6947	MCM4	1998|1085
HGNC:6948	MCM5	1998|1085
HGNC:6949	MCM6	1998|1085
HGNC:6950	MCM7	1998|694|1085|1691
HGNC:16147	MCM8	1085
HGNC:51230	MCM8-AS1	1987
HGNC:21484	MCM9	1085
HGNC:18043	MCM10	
HGNC:25782	MCMBP	
HGNC:26368	MCMDC2	1085
HGNC:6951	MCNAA	
HGNC:6952	MCO	
HGNC:13356	MCOLN1	249
HGNC:13357	MCOLN2	249
HGNC:13358	MCOLN3	249
HGNC:6954	MCPH1	
HGNC:51655	MCPH1-AS1	1987
HGNC:55599	MCPH1-DT	1990
HGNC:6955	MCPH2	
HGNC:6956	MCPH3	
HGNC:6957	MCPH4	
HGNC:6958	MCPH5	
HGNC:17120	MCPH6	
HGNC:15665	MCPHA	
HGNC:28007	MCRIP1	
HGNC:14142	MCRIP2	
HGNC:49629	MCRIP2P1	
HGNC:49631	MCRIP2P2	
HGNC:6960	MCRS1	1482|595
HGNC:6961	MCS	
HGNC:26183	MCTP1	826
HGNC:54085	MCTP1-AS1	1987
HGNC:25636	MCTP2	826
HGNC:23357	MCTS1	
HGNC:49760	MCTS2	
HGNC:23526	MCU	1691
HGNC:26076	MCUB	
HGNC:21097	MCUR1	
HGNC:1217	MCUR1P1	
HGNC:53756	MCUR1P2	
HGNC:6963	MDC	
HGNC:21163	MDC1	
HGNC:39764	MDC1-AS1	1987
HGNC:6964	MDCR	
HGNC:6965	MDF1	
HGNC:6966	MDF2	
HGNC:6967	MDFI	
HGNC:28870	MDFIC	
HGNC:53442	MDFIC2	
HGNC:19267	MDGA1	593
HGNC:19835	MDGA2	593
